lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,58,[8; 9],14,1.257981,0.716981,3,[X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.4673913043478261; 'recall': 0.6466165413533834; 'f1-score': 0.5425867507886436; 'support': 133}; '1.0': {'precision': 0.8345070422535211; 'recall': 0.7074626865671642; 'f1-score': 0.765751211631664; 'support': 335}; 'accuracy': 0.6901709401709402; 'macro avg': {'precision': 0.6509491733006736; 'recall': 0.6770396139602738; 'f1-score': 0.6541689812101539; 'support': 468}; 'weighted avg': {'precision': 0.7301771423786121; 'recall': 0.6901709401709402; 'f1-score': 0.7023305422040536; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.6; 'f1-score': 0.5454545454545454; 'support': 15}; '1.0': {'precision': 0.8285714285714286; 'recall': 0.7631578947368421; 'f1-score': 0.7945205479452055; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6642857142857144; 'recall': 0.6815789473684211; 'f1-score': 0.6699875466998755; 'support': 53}; 'weighted avg': {'precision': 0.7355795148247979; 'recall': 0.7169811320754716; 'f1-score': 0.7240301698818111; 'support': 53}}
10,1,DNF,9,469,52,58,[8; 9],14,1.300807,0.615385,1,[X4 >= 211.500000],{'0.0': {'precision': 0.4100418410041841; 'recall': 0.7368421052631579; 'f1-score': 0.5268817204301075; 'support': 133}; '1.0': {'precision': 0.8478260869565217; 'recall': 0.5803571428571429; 'f1-score': 0.6890459363957596; 'support': 336}; 'accuracy': 0.6247334754797441; 'macro avg': {'precision': 0.628933963980353; 'recall': 0.6585996240601504; 'f1-score': 0.6079638284129336; 'support': 469}; 'weighted avg': {'precision': 0.7236783157163066; 'recall': 0.6247334754797441; 'f1-score': 0.6430590691816195; 'support': 469}},{'0.0': {'precision': 0.4074074074074074; 'recall': 0.7333333333333333; 'f1-score': 0.5238095238095238; 'support': 15}; '1.0': {'precision': 0.84; 'recall': 0.5675675675675675; 'f1-score': 0.6774193548387097; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.6237037037037036; 'recall': 0.6504504504504505; 'f1-score': 0.6006144393241168; 'support': 52}; 'weighted avg': {'precision': 0.7152136752136753; 'recall': 0.6153846153846154; 'f1-score': 0.6331088266572138; 'support': 52}}
10,1,DNF,0,468,53,29,[16; 17],14,0.791838,0.716981,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7158119658119658; 'recall': 1.0; 'f1-score': 0.8343711083437111; 'support': 335}; 'accuracy': 0.7158119658119658; 'macro avg': {'precision': 0.3579059829059829; 'recall': 0.5; 'f1-score': 0.41718555417185554; 'support': 468}; 'weighted avg': {'precision': 0.5123867703995909; 'recall': 0.7158119658119658; 'f1-score': 0.5972528232802204; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
10,1,DNF,1,469,52,29,[16; 17],14,0.689285,0.634615,1,[X1],{'0.0': {'precision': 0.35833333333333334; 'recall': 0.3208955223880597; 'f1-score': 0.33858267716535434; 'support': 134}; '1.0': {'precision': 0.7392550143266475; 'recall': 0.7701492537313432; 'f1-score': 0.7543859649122806; 'support': 335}; 'accuracy': 0.6417910447761194; 'macro avg': {'precision': 0.5487941738299904; 'recall': 0.5455223880597014; 'f1-score': 0.5464843210388175; 'support': 469}; 'weighted avg': {'precision': 0.6304202483285578; 'recall': 0.6417910447761194; 'f1-score': 0.6355850255560159; 'support': 469}},{'0.0': {'precision': 0.3076923076923077; 'recall': 0.2857142857142857; 'f1-score': 0.29629629629629634; 'support': 14}; '1.0': {'precision': 0.7435897435897436; 'recall': 0.7631578947368421; 'f1-score': 0.7532467532467534; 'support': 38}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5256410256410257; 'recall': 0.5244360902255639; 'f1-score': 0.5247715247715249; 'support': 52}; 'weighted avg': {'precision': 0.626232741617357; 'recall': 0.6346153846153846; 'f1-score': 0.6302216302216304; 'support': 52}}
10,1,DNF,2,469,52,29,[16; 17],14,0.627231,0.615385,1,[X6 >= 59.500000],{'0.0': {'precision': 0.38064516129032255; 'recall': 0.8805970149253731; 'f1-score': 0.5315315315315315; 'support': 134}; '1.0': {'precision': 0.89937106918239; 'recall': 0.42686567164179107; 'f1-score': 0.5789473684210527; 'support': 335}; 'accuracy': 0.5565031982942431; 'macro avg': {'precision': 0.6400081152363563; 'recall': 0.6537313432835821; 'f1-score': 0.555239449976292; 'support': 469}; 'weighted avg': {'precision': 0.7511636669275136; 'recall': 0.5565031982942431; 'f1-score': 0.565399986452618; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.6428571428571429; 'f1-score': 0.4736842105263159; 'support': 14}; '1.0': {'precision': 0.8214285714285714; 'recall': 0.6052631578947368; 'f1-score': 0.6969696969696969; 'support': 38}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5982142857142857; 'recall': 0.6240601503759399; 'f1-score': 0.5853269537480064; 'support': 52}; 'weighted avg': {'precision': 0.7012362637362636; 'recall': 0.6153846153846154; 'f1-score': 0.6368543736964789; 'support': 52}}
10,1,DNF,3,469,52,29,[16; 17],14,0.661714,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,4,469,52,29,[16; 17],14,0.616268,0.673077,1,[X1],{'0.0': {'precision': 0.3418803418803419; 'recall': 0.3007518796992481; 'f1-score': 0.32; 'support': 133}; '1.0': {'precision': 0.7357954545454546; 'recall': 0.7708333333333334; 'f1-score': 0.752906976744186; 'support': 336}; 'accuracy': 0.6375266524520256; 'macro avg': {'precision': 0.5388378982128983; 'recall': 0.5357926065162908; 'f1-score': 0.5364534883720931; 'support': 469}; 'weighted avg': {'precision': 0.6240881837896763; 'recall': 0.6375266524520256; 'f1-score': 0.6301423116973274; 'support': 469}},{'0.0': {'precision': 0.4375; 'recall': 0.4666666666666667; 'f1-score': 0.45161290322580644; 'support': 15}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.7567567567567568; 'f1-score': 0.7671232876712328; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6076388888888888; 'recall': 0.6117117117117117; 'f1-score': 0.6093680954485197; 'support': 52}; 'weighted avg': {'precision': 0.6796207264957265; 'recall': 0.6730769230769231; 'f1-score': 0.6761106767735138; 'support': 52}}
10,1,DNF,5,469,52,29,[16; 17],14,0.668519,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,6,469,52,29,[16; 17],14,0.693100,0.576923,1,[X6 >= 59.500000],{'0.0': {'precision': 0.3779264214046823; 'recall': 0.849624060150376; 'f1-score': 0.5231481481481483; 'support': 133}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.44642857142857145; 'f1-score': 0.5928853754940712; 'support': 336}; 'accuracy': 0.5607675906183369; 'macro avg': {'precision': 0.6301396812905764; 'recall': 0.6480263157894737; 'f1-score': 0.5580167618211097; 'support': 469}; 'weighted avg': {'precision': 0.7393066146740231; 'recall': 0.5607675906183369; 'f1-score': 0.5731091468437348; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.9333333333333333; 'f1-score': 0.5599999999999999; 'support': 15}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.43243243243243246; 'f1-score': 0.5925925925925927; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.6705882352941177; 'recall': 0.6828828828828829; 'f1-score': 0.5762962962962963; 'support': 52}; 'weighted avg': {'precision': 0.7850678733031674; 'recall': 0.5769230769230769; 'f1-score': 0.5831908831908832; 'support': 52}}
10,1,DNF,7,469,52,29,[16; 17],14,0.605201,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,8,469,52,29,[16; 17],14,0.629061,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,9,469,52,29,[16; 17],14,0.685488,0.673077,1,[X1],{'0.0': {'precision': 0.34959349593495936; 'recall': 0.3233082706766917; 'f1-score': 0.33593750000000006; 'support': 133}; '1.0': {'precision': 0.7398843930635838; 'recall': 0.7619047619047619; 'f1-score': 0.7507331378299119; 'support': 336}; 'accuracy': 0.6375266524520256; 'macro avg': {'precision': 0.5447389444992716; 'recall': 0.5426065162907268; 'f1-score': 0.543335318914956; 'support': 469}; 'weighted avg': {'precision': 0.6292048849226306; 'recall': 0.6375266524520256; 'f1-score': 0.633104524116952; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.26666666666666666; 'f1-score': 0.32; 'support': 15}; '1.0': {'precision': 0.7380952380952381; 'recall': 0.8378378378378378; 'f1-score': 0.7848101265822786; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.569047619047619; 'recall': 0.5522522522522523; 'f1-score': 0.5524050632911393; 'support': 52}; 'weighted avg': {'precision': 0.6405677655677656; 'recall': 0.6730769230769231; 'f1-score': 0.650730282375852; 'support': 52}}
10,1,DNF,0,468,53,14,[33; 34],14,0.355464,0.716981,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7158119658119658; 'recall': 1.0; 'f1-score': 0.8343711083437111; 'support': 335}; 'accuracy': 0.7158119658119658; 'macro avg': {'precision': 0.3579059829059829; 'recall': 0.5; 'f1-score': 0.41718555417185554; 'support': 468}; 'weighted avg': {'precision': 0.5123867703995909; 'recall': 0.7158119658119658; 'f1-score': 0.5972528232802204; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
10,1,DNF,1,469,52,14,[33; 34],14,0.450148,0.730769,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
10,1,DNF,2,469,52,14,[33; 34],14,0.327105,0.730769,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
10,1,DNF,3,469,52,14,[33; 34],14,0.327016,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,4,469,52,14,[33; 34],14,0.326197,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,5,469,52,14,[33; 34],14,0.324963,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,6,469,52,14,[33; 34],14,0.330255,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,7,469,52,14,[33; 34],14,0.349866,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,8,469,52,14,[33; 34],14,0.354570,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,9,469,52,14,[33; 34],14,0.317936,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,0,468,53,7,[66; 67],14,0.165939,0.641509,1,[X4 >= 211.500000],{'0.0': {'precision': 0.4098360655737705; 'recall': 0.7518796992481203; 'f1-score': 0.5305039787798408; 'support': 133}; '1.0': {'precision': 0.8526785714285714; 'recall': 0.5701492537313433; 'f1-score': 0.6833631484794276; 'support': 335}; 'accuracy': 0.6217948717948718; 'macro avg': {'precision': 0.631257318501171; 'recall': 0.6610144764897318; 'f1-score': 0.6069335636296342; 'support': 468}; 'weighted avg': {'precision': 0.7268280302347926; 'recall': 0.6217948717948718; 'f1-score': 0.6399224015348869; 'support': 468}},{'0.0': {'precision': 0.4090909090909091; 'recall': 0.6; 'f1-score': 0.4864864864864865; 'support': 15}; '1.0': {'precision': 0.8064516129032258; 'recall': 0.6578947368421053; 'f1-score': 0.7246376811594202; 'support': 38}; 'accuracy': 0.6415094339622641; 'macro avg': {'precision': 0.6077712609970675; 'recall': 0.6289473684210527; 'f1-score': 0.6055620838229534; 'support': 53}; 'weighted avg': {'precision': 0.6939910363525701; 'recall': 0.6415094339622641; 'f1-score': 0.6572363996482125; 'support': 53}}
10,1,DNF,1,469,52,7,[67; 67],14,0.168261,0.634615,1,[X1],{'0.0': {'precision': 0.35833333333333334; 'recall': 0.3208955223880597; 'f1-score': 0.33858267716535434; 'support': 134}; '1.0': {'precision': 0.7392550143266475; 'recall': 0.7701492537313432; 'f1-score': 0.7543859649122806; 'support': 335}; 'accuracy': 0.6417910447761194; 'macro avg': {'precision': 0.5487941738299904; 'recall': 0.5455223880597014; 'f1-score': 0.5464843210388175; 'support': 469}; 'weighted avg': {'precision': 0.6304202483285578; 'recall': 0.6417910447761194; 'f1-score': 0.6355850255560159; 'support': 469}},{'0.0': {'precision': 0.3076923076923077; 'recall': 0.2857142857142857; 'f1-score': 0.29629629629629634; 'support': 14}; '1.0': {'precision': 0.7435897435897436; 'recall': 0.7631578947368421; 'f1-score': 0.7532467532467534; 'support': 38}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5256410256410257; 'recall': 0.5244360902255639; 'f1-score': 0.5247715247715249; 'support': 52}; 'weighted avg': {'precision': 0.626232741617357; 'recall': 0.6346153846153846; 'f1-score': 0.6302216302216304; 'support': 52}}
10,1,DNF,2,469,52,7,[67; 67],14,0.180425,0.730769,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
10,1,DNF,3,469,52,7,[67; 67],14,0.155124,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
