lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,58,[8; 9],14,1.227558,0.603774,3,[X2 >= 1.650000 OR X3 >= 1.250000 OR X9 < 0.895000],{'0.0': {'precision': 0.45145631067961167; 'recall': 0.6940298507462687; 'f1-score': 0.5470588235294118; 'support': 134}; '1.0': {'precision': 0.8435114503816794; 'recall': 0.6616766467065869; 'f1-score': 0.7416107382550337; 'support': 334}; 'accuracy': 0.6709401709401709; 'macro avg': {'precision': 0.6474838805306455; 'recall': 0.6778532487264277; 'f1-score': 0.6443347808922227; 'support': 468}; 'weighted avg': {'precision': 0.7312563462789505; 'recall': 0.6709401709401709; 'f1-score': 0.6859057028421419; 'support': 468}},{'0.0': {'precision': 0.38461538461538464; 'recall': 0.6666666666666666; 'f1-score': 0.4878048780487804; 'support': 15}; '1.0': {'precision': 0.8148148148148148; 'recall': 0.5789473684210527; 'f1-score': 0.6769230769230768; 'support': 38}; 'accuracy': 0.6037735849056604; 'macro avg': {'precision': 0.5997150997150997; 'recall': 0.6228070175438596; 'f1-score': 0.5823639774859286; 'support': 53}; 'weighted avg': {'precision': 0.6930602590979948; 'recall': 0.6037735849056604; 'f1-score': 0.6233990583737476; 'support': 53}}
10,1,CNF,5,469,52,3,[156; 157],14,0.073361,0.730769,6,[X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5102040816326531; 'recall': 0.1865671641791045; 'f1-score': 0.273224043715847; 'support': 134}; '1.0': {'precision': 0.7404761904761905; 'recall': 0.9283582089552239; 'f1-score': 0.823841059602649; 'support': 335}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6253401360544217; 'recall': 0.5574626865671642; 'f1-score': 0.548532551659248; 'support': 469}; 'weighted avg': {'precision': 0.6746841593780369; 'recall': 0.7164179104477612; 'f1-score': 0.6665219122064199; 'support': 469}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.13333333333333333; 'f1-score': 0.2222222222222222; 'support': 15}; '1.0': {'precision': 0.7346938775510204; 'recall': 0.972972972972973; 'f1-score': 0.8372093023255813; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.7006802721088435; 'recall': 0.5531531531531532; 'f1-score': 0.5297157622739017; 'support': 52}; 'weighted avg': {'precision': 0.7150706436420722; 'recall': 0.7307692307692307; 'f1-score': 0.659809183064997; 'support': 52}}
10,1,CNF,6,469,52,3,[156; 157],14,0.076887,0.673077,5,[(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5408163265306123; 'recall': 0.39552238805970147; 'f1-score': 0.45689655172413796; 'support': 134}; '1.0': {'precision': 0.7816711590296496; 'recall': 0.8656716417910447; 'f1-score': 0.8215297450424929; 'support': 335}; 'accuracy': 0.7313432835820896; 'macro avg': {'precision': 0.661243742780131; 'recall': 0.6305970149253731; 'f1-score': 0.6392131483833154; 'support': 469}; 'weighted avg': {'precision': 0.7128554926013532; 'recall': 0.7313432835820896; 'f1-score': 0.7173488326658201; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; '1.0': {'precision': 0.717391304347826; 'recall': 0.8918918918918919; 'f1-score': 0.7951807228915664; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5253623188405797; 'recall': 0.5126126126126126; 'f1-score': 0.4928284566838784; 'support': 52}; 'weighted avg': {'precision': 0.6066053511705685; 'recall': 0.6730769230769231; 'f1-score': 0.6207467231563618; 'support': 52}}
10,1,CNF,7,469,52,3,[156; 157],14,0.083739,0.692308,4,[X4 >= 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5555555555555556; 'recall': 0.07462686567164178; 'f1-score': 0.13157894736842105; 'support': 134}; '1.0': {'precision': 0.7250554323725056; 'recall': 0.9761194029850746; 'f1-score': 0.8320610687022901; 'support': 335}; 'accuracy': 0.7185501066098081; 'macro avg': {'precision': 0.6403054939640306; 'recall': 0.5253731343283582; 'f1-score': 0.4818200080353556; 'support': 469}; 'weighted avg': {'precision': 0.6766268961390912; 'recall': 0.7185501066098081; 'f1-score': 0.6319233197497561; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7058823529411765; 'recall': 0.972972972972973; 'f1-score': 0.8181818181818183; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.35294117647058826; 'recall': 0.4864864864864865; 'f1-score': 0.40909090909090917; 'support': 52}; 'weighted avg': {'precision': 0.5022624434389141; 'recall': 0.6923076923076923; 'f1-score': 0.5821678321678323; 'support': 52}}
10,1,CNF,8,469,52,3,[156; 157],14,0.075221,0.653846,4,[X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.503030303030303; 'recall': 0.6194029850746269; 'f1-score': 0.5551839464882944; 'support': 134}; '1.0': {'precision': 0.8322368421052632; 'recall': 0.755223880597015; 'f1-score': 0.7918622848200313; 'support': 335}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6676335725677831; 'recall': 0.6873134328358209; 'f1-score': 0.6735231156541628; 'support': 469}; 'weighted avg': {'precision': 0.738177830940989; 'recall': 0.7164179104477612; 'f1-score': 0.7242399024395351; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.6; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.8064516129032258; 'recall': 0.6756756756756757; 'f1-score': 0.7352941176470588; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.6175115207373272; 'recall': 0.6378378378378378; 'f1-score': 0.6176470588235294; 'support': 52}; 'weighted avg': {'precision': 0.6974477135767458; 'recall': 0.6538461538461539; 'f1-score': 0.667420814479638; 'support': 52}}
10,1,CNF,9,469,52,3,[156; 157],14,0.089827,0.730769,6,[X1 OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5128205128205128; 'recall': 0.14925373134328357; 'f1-score': 0.23121387283236994; 'support': 134}; '1.0': {'precision': 0.7348837209302326; 'recall': 0.9432835820895522; 'f1-score': 0.8261437908496733; 'support': 335}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6238521168753727; 'recall': 0.5462686567164179; 'f1-score': 0.5286788318410216; 'support': 469}; 'weighted avg': {'precision': 0.6714370900417412; 'recall': 0.7164179104477612; 'f1-score': 0.6561638142733008; 'support': 469}},{'0.0': {'precision': 0.5454545454545454; 'recall': 0.4; 'f1-score': 0.4615384615384615; 'support': 15}; '1.0': {'precision': 0.7804878048780488; 'recall': 0.8648648648648649; 'f1-score': 0.8205128205128206; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6629711751662971; 'recall': 0.6324324324324324; 'f1-score': 0.6410256410256411; 'support': 52}; 'weighted avg': {'precision': 0.7126897492751152; 'recall': 0.7307692307692307; 'f1-score': 0.7169625246548323; 'support': 52}}
10,1,DNF,0,468,53,58,[8; 9],14,1.095348,0.679245,1,[X1],{'0.0': {'precision': 0.35; 'recall': 0.31343283582089554; 'f1-score': 0.3307086614173228; 'support': 134}; '1.0': {'precision': 0.735632183908046; 'recall': 0.7664670658682635; 'f1-score': 0.750733137829912; 'support': 334}; 'accuracy': 0.6367521367521367; 'macro avg': {'precision': 0.542816091954023; 'recall': 0.5399499508445795; 'f1-score': 0.5407208996236175; 'support': 468}; 'weighted avg': {'precision': 0.625216131250614; 'recall': 0.6367521367521367; 'f1-score': 0.6304697193698972; 'support': 468}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; '1.0': {'precision': 0.723404255319149; 'recall': 0.8947368421052632; 'f1-score': 0.8; 'support': 38}; 'accuracy': 0.6792452830188679; 'macro avg': {'precision': 0.5283687943262412; 'recall': 0.5140350877192983; 'f1-score': 0.49523809523809526; 'support': 53}; 'weighted avg': {'precision': 0.6130068245684465; 'recall': 0.6792452830188679; 'f1-score': 0.6274932614555256; 'support': 53}}
10,1,DNF,1,469,52,58,[8; 9],14,1.035032,0.730769,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 135}; '1.0': {'precision': 0.7121535181236673; 'recall': 1.0; 'f1-score': 0.8318804483188045; 'support': 334}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.35607675906183367; 'recall': 0.5; 'f1-score': 0.41594022415940224; 'support': 469}; 'weighted avg': {'precision': 0.5071626333759166; 'recall': 0.7121535181236673; 'f1-score': 0.5924265879285303; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
10,1,DNF,2,469,52,58,[8; 9],14,1.091670,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,3,469,52,58,[8; 9],14,1.094182,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,4,469,52,58,[8; 9],14,1.084741,0.596154,1,[X1],{'0.0': {'precision': 0.35714285714285715; 'recall': 0.29850746268656714; 'f1-score': 0.32520325203252026; 'support': 134}; '1.0': {'precision': 0.7366946778711485; 'recall': 0.7850746268656716; 'f1-score': 0.7601156069364162; 'support': 335}; 'accuracy': 0.6460554371002132; 'macro avg': {'precision': 0.5469187675070029; 'recall': 0.5417910447761194; 'f1-score': 0.5426594294844682; 'support': 469}; 'weighted avg': {'precision': 0.6282513005202082; 'recall': 0.6460554371002132; 'f1-score': 0.6358549341067318; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.26666666666666666; 'f1-score': 0.2758620689655172; 'support': 15}; '1.0': {'precision': 0.7105263157894737; 'recall': 0.7297297297297297; 'f1-score': 0.7200000000000001; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.4981203007518797; 'recall': 0.4981981981981982; 'f1-score': 0.49793103448275866; 'support': 52}; 'weighted avg': {'precision': 0.5879843840370156; 'recall': 0.5961538461538461; 'f1-score': 0.5918832891246685; 'support': 52}}
10,1,DNF,5,469,52,58,[8; 9],14,1.077657,0.461538,1,[X9 >= 0.895000],{'0.0': {'precision': 0.17553191489361702; 'recall': 0.2462686567164179; 'f1-score': 0.20496894409937888; 'support': 134}; '1.0': {'precision': 0.6405693950177936; 'recall': 0.5373134328358209; 'f1-score': 0.5844155844155845; 'support': 335}; 'accuracy': 0.4541577825159915; 'macro avg': {'precision': 0.40805065495570536; 'recall': 0.39179104477611937; 'f1-score': 0.3946922642574817; 'support': 469}; 'weighted avg': {'precision': 0.5077015435537432; 'recall': 0.4541577825159915; 'f1-score': 0.4760022586109543; 'support': 469}},{'0.0': {'precision': 0.15789473684210525; 'recall': 0.2; 'f1-score': 0.17647058823529413; 'support': 15}; '1.0': {'precision': 0.6363636363636364; 'recall': 0.5675675675675675; 'f1-score': 0.6000000000000001; 'support': 37}; 'accuracy': 0.46153846153846156; 'macro avg': {'precision': 0.3971291866028708; 'recall': 0.38378378378378375; 'f1-score': 0.3882352941176471; 'support': 52}; 'weighted avg': {'precision': 0.49834376150165627; 'recall': 0.46153846153846156; 'f1-score': 0.4778280542986426; 'support': 52}}
10,1,DNF,6,469,52,58,[8; 9],14,1.167467,0.576923,1,[X6 >= 59.500000],{'0.0': {'precision': 0.38961038961038963; 'recall': 0.8955223880597015; 'f1-score': 0.5429864253393666; 'support': 134}; '1.0': {'precision': 0.9130434782608695; 'recall': 0.4388059701492537; 'f1-score': 0.5927419354838709; 'support': 335}; 'accuracy': 0.5692963752665245; 'macro avg': {'precision': 0.6513269339356296; 'recall': 0.6671641791044776; 'f1-score': 0.5678641804116187; 'support': 469}; 'weighted avg': {'precision': 0.7634911672178754; 'recall': 0.5692963752665245; 'f1-score': 0.5785260754425839; 'support': 469}},{'0.0': {'precision': 0.3939393939393939; 'recall': 0.8666666666666667; 'f1-score': 0.5416666666666666; 'support': 15}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.4594594594594595; 'f1-score': 0.6071428571428572; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.6443381180223285; 'recall': 0.6630630630630631; 'f1-score': 0.5744047619047619; 'support': 52}; 'weighted avg': {'precision': 0.750276039749724; 'recall': 0.5769230769230769; 'f1-score': 0.5882554945054945; 'support': 52}}
10,1,DNF,7,469,52,58,[8; 9],14,1.193386,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,8,469,52,58,[8; 9],14,1.104077,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,9,469,52,58,[8; 9],14,1.184187,0.576923,1,[X6 >= 59.500000],{'0.0': {'precision': 0.3903225806451613; 'recall': 0.9029850746268657; 'f1-score': 0.545045045045045; 'support': 134}; '1.0': {'precision': 0.9182389937106918; 'recall': 0.43582089552238806; 'f1-score': 0.5910931174089068; 'support': 335}; 'accuracy': 0.5692963752665245; 'macro avg': {'precision': 0.6542807871779266; 'recall': 0.6694029850746269; 'f1-score': 0.568069081226976; 'support': 469}; 'weighted avg': {'precision': 0.7674057328348259; 'recall': 0.5692963752665245; 'f1-score': 0.5779365253049463; 'support': 469}},{'0.0': {'precision': 0.3870967741935484; 'recall': 0.8; 'f1-score': 0.5217391304347827; 'support': 15}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.4864864864864865; 'f1-score': 0.6206896551724138; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.6221198156682027; 'recall': 0.6432432432432433; 'f1-score': 0.5712143928035982; 'support': 52}; 'weighted avg': {'precision': 0.7215526409074796; 'recall': 0.5769230769230769; 'f1-score': 0.5921462345750202; 'support': 52}}
10,1,DNF,0,468,53,29,[16; 17],14,0.552310,0.716981,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7136752136752137; 'recall': 1.0; 'f1-score': 0.8329177057356608; 'support': 334}; 'accuracy': 0.7136752136752137; 'macro avg': {'precision': 0.35683760683760685; 'recall': 0.5; 'f1-score': 0.4164588528678304; 'support': 468}; 'weighted avg': {'precision': 0.5093323106143619; 'recall': 0.7136752136752137; 'f1-score': 0.5944327216147666; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
10,1,DNF,1,469,52,29,[16; 17],14,0.553064,0.615385,1,[X1],{'0.0': {'precision': 0.35714285714285715; 'recall': 0.2962962962962963; 'f1-score': 0.3238866396761133; 'support': 135}; '1.0': {'precision': 0.7338935574229691; 'recall': 0.7844311377245509; 'f1-score': 0.7583212735166425; 'support': 334}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.5455182072829131; 'recall': 0.5403637170104236; 'f1-score': 0.5411039565963779; 'support': 469}; 'weighted avg': {'precision': 0.6254471938028943; 'recall': 0.6439232409381663; 'f1-score': 0.6332707925604133; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.2857142857142857; 'f1-score': 0.2857142857142857; 'support': 14}; '1.0': {'precision': 0.7368421052631579; 'recall': 0.7368421052631579; 'f1-score': 0.7368421052631579; 'support': 38}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5112781954887218; 'recall': 0.5112781954887218; 'f1-score': 0.5112781954887218; 'support': 52}; 'weighted avg': {'precision': 0.6153846153846154; 'recall': 0.6153846153846154; 'f1-score': 0.6153846153846154; 'support': 52}}
10,1,DNF,2,469,52,29,[16; 17],14,0.573435,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,3,469,52,29,[16; 17],14,0.579869,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,1,DNF,4,469,52,29,[16; 17],14,0.594200,0.500000,1,[X2 >= 1.650000],{'0.0': {'precision': 0.40893470790378006; 'recall': 0.8880597014925373; 'f1-score': 0.5599999999999999; 'support': 134}; '1.0': {'precision': 0.9157303370786517; 'recall': 0.48656716417910445; 'f1-score': 0.6354775828460039; 'support': 335}; 'accuracy': 0.6012793176972282; 'macro avg': {'precision': 0.6623325224912159; 'recall': 0.6873134328358209; 'f1-score': 0.5977387914230019; 'support': 469}; 'weighted avg': {'precision': 0.7709315858858311; 'recall': 0.6012793176972282; 'f1-score': 0.6139125591757171; 'support': 469}},{'0.0': {'precision': 0.35135135135135137; 'recall': 0.8666666666666667; 'f1-score': 0.5000000000000001; 'support': 15}; '1.0': {'precision': 0.8666666666666667; 'recall': 0.35135135135135137; 'f1-score': 0.5000000000000001; 'support': 37}; 'accuracy': 0.5; 'macro avg': {'precision': 0.609009009009009; 'recall': 0.609009009009009; 'f1-score': 0.5000000000000001; 'support': 52}; 'weighted avg': {'precision': 0.718018018018018; 'recall': 0.5; 'f1-score': 0.5000000000000001; 'support': 52}}
10,1,DNF,5,469,52,29,[16; 17],14,0.581988,0.634615,1,[X1],{'0.0': {'precision': 0.3482142857142857; 'recall': 0.291044776119403; 'f1-score': 0.3170731707317074; 'support': 134}; '1.0': {'precision': 0.7338935574229691; 'recall': 0.7820895522388059; 'f1-score': 0.7572254335260115; 'support': 335}; 'accuracy': 0.6417910447761194; 'macro avg': {'precision': 0.5410539215686274; 'recall': 0.5365671641791044; 'f1-score': 0.5371493021288594; 'support': 469}; 'weighted avg': {'precision': 0.6236994797919168; 'recall': 0.6417910447761194; 'f1-score': 0.6314676441562103; 'support': 469}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.3333333333333333; 'f1-score': 0.3448275862068965; 'support': 15}; '1.0': {'precision': 0.7368421052631579; 'recall': 0.7567567567567568; 'f1-score': 0.7466666666666667; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5469924812030075; 'recall': 0.545045045045045; 'f1-score': 0.5457471264367816; 'support': 52}; 'weighted avg': {'precision': 0.6273134759976865; 'recall': 0.6346153846153846; 'f1-score': 0.6307515473032714; 'support': 52}}
10,1,DNF,6,469,52,29,[16; 17],14,0.591672,0.692308,1,[X1],{'0.0': {'precision': 0.3418803418803419; 'recall': 0.29850746268656714; 'f1-score': 0.3187250996015936; 'support': 134}; '1.0': {'precision': 0.7329545454545454; 'recall': 0.7701492537313432; 'f1-score': 0.7510917030567685; 'support': 335}; 'accuracy': 0.6353944562899787; 'macro avg': {'precision': 0.5374174436674437; 'recall': 0.5343283582089552; 'f1-score': 0.534908401329181; 'support': 469}; 'weighted avg': {'precision': 0.6212190587190587; 'recall': 0.6353944562899787; 'f1-score': 0.6275583877838614; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.26666666666666666; 'f1-score': 0.33333333333333337; 'support': 15}; '1.0': {'precision': 0.7441860465116279; 'recall': 0.8648648648648649; 'f1-score': 0.8; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5943152454780362; 'recall': 0.5657657657657658; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6577221228384018; 'recall': 0.6923076923076923; 'f1-score': 0.6653846153846155; 'support': 52}}
10,1,DNF,7,469,52,29,[16; 17],14,0.574251,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
