lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,58,[8; 9],14,1.046943,0.773585,3,[X2 >= 1.650000 OR X4 >= 211.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4900662251655629; 'recall': 0.5522388059701493; 'f1-score': 0.519298245614035; 'support': 134}; '1.0': {'precision': 0.8107255520504731; 'recall': 0.7694610778443114; 'f1-score': 0.7895545314900153; 'support': 334}; 'accuracy': 0.7072649572649573; 'macro avg': {'precision': 0.650395888608018; 'recall': 0.6608499419072303; 'f1-score': 0.6544263885520252; 'support': 468}; 'weighted avg': {'precision': 0.7189128387971014; 'recall': 0.7072649572649573; 'f1-score': 0.7121734581836449; 'support': 468}},{'0.0': {'precision': 0.6153846153846154; 'recall': 0.5333333333333333; 'f1-score': 0.5714285714285715; 'support': 15}; '1.0': {'precision': 0.825; 'recall': 0.868421052631579; 'f1-score': 0.8461538461538461; 'support': 38}; 'accuracy': 0.7735849056603774; 'macro avg': {'precision': 0.7201923076923077; 'recall': 0.7008771929824562; 'f1-score': 0.7087912087912088; 'support': 53}; 'weighted avg': {'precision': 0.7656748911465892; 'recall': 0.7735849056603774; 'f1-score': 0.7684014099108439; 'support': 53}}
5,3,CNF,5,469,52,7,[67; 67],14,0.270107,0.596154,17,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [(NOT X1) OR X3 < 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.49122807017543857; 'recall': 0.6268656716417911; 'f1-score': 0.5508196721311476; 'support': 134}; '1.0': {'precision': 0.8322147651006712; 'recall': 0.7402985074626866; 'f1-score': 0.7835703001579779; 'support': 335}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6617214176380548; 'recall': 0.6835820895522389; 'f1-score': 0.6671949861445627; 'support': 469}; 'weighted avg': {'precision': 0.7347899951220332; 'recall': 0.7078891257995735; 'f1-score': 0.7170701207217407; 'support': 469}},{'0.0': {'precision': 0.35; 'recall': 0.4666666666666667; 'f1-score': 0.4; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.6486486486486487; 'f1-score': 0.6956521739130435; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.55; 'recall': 0.5576576576576577; 'f1-score': 0.5478260869565217; 'support': 52}; 'weighted avg': {'precision': 0.6346153846153846; 'recall': 0.5961538461538461; 'f1-score': 0.6103678929765887; 'support': 52}}
5,3,CNF,6,469,52,7,[67; 67],14,0.297233,0.750000,15,[X1 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 >= 0.895000] AND [(NOT X1) OR X3 < 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.48936170212765956; 'recall': 0.34328358208955223; 'f1-score': 0.4035087719298245; 'support': 134}; '1.0': {'precision': 0.7653333333333333; 'recall': 0.8567164179104477; 'f1-score': 0.808450704225352; 'support': 335}; 'accuracy': 0.7100213219616205; 'macro avg': {'precision': 0.6273475177304965; 'recall': 0.6; 'f1-score': 0.6059797380775882; 'support': 469}; 'weighted avg': {'precision': 0.686484295845998; 'recall': 0.7100213219616205; 'f1-score': 0.6927530092837728; 'support': 469}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.4666666666666667; 'f1-score': 0.5185185185185186; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.8648648648648649; 'f1-score': 0.8311688311688312; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6916666666666667; 'recall': 0.6657657657657658; 'f1-score': 0.6748436748436749; 'support': 52}; 'weighted avg': {'precision': 0.7375; 'recall': 0.75; 'f1-score': 0.7409812409812411; 'support': 52}}
5,3,CNF,7,469,52,7,[67; 67],14,0.255825,0.711538,14,[X3 < 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [X2 < 1.650000 OR X4 < 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.49019607843137253; 'recall': 0.5597014925373134; 'f1-score': 0.5226480836236933; 'support': 134}; '1.0': {'precision': 0.8132911392405063; 'recall': 0.7671641791044777; 'f1-score': 0.7895545314900155; 'support': 335}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6517436088359394; 'recall': 0.6634328358208955; 'f1-score': 0.6561013075568545; 'support': 469}; 'weighted avg': {'precision': 0.720978264723611; 'recall': 0.7078891257995735; 'f1-score': 0.7132955463853522; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.6; 'f1-score': 0.5454545454545454; 'support': 15}; '1.0': {'precision': 0.8235294117647058; 'recall': 0.7567567567567568; 'f1-score': 0.7887323943661971; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6617647058823529; 'recall': 0.6783783783783783; 'f1-score': 0.6670934699103712; 'support': 52}; 'weighted avg': {'precision': 0.7302036199095022; 'recall': 0.7115384615384616; 'f1-score': 0.7185560917955284; 'support': 52}}
5,3,CNF,8,469,52,7,[67; 67],14,0.212267,0.711538,15,[X2 < 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X4 < 211.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [X1 OR X2 >= 1.650000 OR X4 < 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.49333333333333335; 'recall': 0.5522388059701493; 'f1-score': 0.5211267605633803; 'support': 134}; '1.0': {'precision': 0.8119122257053292; 'recall': 0.7731343283582089; 'f1-score': 0.7920489296636085; 'support': 335}; 'accuracy': 0.7100213219616205; 'macro avg': {'precision': 0.6526227795193312; 'recall': 0.6626865671641791; 'f1-score': 0.6565878451134943; 'support': 469}; 'weighted avg': {'precision': 0.7208896850276162; 'recall': 0.7100213219616205; 'f1-score': 0.714642595634972; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.4; 'f1-score': 0.4444444444444445; 'support': 15}; '1.0': {'precision': 0.775; 'recall': 0.8378378378378378; 'f1-score': 0.8051948051948051; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6375; 'recall': 0.6189189189189189; 'f1-score': 0.6248196248196248; 'support': 52}; 'weighted avg': {'precision': 0.6956730769230769; 'recall': 0.7115384615384616; 'f1-score': 0.7011322011322011; 'support': 52}}
5,3,CNF,9,469,52,7,[67; 67],14,0.192520,0.615385,15,[(NOT X1) OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000] AND [X1 OR X2 < 1.650000 OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000],{'0.0': {'precision': 0.5111111111111111; 'recall': 0.34328358208955223; 'f1-score': 0.4107142857142857; 'support': 134}; '1.0': {'precision': 0.7678100263852242; 'recall': 0.8686567164179104; 'f1-score': 0.8151260504201681; 'support': 335}; 'accuracy': 0.7185501066098081; 'macro avg': {'precision': 0.6394605687481676; 'recall': 0.6059701492537313; 'f1-score': 0.6129201680672269; 'support': 469}; 'weighted avg': {'precision': 0.6944674791640489; 'recall': 0.7185501066098081; 'f1-score': 0.6995798319327731; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.3333333333333333; 'f1-score': 0.3333333333333333; 'support': 15}; '1.0': {'precision': 0.7297297297297297; 'recall': 0.7297297297297297; 'f1-score': 0.7297297297297297; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5315315315315315; 'recall': 0.5315315315315315; 'f1-score': 0.5315315315315315; 'support': 52}; 'weighted avg': {'precision': 0.6153846153846154; 'recall': 0.6153846153846154; 'f1-score': 0.6153846153846154; 'support': 52}}
5,3,CNF,0,468,53,3,[156; 156],14,0.543292,0.660377,15,[X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000] AND [X2 < 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 >= 0.895000] AND [X3 < 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4936708860759494; 'recall': 0.291044776119403; 'f1-score': 0.36619718309859156; 'support': 134}; '1.0': {'precision': 0.7557840616966581; 'recall': 0.8802395209580839; 'f1-score': 0.8132780082987552; 'support': 334}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6247274738863038; 'recall': 0.5856421485387434; 'f1-score': 0.5897375956986733; 'support': 468}; 'weighted avg': {'precision': 0.6807345626941476; 'recall': 0.7115384615384616; 'f1-score': 0.6852676865534091; 'support': 468}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.13333333333333333; 'f1-score': 0.18181818181818182; 'support': 15}; '1.0': {'precision': 0.717391304347826; 'recall': 0.868421052631579; 'f1-score': 0.7857142857142858; 'support': 38}; 'accuracy': 0.660377358490566; 'macro avg': {'precision': 0.5015527950310559; 'recall': 0.5008771929824561; 'f1-score': 0.48376623376623384; 'support': 53}; 'weighted avg': {'precision': 0.5952185632251259; 'recall': 0.660377358490566; 'f1-score': 0.6148002940455771; 'support': 53}}
5,3,CNF,1,469,52,3,[156; 157],14,0.360486,0.711538,15,[X1 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000] AND [X2 < 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.36538461538461536; 'recall': 0.14074074074074075; 'f1-score': 0.20320855614973263; 'support': 135}; '1.0': {'precision': 0.7218225419664268; 'recall': 0.9011976047904192; 'f1-score': 0.8015978695073236; 'support': 334}; 'accuracy': 0.6823027718550106; 'macro avg': {'precision': 0.5436035786755211; 'recall': 0.52096917276558; 'f1-score': 0.5024032128285281; 'support': 469}; 'weighted avg': {'precision': 0.6192231387925579; 'recall': 0.6823027718550106; 'f1-score': 0.6293536108649467; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.14285714285714285; 'f1-score': 0.21052631578947364; 'support': 14}; '1.0': {'precision': 0.7446808510638298; 'recall': 0.9210526315789473; 'f1-score': 0.8235294117647057; 'support': 38}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.5723404255319149; 'recall': 0.5319548872180451; 'f1-score': 0.5170278637770896; 'support': 52}; 'weighted avg': {'precision': 0.6518821603927987; 'recall': 0.7115384615384616; 'f1-score': 0.6584901166944509; 'support': 52}}
5,3,CNF,2,469,52,3,[156; 157],14,1.127378,0.769231,15,[X2 < 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 < 61.500000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5; 'recall': 0.5597014925373134; 'f1-score': 0.528169014084507; 'support': 134}; '1.0': {'precision': 0.8150470219435737; 'recall': 0.7761194029850746; 'f1-score': 0.7951070336391438; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.6575235109717869; 'recall': 0.667910447761194; 'f1-score': 0.6616380238618254; 'support': 469}; 'weighted avg': {'precision': 0.7250335871025526; 'recall': 0.7142857142857143; 'f1-score': 0.7188390280521048; 'support': 469}},{'0.0': {'precision': 0.6; 'recall': 0.6; 'f1-score': 0.6; 'support': 15}; '1.0': {'precision': 0.8378378378378378; 'recall': 0.8378378378378378; 'f1-score': 0.8378378378378378; 'support': 37}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.7189189189189189; 'recall': 0.7189189189189189; 'f1-score': 0.7189189189189189; 'support': 52}; 'weighted avg': {'precision': 0.7692307692307693; 'recall': 0.7692307692307693; 'f1-score': 0.7692307692307693; 'support': 52}}
5,3,CNF,3,469,52,3,[156; 157],14,0.283887,0.711538,17,[(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000] AND [X1 OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.5040650406504065; 'recall': 0.4626865671641791; 'f1-score': 0.48249027237354086; 'support': 134}; '1.0': {'precision': 0.791907514450867; 'recall': 0.817910447761194; 'f1-score': 0.8046989720998531; 'support': 335}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6479862775506368; 'recall': 0.6402985074626866; 'f1-score': 0.643594622236697; 'support': 469}; 'weighted avg': {'precision': 0.7096668076507354; 'recall': 0.7164179104477612; 'f1-score': 0.712639343606621; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.4666666666666667; 'f1-score': 0.4827586206896552; 'support': 15}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.8108108108108109; 'f1-score': 0.8; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6447368421052632; 'recall': 0.6387387387387388; 'f1-score': 0.6413793103448276; 'support': 52}; 'weighted avg': {'precision': 0.7059716599190283; 'recall': 0.7115384615384616; 'f1-score': 0.7084880636604775; 'support': 52}}
5,3,CNF,4,469,52,3,[156; 157],14,0.934269,0.730769,15,[X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 < 1.650000 OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000],{'0.0': {'precision': 0.5214285714285715; 'recall': 0.5447761194029851; 'f1-score': 0.5328467153284672; 'support': 134}; '1.0': {'precision': 0.8145896656534954; 'recall': 0.8; 'f1-score': 0.8072289156626506; 'support': 335}; 'accuracy': 0.7270788912579957; 'macro avg': {'precision': 0.6680091185410335; 'recall': 0.6723880597014926; 'f1-score': 0.6700378154955589; 'support': 469}; 'weighted avg': {'precision': 0.7308293530178029; 'recall': 0.7270788912579957; 'f1-score': 0.7288340012814554; 'support': 469}},{'0.0': {'precision': 0.5238095238095238; 'recall': 0.7333333333333333; 'f1-score': 0.611111111111111; 'support': 15}; '1.0': {'precision': 0.8709677419354839; 'recall': 0.7297297297297297; 'f1-score': 0.7941176470588235; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6973886328725039; 'recall': 0.7315315315315315; 'f1-score': 0.7026143790849673; 'support': 52}; 'weighted avg': {'precision': 0.770825948245303; 'recall': 0.7307692307692307; 'f1-score': 0.7413273001508295; 'support': 52}}
5,3,CNF,5,469,52,3,[156; 157],14,0.428013,0.711538,17,[X3 < 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000] AND [X1 OR X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5405405405405406; 'recall': 0.29850746268656714; 'f1-score': 0.38461538461538464; 'support': 134}; '1.0': {'precision': 0.7620253164556962; 'recall': 0.8985074626865671; 'f1-score': 0.8246575342465753; 'support': 335}; 'accuracy': 0.7270788912579957; 'macro avg': {'precision': 0.6512829284981183; 'recall': 0.5985074626865672; 'f1-score': 0.60463645943098; 'support': 469}; 'weighted avg': {'precision': 0.6987439519085088; 'recall': 0.7270788912579957; 'f1-score': 0.6989312057805208; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.4; 'f1-score': 0.4444444444444445; 'support': 15}; '1.0': {'precision': 0.775; 'recall': 0.8378378378378378; 'f1-score': 0.8051948051948051; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6375; 'recall': 0.6189189189189189; 'f1-score': 0.6248196248196248; 'support': 52}; 'weighted avg': {'precision': 0.6956730769230769; 'recall': 0.7115384615384616; 'f1-score': 0.7011322011322011; 'support': 52}}
5,3,CNF,6,469,52,3,[156; 157],14,0.586489,0.673077,14,[X1 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [(NOT X1) OR X3 < 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5208333333333334; 'recall': 0.5597014925373134; 'f1-score': 0.5395683453237411; 'support': 134}; '1.0': {'precision': 0.8184615384615385; 'recall': 0.7940298507462686; 'f1-score': 0.8060606060606059; 'support': 335}; 'accuracy': 0.7270788912579957; 'macro avg': {'precision': 0.6696474358974359; 'recall': 0.676865671641791; 'f1-score': 0.6728144756921735; 'support': 469}; 'weighted avg': {'precision': 0.7334249084249085; 'recall': 0.7270788912579957; 'f1-score': 0.7299199601357875; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.5333333333333333; 'f1-score': 0.4848484848484848; 'support': 15}; '1.0': {'precision': 0.7941176470588235; 'recall': 0.7297297297297297; 'f1-score': 0.7605633802816901; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.619281045751634; 'recall': 0.6315315315315315; 'f1-score': 0.6227059325650874; 'support': 52}; 'weighted avg': {'precision': 0.6932503770739065; 'recall': 0.6730769230769231; 'f1-score': 0.6810302373682655; 'support': 52}}
5,3,CNF,7,469,52,3,[156; 157],14,0.785003,0.730769,14,[X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [(NOT X1) OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X1 OR X2 < 1.650000 OR X3 >= 1.250000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.5197368421052632; 'recall': 0.5895522388059702; 'f1-score': 0.5524475524475525; 'support': 134}; '1.0': {'precision': 0.8264984227129337; 'recall': 0.7820895522388059; 'f1-score': 0.8036809815950919; 'support': 335}; 'accuracy': 0.7270788912579957; 'macro avg': {'precision': 0.6731176324090984; 'recall': 0.6858208955223881; 'f1-score': 0.6780642670213222; 'support': 469}; 'weighted avg': {'precision': 0.7388522568250278; 'recall': 0.7270788912579957; 'f1-score': 0.7319000018386521; 'support': 469}},{'0.0': {'precision': 0.5263157894736842; 'recall': 0.6666666666666666; 'f1-score': 0.5882352941176471; 'support': 15}; '1.0': {'precision': 0.8484848484848485; 'recall': 0.7567567567567568; 'f1-score': 0.8000000000000002; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6874003189792663; 'recall': 0.7117117117117118; 'f1-score': 0.6941176470588236; 'support': 52}; 'weighted avg': {'precision': 0.7555514660777819; 'recall': 0.7307692307692307; 'f1-score': 0.7389140271493214; 'support': 52}}
5,3,CNF,8,469,52,3,[156; 157],14,0.192047,0.730769,17,[X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X2 < 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.5142857142857142; 'recall': 0.5373134328358209; 'f1-score': 0.5255474452554744; 'support': 134}; '1.0': {'precision': 0.8115501519756839; 'recall': 0.7970149253731343; 'f1-score': 0.8042168674698795; 'support': 335}; 'accuracy': 0.7228144989339019; 'macro avg': {'precision': 0.6629179331306991; 'recall': 0.6671641791044776; 'f1-score': 0.664882156362677; 'support': 469}; 'weighted avg': {'precision': 0.7266174554928354; 'recall': 0.7228144989339019; 'f1-score': 0.724597032551478; 'support': 469}},{'0.0': {'precision': 0.5384615384615384; 'recall': 0.4666666666666667; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.7948717948717948; 'recall': 0.8378378378378378; 'f1-score': 0.8157894736842105; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6666666666666666; 'recall': 0.6522522522522523; 'f1-score': 0.6578947368421053; 'support': 52}; 'weighted avg': {'precision': 0.7209072978303748; 'recall': 0.7307692307692307; 'f1-score': 0.7246963562753036; 'support': 52}}
5,3,CNF,9,469,52,3,[156; 157],14,0.349121,0.653846,15,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X9 >= 0.895000] AND [X1 OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 < 61.500000 OR X9 < 0.895000] AND [(NOT X1) OR X3 < 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.325; 'recall': 0.09701492537313433; 'f1-score': 0.14942528735632182; 'support': 134}; '1.0': {'precision': 0.717948717948718; 'recall': 0.9194029850746268; 'f1-score': 0.8062827225130891; 'support': 335}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.521474358974359; 'recall': 0.5082089552238805; 'f1-score': 0.4778540049347054; 'support': 469}; 'weighted avg': {'precision': 0.6056776556776556; 'recall': 0.6844349680170576; 'f1-score': 0.6186091696111556; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.13333333333333333; 'f1-score': 0.18181818181818182; 'support': 15}; '1.0': {'precision': 0.7111111111111111; 'recall': 0.8648648648648649; 'f1-score': 0.7804878048780488; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.4984126984126984; 'recall': 0.4990990990990991; 'f1-score': 0.48115299334811534; 'support': 52}; 'weighted avg': {'precision': 0.5884004884004884; 'recall': 0.6538461538461539; 'f1-score': 0.6077946443800102; 'support': 52}}
5,3,DNF,0,468,53,58,[8; 9],14,1.221136,0.547170,6,[X4 >= 211.500000 AND X5 >= 61.500000] OR [X1 AND X5 < 61.500000 AND X6 < 59.500000] OR [X4 < 211.500000],{'0.0': {'precision': 0.2; 'recall': 0.09701492537313433; 'f1-score': 0.1306532663316583; 'support': 134}; '1.0': {'precision': 0.6997518610421837; 'recall': 0.844311377245509; 'f1-score': 0.7652645861601086; 'support': 334}; 'accuracy': 0.6303418803418803; 'macro avg': {'precision': 0.44987593052109187; 'recall': 0.4706631513093217; 'f1-score': 0.44795892624588346; 'support': 468}; 'weighted avg': {'precision': 0.5566605162138661; 'recall': 0.6303418803418803; 'f1-score': 0.5835596356109369; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.6590909090909091; 'recall': 0.7631578947368421; 'f1-score': 0.7073170731707317; 'support': 38}; 'accuracy': 0.5471698113207547; 'macro avg': {'precision': 0.32954545454545453; 'recall': 0.3815789473684211; 'f1-score': 0.35365853658536583; 'support': 53}; 'weighted avg': {'precision': 0.47255574614065177; 'recall': 0.5471698113207547; 'f1-score': 0.5071329958582604; 'support': 53}}
5,3,DNF,1,469,52,58,[8; 9],14,1.152282,0.730769,5,[X9 < 0.895000] OR [X5 >= 61.500000 AND X9 >= 0.895000] OR [(NOT X1) AND X2 < 1.650000],{'0.0': {'precision': 0.391812865497076; 'recall': 0.4962962962962963; 'f1-score': 0.43790849673202614; 'support': 135}; '1.0': {'precision': 0.7718120805369127; 'recall': 0.688622754491018; 'f1-score': 0.7278481012658228; 'support': 334}; 'accuracy': 0.6332622601279317; 'macro avg': {'precision': 0.5818124730169943; 'recall': 0.5924595253936571; 'f1-score': 0.5828782989989245; 'support': 469}; 'weighted avg': {'precision': 0.6624306433719278; 'recall': 0.6332622601279317; 'f1-score': 0.6443900061441542; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.5; 'f1-score': 0.5; 'support': 14}; '1.0': {'precision': 0.8157894736842105; 'recall': 0.8157894736842105; 'f1-score': 0.8157894736842104; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6578947368421053; 'recall': 0.6578947368421053; 'f1-score': 0.6578947368421052; 'support': 52}; 'weighted avg': {'precision': 0.7307692307692307; 'recall': 0.7307692307692307; 'f1-score': 0.7307692307692307; 'support': 52}}
5,3,DNF,2,469,52,58,[8; 9],14,1.689596,0.461538,7,[X1 AND X2 < 1.650000 AND X5 < 61.500000] OR [X5 >= 61.500000] OR [X2 >= 1.650000 AND X4 < 211.500000 AND X9 < 0.895000],{'0.0': {'precision': 0.30409356725146197; 'recall': 0.3880597014925373; 'f1-score': 0.34098360655737703; 'support': 134}; '1.0': {'precision': 0.7248322147651006; 'recall': 0.6447761194029851; 'f1-score': 0.6824644549763034; 'support': 335}; 'accuracy': 0.5714285714285714; 'macro avg': {'precision': 0.5144628910082814; 'recall': 0.5164179104477612; 'f1-score': 0.5117240307668403; 'support': 469}; 'weighted avg': {'precision': 0.6046211726183467; 'recall': 0.5714285714285714; 'f1-score': 0.5848984982851816; 'support': 469}},{'0.0': {'precision': 0.15789473684210525; 'recall': 0.2; 'f1-score': 0.17647058823529413; 'support': 15}; '1.0': {'precision': 0.6363636363636364; 'recall': 0.5675675675675675; 'f1-score': 0.6000000000000001; 'support': 37}; 'accuracy': 0.46153846153846156; 'macro avg': {'precision': 0.3971291866028708; 'recall': 0.38378378378378375; 'f1-score': 0.3882352941176471; 'support': 52}; 'weighted avg': {'precision': 0.49834376150165627; 'recall': 0.46153846153846156; 'f1-score': 0.4778280542986426; 'support': 52}}
