l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],262,1016.138349,0.774480,9,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X13 == 1 OR X13 == 10 OR X13 == 21 OR X13 == 24 OR X13 == 34],{'0': {'precision': 0.803837587801953; 'recall': 0.9373220796084503; 'f1-score': 0.8654630974614373; 'support': 20023}; '1': {'precision': 0.585261070720423; 'recall': 0.27885372382302; 'f1-score': 0.3777327503465927; 'support': 6351}; 'accuracy': 0.7787593842420566; 'macro avg': {'precision': 0.694549329261188; 'recall': 0.6080879017157351; 'f1-score': 0.621597923904015; 'support': 26374}; 'weighted avg': {'precision': 0.7512031955980857; 'recall': 0.7787593842420566; 'f1-score': 0.7480150260833233; 'support': 26374}},{'0': {'precision': 0.7989296636085627; 'recall': 0.9393258426966292; 'f1-score': 0.8634579632307374; 'support': 2225}; '1': {'precision': 0.5714285714285714; 'recall': 0.254957507082153; 'f1-score': 0.35259549461312434; 'support': 706}; 'accuracy': 0.7744796997611737; 'macro avg': {'precision': 0.6851791175185671; 'recall': 0.5971416748893911; 'f1-score': 0.6080267289219309; 'support': 2931}; 'weighted avg': {'precision': 0.7441306970172716; 'recall': 0.7744796997611737; 'f1-score': 0.7404047722228785; 'support': 2931}}
l: 5,1,DNF,0,26374,2931,1,[26374; 26374],262,1009.216155,0.774821,40,[X0 >= 30.000000 AND X1 != 2 AND X1 != 5 AND X1 != 7 AND X2 < 219632.000000 AND X2 >= 106648.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X7 != 3 AND X8 != 2 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 3 AND X13 != 9 AND X13 != 19 AND X13 != 20 AND X13 != 24 AND X13 != 33 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.7754831670822943; 'recall': 0.9939569495080657; 'f1-score': 0.8712325169085298; 'support': 20023}; '1': {'precision': 0.8295774647887324; 'recall': 0.09274130058258542; 'f1-score': 0.16683189349950434; 'support': 6351}; 'accuracy': 0.7769394100250246; 'macro avg': {'precision': 0.8025303159355133; 'recall': 0.5433491250453255; 'f1-score': 0.519032205204017; 'support': 26374}; 'weighted avg': {'precision': 0.7885093627573373; 'recall': 0.7769394100250246; 'f1-score': 0.7016090862847822; 'support': 26374}},{'0': {'precision': 0.7725531173807035; 'recall': 0.9968539325842697; 'f1-score': 0.8704866562009419; 'support': 2225}; '1': {'precision': 0.8833333333333333; 'recall': 0.07507082152974505; 'f1-score': 0.13838120104438642; 'support': 706}; 'accuracy': 0.77482088024565; 'macro avg': {'precision': 0.8279432253570185; 'recall': 0.5359623770570073; 'f1-score': 0.5044339286226641; 'support': 2931}; 'weighted avg': {'precision': 0.7992371270915725; 'recall': 0.77482088024565; 'f1-score': 0.6941419099230408; 'support': 2931}}
l: 5,1,DNF,1,26374,2931,1,[26374; 26374],262,1008.788705,0.778574,34,[X0 >= 33.000000 AND X1 != 1 AND X1 != 2 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X2 >= 106648.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 8 AND X3 != 10 AND X3 != 11 AND X3 != 14 AND X3 != 15 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 == 4 AND X12 >= 24.000000 AND X13 == 39],{'0': {'precision': 0.773293492180527; 'recall': 0.9952055136592918; 'f1-score': 0.8703266946191475; 'support': 20023}; '1': {'precision': 0.8413223140495868; 'recall': 0.08014485907731066; 'f1-score': 0.14634847613571017; 'support': 6351}; 'accuracy': 0.7748540229013422; 'macro avg': {'precision': 0.807307903115057; 'recall': 0.5376751863683013; 'f1-score': 0.5083375853774288; 'support': 26374}; 'weighted avg': {'precision': 0.7896751956646553; 'recall': 0.7748540229013422; 'f1-score': 0.6959888745847079; 'support': 26374}},{'0': {'precision': 0.7755244755244756; 'recall': 0.9968539325842697; 'f1-score': 0.872369714847591; 'support': 2225}; '1': {'precision': 0.9014084507042254; 'recall': 0.0906515580736544; 'f1-score': 0.16473616473616473; 'support': 706}; 'accuracy': 0.7785738655748892; 'macro avg': {'precision': 0.8384664631143505; 'recall': 0.543752745328962; 'f1-score': 0.5185529397918779; 'support': 2931}; 'weighted avg': {'precision': 0.805846579406053; 'recall': 0.7785738655748892; 'f1-score': 0.7019196000817544; 'support': 2931}}
l: 5,1,DNF,2,26374,2931,1,[26374; 26374],262,1011.959856,0.775162,43,[X0 >= 30.000000 AND X1 != 1 AND X1 != 2 AND X1 != 6 AND X1 != 7 AND X2 < 259873.000000 AND X2 >= 106648.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X12 < 55.000000 AND X12 >= 40.000000 AND X13 != 0 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 9 AND X13 != 11 AND X13 != 19 AND X13 != 23 AND X13 != 26 AND X13 != 31 AND X13 != 33 AND X13 != 35],{'0': {'precision': 0.7752297149976639; 'recall': 0.9944064326025072; 'f1-score': 0.8712451046885598; 'support': 20023}; '1': {'precision': 0.8376811594202899; 'recall': 0.09100928987561015; 'f1-score': 0.16418122425791792; 'support': 6351}; 'accuracy': 0.7768635777659817; 'macro avg': {'precision': 0.8064554372089769; 'recall': 0.5427078612390587; 'f1-score': 0.5177131644732389; 'support': 26374}; 'weighted avg': {'precision': 0.7902683562173536; 'recall': 0.7768635777659817; 'f1-score': 0.7009803475559667; 'support': 26374}},{'0': {'precision': 0.7743517869656622; 'recall': 0.9932584269662922; 'f1-score': 0.8702500492222879; 'support': 2225}; '1': {'precision': 0.8051948051948052; 'recall': 0.08781869688385269; 'f1-score': 0.1583652618135377; 'support': 706}; 'accuracy': 0.7751620607301263; 'macro avg': {'precision': 0.7897732960802337; 'recall': 0.5405385619250724; 'f1-score': 0.5143076555179128; 'support': 2931}; 'weighted avg': {'precision': 0.7817810503125661; 'recall': 0.7751620607301263; 'f1-score': 0.6987759243807398; 'support': 2931}}
l: 5,1,DNF,3,26374,2931,1,[26374; 26374],262,1008.965632,0.785397,50,[X0 >= 26.000000 AND X1 != 0 AND X1 != 3 AND X1 != 7 AND X1 != 8 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 14 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 9 AND X6 != 14 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 0 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 18 AND X13 != 20 AND X13 != 21 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 37 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8583644584234322; 'recall': 0.8722968586125955; 'f1-score': 0.8652745782863938; 'support': 20023}; '1': {'precision': 0.575672087620312; 'recall': 0.5462131947724768; 'f1-score': 0.5605558697584229; 'support': 6351}; 'accuracy': 0.7937741715325699; 'macro avg': {'precision': 0.7170182730218722; 'recall': 0.7092550266925362; 'f1-score': 0.7129152240224084; 'support': 26374}; 'weighted avg': {'precision': 0.790290626355084; 'recall': 0.7937741715325699; 'f1-score': 0.7918966865042923; 'support': 26374}},{'0': {'precision': 0.8601083032490975; 'recall': 0.856629213483146; 'f1-score': 0.8583652330556182; 'support': 2225}; '1': {'precision': 0.5538461538461539; 'recall': 0.5609065155807366; 'f1-score': 0.5573539760731879; 'support': 706}; 'accuracy': 0.7853974752644148; 'macro avg': {'precision': 0.7069772285476257; 'recall': 0.7087678645319413; 'f1-score': 0.707859604564403; 'support': 2931}; 'weighted avg': {'precision': 0.7863378912810053; 'recall': 0.7853974752644148; 'f1-score': 0.7858596215136202; 'support': 2931}}
l: 5,1,DNF,4,26374,2931,1,[26374; 26374],262,1008.716723,0.775503,47,[X0 < 58.000000 AND X0 >= 30.000000 AND X1 != 1 AND X1 != 2 AND X1 != 5 AND X1 != 6 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 10 AND X3 != 11 AND X3 != 14 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 == 4 AND X12 >= 40.000000 AND X13 != 2 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 31],{'0': {'precision': 0.7810118626757797; 'recall': 0.9930080407531339; 'f1-score': 0.8743431322970032; 'support': 20023}; '1': {'precision': 0.8471615720524017; 'recall': 0.12218548260116517; 'f1-score': 0.2135681849456447; 'support': 6351}; 'accuracy': 0.7833093197846364; 'macro avg': {'precision': 0.8140867173640907; 'recall': 0.5575967616771496; 'f1-score': 0.543955658621324; 'support': 26374}; 'weighted avg': {'precision': 0.7969410658399159; 'recall': 0.7833093197846364; 'f1-score': 0.7152249973675849; 'support': 26374}},{'0': {'precision': 0.7769529869211735; 'recall': 0.9878651685393258; 'f1-score': 0.8698060941828255; 'support': 2225}; '1': {'precision': 0.7352941176470589; 'recall': 0.10623229461756374; 'f1-score': 0.18564356435643564; 'support': 706}; 'accuracy': 0.7755032412146026; 'macro avg': {'precision': 0.7561235522841162; 'recall': 0.5470487315784448; 'f1-score': 0.5277248292696306; 'support': 2931}; 'weighted avg': {'precision': 0.7669184725207897; 'recall': 0.7755032412146026; 'f1-score': 0.705009524391822; 'support': 2931}}
l: 5,1,DNF,5,26375,2930,1,[26375; 26375],262,1009.072770,0.778498,37,[X0 < 58.000000 AND X0 >= 37.000000 AND X1 != 1 AND X1 != 6 AND X1 != 7 AND X2 < 259873.000000 AND X2 >= 106648.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 13 AND X3 != 14 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 7 AND X6 != 14 AND X8 != 1 AND X8 != 2 AND X12 >= 40.000000 AND X13 != 4 AND X13 != 11 AND X13 != 31 AND X13 != 33],{'0': {'precision': 0.7751011830635118; 'recall': 0.9947060879988013; 'f1-score': 0.8712788993635031; 'support': 20023}; '1': {'precision': 0.8438880706921944; 'recall': 0.09020780856423173; 'f1-score': 0.1629924619542028; 'support': 6352}; 'accuracy': 0.776872037914692; 'macro avg': {'precision': 0.8094946268778531; 'recall': 0.5424569482815166; 'f1-score': 0.517135680658853; 'support': 26375}; 'weighted avg': {'precision': 0.7916674128347874; 'recall': 0.776872037914692; 'f1-score': 0.7006993562194699; 'support': 26375}},{'0': {'precision': 0.7762973352033661; 'recall': 0.9950561797752809; 'f1-score': 0.8721686035060076; 'support': 2225}; '1': {'precision': 0.8589743589743589; 'recall': 0.0950354609929078; 'f1-score': 0.17113665389527458; 'support': 705}; 'accuracy': 0.7784982935153584; 'macro avg': {'precision': 0.8176358470888625; 'recall': 0.5450458203840943; 'f1-score': 0.5216526287006411; 'support': 2930}; 'weighted avg': {'precision': 0.7961906122540657; 'recall': 0.7784982935153584; 'f1-score': 0.7034902675075206; 'support': 2930}}
l: 5,1,DNF,6,26375,2930,1,[26375; 26375],262,1009.631271,0.766553,37,[X0 >= 37.000000 AND X1 != 1 AND X1 != 5 AND X1 != 6 AND X2 < 259873.000000 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 1 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 10 AND X3 != 11 AND X3 != 15 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X12 < 48.000000 AND X12 >= 40.000000 AND X13 != 4 AND X13 != 9 AND X13 != 11 AND X13 != 12],{'0': {'precision': 0.7693167366757871; 'recall': 0.9970034460370574; 'f1-score': 0.8684851648829722; 'support': 20023}; '1': {'precision': 0.8591549295774648; 'recall': 0.05761964735516373; 'f1-score': 0.10799645913248744; 'support': 6352}; 'accuracy': 0.7707677725118484; 'macro avg': {'precision': 0.814235833126626; 'recall': 0.5273115466961106; 'f1-score': 0.48824081200772984; 'support': 26375}; 'weighted avg': {'precision': 0.7909528390951789; 'recall': 0.7707677725118484; 'f1-score': 0.6853335342127511; 'support': 26375}},{'0': {'precision': 0.7670710571923743; 'recall': 0.9946067415730337; 'f1-score': 0.8661448140900195; 'support': 2225}; '1': {'precision': 0.7333333333333333; 'recall': 0.04680851063829787; 'f1-score': 0.08800000000000001; 'support': 705}; 'accuracy': 0.7665529010238907; 'macro avg': {'precision': 0.7502021952628538; 'recall': 0.5207076261056658; 'f1-score': 0.47707240704500975; 'support': 2930}; 'weighted avg': {'precision': 0.7589532772194651; 'recall': 0.7665529010238907; 'f1-score': 0.6789120175256974; 'support': 2930}}
l: 5,1,DNF,7,26375,2930,1,[26375; 26375],262,1011.039505,0.778498,40,[X0 >= 33.000000 AND X1 != 0 AND X1 != 2 AND X1 != 6 AND X2 >= 106648.000000 AND X3 != 14 AND X4 >= 13.000000 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 2 AND X8 != 3 AND X12 >= 40.000000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 24 AND X13 != 26 AND X13 != 35 AND X13 != 36 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.7804265997490589; 'recall': 0.9940568346401638; 'f1-score': 0.8743822347178597; 'support': 20023}; '1': {'precision': 0.8633754305396096; 'recall': 0.11838790931989925; 'f1-score': 0.20822372975218054; 'support': 6352}; 'accuracy': 0.7831658767772511; 'macro avg': {'precision': 0.8219010151443342; 'recall': 0.5562223719800315; 'f1-score': 0.5413029822350202; 'support': 26375}; 'weighted avg': {'precision': 0.8004035086848533; 'recall': 0.7831658767772511; 'f1-score': 0.7139485352470731; 'support': 26375}},{'0': {'precision': 0.7790368271954674; 'recall': 0.9887640449438202; 'f1-score': 0.8714596949891067; 'support': 2225}; '1': {'precision': 0.7641509433962265; 'recall': 0.1148936170212766; 'f1-score': 0.19975339087546243; 'support': 705}; 'accuracy': 0.7784982935153584; 'macro avg': {'precision': 0.7715938852958469; 'recall': 0.5518288309825484; 'f1-score': 0.5356065429322846; 'support': 2930}; 'weighted avg': {'precision': 0.7754550701721005; 'recall': 0.7784982935153584; 'f1-score': 0.7098375296648339; 'support': 2930}}
l: 5,1,DNF,8,26375,2930,1,[26375; 26375],262,1009.275677,0.775427,38,[X0 < 58.000000 AND X0 >= 33.000000 AND X1 != 2 AND X1 != 6 AND X2 < 196338.000000 AND X2 >= 106648.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 10 AND X3 != 11 AND X3 != 14 AND X5 != 0 AND X5 != 4 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 1 AND X8 != 2 AND X9 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 9 AND X13 != 31 AND X13 != 33],{'0': {'precision': 0.7724555546929586; 'recall': 0.9938074310827008; 'f1-score': 0.8692613462630497; 'support': 20024}; '1': {'precision': 0.797716150081566; 'recall': 0.07699574870099198; 'f1-score': 0.14043653072946582; 'support': 6351}; 'accuracy': 0.773042654028436; 'macro avg': {'precision': 0.7850858523872624; 'recall': 0.5354015898918464; 'f1-score': 0.5048489384962578; 'support': 26375}; 'weighted avg': {'precision': 0.778538210287766; 'recall': 0.773042654028436; 'f1-score': 0.693763093999399; 'support': 26375}},{'0': {'precision': 0.7743517869656622; 'recall': 0.9937050359712231; 'f1-score': 0.8704214257581725; 'support': 2224}; '1': {'precision': 0.8157894736842105; 'recall': 0.08781869688385269; 'f1-score': 0.15856777493606136; 'support': 706}; 'accuracy': 0.7754266211604095; 'macro avg': {'precision': 0.7950706303249364; 'recall': 0.5407618664275379; 'f1-score': 0.5144946003471169; 'support': 2930}; 'weighted avg': {'precision': 0.784336430932657; 'recall': 0.7754266211604095; 'f1-score': 0.6988962798604215; 'support': 2930}}
l: 5,1,DNF,9,26375,2930,1,[26375; 26375],262,1008.884903,0.769966,42,[X0 < 58.000000 AND X0 >= 37.000000 AND X1 != 1 AND X1 != 5 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 10 AND X3 != 15 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X12 < 55.000000 AND X12 >= 40.000000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 9 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 24 AND X13 != 26 AND X13 != 41],{'0': {'precision': 0.775272585669782; 'recall': 0.994256891729924; 'f1-score': 0.871214773323998; 'support': 20024}; '1': {'precision': 0.8345323741007195; 'recall': 0.091324200913242; 'f1-score': 0.16463241555492478; 'support': 6351}; 'accuracy': 0.7768341232227488; 'macro avg': {'precision': 0.8049024798852507; 'recall': 0.542790546321583; 'f1-score': 0.5179235944394613; 'support': 26375}; 'weighted avg': {'precision': 0.7895421180422894; 'recall': 0.7768341232227488; 'f1-score': 0.7010724205584479; 'support': 26375}},{'0': {'precision': 0.7711686494051785; 'recall': 0.9910071942446043; 'f1-score': 0.867375049193231; 'support': 2224}; '1': {'precision': 0.7222222222222222; 'recall': 0.07365439093484419; 'f1-score': 0.13367609254498716; 'support': 706}; 'accuracy': 0.7699658703071672; 'macro avg': {'precision': 0.7466954358137003; 'recall': 0.5323307925897243; 'f1-score': 0.5005255708691091; 'support': 2930}; 'weighted avg': {'precision': 0.7593747321385685; 'recall': 0.7699658703071672; 'f1-score': 0.690586153837033; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.775840 (+- 0.004853), (mean training time) 1009.555120 (+- 1.024919)
l: 5,2,CNF,0,26374,2931,1,[26374; 26374],262,1020.051081,0.502559,46,[X1 == 5 OR X2 >= 329054.000000 OR X3 == 8 OR X3 == 10 OR X3 == 11 OR X3 == 14 OR X5 == 1 OR X6 == 10 OR X6 == 11 OR X8 == 0 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 3 OR X13 == 5 OR X13 == 8 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 12 OR X13 == 18 OR X13 == 19 OR X13 == 22 OR X13 == 24 OR X13 == 30 OR X13 == 33 OR X13 == 35 OR X13 == 36 OR X13 == 38 OR X13 == 41] AND [X1 == 5 OR X3 == 11 OR X5 == 1 OR X6 == 3 OR X6 == 4 OR X6 == 10 OR X6 == 11 OR X6 == 13 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 3 OR X13 == 9 OR X13 == 10 OR X13 == 22 OR X13 == 24 OR X13 == 25 OR X13 == 35],{'0': {'precision': 0.7927119720546205; 'recall': 0.49867652199970036; 'f1-score': 0.6122198718538274; 'support': 20023}; '1': {'precision': 0.2714472347220206; 'recall': 0.588883640371595; 'f1-score': 0.3716031596204481; 'support': 6351}; 'accuracy': 0.5203988776825662; 'macro avg': {'precision': 0.5320796033883206; 'recall': 0.5437800811856477; 'f1-score': 0.49191151573713776; 'support': 26374}; 'weighted avg': {'precision': 0.6671886404856759; 'recall': 0.5203988776825662; 'f1-score': 0.5542780829938065; 'support': 26374}},{'0': {'precision': 0.777697320782042; 'recall': 0.48269662921348316; 'f1-score': 0.5956738768718802; 'support': 2225}; '1': {'precision': 0.2574193548387097; 'recall': 0.5651558073654391; 'f1-score': 0.3537234042553192; 'support': 706}; 'accuracy': 0.5025588536335721; 'macro avg': {'precision': 0.5175583378103759; 'recall': 0.5239262182894612; 'f1-score': 0.47469864056359967; 'support': 2931}; 'weighted avg': {'precision': 0.6523761867131261; 'recall': 0.5025588536335721; 'f1-score': 0.537394438568471; 'support': 2931}}
l: 5,2,CNF,1,26374,2931,1,[26374; 26374],262,1017.192128,0.719550,33,[X1 == 5 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X6 == 1 OR X6 == 13 OR X7 == 5 OR X8 == 0 OR X8 == 3 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 55.000000 OR X13 == 11 OR X13 == 19 OR X13 == 30 OR X13 == 38 OR X13 == 41] AND [X2 >= 259873.000000 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 4 OR X8 == 0 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 18 OR X13 == 19 OR X13 == 21 OR X13 == 30 OR X13 == 38 OR X13 == 40 OR X13 == 41],{'0': {'precision': 0.8416890890121356; 'recall': 0.7655196523997403; 'f1-score': 0.8017994455196945; 'support': 20023}; '1': {'precision': 0.4248438074237413; 'recall': 0.5460557392536608; 'f1-score': 0.4778834229020256; 'support': 6351}; 'accuracy': 0.7126715704860848; 'macro avg': {'precision': 0.6332664482179384; 'recall': 0.6557876958267006; 'f1-score': 0.63984143421086; 'support': 26374}; 'weighted avg': {'precision': 0.7413105198391664; 'recall': 0.7126715704860848; 'f1-score': 0.723798738018185; 'support': 26374}},{'0': {'precision': 0.8433675966715615; 'recall': 0.7743820224719101; 'f1-score': 0.8074039362699157; 'support': 2225}; '1': {'precision': 0.4346846846846847; 'recall': 0.546742209631728; 'f1-score': 0.48431618569636137; 'support': 706}; 'accuracy': 0.7195496417604913; 'macro avg': {'precision': 0.639026140678123; 'recall': 0.6605621160518191; 'f1-score': 0.6458600609831385; 'support': 2931}; 'weighted avg': {'precision': 0.7449267451319043; 'recall': 0.7195496417604913; 'f1-score': 0.7295806841699739; 'support': 2931}}
l: 5,2,CNF,2,26374,2931,1,[26374; 26374],262,1017.182231,0.750938,31,[X1 == 5 OR X3 == 7 OR X3 == 10 OR X5 == 1 OR X7 == 0 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 2 OR X13 == 9 OR X13 == 34 OR X13 == 36] AND [X1 == 7 OR X2 < 65716.000000 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 10 OR X6 == 12 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 55.000000 OR X13 == 2 OR X13 == 10 OR X13 == 11 OR X13 == 22 OR X13 == 24 OR X13 == 31 OR X13 == 32 OR X13 == 34 OR X13 == 37],{'0': {'precision': 0.8345285395871693; 'recall': 0.8601608150626779; 'f1-score': 0.8471508324930523; 'support': 20023}; '1': {'precision': 0.5118549511854951; 'recall': 0.4622894032435837; 'f1-score': 0.48581120211797796; 'support': 6351}; 'accuracy': 0.7643512550238871; 'macro avg': {'precision': 0.6731917453863322; 'recall': 0.6612251091531308; 'f1-score': 0.6664810173055151; 'support': 26374}; 'weighted avg': {'precision': 0.7568270168777192; 'recall': 0.7643512550238871; 'f1-score': 0.7601383204542226; 'support': 26374}},{'0': {'precision': 0.8279947345326898; 'recall': 0.8480898876404495; 'f1-score': 0.8379218472468917; 'support': 2225}; '1': {'precision': 0.4815950920245399; 'recall': 0.4447592067988669; 'f1-score': 0.4624447717231222; 'support': 706}; 'accuracy': 0.7509382463323098; 'macro avg': {'precision': 0.6547949132786148; 'recall': 0.6464245472196581; 'f1-score': 0.6501833094850069; 'support': 2931}; 'weighted avg': {'precision': 0.7445562672482293; 'recall': 0.7509382463323098; 'f1-score': 0.7474793991678125; 'support': 2931}}
l: 5,2,CNF,3,26374,2931,1,[26374; 26374],262,1017.780694,0.679632,35,[X0 >= 58.000000 OR X1 == 1 OR X1 == 5 OR X1 == 6 OR X2 < 106648.000000 OR X3 == 7 OR X3 == 8 OR X3 == 9 OR X3 == 10 OR X6 == 10 OR X6 == 11 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 5 OR X13 == 9 OR X13 == 10 OR X13 == 17 OR X13 == 20 OR X13 == 24 OR X13 == 36] AND [X1 == 1 OR X1 == 2 OR X3 == 10 OR X5 == 0 OR X5 == 1 OR X7 == 0 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 2 OR X13 == 7 OR X13 == 9 OR X13 == 12 OR X13 == 30],{'0': {'precision': 0.8605772164256513; 'recall': 0.7043899515557109; 'f1-score': 0.7746896627485444; 'support': 20023}; '1': {'precision': 0.4072108162243365; 'recall': 0.6402141395055897; 'f1-score': 0.49779627815866795; 'support': 6351}; 'accuracy': 0.6889360734056268; 'macro avg': {'precision': 0.633894016324994; 'recall': 0.6723020455306503; 'f1-score': 0.6362429704536062; 'support': 26374}; 'weighted avg': {'precision': 0.7514041669193744; 'recall': 0.6889360734056268; 'f1-score': 0.7080122575187612; 'support': 26374}},{'0': {'precision': 0.8576195773081201; 'recall': 0.6930337078651685; 'f1-score': 0.7665920954511558; 'support': 2225}; '1': {'precision': 0.3971756398940865; 'recall': 0.6373937677053825; 'f1-score': 0.4893964110929854; 'support': 706}; 'accuracy': 0.6796315250767656; 'macro avg': {'precision': 0.6273976086011033; 'recall': 0.6652137377852755; 'f1-score': 0.6279942532720706; 'support': 2931}; 'weighted avg': {'precision': 0.7467108704455108; 'recall': 0.6796315250767656; 'f1-score': 0.6998230223850117; 'support': 2931}}
