lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,1,[460; 460],540,33.060095,0.942308,4,[X12 >= 5.123200 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.95578231292517; 'recall': 0.972318339100346; 'f1-score': 0.9639794168096055; 'support': 289}; '1.0': {'precision': 0.9518072289156626; 'recall': 0.9239766081871345; 'f1-score': 0.9376854599406528; 'support': 171}; 'accuracy': 0.9543478260869566; 'macro avg': {'precision': 0.9537947709204163; 'recall': 0.9481474736437403; 'f1-score': 0.9508324383751292; 'support': 460}; 'weighted avg': {'precision': 0.9543046186520706; 'recall': 0.9543478260869566; 'f1-score': 0.9542049241474514; 'support': 460}},{'0.0': {'precision': 0.9411764705882353; 'recall': 0.9696969696969697; 'f1-score': 0.955223880597015; 'support': 33}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9428104575163399; 'recall': 0.9322169059011165; 'f1-score': 0.9370713997579669; 'support': 52}; 'weighted avg': {'precision': 0.9423705379587732; 'recall': 0.9423076923076923; 'f1-score': 0.9419586061377105; 'support': 52}}
5,3,CNF,1,460,52,1,[460; 460],540,1005.181529,0.980769,13,[X1 >= 22.440000 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X24 >= 0.161480 OR X27 >= 0.177540 OR X28 >= 0.360080] AND [X7 >= 0.048318 OR X18 < 0.013012 OR X21 >= 33.646000 OR X28 >= 0.282200] AND [X2 >= 98.200000 OR X13 >= 38.430000 OR X27 >= 0.121800],{'0.0': {'precision': 0.9795221843003413; 'recall': 0.9930795847750865; 'f1-score': 0.9862542955326461; 'support': 289}; '1.0': {'precision': 0.9880239520958084; 'recall': 0.9649122807017544; 'f1-score': 0.9763313609467456; 'support': 171}; 'accuracy': 0.9826086956521739; 'macro avg': {'precision': 0.9837730681980749; 'recall': 0.9789959327384204; 'f1-score': 0.9812928282396958; 'support': 460}; 'weighted avg': {'precision': 0.9826826240677867; 'recall': 0.9826086956521739; 'f1-score': 0.9825655524583222; 'support': 460}},{'0.0': {'precision': 0.9705882352941176; 'recall': 1.0; 'f1-score': 0.9850746268656716; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9807692307692307; 'macro avg': {'precision': 0.9852941176470589; 'recall': 0.9736842105263157; 'f1-score': 0.9790237999193223; 'support': 52}; 'weighted avg': {'precision': 0.9813348416289593; 'recall': 0.9807692307692307; 'f1-score': 0.9806528687125702; 'support': 52}}
5,3,CNF,2,461,51,1,[461; 461],540,1000.987117,0.921569,12,[X2 < 86.240000 OR X3 >= 700.660000 OR X24 >= 0.126320 OR X27 < 0.038460] AND [X1 >= 22.440000 OR X13 >= 54.088000 OR X21 >= 26.724000 OR X22 >= 115.900000 OR X27 >= 0.177540 OR X28 >= 0.360080] AND [X7 >= 0.048318 OR X23 >= 686.500000],{'0.0': {'precision': 0.9896551724137931; 'recall': 0.9896551724137931; 'f1-score': 0.9896551724137931; 'support': 290}; '1.0': {'precision': 0.9824561403508771; 'recall': 0.9824561403508771; 'f1-score': 0.9824561403508771; 'support': 171}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.986055656382335; 'recall': 0.986055656382335; 'f1-score': 0.986055656382335; 'support': 461}; 'weighted avg': {'precision': 0.9869848156182213; 'recall': 0.9869848156182213; 'f1-score': 0.9869848156182213; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,3,CNF,3,461,51,1,[461; 461],540,1001.020195,0.960784,16,[X2 >= 98.200000 OR X13 >= 38.430000 OR X26 >= 0.349920 OR X27 >= 0.150800] AND [X4 >= 0.114820 OR X13 >= 24.530000 OR X19 < 0.002057 OR X20 >= 17.386000 OR X27 >= 0.177540 OR X28 >= 0.360080] AND [X3 >= 700.660000 OR X10 < 0.280200 OR X12 >= 5.123200 OR X21 >= 28.460000 OR X24 >= 0.150080 OR X27 >= 0.177540],{'0.0': {'precision': 0.9795918367346939; 'recall': 0.993103448275862; 'f1-score': 0.9863013698630136; 'support': 290}; '1.0': {'precision': 0.9880239520958084; 'recall': 0.9649122807017544; 'f1-score': 0.9763313609467456; 'support': 171}; 'accuracy': 0.982646420824295; 'macro avg': {'precision': 0.9838078944152511; 'recall': 0.9790078644888083; 'f1-score': 0.9813163654048795; 'support': 461}; 'weighted avg': {'precision': 0.9827195845150638; 'recall': 0.982646420824295; 'f1-score': 0.9826031669895172; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,3,CNF,4,461,51,1,[461; 461],540,1000.767365,0.941176,12,[X7 >= 0.048318 OR X15 < 0.020450 OR X24 >= 0.161480] AND [X7 >= 0.048318 OR X12 >= 5.123200 OR X23 >= 781.180000 OR X25 >= 0.447840] AND [X1 >= 19.968000 OR X7 >= 0.084254 OR X21 >= 28.460000 OR X22 >= 115.900000 OR X28 >= 0.360080],{'0.0': {'precision': 0.9862068965517241; 'recall': 0.9862068965517241; 'f1-score': 0.9862068965517241; 'support': 290}; '1.0': {'precision': 0.9766081871345029; 'recall': 0.9766081871345029; 'f1-score': 0.9766081871345029; 'support': 171}; 'accuracy': 0.982646420824295; 'macro avg': {'precision': 0.9814075418431135; 'recall': 0.9814075418431135; 'f1-score': 0.9814075418431135; 'support': 461}; 'weighted avg': {'precision': 0.982646420824295; 'recall': 0.982646420824295; 'f1-score': 0.982646420824295; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,3,CNF,5,461,51,1,[461; 461],540,1000.940187,0.980392,16,[X15 < 0.014240 OR X21 >= 30.908000 OR X23 >= 781.180000 OR X27 >= 0.177540] AND [X2 >= 98.200000 OR X7 >= 0.048318 OR X13 >= 38.430000 OR X25 >= 0.447840 OR X27 >= 0.150800] AND [X1 >= 22.440000 OR X5 < 0.059638 OR X13 >= 54.088000 OR X17 < 0.009617 OR X24 >= 0.137680 OR X25 >= 0.367060 OR X26 >= 0.419540],{'0.0': {'precision': 0.9829351535836177; 'recall': 0.993103448275862; 'f1-score': 0.9879931389365352; 'support': 290}; '1.0': {'precision': 0.9880952380952381; 'recall': 0.9707602339181286; 'f1-score': 0.9793510324483775; 'support': 171}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9855151958394279; 'recall': 0.9819318410969953; 'f1-score': 0.9836720856924563; 'support': 461}; 'weighted avg': {'precision': 0.9848491979469303; 'recall': 0.9848156182212582; 'f1-score': 0.9847874985689106; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
5,3,CNF,6,461,51,1,[461; 461],540,1000.870319,0.941176,9,[X7 >= 0.084254 OR X23 >= 686.500000] AND [X2 < 86.240000 OR X3 >= 700.660000 OR X24 >= 0.126320] AND [X1 >= 21.272000 OR X11 >= 1.561200 OR X22 >= 115.900000 OR X29 >= 0.095934],{'0.0': {'precision': 0.9795918367346939; 'recall': 0.993103448275862; 'f1-score': 0.9863013698630136; 'support': 290}; '1.0': {'precision': 0.9880239520958084; 'recall': 0.9649122807017544; 'f1-score': 0.9763313609467456; 'support': 171}; 'accuracy': 0.982646420824295; 'macro avg': {'precision': 0.9838078944152511; 'recall': 0.9790078644888083; 'f1-score': 0.9813163654048795; 'support': 461}; 'weighted avg': {'precision': 0.9827195845150638; 'recall': 0.982646420824295; 'f1-score': 0.9826031669895172; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,3,CNF,7,461,51,1,[461; 461],540,1001.359372,0.941176,13,[X13 >= 38.430000 OR X17 >= 0.013700 OR X23 >= 926.960000 OR X24 >= 0.137680] AND [X3 >= 700.660000 OR X5 < 0.059638 OR X18 < 0.015704 OR X27 >= 0.121800] AND [X21 >= 30.908000 OR X23 >= 781.180000 OR X27 >= 0.177540 OR X28 >= 0.360080 OR X29 < 0.069654],{'0.0': {'precision': 0.9964912280701754; 'recall': 0.9793103448275862; 'f1-score': 0.9878260869565217; 'support': 290}; '1.0': {'precision': 0.9659090909090909; 'recall': 0.9941520467836257; 'f1-score': 0.9798270893371758; 'support': 171}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9812001594896331; 'recall': 0.986731195805606; 'f1-score': 0.9838265881468488; 'support': 461}; 'weighted avg': {'precision': 0.9851473116828751; 'recall': 0.9848156182212582; 'f1-score': 0.9848589967332935; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.90625; 'f1-score': 0.9508196721311475; 'support': 32}; '1.0': {'precision': 0.8636363636363636; 'recall': 1.0; 'f1-score': 0.9268292682926829; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9318181818181819; 'recall': 0.953125; 'f1-score': 0.9388244702119152; 'support': 51}; 'weighted avg': {'precision': 0.9491978609625668; 'recall': 0.9411764705882353; 'f1-score': 0.9418820707011313; 'support': 51}}
5,3,CNF,8,461,51,1,[461; 461],540,1000.851812,0.921569,10,[X5 < 0.059638 OR X7 >= 0.048318 OR X19 < 0.002057 OR X20 >= 17.386000 OR X25 >= 0.447840] AND [X23 >= 781.180000 OR X24 >= 0.137680] AND [X1 >= 21.272000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9862542955326461; 'recall': 0.9896551724137931; 'f1-score': 0.9879518072289157; 'support': 290}; '1.0': {'precision': 0.9823529411764705; 'recall': 0.9766081871345029; 'f1-score': 0.9794721407624634; 'support': 171}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9843036183545584; 'recall': 0.9831316797741481; 'f1-score': 0.9837119739956895; 'support': 461}; 'weighted avg': {'precision': 0.9848071554135442; 'recall': 0.9848156182212582; 'f1-score': 0.9848064211860451; 'support': 461}},{'0.0': {'precision': 0.8888888888888888; 'recall': 1.0; 'f1-score': 0.9411764705882353; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7894736842105263; 'f1-score': 0.8823529411764706; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.9117647058823529; 'support': 51}; 'weighted avg': {'precision': 0.9302832244008714; 'recall': 0.9215686274509803; 'f1-score': 0.9192618223760093; 'support': 51}}
5,3,CNF,9,461,51,1,[461; 461],540,1000.961411,0.980392,16,[X13 >= 38.430000 OR X18 >= 0.020066 OR X19 >= 0.004172 OR X22 >= 115.900000 OR X26 >= 0.419540 OR X28 >= 0.325380 OR X29 >= 0.095934] AND [X3 >= 700.660000 OR X18 < 0.013012 OR X21 >= 33.646000 OR X22 >= 115.900000 OR X27 >= 0.150800 OR X28 >= 0.360080] AND [X0 >= 13.370000 OR X20 >= 16.004000 OR X24 >= 0.161480],{'0.0': {'precision': 0.9829351535836177; 'recall': 0.993103448275862; 'f1-score': 0.9879931389365352; 'support': 290}; '1.0': {'precision': 0.9880952380952381; 'recall': 0.9707602339181286; 'f1-score': 0.9793510324483775; 'support': 171}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9855151958394279; 'recall': 0.9819318410969953; 'f1-score': 0.9836720856924563; 'support': 461}; 'weighted avg': {'precision': 0.9848491979469303; 'recall': 0.9848156182212582; 'f1-score': 0.9847874985689106; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
5,3,DNF,0,460,52,1,[460; 460],540,1000.759097,0.923077,16,[X6 >= 0.045070 AND X13 >= 13.160000 AND X23 >= 475.980000 AND X24 >= 0.131300 AND X25 >= 0.211900 AND X26 >= 0.226700 AND X27 >= 0.121800 AND X28 >= 0.256520 AND X29 >= 0.076852] OR [X1 >= 21.272000 AND X10 >= 0.369460 AND X11 >= 1.238800 AND X20 >= 14.970000] OR [X1 >= 14.078000 AND X11 < 1.909400 AND X20 >= 17.386000],{'0.0': {'precision': 0.9896907216494846; 'recall': 0.9965397923875432; 'f1-score': 0.993103448275862; 'support': 289}; '1.0': {'precision': 0.9940828402366864; 'recall': 0.9824561403508771; 'f1-score': 0.988235294117647; 'support': 171}; 'accuracy': 0.991304347826087; 'macro avg': {'precision': 0.9918867809430855; 'recall': 0.9894979663692102; 'f1-score': 0.9906693711967545; 'support': 460}; 'weighted avg': {'precision': 0.9913234439938573; 'recall': 0.991304347826087; 'f1-score': 0.9912937648822647; 'support': 460}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.9393939393939394; 'f1-score': 0.9393939393939394; 'support': 33}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9170653907496014; 'recall': 0.9170653907496014; 'f1-score': 0.9170653907496014; 'support': 52}; 'weighted avg': {'precision': 0.9230769230769231; 'recall': 0.9230769230769231; 'f1-score': 0.9230769230769231; 'support': 52}}
5,3,DNF,1,460,52,1,[460; 460],540,1001.674873,0.980769,17,[X0 >= 13.370000 AND X6 >= 0.045070 AND X12 >= 1.516600 AND X14 >= 0.005417 AND X21 >= 20.176000 AND X24 >= 0.112520 AND X29 < 0.088984] OR [X8 >= 0.165080 AND X12 >= 1.516600 AND X22 >= 86.328000 AND X24 >= 0.137680 AND X25 >= 0.251400 AND X26 >= 0.226700 AND X27 >= 0.099930] OR [X7 >= 0.027982 AND X20 >= 17.386000 AND X26 >= 0.177180],{'0.0': {'precision': 0.976271186440678; 'recall': 0.9965397923875432; 'f1-score': 0.9863013698630138; 'support': 289}; '1.0': {'precision': 0.9939393939393939; 'recall': 0.9590643274853801; 'f1-score': 0.976190476190476; 'support': 171}; 'accuracy': 0.9826086956521739; 'macro avg': {'precision': 0.9851052901900359; 'recall': 0.9778020599364616; 'f1-score': 0.981245923026745; 'support': 460}; 'weighted avg': {'precision': 0.9828391505325919; 'recall': 0.9826086956521739; 'f1-score': 0.982542755041266; 'support': 460}},{'0.0': {'precision': 0.9705882352941176; 'recall': 1.0; 'f1-score': 0.9850746268656716; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9807692307692307; 'macro avg': {'precision': 0.9852941176470589; 'recall': 0.9736842105263157; 'f1-score': 0.9790237999193223; 'support': 52}; 'weighted avg': {'precision': 0.9813348416289593; 'recall': 0.9807692307692307; 'f1-score': 0.9806528687125702; 'support': 52}}
5,3,DNF,2,461,51,1,[461; 461],540,1000.762763,0.921569,12,[X20 >= 17.386000 AND X26 >= 0.177180] OR [X4 >= 0.099338 AND X8 >= 0.165080 AND X12 >= 1.516600 AND X22 >= 86.328000 AND X27 >= 0.121800 AND X29 >= 0.083202] OR [X1 >= 21.272000 AND X22 >= 97.660000 AND X24 >= 0.112520 AND X28 >= 0.226120],{'0.0': {'precision': 0.9862068965517241; 'recall': 0.9862068965517241; 'f1-score': 0.9862068965517241; 'support': 290}; '1.0': {'precision': 0.9766081871345029; 'recall': 0.9766081871345029; 'f1-score': 0.9766081871345029; 'support': 171}; 'accuracy': 0.982646420824295; 'macro avg': {'precision': 0.9814075418431135; 'recall': 0.9814075418431135; 'f1-score': 0.9814075418431135; 'support': 461}; 'weighted avg': {'precision': 0.982646420824295; 'recall': 0.982646420824295; 'f1-score': 0.982646420824295; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
5,3,DNF,3,461,51,1,[461; 461],540,1000.864954,0.941176,12,[X6 >= 0.086212 AND X10 >= 0.246040 AND X15 < 0.047602 AND X21 >= 25.410000 AND X22 >= 91.304000 AND X27 >= 0.121800] OR [X8 >= 0.149580 AND X23 >= 926.960000] OR [X4 >= 0.091828 AND X21 >= 21.988000 AND X23 >= 686.500000 AND X26 >= 0.286600],{'0.0': {'precision': 0.9730639730639731; 'recall': 0.996551724137931; 'f1-score': 0.9846678023850085; 'support': 290}; '1.0': {'precision': 0.9939024390243902; 'recall': 0.9532163742690059; 'f1-score': 0.973134328358209; 'support': 171}; 'accuracy': 0.9804772234273319; 'macro avg': {'precision': 0.9834832060441816; 'recall': 0.9748840492034685; 'f1-score': 0.9789010653716088; 'support': 461}; 'weighted avg': {'precision': 0.9807936426501582; 'recall': 0.9804772234273319; 'f1-score': 0.9803896590909028; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,3,DNF,4,461,51,1,[461; 461],540,1001.419225,0.960784,17,[X1 >= 15.656000 AND X6 >= 0.024930 AND X9 < 0.067630 AND X12 >= 1.516600 AND X17 < 0.010930 AND X23 >= 781.180000] OR [X7 >= 0.048318 AND X12 >= 1.740800 AND X16 >= 0.016980 AND X17 >= 0.010930 AND X23 >= 781.180000] OR [X20 >= 12.498000 AND X21 >= 25.410000 AND X22 >= 86.328000 AND X23 >= 475.980000 AND X24 >= 0.126320 AND X27 >= 0.121800],{'0.0': {'precision': 0.9862068965517241; 'recall': 0.9862068965517241; 'f1-score': 0.9862068965517241; 'support': 290}; '1.0': {'precision': 0.9766081871345029; 'recall': 0.9766081871345029; 'f1-score': 0.9766081871345029; 'support': 171}; 'accuracy': 0.982646420824295; 'macro avg': {'precision': 0.9814075418431135; 'recall': 0.9814075418431135; 'f1-score': 0.9814075418431135; 'support': 461}; 'weighted avg': {'precision': 0.982646420824295; 'recall': 0.982646420824295; 'f1-score': 0.982646420824295; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.9375; 'f1-score': 0.967741935483871; 'support': 32}; '1.0': {'precision': 0.9047619047619048; 'recall': 1.0; 'f1-score': 0.9500000000000001; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9523809523809523; 'recall': 0.96875; 'f1-score': 0.9588709677419356; 'support': 51}; 'weighted avg': {'precision': 0.9645191409897292; 'recall': 0.9607843137254902; 'f1-score': 0.9611321948134092; 'support': 51}}
5,3,DNF,5,461,51,1,[461; 461],540,1000.846928,0.941176,14,[X1 >= 18.840000 AND X10 >= 0.369460 AND X14 >= 0.004871 AND X20 >= 14.970000 AND X21 >= 23.584000] OR [X20 >= 17.386000 AND X23 >= 926.960000 AND X26 >= 0.136880] OR [X7 >= 0.048318 AND X8 >= 0.165080 AND X24 >= 0.131300 AND X26 >= 0.226700 AND X27 >= 0.121800 AND X29 >= 0.083202],{'0.0': {'precision': 0.9863481228668942; 'recall': 0.996551724137931; 'f1-score': 0.9914236706689538; 'support': 290}; '1.0': {'precision': 0.9940476190476191; 'recall': 0.9766081871345029; 'f1-score': 0.9852507374631269; 'support': 171}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.9901978709572566; 'recall': 0.9865799556362169; 'f1-score': 0.9883372040660403; 'support': 461}; 'weighted avg': {'precision': 0.9892041181964037; 'recall': 0.9891540130151844; 'f1-score': 0.9891339275492218; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,3,DNF,6,461,51,1,[461; 461],540,1000.968386,0.901961,15,[X7 >= 0.048318 AND X15 >= 0.020450 AND X21 >= 20.176000 AND X23 >= 686.500000] OR [X7 >= 0.027982 AND X20 >= 17.386000 AND X26 >= 0.177180] OR [X0 >= 13.370000 AND X1 >= 17.912000 AND X7 >= 0.017866 AND X8 < 0.179200 AND X11 >= 0.780600 AND X15 < 0.020450 AND X16 >= 0.007726 AND X18 < 0.018730],{'0.0': {'precision': 0.9731543624161074; 'recall': 1.0; 'f1-score': 0.9863945578231292; 'support': 290}; '1.0': {'precision': 1.0; 'recall': 0.9532163742690059; 'f1-score': 0.9760479041916168; 'support': 171}; 'accuracy': 0.982646420824295; 'macro avg': {'precision': 0.9865771812080537; 'recall': 0.9766081871345029; 'f1-score': 0.981221231007373; 'support': 461}; 'weighted avg': {'precision': 0.9831122887216295; 'recall': 0.982646420824295; 'f1-score': 0.9825566450877959; 'support': 461}},{'0.0': {'precision': 0.9354838709677419; 'recall': 0.90625; 'f1-score': 0.9206349206349206; 'support': 32}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8927419354838709; 'recall': 0.9004934210526316; 'f1-score': 0.8962148962148961; 'support': 51}; 'weighted avg': {'precision': 0.9036369386464261; 'recall': 0.9019607843137255; 'f1-score': 0.9024396083219612; 'support': 51}}
5,3,DNF,7,461,51,1,[461; 461],540,1000.775549,0.960784,16,[X1 >= 17.912000 AND X13 >= 13.160000 AND X15 < 0.020450 AND X17 < 0.010930 AND X21 >= 25.410000 AND X27 >= 0.083914] OR [X0 >= 15.056000 AND X10 >= 0.246040 AND X16 >= 0.016980 AND X23 >= 781.180000 AND X24 >= 0.102960] OR [X4 >= 0.079654 AND X7 >= 0.048318 AND X20 >= 14.970000 AND X21 >= 20.176000 AND X26 >= 0.226700],{'0.0': {'precision': 0.9796610169491525; 'recall': 0.996551724137931; 'f1-score': 0.988034188034188; 'support': 290}; '1.0': {'precision': 0.9939759036144579; 'recall': 0.9649122807017544; 'f1-score': 0.9792284866468842; 'support': 171}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9868184602818052; 'recall': 0.9807320024198427; 'f1-score': 0.9836313373405361; 'support': 461}; 'weighted avg': {'precision': 0.9849708772957192; 'recall': 0.9848156182212582; 'f1-score': 0.9847678649599385; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
5,3,DNF,8,461,51,1,[461; 461],540,1000.715132,0.862745,13,[X13 >= 13.160000 AND X23 >= 475.980000 AND X24 >= 0.120740 AND X26 >= 0.286600 AND X27 >= 0.121800 AND X28 >= 0.269400] OR [X0 >= 15.056000 AND X1 >= 19.968000] OR [X7 >= 0.033500 AND X10 >= 0.324200 AND X23 >= 781.180000 AND X26 >= 0.177180 AND X27 >= 0.099930],{'0.0': {'precision': 0.9863013698630136; 'recall': 0.993103448275862; 'f1-score': 0.9896907216494845; 'support': 290}; '1.0': {'precision': 0.9881656804733728; 'recall': 0.9766081871345029; 'f1-score': 0.9823529411764705; 'support': 171}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9872335251681932; 'recall': 0.9848558177051825; 'f1-score': 0.9860218314129775; 'support': 461}; 'weighted avg': {'precision': 0.9869929037336675; 'recall': 0.9869848156182213; 'f1-score': 0.9869688985239198; 'support': 461}},{'0.0': {'precision': 0.9032258064516129; 'recall': 0.875; 'f1-score': 0.8888888888888888; 'support': 32}; '1.0': {'precision': 0.8; 'recall': 0.8421052631578947; 'f1-score': 0.8205128205128205; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8516129032258064; 'recall': 0.8585526315789473; 'f1-score': 0.8547008547008547; 'support': 51}; 'weighted avg': {'precision': 0.8647691334598355; 'recall': 0.8627450980392157; 'f1-score': 0.8634154516507457; 'support': 51}}
