lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,1,[460; 460],540,39.199297,0.923077,4,[X13 >= 91.314000 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9655172413793104; 'recall': 0.9688581314878892; 'f1-score': 0.9671848013816927; 'support': 289}; '1.0': {'precision': 0.9470588235294117; 'recall': 0.9415204678362573; 'f1-score': 0.9442815249266863; 'support': 171}; 'accuracy': 0.9586956521739131; 'macro avg': {'precision': 0.956288032454361; 'recall': 0.9551892996620732; 'f1-score': 0.9557331631541894; 'support': 460}; 'weighted avg': {'precision': 0.9586555251785872; 'recall': 0.9586956521739131; 'f1-score': 0.9586707573082013; 'support': 460}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.85; 'f1-score': 0.8947368421052632; 'support': 20}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9281045751633987; 'recall': 0.909375; 'f1-score': 0.9170653907496014; 'support': 52}; 'weighted avg': {'precision': 0.924333836098542; 'recall': 0.9230769230769231; 'f1-score': 0.9222181327444485; 'support': 52}}
5,3,CNF,1,460,52,1,[460; 460],540,1005.195857,0.942308,15,[X1 >= 21.272000 OR X13 >= 54.088000 OR X15 < 0.011800 OR X27 >= 0.150800 OR X28 >= 0.325380] AND [X9 < 0.056864 OR X12 < 2.039400 OR X19 < 0.002382 OR X22 >= 115.900000 OR X24 >= 0.142600 OR X28 >= 0.360080] AND [X7 >= 0.048318 OR X10 >= 0.431020 OR X20 >= 17.386000 OR X25 >= 0.447840],{'0.0': {'precision': 0.9862068965517241; 'recall': 0.9930555555555556; 'f1-score': 0.9896193771626298; 'support': 288}; '1.0': {'precision': 0.9882352941176471; 'recall': 0.9767441860465116; 'f1-score': 0.9824561403508771; 'support': 172}; 'accuracy': 0.9869565217391304; 'macro avg': {'precision': 0.9872210953346856; 'recall': 0.9848998708010336; 'f1-score': 0.9860377587567535; 'support': 460}; 'weighted avg': {'precision': 0.9869653408589824; 'recall': 0.9869565217391304; 'f1-score': 0.986940949485192; 'support': 460}},{'0.0': {'precision': 0.9411764705882353; 'recall': 0.9696969696969697; 'f1-score': 0.955223880597015; 'support': 33}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9428104575163399; 'recall': 0.9322169059011165; 'f1-score': 0.9370713997579669; 'support': 52}; 'weighted avg': {'precision': 0.9423705379587732; 'recall': 0.9423076923076923; 'f1-score': 0.9419586061377105; 'support': 52}}
5,3,CNF,2,461,51,1,[461; 461],540,1001.023216,0.941176,13,[X1 >= 21.272000 OR X5 >= 0.141900 OR X22 >= 115.900000 OR X27 >= 0.177540] AND [X0 >= 15.056000 OR X13 >= 54.088000 OR X27 >= 0.083914] AND [X15 < 0.017020 OR X18 < 0.014540 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800 OR X29 < 0.069654],{'0.0': {'precision': 0.986159169550173; 'recall': 0.986159169550173; 'f1-score': 0.986159169550173; 'support': 289}; '1.0': {'precision': 0.9767441860465116; 'recall': 0.9767441860465116; 'f1-score': 0.9767441860465116; 'support': 172}; 'accuracy': 0.982646420824295; 'macro avg': {'precision': 0.9814516777983423; 'recall': 0.9814516777983423; 'f1-score': 0.9814516777983423; 'support': 461}; 'weighted avg': {'precision': 0.982646420824295; 'recall': 0.982646420824295; 'f1-score': 0.982646420824295; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,3,CNF,3,461,51,1,[461; 461],540,1000.834812,0.941176,12,[X23 >= 686.500000 OR X27 >= 0.177540] AND [X14 >= 0.007773 OR X23 >= 926.960000 OR X24 >= 0.137680] AND [X1 >= 22.440000 OR X2 < 98.200000 OR X5 < 0.059638 OR X13 >= 54.088000 OR X25 >= 0.367060 OR X26 >= 0.349920 OR X28 >= 0.310220],{'0.0': {'precision': 0.9895833333333334; 'recall': 0.986159169550173; 'f1-score': 0.9878682842287696; 'support': 289}; '1.0': {'precision': 0.976878612716763; 'recall': 0.9825581395348837; 'f1-score': 0.9797101449275363; 'support': 172}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9832309730250481; 'recall': 0.9843586545425284; 'f1-score': 0.9837892145781529; 'support': 461}; 'weighted avg': {'precision': 0.9848431772681489; 'recall': 0.9848156182212582; 'f1-score': 0.9848244665285263; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,3,CNF,4,461,51,1,[461; 461],540,1000.984055,1.000000,10,[X1 >= 21.272000 OR X22 >= 115.900000 OR X24 >= 0.137680] AND [X7 >= 0.048318 OR X14 >= 0.008828 OR X15 < 0.011800 OR X17 < 0.005493 OR X18 >= 0.021978] AND [X23 >= 686.500000 OR X27 >= 0.177540],{'0.0': {'precision': 0.9827586206896551; 'recall': 0.986159169550173; 'f1-score': 0.9844559585492229; 'support': 289}; '1.0': {'precision': 0.9766081871345029; 'recall': 0.9709302325581395; 'f1-score': 0.9737609329446064; 'support': 172}; 'accuracy': 0.9804772234273319; 'macro avg': {'precision': 0.979683403912079; 'recall': 0.9785447010541563; 'f1-score': 0.9791084457469146; 'support': 461}; 'weighted avg': {'precision': 0.9804638819228738; 'recall': 0.9804772234273319; 'f1-score': 0.9804656236164809; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}}
5,3,CNF,5,461,51,1,[461; 461],540,1000.874078,0.960784,14,[X3 >= 700.660000 OR X21 >= 33.646000 OR X22 >= 115.900000 OR X27 >= 0.150800 OR X29 < 0.080040] AND [X7 >= 0.048318 OR X22 >= 105.740000 OR X24 >= 0.161480] AND [X1 >= 21.272000 OR X13 >= 54.088000 OR X20 >= 20.294000 OR X21 >= 28.460000 OR X25 >= 0.303960 OR X27 >= 0.177540],{'0.0': {'precision': 0.9795918367346939; 'recall': 0.9965397923875432; 'f1-score': 0.9879931389365352; 'support': 289}; '1.0': {'precision': 0.9940119760479041; 'recall': 0.9651162790697675; 'f1-score': 0.9793510324483776; 'support': 172}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9868019063912989; 'recall': 0.9808280357286554; 'f1-score': 0.9836720856924563; 'support': 461}; 'weighted avg': {'precision': 0.9849720188645684; 'recall': 0.9848156182212582; 'f1-score': 0.9847687521340122; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
5,3,CNF,6,461,51,1,[461; 461],540,1001.371758,0.960784,12,[X2 >= 98.200000 OR X13 >= 38.430000 OR X24 >= 0.137680] AND [X5 < 0.059638 OR X23 >= 686.500000 OR X28 >= 0.360080] AND [X1 >= 19.968000 OR X13 >= 54.088000 OR X21 >= 28.460000 OR X26 >= 0.349920 OR X27 >= 0.177540 OR X29 >= 0.095934],{'0.0': {'precision': 0.9930555555555556; 'recall': 0.9896193771626297; 'f1-score': 0.9913344887348354; 'support': 289}; '1.0': {'precision': 0.9826589595375722; 'recall': 0.9883720930232558; 'f1-score': 0.9855072463768114; 'support': 172}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.9878572575465638; 'recall': 0.9889957350929428; 'f1-score': 0.9884208675558235; 'support': 461}; 'weighted avg': {'precision': 0.9891765652842037; 'recall': 0.9891540130151844; 'f1-score': 0.9891603332346616; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
5,3,CNF,7,461,51,1,[461; 461],540,1001.285903,0.941176,15,[X2 >= 91.420000 OR X20 >= 16.004000 OR X25 >= 0.447840 OR X27 >= 0.177540] AND [X6 < 0.034400 OR X14 >= 0.007773 OR X20 >= 17.386000 OR X21 >= 33.646000 OR X24 >= 0.137680] AND [X0 >= 17.068000 OR X0 < 14.058000 OR X13 >= 54.088000 OR X16 >= 0.037362 OR X21 >= 30.908000 OR X26 >= 0.286600],{'0.0': {'precision': 0.9930555555555556; 'recall': 0.9896193771626297; 'f1-score': 0.9913344887348354; 'support': 289}; '1.0': {'precision': 0.9826589595375722; 'recall': 0.9883720930232558; 'f1-score': 0.9855072463768114; 'support': 172}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.9878572575465638; 'recall': 0.9889957350929428; 'f1-score': 0.9884208675558235; 'support': 461}; 'weighted avg': {'precision': 0.9891765652842037; 'recall': 0.9891540130151844; 'f1-score': 0.9891603332346616; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,3,CNF,8,461,51,1,[461; 461],540,1001.188868,0.941176,14,[X7 >= 0.048318 OR X10 >= 0.748880 OR X20 >= 17.386000 OR X21 >= 33.646000] AND [X1 >= 19.968000 OR X13 >= 54.088000 OR X15 < 0.011800 OR X18 < 0.014540 OR X20 >= 20.294000 OR X24 >= 0.142600 OR X28 >= 0.325380] AND [X9 < 0.055338 OR X20 >= 16.004000 OR X26 >= 0.419540],{'0.0': {'precision': 0.993103448275862; 'recall': 0.9965397923875432; 'f1-score': 0.9948186528497409; 'support': 289}; '1.0': {'precision': 0.9941520467836257; 'recall': 0.9883720930232558; 'f1-score': 0.9912536443148688; 'support': 172}; 'accuracy': 0.9934924078091106; 'macro avg': {'precision': 0.9936277475297439; 'recall': 0.9924559427053995; 'f1-score': 0.9930361485823049; 'support': 461}; 'weighted avg': {'precision': 0.993494682426264; 'recall': 0.9934924078091106; 'f1-score': 0.9934885412054936; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.90625; 'f1-score': 0.9508196721311475; 'support': 32}; '1.0': {'precision': 0.8636363636363636; 'recall': 1.0; 'f1-score': 0.9268292682926829; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9318181818181819; 'recall': 0.953125; 'f1-score': 0.9388244702119152; 'support': 51}; 'weighted avg': {'precision': 0.9491978609625668; 'recall': 0.9411764705882353; 'f1-score': 0.9418820707011313; 'support': 51}}
5,3,CNF,9,461,51,1,[461; 461],540,1000.845566,0.980392,11,[X23 >= 781.180000 OR X24 >= 0.137680] AND [X1 >= 19.968000 OR X13 >= 54.088000 OR X21 >= 28.460000 OR X27 >= 0.150800] AND [X2 >= 98.200000 OR X5 < 0.059638 OR X7 >= 0.048318 OR X9 < 0.056864 OR X19 < 0.001710],{'0.0': {'precision': 0.9763513513513513; 'recall': 1.0; 'f1-score': 0.988034188034188; 'support': 289}; '1.0': {'precision': 1.0; 'recall': 0.9593023255813954; 'f1-score': 0.9792284866468843; 'support': 172}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9881756756756757; 'recall': 0.9796511627906976; 'f1-score': 0.9836313373405361; 'support': 461}; 'weighted avg': {'precision': 0.9851747083308905; 'recall': 0.9848156182212582; 'f1-score': 0.9847487636554109; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
5,3,DNF,0,460,52,1,[460; 460],540,1000.762000,0.884615,15,[X7 >= 0.048318 AND X12 >= 1.516600 AND X23 >= 781.180000 AND X26 >= 0.177180] OR [X7 >= 0.033500 AND X26 >= 0.226700 AND X27 >= 0.121800 AND X28 >= 0.325380] OR [X1 >= 18.840000 AND X7 >= 0.017866 AND X8 >= 0.149580 AND X13 >= 19.038000 AND X15 < 0.017020 AND X16 >= 0.007726 AND X22 >= 91.304000],{'0.0': {'precision': 0.9965397923875432; 'recall': 0.9965397923875432; 'f1-score': 0.9965397923875432; 'support': 289}; '1.0': {'precision': 0.9941520467836257; 'recall': 0.9941520467836257; 'f1-score': 0.9941520467836257; 'support': 171}; 'accuracy': 0.9956521739130435; 'macro avg': {'precision': 0.9953459195855845; 'recall': 0.9953459195855845; 'f1-score': 0.9953459195855845; 'support': 460}; 'weighted avg': {'precision': 0.9956521739130435; 'recall': 0.9956521739130435; 'f1-score': 0.9956521739130435; 'support': 460}},{'0.0': {'precision': 0.90625; 'recall': 0.90625; 'f1-score': 0.90625; 'support': 32}; '1.0': {'precision': 0.85; 'recall': 0.85; 'f1-score': 0.85; 'support': 20}; 'accuracy': 0.8846153846153846; 'macro avg': {'precision': 0.878125; 'recall': 0.878125; 'f1-score': 0.878125; 'support': 52}; 'weighted avg': {'precision': 0.8846153846153846; 'recall': 0.8846153846153846; 'f1-score': 0.8846153846153846; 'support': 52}}
5,3,DNF,1,460,52,1,[460; 460],540,1001.587733,0.903846,16,[X1 >= 19.968000 AND X8 >= 0.149580 AND X15 < 0.030136 AND X19 < 0.004830 AND X20 >= 14.970000 AND X29 < 0.088984] OR [X7 >= 0.027982 AND X20 >= 17.386000 AND X26 >= 0.177180] OR [X4 >= 0.091828 AND X7 >= 0.033500 AND X8 >= 0.165080 AND X21 >= 21.988000 AND X22 >= 91.304000 AND X26 >= 0.226700 AND X29 >= 0.083202],{'0.0': {'precision': 0.9929824561403509; 'recall': 0.9826388888888888; 'f1-score': 0.987783595113438; 'support': 288}; '1.0': {'precision': 0.9714285714285714; 'recall': 0.9883720930232558; 'f1-score': 0.9798270893371757; 'support': 172}; 'accuracy': 0.9847826086956522; 'macro avg': {'precision': 0.9822055137844612; 'recall': 0.9855054909560723; 'f1-score': 0.9838053422253068; 'support': 460}; 'weighted avg': {'precision': 0.9849231775089898; 'recall': 0.9847826086956522; 'f1-score': 0.9848085538231836; 'support': 460}},{'0.0': {'precision': 0.9375; 'recall': 0.9090909090909091; 'f1-score': 0.923076923076923; 'support': 33}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.89375; 'recall': 0.9019138755980861; 'f1-score': 0.8974358974358974; 'support': 52}; 'weighted avg': {'precision': 0.9055288461538461; 'recall': 0.9038461538461539; 'f1-score': 0.9043392504930966; 'support': 52}}
5,3,DNF,2,461,51,1,[461; 461],540,1000.847840,0.901961,13,[X6 >= 0.061540 AND X8 >= 0.165080 AND X22 >= 91.304000 AND X24 >= 0.131300 AND X25 >= 0.303960 AND X27 >= 0.121800] OR [X1 >= 19.968000 AND X6 >= 0.045070 AND X19 < 0.004172 AND X23 >= 599.700000] OR [X8 >= 0.149580 AND X12 >= 1.740800 AND X23 >= 926.960000],{'0.0': {'precision': 0.9896551724137931; 'recall': 0.9930795847750865; 'f1-score': 0.9913644214162349; 'support': 289}; '1.0': {'precision': 0.9883040935672515; 'recall': 0.9825581395348837; 'f1-score': 0.9854227405247813; 'support': 172}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.9889796329905223; 'recall': 0.987818862154985; 'f1-score': 0.9883935809705081; 'support': 461}; 'weighted avg': {'precision': 0.9891510822584674; 'recall': 0.9891540130151844; 'f1-score': 0.9891475686758228; 'support': 461}},{'0.0': {'precision': 0.9354838709677419; 'recall': 0.90625; 'f1-score': 0.9206349206349206; 'support': 32}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8927419354838709; 'recall': 0.9004934210526316; 'f1-score': 0.8962148962148961; 'support': 51}; 'weighted avg': {'precision': 0.9036369386464261; 'recall': 0.9019607843137255; 'f1-score': 0.9024396083219612; 'support': 51}}
5,3,DNF,3,461,51,1,[461; 461],540,1000.924138,0.921569,14,[X1 >= 14.078000 AND X7 >= 0.048318 AND X13 >= 16.640000 AND X23 >= 781.180000 AND X26 >= 0.177180] OR [X1 < 24.992000 AND X1 >= 18.840000 AND X8 < 0.179200 AND X15 < 0.030136 AND X27 >= 0.083914] OR [X4 >= 0.095870 AND X19 >= 0.003611 AND X22 >= 91.304000 AND X26 >= 0.349920],{'0.0': {'precision': 0.993103448275862; 'recall': 0.9965397923875432; 'f1-score': 0.9948186528497409; 'support': 289}; '1.0': {'precision': 0.9941520467836257; 'recall': 0.9883720930232558; 'f1-score': 0.9912536443148688; 'support': 172}; 'accuracy': 0.9934924078091106; 'macro avg': {'precision': 0.9936277475297439; 'recall': 0.9924559427053995; 'f1-score': 0.9930361485823049; 'support': 461}; 'weighted avg': {'precision': 0.993494682426264; 'recall': 0.9934924078091106; 'f1-score': 0.9934885412054936; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
5,3,DNF,4,461,51,1,[461; 461],540,1001.378807,0.921569,13,[X6 >= 0.045070 AND X22 >= 91.304000 AND X24 >= 0.131300 AND X27 >= 0.121800 AND X29 >= 0.083202] OR [X1 >= 14.078000 AND X7 >= 0.027982 AND X23 >= 926.960000] OR [X8 >= 0.158760 AND X19 < 0.003611 AND X21 >= 20.176000 AND X23 >= 781.180000 AND X27 >= 0.099930],{'0.0': {'precision': 0.9827586206896551; 'recall': 0.986159169550173; 'f1-score': 0.9844559585492229; 'support': 289}; '1.0': {'precision': 0.9766081871345029; 'recall': 0.9709302325581395; 'f1-score': 0.9737609329446064; 'support': 172}; 'accuracy': 0.9804772234273319; 'macro avg': {'precision': 0.979683403912079; 'recall': 0.9785447010541563; 'f1-score': 0.9791084457469146; 'support': 461}; 'weighted avg': {'precision': 0.9804638819228738; 'recall': 0.9804772234273319; 'f1-score': 0.9804656236164809; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.875; 'f1-score': 0.9333333333333333; 'support': 32}; '1.0': {'precision': 0.8260869565217391; 'recall': 1.0; 'f1-score': 0.9047619047619047; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9130434782608696; 'recall': 0.9375; 'f1-score': 0.919047619047619; 'support': 51}; 'weighted avg': {'precision': 0.9352088661551577; 'recall': 0.9215686274509803; 'f1-score': 0.922689075630252; 'support': 51}}
5,3,DNF,5,461,51,1,[461; 461],540,1000.841619,0.960784,16,[X4 >= 0.091828 AND X6 >= 0.061540 AND X8 >= 0.165080 AND X17 >= 0.008465 AND X23 >= 475.980000 AND X24 >= 0.131300 AND X25 >= 0.303960] OR [X15 < 0.030136 AND X21 >= 26.724000 AND X22 >= 97.660000 AND X24 >= 0.112520 AND X26 >= 0.136880] OR [X0 >= 15.056000 AND X12 >= 1.740800 AND X23 >= 781.180000 AND X26 >= 0.177180],{'0.0': {'precision': 0.9828767123287672; 'recall': 0.9930795847750865; 'f1-score': 0.9879518072289157; 'support': 289}; '1.0': {'precision': 0.9881656804733728; 'recall': 0.9709302325581395; 'f1-score': 0.9794721407624634; 'support': 172}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9855211964010699; 'recall': 0.9820049086666129; 'f1-score': 0.9837119739956895; 'support': 461}; 'weighted avg': {'precision': 0.9848500366690538; 'recall': 0.9848156182212582; 'f1-score': 0.984788027115619; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,3,DNF,6,461,51,1,[461; 461],540,1000.984550,0.921569,14,[X7 >= 0.048318 AND X8 >= 0.172000 AND X11 < 1.388200 AND X17 >= 0.008465 AND X21 >= 21.988000 AND X28 >= 0.269400] OR [X8 >= 0.149580 AND X12 >= 1.280200 AND X23 >= 926.960000] OR [X1 >= 15.656000 AND X6 >= 0.045070 AND X23 >= 686.500000 AND X24 >= 0.120740 AND X26 >= 0.226700],{'0.0': {'precision': 0.9896907216494846; 'recall': 0.9965397923875432; 'f1-score': 0.993103448275862; 'support': 289}; '1.0': {'precision': 0.9941176470588236; 'recall': 0.9825581395348837; 'f1-score': 0.9883040935672515; 'support': 172}; 'accuracy': 0.9913232104121475; 'macro avg': {'precision': 0.9919041843541541; 'recall': 0.9895489659612134; 'f1-score': 0.9907037709215567; 'support': 461}; 'weighted avg': {'precision': 0.9913424161622966; 'recall': 0.9913232104121475; 'f1-score': 0.9913127996644064; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,3,DNF,7,461,51,1,[461; 461],540,1000.970461,0.921569,15,[X6 >= 0.061540 AND X7 >= 0.033500 AND X17 >= 0.012410 AND X18 >= 0.017170 AND X19 < 0.004830 AND X21 >= 23.584000] OR [X1 >= 14.078000 AND X22 >= 97.660000 AND X24 >= 0.131300 AND X26 >= 0.226700 AND X27 >= 0.121800 AND X29 >= 0.076852] OR [X4 >= 0.079654 AND X13 >= 38.430000 AND X23 >= 926.960000],{'0.0': {'precision': 0.9829351535836177; 'recall': 0.9965397923875432; 'f1-score': 0.9896907216494845; 'support': 289}; '1.0': {'precision': 0.9940476190476191; 'recall': 0.9709302325581395; 'f1-score': 0.9823529411764705; 'support': 172}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9884913863156184; 'recall': 0.9837350124728413; 'f1-score': 0.9860218314129775; 'support': 461}; 'weighted avg': {'precision': 0.9870812361428546; 'recall': 0.9869848156182213; 'f1-score': 0.986952981429618; 'support': 461}},{'0.0': {'precision': 0.8888888888888888; 'recall': 1.0; 'f1-score': 0.9411764705882353; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7894736842105263; 'f1-score': 0.8823529411764706; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.9117647058823529; 'support': 51}; 'weighted avg': {'precision': 0.9302832244008714; 'recall': 0.9215686274509803; 'f1-score': 0.9192618223760093; 'support': 51}}
5,3,DNF,8,461,51,1,[461; 461],540,1000.694108,0.882353,16,[X2 >= 77.360000 AND X6 >= 0.086212 AND X13 >= 16.640000 AND X15 >= 0.014240 AND X24 >= 0.120740 AND X26 >= 0.226700 AND X27 >= 0.121800] OR [X1 >= 18.840000 AND X9 < 0.058840 AND X12 >= 2.287000 AND X15 < 0.020450 AND X22 >= 91.304000] OR [X1 >= 15.656000 AND X11 < 1.909400 AND X20 >= 17.386000 AND X26 >= 0.177180],{'0.0': {'precision': 0.9829351535836177; 'recall': 0.9965397923875432; 'f1-score': 0.9896907216494845; 'support': 289}; '1.0': {'precision': 0.9940476190476191; 'recall': 0.9709302325581395; 'f1-score': 0.9823529411764705; 'support': 172}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9884913863156184; 'recall': 0.9837350124728413; 'f1-score': 0.9860218314129775; 'support': 461}; 'weighted avg': {'precision': 0.9870812361428546; 'recall': 0.9869848156182213; 'f1-score': 0.986952981429618; 'support': 461}},{'0.0': {'precision': 0.8823529411764706; 'recall': 0.9375; 'f1-score': 0.9090909090909091; 'support': 32}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.7894736842105263; 'f1-score': 0.8333333333333333; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8823529411764706; 'recall': 0.8634868421052632; 'f1-score': 0.8712121212121211; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8808674985145573; 'support': 51}}
