lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,284,32,35,[8; 9],222,1.279611,0.718750,1,[X3 >= -0.609635],{'0.0': {'precision': 0.96; 'recall': 0.23529411764705882; 'f1-score': 0.37795275590551175; 'support': 102}; '1.0': {'precision': 0.6988416988416989; 'recall': 0.9945054945054945; 'f1-score': 0.8208616780045351; 'support': 182}; 'accuracy': 0.721830985915493; 'macro avg': {'precision': 0.8294208494208495; 'recall': 0.6148998060762767; 'f1-score': 0.5994072169550234; 'support': 284}; 'weighted avg': {'precision': 0.7926379901027788; 'recall': 0.721830985915493; 'f1-score': 0.6617887552788295; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.18181818181818182; 'f1-score': 0.3076923076923077; 'support': 11}; '1.0': {'precision': 0.7; 'recall': 1.0; 'f1-score': 0.8235294117647058; 'support': 21}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.85; 'recall': 0.5909090909090909; 'f1-score': 0.5656108597285068; 'support': 32}; 'weighted avg': {'precision': 0.803125; 'recall': 0.71875; 'f1-score': 0.6462104072398189; 'support': 32}}
10,1,CNF,0,284,32,35,[8; 9],222,0.788116,0.812500,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5; 'f1-score': 0.6666666666666666; 'support': 102}; '1.0': {'precision': 0.7811158798283262; 'recall': 1.0; 'f1-score': 0.8771084337349397; 'support': 182}; 'accuracy': 0.8204225352112676; 'macro avg': {'precision': 0.8905579399141631; 'recall': 0.75; 'f1-score': 0.7718875502008031; 'support': 284}; 'weighted avg': {'precision': 0.859729190594209; 'recall': 0.8204225352112676; 'f1-score': 0.8015272357033768; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7777777777777778; 'recall': 1.0; 'f1-score': 0.8750000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.75; 'support': 32}; 'weighted avg': {'precision': 0.8541666666666666; 'recall': 0.8125; 'f1-score': 0.7890625000000001; 'support': 32}}
10,1,CNF,1,284,32,35,[8; 9],222,0.799935,0.750000,1,[X3 >= -0.609635],{'0.0': {'precision': 0.9583333333333334; 'recall': 0.22549019607843138; 'f1-score': 0.3650793650793651; 'support': 102}; '1.0': {'precision': 0.6961538461538461; 'recall': 0.9945054945054945; 'f1-score': 0.8190045248868778; 'support': 182}; 'accuracy': 0.7183098591549296; 'macro avg': {'precision': 0.8272435897435897; 'recall': 0.609997845291963; 'f1-score': 0.5920419449831215; 'support': 284}; 'weighted avg': {'precision': 0.7903169014084507; 'recall': 0.7183098591549296; 'f1-score': 0.6559750660827711; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.2727272727272727; 'f1-score': 0.42857142857142855; 'support': 11}; '1.0': {'precision': 0.7241379310344828; 'recall': 1.0; 'f1-score': 0.8400000000000001; 'support': 21}; 'accuracy': 0.75; 'macro avg': {'precision': 0.8620689655172413; 'recall': 0.6363636363636364; 'f1-score': 0.6342857142857143; 'support': 32}; 'weighted avg': {'precision': 0.8189655172413793; 'recall': 0.75; 'f1-score': 0.6985714285714286; 'support': 32}}
10,1,CNF,2,284,32,35,[8; 9],222,0.872743,0.656250,1,[X14 >= -0.988250],{'0.0': {'precision': 0.7777777777777778; 'recall': 0.13725490196078433; 'f1-score': 0.23333333333333334; 'support': 102}; '1.0': {'precision': 0.6691729323308271; 'recall': 0.978021978021978; 'f1-score': 0.7946428571428572; 'support': 182}; 'accuracy': 0.676056338028169; 'macro avg': {'precision': 0.7234753550543025; 'recall': 0.5576384399913812; 'f1-score': 0.5139880952380953; 'support': 284}; 'weighted avg': {'precision': 0.7081788979490982; 'recall': 0.676056338028169; 'f1-score': 0.5930457746478873; 'support': 284}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 11}; '1.0': {'precision': 0.65625; 'recall': 1.0; 'f1-score': 0.7924528301886793; 'support': 21}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.328125; 'recall': 0.5; 'f1-score': 0.39622641509433965; 'support': 32}; 'weighted avg': {'precision': 0.4306640625; 'recall': 0.65625; 'f1-score': 0.5200471698113208; 'support': 32}}
10,1,CNF,3,284,32,35,[8; 9],222,0.931631,0.500000,1,[X9 < 0.591395],{'0.0': {'precision': 0.3424657534246575; 'recall': 0.24752475247524752; 'f1-score': 0.28735632183908044; 'support': 101}; '1.0': {'precision': 0.6398104265402843; 'recall': 0.7377049180327869; 'f1-score': 0.6852791878172588; 'support': 183}; 'accuracy': 0.5633802816901409; 'macro avg': {'precision': 0.4911380899824709; 'recall': 0.4926148352540172; 'f1-score': 0.48631775482816963; 'support': 284}; 'weighted avg': {'precision': 0.5340646096928254; 'recall': 0.5633802816901409; 'f1-score': 0.5437643657616391; 'support': 284}},{'0.0': {'precision': 0.25; 'recall': 0.16666666666666666; 'f1-score': 0.2; 'support': 12}; '1.0': {'precision': 0.5833333333333334; 'recall': 0.7; 'f1-score': 0.6363636363636365; 'support': 20}; 'accuracy': 0.5; 'macro avg': {'precision': 0.4166666666666667; 'recall': 0.4333333333333333; 'f1-score': 0.4181818181818182; 'support': 32}; 'weighted avg': {'precision': 0.45833333333333337; 'recall': 0.5; 'f1-score': 0.47272727272727283; 'support': 32}}
10,1,CNF,4,284,32,35,[8; 9],222,0.853463,0.656250,3,[X3 >= 0.007075 OR X4 >= 0.418075 OR X10 < 0.087130],{'0.0': {'precision': 0.85; 'recall': 0.16831683168316833; 'f1-score': 0.2809917355371901; 'support': 101}; '1.0': {'precision': 0.6818181818181818; 'recall': 0.9836065573770492; 'f1-score': 0.8053691275167784; 'support': 183}; 'accuracy': 0.6936619718309859; 'macro avg': {'precision': 0.7659090909090909; 'recall': 0.5759616945301087; 'f1-score': 0.5431804315269843; 'support': 284}; 'weighted avg': {'precision': 0.7416293213828425; 'recall': 0.6936619718309859; 'f1-score': 0.6188828014958684; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.08333333333333333; 'f1-score': 0.15384615384615385; 'support': 12}; '1.0': {'precision': 0.6451612903225806; 'recall': 1.0; 'f1-score': 0.7843137254901961; 'support': 20}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.8225806451612903; 'recall': 0.5416666666666666; 'f1-score': 0.46907993966817496; 'support': 32}; 'weighted avg': {'precision': 0.7782258064516129; 'recall': 0.65625; 'f1-score': 0.5478883861236802; 'support': 32}}
10,1,CNF,5,284,32,35,[8; 9],222,0.868433,0.718750,1,[X26 < 0.999945],{'0.0': {'precision': 0.8857142857142857; 'recall': 0.6138613861386139; 'f1-score': 0.7251461988304092; 'support': 101}; '1.0': {'precision': 0.8177570093457944; 'recall': 0.9562841530054644; 'f1-score': 0.8816120906801007; 'support': 183}; 'accuracy': 0.8345070422535211; 'macro avg': {'precision': 0.85173564753004; 'recall': 0.7850727695720392; 'f1-score': 0.803379144755255; 'support': 284}; 'weighted avg': {'precision': 0.8419249139698001; 'recall': 0.8345070422535211; 'f1-score': 0.8259675305504568; 'support': 284}},{'0.0': {'precision': 0.7142857142857143; 'recall': 0.4166666666666667; 'f1-score': 0.5263157894736842; 'support': 12}; '1.0': {'precision': 0.72; 'recall': 0.9; 'f1-score': 0.7999999999999999; 'support': 20}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.7171428571428571; 'recall': 0.6583333333333333; 'f1-score': 0.6631578947368421; 'support': 32}; 'weighted avg': {'precision': 0.7178571428571427; 'recall': 0.71875; 'f1-score': 0.6973684210526315; 'support': 32}}
10,1,CNF,6,285,31,35,[8; 9],222,0.820179,0.806452,1,[X6 >= 0.029375],{'0.0': {'precision': 0.9298245614035088; 'recall': 0.5196078431372549; 'f1-score': 0.6666666666666666; 'support': 102}; '1.0': {'precision': 0.7850877192982456; 'recall': 0.9781420765027322; 'f1-score': 0.8710462287104622; 'support': 183}; 'accuracy': 0.8140350877192982; 'macro avg': {'precision': 0.8574561403508771; 'recall': 0.7488749598199935; 'f1-score': 0.7688564476885644; 'support': 285}; 'weighted avg': {'precision': 0.8368882733148661; 'recall': 0.8140350877192982; 'f1-score': 0.7978998591368932; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.7272727272727273; 'f1-score': 0.7472826086956522; 'support': 31}; 'weighted avg': {'precision': 0.8511166253101737; 'recall': 0.8064516129032258; 'f1-score': 0.7827840112201965; 'support': 31}}
10,1,CNF,7,285,31,35,[8; 9],222,0.885933,0.774194,1,[X2 >= 0.739470],{'0.0': {'precision': 0.6018518518518519; 'recall': 0.6372549019607843; 'f1-score': 0.6190476190476191; 'support': 102}; '1.0': {'precision': 0.7909604519774012; 'recall': 0.7650273224043715; 'f1-score': 0.7777777777777777; 'support': 183}; 'accuracy': 0.7192982456140351; 'macro avg': {'precision': 0.6964061519146265; 'recall': 0.7011411121825779; 'f1-score': 0.6984126984126984; 'support': 285}; 'weighted avg': {'precision': 0.7232794793008888; 'recall': 0.7192982456140351; 'f1-score': 0.7209690893901419; 'support': 285}},{'0.0': {'precision': 0.7; 'recall': 0.6363636363636364; 'f1-score': 0.6666666666666666; 'support': 11}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.85; 'f1-score': 0.8292682926829269; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.7547619047619047; 'recall': 0.7431818181818182; 'f1-score': 0.7479674796747968; 'support': 31}; 'weighted avg': {'precision': 0.7706605222734254; 'recall': 0.7741935483870968; 'f1-score': 0.7715709415158668; 'support': 31}}
10,1,CNF,8,285,31,35,[8; 9],222,0.900968,0.580645,4,[X2 < 0.998505 OR X6 >= 0.999995 OR X8 < -0.036395 OR X30 < -0.167100],{'0.0': {'precision': 0.41935483870967744; 'recall': 0.12745098039215685; 'f1-score': 0.19548872180451124; 'support': 102}; '1.0': {'precision': 0.6496062992125984; 'recall': 0.9016393442622951; 'f1-score': 0.7551487414187642; 'support': 183}; 'accuracy': 0.624561403508772; 'macro avg': {'precision': 0.5344805689611379; 'recall': 0.5145451623272259; 'f1-score': 0.47531873161163773; 'support': 285}; 'weighted avg': {'precision': 0.567200513348395; 'recall': 0.624561403508772; 'f1-score': 0.5548493659778736; 'support': 285}},{'0.0': {'precision': 0.25; 'recall': 0.09090909090909091; 'f1-score': 0.13333333333333333; 'support': 11}; '1.0': {'precision': 0.6296296296296297; 'recall': 0.85; 'f1-score': 0.723404255319149; 'support': 20}; 'accuracy': 0.5806451612903226; 'macro avg': {'precision': 0.4398148148148148; 'recall': 0.47045454545454546; 'f1-score': 0.42836879432624114; 'support': 31}; 'weighted avg': {'precision': 0.49492234169653526; 'recall': 0.5806451612903226; 'f1-score': 0.514024250743537; 'support': 31}}
10,1,CNF,9,285,31,35,[8; 9],222,0.969329,0.870968,1,[X26 < 0.999945],{'0.0': {'precision': 0.8676470588235294; 'recall': 0.5784313725490197; 'f1-score': 0.6941176470588235; 'support': 102}; '1.0': {'precision': 0.8018433179723502; 'recall': 0.9508196721311475; 'f1-score': 0.8699999999999999; 'support': 183}; 'accuracy': 0.8175438596491228; 'macro avg': {'precision': 0.8347451883979398; 'recall': 0.7646255223400835; 'f1-score': 0.7820588235294117; 'support': 285}; 'weighted avg': {'precision': 0.8253941304875091; 'recall': 0.8175438596491228; 'f1-score': 0.8070526315789474; 'support': 285}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.7999999999999999; 'support': 11}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.95; 'f1-score': 0.9047619047619048; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.8762626262626263; 'recall': 0.8386363636363636; 'f1-score': 0.8523809523809524; 'support': 31}; 'weighted avg': {'precision': 0.8725969371130662; 'recall': 0.8709677419354839; 'f1-score': 0.8675883256528417; 'support': 31}}
10,1,CNF,0,284,32,17,[16; 17],222,0.552274,0.531250,4,[X2 >= 0.998505 OR X3 >= 0.007075 OR X5 < -0.217515 OR X11 >= 0.001845],{'0.0': {'precision': 0.5483870967741935; 'recall': 0.3333333333333333; 'f1-score': 0.4146341463414634; 'support': 102}; '1.0': {'precision': 0.6936936936936937; 'recall': 0.8461538461538461; 'f1-score': 0.7623762376237624; 'support': 182}; 'accuracy': 0.6619718309859155; 'macro avg': {'precision': 0.6210403952339436; 'recall': 0.5897435897435898; 'f1-score': 0.5885051919826129; 'support': 284}; 'weighted avg': {'precision': 0.6415061131099296; 'recall': 0.6619718309859155; 'f1-score': 0.6374829513181479; 'support': 284}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 11}; '1.0': {'precision': 0.6071428571428571; 'recall': 0.8095238095238095; 'f1-score': 0.6938775510204083; 'support': 21}; 'accuracy': 0.53125; 'macro avg': {'precision': 0.30357142857142855; 'recall': 0.40476190476190477; 'f1-score': 0.34693877551020413; 'support': 32}; 'weighted avg': {'precision': 0.39843749999999994; 'recall': 0.53125; 'f1-score': 0.4553571428571429; 'support': 32}}
10,1,CNF,1,284,32,17,[16; 17],222,0.547088,0.593750,2,[X3 >= 0.007075 OR X21 < -0.001400],{'0.0': {'precision': 0.5675675675675675; 'recall': 0.4117647058823529; 'f1-score': 0.47727272727272724; 'support': 102}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.8241758241758241; 'f1-score': 0.7653061224489797; 'support': 182}; 'accuracy': 0.676056338028169; 'macro avg': {'precision': 0.640926640926641; 'recall': 0.6179702650290886; 'f1-score': 0.6212894248608535; 'support': 284}; 'weighted avg': {'precision': 0.661591168633422; 'recall': 0.676056338028169; 'f1-score': 0.6618575086884947; 'support': 284}},{'0.0': {'precision': 0.375; 'recall': 0.2727272727272727; 'f1-score': 0.3157894736842105; 'support': 11}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.7619047619047619; 'f1-score': 0.7111111111111111; 'support': 21}; 'accuracy': 0.59375; 'macro avg': {'precision': 0.5208333333333333; 'recall': 0.5173160173160173; 'f1-score': 0.5134502923976608; 'support': 32}; 'weighted avg': {'precision': 0.56640625; 'recall': 0.59375; 'f1-score': 0.575219298245614; 'support': 32}}
10,1,CNF,2,284,32,17,[16; 17],222,0.550107,0.656250,2,[X5 < -0.000715 OR X15 >= 0.001430],{'0.0': {'precision': 0.6190476190476191; 'recall': 0.5098039215686274; 'f1-score': 0.5591397849462365; 'support': 102}; '1.0': {'precision': 0.75; 'recall': 0.8241758241758241; 'f1-score': 0.7853403141361257; 'support': 182}; 'accuracy': 0.7112676056338029; 'macro avg': {'precision': 0.6845238095238095; 'recall': 0.6669898728722258; 'f1-score': 0.6722400495411811; 'support': 284}; 'weighted avg': {'precision': 0.7029678068410463; 'recall': 0.7112676056338029; 'f1-score': 0.7040992790045457; 'support': 284}},{'0.0': {'precision': 0.5; 'recall': 0.2727272727272727; 'f1-score': 0.3529411764705882; 'support': 11}; '1.0': {'precision': 0.6923076923076923; 'recall': 0.8571428571428571; 'f1-score': 0.7659574468085107; 'support': 21}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.5961538461538461; 'recall': 0.5649350649350648; 'f1-score': 0.5594493116395495; 'support': 32}; 'weighted avg': {'precision': 0.6262019230769231; 'recall': 0.65625; 'f1-score': 0.6239831038798499; 'support': 32}}
10,1,CNF,3,284,32,17,[16; 17],222,0.550311,0.781250,2,[X5 >= 0.001010 OR X22 >= 0.186570],{'0.0': {'precision': 0.9487179487179487; 'recall': 0.36633663366336633; 'f1-score': 0.5285714285714286; 'support': 101}; '1.0': {'precision': 0.7387755102040816; 'recall': 0.9890710382513661; 'f1-score': 0.8457943925233645; 'support': 183}; 'accuracy': 0.7676056338028169; 'macro avg': {'precision': 0.8437467294610151; 'recall': 0.6777038359573662; 'f1-score': 0.6871829105473966; 'support': 284}; 'weighted avg': {'precision': 0.8134381379854216; 'recall': 0.7676056338028169; 'f1-score': 0.7329791835122887; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.4166666666666667; 'f1-score': 0.5882352941176471; 'support': 12}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.7083333333333334; 'f1-score': 0.7196495619524406; 'support': 32}; 'weighted avg': {'precision': 0.8379629629629629; 'recall': 0.78125; 'f1-score': 0.7525031289111389; 'support': 32}}
10,1,CNF,4,284,32,17,[16; 17],222,0.592360,0.781250,2,[X3 >= 0.007075 OR X12 >= 0.354740],{'0.0': {'precision': 0.9302325581395349; 'recall': 0.39603960396039606; 'f1-score': 0.5555555555555556; 'support': 101}; '1.0': {'precision': 0.7468879668049793; 'recall': 0.9836065573770492; 'f1-score': 0.8490566037735849; 'support': 183}; 'accuracy': 0.7746478873239436; 'macro avg': {'precision': 0.838560262472257; 'recall': 0.6898230806687227; 'f1-score': 0.7023060796645703; 'support': 284}; 'weighted avg': {'precision': 0.8120915010471981; 'recall': 0.7746478873239436; 'f1-score': 0.7446777098650604; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.4166666666666667; 'f1-score': 0.5882352941176471; 'support': 12}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.7083333333333334; 'f1-score': 0.7196495619524406; 'support': 32}; 'weighted avg': {'precision': 0.8379629629629629; 'recall': 0.78125; 'f1-score': 0.7525031289111389; 'support': 32}}
10,1,CNF,5,284,32,17,[16; 17],222,0.622904,0.656250,2,[X8 < -0.036395 OR X12 >= 0.354740],{'0.0': {'precision': 0.6333333333333333; 'recall': 0.5643564356435643; 'f1-score': 0.5968586387434553; 'support': 101}; '1.0': {'precision': 0.7731958762886598; 'recall': 0.819672131147541; 'f1-score': 0.7957559681697614; 'support': 183}; 'accuracy': 0.7288732394366197; 'macro avg': {'precision': 0.7032646048109965; 'recall': 0.6920142833955527; 'f1-score': 0.6963073034566083; 'support': 284}; 'weighted avg': {'precision': 0.7234560282658148; 'recall': 0.7288732394366197; 'f1-score': 0.7250213545357582; 'support': 284}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.4166666666666667; 'f1-score': 0.4761904761904762; 'support': 12}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.8; 'f1-score': 0.7441860465116279; 'support': 20}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.6256038647342995; 'recall': 0.6083333333333334; 'f1-score': 0.6101882613510521; 'support': 32}; 'weighted avg': {'precision': 0.6431159420289855; 'recall': 0.65625; 'f1-score': 0.643687707641196; 'support': 32}}
10,1,CNF,6,285,31,17,[16; 17],222,0.542836,0.580645,1,[X20 >= 0.072060],{'0.0': {'precision': 0.5945945945945946; 'recall': 0.6470588235294118; 'f1-score': 0.619718309859155; 'support': 102}; '1.0': {'precision': 0.7931034482758621; 'recall': 0.7540983606557377; 'f1-score': 0.7731092436974789; 'support': 183}; 'accuracy': 0.7157894736842105; 'macro avg': {'precision': 0.6938490214352284; 'recall': 0.7005785920925747; 'f1-score': 0.696413776778317; 'support': 285}; 'weighted avg': {'precision': 0.7220581743267769; 'recall': 0.7157894736842105; 'f1-score': 0.7182114357974472; 'support': 285}},{'0.0': {'precision': 0.4166666666666667; 'recall': 0.45454545454545453; 'f1-score': 0.43478260869565216; 'support': 11}; '1.0': {'precision': 0.6842105263157895; 'recall': 0.65; 'f1-score': 0.6666666666666667; 'support': 20}; 'accuracy': 0.5806451612903226; 'macro avg': {'precision': 0.5504385964912281; 'recall': 0.5522727272727272; 'f1-score': 0.5507246376811594; 'support': 31}; 'weighted avg': {'precision': 0.5892756083757782; 'recall': 0.5806451612903226; 'f1-score': 0.584385226741468; 'support': 31}}
10,1,CNF,7,285,31,17,[16; 17],222,0.557982,0.870968,1,[X26 < 0.999945],{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5882352941176471; 'f1-score': 0.6976744186046512; 'support': 102}; '1.0': {'precision': 0.8046511627906977; 'recall': 0.9453551912568307; 'f1-score': 0.8693467336683418; 'support': 183}; 'accuracy': 0.8175438596491228; 'macro avg': {'precision': 0.8308970099667774; 'recall': 0.7667952426872389; 'f1-score': 0.7835105761364964; 'support': 285}; 'weighted avg': {'precision': 0.82343766392726; 'recall': 0.8175438596491228; 'f1-score': 0.8079061156455474; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.6363636363636364; 'f1-score': 0.7777777777777778; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 1.0; 'f1-score': 0.9090909090909091; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.9166666666666667; 'recall': 0.8181818181818181; 'f1-score': 0.8434343434343434; 'support': 31}; 'weighted avg': {'precision': 0.8924731182795699; 'recall': 0.8709677419354839; 'f1-score': 0.862495927012056; 'support': 31}}
10,1,CNF,8,285,31,17,[16; 17],222,0.573204,0.709677,2,[X2 >= 0.739470 OR X5 >= 0.001010],{'0.0': {'precision': 0.7916666666666666; 'recall': 0.37254901960784315; 'f1-score': 0.5066666666666667; 'support': 102}; '1.0': {'precision': 0.729957805907173; 'recall': 0.9453551912568307; 'f1-score': 0.8238095238095237; 'support': 183}; 'accuracy': 0.7403508771929824; 'macro avg': {'precision': 0.7608122362869199; 'recall': 0.6589521054323368; 'f1-score': 0.6652380952380952; 'support': 285}; 'weighted avg': {'precision': 0.7520430823895181; 'recall': 0.7403508771929824; 'f1-score': 0.7103057644110276; 'support': 285}},{'0.0': {'precision': 0.6; 'recall': 0.5454545454545454; 'f1-score': 0.5714285714285713; 'support': 11}; '1.0': {'precision': 0.7619047619047619; 'recall': 0.8; 'f1-score': 0.7804878048780488; 'support': 20}; 'accuracy': 0.7096774193548387; 'macro avg': {'precision': 0.680952380952381; 'recall': 0.6727272727272727; 'f1-score': 0.6759581881533101; 'support': 31}; 'weighted avg': {'precision': 0.7044546850998463; 'recall': 0.7096774193548387; 'f1-score': 0.7063054962346859; 'support': 31}}
10,1,CNF,9,285,31,17,[16; 17],222,0.591255,0.580645,4,[X11 < -0.562930 OR X16 < -0.572730 OR X21 < -0.001400 OR X26 >= 0.528120],{'0.0': {'precision': 0.3484848484848485; 'recall': 0.22549019607843138; 'f1-score': 0.27380952380952384; 'support': 102}; '1.0': {'precision': 0.639269406392694; 'recall': 0.7650273224043715; 'f1-score': 0.6965174129353234; 'support': 183}; 'accuracy': 0.5719298245614035; 'macro avg': {'precision': 0.49387712743877127; 'recall': 0.49525875924140145; 'f1-score': 0.48516346837242363; 'support': 285}; 'weighted avg': {'precision': 0.5351991435625177; 'recall': 0.5719298245614035; 'f1-score': 0.5452324841955635; 'support': 285}},{'0.0': {'precision': 0.25; 'recall': 0.09090909090909091; 'f1-score': 0.13333333333333333; 'support': 11}; '1.0': {'precision': 0.6296296296296297; 'recall': 0.85; 'f1-score': 0.723404255319149; 'support': 20}; 'accuracy': 0.5806451612903226; 'macro avg': {'precision': 0.4398148148148148; 'recall': 0.47045454545454546; 'f1-score': 0.42836879432624114; 'support': 31}; 'weighted avg': {'precision': 0.49492234169653526; 'recall': 0.5806451612903226; 'f1-score': 0.514024250743537; 'support': 31}}
10,1,CNF,0,284,32,8,[35; 36],222,0.372058,0.812500,1,[X26 < 0.999945],{'0.0': {'precision': 0.8714285714285714; 'recall': 0.5980392156862745; 'f1-score': 0.7093023255813954; 'support': 102}; '1.0': {'precision': 0.8084112149532711; 'recall': 0.9505494505494505; 'f1-score': 0.8737373737373737; 'support': 182}; 'accuracy': 0.823943661971831; 'macro avg': {'precision': 0.8399198931909213; 'recall': 0.7742943331178624; 'f1-score': 0.7915198496593845; 'support': 284}; 'weighted avg': {'precision': 0.8310442091803156; 'recall': 0.823943661971831; 'f1-score': 0.8146797155968463; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5454545454545454; 'f1-score': 0.6666666666666665; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 0.9523809523809523; 'f1-score': 0.8695652173913043; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8285714285714285; 'recall': 0.7489177489177489; 'f1-score': 0.7681159420289854; 'support': 32}; 'weighted avg': {'precision': 0.8196428571428571; 'recall': 0.8125; 'f1-score': 0.7998188405797101; 'support': 32}}
10,1,CNF,1,284,32,8,[35; 36],222,0.334672,0.687500,3,[X4 >= 0.418075 OR X20 >= 0.072060 OR X33 >= 0.005400],{'0.0': {'precision': 0.972972972972973; 'recall': 0.35294117647058826; 'f1-score': 0.5179856115107914; 'support': 102}; '1.0': {'precision': 0.7327935222672065; 'recall': 0.9945054945054945; 'f1-score': 0.8438228438228439; 'support': 182}; 'accuracy': 0.7640845070422535; 'macro avg': {'precision': 0.8528832476200898; 'recall': 0.6737233354880414; 'f1-score': 0.6809042276668176; 'support': 284}; 'weighted avg': {'precision': 0.8190551559713903; 'recall': 0.7640845070422535; 'f1-score': 0.7267967955980926; 'support': 284}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.18181818181818182; 'f1-score': 0.28571428571428575; 'support': 11}; '1.0': {'precision': 0.6896551724137931; 'recall': 0.9523809523809523; 'f1-score': 0.7999999999999999; 'support': 21}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.6781609195402298; 'recall': 0.5670995670995671; 'f1-score': 0.5428571428571428; 'support': 32}; 'weighted avg': {'precision': 0.6817528735632185; 'recall': 0.6875; 'f1-score': 0.6232142857142856; 'support': 32}}
10,1,CNF,2,284,32,8,[35; 36],222,0.296707,0.812500,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5; 'f1-score': 0.6666666666666666; 'support': 102}; '1.0': {'precision': 0.7811158798283262; 'recall': 1.0; 'f1-score': 0.8771084337349397; 'support': 182}; 'accuracy': 0.8204225352112676; 'macro avg': {'precision': 0.8905579399141631; 'recall': 0.75; 'f1-score': 0.7718875502008031; 'support': 284}; 'weighted avg': {'precision': 0.859729190594209; 'recall': 0.8204225352112676; 'f1-score': 0.8015272357033768; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7777777777777778; 'recall': 1.0; 'f1-score': 0.8750000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.75; 'support': 32}; 'weighted avg': {'precision': 0.8541666666666666; 'recall': 0.8125; 'f1-score': 0.7890625000000001; 'support': 32}}
