lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,284,32,35,[8; 9],222,0.867565,0.750000,1,[X23 >= -0.987455],{'0.0': {'precision': 0.9090909090909091; 'recall': 0.1941747572815534; 'f1-score': 0.31999999999999995; 'support': 103}; '1.0': {'precision': 0.683206106870229; 'recall': 0.988950276243094; 'f1-score': 0.8081264108352143; 'support': 181}; 'accuracy': 0.7007042253521126; 'macro avg': {'precision': 0.796148507980569; 'recall': 0.5915625167623236; 'f1-score': 0.5640632054176071; 'support': 284}; 'weighted avg': {'precision': 0.7651291161263207; 'recall': 0.7007042253521126; 'f1-score': 0.6310946491590625; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.2727272727272727; 'f1-score': 0.42857142857142855; 'support': 11}; '1.0': {'precision': 0.7241379310344828; 'recall': 1.0; 'f1-score': 0.8400000000000001; 'support': 21}; 'accuracy': 0.75; 'macro avg': {'precision': 0.8620689655172413; 'recall': 0.6363636363636364; 'f1-score': 0.6342857142857143; 'support': 32}; 'weighted avg': {'precision': 0.8189655172413793; 'recall': 0.75; 'f1-score': 0.6985714285714286; 'support': 32}}
10,1,CNF,4,284,32,17,[16; 17],222,0.472822,0.718750,3,[X7 >= 0.000985 OR X12 < -0.076515 OR X33 < -0.000030],{'0.0': {'precision': 0.8478260869565217; 'recall': 0.38235294117647056; 'f1-score': 0.5270270270270271; 'support': 102}; '1.0': {'precision': 0.7352941176470589; 'recall': 0.9615384615384616; 'f1-score': 0.8333333333333333; 'support': 182}; 'accuracy': 0.7535211267605634; 'macro avg': {'precision': 0.7915601023017903; 'recall': 0.6719457013574661; 'f1-score': 0.6801801801801801; 'support': 284}; 'weighted avg': {'precision': 0.7757105291596125; 'recall': 0.7535211267605634; 'f1-score': 0.7233219134627585; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.25; 'f1-score': 0.4; 'support': 12}; '1.0': {'precision': 0.6896551724137931; 'recall': 1.0; 'f1-score': 0.8163265306122449; 'support': 20}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.8448275862068966; 'recall': 0.625; 'f1-score': 0.6081632653061224; 'support': 32}; 'weighted avg': {'precision': 0.8060344827586208; 'recall': 0.71875; 'f1-score': 0.6602040816326531; 'support': 32}}
10,1,CNF,5,284,32,17,[16; 17],222,0.555893,0.781250,1,[X4 >= 0.418075],{'0.0': {'precision': 0.863013698630137; 'recall': 0.6176470588235294; 'f1-score': 0.7200000000000001; 'support': 102}; '1.0': {'precision': 0.8151658767772512; 'recall': 0.945054945054945; 'f1-score': 0.8753180661577608; 'support': 182}; 'accuracy': 0.8274647887323944; 'macro avg': {'precision': 0.839089787703694; 'recall': 0.7813510019392372; 'f1-score': 0.7976590330788804; 'support': 284}; 'weighted avg': {'precision': 0.8323506578652594; 'recall': 0.8274647887323944; 'f1-score': 0.8195348170447623; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5; 'f1-score': 0.631578947368421; 'support': 12}; '1.0': {'precision': 0.76; 'recall': 0.95; 'f1-score': 0.8444444444444444; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8085714285714285; 'recall': 0.725; 'f1-score': 0.7380116959064327; 'support': 32}; 'weighted avg': {'precision': 0.7964285714285714; 'recall': 0.78125; 'f1-score': 0.7646198830409356; 'support': 32}}
10,1,CNF,6,285,31,17,[16; 17],222,0.547247,0.838710,1,[X26 < 0.999945],{'0.0': {'precision': 0.8472222222222222; 'recall': 0.5922330097087378; 'f1-score': 0.6971428571428572; 'support': 103}; '1.0': {'precision': 0.8028169014084507; 'recall': 0.9395604395604396; 'f1-score': 0.8658227848101265; 'support': 182}; 'accuracy': 0.8140350877192982; 'macro avg': {'precision': 0.8250195618153364; 'recall': 0.7658967246345887; 'f1-score': 0.7814828209764919; 'support': 285}; 'weighted avg': {'precision': 0.8188651401586909; 'recall': 0.8140350877192982; 'f1-score': 0.8048612670917801; 'support': 285}},{'0.0': {'precision': 0.875; 'recall': 0.6363636363636364; 'f1-score': 0.7368421052631579; 'support': 11}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.95; 'f1-score': 0.8837209302325583; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.8505434782608696; 'recall': 0.7931818181818182; 'f1-score': 0.8102815177478581; 'support': 31}; 'weighted avg': {'precision': 0.8434431977559607; 'recall': 0.8387096774193549; 'f1-score': 0.8316026375014807; 'support': 31}}
10,1,CNF,7,285,31,17,[16; 17],222,0.560895,0.677419,1,[X11 >= 0.001845],{'0.0': {'precision': 0.49606299212598426; 'recall': 0.6116504854368932; 'f1-score': 0.5478260869565218; 'support': 103}; '1.0': {'precision': 0.7468354430379747; 'recall': 0.6483516483516484; 'f1-score': 0.6941176470588236; 'support': 182}; 'accuracy': 0.6350877192982456; 'macro avg': {'precision': 0.6214492175819795; 'recall': 0.6300010668942708; 'f1-score': 0.6209718670076727; 'support': 285}; 'weighted avg': {'precision': 0.6562053993750449; 'recall': 0.6350877192982456; 'f1-score': 0.6412473639341321; 'support': 285}},{'0.0': {'precision': 0.5384615384615384; 'recall': 0.6363636363636364; 'f1-score': 0.5833333333333334; 'support': 11}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.7; 'f1-score': 0.7368421052631577; 'support': 20}; 'accuracy': 0.6774193548387096; 'macro avg': {'precision': 0.6581196581196581; 'recall': 0.6681818181818182; 'f1-score': 0.6600877192982455; 'support': 31}; 'weighted avg': {'precision': 0.6928591122139509; 'recall': 0.6774193548387096; 'f1-score': 0.6823712507074136; 'support': 31}}
10,1,CNF,8,285,31,17,[16; 17],222,0.545044,0.774194,1,[X26 < 0.999945],{'0.0': {'precision': 0.8611111111111112; 'recall': 0.6019417475728155; 'f1-score': 0.7085714285714285; 'support': 103}; '1.0': {'precision': 0.8075117370892019; 'recall': 0.945054945054945; 'f1-score': 0.8708860759493671; 'support': 182}; 'accuracy': 0.8210526315789474; 'macro avg': {'precision': 0.8343114241001566; 'recall': 0.7734983463138803; 'f1-score': 0.7897287522603977; 'support': 285}; 'weighted avg': {'precision': 0.826882738928699; 'recall': 0.8210526315789474; 'f1-score': 0.8122249928619015; 'support': 285}},{'0.0': {'precision': 0.75; 'recall': 0.5454545454545454; 'f1-score': 0.631578947368421; 'support': 11}; '1.0': {'precision': 0.782608695652174; 'recall': 0.9; 'f1-score': 0.8372093023255814; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.7663043478260869; 'recall': 0.7227272727272727; 'f1-score': 0.7343941248470012; 'support': 31}; 'weighted avg': {'precision': 0.7710378681626928; 'recall': 0.7741935483870968; 'f1-score': 0.7642436925020729; 'support': 31}}
10,1,CNF,9,285,31,17,[16; 17],222,0.539904,0.774194,1,[X26 < 0.999945],{'0.0': {'precision': 0.8513513513513513; 'recall': 0.6116504854368932; 'f1-score': 0.711864406779661; 'support': 103}; '1.0': {'precision': 0.8104265402843602; 'recall': 0.9395604395604396; 'f1-score': 0.8702290076335878; 'support': 182}; 'accuracy': 0.8210526315789474; 'macro avg': {'precision': 0.8308889458178558; 'recall': 0.7756054624986664; 'f1-score': 0.7910467072066244; 'support': 285}; 'weighted avg': {'precision': 0.8252169105997991; 'recall': 0.8210526315789474; 'f1-score': 0.8129954852197124; 'support': 285}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.45454545454545453; 'f1-score': 0.5882352941176471; 'support': 11}; '1.0': {'precision': 0.76; 'recall': 0.95; 'f1-score': 0.8444444444444444; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.7966666666666666; 'recall': 0.7022727272727273; 'f1-score': 0.7163398692810458; 'support': 31}; 'weighted avg': {'precision': 0.7860215053763441; 'recall': 0.7741935483870968; 'f1-score': 0.7535315201349357; 'support': 31}}
10,1,CNF,0,284,32,8,[35; 36],222,0.320667,0.843750,1,[X6 >= 0.029375],{'0.0': {'precision': 0.9482758620689655; 'recall': 0.5339805825242718; 'f1-score': 0.6832298136645963; 'support': 103}; '1.0': {'precision': 0.7876106194690266; 'recall': 0.9834254143646409; 'f1-score': 0.8746928746928747; 'support': 181}; 'accuracy': 0.8204225352112676; 'macro avg': {'precision': 0.867943240768996; 'recall': 0.7587029984444564; 'f1-score': 0.7789613441787355; 'support': 284}; 'weighted avg': {'precision': 0.845880056045765; 'recall': 0.8204225352112676; 'f1-score': 0.8052538067847315; 'support': 284}},{'0.0': {'precision': 0.875; 'recall': 0.6363636363636364; 'f1-score': 0.7368421052631579; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.9523809523809523; 'f1-score': 0.888888888888889; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8541666666666667; 'recall': 0.7943722943722944; 'f1-score': 0.8128654970760234; 'support': 32}; 'weighted avg': {'precision': 0.84765625; 'recall': 0.84375; 'f1-score': 0.8366228070175439; 'support': 32}}
10,1,CNF,1,284,32,8,[35; 36],222,0.258633,0.812500,3,[X15 >= 0.001430 OR X21 < -0.001400 OR X33 >= 0.005400],{'0.0': {'precision': 0.7586206896551724; 'recall': 0.42718446601941745; 'f1-score': 0.5465838509316769; 'support': 103}; '1.0': {'precision': 0.7389380530973452; 'recall': 0.9226519337016574; 'f1-score': 0.8206388206388205; 'support': 181}; 'accuracy': 0.7429577464788732; 'macro avg': {'precision': 0.7487793713762587; 'recall': 0.6749181998605375; 'f1-score': 0.6836113357852487; 'support': 284}; 'weighted avg': {'precision': 0.7460764741024727; 'recall': 0.7429577464788732; 'f1-score': 0.7212456450055958; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7777777777777778; 'recall': 1.0; 'f1-score': 0.8750000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.75; 'support': 32}; 'weighted avg': {'precision': 0.8541666666666666; 'recall': 0.8125; 'f1-score': 0.7890625000000001; 'support': 32}}
10,1,CNF,2,284,32,8,[35; 36],222,0.387649,0.875000,1,[X6 >= 0.029375],{'0.0': {'precision': 0.9310344827586207; 'recall': 0.5294117647058824; 'f1-score': 0.6749999999999999; 'support': 102}; '1.0': {'precision': 0.7876106194690266; 'recall': 0.978021978021978; 'f1-score': 0.8725490196078431; 'support': 182}; 'accuracy': 0.8169014084507042; 'macro avg': {'precision': 0.8593225511138236; 'recall': 0.7537168713639302; 'f1-score': 0.7737745098039215; 'support': 284}; 'weighted avg': {'precision': 0.8391220069885286; 'recall': 0.8169014084507042; 'f1-score': 0.801598315382491; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.6666666666666666; 'f1-score': 0.8; 'support': 12}; '1.0': {'precision': 0.8333333333333334; 'recall': 1.0; 'f1-score': 0.9090909090909091; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.9166666666666667; 'recall': 0.8333333333333333; 'f1-score': 0.8545454545454545; 'support': 32}; 'weighted avg': {'precision': 0.8958333333333334; 'recall': 0.875; 'f1-score': 0.8681818181818182; 'support': 32}}
10,1,CNF,3,284,32,8,[35; 36],222,0.325821,0.625000,3,[X5 >= 0.001010 OR X7 < -0.000375 OR X11 < -0.000270],{'0.0': {'precision': 0.7555555555555555; 'recall': 0.3333333333333333; 'f1-score': 0.46258503401360546; 'support': 102}; '1.0': {'precision': 0.7154811715481172; 'recall': 0.9395604395604396; 'f1-score': 0.8123515439429928; 'support': 182}; 'accuracy': 0.721830985915493; 'macro avg': {'precision': 0.7355183635518363; 'recall': 0.6364468864468864; 'f1-score': 0.6374682889782991; 'support': 284}; 'weighted avg': {'precision': 0.729874084114169; 'recall': 0.721830985915493; 'f1-score': 0.6867311777007481; 'support': 284}},{'0.0': {'precision': 0.5; 'recall': 0.16666666666666666; 'f1-score': 0.25; 'support': 12}; '1.0': {'precision': 0.6428571428571429; 'recall': 0.9; 'f1-score': 0.75; 'support': 20}; 'accuracy': 0.625; 'macro avg': {'precision': 0.5714285714285714; 'recall': 0.5333333333333333; 'f1-score': 0.5; 'support': 32}; 'weighted avg': {'precision': 0.5892857142857143; 'recall': 0.625; 'f1-score': 0.5625; 'support': 32}}
10,1,CNF,4,284,32,8,[35; 36],222,0.319215,0.781250,2,[X14 >= 0.239955 OR X16 < -0.054150],{'0.0': {'precision': 0.9464285714285714; 'recall': 0.5196078431372549; 'f1-score': 0.6708860759493671; 'support': 102}; '1.0': {'precision': 0.7850877192982456; 'recall': 0.9835164835164835; 'f1-score': 0.873170731707317; 'support': 182}; 'accuracy': 0.8169014084507042; 'macro avg': {'precision': 0.8657581453634084; 'recall': 0.7515621633268692; 'f1-score': 0.772028403828342; 'support': 284}; 'weighted avg': {'precision': 0.8430340816830809; 'recall': 0.8169014084507042; 'f1-score': 0.8005192004139687; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5; 'f1-score': 0.631578947368421; 'support': 12}; '1.0': {'precision': 0.76; 'recall': 0.95; 'f1-score': 0.8444444444444444; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8085714285714285; 'recall': 0.725; 'f1-score': 0.7380116959064327; 'support': 32}; 'weighted avg': {'precision': 0.7964285714285714; 'recall': 0.78125; 'f1-score': 0.7646198830409356; 'support': 32}}
10,1,CNF,5,284,32,8,[35; 36],222,0.381431,0.750000,2,[X6 >= 0.029375 OR X20 >= 0.072060],{'0.0': {'precision': 1.0; 'recall': 0.5098039215686274; 'f1-score': 0.6753246753246753; 'support': 102}; '1.0': {'precision': 0.7844827586206896; 'recall': 1.0; 'f1-score': 0.8792270531400966; 'support': 182}; 'accuracy': 0.823943661971831; 'macro avg': {'precision': 0.8922413793103448; 'recall': 0.7549019607843137; 'f1-score': 0.777275864232386; 'support': 284}; 'weighted avg': {'precision': 0.8618868382710053; 'recall': 0.823943661971831; 'f1-score': 0.8059945089951214; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.4166666666666667; 'f1-score': 0.5555555555555556; 'support': 12}; '1.0': {'precision': 0.7307692307692307; 'recall': 0.95; 'f1-score': 0.8260869565217392; 'support': 20}; 'accuracy': 0.75; 'macro avg': {'precision': 0.782051282051282; 'recall': 0.6833333333333333; 'f1-score': 0.6908212560386474; 'support': 32}; 'weighted avg': {'precision': 0.7692307692307692; 'recall': 0.75; 'f1-score': 0.7246376811594204; 'support': 32}}
10,1,CNF,6,285,31,8,[35; 36],222,0.303877,0.806452,2,[X7 >= 0.000985 OR X20 >= 0.072060],{'0.0': {'precision': 0.9565217391304348; 'recall': 0.42718446601941745; 'f1-score': 0.5906040268456375; 'support': 103}; '1.0': {'precision': 0.7531380753138075; 'recall': 0.989010989010989; 'f1-score': 0.8551068883610451; 'support': 182}; 'accuracy': 0.7859649122807018; 'macro avg': {'precision': 0.8548299072221212; 'recall': 0.7080977275152033; 'f1-score': 0.7228554576033412; 'support': 285}; 'weighted avg': {'precision': 0.8266416450440272; 'recall': 0.7859649122807018; 'f1-score': 0.759514626129161; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.7272727272727273; 'f1-score': 0.7472826086956522; 'support': 31}; 'weighted avg': {'precision': 0.8511166253101737; 'recall': 0.8064516129032258; 'f1-score': 0.7827840112201965; 'support': 31}}
10,1,CNF,7,285,31,8,[35; 36],222,0.388585,0.903226,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5048543689320388; 'f1-score': 0.6709677419354839; 'support': 103}; '1.0': {'precision': 0.7811158798283262; 'recall': 1.0; 'f1-score': 0.8771084337349397; 'support': 182}; 'accuracy': 0.8210526315789474; 'macro avg': {'precision': 0.8905579399141631; 'recall': 0.7524271844660194; 'f1-score': 0.7740380878352118; 'support': 285}; 'weighted avg': {'precision': 0.8602213688728259; 'recall': 0.8210526315789474; 'f1-score': 0.8026084644179433; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.7272727272727273; 'f1-score': 0.8421052631578948; 'support': 11}; '1.0': {'precision': 0.8695652173913043; 'recall': 1.0; 'f1-score': 0.9302325581395349; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.9347826086956521; 'recall': 0.8636363636363636; 'f1-score': 0.8861689106487148; 'support': 31}; 'weighted avg': {'precision': 0.9158485273492286; 'recall': 0.9032258064516129; 'f1-score': 0.8989615825008884; 'support': 31}}
10,1,CNF,8,285,31,8,[35; 36],222,0.323132,0.774194,1,[X26 < 0.999945],{'0.0': {'precision': 0.8611111111111112; 'recall': 0.6019417475728155; 'f1-score': 0.7085714285714285; 'support': 103}; '1.0': {'precision': 0.8075117370892019; 'recall': 0.945054945054945; 'f1-score': 0.8708860759493671; 'support': 182}; 'accuracy': 0.8210526315789474; 'macro avg': {'precision': 0.8343114241001566; 'recall': 0.7734983463138803; 'f1-score': 0.7897287522603977; 'support': 285}; 'weighted avg': {'precision': 0.826882738928699; 'recall': 0.8210526315789474; 'f1-score': 0.8122249928619015; 'support': 285}},{'0.0': {'precision': 0.75; 'recall': 0.5454545454545454; 'f1-score': 0.631578947368421; 'support': 11}; '1.0': {'precision': 0.782608695652174; 'recall': 0.9; 'f1-score': 0.8372093023255814; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.7663043478260869; 'recall': 0.7227272727272727; 'f1-score': 0.7343941248470012; 'support': 31}; 'weighted avg': {'precision': 0.7710378681626928; 'recall': 0.7741935483870968; 'f1-score': 0.7642436925020729; 'support': 31}}
10,1,CNF,9,285,31,8,[35; 36],222,0.306752,0.838710,2,[X3 >= 0.007075 OR X12 >= 0.354740],{'0.0': {'precision': 0.9333333333333333; 'recall': 0.4077669902912621; 'f1-score': 0.5675675675675675; 'support': 103}; '1.0': {'precision': 0.7458333333333333; 'recall': 0.9835164835164835; 'f1-score': 0.8483412322274881; 'support': 182}; 'accuracy': 0.775438596491228; 'macro avg': {'precision': 0.8395833333333333; 'recall': 0.6956417369038728; 'f1-score': 0.7079543998975278; 'support': 285}; 'weighted avg': {'precision': 0.8135964912280702; 'recall': 0.775438596491228; 'f1-score': 0.7468686446486397; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
10,1,CNF,0,284,32,4,[71; 71],222,0.267490,0.781250,2,[X4 >= 0.418075 OR X22 >= 0.186570],{'0.0': {'precision': 0.9473684210526315; 'recall': 0.5242718446601942; 'f1-score': 0.6749999999999999; 'support': 103}; '1.0': {'precision': 0.7841409691629956; 'recall': 0.9834254143646409; 'f1-score': 0.8725490196078431; 'support': 181}; 'accuracy': 0.8169014084507042; 'macro avg': {'precision': 0.8657546951078136; 'recall': 0.7538486295124176; 'f1-score': 0.7737745098039215; 'support': 284}; 'weighted avg': {'precision': 0.843339657700434; 'recall': 0.8169014084507042; 'f1-score': 0.8009027202430268; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.45454545454545453; 'f1-score': 0.5882352941176471; 'support': 11}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.9523809523809523; 'f1-score': 0.8510638297872339; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8012820512820513; 'recall': 0.7034632034632035; 'f1-score': 0.7196495619524406; 'support': 32}; 'weighted avg': {'precision': 0.7912660256410257; 'recall': 0.78125; 'f1-score': 0.7607165206508135; 'support': 32}}
10,1,CNF,1,284,32,4,[71; 71],222,0.323981,0.812500,1,[X26 < 0.999945],{'0.0': {'precision': 0.84; 'recall': 0.6116504854368932; 'f1-score': 0.7078651685393258; 'support': 103}; '1.0': {'precision': 0.8086124401913876; 'recall': 0.9337016574585635; 'f1-score': 0.8666666666666666; 'support': 181}; 'accuracy': 0.8169014084507042; 'macro avg': {'precision': 0.8243062200956938; 'recall': 0.7726760714477283; 'f1-score': 0.7872659176029961; 'support': 284}; 'weighted avg': {'precision': 0.8199959566008492; 'recall': 0.8169014084507042; 'f1-score': 0.8090731655852718; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7777777777777778; 'recall': 1.0; 'f1-score': 0.8750000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.75; 'support': 32}; 'weighted avg': {'precision': 0.8541666666666666; 'recall': 0.8125; 'f1-score': 0.7890625000000001; 'support': 32}}
10,1,CNF,2,284,32,4,[71; 71],222,0.393178,0.812500,2,[X4 >= 0.418075 OR X16 < -0.054150],{'0.0': {'precision': 0.8947368421052632; 'recall': 0.5; 'f1-score': 0.6415094339622641; 'support': 102}; '1.0': {'precision': 0.775330396475771; 'recall': 0.967032967032967; 'f1-score': 0.8606356968215159; 'support': 182}; 'accuracy': 0.7992957746478874; 'macro avg': {'precision': 0.835033619290517; 'recall': 0.7335164835164836; 'f1-score': 0.7510725653918899; 'support': 284}; 'weighted avg': {'precision': 0.8182158100469267; 'recall': 0.7992957746478874; 'f1-score': 0.7819354193157283; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5; 'f1-score': 0.6666666666666666; 'support': 12}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.75; 'f1-score': 0.7681159420289856; 'support': 32}; 'weighted avg': {'precision': 0.8557692307692308; 'recall': 0.8125; 'f1-score': 0.7934782608695653; 'support': 32}}
10,1,CNF,3,284,32,4,[71; 71],222,0.398324,0.812500,1,[X6 >= 0.029375],{'0.0': {'precision': 0.9333333333333333; 'recall': 0.5490196078431373; 'f1-score': 0.6913580246913581; 'support': 102}; '1.0': {'precision': 0.7946428571428571; 'recall': 0.978021978021978; 'f1-score': 0.876847290640394; 'support': 182}; 'accuracy': 0.823943661971831; 'macro avg': {'precision': 0.8639880952380952; 'recall': 0.7635207929325576; 'f1-score': 0.7841026576658761; 'support': 284}; 'weighted avg': {'precision': 0.8444542253521127; 'recall': 0.823943661971831; 'f1-score': 0.8102279063910923; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5; 'f1-score': 0.6666666666666666; 'support': 12}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.75; 'f1-score': 0.7681159420289856; 'support': 32}; 'weighted avg': {'precision': 0.8557692307692308; 'recall': 0.8125; 'f1-score': 0.7934782608695653; 'support': 32}}
10,1,CNF,4,284,32,4,[71; 71],222,0.387260,0.781250,2,[X11 >= 0.001845 OR X12 >= 0.354740],{'0.0': {'precision': 0.9565217391304348; 'recall': 0.43137254901960786; 'f1-score': 0.5945945945945946; 'support': 102}; '1.0': {'precision': 0.7563025210084033; 'recall': 0.989010989010989; 'f1-score': 0.8571428571428571; 'support': 182}; 'accuracy': 0.7887323943661971; 'macro avg': {'precision': 0.8564121300694191; 'recall': 0.7101917690152985; 'f1-score': 0.7258687258687259; 'support': 284}; 'weighted avg': {'precision': 0.8282122401930766; 'recall': 0.7887323943661971; 'f1-score': 0.7628473543966502; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5; 'f1-score': 0.631578947368421; 'support': 12}; '1.0': {'precision': 0.76; 'recall': 0.95; 'f1-score': 0.8444444444444444; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8085714285714285; 'recall': 0.725; 'f1-score': 0.7380116959064327; 'support': 32}; 'weighted avg': {'precision': 0.7964285714285714; 'recall': 0.78125; 'f1-score': 0.7646198830409356; 'support': 32}}
10,1,CNF,5,284,32,4,[71; 71],222,0.378993,0.781250,2,[X21 < -0.001400 OR X26 < 0.999945],{'0.0': {'precision': 0.9183673469387755; 'recall': 0.4411764705882353; 'f1-score': 0.5960264900662251; 'support': 102}; '1.0': {'precision': 0.7574468085106383; 'recall': 0.978021978021978; 'f1-score': 0.8537170263788969; 'support': 182}; 'accuracy': 0.7852112676056338; 'macro avg': {'precision': 0.8379070777247069; 'recall': 0.7095992243051066; 'f1-score': 0.724871758222561; 'support': 284}; 'weighted avg': {'precision': 0.8152422131573636; 'recall': 0.7852112676056338; 'f1-score': 0.7611661999567402; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.4166666666666667; 'f1-score': 0.5882352941176471; 'support': 12}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.7083333333333334; 'f1-score': 0.7196495619524406; 'support': 32}; 'weighted avg': {'precision': 0.8379629629629629; 'recall': 0.78125; 'f1-score': 0.7525031289111389; 'support': 32}}
10,1,CNF,6,285,31,4,[71; 72],222,0.346853,0.709677,1,[X6 >= 0.029375],{'0.0': {'precision': 0.9375; 'recall': 0.5825242718446602; 'f1-score': 0.718562874251497; 'support': 103}; '1.0': {'precision': 0.8054298642533937; 'recall': 0.978021978021978; 'f1-score': 0.8833746898263027; 'support': 182}; 'accuracy': 0.8350877192982457; 'macro avg': {'precision': 0.8714649321266968; 'recall': 0.780273124933319; 'f1-score': 0.8009687820388999; 'support': 285}; 'weighted avg': {'precision': 0.8531604747162023; 'recall': 0.8350877192982457; 'f1-score': 0.8238111213904958; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.18181818181818182; 'f1-score': 0.3076923076923077; 'support': 11}; '1.0': {'precision': 0.6896551724137931; 'recall': 1.0; 'f1-score': 0.8163265306122449; 'support': 20}; 'accuracy': 0.7096774193548387; 'macro avg': {'precision': 0.8448275862068966; 'recall': 0.5909090909090909; 'f1-score': 0.5620094191522763; 'support': 31}; 'weighted avg': {'precision': 0.799777530589544; 'recall': 0.7096774193548387; 'f1-score': 0.6358434192535575; 'support': 31}}
