lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,1,[460; 460],122,2.026481,0.923077,3,[X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9750889679715302; 'recall': 0.9480968858131488; 'f1-score': 0.9614035087719298; 'support': 289}; '1.0': {'precision': 0.9162011173184358; 'recall': 0.9590643274853801; 'f1-score': 0.9371428571428572; 'support': 171}; 'accuracy': 0.9521739130434783; 'macro avg': {'precision': 0.945645042644983; 'recall': 0.9535806066492645; 'f1-score': 0.9492731829573935; 'support': 460}; 'weighted avg': {'precision': 0.9531980495765755; 'recall': 0.9521739130434783; 'f1-score': 0.9523848752315571; 'support': 460}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.9393939393939394; 'f1-score': 0.9393939393939394; 'support': 33}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9170653907496014; 'recall': 0.9170653907496014; 'f1-score': 0.9170653907496014; 'support': 52}; 'weighted avg': {'precision': 0.9230769230769231; 'recall': 0.9230769230769231; 'f1-score': 0.9230769230769231; 'support': 52}}
5,3,CNF,3,461,51,1,[461; 461],122,1001.422191,0.980392,12,[X6 >= 0.069225 OR X10 >= 0.547850 OR X21 >= 29.295000 OR X28 >= 0.357100 OR X29 >= 0.092790] AND [X3 >= 696.250000 OR X22 >= 101.650000 OR X27 >= 0.175750] AND [X3 >= 696.250000 OR X22 >= 117.450000 OR X23 >= 884.550000 OR X24 >= 0.136150],{'0.0': {'precision': 0.9829351535836177; 'recall': 0.993103448275862; 'f1-score': 0.9879931389365352; 'support': 290}; '1.0': {'precision': 0.9880952380952381; 'recall': 0.9707602339181286; 'f1-score': 0.9793510324483775; 'support': 171}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9855151958394279; 'recall': 0.9819318410969953; 'f1-score': 0.9836720856924563; 'support': 461}; 'weighted avg': {'precision': 0.9848491979469303; 'recall': 0.9848156182212582; 'f1-score': 0.9847874985689106; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
5,3,CNF,4,461,51,1,[461; 461],122,725.788499,0.941176,11,[X12 >= 5.131000 OR X22 >= 101.650000 OR X27 >= 0.175750] AND [X0 >= 17.880000 OR X6 >= 0.089420 OR X13 >= 53.780000 OR X21 >= 29.295000 OR X25 >= 0.281050] AND [X2 >= 98.755000 OR X15 < 0.018380 OR X24 >= 0.136150],{'0.0': {'precision': 0.9896907216494846; 'recall': 0.993103448275862; 'f1-score': 0.9913941480206541; 'support': 290}; '1.0': {'precision': 0.9882352941176471; 'recall': 0.9824561403508771; 'f1-score': 0.9853372434017595; 'support': 171}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.9889630078835658; 'recall': 0.9877797943133696; 'f1-score': 0.9883656957112068; 'support': 461}; 'weighted avg': {'precision': 0.9891508559055708; 'recall': 0.9891540130151844; 'f1-score': 0.989147443704318; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,3,CNF,5,461,51,1,[461; 461],122,1000.219350,0.941176,12,[X6 >= 0.119200 OR X21 >= 23.350000 OR X28 >= 0.280650] AND [X3 >= 696.250000 OR X7 >= 0.051420 OR X23 >= 884.550000] AND [X5 < 0.102150 OR X7 >= 0.079005 OR X21 >= 29.295000 OR X23 >= 884.550000 OR X27 >= 0.175750 OR X28 >= 0.357100],{'0.0': {'precision': 0.9796610169491525; 'recall': 0.996551724137931; 'f1-score': 0.988034188034188; 'support': 290}; '1.0': {'precision': 0.9939759036144579; 'recall': 0.9649122807017544; 'f1-score': 0.9792284866468842; 'support': 171}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9868184602818052; 'recall': 0.9807320024198427; 'f1-score': 0.9836313373405361; 'support': 461}; 'weighted avg': {'precision': 0.9849708772957192; 'recall': 0.9848156182212582; 'f1-score': 0.9847678649599385; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
5,3,CNF,6,461,51,1,[461; 461],122,1000.197146,0.901961,10,[X1 < 18.635000 OR X7 >= 0.051420 OR X13 >= 31.285000 OR X20 >= 16.795000] AND [X3 >= 696.250000 OR X22 >= 101.650000 OR X27 >= 0.175750] AND [X1 >= 18.635000 OR X23 >= 1214.000000 OR X24 >= 0.136150],{'0.0': {'precision': 0.9930795847750865; 'recall': 0.9896551724137931; 'f1-score': 0.9913644214162349; 'support': 290}; '1.0': {'precision': 0.9825581395348837; 'recall': 0.9883040935672515; 'f1-score': 0.9854227405247813; 'support': 171}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.987818862154985; 'recall': 0.9889796329905223; 'f1-score': 0.9883935809705081; 'support': 461}; 'weighted avg': {'precision': 0.9891768361068117; 'recall': 0.9891540130151844; 'f1-score': 0.989160457354546; 'support': 461}},{'0.0': {'precision': 0.9354838709677419; 'recall': 0.90625; 'f1-score': 0.9206349206349206; 'support': 32}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8927419354838709; 'recall': 0.9004934210526316; 'f1-score': 0.8962148962148961; 'support': 51}; 'weighted avg': {'precision': 0.9036369386464261; 'recall': 0.9019607843137255; 'f1-score': 0.9024396083219612; 'support': 51}}
5,3,CNF,7,461,51,1,[461; 461],122,1000.188631,0.921569,12,[X2 >= 98.755000 OR X16 < 0.021110 OR X20 >= 16.795000 OR X21 >= 29.295000 OR X27 >= 0.175750 OR X28 >= 0.357100] AND [X21 >= 23.350000 OR X22 >= 117.450000 OR X26 >= 0.366300] AND [X7 >= 0.051420 OR X10 >= 0.547850 OR X20 >= 16.795000],{'0.0': {'precision': 0.9863481228668942; 'recall': 0.996551724137931; 'f1-score': 0.9914236706689538; 'support': 290}; '1.0': {'precision': 0.9940476190476191; 'recall': 0.9766081871345029; 'f1-score': 0.9852507374631269; 'support': 171}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.9901978709572566; 'recall': 0.9865799556362169; 'f1-score': 0.9883372040660403; 'support': 461}; 'weighted avg': {'precision': 0.9892041181964037; 'recall': 0.9891540130151844; 'f1-score': 0.9891339275492218; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,3,CNF,8,461,51,1,[461; 461],122,1000.183794,0.941176,9,[X10 >= 0.547850 OR X20 >= 16.795000 OR X27 >= 0.142350] AND [X0 >= 17.880000 OR X4 >= 0.089465 OR X21 >= 29.295000 OR X28 >= 0.280650] AND [X21 >= 23.350000 OR X22 >= 117.450000],{'0.0': {'precision': 0.9863013698630136; 'recall': 0.993103448275862; 'f1-score': 0.9896907216494845; 'support': 290}; '1.0': {'precision': 0.9881656804733728; 'recall': 0.9766081871345029; 'f1-score': 0.9823529411764705; 'support': 171}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9872335251681932; 'recall': 0.9848558177051825; 'f1-score': 0.9860218314129775; 'support': 461}; 'weighted avg': {'precision': 0.9869929037336675; 'recall': 0.9869848156182213; 'f1-score': 0.9869688985239198; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
5,3,CNF,9,461,51,1,[461; 461],122,1000.190825,0.980392,14,[X19 < 0.003116 OR X20 >= 16.795000 OR X21 >= 29.295000 OR X22 >= 117.450000 OR X27 >= 0.175750 OR X28 >= 0.357100] AND [X7 >= 0.051420 OR X13 >= 53.780000 OR X20 >= 16.795000] AND [X2 >= 114.800000 OR X6 >= 0.089420 OR X13 >= 53.780000 OR X21 >= 29.295000 OR X25 >= 0.281050],{'0.0': {'precision': 0.9829931972789115; 'recall': 0.996551724137931; 'f1-score': 0.9897260273972602; 'support': 290}; '1.0': {'precision': 0.9940119760479041; 'recall': 0.9707602339181286; 'f1-score': 0.9822485207100592; 'support': 171}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9885025866634078; 'recall': 0.9836559790280298; 'f1-score': 0.9859872740536597; 'support': 461}; 'weighted avg': {'precision': 0.9870804232431148; 'recall': 0.9869848156182213; 'f1-score': 0.9869523752421379; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
5,3,DNF,0,460,52,1,[460; 460],122,655.647193,0.942308,13,[X13 >= 18.515000 AND X20 >= 14.905000 AND X24 >= 0.136150 AND X25 >= 0.179250 AND X26 >= 0.216400 AND X27 >= 0.109550] OR [X2 >= 98.755000 AND X10 >= 0.193650 AND X26 >= 0.216400] OR [X7 >= 0.026805 AND X13 >= 31.285000 AND X15 < 0.018380 AND X21 >= 23.350000],{'0.0': {'precision': 0.9863481228668942; 'recall': 1.0; 'f1-score': 0.993127147766323; 'support': 289}; '1.0': {'precision': 1.0; 'recall': 0.9766081871345029; 'f1-score': 0.9881656804733728; 'support': 171}; 'accuracy': 0.991304347826087; 'macro avg': {'precision': 0.9931740614334471; 'recall': 0.9883040935672515; 'f1-score': 0.9906464141198479; 'support': 460}; 'weighted avg': {'precision': 0.9914230598011575; 'recall': 0.991304347826087; 'f1-score': 0.9912827762291611; 'support': 460}},{'0.0': {'precision': 0.9411764705882353; 'recall': 0.9696969696969697; 'f1-score': 0.955223880597015; 'support': 33}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9428104575163399; 'recall': 0.9322169059011165; 'f1-score': 0.9370713997579669; 'support': 52}; 'weighted avg': {'precision': 0.9423705379587732; 'recall': 0.9423076923076923; 'f1-score': 0.9419586061377105; 'support': 52}}
5,3,DNF,1,460,52,1,[460; 460],122,1004.915788,1.000000,13,[X2 >= 98.755000 AND X13 >= 18.515000 AND X26 >= 0.216400] OR [X13 >= 18.515000 AND X20 >= 14.905000 AND X24 >= 0.136150 AND X26 >= 0.216400 AND X27 >= 0.109550] OR [X8 < 0.208650 AND X13 >= 31.285000 AND X15 < 0.018380 AND X19 < 0.003116 AND X21 >= 23.350000],{'0.0': {'precision': 0.9795918367346939; 'recall': 0.9965397923875432; 'f1-score': 0.9879931389365352; 'support': 289}; '1.0': {'precision': 0.9939759036144579; 'recall': 0.9649122807017544; 'f1-score': 0.9792284866468842; 'support': 171}; 'accuracy': 0.9847826086956522; 'macro avg': {'precision': 0.9867838701745759; 'recall': 0.9807260365446488; 'f1-score': 0.9836108127917097; 'support': 460}; 'weighted avg': {'precision': 0.984938957248693; 'recall': 0.9847826086956522; 'f1-score': 0.9847349747158171; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 52}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 52}}
5,3,DNF,2,461,51,1,[461; 461],122,1017.276509,0.941176,7,[X7 >= 0.051420 AND X21 >= 29.295000] OR [X6 >= 0.089420 AND X13 >= 18.515000 AND X27 >= 0.142350] OR [X20 >= 16.795000 AND X21 >= 23.350000],{'0.0': {'precision': 0.9829351535836177; 'recall': 0.993103448275862; 'f1-score': 0.9879931389365352; 'support': 290}; '1.0': {'precision': 0.9880952380952381; 'recall': 0.9707602339181286; 'f1-score': 0.9793510324483775; 'support': 171}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9855151958394279; 'recall': 0.9819318410969953; 'f1-score': 0.9836720856924563; 'support': 461}; 'weighted avg': {'precision': 0.9848491979469303; 'recall': 0.9848156182212582; 'f1-score': 0.9847874985689106; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,3,DNF,3,461,51,1,[461; 461],122,1000.185051,0.960784,12,[X1 >= 18.635000 AND X7 >= 0.026805 AND X12 >= 1.751000 AND X15 < 0.018380 AND X19 < 0.003116] OR [X2 < 98.755000 AND X6 >= 0.069225 AND X23 >= 696.050000 AND X24 >= 0.136150] OR [X2 >= 98.755000 AND X13 >= 18.515000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9863481228668942; 'recall': 0.996551724137931; 'f1-score': 0.9914236706689538; 'support': 290}; '1.0': {'precision': 0.9940476190476191; 'recall': 0.9766081871345029; 'f1-score': 0.9852507374631269; 'support': 171}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.9901978709572566; 'recall': 0.9865799556362169; 'f1-score': 0.9883372040660403; 'support': 461}; 'weighted avg': {'precision': 0.9892041181964037; 'recall': 0.9891540130151844; 'f1-score': 0.9891339275492218; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
5,3,DNF,4,461,51,1,[461; 461],122,627.065633,0.941176,12,[X1 >= 18.635000 AND X7 >= 0.026805 AND X12 >= 1.751000 AND X15 < 0.018380 AND X19 < 0.003116] OR [X6 >= 0.069225 AND X13 >= 18.515000 AND X24 >= 0.136150 AND X27 >= 0.109550] OR [X2 >= 98.755000 AND X13 >= 18.515000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9863481228668942; 'recall': 0.996551724137931; 'f1-score': 0.9914236706689538; 'support': 290}; '1.0': {'precision': 0.9940476190476191; 'recall': 0.9766081871345029; 'f1-score': 0.9852507374631269; 'support': 171}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.9901978709572566; 'recall': 0.9865799556362169; 'f1-score': 0.9883372040660403; 'support': 461}; 'weighted avg': {'precision': 0.9892041181964037; 'recall': 0.9891540130151844; 'f1-score': 0.9891339275492218; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,3,DNF,5,461,51,1,[461; 461],122,1000.225939,0.980392,13,[X2 >= 98.755000 AND X13 >= 18.515000 AND X26 >= 0.216400] OR [X1 >= 18.635000 AND X7 >= 0.026805 AND X12 >= 1.751000 AND X15 < 0.018380 AND X19 < 0.003116] OR [X2 < 98.755000 AND X6 >= 0.069225 AND X20 >= 14.905000 AND X24 >= 0.136150 AND X27 >= 0.109550],{'0.0': {'precision': 0.9829931972789115; 'recall': 0.996551724137931; 'f1-score': 0.9897260273972602; 'support': 290}; '1.0': {'precision': 0.9940119760479041; 'recall': 0.9707602339181286; 'f1-score': 0.9822485207100592; 'support': 171}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9885025866634078; 'recall': 0.9836559790280298; 'f1-score': 0.9859872740536597; 'support': 461}; 'weighted avg': {'precision': 0.9870804232431148; 'recall': 0.9869848156182213; 'f1-score': 0.9869523752421379; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
5,3,DNF,6,461,51,1,[461; 461],122,585.853623,0.960784,14,[X2 >= 98.755000 AND X13 >= 18.515000 AND X26 >= 0.216400] OR [X13 >= 18.515000 AND X20 >= 14.905000 AND X24 >= 0.136150 AND X25 >= 0.179250 AND X26 >= 0.216400 AND X27 >= 0.109550] OR [X7 >= 0.026805 AND X13 >= 31.285000 AND X15 < 0.018380 AND X19 < 0.003116 AND X21 >= 23.350000],{'0.0': {'precision': 0.9863945578231292; 'recall': 1.0; 'f1-score': 0.9931506849315068; 'support': 290}; '1.0': {'precision': 1.0; 'recall': 0.9766081871345029; 'f1-score': 0.9881656804733728; 'support': 171}; 'accuracy': 0.9913232104121475; 'macro avg': {'precision': 0.9931972789115646; 'recall': 0.9883040935672515; 'f1-score': 0.9906581827024399; 'support': 461}; 'weighted avg': {'precision': 0.9914412619711659; 'recall': 0.9913232104121475; 'f1-score': 0.9913015834947586; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
5,3,DNF,7,461,51,1,[461; 461],122,1000.153012,0.960784,12,[X13 >= 18.515000 AND X24 >= 0.136150 AND X25 >= 0.179250 AND X26 >= 0.216400 AND X27 >= 0.109550] OR [X8 < 0.208650 AND X13 >= 31.285000 AND X15 < 0.018380 AND X19 < 0.003116 AND X21 >= 23.350000] OR [X2 >= 98.755000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9829931972789115; 'recall': 0.996551724137931; 'f1-score': 0.9897260273972602; 'support': 290}; '1.0': {'precision': 0.9940119760479041; 'recall': 0.9707602339181286; 'f1-score': 0.9822485207100592; 'support': 171}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9885025866634078; 'recall': 0.9836559790280298; 'f1-score': 0.9859872740536597; 'support': 461}; 'weighted avg': {'precision': 0.9870804232431148; 'recall': 0.9869848156182213; 'f1-score': 0.9869523752421379; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.9375; 'f1-score': 0.967741935483871; 'support': 32}; '1.0': {'precision': 0.9047619047619048; 'recall': 1.0; 'f1-score': 0.9500000000000001; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9523809523809523; 'recall': 0.96875; 'f1-score': 0.9588709677419356; 'support': 51}; 'weighted avg': {'precision': 0.9645191409897292; 'recall': 0.9607843137254902; 'f1-score': 0.9611321948134092; 'support': 51}}
5,3,DNF,8,461,51,1,[461; 461],122,1000.164644,0.941176,14,[X1 >= 18.635000 AND X7 >= 0.026805 AND X12 >= 1.751000 AND X15 < 0.018380 AND X17 < 0.011965 AND X19 < 0.003116] OR [X2 >= 98.755000 AND X13 >= 18.515000 AND X26 >= 0.216400] OR [X6 >= 0.089420 AND X13 >= 18.515000 AND X24 >= 0.136150 AND X26 >= 0.216400 AND X27 >= 0.109550],{'0.0': {'precision': 0.9830508474576272; 'recall': 1.0; 'f1-score': 0.9914529914529915; 'support': 290}; '1.0': {'precision': 1.0; 'recall': 0.9707602339181286; 'f1-score': 0.9851632047477744; 'support': 171}; 'accuracy': 0.9891540130151844; 'macro avg': {'precision': 0.9915254237288136; 'recall': 0.9853801169590644; 'f1-score': 0.9883080981003829; 'support': 461}; 'weighted avg': {'precision': 0.9893378433030626; 'recall': 0.9891540130151844; 'f1-score': 0.9891199035428134; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
5,3,DNF,9,461,51,1,[461; 461],122,1000.161577,0.980392,13,[X2 >= 98.755000 AND X13 >= 18.515000 AND X26 >= 0.216400] OR [X1 >= 18.635000 AND X7 >= 0.026805 AND X12 >= 1.751000 AND X15 < 0.018380 AND X19 < 0.003116] OR [X6 >= 0.089420 AND X13 >= 18.515000 AND X24 >= 0.136150 AND X26 >= 0.216400 AND X27 >= 0.109550],{'0.0': {'precision': 0.9829931972789115; 'recall': 0.996551724137931; 'f1-score': 0.9897260273972602; 'support': 290}; '1.0': {'precision': 0.9940119760479041; 'recall': 0.9707602339181286; 'f1-score': 0.9822485207100592; 'support': 171}; 'accuracy': 0.9869848156182213; 'macro avg': {'precision': 0.9885025866634078; 'recall': 0.9836559790280298; 'f1-score': 0.9859872740536597; 'support': 461}; 'weighted avg': {'precision': 0.9870804232431148; 'recall': 0.9869848156182213; 'f1-score': 0.9869523752421379; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
10,1,CNF,0,460,52,1,[460; 460],122,1.956619,0.923077,3,[X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9750889679715302; 'recall': 0.9480968858131488; 'f1-score': 0.9614035087719298; 'support': 289}; '1.0': {'precision': 0.9162011173184358; 'recall': 0.9590643274853801; 'f1-score': 0.9371428571428572; 'support': 171}; 'accuracy': 0.9521739130434783; 'macro avg': {'precision': 0.945645042644983; 'recall': 0.9535806066492645; 'f1-score': 0.9492731829573935; 'support': 460}; 'weighted avg': {'precision': 0.9531980495765755; 'recall': 0.9521739130434783; 'f1-score': 0.9523848752315571; 'support': 460}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.9393939393939394; 'f1-score': 0.9393939393939394; 'support': 33}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9170653907496014; 'recall': 0.9170653907496014; 'f1-score': 0.9170653907496014; 'support': 52}; 'weighted avg': {'precision': 0.9230769230769231; 'recall': 0.9230769230769231; 'f1-score': 0.9230769230769231; 'support': 52}}
10,1,CNF,1,460,52,1,[460; 460],122,1.915118,0.961538,3,[X12 >= 5.131000 OR X20 >= 16.795000 OR X27 >= 0.142350],{'0.0': {'precision': 0.974910394265233; 'recall': 0.9411764705882353; 'f1-score': 0.9577464788732394; 'support': 289}; '1.0': {'precision': 0.9060773480662984; 'recall': 0.9590643274853801; 'f1-score': 0.9318181818181818; 'support': 171}; 'accuracy': 0.9478260869565217; 'macro avg': {'precision': 0.9404938711657657; 'recall': 0.9501203990368077; 'f1-score': 0.9447823303457106; 'support': 460}; 'weighted avg': {'precision': 0.9493224575260637; 'recall': 0.9478260869565217; 'f1-score': 0.9481079162723377; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 0.9393939393939394; 'f1-score': 0.96875; 'support': 33}; '1.0': {'precision': 0.9047619047619048; 'recall': 1.0; 'f1-score': 0.9500000000000001; 'support': 19}; 'accuracy': 0.9615384615384616; 'macro avg': {'precision': 0.9523809523809523; 'recall': 0.9696969696969697; 'f1-score': 0.9593750000000001; 'support': 52}; 'weighted avg': {'precision': 0.9652014652014652; 'recall': 0.9615384615384616; 'f1-score': 0.9618990384615385; 'support': 52}}
