l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],14,1.172090,0.716981,4,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.5; 'recall': 0.6343283582089553; 'f1-score': 0.5592105263157895; 'support': 134}; '1.0': {'precision': 0.8355704697986577; 'recall': 0.7455089820359282; 'f1-score': 0.7879746835443038; 'support': 334}; 'accuracy': 0.7136752136752137; 'macro avg': {'precision': 0.6677852348993288; 'recall': 0.6899186701224418; 'f1-score': 0.6735926049300467; 'support': 468}; 'weighted avg': {'precision': 0.7394883267366489; 'recall': 0.7136752136752138; 'f1-score': 0.7224738351070796; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.6666666666666666; 'f1-score': 0.5714285714285715; 'support': 15}; '1.0': {'precision': 0.8484848484848485; 'recall': 0.7368421052631579; 'f1-score': 0.7887323943661972; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6742424242424243; 'recall': 0.7017543859649122; 'f1-score': 0.6800804828973843; 'support': 53}; 'weighted avg': {'precision': 0.7498570611778159; 'recall': 0.7169811320754716; 'f1-score': 0.7272313124027183; 'support': 53}}
l: 5,3,DNF,8,469,52,7,[67; 67],14,0.709965,0.634615,5,[X1 AND X4 < 211.500000] OR [X2 >= 1.650000] OR [X4 >= 211.500000 AND X5 < 61.500000],{'0.0': {'precision': 0.34782608695652173; 'recall': 0.23880597014925373; 'f1-score': 0.2831858407079646; 'support': 134}; '1.0': {'precision': 0.7294429708222812; 'recall': 0.8208955223880597; 'f1-score': 0.7724719101123594; 'support': 335}; 'accuracy': 0.6545842217484008; 'macro avg': {'precision': 0.5386345288894014; 'recall': 0.5298507462686567; 'f1-score': 0.527828875410162; 'support': 469}; 'weighted avg': {'precision': 0.6204095754320642; 'recall': 0.6545842217484008; 'f1-score': 0.6326758902825323; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.4; 'f1-score': 0.38709677419354843; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.7297297297297297; 'f1-score': 0.7397260273972601; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5625; 'recall': 0.5648648648648649; 'f1-score': 0.5634114007954043; 'support': 52}; 'weighted avg': {'precision': 0.6418269230769231; 'recall': 0.6346153846153846; 'f1-score': 0.6380060505115741; 'support': 52}}
l: 5,3,DNF,9,469,52,7,[67; 67],14,0.908284,0.711538,6,[X1 AND X4 >= 211.500000] OR [(NOT X1) AND X2 < 1.650000 AND X6 < 59.500000] OR [X6 >= 59.500000],{'0.0': {'precision': 0.4315068493150685; 'recall': 0.4701492537313433; 'f1-score': 0.45; 'support': 134}; '1.0': {'precision': 0.7801857585139319; 'recall': 0.7522388059701492; 'f1-score': 0.7659574468085106; 'support': 335}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.6058463039145002; 'recall': 0.6111940298507463; 'f1-score': 0.6079787234042553; 'support': 469}; 'weighted avg': {'precision': 0.6805632130285423; 'recall': 0.6716417910447762; 'f1-score': 0.6756838905775076; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.4666666666666667; 'f1-score': 0.4827586206896552; 'support': 15}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.8108108108108109; 'f1-score': 0.8; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6447368421052632; 'recall': 0.6387387387387388; 'f1-score': 0.6413793103448276; 'support': 52}; 'weighted avg': {'precision': 0.7059716599190283; 'recall': 0.7115384615384616; 'f1-score': 0.7084880636604775; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'DNF', 'real_partition_size': [67, 67], 'n_partitions': 7}, (mean val acc cv) 0.662155 (+- 0.054690), (mean training time) 0.746903 (+- 0.222689)
l: 5,3,DNF,0,468,53,3,[156; 156],14,17.239408,0.716981,4,[X5 >= 61.500000] OR [X2 < 1.650000 AND X4 >= 211.500000] OR [X2 >= 1.650000],{'0.0': {'precision': 0.49444444444444446; 'recall': 0.664179104477612; 'f1-score': 0.5668789808917197; 'support': 134}; '1.0': {'precision': 0.84375; 'recall': 0.7275449101796407; 'f1-score': 0.7813504823151126; 'support': 334}; 'accuracy': 0.7094017094017094; 'macro avg': {'precision': 0.6690972222222222; 'recall': 0.6958620073286264; 'f1-score': 0.6741147316034162; 'support': 468}; 'weighted avg': {'precision': 0.7437351614434948; 'recall': 0.7094017094017094; 'f1-score': 0.7199419754973035; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.6666666666666666; 'f1-score': 0.5714285714285715; 'support': 15}; '1.0': {'precision': 0.8484848484848485; 'recall': 0.7368421052631579; 'f1-score': 0.7887323943661972; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6742424242424243; 'recall': 0.7017543859649122; 'f1-score': 0.6800804828973843; 'support': 53}; 'weighted avg': {'precision': 0.7498570611778159; 'recall': 0.7169811320754716; 'f1-score': 0.7272313124027183; 'support': 53}}
l: 5,3,DNF,1,469,52,3,[156; 157],14,5.398365,0.673077,4,[X4 >= 211.500000] OR [X9 >= 0.895000] OR [X2 >= 1.650000 AND X9 < 0.895000],{'0.0': {'precision': 0.46511627906976744; 'recall': 0.14814814814814814; 'f1-score': 0.2247191011235955; 'support': 135}; '1.0': {'precision': 0.7300469483568075; 'recall': 0.9311377245508982; 'f1-score': 0.8184210526315789; 'support': 334}; 'accuracy': 0.7057569296375267; 'macro avg': {'precision': 0.5975816137132874; 'recall': 0.5396429363495232; 'f1-score': 0.5215700768775873; 'support': 469}; 'weighted avg': {'precision': 0.6537875872613909; 'recall': 0.7057569296375267; 'f1-score': 0.6475260346068928; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.9210526315789473; 'f1-score': 0.8045977011494253; 'support': 38}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.4605263157894737; 'f1-score': 0.40229885057471265; 'support': 52}; 'weighted avg': {'precision': 0.521978021978022; 'recall': 0.6730769230769231; 'f1-score': 0.5879752431476569; 'support': 52}}
l: 5,3,DNF,2,469,52,3,[156; 157],14,3.385039,0.653846,4,[X4 >= 211.500000] OR [X5 < 61.500000 AND X9 < 0.895000] OR [X5 >= 61.500000],{'0.0': {'precision': 0.48427672955974843; 'recall': 0.5746268656716418; 'f1-score': 0.5255972696245733; 'support': 134}; '1.0': {'precision': 0.8161290322580645; 'recall': 0.755223880597015; 'f1-score': 0.7844961240310077; 'support': 335}; 'accuracy': 0.7036247334754797; 'macro avg': {'precision': 0.6502028809089064; 'recall': 0.6649253731343283; 'f1-score': 0.6550466968277905; 'support': 469}; 'weighted avg': {'precision': 0.7213140886299743; 'recall': 0.7036247334754797; 'f1-score': 0.7105250227720264; 'support': 469}},{'0.0': {'precision': 0.42105263157894735; 'recall': 0.5333333333333333; 'f1-score': 0.47058823529411764; 'support': 15}; '1.0': {'precision': 0.7878787878787878; 'recall': 0.7027027027027027; 'f1-score': 0.7428571428571429; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.6044657097288676; 'recall': 0.618018018018018; 'f1-score': 0.6067226890756303; 'support': 52}; 'weighted avg': {'precision': 0.6820635504846031; 'recall': 0.6538461538461539; 'f1-score': 0.6643180349062702; 'support': 52}}
l: 5,3,DNF,3,469,52,3,[156; 157],14,7.810245,0.673077,3,[X6 >= 59.500000] OR [X5 < 61.500000] OR [X4 >= 211.500000],{'0.0': {'precision': 0.5; 'recall': 0.022388059701492536; 'f1-score': 0.04285714285714286; 'support': 134}; '1.0': {'precision': 0.7170626349892009; 'recall': 0.991044776119403; 'f1-score': 0.8320802005012532; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.6085313174946004; 'recall': 0.5067164179104477; 'f1-score': 0.437468671679198; 'support': 469}; 'weighted avg': {'precision': 0.6550447392780006; 'recall': 0.7142857142857143; 'f1-score': 0.6065878983172217; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7; 'recall': 0.9459459459459459; 'f1-score': 0.8045977011494254; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.35; 'recall': 0.47297297297297297; 'f1-score': 0.4022988505747127; 'support': 52}; 'weighted avg': {'precision': 0.49807692307692303; 'recall': 0.6730769230769231; 'f1-score': 0.572502210433245; 'support': 52}}
l: 5,3,DNF,4,469,52,3,[156; 157],14,9.378945,0.634615,5,[X4 >= 211.500000] OR [X5 < 61.500000 AND X9 < 0.895000] OR [X1 AND X2 >= 1.650000],{'0.0': {'precision': 0.5; 'recall': 0.5671641791044776; 'f1-score': 0.5314685314685315; 'support': 134}; '1.0': {'precision': 0.8170347003154574; 'recall': 0.7731343283582089; 'f1-score': 0.7944785276073619; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.6585173501577287; 'recall': 0.6701492537313433; 'f1-score': 0.6629735295379466; 'support': 469}; 'weighted avg': {'precision': 0.726453357368184; 'recall': 0.7142857142857143; 'f1-score': 0.7193328144248389; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.5333333333333333; 'f1-score': 0.4571428571428572; 'support': 15}; '1.0': {'precision': 0.78125; 'recall': 0.6756756756756757; 'f1-score': 0.7246376811594203; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.590625; 'recall': 0.6045045045045045; 'f1-score': 0.5908902691511387; 'support': 52}; 'weighted avg': {'precision': 0.6712740384615384; 'recall': 0.6346153846153846; 'f1-score': 0.647475712693104; 'support': 52}}
l: 5,3,DNF,5,469,52,3,[156; 157],14,7.318524,0.673077,6,[X2 < 1.650000 AND X4 >= 211.500000 AND X6 < 59.500000 AND X9 >= 0.895000] OR [X6 >= 59.500000] OR [X2 >= 1.650000],{'0.0': {'precision': 0.47761194029850745; 'recall': 0.7164179104477612; 'f1-score': 0.573134328358209; 'support': 134}; '1.0': {'precision': 0.8582089552238806; 'recall': 0.6865671641791045; 'f1-score': 0.7628524046434495; 'support': 335}; 'accuracy': 0.6950959488272921; 'macro avg': {'precision': 0.667910447761194; 'recall': 0.7014925373134329; 'f1-score': 0.6679933665008293; 'support': 469}; 'weighted avg': {'precision': 0.7494669509594882; 'recall': 0.6950959488272921; 'f1-score': 0.7086472399905237; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.5333333333333333; 'f1-score': 0.4848484848484848; 'support': 15}; '1.0': {'precision': 0.7941176470588235; 'recall': 0.7297297297297297; 'f1-score': 0.7605633802816901; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.619281045751634; 'recall': 0.6315315315315315; 'f1-score': 0.6227059325650874; 'support': 52}; 'weighted avg': {'precision': 0.6932503770739065; 'recall': 0.6730769230769231; 'f1-score': 0.6810302373682655; 'support': 52}}
l: 5,3,DNF,6,469,52,3,[156; 157],14,7.040938,0.673077,3,[X2 >= 1.650000] OR [X9 < 0.895000] OR [X4 >= 211.500000],{'0.0': {'precision': 0.4966442953020134; 'recall': 0.5522388059701493; 'f1-score': 0.5229681978798587; 'support': 134}; '1.0': {'precision': 0.8125; 'recall': 0.7761194029850746; 'f1-score': 0.7938931297709924; 'support': 335}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.6545721476510067; 'recall': 0.664179104477612; 'f1-score': 0.6584306638254256; 'support': 469}; 'weighted avg': {'precision': 0.7222555129434324; 'recall': 0.7121535181236673; 'f1-score': 0.7164860063735256; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.5333333333333333; 'f1-score': 0.4848484848484848; 'support': 15}; '1.0': {'precision': 0.7941176470588235; 'recall': 0.7297297297297297; 'f1-score': 0.7605633802816901; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.619281045751634; 'recall': 0.6315315315315315; 'f1-score': 0.6227059325650874; 'support': 52}; 'weighted avg': {'precision': 0.6932503770739065; 'recall': 0.6730769230769231; 'f1-score': 0.6810302373682655; 'support': 52}}
l: 5,3,DNF,7,469,52,3,[156; 157],14,6.010333,0.596154,4,[X6 >= 59.500000] OR [X1 AND X2 >= 1.650000] OR [(NOT X1)],{'0.0': {'precision': 0.4567901234567901; 'recall': 0.5522388059701493; 'f1-score': 0.5; 'support': 134}; '1.0': {'precision': 0.8045602605863192; 'recall': 0.7373134328358208; 'f1-score': 0.7694704049844238; 'support': 335}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.6306751920215546; 'recall': 0.6447761194029851; 'f1-score': 0.6347352024922119; 'support': 469}; 'weighted avg': {'precision': 0.7051973642635967; 'recall': 0.6844349680170576; 'f1-score': 0.6924788607031598; 'support': 469}},{'0.0': {'precision': 0.36363636363636365; 'recall': 0.5333333333333333; 'f1-score': 0.43243243243243246; 'support': 15}; '1.0': {'precision': 0.7666666666666667; 'recall': 0.6216216216216216; 'f1-score': 0.6865671641791045; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.5651515151515152; 'recall': 0.5774774774774775; 'f1-score': 0.5594997983057685; 'support': 52}; 'weighted avg': {'precision': 0.6504079254079254; 'recall': 0.5961538461538461; 'f1-score': 0.6132590684829491; 'support': 52}}
l: 5,3,DNF,8,469,52,3,[156; 157],14,13.048562,0.653846,4,[X2 < 1.650000 AND X4 >= 211.500000] OR [X1] OR [X3 >= 1.250000],{'0.0': {'precision': 0.47058823529411764; 'recall': 0.23880597014925373; 'f1-score': 0.31683168316831684; 'support': 134}; '1.0': {'precision': 0.7456359102244389; 'recall': 0.8925373134328358; 'f1-score': 0.8125; 'support': 335}; 'accuracy': 0.7057569296375267; 'macro avg': {'precision': 0.6081120727592783; 'recall': 0.5656716417910448; 'f1-score': 0.5646658415841584; 'support': 469}; 'weighted avg': {'precision': 0.667050860244347; 'recall': 0.7057569296375267; 'f1-score': 0.6708804809052333; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.4; 'f1-score': 0.4000000000000001; 'support': 15}; '1.0': {'precision': 0.7567567567567568; 'recall': 0.7567567567567568; 'f1-score': 0.7567567567567567; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5783783783783785; 'recall': 0.5783783783783785; 'f1-score': 0.5783783783783784; 'support': 52}; 'weighted avg': {'precision': 0.6538461538461539; 'recall': 0.6538461538461539; 'f1-score': 0.6538461538461539; 'support': 52}}
l: 5,3,DNF,9,469,52,3,[156; 157],14,15.529697,0.750000,6,[(NOT X1) AND X5 < 61.500000 AND X6 < 59.500000] OR [X4 >= 211.500000] OR [X1 AND X6 >= 59.500000],{'0.0': {'precision': 0.42758620689655175; 'recall': 0.4626865671641791; 'f1-score': 0.4444444444444445; 'support': 134}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.7522388059701492; 'f1-score': 0.7647951441578149; 'support': 335}; 'accuracy': 0.6695095948827292; 'macro avg': {'precision': 0.6026819923371648; 'recall': 0.6074626865671642; 'f1-score': 0.6046197943011297; 'support': 469}; 'weighted avg': {'precision': 0.6777230432402847; 'recall': 0.6695095948827292; 'f1-score': 0.6732663728111377; 'support': 469}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.4666666666666667; 'f1-score': 0.5185185185185186; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.8648648648648649; 'f1-score': 0.8311688311688312; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6916666666666667; 'recall': 0.6657657657657658; 'f1-score': 0.6748436748436749; 'support': 52}; 'weighted avg': {'precision': 0.7375; 'recall': 0.75; 'f1-score': 0.7409812409812411; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'DNF', 'real_partition_size': [156, 157], 'n_partitions': 3}, (mean val acc cv) 0.669775 (+- 0.039839), (mean training time) 9.216006 (+- 4.337178)
l: 10,1,CNF,0,468,53,58,[8; 9],14,1.026472,0.528302,3,[(NOT X1) OR X5 >= 61.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.3883495145631068; 'recall': 0.5970149253731343; 'f1-score': 0.47058823529411764; 'support': 134}; '1.0': {'precision': 0.7938931297709924; 'recall': 0.6227544910179641; 'f1-score': 0.697986577181208; 'support': 334}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5911213221670496; 'recall': 0.6098847081955492; 'f1-score': 0.5842874062376628; 'support': 468}; 'weighted avg': {'precision': 0.6777759408012131; 'recall': 0.6153846153846154; 'f1-score': 0.6328767955297762; 'support': 468}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.4; 'f1-score': 0.3243243243243243; 'support': 15}; '1.0': {'precision': 0.7096774193548387; 'recall': 0.5789473684210527; 'f1-score': 0.6376811594202899; 'support': 38}; 'accuracy': 0.5283018867924528; 'macro avg': {'precision': 0.4912023460410557; 'recall': 0.48947368421052634; 'f1-score': 0.48100274187230707; 'support': 53}; 'weighted avg': {'precision': 0.5860122835168483; 'recall': 0.5283018867924528; 'f1-score': 0.5489952626950165; 'support': 53}}
l: 10,1,CNF,1,469,52,58,[8; 9],14,1.129244,0.673077,4,[X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000],{'0.0': {'precision': 0.5; 'recall': 0.2518518518518518; 'f1-score': 0.33497536945812806; 'support': 135}; '1.0': {'precision': 0.7481296758104738; 'recall': 0.8982035928143712; 'f1-score': 0.8163265306122449; 'support': 334}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.6240648379052369; 'recall': 0.5750277223331115; 'f1-score': 0.5756509500351865; 'support': 469}; 'weighted avg': {'precision': 0.676706421579314; 'recall': 0.7121535181236673; 'f1-score': 0.6777712923269449; 'support': 469}},{'0.0': {'precision': 0.2; 'recall': 0.07142857142857142; 'f1-score': 0.10526315789473682; 'support': 14}; '1.0': {'precision': 0.723404255319149; 'recall': 0.8947368421052632; 'f1-score': 0.8; 'support': 38}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.4617021276595745; 'recall': 0.4830827067669173; 'f1-score': 0.45263157894736844; 'support': 52}; 'weighted avg': {'precision': 0.5824877250409165; 'recall': 0.6730769230769231; 'f1-score': 0.6129554655870446; 'support': 52}}
l: 10,1,CNF,2,469,52,58,[8; 9],14,1.067852,0.653846,3,[X1 OR X2 >= 1.650000 OR X5 >= 61.500000],{'0.0': {'precision': 0.4470588235294118; 'recall': 0.2835820895522388; 'f1-score': 0.34703196347031967; 'support': 134}; '1.0': {'precision': 0.75; 'recall': 0.8597014925373134; 'f1-score': 0.8011126564673157; 'support': 335}; 'accuracy': 0.6950959488272921; 'macro avg': {'precision': 0.5985294117647059; 'recall': 0.5716417910447761; 'f1-score': 0.5740723099688176; 'support': 469}; 'weighted avg': {'precision': 0.6634453781512605; 'recall': 0.6950959488272921; 'f1-score': 0.6713753156110311; 'support': 469}},{'0.0': {'precision': 0.2; 'recall': 0.06666666666666667; 'f1-score': 0.1; 'support': 15}; '1.0': {'precision': 0.7021276595744681; 'recall': 0.8918918918918919; 'f1-score': 0.7857142857142857; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.451063829787234; 'recall': 0.47927927927927927; 'f1-score': 0.44285714285714284; 'support': 52}; 'weighted avg': {'precision': 0.5572831423895254; 'recall': 0.6538461538461539; 'f1-score': 0.5879120879120878; 'support': 52}}
l: 10,1,CNF,3,469,52,58,[8; 9],14,1.078720,0.673077,3,[X2 >= 1.650000 OR X4 >= 211.500000 OR X5 < 61.500000],{'0.0': {'precision': 0.2727272727272727; 'recall': 0.022388059701492536; 'f1-score': 0.04137931034482758; 'support': 134}; '1.0': {'precision': 0.7139737991266376; 'recall': 0.9761194029850746; 'f1-score': 0.8247162673392181; 'support': 335}; 'accuracy': 0.7036247334754797; 'macro avg': {'precision': 0.49335053592695516; 'recall': 0.49925373134328355; 'f1-score': 0.43304778884202283; 'support': 469}; 'weighted avg': {'precision': 0.5879033630125333; 'recall': 0.7036247334754797; 'f1-score': 0.6009057081979637; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7; 'recall': 0.9459459459459459; 'f1-score': 0.8045977011494254; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.35; 'recall': 0.47297297297297297; 'f1-score': 0.4022988505747127; 'support': 52}; 'weighted avg': {'precision': 0.49807692307692303; 'recall': 0.6730769230769231; 'f1-score': 0.572502210433245; 'support': 52}}
l: 10,1,CNF,4,469,52,58,[8; 9],14,1.057230,0.673077,3,[X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.5029585798816568; 'recall': 0.6343283582089553; 'f1-score': 0.5610561056105611; 'support': 134}; '1.0': {'precision': 0.8366666666666667; 'recall': 0.7492537313432835; 'f1-score': 0.7905511811023622; 'support': 335}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6698126232741617; 'recall': 0.6917910447761194; 'f1-score': 0.6758036433564616; 'support': 469}; 'weighted avg': {'precision': 0.7413214990138067; 'recall': 0.7164179104477612; 'f1-score': 0.7249811595332761; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.6666666666666666; 'f1-score': 0.5405405405405405; 'support': 15}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.6756756756756757; 'f1-score': 0.746268656716418; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6439393939393939; 'recall': 0.6711711711711712; 'f1-score': 0.6434045986284792; 'support': 52}; 'weighted avg': {'precision': 0.7240675990675991; 'recall': 0.6730769230769231; 'f1-score': 0.6869240078195301; 'support': 52}}
l: 10,1,CNF,5,469,52,58,[8; 9],14,1.056817,0.673077,2,[X4 >= 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.45544554455445546; 'recall': 0.6865671641791045; 'f1-score': 0.5476190476190477; 'support': 134}; '1.0': {'precision': 0.8426966292134831; 'recall': 0.6716417910447762; 'f1-score': 0.7475083056478405; 'support': 335}; 'accuracy': 0.67590618336887; 'macro avg': {'precision': 0.6490710868839693; 'recall': 0.6791044776119404; 'f1-score': 0.647563676633444; 'support': 469}; 'weighted avg': {'precision': 0.7320534621680466; 'recall': 0.67590618336887; 'f1-score': 0.6903970890681854; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.5333333333333333; 'f1-score': 0.4848484848484848; 'support': 15}; '1.0': {'precision': 0.7941176470588235; 'recall': 0.7297297297297297; 'f1-score': 0.7605633802816901; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.619281045751634; 'recall': 0.6315315315315315; 'f1-score': 0.6227059325650874; 'support': 52}; 'weighted avg': {'precision': 0.6932503770739065; 'recall': 0.6730769230769231; 'f1-score': 0.6810302373682655; 'support': 52}}
l: 10,1,CNF,6,469,52,58,[8; 9],14,1.103703,0.557692,3,[(NOT X1) OR X2 >= 1.650000 OR X5 >= 61.500000],{'0.0': {'precision': 0.45348837209302323; 'recall': 0.582089552238806; 'f1-score': 0.5098039215686274; 'support': 134}; '1.0': {'precision': 0.8114478114478114; 'recall': 0.7194029850746269; 'f1-score': 0.7626582278481012; 'support': 335}; 'accuracy': 0.6801705756929638; 'macro avg': {'precision': 0.6324680917704173; 'recall': 0.6507462686567165; 'f1-score': 0.6362310747083644; 'support': 469}; 'weighted avg': {'precision': 0.7091736859178719; 'recall': 0.6801705756929638; 'f1-score': 0.6904141403396801; 'support': 469}},{'0.0': {'precision': 0.34615384615384615; 'recall': 0.6; 'f1-score': 0.43902439024390244; 'support': 15}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.5405405405405406; 'f1-score': 0.6349206349206349; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5576923076923077; 'recall': 0.5702702702702702; 'f1-score': 0.5369725125822686; 'support': 52}; 'weighted avg': {'precision': 0.647189349112426; 'recall': 0.5576923076923077; 'f1-score': 0.5784121028023467; 'support': 52}}
l: 10,1,CNF,7,469,52,58,[8; 9],14,1.111088,0.576923,4,[(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000],{'0.0': {'precision': 0.4508670520231214; 'recall': 0.582089552238806; 'f1-score': 0.50814332247557; 'support': 134}; '1.0': {'precision': 0.8108108108108109; 'recall': 0.7164179104477612; 'f1-score': 0.7606973058637084; 'support': 335}; 'accuracy': 0.6780383795309168; 'macro avg': {'precision': 0.6308389314169661; 'recall': 0.6492537313432836; 'f1-score': 0.6344203141696392; 'support': 469}; 'weighted avg': {'precision': 0.707969736871471; 'recall': 0.6780383795309168; 'f1-score': 0.6885390248956689; 'support': 469}},{'0.0': {'precision': 0.36; 'recall': 0.6; 'f1-score': 0.45; 'support': 15}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.5675675675675675; 'f1-score': 0.65625; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5688888888888889; 'recall': 0.5837837837837838; 'f1-score': 0.553125; 'support': 52}; 'weighted avg': {'precision': 0.6572649572649573; 'recall': 0.5769230769230769; 'f1-score': 0.5967548076923077; 'support': 52}}
l: 10,1,CNF,8,469,52,58,[8; 9],14,1.168059,0.653846,2,[X3 >= 1.250000 OR X5 >= 61.500000],{'0.0': {'precision': 0.41156462585034015; 'recall': 0.9029850746268657; 'f1-score': 0.5654205607476636; 'support': 134}; '1.0': {'precision': 0.9257142857142857; 'recall': 0.4835820895522388; 'f1-score': 0.6352941176470589; 'support': 335}; 'accuracy': 0.603411513859275; 'macro avg': {'precision': 0.668639455782313; 'recall': 0.6932835820895522; 'f1-score': 0.6003573391973612; 'support': 469}; 'weighted avg': {'precision': 0.7788143828960156; 'recall': 0.603411513859275; 'f1-score': 0.6153302442472316; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 1.0; 'f1-score': 0.625; 'support': 15}; '1.0': {'precision': 1.0; 'recall': 0.5135135135135135; 'f1-score': 0.6785714285714285; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.7272727272727273; 'recall': 0.7567567567567568; 'f1-score': 0.6517857142857142; 'support': 52}; 'weighted avg': {'precision': 0.8426573426573427; 'recall': 0.6538461538461539; 'f1-score': 0.6631181318681318; 'support': 52}}
