l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],14,1.100890,0.754717,5,[X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4624277456647399; 'recall': 0.6015037593984962; 'f1-score': 0.5228758169934641; 'support': 133}; '1.0': {'precision': 0.8203389830508474; 'recall': 0.7223880597014926; 'f1-score': 0.7682539682539682; 'support': 335}; 'accuracy': 0.688034188034188; 'macro avg': {'precision': 0.6413833643577936; 'recall': 0.6619459095499944; 'f1-score': 0.6455648926237161; 'support': 468}; 'weighted avg': {'precision': 0.7186248920842827; 'recall': 0.688034188034188; 'f1-score': 0.6985204338145513; 'support': 468}},{'0.0': {'precision': 0.5625; 'recall': 0.6; 'f1-score': 0.5806451612903225; 'support': 15}; '1.0': {'precision': 0.8378378378378378; 'recall': 0.8157894736842105; 'f1-score': 0.8266666666666665; 'support': 38}; 'accuracy': 0.7547169811320755; 'macro avg': {'precision': 0.7001689189189189; 'recall': 0.7078947368421052; 'f1-score': 0.7036559139784946; 'support': 53}; 'weighted avg': {'precision': 0.7599120346761856; 'recall': 0.7547169811320755; 'f1-score': 0.7570379387299654; 'support': 53}}
l: 10,1,DNF,4,469,52,58,[8; 9],14,1.497593,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 10,1,DNF,5,469,52,58,[8; 9],14,1.539214,0.576923,1,[X9 < 0.895000],{'0.0': {'precision': 0.35125448028673834; 'recall': 0.7368421052631579; 'f1-score': 0.4757281553398058; 'support': 133}; '1.0': {'precision': 0.8157894736842105; 'recall': 0.46130952380952384; 'f1-score': 0.5893536121673004; 'support': 336}; 'accuracy': 0.5394456289978679; 'macro avg': {'precision': 0.5835219769854745; 'recall': 0.5990758145363408; 'f1-score': 0.5325408837535531; 'support': 469}; 'weighted avg': {'precision': 0.68405566958642; 'recall': 0.5394456289978679; 'f1-score': 0.5571314676938318; 'support': 469}},{'0.0': {'precision': 0.3870967741935484; 'recall': 0.8; 'f1-score': 0.5217391304347827; 'support': 15}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.4864864864864865; 'f1-score': 0.6206896551724138; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.6221198156682027; 'recall': 0.6432432432432433; 'f1-score': 0.5712143928035982; 'support': 52}; 'weighted avg': {'precision': 0.7215526409074796; 'recall': 0.5769230769230769; 'f1-score': 0.5921462345750202; 'support': 52}}
l: 10,1,DNF,6,469,52,58,[8; 9],14,1.692160,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 10,1,DNF,7,469,52,58,[8; 9],14,1.639452,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 10,1,DNF,8,469,52,58,[8; 9],14,1.918311,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 10,1,DNF,9,469,52,58,[8; 9],14,1.815603,0.500000,1,[X6 >= 59.500000],{'0.0': {'precision': 0.38666666666666666; 'recall': 0.8721804511278195; 'f1-score': 0.5357967667436488; 'support': 133}; '1.0': {'precision': 0.8994082840236687; 'recall': 0.4523809523809524; 'f1-score': 0.601980198019802; 'support': 336}; 'accuracy': 0.5714285714285714; 'macro avg': {'precision': 0.6430374753451676; 'recall': 0.6622807017543859; 'f1-score': 0.5688884823817254; 'support': 469}; 'weighted avg': {'precision': 0.7540039447731757; 'recall': 0.5714285714285714; 'f1-score': 0.5832117622847736; 'support': 469}},{'0.0': {'precision': 0.358974358974359; 'recall': 0.9333333333333333; 'f1-score': 0.5185185185185185; 'support': 15}; '1.0': {'precision': 0.9230769230769231; 'recall': 0.32432432432432434; 'f1-score': 0.48; 'support': 37}; 'accuracy': 0.5; 'macro avg': {'precision': 0.6410256410256411; 'recall': 0.6288288288288288; 'f1-score': 0.49925925925925924; 'support': 52}; 'weighted avg': {'precision': 0.7603550295857988; 'recall': 0.5; 'f1-score': 0.4911111111111111; 'support': 52}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [8, 9], 'n_partitions': 58}, (mean val acc cv) 0.639514 (+- 0.098191), (mean training time) 1.604779 (+- 0.151189)
l: 10,1,DNF,0,468,53,29,[16; 17],14,0.893076,0.716981,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7158119658119658; 'recall': 1.0; 'f1-score': 0.8343711083437111; 'support': 335}; 'accuracy': 0.7158119658119658; 'macro avg': {'precision': 0.3579059829059829; 'recall': 0.5; 'f1-score': 0.41718555417185554; 'support': 468}; 'weighted avg': {'precision': 0.5123867703995909; 'recall': 0.7158119658119658; 'f1-score': 0.5972528232802204; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
l: 10,1,DNF,1,469,52,29,[16; 17],14,1.078759,0.653846,1,[X4 >= 211.500000],{'0.0': {'precision': 0.4279475982532751; 'recall': 0.7313432835820896; 'f1-score': 0.5399449035812672; 'support': 134}; '1.0': {'precision': 0.85; 'recall': 0.608955223880597; 'f1-score': 0.7095652173913043; 'support': 335}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.6389737991266375; 'recall': 0.6701492537313433; 'f1-score': 0.6247550604862857; 'support': 469}; 'weighted avg': {'precision': 0.7294135995009358; 'recall': 0.6439232409381663; 'f1-score': 0.6611022705884366; 'support': 469}},{'0.0': {'precision': 0.43333333333333335; 'recall': 0.9285714285714286; 'f1-score': 0.5909090909090909; 'support': 14}; '1.0': {'precision': 0.9545454545454546; 'recall': 0.5526315789473685; 'f1-score': 0.7000000000000001; 'support': 38}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.693939393939394; 'recall': 0.7406015037593985; 'f1-score': 0.6454545454545455; 'support': 52}; 'weighted avg': {'precision': 0.8142191142191143; 'recall': 0.6538461538461539; 'f1-score': 0.6706293706293707; 'support': 52}}
l: 10,1,DNF,2,469,52,29,[16; 17],14,0.903285,0.730769,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
l: 10,1,DNF,3,469,52,29,[16; 17],14,0.942569,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 10,1,DNF,4,469,52,29,[16; 17],14,1.092324,0.730769,1,[X1],{'0.0': {'precision': 0.3305084745762712; 'recall': 0.2932330827067669; 'f1-score': 0.3107569721115538; 'support': 133}; '1.0': {'precision': 0.7321937321937322; 'recall': 0.7648809523809523; 'f1-score': 0.7481804949053857; 'support': 336}; 'accuracy': 0.6311300639658849; 'macro avg': {'precision': 0.5313511033850017; 'recall': 0.5290570175438596; 'f1-score': 0.5294687335084698; 'support': 469}; 'weighted avg': {'precision': 0.6182829874962432; 'recall': 0.6311300639658849; 'f1-score': 0.6241350182922095; 'support': 469}},{'0.0': {'precision': 0.5384615384615384; 'recall': 0.4666666666666667; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.7948717948717948; 'recall': 0.8378378378378378; 'f1-score': 0.8157894736842105; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6666666666666666; 'recall': 0.6522522522522523; 'f1-score': 0.6578947368421053; 'support': 52}; 'weighted avg': {'precision': 0.7209072978303748; 'recall': 0.7307692307692307; 'f1-score': 0.7246963562753036; 'support': 52}}
l: 10,1,DNF,5,469,52,29,[16; 17],14,1.027857,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 10,1,DNF,6,469,52,29,[16; 17],14,0.986813,0.634615,1,[X2 >= 1.650000],{'0.0': {'precision': 0.3898305084745763; 'recall': 0.8646616541353384; 'f1-score': 0.5373831775700936; 'support': 133}; '1.0': {'precision': 0.896551724137931; 'recall': 0.4642857142857143; 'f1-score': 0.611764705882353; 'support': 336}; 'accuracy': 0.5778251599147122; 'macro avg': {'precision': 0.6431911163062537; 'recall': 0.6644736842105263; 'f1-score': 0.5745739417262232; 'support': 469}; 'weighted avg': {'precision': 0.7528546629796663; 'recall': 0.5778251599147122; 'f1-score': 0.5906714366594734; 'support': 469}},{'0.0': {'precision': 0.4411764705882353; 'recall': 1.0; 'f1-score': 0.6122448979591837; 'support': 15}; '1.0': {'precision': 1.0; 'recall': 0.4864864864864865; 'f1-score': 0.6545454545454547; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.7205882352941176; 'recall': 0.7432432432432432; 'f1-score': 0.6333951762523191; 'support': 52}; 'weighted avg': {'precision': 0.8388009049773756; 'recall': 0.6346153846153846; 'f1-score': 0.6423433709147995; 'support': 52}}
l: 10,1,DNF,7,469,52,29,[16; 17],14,1.056099,0.634615,1,[X1],{'0.0': {'precision': 0.36; 'recall': 0.3383458646616541; 'f1-score': 0.3488372093023256; 'support': 133}; '1.0': {'precision': 0.7441860465116279; 'recall': 0.7619047619047619; 'f1-score': 0.7529411764705882; 'support': 336}; 'accuracy': 0.6417910447761194; 'macro avg': {'precision': 0.5520930232558139; 'recall': 0.550125313283208; 'f1-score': 0.5508891928864569; 'support': 469}; 'weighted avg': {'precision': 0.6352377646650468; 'recall': 0.6417910447761194; 'f1-score': 0.6383445290646631; 'support': 469}},{'0.0': {'precision': 0.16666666666666666; 'recall': 0.06666666666666667; 'f1-score': 0.09523809523809522; 'support': 15}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.8648648648648649; 'f1-score': 0.7710843373493975; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.43115942028985504; 'recall': 0.4657657657657658; 'f1-score': 0.4331612162937464; 'support': 52}; 'weighted avg': {'precision': 0.5430602006688964; 'recall': 0.6346153846153846; 'f1-score': 0.5761286905865218; 'support': 52}}
l: 10,1,DNF,8,469,52,29,[16; 17],14,1.080126,0.596154,1,[X2 >= 1.650000],{'0.0': {'precision': 0.3939393939393939; 'recall': 0.8796992481203008; 'f1-score': 0.5441860465116278; 'support': 133}; '1.0': {'precision': 0.9069767441860465; 'recall': 0.4642857142857143; 'f1-score': 0.6141732283464567; 'support': 336}; 'accuracy': 0.582089552238806; 'macro avg': {'precision': 0.6504580690627202; 'recall': 0.6719924812030076; 'f1-score': 0.5791796374290423; 'support': 469}; 'weighted avg': {'precision': 0.761488540384757; 'recall': 0.582089552238806; 'f1-score': 0.5943261170798635; 'support': 469}},{'0.0': {'precision': 0.40625; 'recall': 0.8666666666666667; 'f1-score': 0.5531914893617021; 'support': 15}; '1.0': {'precision': 0.9; 'recall': 0.4864864864864865; 'f1-score': 0.631578947368421; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.653125; 'recall': 0.6765765765765765; 'f1-score': 0.5923852183650615; 'support': 52}; 'weighted avg': {'precision': 0.7575721153846154; 'recall': 0.5961538461538461; 'f1-score': 0.6089671806357136; 'support': 52}}
l: 10,1,DNF,9,469,52,29,[16; 17],14,0.890796,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.683237 (+- 0.046082), (mean training time) 0.995170 (+- 0.078116)
l: 10,1,DNF,0,468,53,14,[33; 34],14,0.532672,0.716981,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7158119658119658; 'recall': 1.0; 'f1-score': 0.8343711083437111; 'support': 335}; 'accuracy': 0.7158119658119658; 'macro avg': {'precision': 0.3579059829059829; 'recall': 0.5; 'f1-score': 0.41718555417185554; 'support': 468}; 'weighted avg': {'precision': 0.5123867703995909; 'recall': 0.7158119658119658; 'f1-score': 0.5972528232802204; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
l: 10,1,DNF,1,469,52,14,[33; 34],14,0.554626,0.730769,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
l: 10,1,DNF,2,469,52,14,[33; 34],14,0.429836,0.538462,1,[X6 >= 59.500000],{'0.0': {'precision': 0.38762214983713356; 'recall': 0.8880597014925373; 'f1-score': 0.5396825396825398; 'support': 134}; '1.0': {'precision': 0.9074074074074074; 'recall': 0.4388059701492537; 'f1-score': 0.5915492957746479; 'support': 335}; 'accuracy': 0.5671641791044776; 'macro avg': {'precision': 0.6475147786222705; 'recall': 0.6634328358208955; 'f1-score': 0.5656159177285938; 'support': 469}; 'weighted avg': {'precision': 0.7588973338159006; 'recall': 0.5671641791044776; 'f1-score': 0.5767302226054741; 'support': 469}},{'0.0': {'precision': 0.34375; 'recall': 0.7857142857142857; 'f1-score': 0.4782608695652174; 'support': 14}; '1.0': {'precision': 0.85; 'recall': 0.4473684210526316; 'f1-score': 0.5862068965517242; 'support': 38}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.596875; 'recall': 0.6165413533834586; 'f1-score': 0.5322338830584707; 'support': 52}; 'weighted avg': {'precision': 0.713701923076923; 'recall': 0.5384615384615384; 'f1-score': 0.5571445046707416; 'support': 52}}
l: 10,1,DNF,3,469,52,14,[33; 34],14,0.455592,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 10,1,DNF,4,469,52,14,[33; 34],14,0.479162,0.730769,1,[X1],{'0.0': {'precision': 0.3305084745762712; 'recall': 0.2932330827067669; 'f1-score': 0.3107569721115538; 'support': 133}; '1.0': {'precision': 0.7321937321937322; 'recall': 0.7648809523809523; 'f1-score': 0.7481804949053857; 'support': 336}; 'accuracy': 0.6311300639658849; 'macro avg': {'precision': 0.5313511033850017; 'recall': 0.5290570175438596; 'f1-score': 0.5294687335084698; 'support': 469}; 'weighted avg': {'precision': 0.6182829874962432; 'recall': 0.6311300639658849; 'f1-score': 0.6241350182922095; 'support': 469}},{'0.0': {'precision': 0.5384615384615384; 'recall': 0.4666666666666667; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.7948717948717948; 'recall': 0.8378378378378378; 'f1-score': 0.8157894736842105; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6666666666666666; 'recall': 0.6522522522522523; 'f1-score': 0.6578947368421053; 'support': 52}; 'weighted avg': {'precision': 0.7209072978303748; 'recall': 0.7307692307692307; 'f1-score': 0.7246963562753036; 'support': 52}}
l: 10,1,DNF,5,469,52,14,[33; 34],14,0.451723,0.634615,1,[X4 >= 211.500000],{'0.0': {'precision': 0.43037974683544306; 'recall': 0.7669172932330827; 'f1-score': 0.5513513513513514; 'support': 133}; '1.0': {'precision': 0.8663793103448276; 'recall': 0.5982142857142857; 'f1-score': 0.7077464788732394; 'support': 336}; 'accuracy': 0.6460554371002132; 'macro avg': {'precision': 0.6483795285901354; 'recall': 0.6825657894736842; 'f1-score': 0.6295489151122954; 'support': 469}; 'weighted avg': {'precision': 0.7427376430809723; 'recall': 0.6460554371002132; 'f1-score': 0.6633956218147935; 'support': 469}},{'0.0': {'precision': 0.4090909090909091; 'recall': 0.6; 'f1-score': 0.4864864864864865; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.6486486486486487; 'f1-score': 0.7164179104477612; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.6045454545454546; 'recall': 0.6243243243243244; 'f1-score': 0.6014521984671238; 'support': 52}; 'weighted avg': {'precision': 0.6872377622377622; 'recall': 0.6346153846153846; 'f1-score': 0.6500915381512395; 'support': 52}}
l: 10,1,DNF,6,469,52,14,[33; 34],14,0.447966,0.557692,1,[X4 >= 211.500000],{'0.0': {'precision': 0.43722943722943725; 'recall': 0.7593984962406015; 'f1-score': 0.554945054945055; 'support': 133}; '1.0': {'precision': 0.865546218487395; 'recall': 0.6130952380952381; 'f1-score': 0.7177700348432057; 'support': 336}; 'accuracy': 0.6545842217484008; 'macro avg': {'precision': 0.6513878278584161; 'recall': 0.6862468671679198; 'f1-score': 0.6363575448941303; 'support': 469}; 'weighted avg': {'precision': 0.7440832506679742; 'recall': 0.6545842217484008; 'f1-score': 0.6715957868123869; 'support': 469}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.6666666666666666; 'f1-score': 0.46511627906976744; 'support': 15}; '1.0': {'precision': 0.7916666666666666; 'recall': 0.5135135135135135; 'f1-score': 0.6229508196721311; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5744047619047619; 'recall': 0.5900900900900901; 'f1-score': 0.5440335493709493; 'support': 52}; 'weighted avg': {'precision': 0.6663232600732599; 'recall': 0.5576923076923077; 'f1-score': 0.5774216252676031; 'support': 52}}
l: 10,1,DNF,7,469,52,14,[33; 34],14,0.389710,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
