l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],14,0.936521,0.679245,1,[(NOT X1)],{'0.0': {'precision': 0.735632183908046; 'recall': 0.7664670658682635; 'f1-score': 0.750733137829912; 'support': 334}; '1.0': {'precision': 0.35; 'recall': 0.31343283582089554; 'f1-score': 0.3307086614173228; 'support': 134}; 'accuracy': 0.6367521367521367; 'macro avg': {'precision': 0.542816091954023; 'recall': 0.5399499508445795; 'f1-score': 0.5407208996236175; 'support': 468}; 'weighted avg': {'precision': 0.625216131250614; 'recall': 0.6367521367521367; 'f1-score': 0.6304697193698972; 'support': 468}},{'0.0': {'precision': 0.723404255319149; 'recall': 0.8947368421052632; 'f1-score': 0.8; 'support': 38}; '1.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; 'accuracy': 0.6792452830188679; 'macro avg': {'precision': 0.5283687943262412; 'recall': 0.5140350877192983; 'f1-score': 0.49523809523809526; 'support': 53}; 'weighted avg': {'precision': 0.6130068245684465; 'recall': 0.6792452830188679; 'f1-score': 0.6274932614555256; 'support': 53}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'DNF', 'real_partition_size': [8, 9], 'n_partitions': 58}, (mean val acc cv) 0.654390 (+- 0.072917), (mean training time) 1.116652 (+- 0.075592)
l: 5,3,DNF,0,468,53,29,[16; 17],14,0.621095,0.698113,12,[X2 < 1.650000 AND X5 < 61.500000 AND X6 >= 59.500000 AND X9 >= 0.895000] OR [(NOT X1) AND X1 AND X4 < 211.500000 AND X6 < 59.500000 AND X9 >= 0.895000] OR [(NOT X1) AND X2 >= 1.650000 AND X9 < 0.895000],{'0.0': {'precision': 0.7152777777777778; 'recall': 0.9251497005988024; 'f1-score': 0.8067885117493472; 'support': 334}; '1.0': {'precision': 0.3055555555555556; 'recall': 0.08208955223880597; 'f1-score': 0.12941176470588237; 'support': 134}; 'accuracy': 0.6837606837606838; 'macro avg': {'precision': 0.5104166666666667; 'recall': 0.5036196264188042; 'f1-score': 0.46810013822761476; 'support': 468}; 'weighted avg': {'precision': 0.5979641500474834; 'recall': 0.6837606837606838; 'f1-score': 0.6128387593907483; 'support': 468}},{'0.0': {'precision': 0.7115384615384616; 'recall': 0.9736842105263158; 'f1-score': 0.8222222222222223; 'support': 38}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.6981132075471698; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.4868421052631579; 'f1-score': 0.41111111111111115; 'support': 53}; 'weighted avg': {'precision': 0.5101596516690856; 'recall': 0.6981132075471698; 'f1-score': 0.589517819706499; 'support': 53}}
l: 5,3,DNF,1,469,52,29,[16; 17],14,0.562690,0.673077,12,[X1 AND X4 < 211.500000 AND X5 >= 61.500000 AND X6 < 59.500000 AND X9 < 0.895000] OR [X5 < 61.500000 AND X6 >= 59.500000 AND X9 >= 0.895000] OR [(NOT X1) AND X3 < 1.250000 AND X4 < 211.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.7512820512820513; 'recall': 0.8772455089820359; 'f1-score': 0.8093922651933702; 'support': 334}; '1.0': {'precision': 0.4810126582278481; 'recall': 0.2814814814814815; 'f1-score': 0.3551401869158879; 'support': 135}; 'accuracy': 0.7057569296375267; 'macro avg': {'precision': 0.6161473547549496; 'recall': 0.5793634952317587; 'f1-score': 0.582266226054629; 'support': 469}; 'weighted avg': {'precision': 0.6734859573325472; 'recall': 0.7057569296375267; 'f1-score': 0.6786374025761843; 'support': 469}},{'0.0': {'precision': 0.7441860465116279; 'recall': 0.8421052631578947; 'f1-score': 0.7901234567901234; 'support': 38}; '1.0': {'precision': 0.3333333333333333; 'recall': 0.21428571428571427; 'f1-score': 0.2608695652173913; 'support': 14}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5387596899224806; 'recall': 0.5281954887218044; 'f1-score': 0.5254965110037574; 'support': 52}; 'weighted avg': {'precision': 0.633571854502087; 'recall': 0.6730769230769231; 'f1-score': 0.6476320244436186; 'support': 52}}
l: 5,3,DNF,2,469,52,29,[16; 17],14,0.598694,0.730769,13,[X3 < 1.250000 AND X4 >= 211.500000 AND X5 < 61.500000 AND X6 < 59.500000] OR [X2 < 1.650000 AND X3 < 1.250000 AND X4 < 211.500000 AND X6 < 59.500000 AND X9 >= 0.895000] OR [(NOT X1) AND X2 < 1.650000 AND X6 >= 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.8467741935483871; 'recall': 0.6268656716417911; 'f1-score': 0.7204116638078902; 'support': 335}; '1.0': {'precision': 0.4343891402714932; 'recall': 0.7164179104477612; 'f1-score': 0.5408450704225352; 'support': 134}; 'accuracy': 0.652452025586354; 'macro avg': {'precision': 0.6405816669099402; 'recall': 0.6716417910447761; 'f1-score': 0.6306283671152126; 'support': 469}; 'weighted avg': {'precision': 0.7289498926121318; 'recall': 0.652452025586354; 'f1-score': 0.6691069228406459; 'support': 469}},{'0.0': {'precision': 0.896551724137931; 'recall': 0.7027027027027027; 'f1-score': 0.787878787878788; 'support': 37}; '1.0': {'precision': 0.5217391304347826; 'recall': 0.8; 'f1-score': 0.6315789473684211; 'support': 15}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.7091454272863569; 'recall': 0.7513513513513514; 'f1-score': 0.7097288676236045; 'support': 52}; 'weighted avg': {'precision': 0.7884327067235615; 'recall': 0.7307692307692307; 'f1-score': 0.7427922954238745; 'support': 52}}
l: 5,3,DNF,3,469,52,29,[16; 17],14,0.554679,0.692308,13,[X1 AND X6 < 59.500000 AND X9 < 0.895000 AND X9 >= 0.895000] OR [X4 < 211.500000 AND X5 < 61.500000 AND X9 >= 0.895000] OR [X2 < 1.650000 AND X4 >= 211.500000 AND X5 < 61.500000 AND X5 >= 61.500000 AND X6 < 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.8283828382838284; 'recall': 0.7492537313432835; 'f1-score': 0.786833855799373; 'support': 335}; '1.0': {'precision': 0.4939759036144578; 'recall': 0.6119402985074627; 'f1-score': 0.5466666666666666; 'support': 134}; 'accuracy': 0.7100213219616205; 'macro avg': {'precision': 0.6611793709491431; 'recall': 0.6805970149253731; 'f1-score': 0.6667502612330198; 'support': 469}; 'weighted avg': {'precision': 0.7328379998068654; 'recall': 0.7100213219616205; 'f1-score': 0.718214658904314; 'support': 469}},{'0.0': {'precision': 0.7837837837837838; 'recall': 0.7837837837837838; 'f1-score': 0.7837837837837838; 'support': 37}; '1.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6252252252252253; 'recall': 0.6252252252252253; 'f1-score': 0.6252252252252253; 'support': 52}; 'weighted avg': {'precision': 0.6923076923076923; 'recall': 0.6923076923076923; 'f1-score': 0.6923076923076923; 'support': 52}}
l: 5,3,DNF,4,469,52,29,[16; 17],14,0.599529,0.615385,13,[X1 AND X2 < 1.650000 AND X4 < 211.500000 AND X6 < 59.500000 AND X9 < 0.895000] OR [(NOT X1) AND X2 < 1.650000 AND X5 < 61.500000 AND X9 >= 0.895000] OR [(NOT X1) AND X2 < 1.650000 AND X3 < 1.250000 AND X4 >= 211.500000],{'0.0': {'precision': 0.760752688172043; 'recall': 0.844776119402985; 'f1-score': 0.8005657708628005; 'support': 335}; '1.0': {'precision': 0.4639175257731959; 'recall': 0.3358208955223881; 'f1-score': 0.38961038961038963; 'support': 134}; 'accuracy': 0.6993603411513859; 'macro avg': {'precision': 0.6123351069726195; 'recall': 0.5902985074626865; 'f1-score': 0.595088080236595; 'support': 469}; 'weighted avg': {'precision': 0.6759426417723723; 'recall': 0.6993603411513859; 'f1-score': 0.6831499476478259; 'support': 469}},{'0.0': {'precision': 0.7073170731707317; 'recall': 0.7837837837837838; 'f1-score': 0.7435897435897435; 'support': 37}; '1.0': {'precision': 0.2727272727272727; 'recall': 0.2; 'f1-score': 0.23076923076923075; 'support': 15}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.4900221729490022; 'recall': 0.49189189189189186; 'f1-score': 0.4871794871794871; 'support': 52}; 'weighted avg': {'precision': 0.5819546307351184; 'recall': 0.6153846153846154; 'f1-score': 0.5956607495069033; 'support': 52}}
l: 5,3,DNF,5,469,52,29,[16; 17],14,0.542280,0.673077,12,[X2 < 1.650000 AND X4 < 211.500000 AND X4 >= 211.500000 AND X5 < 61.500000 AND X9 < 0.895000] OR [X2 < 1.650000 AND X4 < 211.500000 AND X5 >= 61.500000 AND X6 < 59.500000 AND X9 < 0.895000] OR [X6 < 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.8301158301158301; 'recall': 0.6417910447761194; 'f1-score': 0.7239057239057239; 'support': 335}; '1.0': {'precision': 0.42857142857142855; 'recall': 0.6716417910447762; 'f1-score': 0.5232558139534883; 'support': 134}; 'accuracy': 0.650319829424307; 'macro avg': {'precision': 0.6293436293436293; 'recall': 0.6567164179104478; 'f1-score': 0.6235807689296061; 'support': 469}; 'weighted avg': {'precision': 0.7153888582460012; 'recall': 0.650319829424307; 'f1-score': 0.6665771782050852; 'support': 469}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.6486486486486487; 'f1-score': 0.7384615384615384; 'support': 37}; '1.0': {'precision': 0.4583333333333333; 'recall': 0.7333333333333333; 'f1-score': 0.5641025641025641; 'support': 15}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6577380952380952; 'recall': 0.690990990990991; 'f1-score': 0.6512820512820512; 'support': 52}; 'weighted avg': {'precision': 0.7421016483516483; 'recall': 0.6730769230769231; 'f1-score': 0.6881656804733728; 'support': 52}}
l: 5,3,DNF,6,469,52,29,[16; 17],14,0.507942,0.769231,14,[X1 AND X2 < 1.650000 AND X3 < 1.250000 AND X4 < 211.500000 AND X5 < 61.500000 AND X9 >= 0.895000] OR [X2 < 1.650000 AND X4 < 211.500000 AND X6 < 59.500000] OR [X2 < 1.650000 AND X4 < 211.500000 AND X4 >= 211.500000 AND X6 < 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.8515901060070671; 'recall': 0.7194029850746269; 'f1-score': 0.7799352750809062; 'support': 335}; '1.0': {'precision': 0.4946236559139785; 'recall': 0.6865671641791045; 'f1-score': 0.5750000000000001; 'support': 134}; 'accuracy': 0.7100213219616205; 'macro avg': {'precision': 0.6731068809605227; 'recall': 0.7029850746268657; 'f1-score': 0.6774676375404531; 'support': 469}; 'weighted avg': {'precision': 0.749599691694756; 'recall': 0.7100213219616205; 'f1-score': 0.7213823393435045; 'support': 469}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.8108108108108109; 'f1-score': 0.8333333333333334; 'support': 37}; '1.0': {'precision': 0.5882352941176471; 'recall': 0.6666666666666666; 'f1-score': 0.625; 'support': 15}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.7226890756302521; 'recall': 0.7387387387387387; 'f1-score': 0.7291666666666667; 'support': 52}; 'weighted avg': {'precision': 0.7795733678086619; 'recall': 0.7692307692307693; 'f1-score': 0.7732371794871795; 'support': 52}}
l: 5,3,DNF,7,469,52,29,[16; 17],14,0.525719,0.711538,12,[(NOT X1) AND X1 AND X3 < 1.250000 AND X6 < 59.500000] OR [X3 < 1.250000 AND X4 < 211.500000 AND X4 >= 211.500000 AND X9 >= 0.895000] OR [X5 < 61.500000 AND X6 < 59.500000 AND X9 < 0.895000 AND X9 >= 0.895000],{'0.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,3,DNF,8,469,52,29,[16; 17],14,0.537645,0.634615,13,[(NOT X1) AND X3 < 1.250000 AND X5 < 61.500000 AND X6 < 59.500000] OR [X1 AND X2 < 1.650000 AND X4 < 211.500000 AND X6 < 59.500000 AND X9 >= 0.895000] OR [X1 AND X3 < 1.250000 AND X5 >= 61.500000 AND X6 < 59.500000],{'0.0': {'precision': 0.8338983050847457; 'recall': 0.7343283582089553; 'f1-score': 0.780952380952381; 'support': 335}; '1.0': {'precision': 0.4885057471264368; 'recall': 0.6343283582089553; 'f1-score': 0.551948051948052; 'support': 134}; 'accuracy': 0.7057569296375267; 'macro avg': {'precision': 0.6612020261055913; 'recall': 0.6843283582089552; 'f1-score': 0.6664502164502164; 'support': 469}; 'weighted avg': {'precision': 0.7352147170966574; 'recall': 0.7057569296375267; 'f1-score': 0.7155225726654298; 'support': 469}},{'0.0': {'precision': 0.78125; 'recall': 0.6756756756756757; 'f1-score': 0.7246376811594203; 'support': 37}; '1.0': {'precision': 0.4; 'recall': 0.5333333333333333; 'f1-score': 0.4571428571428572; 'support': 15}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.590625; 'recall': 0.6045045045045045; 'f1-score': 0.5908902691511387; 'support': 52}; 'weighted avg': {'precision': 0.6712740384615384; 'recall': 0.6346153846153846; 'f1-score': 0.647475712693104; 'support': 52}}
l: 5,3,DNF,9,469,52,29,[16; 17],14,0.543158,0.615385,15,[(NOT X1) AND X1 AND X2 >= 1.650000 AND X6 < 59.500000 AND X9 < 0.895000] OR [X1 AND X2 < 1.650000 AND X4 < 211.500000 AND X4 >= 211.500000 AND X5 < 61.500000 AND X6 < 59.500000 AND X9 >= 0.895000] OR [X3 < 1.250000 AND X4 >= 211.500000 AND X6 >= 59.500000],{'0.0': {'precision': 0.6933962264150944; 'recall': 0.8776119402985074; 'f1-score': 0.7747035573122529; 'support': 335}; '1.0': {'precision': 0.08888888888888889; 'recall': 0.029850746268656716; 'f1-score': 0.04469273743016759; 'support': 134}; 'accuracy': 0.6353944562899787; 'macro avg': {'precision': 0.39114255765199163; 'recall': 0.45373134328358206; 'f1-score': 0.40969814737121024; 'support': 469}; 'weighted avg': {'precision': 0.5206798442647499; 'recall': 0.6353944562899787; 'f1-score': 0.5661290373459429; 'support': 469}},{'0.0': {'precision': 0.6808510638297872; 'recall': 0.8648648648648649; 'f1-score': 0.7619047619047619; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.3404255319148936; 'recall': 0.43243243243243246; 'f1-score': 0.38095238095238093; 'support': 52}; 'weighted avg': {'precision': 0.4844517184942717; 'recall': 0.6153846153846154; 'f1-score': 0.5421245421245421; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'DNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.681350 (+- 0.047436), (mean training time) 0.559343 (+- 0.034360)
l: 5,3,DNF,0,468,53,14,[33; 34],14,0.351303,0.622642,15,[X2 < 1.650000 AND X3 < 1.250000 AND X4 < 211.500000 AND X5 >= 61.500000 AND X6 < 59.500000] OR [X3 < 1.250000 AND X4 < 211.500000 AND X5 < 61.500000 AND X6 < 59.500000 AND X9 >= 0.895000] OR [X3 < 1.250000 AND X5 < 61.500000 AND X6 < 59.500000 AND X9 < 0.895000 AND X9 >= 0.895000],{'0.0': {'precision': 0.8142414860681114; 'recall': 0.7874251497005988; 'f1-score': 0.8006088280060882; 'support': 334}; '1.0': {'precision': 0.5103448275862069; 'recall': 0.5522388059701493; 'f1-score': 0.5304659498207885; 'support': 134}; 'accuracy': 0.7200854700854701; 'macro avg': {'precision': 0.6622931568271592; 'recall': 0.6698319778353741; 'f1-score': 0.6655373889134384; 'support': 468}; 'weighted avg': {'precision': 0.7272283402634635; 'recall': 0.7200854700854701; 'f1-score': 0.7232602261325196; 'support': 468}},{'0.0': {'precision': 0.7647058823529411; 'recall': 0.6842105263157895; 'f1-score': 0.7222222222222222; 'support': 38}; '1.0': {'precision': 0.3684210526315789; 'recall': 0.4666666666666667; 'f1-score': 0.4117647058823529; 'support': 15}; 'accuracy': 0.6226415094339622; 'macro avg': {'precision': 0.56656346749226; 'recall': 0.5754385964912281; 'f1-score': 0.5669934640522876; 'support': 53}; 'weighted avg': {'precision': 0.6525497984695368; 'recall': 0.6226415094339622; 'f1-score': 0.6343568874090516; 'support': 53}}
l: 5,3,DNF,1,469,52,14,[33; 34],14,0.291673,0.615385,14,[X1 AND X2 >= 1.650000 AND X3 < 1.250000 AND X4 < 211.500000 AND X6 < 59.500000 AND X9 < 0.895000] OR [X3 >= 1.250000 AND X4 >= 211.500000 AND X5 < 61.500000 AND X9 < 0.895000] OR [(NOT X1) AND X4 < 211.500000 AND X5 < 61.500000 AND X6 >= 59.500000],{'0.0': {'precision': 0.6955503512880562; 'recall': 0.8892215568862275; 'f1-score': 0.7805519053876477; 'support': 334}; '1.0': {'precision': 0.11904761904761904; 'recall': 0.037037037037037035; 'f1-score': 0.05649717514124294; 'support': 135}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.40729898516783763; 'recall': 0.4631292969616323; 'f1-score': 0.41852454026444535; 'support': 469}; 'weighted avg': {'precision': 0.529606068020553; 'recall': 0.6439232409381663; 'f1-score': 0.5721352986003031; 'support': 469}},{'0.0': {'precision': 0.6956521739130435; 'recall': 0.8421052631578947; 'f1-score': 0.761904761904762; 'support': 38}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.34782608695652173; 'recall': 0.42105263157894735; 'f1-score': 0.380952380952381; 'support': 52}; 'weighted avg': {'precision': 0.5083612040133779; 'recall': 0.6153846153846154; 'f1-score': 0.5567765567765568; 'support': 52}}
l: 5,3,DNF,2,469,52,14,[33; 34],14,0.291536,0.634615,13,[X3 < 1.250000 AND X3 >= 1.250000 AND X5 < 61.500000 AND X9 >= 0.895000] OR [X1 AND X4 < 211.500000 AND X6 < 59.500000 AND X9 < 0.895000] OR [(NOT X1) AND X2 < 1.650000 AND X4 < 211.500000 AND X6 < 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.7578125; 'recall': 0.8686567164179104; 'f1-score': 0.8094575799721836; 'support': 335}; '1.0': {'precision': 0.4823529411764706; 'recall': 0.30597014925373134; 'f1-score': 0.37442922374429227; 'support': 134}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6200827205882353; 'recall': 0.5873134328358209; 'f1-score': 0.5919434018582379; 'support': 469}; 'weighted avg': {'precision': 0.679109768907563; 'recall': 0.7078891257995735; 'f1-score': 0.6851637639070718; 'support': 469}},{'0.0': {'precision': 0.7045454545454546; 'recall': 0.8378378378378378; 'f1-score': 0.7654320987654323; 'support': 37}; '1.0': {'precision': 0.25; 'recall': 0.13333333333333333; 'f1-score': 0.1739130434782609; 'support': 15}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.4772727272727273; 'recall': 0.48558558558558557; 'f1-score': 0.46967257112184657; 'support': 52}; 'weighted avg': {'precision': 0.5734265734265734; 'recall': 0.6346153846153846; 'f1-score': 0.594801602047979; 'support': 52}}
l: 5,3,DNF,3,469,52,14,[33; 34],14,0.322409,0.557692,13,[(NOT X1) AND X3 < 1.250000 AND X6 < 59.500000 AND X9 < 0.895000] OR [X1 AND X4 >= 211.500000 AND X6 < 59.500000 AND X9 < 0.895000] OR [X2 < 1.650000 AND X4 < 211.500000 AND X5 < 61.500000 AND X6 < 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.8280701754385965; 'recall': 0.7044776119402985; 'f1-score': 0.7612903225806451; 'support': 335}; '1.0': {'precision': 0.46195652173913043; 'recall': 0.6343283582089553; 'f1-score': 0.5345911949685535; 'support': 134}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.6450133485888635; 'recall': 0.6694029850746268; 'f1-score': 0.6479407587745993; 'support': 469}; 'weighted avg': {'precision': 0.7234662743816062; 'recall': 0.6844349680170576; 'f1-score': 0.6965191432629046; 'support': 469}},{'0.0': {'precision': 0.75; 'recall': 0.5675675675675675; 'f1-score': 0.6461538461538462; 'support': 37}; '1.0': {'precision': 0.3333333333333333; 'recall': 0.5333333333333333; 'f1-score': 0.4102564102564102; 'support': 15}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5416666666666666; 'recall': 0.5504504504504504; 'f1-score': 0.5282051282051282; 'support': 52}; 'weighted avg': {'precision': 0.6298076923076923; 'recall': 0.5576923076923077; 'f1-score': 0.5781065088757397; 'support': 52}}
l: 5,3,DNF,4,469,52,14,[33; 34],14,0.284319,0.692308,14,[X3 < 1.250000 AND X4 < 211.500000 AND X5 < 61.500000 AND X6 < 59.500000 AND X9 >= 0.895000] OR [X2 < 1.650000 AND X2 >= 1.650000 AND X4 < 211.500000 AND X5 < 61.500000 AND X9 >= 0.895000] OR [(NOT X1) AND X2 < 1.650000 AND X4 < 211.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.803076923076923; 'recall': 0.7791044776119403; 'f1-score': 0.790909090909091; 'support': 335}; '1.0': {'precision': 0.4861111111111111; 'recall': 0.5223880597014925; 'f1-score': 0.5035971223021583; 'support': 134}; 'accuracy': 0.7057569296375267; 'macro avg': {'precision': 0.6445940170940171; 'recall': 0.6507462686567165; 'f1-score': 0.6472531066056246; 'support': 469}; 'weighted avg': {'precision': 0.7125152625152625; 'recall': 0.7057569296375267; 'f1-score': 0.708819957021396; 'support': 469}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.7297297297297297; 'f1-score': 0.7714285714285715; 'support': 37}; '1.0': {'precision': 0.47368421052631576; 'recall': 0.6; 'f1-score': 0.5294117647058824; 'support': 15}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.645933014354067; 'recall': 0.6648648648648648; 'f1-score': 0.6504201680672269; 'support': 52}; 'weighted avg': {'precision': 0.7188075082811924; 'recall': 0.6923076923076923; 'f1-score': 0.7016160310277957; 'support': 52}}
l: 5,3,DNF,5,469,52,14,[33; 34],14,0.287483,0.769231,15,[(NOT X1) AND X3 < 1.250000 AND X4 >= 211.500000 AND X6 < 59.500000 AND X9 < 0.895000] OR [X1 AND X2 < 1.650000 AND X4 < 211.500000 AND X5 < 61.500000] OR [(NOT X1) AND X2 < 1.650000 AND X4 < 211.500000 AND X5 < 61.500000 AND X6 < 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.8487972508591065; 'recall': 0.7373134328358208; 'f1-score': 0.7891373801916932; 'support': 335}; '1.0': {'precision': 0.5056179775280899; 'recall': 0.6716417910447762; 'f1-score': 0.576923076923077; 'support': 134}; 'accuracy': 0.7185501066098081; 'macro avg': {'precision': 0.6772076141935982; 'recall': 0.7044776119402985; 'f1-score': 0.683030228557385; 'support': 469}; 'weighted avg': {'precision': 0.7507460299073875; 'recall': 0.7185501066098081; 'f1-score': 0.7285047221149457; 'support': 469}},{'0.0': {'precision': 0.8378378378378378; 'recall': 0.8378378378378378; 'f1-score': 0.8378378378378378; 'support': 37}; '1.0': {'precision': 0.6; 'recall': 0.6; 'f1-score': 0.6; 'support': 15}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.7189189189189189; 'recall': 0.7189189189189189; 'f1-score': 0.7189189189189189; 'support': 52}; 'weighted avg': {'precision': 0.7692307692307693; 'recall': 0.7692307692307693; 'f1-score': 0.7692307692307693; 'support': 52}}
l: 5,3,DNF,6,469,52,14,[33; 34],14,0.341584,0.653846,12,[X1 AND X3 < 1.250000 AND X5 < 61.500000 AND X6 < 59.500000 AND X9 < 0.895000] OR [X1 AND X2 < 1.650000 AND X4 < 211.500000 AND X9 >= 0.895000] OR [(NOT X1) AND X5 < 61.500000 AND X6 >= 59.500000],{'0.0': {'precision': 0.7947882736156352; 'recall': 0.7283582089552239; 'f1-score': 0.7601246105919004; 'support': 335}; '1.0': {'precision': 0.4382716049382716; 'recall': 0.5298507462686567; 'f1-score': 0.4797297297297297; 'support': 134}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.6165299392769534; 'recall': 0.6291044776119403; 'f1-score': 0.6199271701608151; 'support': 469}; 'weighted avg': {'precision': 0.6929263682792456; 'recall': 0.6716417910447762; 'f1-score': 0.680011787488423; 'support': 469}},{'0.0': {'precision': 0.7714285714285715; 'recall': 0.7297297297297297; 'f1-score': 0.75; 'support': 37}; '1.0': {'precision': 0.4117647058823529; 'recall': 0.4666666666666667; 'f1-score': 0.43749999999999994; 'support': 15}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5915966386554622; 'recall': 0.5981981981981982; 'f1-score': 0.59375; 'support': 52}; 'weighted avg': {'precision': 0.6676793794440853; 'recall': 0.6538461538461539; 'f1-score': 0.6598557692307693; 'support': 52}}
l: 5,3,DNF,7,469,52,14,[33; 34],14,0.292491,0.711538,15,[X2 < 1.650000 AND X3 < 1.250000 AND X4 >= 211.500000 AND X6 < 59.500000 AND X9 < 0.895000] OR [X1 AND X2 < 1.650000 AND X3 < 1.250000 AND X4 < 211.500000 AND X5 < 61.500000 AND X6 >= 59.500000] OR [(NOT X1) AND X2 < 1.650000 AND X3 < 1.250000 AND X9 >= 0.895000],{'0.0': {'precision': 0.75; 'recall': 0.8328358208955224; 'f1-score': 0.7892503536067893; 'support': 335}; '1.0': {'precision': 0.422680412371134; 'recall': 0.30597014925373134; 'f1-score': 0.354978354978355; 'support': 134}; 'accuracy': 0.6823027718550106; 'macro avg': {'precision': 0.586340206185567; 'recall': 0.5694029850746269; 'f1-score': 0.5721143542925722; 'support': 469}; 'weighted avg': {'precision': 0.656480117820324; 'recall': 0.6823027718550106; 'f1-score': 0.6651726397129509; 'support': 469}},{'0.0': {'precision': 0.775; 'recall': 0.8378378378378378; 'f1-score': 0.8051948051948051; 'support': 37}; '1.0': {'precision': 0.5; 'recall': 0.4; 'f1-score': 0.4444444444444445; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6375; 'recall': 0.6189189189189189; 'f1-score': 0.6248196248196248; 'support': 52}; 'weighted avg': {'precision': 0.6956730769230769; 'recall': 0.7115384615384616; 'f1-score': 0.7011322011322011; 'support': 52}}
