l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],14,1.112307,0.698113,3,[X2 >= 1.650000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.3898305084745763; 'recall': 0.17164179104477612; 'f1-score': 0.23834196891191708; 'support': 134}; '1.0': {'precision': 0.7286063569682152; 'recall': 0.8922155688622755; 'f1-score': 0.8021534320323015; 'support': 334}; 'accuracy': 0.6858974358974359; 'macro avg': {'precision': 0.5592184327213957; 'recall': 0.5319286799535258; 'f1-score': 0.5202477004721093; 'support': 468}; 'weighted avg': {'precision': 0.631606434536276; 'recall': 0.6858974358974359; 'f1-score': 0.6407202353268923; 'support': 468}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.26666666666666666; 'f1-score': 0.33333333333333337; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.868421052631579; 'f1-score': 0.8048780487804879; 'support': 38}; 'accuracy': 0.6981132075471698; 'macro avg': {'precision': 0.5972222222222222; 'recall': 0.5675438596491228; 'f1-score': 0.5691056910569106; 'support': 53}; 'weighted avg': {'precision': 0.6635220125786163; 'recall': 0.6981132075471698; 'f1-score': 0.6714219972388403; 'support': 53}}
l: 5,3,CNF,6,469,52,3,[156; 157],14,1.339461,0.673077,14,[X2 >= 1.650000 OR X5 < 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [X1 OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000] AND [X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000],{'0.0': {'precision': 0.5185185185185185; 'recall': 0.1044776119402985; 'f1-score': 0.17391304347826086; 'support': 134}; '1.0': {'precision': 0.7285067873303167; 'recall': 0.9611940298507463; 'f1-score': 0.8288288288288289; 'support': 335}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6235126529244176; 'recall': 0.5328358208955224; 'f1-score': 0.5013709361535449; 'support': 469}; 'weighted avg': {'precision': 0.6685101390983744; 'recall': 0.7164179104477612; 'f1-score': 0.6417100330143809; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.06666666666666667; 'f1-score': 0.10526315789473685; 'support': 15}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.918918918918919; 'f1-score': 0.8000000000000002; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.4791666666666667; 'recall': 0.4927927927927928; 'f1-score': 0.4526315789473685; 'support': 52}; 'weighted avg': {'precision': 0.5761217948717949; 'recall': 0.6730769230769231; 'f1-score': 0.599595141700405; 'support': 52}}
l: 5,3,CNF,7,469,52,3,[156; 157],14,1.415776,0.807692,16,[X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 >= 0.895000] AND [X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4482758620689655; 'recall': 0.291044776119403; 'f1-score': 0.3529411764705882; 'support': 134}; '1.0': {'precision': 0.7513089005235603; 'recall': 0.8567164179104477; 'f1-score': 0.800557880055788; 'support': 335}; 'accuracy': 0.6950959488272921; 'macro avg': {'precision': 0.5997923812962629; 'recall': 0.5738805970149253; 'f1-score': 0.576749528263188; 'support': 469}; 'weighted avg': {'precision': 0.6647280323936761; 'recall': 0.6950959488272921; 'f1-score': 0.6726673933171595; 'support': 469}},{'0.0': {'precision': 0.7777777777777778; 'recall': 0.4666666666666667; 'f1-score': 0.5833333333333334; 'support': 15}; '1.0': {'precision': 0.813953488372093; 'recall': 0.9459459459459459; 'f1-score': 0.875; 'support': 37}; 'accuracy': 0.8076923076923077; 'macro avg': {'precision': 0.7958656330749354; 'recall': 0.7063063063063063; 'f1-score': 0.7291666666666667; 'support': 52}; 'weighted avg': {'precision': 0.8035181872391175; 'recall': 0.8076923076923077; 'f1-score': 0.7908653846153846; 'support': 52}}
l: 5,3,CNF,8,469,52,3,[156; 157],14,0.837775,0.653846,15,[(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [X2 < 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 < 59.500000] AND [X1 OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.4357142857142857; 'recall': 0.4552238805970149; 'f1-score': 0.44525547445255476; 'support': 134}; '1.0': {'precision': 0.7781155015197568; 'recall': 0.764179104477612; 'f1-score': 0.7710843373493975; 'support': 335}; 'accuracy': 0.67590618336887; 'macro avg': {'precision': 0.6069148936170212; 'recall': 0.6097014925373134; 'f1-score': 0.6081699059009762; 'support': 469}; 'weighted avg': {'precision': 0.6802865827181938; 'recall': 0.67590618336887; 'f1-score': 0.6779903765217282; 'support': 469}},{'0.0': {'precision': 0.38461538461538464; 'recall': 0.3333333333333333; 'f1-score': 0.3571428571428571; 'support': 15}; '1.0': {'precision': 0.7435897435897436; 'recall': 0.7837837837837838; 'f1-score': 0.7631578947368421; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5641025641025641; 'recall': 0.5585585585585585; 'f1-score': 0.5601503759398496; 'support': 52}; 'weighted avg': {'precision': 0.6400394477317555; 'recall': 0.6538461538461539; 'f1-score': 0.6460381723539619; 'support': 52}}
l: 5,3,CNF,9,469,52,3,[156; 157],14,0.617211,0.673077,14,[(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 < 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000] AND [X3 < 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.44366197183098594; 'recall': 0.4701492537313433; 'f1-score': 0.4565217391304348; 'support': 134}; '1.0': {'precision': 0.7828746177370031; 'recall': 0.764179104477612; 'f1-score': 0.7734138972809668; 'support': 335}; 'accuracy': 0.6801705756929638; 'macro avg': {'precision': 0.6132682947839945; 'recall': 0.6171641791044776; 'f1-score': 0.6149678182057008; 'support': 469}; 'weighted avg': {'precision': 0.6859567189067124; 'recall': 0.6801705756929638; 'f1-score': 0.682873280666529; 'support': 469}},{'0.0': {'precision': 0.45; 'recall': 0.6; 'f1-score': 0.5142857142857143; 'support': 15}; '1.0': {'precision': 0.8125; 'recall': 0.7027027027027027; 'f1-score': 0.7536231884057971; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.63125; 'recall': 0.6513513513513514; 'f1-score': 0.6339544513457558; 'support': 52}; 'weighted avg': {'precision': 0.7079326923076923; 'recall': 0.6730769230769231; 'f1-score': 0.6845835324096193; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'CNF', 'real_partition_size': [156, 157], 'n_partitions': 3}, (mean val acc cv) 0.677612 (+- 0.057092), (mean training time) 1.146667 (+- 0.662690)
l: 5,3,DNF,0,468,53,58,[8; 9],14,1.190698,0.735849,7,[X6 >= 59.500000 AND X9 < 0.895000] OR [X4 >= 211.500000 AND X9 >= 0.895000] OR [(NOT X1) AND X4 < 211.500000 AND X5 < 61.500000],{'0.0': {'precision': 0.36160714285714285; 'recall': 0.6044776119402985; 'f1-score': 0.45251396648044684; 'support': 134}; '1.0': {'precision': 0.7827868852459017; 'recall': 0.5718562874251497; 'f1-score': 0.6608996539792387; 'support': 334}; 'accuracy': 0.5811965811965812; 'macro avg': {'precision': 0.5721970140515222; 'recall': 0.5881669496827241; 'f1-score': 0.5567068102298427; 'support': 468}; 'weighted avg': {'precision': 0.6621926855021117; 'recall': 0.5811965811965812; 'f1-score': 0.6012336665330034; 'support': 468}},{'0.0': {'precision': 0.5263157894736842; 'recall': 0.6666666666666666; 'f1-score': 0.5882352941176471; 'support': 15}; '1.0': {'precision': 0.8529411764705882; 'recall': 0.7631578947368421; 'f1-score': 0.8055555555555555; 'support': 38}; 'accuracy': 0.7358490566037735; 'macro avg': {'precision': 0.6896284829721362; 'recall': 0.7149122807017544; 'f1-score': 0.6968954248366013; 'support': 53}; 'weighted avg': {'precision': 0.7605000292073135; 'recall': 0.7358490566037735; 'f1-score': 0.744049821186336; 'support': 53}}
l: 5,3,DNF,1,469,52,58,[8; 9],14,1.193378,0.692308,6,[X4 >= 211.500000 AND X6 >= 59.500000] OR [X1 AND X9 < 0.895000] OR [(NOT X1) AND X9 < 0.895000],{'0.0': {'precision': 0.401673640167364; 'recall': 0.7111111111111111; 'f1-score': 0.5133689839572192; 'support': 135}; '1.0': {'precision': 0.8304347826086956; 'recall': 0.5718562874251497; 'f1-score': 0.6773049645390071; 'support': 334}; 'accuracy': 0.6119402985074627; 'macro avg': {'precision': 0.6160542113880298; 'recall': 0.6414836992681304; 'f1-score': 0.5953369742481132; 'support': 469}; 'weighted avg': {'precision': 0.7070173961916811; 'recall': 0.6119402985074627; 'f1-score': 0.6301165692755927; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.7142857142857143; 'f1-score': 0.5555555555555556; 'support': 14}; '1.0': {'precision': 0.8666666666666667; 'recall': 0.6842105263157895; 'f1-score': 0.7647058823529413; 'support': 38}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6606060606060606; 'recall': 0.6992481203007519; 'f1-score': 0.6601307189542485; 'support': 52}; 'weighted avg': {'precision': 0.7557109557109557; 'recall': 0.6923076923076923; 'f1-score': 0.7083961789844145; 'support': 52}}
l: 5,3,DNF,2,469,52,58,[8; 9],14,1.250170,0.673077,7,[(NOT X1) AND X2 < 1.650000 AND X5 < 61.500000 AND X9 >= 0.895000] OR [X2 >= 1.650000 AND X4 >= 211.500000] OR [X9 < 0.895000],{'0.0': {'precision': 0.37967914438502676; 'recall': 0.5298507462686567; 'f1-score': 0.44236760124610586; 'support': 134}; '1.0': {'precision': 0.776595744680851; 'recall': 0.6537313432835821; 'f1-score': 0.7098865478119935; 'support': 335}; 'accuracy': 0.6183368869936035; 'macro avg': {'precision': 0.5781374445329389; 'recall': 0.5917910447761194; 'f1-score': 0.5761270745290497; 'support': 469}; 'weighted avg': {'precision': 0.663191001739187; 'recall': 0.6183368869936035; 'f1-score': 0.6334525630788826; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.6666666666666666; 'f1-score': 0.5405405405405405; 'support': 15}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.6756756756756757; 'f1-score': 0.746268656716418; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6439393939393939; 'recall': 0.6711711711711712; 'f1-score': 0.6434045986284792; 'support': 52}; 'weighted avg': {'precision': 0.7240675990675991; 'recall': 0.6730769230769231; 'f1-score': 0.6869240078195301; 'support': 52}}
l: 5,3,DNF,3,469,52,58,[8; 9],14,1.175097,0.634615,6,[X1] OR [X2 >= 1.650000 AND X9 < 0.895000] OR [X4 < 211.500000 AND X6 < 59.500000 AND X9 < 0.895000],{'0.0': {'precision': 0.4; 'recall': 0.2537313432835821; 'f1-score': 0.31050228310502287; 'support': 134}; '1.0': {'precision': 0.7395833333333334; 'recall': 0.8477611940298507; 'f1-score': 0.7899860917941586; 'support': 335}; 'accuracy': 0.6780383795309168; 'macro avg': {'precision': 0.5697916666666667; 'recall': 0.5507462686567164; 'f1-score': 0.5502441874495907; 'support': 469}; 'weighted avg': {'precision': 0.6425595238095239; 'recall': 0.6780383795309168; 'f1-score': 0.652990717882977; 'support': 469}},{'0.0': {'precision': 0.16666666666666666; 'recall': 0.06666666666666667; 'f1-score': 0.09523809523809522; 'support': 15}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.8648648648648649; 'f1-score': 0.7710843373493975; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.43115942028985504; 'recall': 0.4657657657657658; 'f1-score': 0.4331612162937464; 'support': 52}; 'weighted avg': {'precision': 0.5430602006688964; 'recall': 0.6346153846153846; 'f1-score': 0.5761286905865218; 'support': 52}}
l: 5,3,DNF,4,469,52,58,[8; 9],14,1.180617,0.730769,5,[X1 AND X4 < 211.500000 AND X9 < 0.895000] OR [X1] OR [X6 >= 59.500000],{'0.0': {'precision': 0.4024390243902439; 'recall': 0.2462686567164179; 'f1-score': 0.3055555555555555; 'support': 134}; '1.0': {'precision': 0.7390180878552972; 'recall': 0.8537313432835821; 'f1-score': 0.7922437673130195; 'support': 335}; 'accuracy': 0.6801705756929638; 'macro avg': {'precision': 0.5707285561227706; 'recall': 0.55; 'f1-score': 0.5488996614342875; 'support': 469}; 'weighted avg': {'precision': 0.6428526411509962; 'recall': 0.6801705756929638; 'f1-score': 0.6531899925251726; 'support': 469}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.3333333333333333; 'f1-score': 0.4166666666666667; 'support': 15}; '1.0': {'precision': 0.7674418604651163; 'recall': 0.8918918918918919; 'f1-score': 0.825; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.661498708010336; 'recall': 0.6126126126126126; 'f1-score': 0.6208333333333333; 'support': 52}; 'weighted avg': {'precision': 0.7063208109719739; 'recall': 0.7307692307692307; 'f1-score': 0.7072115384615384; 'support': 52}}
l: 5,3,DNF,5,469,52,58,[8; 9],14,1.183711,0.557692,8,[X4 >= 211.500000] OR [(NOT X1) AND X4 < 211.500000 AND X9 >= 0.895000] OR [(NOT X1) AND X1 AND X6 < 59.500000 AND X9 < 0.895000],{'0.0': {'precision': 0.4010416666666667; 'recall': 0.5746268656716418; 'f1-score': 0.4723926380368098; 'support': 134}; '1.0': {'precision': 0.7942238267148014; 'recall': 0.6567164179104478; 'f1-score': 0.7189542483660132; 'support': 335}; 'accuracy': 0.6332622601279317; 'macro avg': {'precision': 0.5976327466907341; 'recall': 0.6156716417910448; 'f1-score': 0.5956734432014115; 'support': 469}; 'weighted avg': {'precision': 0.6818860667010486; 'recall': 0.6332622601279317; 'f1-score': 0.6485080739862408; 'support': 469}},{'0.0': {'precision': 0.2777777777777778; 'recall': 0.3333333333333333; 'f1-score': 0.303030303030303; 'support': 15}; '1.0': {'precision': 0.7058823529411765; 'recall': 0.6486486486486487; 'f1-score': 0.676056338028169; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.49183006535947715; 'recall': 0.49099099099099097; 'f1-score': 0.489543320529236; 'support': 52}; 'weighted avg': {'precision': 0.5823906485671192; 'recall': 0.5576923076923077; 'f1-score': 0.5684526740864768; 'support': 52}}
l: 5,3,DNF,6,469,52,58,[8; 9],14,1.231974,0.576923,6,[X1 AND X2 < 1.650000] OR [X6 < 59.500000 AND X9 < 0.895000] OR [X5 >= 61.500000 AND X6 >= 59.500000],{'0.0': {'precision': 0.29133858267716534; 'recall': 0.27611940298507465; 'f1-score': 0.28352490421455945; 'support': 134}; '1.0': {'precision': 0.716374269005848; 'recall': 0.7313432835820896; 'f1-score': 0.723781388478582; 'support': 335}; 'accuracy': 0.6012793176972282; 'macro avg': {'precision': 0.5038564258415067; 'recall': 0.5037313432835822; 'f1-score': 0.5036531463465708; 'support': 469}; 'weighted avg': {'precision': 0.5949355014833673; 'recall': 0.6012793176972282; 'f1-score': 0.5979938215460041; 'support': 469}},{'0.0': {'precision': 0.29411764705882354; 'recall': 0.3333333333333333; 'f1-score': 0.3125; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.6756756756756757; 'f1-score': 0.6944444444444444; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5042016806722689; 'recall': 0.5045045045045045; 'f1-score': 0.5034722222222222; 'support': 52}; 'weighted avg': {'precision': 0.5930833872010344; 'recall': 0.5769230769230769; 'f1-score': 0.5842681623931624; 'support': 52}}
l: 5,3,DNF,7,469,52,58,[8; 9],14,1.149466,0.615385,5,[X1 AND X2 >= 1.650000] OR [X2 < 1.650000 AND X9 >= 0.895000] OR [X5 >= 61.500000],{'0.0': {'precision': 0.34210526315789475; 'recall': 0.19402985074626866; 'f1-score': 0.2476190476190476; 'support': 134}; '1.0': {'precision': 0.7251908396946565; 'recall': 0.8507462686567164; 'f1-score': 0.782967032967033; 'support': 335}; 'accuracy': 0.6631130063965884; 'macro avg': {'precision': 0.5336480514262756; 'recall': 0.5223880597014925; 'f1-score': 0.5152930402930402; 'support': 469}; 'weighted avg': {'precision': 0.6157378178270103; 'recall': 0.6631130063965884; 'f1-score': 0.6300104657247514; 'support': 469}},{'0.0': {'precision': 0.2222222222222222; 'recall': 0.13333333333333333; 'f1-score': 0.16666666666666669; 'support': 15}; '1.0': {'precision': 0.6976744186046512; 'recall': 0.8108108108108109; 'f1-score': 0.75; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.4599483204134367; 'recall': 0.4720720720720721; 'f1-score': 0.45833333333333337; 'support': 52}; 'weighted avg': {'precision': 0.5605247465712582; 'recall': 0.6153846153846154; 'f1-score': 0.5817307692307693; 'support': 52}}
l: 5,3,DNF,8,469,52,58,[8; 9],14,1.173560,0.653846,8,[X1 AND X2 < 1.650000 AND X5 < 61.500000 AND X6 < 59.500000 AND X9 >= 0.895000] OR [X4 >= 211.500000] OR [X2 >= 1.650000 AND X4 < 211.500000],{'0.0': {'precision': 0.4636363636363636; 'recall': 0.3805970149253731; 'f1-score': 0.41803278688524587; 'support': 134}; '1.0': {'precision': 0.7688022284122563; 'recall': 0.8238805970149253; 'f1-score': 0.7953890489913545; 'support': 335}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.61621929602431; 'recall': 0.6022388059701492; 'f1-score': 0.6067109179383002; 'support': 469}; 'weighted avg': {'precision': 0.6816119813334298; 'recall': 0.697228144989339; 'f1-score': 0.6875729741038948; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.2; 'f1-score': 0.25; 'support': 15}; '1.0': {'precision': 0.7209302325581395; 'recall': 0.8378378378378378; 'f1-score': 0.7749999999999999; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5271317829457364; 'recall': 0.518918918918919; 'f1-score': 0.5125; 'support': 52}; 'weighted avg': {'precision': 0.60912343470483; 'recall': 0.6538461538461539; 'f1-score': 0.6235576923076922; 'support': 52}}
l: 5,3,DNF,9,469,52,58,[8; 9],14,1.214687,0.615385,6,[X2 >= 1.650000 AND X6 < 59.500000] OR [X1 AND X9 < 0.895000] OR [X5 < 61.500000 AND X6 >= 59.500000],{'0.0': {'precision': 0.3359375; 'recall': 0.6417910447761194; 'f1-score': 0.441025641025641; 'support': 134}; '1.0': {'precision': 0.7746478873239436; 'recall': 0.4925373134328358; 'f1-score': 0.6021897810218978; 'support': 335}; 'accuracy': 0.535181236673774; 'macro avg': {'precision': 0.5552926936619718; 'recall': 0.5671641791044776; 'f1-score': 0.5216077110237693; 'support': 469}; 'weighted avg': {'precision': 0.6493020623742454; 'recall': 0.535181236673774; 'f1-score': 0.55614288388011; 'support': 469}},{'0.0': {'precision': 0.42424242424242425; 'recall': 0.9333333333333333; 'f1-score': 0.5833333333333333; 'support': 15}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.4864864864864865; 'f1-score': 0.6428571428571428; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.6858054226475279; 'recall': 0.70990990990991; 'f1-score': 0.613095238095238; 'support': 52}; 'weighted avg': {'precision': 0.7964666912035334; 'recall': 0.6153846153846154; 'f1-score': 0.6256868131868132; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'DNF', 'real_partition_size': [8, 9], 'n_partitions': 58}, (mean val acc cv) 0.648585 (+- 0.057188), (mean training time) 1.194336 (+- 0.028423)
l: 5,3,DNF,0,468,53,29,[16; 17],14,0.617606,0.471698,9,[X2 >= 1.650000] OR [X1 AND X4 < 211.500000 AND X5 < 61.500000 AND X6 < 59.500000] OR [(NOT X1) AND X3 < 1.250000 AND X4 >= 211.500000 AND X6 < 59.500000],{'0.0': {'precision': 0.36470588235294116; 'recall': 0.4626865671641791; 'f1-score': 0.4078947368421052; 'support': 134}; '1.0': {'precision': 0.7583892617449665; 'recall': 0.6766467065868264; 'f1-score': 0.7151898734177214; 'support': 334}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5615475720489538; 'recall': 0.5696666368755028; 'f1-score': 0.5615423051299133; 'support': 468}; 'weighted avg': {'precision': 0.645667952260925; 'recall': 0.6153846153846154; 'f1-score': 0.6272036590990622; 'support': 468}},{'0.0': {'precision': 0.24; 'recall': 0.4; 'f1-score': 0.3; 'support': 15}; '1.0': {'precision': 0.6785714285714286; 'recall': 0.5; 'f1-score': 0.5757575757575758; 'support': 38}; 'accuracy': 0.4716981132075472; 'macro avg': {'precision': 0.4592857142857143; 'recall': 0.45; 'f1-score': 0.43787878787878787; 'support': 53}; 'weighted avg': {'precision': 0.5544474393530997; 'recall': 0.4716981132075472; 'f1-score': 0.49771297884505433; 'support': 53}}
l: 5,3,DNF,1,469,52,29,[16; 17],14,0.596759,0.634615,6,[X3 >= 1.250000 AND X5 >= 61.500000] OR [X1 AND X9 < 0.895000] OR [(NOT X1) AND X2 < 1.650000],{'0.0': {'precision': 0.3584905660377358; 'recall': 0.562962962962963; 'f1-score': 0.4380403458213256; 'support': 135}; '1.0': {'precision': 0.7704280155642024; 'recall': 0.592814371257485; 'f1-score': 0.6700507614213198; 'support': 334}; 'accuracy': 0.5842217484008528; 'macro avg': {'precision': 0.5644592908009691; 'recall': 0.577888667110224; 'f1-score': 0.5540455536213227; 'support': 469}; 'weighted avg': {'precision': 0.6518532699648997; 'recall': 0.5842217484008528; 'f1-score': 0.6032673795321957; 'support': 469}},{'0.0': {'precision': 0.38095238095238093; 'recall': 0.5714285714285714; 'f1-score': 0.4571428571428571; 'support': 14}; '1.0': {'precision': 0.8064516129032258; 'recall': 0.6578947368421053; 'f1-score': 0.7246376811594202; 'support': 38}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5937019969278033; 'recall': 0.6146616541353384; 'f1-score': 0.5908902691511386; 'support': 52}; 'weighted avg': {'precision': 0.6918941273779983; 'recall': 0.6346153846153846; 'f1-score': 0.6526198439241916; 'support': 52}}
l: 5,3,DNF,2,469,52,29,[16; 17],14,0.620821,0.538462,8,[X1 AND X3 < 1.250000 AND X4 < 211.500000 AND X5 < 61.500000 AND X6 < 59.500000] OR [X4 >= 211.500000 AND X6 < 59.500000] OR [X9 < 0.895000],{'0.0': {'precision': 0.3219178082191781; 'recall': 0.35074626865671643; 'f1-score': 0.33571428571428574; 'support': 134}; '1.0': {'precision': 0.7306501547987616; 'recall': 0.7044776119402985; 'f1-score': 0.7173252279635258; 'support': 335}; 'accuracy': 0.603411513859275; 'macro avg': {'precision': 0.5262839815089698; 'recall': 0.5276119402985074; 'f1-score': 0.5265197568389057; 'support': 469}; 'weighted avg': {'precision': 0.613869484347452; 'recall': 0.603411513859275; 'f1-score': 0.6082935301780287; 'support': 469}},{'0.0': {'precision': 0.15384615384615385; 'recall': 0.13333333333333333; 'f1-score': 0.14285714285714288; 'support': 15}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.7027027027027027; 'f1-score': 0.6842105263157895; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.41025641025641024; 'recall': 0.418018018018018; 'f1-score': 0.4135338345864662; 'support': 52}; 'weighted avg': {'precision': 0.5187376725838264; 'recall': 0.5384615384615384; 'f1-score': 0.5280508964719491; 'support': 52}}
l: 5,3,DNF,3,469,52,29,[16; 17],14,0.600261,0.730769,7,[X4 >= 211.500000 AND X9 < 0.895000] OR [X9 >= 0.895000] OR [X1 AND X3 >= 1.250000 AND X5 >= 61.500000 AND X6 >= 59.500000],{'0.0': {'precision': 0.2830188679245283; 'recall': 0.11194029850746269; 'f1-score': 0.16042780748663102; 'support': 134}; '1.0': {'precision': 0.7139423076923077; 'recall': 0.8865671641791045; 'f1-score': 0.7909454061251664; 'support': 335}; 'accuracy': 0.6652452025586354; 'macro avg': {'precision': 0.498480587808418; 'recall': 0.4992537313432836; 'f1-score': 0.4756866068058987; 'support': 469}; 'weighted avg': {'precision': 0.5908213249015135; 'recall': 0.6652452025586354; 'f1-score': 0.6107975207998706; 'support': 469}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.3333333333333333; 'f1-score': 0.4166666666666667; 'support': 15}; '1.0': {'precision': 0.7674418604651163; 'recall': 0.8918918918918919; 'f1-score': 0.825; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.661498708010336; 'recall': 0.6126126126126126; 'f1-score': 0.6208333333333333; 'support': 52}; 'weighted avg': {'precision': 0.7063208109719739; 'recall': 0.7307692307692307; 'f1-score': 0.7072115384615384; 'support': 52}}
l: 5,3,DNF,4,469,52,29,[16; 17],14,0.593839,0.615385,8,[X6 >= 59.500000] OR [X1 AND X2 >= 1.650000 AND X4 < 211.500000 AND X6 < 59.500000] OR [X4 >= 211.500000 AND X6 < 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.42857142857142855; 'recall': 0.6940298507462687; 'f1-score': 0.5299145299145299; 'support': 134}; '1.0': {'precision': 0.8373015873015873; 'recall': 0.6298507462686567; 'f1-score': 0.7189097103918228; 'support': 335}; 'accuracy': 0.6481876332622601; 'macro avg': {'precision': 0.6329365079365079; 'recall': 0.6619402985074627; 'f1-score': 0.6244121201531764; 'support': 469}; 'weighted avg': {'precision': 0.7205215419501134; 'recall': 0.6481876332622601; 'f1-score': 0.6649110873983105; 'support': 469}},{'0.0': {'precision': 0.41935483870967744; 'recall': 0.8666666666666667; 'f1-score': 0.5652173913043478; 'support': 15}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.5135135135135135; 'f1-score': 0.6551724137931034; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.6620583717357911; 'recall': 0.6900900900900901; 'f1-score': 0.6101949025487257; 'support': 52}; 'weighted avg': {'precision': 0.7647406357083776; 'recall': 0.6153846153846154; 'f1-score': 0.6292238496136547; 'support': 52}}
