l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],14,1.187240,0.622642,3,[(NOT X1) OR X3 >= 1.250000 OR X4 < 211.500000],{'0.0': {'precision': 0.21153846153846154; 'recall': 0.16541353383458646; 'f1-score': 0.18565400843881855; 'support': 133}; '1.0': {'precision': 0.695054945054945; 'recall': 0.755223880597015; 'f1-score': 0.7238912732474962; 'support': 335}; 'accuracy': 0.5876068376068376; 'macro avg': {'precision': 0.4532967032967033; 'recall': 0.4603187072158007; 'f1-score': 0.4547726408431574; 'support': 468}; 'weighted avg': {'precision': 0.5576453461068845; 'recall': 0.5876068376068376; 'f1-score': 0.5709306830347738; 'support': 468}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.2; 'f1-score': 0.23076923076923075; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.7894736842105263; 'f1-score': 0.7500000000000001; 'support': 38}; 'accuracy': 0.6226415094339622; 'macro avg': {'precision': 0.4935064935064935; 'recall': 0.49473684210526314; 'f1-score': 0.4903846153846154; 'support': 53}; 'weighted avg': {'precision': 0.5893163440333251; 'recall': 0.6226415094339622; 'f1-score': 0.6030478955007257; 'support': 53}}
l: 10,1,CNF,2,469,52,29,[16; 17],14,0.506303,0.788462,5,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.4970414201183432; 'recall': 0.6268656716417911; 'f1-score': 0.5544554455445545; 'support': 134}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.746268656716418; 'f1-score': 0.7874015748031497; 'support': 335}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.6651873767258383; 'recall': 0.6865671641791045; 'f1-score': 0.670928510173852; 'support': 469}; 'weighted avg': {'precision': 0.7372499295576219; 'recall': 0.7121535181236673; 'f1-score': 0.7208455378721224; 'support': 469}},{'0.0': {'precision': 0.6153846153846154; 'recall': 0.5714285714285714; 'f1-score': 0.5925925925925927; 'support': 14}; '1.0': {'precision': 0.8461538461538461; 'recall': 0.868421052631579; 'f1-score': 0.8571428571428572; 'support': 38}; 'accuracy': 0.7884615384615384; 'macro avg': {'precision': 0.7307692307692308; 'recall': 0.7199248120300752; 'f1-score': 0.7248677248677249; 'support': 52}; 'weighted avg': {'precision': 0.7840236686390534; 'recall': 0.7884615384615384; 'f1-score': 0.785917785917786; 'support': 52}}
l: 10,1,CNF,3,469,52,29,[16; 17],14,0.490376,0.596154,2,[X3 >= 1.250000 OR X6 >= 59.500000],{'0.0': {'precision': 0.417910447761194; 'recall': 0.8421052631578947; 'f1-score': 0.5586034912718204; 'support': 133}; '1.0': {'precision': 0.8955223880597015; 'recall': 0.5357142857142857; 'f1-score': 0.6703910614525139; 'support': 336}; 'accuracy': 0.6226012793176973; 'macro avg': {'precision': 0.6567164179104478; 'recall': 0.6889097744360901; 'f1-score': 0.6144972763621672; 'support': 469}; 'weighted avg': {'precision': 0.7600801960347516; 'recall': 0.6226012793176973; 'f1-score': 0.6386901087147053; 'support': 469}},{'0.0': {'precision': 0.4117647058823529; 'recall': 0.9333333333333333; 'f1-score': 0.5714285714285713; 'support': 15}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.4594594594594595; 'f1-score': 0.6181818181818182; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.6781045751633987; 'recall': 0.6963963963963964; 'f1-score': 0.5948051948051947; 'support': 52}; 'weighted avg': {'precision': 0.7907868275515333; 'recall': 0.5961538461538461; 'f1-score': 0.6046953046953046; 'support': 52}}
l: 10,1,CNF,4,469,52,29,[16; 17],14,0.502412,0.711538,5,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.3888888888888889; 'recall': 0.10526315789473684; 'f1-score': 0.16568047337278105; 'support': 133}; '1.0': {'precision': 0.7251732101616628; 'recall': 0.9345238095238095; 'f1-score': 0.8166449934980494; 'support': 336}; 'accuracy': 0.6993603411513859; 'macro avg': {'precision': 0.5570310495252758; 'recall': 0.5198934837092732; 'f1-score': 0.4911627334354152; 'support': 469}; 'weighted avg': {'precision': 0.6298089996514732; 'recall': 0.6993603411513859; 'f1-score': 0.6320431146565554; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.13333333333333333; 'f1-score': 0.2105263157894737; 'support': 15}; '1.0': {'precision': 0.7291666666666666; 'recall': 0.9459459459459459; 'f1-score': 0.8235294117647058; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6145833333333333; 'recall': 0.5396396396396397; 'f1-score': 0.5170278637770898; 'support': 52}; 'weighted avg': {'precision': 0.6630608974358974; 'recall': 0.7115384615384616; 'f1-score': 0.6467015956180042; 'support': 52}}
l: 10,1,CNF,5,469,52,29,[16; 17],14,0.504341,0.673077,2,[X3 >= 1.250000 OR X4 >= 211.500000],{'0.0': {'precision': 0.46226415094339623; 'recall': 0.7368421052631579; 'f1-score': 0.5681159420289854; 'support': 133}; '1.0': {'precision': 0.8638132295719845; 'recall': 0.6607142857142857; 'f1-score': 0.7487352445193929; 'support': 336}; 'accuracy': 0.6823027718550106; 'macro avg': {'precision': 0.6630386902576904; 'recall': 0.6987781954887218; 'f1-score': 0.6584255932741891; 'support': 469}; 'weighted avg': {'precision': 0.7499411027967131; 'recall': 0.6823027718550106; 'f1-score': 0.6975148453056952; 'support': 469}},{'0.0': {'precision': 0.45; 'recall': 0.6; 'f1-score': 0.5142857142857143; 'support': 15}; '1.0': {'precision': 0.8125; 'recall': 0.7027027027027027; 'f1-score': 0.7536231884057971; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.63125; 'recall': 0.6513513513513514; 'f1-score': 0.6339544513457558; 'support': 52}; 'weighted avg': {'precision': 0.7079326923076923; 'recall': 0.6730769230769231; 'f1-score': 0.6845835324096193; 'support': 52}}
l: 10,1,CNF,6,469,52,29,[16; 17],14,0.510736,0.750000,3,[X1 OR X3 >= 1.250000 OR X6 >= 59.500000],{'0.0': {'precision': 0.4567901234567901; 'recall': 0.2781954887218045; 'f1-score': 0.34579439252336447; 'support': 133}; '1.0': {'precision': 0.7525773195876289; 'recall': 0.8690476190476191; 'f1-score': 0.8066298342541437; 'support': 336}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.6046837215222095; 'recall': 0.5736215538847118; 'f1-score': 0.5762121133887541; 'support': 469}; 'weighted avg': {'precision': 0.6686973684460477; 'recall': 0.7014925373134329; 'f1-score': 0.6759451567484004; 'support': 469}},{'0.0': {'precision': 0.625; 'recall': 0.3333333333333333; 'f1-score': 0.43478260869565216; 'support': 15}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.918918918918919; 'f1-score': 0.8395061728395061; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6988636363636364; 'recall': 0.6261261261261262; 'f1-score': 0.6371443907675791; 'support': 52}; 'weighted avg': {'precision': 0.7301136363636365; 'recall': 0.75; 'f1-score': 0.7227589908749329; 'support': 52}}
l: 10,1,CNF,7,469,52,29,[16; 17],14,0.556380,0.596154,2,[(NOT X1) OR X9 >= 0.895000],{'0.0': {'precision': 0.15436241610738255; 'recall': 0.17293233082706766; 'f1-score': 0.1631205673758865; 'support': 133}; '1.0': {'precision': 0.65625; 'recall': 0.625; 'f1-score': 0.6402439024390244; 'support': 336}; 'accuracy': 0.4968017057569296; 'macro avg': {'precision': 0.4053062080536913; 'recall': 0.3989661654135338; 'f1-score': 0.40168223490745547; 'support': 469}; 'weighted avg': {'precision': 0.513923670239407; 'recall': 0.4968017057569296; 'f1-score': 0.5049402701076867; 'support': 469}},{'0.0': {'precision': 0.125; 'recall': 0.06666666666666667; 'f1-score': 0.08695652173913045; 'support': 15}; '1.0': {'precision': 0.6818181818181818; 'recall': 0.8108108108108109; 'f1-score': 0.7407407407407407; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.4034090909090909; 'recall': 0.43873873873873875; 'f1-score': 0.4138486312399356; 'support': 52}; 'weighted avg': {'precision': 0.5211975524475524; 'recall': 0.5961538461538461; 'f1-score': 0.5521491391056608; 'support': 52}}
l: 10,1,CNF,8,469,52,29,[16; 17],14,0.564614,0.730769,3,[X3 >= 1.250000 OR X5 >= 61.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.31645569620253167; 'recall': 0.18796992481203006; 'f1-score': 0.23584905660377362; 'support': 133}; '1.0': {'precision': 0.7230769230769231; 'recall': 0.8392857142857143; 'f1-score': 0.7768595041322314; 'support': 336}; 'accuracy': 0.6545842217484008; 'macro avg': {'precision': 0.5197663096397274; 'recall': 0.5136278195488722; 'f1-score': 0.5063542803680025; 'support': 469}; 'weighted avg': {'precision': 0.6077664259035882; 'recall': 0.6545842217484008; 'f1-score': 0.6234386309525194; 'support': 469}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.26666666666666666; 'f1-score': 0.36363636363636365; 'support': 15}; '1.0': {'precision': 0.7555555555555555; 'recall': 0.918918918918919; 'f1-score': 0.8292682926829269; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6634920634920635; 'recall': 0.5927927927927928; 'f1-score': 0.5964523281596452; 'support': 52}; 'weighted avg': {'precision': 0.7024420024420024; 'recall': 0.7307692307692307; 'f1-score': 0.6949513900733414; 'support': 52}}
l: 10,1,CNF,9,469,52,29,[16; 17],14,0.585748,0.730769,2,[X2 >= 1.650000 OR X5 >= 61.500000],{'0.0': {'precision': 0.43410852713178294; 'recall': 0.8421052631578947; 'f1-score': 0.5728900255754477; 'support': 133}; '1.0': {'precision': 0.9004739336492891; 'recall': 0.5654761904761905; 'f1-score': 0.6946983546617915; 'support': 336}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.6672912303905361; 'recall': 0.7037907268170426; 'f1-score': 0.6337941901186196; 'support': 469}; 'weighted avg': {'precision': 0.7682210571741753; 'recall': 0.6439232409381663; 'f1-score': 0.6601556941746193; 'support': 469}},{'0.0': {'precision': 0.52; 'recall': 0.8666666666666667; 'f1-score': 0.65; 'support': 15}; '1.0': {'precision': 0.9259259259259259; 'recall': 0.6756756756756757; 'f1-score': 0.7812500000000001; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.722962962962963; 'recall': 0.7711711711711712; 'f1-score': 0.7156250000000001; 'support': 52}; 'weighted avg': {'precision': 0.8088319088319089; 'recall': 0.7307692307692307; 'f1-score': 0.7433894230769231; 'support': 52}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.698621 (+- 0.059138), (mean training time) 0.522872 (+- 0.031881)
l: 10,1,CNF,0,468,53,14,[33; 34],14,0.264059,0.698113,3,[X2 < 1.650000 OR X4 >= 211.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.22580645161290322; 'recall': 0.05263157894736842; 'f1-score': 0.08536585365853659; 'support': 133}; '1.0': {'precision': 0.7116704805491991; 'recall': 0.9283582089552239; 'f1-score': 0.8056994818652851; 'support': 335}; 'accuracy': 0.6794871794871795; 'macro avg': {'precision': 0.4687384660810512; 'recall': 0.4904948939512962; 'f1-score': 0.4455326677619108; 'support': 468}; 'weighted avg': {'precision': 0.573593737283115; 'recall': 0.6794871794871795; 'f1-score': 0.6009892841056749; 'support': 468}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.06666666666666667; 'f1-score': 0.1111111111111111; 'support': 15}; '1.0': {'precision': 0.72; 'recall': 0.9473684210526315; 'f1-score': 0.8181818181818181; 'support': 38}; 'accuracy': 0.6981132075471698; 'macro avg': {'precision': 0.5266666666666666; 'recall': 0.5070175438596491; 'f1-score': 0.46464646464646464; 'support': 53}; 'weighted avg': {'precision': 0.610566037735849; 'recall': 0.6981132075471698; 'f1-score': 0.6180674671240709; 'support': 53}}
l: 10,1,CNF,1,469,52,14,[33; 34],14,0.271868,0.846154,5,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5147058823529411; 'recall': 0.5223880597014925; 'f1-score': 0.5185185185185184; 'support': 134}; '1.0': {'precision': 0.8078078078078078; 'recall': 0.8029850746268656; 'f1-score': 0.8053892215568863; 'support': 335}; 'accuracy': 0.7228144989339019; 'macro avg': {'precision': 0.6612568450803744; 'recall': 0.6626865671641791; 'f1-score': 0.6619538700377023; 'support': 469}; 'weighted avg': {'precision': 0.7240644005349889; 'recall': 0.7228144989339019; 'f1-score': 0.7234261635459242; 'support': 469}},{'0.0': {'precision': 0.75; 'recall': 0.6428571428571429; 'f1-score': 0.6923076923076924; 'support': 14}; '1.0': {'precision': 0.875; 'recall': 0.9210526315789473; 'f1-score': 0.8974358974358975; 'support': 38}; 'accuracy': 0.8461538461538461; 'macro avg': {'precision': 0.8125; 'recall': 0.7819548872180451; 'f1-score': 0.7948717948717949; 'support': 52}; 'weighted avg': {'precision': 0.8413461538461539; 'recall': 0.8461538461538461; 'f1-score': 0.8422090729783037; 'support': 52}}
l: 10,1,CNF,2,469,52,14,[33; 34],14,0.259024,0.730769,4,[X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X6 >= 59.500000],{'0.0': {'precision': 0.46987951807228917; 'recall': 0.291044776119403; 'f1-score': 0.35944700460829493; 'support': 134}; '1.0': {'precision': 0.7538860103626943; 'recall': 0.8686567164179104; 'f1-score': 0.8072122052704577; 'support': 335}; 'accuracy': 0.7036247334754797; 'macro avg': {'precision': 0.6118827642174918; 'recall': 0.5798507462686567; 'f1-score': 0.5833296049393764; 'support': 469}; 'weighted avg': {'precision': 0.6727412982797214; 'recall': 0.7036247334754797; 'f1-score': 0.679279290795554; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.07142857142857142; 'f1-score': 0.125; 'support': 14}; '1.0': {'precision': 0.74; 'recall': 0.9736842105263158; 'f1-score': 0.8409090909090909; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.62; 'recall': 0.5225563909774437; 'f1-score': 0.48295454545454547; 'support': 52}; 'weighted avg': {'precision': 0.6753846153846155; 'recall': 0.7307692307692307; 'f1-score': 0.6481643356643356; 'support': 52}}
l: 10,1,CNF,3,469,52,14,[33; 34],14,0.288413,0.653846,4,[X1 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5918367346938775; 'recall': 0.21804511278195488; 'f1-score': 0.3186813186813186; 'support': 133}; '1.0': {'precision': 0.7523809523809524; 'recall': 0.9404761904761905; 'f1-score': 0.8359788359788359; 'support': 336}; 'accuracy': 0.7356076759061834; 'macro avg': {'precision': 0.672108843537415; 'recall': 0.5792606516290727; 'f1-score': 0.5773300773300772; 'support': 469}; 'weighted avg': {'precision': 0.7068534876637222; 'recall': 0.7356076759061834; 'f1-score': 0.6892825251034205; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.13333333333333333; 'f1-score': 0.18181818181818182; 'support': 15}; '1.0': {'precision': 0.7111111111111111; 'recall': 0.8648648648648649; 'f1-score': 0.7804878048780488; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.4984126984126984; 'recall': 0.4990990990990991; 'f1-score': 0.48115299334811534; 'support': 52}; 'weighted avg': {'precision': 0.5884004884004884; 'recall': 0.6538461538461539; 'f1-score': 0.6077946443800102; 'support': 52}}
l: 10,1,CNF,4,469,52,14,[33; 34],14,0.261938,0.730769,3,[X4 >= 211.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.32608695652173914; 'recall': 0.11278195488721804; 'f1-score': 0.16759776536312848; 'support': 133}; '1.0': {'precision': 0.7210401891252955; 'recall': 0.9077380952380952; 'f1-score': 0.8036890645586298; 'support': 336}; 'accuracy': 0.6823027718550106; 'macro avg': {'precision': 0.5235635728235173; 'recall': 0.5102600250626567; 'f1-score': 0.48564341496087915; 'support': 469}; 'weighted avg': {'precision': 0.6090385261481677; 'recall': 0.6823027718550106; 'f1-score': 0.6233049647867712; 'support': 469}},{'0.0': {'precision': 0.6; 'recall': 0.2; 'f1-score': 0.3; 'support': 15}; '1.0': {'precision': 0.7446808510638298; 'recall': 0.9459459459459459; 'f1-score': 0.8333333333333334; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6723404255319149; 'recall': 0.572972972972973; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.7029459901800327; 'recall': 0.7307692307692307; 'f1-score': 0.6794871794871795; 'support': 52}}
l: 10,1,CNF,5,469,52,14,[33; 34],14,0.263173,0.692308,4,[X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 < 59.500000],{'0.0': {'precision': 0.42105263157894735; 'recall': 0.06015037593984962; 'f1-score': 0.10526315789473684; 'support': 133}; '1.0': {'precision': 0.7222222222222222; 'recall': 0.9672619047619048; 'f1-score': 0.8269720101781171; 'support': 336}; 'accuracy': 0.7100213219616205; 'macro avg': {'precision': 0.5716374269005848; 'recall': 0.5137061403508771; 'f1-score': 0.46611758403642695; 'support': 469}; 'weighted avg': {'precision': 0.6368159203980098; 'recall': 0.7100213219616205; 'f1-score': 0.622308305799248; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.06666666666666667; 'f1-score': 0.1111111111111111; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.9459459459459459; 'f1-score': 0.813953488372093; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5238095238095238; 'recall': 0.5063063063063064; 'f1-score': 0.46253229974160204; 'support': 52}; 'weighted avg': {'precision': 0.6043956043956045; 'recall': 0.6923076923076923; 'f1-score': 0.6112104949314252; 'support': 52}}
l: 10,1,CNF,6,469,52,14,[33; 34],14,0.265817,0.673077,4,[X2 >= 1.650000 OR X3 >= 1.250000 OR X6 < 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.30303030303030304; 'recall': 0.07518796992481203; 'f1-score': 0.12048192771084336; 'support': 133}; '1.0': {'precision': 0.7178899082568807; 'recall': 0.9315476190476191; 'f1-score': 0.8108808290155439; 'support': 336}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.5104601056435919; 'recall': 0.5033677944862156; 'f1-score': 0.4656813783631936; 'support': 469}; 'weighted avg': {'precision': 0.6002431545359109; 'recall': 0.6886993603411514; 'f1-score': 0.6150960659589871; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7; 'recall': 0.9459459459459459; 'f1-score': 0.8045977011494254; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.35; 'recall': 0.47297297297297297; 'f1-score': 0.4022988505747127; 'support': 52}; 'weighted avg': {'precision': 0.49807692307692303; 'recall': 0.6730769230769231; 'f1-score': 0.572502210433245; 'support': 52}}
l: 10,1,CNF,7,469,52,14,[33; 34],14,0.260848,0.673077,5,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5476190476190477; 'recall': 0.518796992481203; 'f1-score': 0.5328185328185329; 'support': 133}; '1.0': {'precision': 0.8134110787172012; 'recall': 0.8303571428571429; 'f1-score': 0.8217967599410898; 'support': 336}; 'accuracy': 0.7420042643923241; 'macro avg': {'precision': 0.6805150631681245; 'recall': 0.6745770676691729; 'f1-score': 0.6773076463798113; 'support': 469}; 'weighted avg': {'precision': 0.7380372191520531; 'recall': 0.7420042643923241; 'f1-score': 0.7398477104585736; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.6666666666666666; 'f1-score': 0.5405405405405405; 'support': 15}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.6756756756756757; 'f1-score': 0.746268656716418; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6439393939393939; 'recall': 0.6711711711711712; 'f1-score': 0.6434045986284792; 'support': 52}; 'weighted avg': {'precision': 0.7240675990675991; 'recall': 0.6730769230769231; 'f1-score': 0.6869240078195301; 'support': 52}}
l: 10,1,CNF,8,469,52,14,[33; 34],14,0.285098,0.730769,3,[X1 OR X3 >= 1.250000 OR X9 < 0.895000],{'0.0': {'precision': 0.45588235294117646; 'recall': 0.23308270676691728; 'f1-score': 0.30845771144278605; 'support': 133}; '1.0': {'precision': 0.7456359102244389; 'recall': 0.8898809523809523; 'f1-score': 0.8113975576662145; 'support': 336}; 'accuracy': 0.7036247334754797; 'macro avg': {'precision': 0.6007591315828077; 'recall': 0.5614818295739348; 'f1-score': 0.5599276345545002; 'support': 469}; 'weighted avg': {'precision': 0.663466990994857; 'recall': 0.7036247334754797; 'f1-score': 0.668772825155093; 'support': 469}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.26666666666666666; 'f1-score': 0.36363636363636365; 'support': 15}; '1.0': {'precision': 0.7555555555555555; 'recall': 0.918918918918919; 'f1-score': 0.8292682926829269; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6634920634920635; 'recall': 0.5927927927927928; 'f1-score': 0.5964523281596452; 'support': 52}; 'weighted avg': {'precision': 0.7024420024420024; 'recall': 0.7307692307692307; 'f1-score': 0.6949513900733414; 'support': 52}}
l: 10,1,CNF,9,469,52,14,[33; 34],14,0.268294,0.769231,4,[(NOT X1) OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4434782608695652; 'recall': 0.38345864661654133; 'f1-score': 0.41129032258064513; 'support': 133}; '1.0': {'precision': 0.768361581920904; 'recall': 0.8095238095238095; 'f1-score': 0.7884057971014493; 'support': 336}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.6059199213952347; 'recall': 0.5964912280701754; 'f1-score': 0.5998480598410472; 'support': 469}; 'weighted avg': {'precision': 0.6762304908764944; 'recall': 0.6886993603411514; 'f1-score': 0.6814626028343556; 'support': 469}},{'0.0': {'precision': 0.6153846153846154; 'recall': 0.5333333333333333; 'f1-score': 0.5714285714285715; 'support': 15}; '1.0': {'precision': 0.8205128205128205; 'recall': 0.8648648648648649; 'f1-score': 0.8421052631578947; 'support': 37}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.717948717948718; 'recall': 0.6990990990990991; 'f1-score': 0.7067669172932332; 'support': 52}; 'weighted avg': {'precision': 0.7613412228796844; 'recall': 0.7692307692307693; 'f1-score': 0.7640254482359746; 'support': 52}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [33, 34], 'n_partitions': 14}, (mean val acc cv) 0.719811 (+- 0.053583), (mean training time) 0.268853 (+- 0.009638)
l: 10,1,CNF,0,468,53,7,[66; 67],14,0.135843,0.660377,4,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5310344827586206; 'recall': 0.5789473684210527; 'f1-score': 0.5539568345323741; 'support': 133}; '1.0': {'precision': 0.826625386996904; 'recall': 0.7970149253731343; 'f1-score': 0.8115501519756839; 'support': 335}; 'accuracy': 0.7350427350427351; 'macro avg': {'precision': 0.6788299348777623; 'recall': 0.6879811468970936; 'f1-score': 0.682753493254029; 'support': 468}; 'weighted avg': {'precision': 0.7426219889975628; 'recall': 0.7350427350427351; 'f1-score': 0.7383452134714954; 'support': 468}},{'0.0': {'precision': 0.4117647058823529; 'recall': 0.4666666666666667; 'f1-score': 0.43749999999999994; 'support': 15}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.7368421052631579; 'f1-score': 0.7567567567567567; 'support': 38}; 'accuracy': 0.660377358490566; 'macro avg': {'precision': 0.5947712418300654; 'recall': 0.6017543859649123; 'f1-score': 0.5971283783783783; 'support': 53}; 'weighted avg': {'precision': 0.6741891725243556; 'recall': 0.660377358490566; 'f1-score': 0.6664010708822028; 'support': 53}}
l: 10,1,CNF,1,469,52,7,[67; 67],14,0.136675,0.711538,4,[X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000],{'0.0': {'precision': 0.35714285714285715; 'recall': 0.03731343283582089; 'f1-score': 0.06756756756756756; 'support': 134}; '1.0': {'precision': 0.7164835164835165; 'recall': 0.9731343283582089; 'f1-score': 0.8253164556962026; 'support': 335}; 'accuracy': 0.7057569296375267; 'macro avg': {'precision': 0.5368131868131868; 'recall': 0.5052238805970148; 'f1-score': 0.44644201163188507; 'support': 469}; 'weighted avg': {'precision': 0.6138147566718996; 'recall': 0.7057569296375267; 'f1-score': 0.6088167733737355; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7254901960784313; 'recall': 0.9736842105263158; 'f1-score': 0.8314606741573034; 'support': 38}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3627450980392157; 'recall': 0.4868421052631579; 'f1-score': 0.4157303370786517; 'support': 52}; 'weighted avg': {'precision': 0.5301659125188537; 'recall': 0.7115384615384616; 'f1-score': 0.6076058772687987; 'support': 52}}
l: 10,1,CNF,2,469,52,7,[67; 67],14,0.136989,0.769231,4,[X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5255474452554745; 'recall': 0.5373134328358209; 'f1-score': 0.5313653136531366; 'support': 134}; '1.0': {'precision': 0.8132530120481928; 'recall': 0.8059701492537313; 'f1-score': 0.8095952023988006; 'support': 335}; 'accuracy': 0.7292110874200426; 'macro avg': {'precision': 0.6694002286518337; 'recall': 0.6716417910447761; 'f1-score': 0.6704802580259686; 'support': 469}; 'weighted avg': {'precision': 0.7310514215359877; 'recall': 0.7292110874200426; 'f1-score': 0.730100948471468; 'support': 469}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.5; 'f1-score': 0.5384615384615384; 'support': 14}; '1.0': {'precision': 0.825; 'recall': 0.868421052631579; 'f1-score': 0.8461538461538461; 'support': 38}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.7041666666666666; 'recall': 0.6842105263157895; 'f1-score': 0.6923076923076923; 'support': 52}; 'weighted avg': {'precision': 0.7599358974358974; 'recall': 0.7692307692307693; 'f1-score': 0.7633136094674556; 'support': 52}}
