l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,3296,[8; 9],296,580.051583,0.675196,5,[X3 == 6 OR X3 == 8 OR X6 == 12 OR X7 == 5 OR X13 == 21],{'0': {'precision': 0.7736779133764058; 'recall': 0.8073715227488388; 'f1-score': 0.7901656972481549; 'support': 20023}; '1': {'precision': 0.29603942325241833; 'recall': 0.25539285151944574; 'f1-score': 0.274218089602705; 'support': 6351}; 'accuracy': 0.6744521119284144; 'macro avg': {'precision': 0.5348586683144121; 'recall': 0.5313821871341423; 'f1-score': 0.5321918934254299; 'support': 26374}; 'weighted avg': {'precision': 0.6586600150379875; 'recall': 0.6744521119284144; 'f1-score': 0.6659227588938571; 'support': 26374}},{'0': {'precision': 0.7766188613646241; 'recall': 0.8031460674157304; 'f1-score': 0.7896597437030491; 'support': 2225}; '1': {'precision': 0.3047619047619048; 'recall': 0.2719546742209632; 'f1-score': 0.28742514970059885; 'support': 706}; 'accuracy': 0.6751961787785739; 'macro avg': {'precision': 0.5406903830632644; 'recall': 0.5375503708183468; 'f1-score': 0.538542446701824; 'support': 2931}; 'weighted avg': {'precision': 0.662961061514225; 'recall': 0.6751961787785739; 'f1-score': 0.6686847783786787; 'support': 2931}}
l: 10,1,CNF,5,26375,2930,1648,[16; 17],296,75.319884,0.704437,7,[X1 == 2 OR X3 == 8 OR X5 == 1 OR X6 == 9 OR X13 == 14 OR X13 == 36 OR X13 == 41],{'0': {'precision': 0.7637280458100081; 'recall': 0.8925735404285072; 'f1-score': 0.8231392778187178; 'support': 20023}; '1': {'precision': 0.2767316745124412; 'recall': 0.12956549118387908; 'f1-score': 0.1764958181428265; 'support': 6352}; 'accuracy': 0.7088151658767773; 'macro avg': {'precision': 0.5202298601612246; 'recall': 0.5110695158061932; 'f1-score': 0.49981754798077216; 'support': 26375}; 'weighted avg': {'precision': 0.6464427017158983; 'recall': 0.7088151658767773; 'f1-score': 0.6674054671699495; 'support': 26375}},{'0': {'precision': 0.7612456747404844; 'recall': 0.8898876404494382; 'f1-score': 0.8205553253211769; 'support': 2225}; '1': {'precision': 0.2553191489361702; 'recall': 0.11914893617021277; 'f1-score': 0.16247582205029013; 'support': 705}; 'accuracy': 0.7044368600682593; 'macro avg': {'precision': 0.5082824118383273; 'recall': 0.5045182883098255; 'f1-score': 0.4915155736857335; 'support': 2930}; 'weighted avg': {'precision': 0.6395125004428593; 'recall': 0.7044368600682593; 'f1-score': 0.662211963612653; 'support': 2930}}
l: 10,1,CNF,6,26375,2930,1648,[16; 17],296,75.474497,0.727986,8,[X1 == 2 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X10 >= 4243.500000 OR X11 >= 1551.500000 OR X13 == 2 OR X13 == 22],{'0': {'precision': 0.8666854090525724; 'recall': 0.7698147130799581; 'f1-score': 0.815382987727465; 'support': 20023}; '1': {'precision': 0.46344586728754367; 'recall': 0.6267317380352645; 'f1-score': 0.532860393521617; 'support': 6352}; 'accuracy': 0.7353554502369668; 'macro avg': {'precision': 0.665065638170058; 'recall': 0.6982732255576113; 'f1-score': 0.674121690624541; 'support': 26375}; 'weighted avg': {'precision': 0.7695715675628487; 'recall': 0.7353554502369668; 'f1-score': 0.7473419064612832; 'support': 26375}},{'0': {'precision': 0.8591549295774648; 'recall': 0.7676404494382022; 'f1-score': 0.8108236411108475; 'support': 2225}; '1': {'precision': 0.45116772823779194; 'recall': 0.6028368794326241; 'f1-score': 0.5160898603521553; 'support': 705}; 'accuracy': 0.7279863481228669; 'macro avg': {'precision': 0.6551613289076283; 'recall': 0.6852386644354131; 'f1-score': 0.6634567507315015; 'support': 2930}; 'weighted avg': {'precision': 0.7609873606544376; 'recall': 0.7279863481228669; 'f1-score': 0.7399064686074761; 'support': 2930}}
l: 10,1,CNF,7,26375,2930,1648,[16; 17],296,76.459574,0.741980,8,[X1 == 5 OR X3 == 7 OR X3 == 14 OR X4 >= 13.500000 OR X6 == 7 OR X10 >= 4243.500000 OR X13 == 10 OR X13 == 21],{'0': {'precision': 0.8291016112136479; 'recall': 0.8300953903011536; 'f1-score': 0.8295982031444971; 'support': 20023}; '1': {'precision': 0.46238938053097345; 'recall': 0.46064231738035266; 'f1-score': 0.46151419558359624; 'support': 6352}; 'accuracy': 0.7411184834123222; 'macro avg': {'precision': 0.6457454958723107; 'recall': 0.6453688538407532; 'f1-score': 0.6455561993640466; 'support': 26375}; 'weighted avg': {'precision': 0.7407847926621276; 'recall': 0.7411184834123222; 'f1-score': 0.7409510139112518; 'support': 26375}},{'0': {'precision': 0.8301123595505618; 'recall': 0.8301123595505618; 'f1-score': 0.8301123595505618; 'support': 2225}; '1': {'precision': 0.46382978723404256; 'recall': 0.46382978723404256; 'f1-score': 0.46382978723404256; 'support': 705}; 'accuracy': 0.7419795221843003; 'macro avg': {'precision': 0.6469710733923022; 'recall': 0.6469710733923022; 'f1-score': 0.6469710733923022; 'support': 2930}; 'weighted avg': {'precision': 0.7419795221843003; 'recall': 0.7419795221843003; 'f1-score': 0.7419795221843003; 'support': 2930}}
l: 10,1,CNF,8,26375,2930,1648,[16; 17],296,80.027024,0.721160,6,[X1 == 1 OR X3 == 8 OR X3 == 12 OR X5 == 1 OR X12 >= 65.500000 OR X13 == 10],{'0': {'precision': 0.7870108021958562; 'recall': 0.8877846584099081; 'f1-score': 0.8343659063174693; 'support': 20024}; '1': {'precision': 0.4066543438077634; 'recall': 0.24248149897653912; 'f1-score': 0.30380745709212864; 'support': 6351}; 'accuracy': 0.7323981042654029; 'macro avg': {'precision': 0.5968325730018098; 'recall': 0.5651330786932236; 'f1-score': 0.569086681704799; 'support': 26375}; 'weighted avg': {'precision': 0.6954224091257982; 'recall': 0.7323981042654029; 'f1-score': 0.7066094433400234; 'support': 26375}},{'0': {'precision': 0.7830985915492957; 'recall': 0.875; 'f1-score': 0.8265024421320876; 'support': 2224}; '1': {'precision': 0.3752808988764045; 'recall': 0.23654390934844194; 'f1-score': 0.2901824500434405; 'support': 706}; 'accuracy': 0.721160409556314; 'macro avg': {'precision': 0.57918974521285; 'recall': 0.555771954674221; 'f1-score': 0.5583424460877641; 'support': 2930}; 'weighted avg': {'precision': 0.6848326219154864; 'recall': 0.721160409556314; 'f1-score': 0.6972731198062907; 'support': 2930}}
l: 10,1,CNF,9,26375,2930,1648,[16; 17],296,79.837154,0.793515,5,[X1 == 1 OR X3 == 12 OR X3 == 14 OR X10 >= 4932.500000 OR X11 >= 1551.500000],{'0': {'precision': 0.8337899543378996; 'recall': 0.911905713144227; 'f1-score': 0.871100085869669; 'support': 20024}; '1': {'precision': 0.6058100558659217; 'recall': 0.4268619115099984; 'f1-score': 0.50083133197857; 'support': 6351}; 'accuracy': 0.7951090047393365; 'macro avg': {'precision': 0.7198000051019107; 'recall': 0.6693838123271127; 'f1-score': 0.6859657089241196; 'support': 26375}; 'weighted avg': {'precision': 0.7788932591646094; 'recall': 0.7951090047393365; 'f1-score': 0.7819407737952664; 'support': 26375}},{'0': {'precision': 0.8310838445807771; 'recall': 0.9136690647482014; 'f1-score': 0.8704219318911973; 'support': 2224}; '1': {'precision': 0.6041237113402061; 'recall': 0.415014164305949; 'f1-score': 0.4920235096557515; 'support': 706}; 'accuracy': 0.7935153583617748; 'macro avg': {'precision': 0.7176037779604916; 'recall': 0.6643416145270752; 'f1-score': 0.6812227207734745; 'support': 2930}; 'weighted avg': {'precision': 0.7763965223733221; 'recall': 0.7935153583617748; 'f1-score': 0.7792447011409499; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 1648}, (mean val acc cv) 0.720767 (+- 0.041972), (mean training time) 76.514055 (+- 2.183063)
l: 10,1,CNF,0,26374,2931,824,[32; 33],296,49.096745,0.711361,8,[X0 >= 61.500000 OR X1 == 1 OR X1 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X13 == 1 OR X13 == 21],{'0': {'precision': 0.7892462124732782; 'recall': 0.8481745992109074; 'f1-score': 0.8176500324980139; 'support': 20023}; '1': {'precision': 0.37397034596375617; 'recall': 0.28593922216973705; 'f1-score': 0.324083162309271; 'support': 6351}; 'accuracy': 0.7127853188746492; 'macro avg': {'precision': 0.5816082792185172; 'recall': 0.5670569106903223; 'f1-score': 0.5708665974036424; 'support': 26374}; 'weighted avg': {'precision': 0.6892455668297667; 'recall': 0.7127853188746492; 'f1-score': 0.6987964952048954; 'support': 26374}},{'0': {'precision': 0.7871720116618076; 'recall': 0.849438202247191; 'f1-score': 0.8171206225680934; 'support': 2225}; '1': {'precision': 0.36792452830188677; 'recall': 0.2762039660056657; 'f1-score': 0.31553398058252424; 'support': 706}; 'accuracy': 0.7113613101330604; 'macro avg': {'precision': 0.5775482699818472; 'recall': 0.5628210841264284; 'f1-score': 0.5663273015753088; 'support': 2931}; 'weighted avg': {'precision': 0.6861864356631369; 'recall': 0.7113613101330604; 'f1-score': 0.6963017316633469; 'support': 2931}}
l: 10,1,CNF,1,26374,2931,824,[32; 33],296,49.155443,0.767656,8,[X3 == 10 OR X3 == 14 OR X6 == 4 OR X10 >= 57.000000 OR X13 == 1 OR X13 == 2 OR X13 == 10 OR X13 == 41],{'0': {'precision': 0.8378953477125447; 'recall': 0.8653048993657294; 'f1-score': 0.8513795729834648; 'support': 20023}; '1': {'precision': 0.5265098314606742; 'recall': 0.47220910092898755; 'f1-score': 0.4978832904457542; 'support': 6351}; 'accuracy': 0.7706453325244559; 'macro avg': {'precision': 0.6822025895866095; 'recall': 0.6687570001473585; 'f1-score': 0.6746314317146095; 'support': 26374}; 'weighted avg': {'precision': 0.7629120530391683; 'recall': 0.7706453325244559; 'f1-score': 0.7662557809762987; 'support': 26374}},{'0': {'precision': 0.8391915641476274; 'recall': 0.8584269662921349; 'f1-score': 0.8487002888247057; 'support': 2225}; '1': {'precision': 0.5190839694656488; 'recall': 0.48158640226628896; 'f1-score': 0.4996326230712711; 'support': 706}; 'accuracy': 0.7676560900716479; 'macro avg': {'precision': 0.6791377668066381; 'recall': 0.670006684279212; 'f1-score': 0.6741664559479884; 'support': 2931}; 'weighted avg': {'precision': 0.7620861523955029; 'recall': 0.7676560900716479; 'f1-score': 0.7646191656510705; 'support': 2931}}
l: 10,1,CNF,2,26374,2931,824,[32; 33],296,48.711264,0.712044,11,[X1 == 6 OR X3 == 12 OR X3 == 14 OR X6 == 2 OR X6 == 4 OR X6 == 5 OR X13 == 3 OR X13 == 18 OR X13 == 20 OR X13 == 34 OR X13 == 36],{'0': {'precision': 0.8184837028711556; 'recall': 0.8001298506717275; 'f1-score': 0.8092027173775792; 'support': 20023}; '1': {'precision': 0.41147058823529414; 'recall': 0.4405605416469847; 'f1-score': 0.4255189719412972; 'support': 6351}; 'accuracy': 0.7135436414650792; 'macro avg': {'precision': 0.6149771455532249; 'recall': 0.6203451961593561; 'f1-score': 0.6173608446594382; 'support': 26374}; 'weighted avg': {'precision': 0.7204727719902746; 'recall': 0.7135436414650792; 'f1-score': 0.7168096231459181; 'support': 26374}},{'0': {'precision': 0.8204176334106729; 'recall': 0.7946067415730337; 'f1-score': 0.8073059360730593; 'support': 2225}; '1': {'precision': 0.4110824742268041; 'recall': 0.4518413597733711; 'f1-score': 0.4304993252361673; 'support': 706}; 'accuracy': 0.7120436711020129; 'macro avg': {'precision': 0.6157500538187385; 'recall': 0.6232240506732024; 'f1-score': 0.6189026306546133; 'support': 2931}; 'weighted avg': {'precision': 0.7218196728566602; 'recall': 0.7120436711020129; 'f1-score': 0.716543238273385; 'support': 2931}}
l: 10,1,CNF,3,26374,2931,824,[32; 33],296,47.623728,0.786762,5,[X3 == 10 OR X7 == 5 OR X8 == 1 OR X10 >= 5316.500000 OR X13 == 41],{'0': {'precision': 0.8103958242714223; 'recall': 0.9304799480597313; 'f1-score': 0.8662962360216678; 'support': 20023}; '1': {'precision': 0.5886524822695035; 'recall': 0.3136513934813415; 'f1-score': 0.40924499229583977; 'support': 6351}; 'accuracy': 0.7819443391218625; 'macro avg': {'precision': 0.6995241532704629; 'recall': 0.6220656707705364; 'f1-score': 0.6377706141587538; 'support': 26374}; 'weighted avg': {'precision': 0.7569988437203422; 'recall': 0.7819443391218625; 'f1-score': 0.7562358565228156; 'support': 26374}},{'0': {'precision': 0.8149606299212598; 'recall': 0.9303370786516854; 'f1-score': 0.8688352570828961; 'support': 2225}; '1': {'precision': 0.6035805626598465; 'recall': 0.3342776203966006; 'f1-score': 0.43026435733819507; 'support': 706}; 'accuracy': 0.78676219720232; 'macro avg': {'precision': 0.7092705962905532; 'recall': 0.6323073495241429; 'f1-score': 0.6495498072105456; 'support': 2931}; 'weighted avg': {'precision': 0.764044789768903; 'recall': 0.78676219720232; 'f1-score': 0.7631951836541144; 'support': 2931}}
l: 10,1,CNF,4,26374,2931,824,[32; 33],296,47.609456,0.752644,7,[X1 == 5 OR X3 == 9 OR X3 == 10 OR X3 == 14 OR X10 >= 3048.000000 OR X12 >= 65.500000 OR X13 == 21],{'0': {'precision': 0.8500626697305201; 'recall': 0.8129151475802827; 'f1-score': 0.8310740088330653; 'support': 20023}; '1': {'precision': 0.4815942430113479; 'recall': 0.547945205479452; 'f1-score': 0.512631656477867; 'support': 6351}; 'accuracy': 0.7491089709562447; 'macro avg': {'precision': 0.665828456370934; 'recall': 0.6804301765298674; 'f1-score': 0.6718528326554661; 'support': 26374}; 'weighted avg': {'precision': 0.7613335054743035; 'recall': 0.7491089709562447; 'f1-score': 0.7543913903524456; 'support': 26374}},{'0': {'precision': 0.8568030447193149; 'recall': 0.809438202247191; 'f1-score': 0.8324474231569218; 'support': 2225}; '1': {'precision': 0.48854041013269; 'recall': 0.5736543909348442; 'f1-score': 0.5276872964169381; 'support': 706}; 'accuracy': 0.7526441487546912; 'macro avg': {'precision': 0.6726717274260025; 'recall': 0.6915462965910175; 'f1-score': 0.68006735978693; 'support': 2931}; 'weighted avg': {'precision': 0.768098363716873; 'recall': 0.7526441487546912; 'f1-score': 0.7590388085276388; 'support': 2931}}
l: 10,1,CNF,5,26375,2930,824,[32; 33],296,46.432070,0.682594,7,[X1 == 6 OR X5 == 1 OR X6 == 10 OR X6 == 13 OR X11 >= 2168.500000 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.7988744800587227; 'recall': 0.8153123907506368; 'f1-score': 0.807009738494241; 'support': 20023}; '1': {'precision': 0.37744107744107747; 'recall': 0.35295969773299746; 'f1-score': 0.3647901073869183; 'support': 6352}; 'accuracy': 0.7039620853080568; 'macro avg': {'precision': 0.5881577787499002; 'recall': 0.5841360442418171; 'f1-score': 0.5858999229405797; 'support': 26375}; 'weighted avg': {'precision': 0.6973789360425225; 'recall': 0.7039620853080568; 'f1-score': 0.7005081613646215; 'support': 26375}},{'0': {'precision': 0.7904890085240018; 'recall': 0.7919101123595506; 'f1-score': 0.7911989223170184; 'support': 2225}; '1': {'precision': 0.33951497860199714; 'recall': 0.3375886524822695; 'f1-score': 0.3385490753911806; 'support': 705}; 'accuracy': 0.6825938566552902; 'macro avg': {'precision': 0.5650019935629995; 'recall': 0.56474938242091; 'f1-score': 0.5648739988540995; 'support': 2930}; 'weighted avg': {'precision': 0.6819781924506184; 'recall': 0.6825938566552902; 'f1-score': 0.6822848806505626; 'support': 2930}}
l: 10,1,CNF,6,26375,2930,824,[32; 33],296,48.017113,0.756314,6,[X5 == 1 OR X6 == 4 OR X7 == 5 OR X8 == 1 OR X10 >= 7073.500000 OR X13 == 22],{'0': {'precision': 0.8349052017501215; 'recall': 0.8577136293262748; 'f1-score': 0.8461557411376346; 'support': 20023}; '1': {'precision': 0.5092161929371232; 'recall': 0.46536523929471035; 'f1-score': 0.48630418688821253; 'support': 6352}; 'accuracy': 0.7632227488151658; 'macro avg': {'precision': 0.6720606973436223; 'recall': 0.6615394343104926; 'f1-score': 0.6662299640129236; 'support': 26375}; 'weighted avg': {'precision': 0.756468174869357; 'recall': 0.7632227488151658; 'f1-score': 0.7594912075796315; 'support': 26375}},{'0': {'precision': 0.8312143796580447; 'recall': 0.8521348314606741; 'f1-score': 0.8415446071904129; 'support': 2225}; '1': {'precision': 0.4930662557781202; 'recall': 0.45390070921985815; 'f1-score': 0.4726735598227474; 'support': 705}; 'accuracy': 0.7563139931740614; 'macro avg': {'precision': 0.6621403177180825; 'recall': 0.6530177703402662; 'f1-score': 0.6571090835065801; 'support': 2930}; 'weighted avg': {'precision': 0.7498510938780629; 'recall': 0.7563139931740614; 'f1-score': 0.7527889456224252; 'support': 2930}}
l: 10,1,CNF,7,26375,2930,824,[32; 33],296,46.620449,0.701024,7,[X1 == 0 OR X4 >= 14.500000 OR X5 == 3 OR X6 == 4 OR X6 == 13 OR X13 == 2 OR X13 == 3],{'0': {'precision': 0.8069394567801326; 'recall': 0.7967836987464416; 'f1-score': 0.8018294215208324; 'support': 20023}; '1': {'precision': 0.3838582677165354; 'recall': 0.3990869017632242; 'f1-score': 0.39132448286508187; 'support': 6352}; 'accuracy': 0.7010047393364929; 'macro avg': {'precision': 0.5953988622483339; 'recall': 0.5979353002548329; 'f1-score': 0.5965769521929571; 'support': 26375}; 'weighted avg': {'precision': 0.7050470695599632; 'recall': 0.7010047393364929; 'f1-score': 0.7029658245410664; 'support': 26375}},{'0': {'precision': 0.8081315669255368; 'recall': 0.7950561797752809; 'f1-score': 0.8015405527865881; 'support': 2225}; '1': {'precision': 0.38461538461538464; 'recall': 0.40425531914893614; 'f1-score': 0.3941908713692946; 'support': 705}; 'accuracy': 0.701023890784983; 'macro avg': {'precision': 0.5963734757704607; 'recall': 0.5996557494621085; 'f1-score': 0.5978657120779414; 'support': 2930}; 'weighted avg': {'precision': 0.7062275025812851; 'recall': 0.701023890784983; 'f1-score': 0.7035263802953964; 'support': 2930}}
l: 10,1,CNF,8,26375,2930,824,[32; 33],296,47.760947,0.751195,8,[X3 == 7 OR X3 == 14 OR X7 == 5 OR X11 >= 1820.500000 OR X13 == 0 OR X13 == 11 OR X13 == 12 OR X13 == 18],{'0': {'precision': 0.7947936002828604; 'recall': 0.8980723132241311; 'f1-score': 0.843282532239156; 'support': 20024}; '1': {'precision': 0.45558815684182447; 'recall': 0.26893402613761613; 'f1-score': 0.33821782178217824; 'support': 6351}; 'accuracy': 0.7465781990521327; 'macro avg': {'precision': 0.6251908785623425; 'recall': 0.5835031696808736; 'f1-score': 0.5907501770106671; 'support': 26375}; 'weighted avg': {'precision': 0.7131142155892483; 'recall': 0.7465781990521327; 'f1-score': 0.7216648648984066; 'support': 26375}},{'0': {'precision': 0.7991196478591437; 'recall': 0.897931654676259; 'f1-score': 0.845648951937328; 'support': 2224}; '1': {'precision': 0.4733178654292343; 'recall': 0.28895184135977336; 'f1-score': 0.35883905013192613; 'support': 706}; 'accuracy': 0.7511945392491468; 'macro avg': {'precision': 0.636218756644189; 'recall': 0.5934417480180162; 'f1-score': 0.602244001034627; 'support': 2930}; 'weighted avg': {'precision': 0.7206158736627217; 'recall': 0.7511945392491468; 'f1-score': 0.7283493646763677; 'support': 2930}}
l: 10,1,CNF,9,26375,2930,824,[32; 33],296,48.248105,0.756997,8,[X3 == 8 OR X3 == 10 OR X6 == 13 OR X10 >= 57.000000 OR X11 >= 1551.500000 OR X13 == 19 OR X13 == 35 OR X13 == 37],{'0': {'precision': 0.8183623298033282; 'recall': 0.8644626448262086; 'f1-score': 0.8407810374975715; 'support': 20024}; '1': {'precision': 0.4803752632586636; 'recall': 0.3950558967091797; 'f1-score': 0.4335579747710385; 'support': 6351}; 'accuracy': 0.7514312796208531; 'macro avg': {'precision': 0.6493687965309959; 'recall': 0.6297592707676941; 'f1-score': 0.637169506134305; 'support': 26375}; 'weighted avg': {'precision': 0.736976325646924; 'recall': 0.7514312796208531; 'f1-score': 0.7427232679667201; 'support': 26375}},{'0': {'precision': 0.8189873417721519; 'recall': 0.872751798561151; 'f1-score': 0.8450152372659993; 'support': 2224}; '1': {'precision': 0.49464285714285716; 'recall': 0.3923512747875354; 'f1-score': 0.4375987361769352; 'support': 706}; 'accuracy': 0.7569965870307167; 'macro avg': {'precision': 0.6568150994575046; 'recall': 0.6325515366743433; 'f1-score': 0.6413069867214672; 'support': 2930}; 'weighted avg': {'precision': 0.7408347116874139; 'recall': 0.7569965870307167; 'f1-score': 0.7468459370035831; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [32, 33], 'n_partitions': 824}, (mean val acc cv) 0.737859 (+- 0.031878), (mean training time) 47.927532 (+- 0.881246)
l: 10,1,CNF,0,26374,2931,412,[64; 65],296,31.551157,0.760491,13,[X1 == 1 OR X3 == 2 OR X3 == 5 OR X3 == 14 OR X5 == 1 OR X10 >= 3048.000000 OR X11 >= 1820.500000 OR X13 == 2 OR X13 == 10 OR X13 == 18 OR X13 == 22 OR X13 == 30 OR X13 == 34],{'0': {'precision': 0.8216336358584924; 'recall': 0.8861808919742297; 'f1-score': 0.8526874744707947; 'support': 20023}; '1': {'precision': 0.5230221850146505; 'recall': 0.3934813415210203; 'f1-score': 0.4490969539042142; 'support': 6351}; 'accuracy': 0.767536209903693; 'macro avg': {'precision': 0.6723279104365714; 'recall': 0.6398311167476249; 'f1-score': 0.6508922141875044; 'support': 26374}; 'weighted avg': {'precision': 0.7497264043308803; 'recall': 0.767536209903693; 'f1-score': 0.7555007225136265; 'support': 26374}},{'0': {'precision': 0.8119623105284719; 'recall': 0.8907865168539326; 'f1-score': 0.8495499357051007; 'support': 2225}; '1': {'precision': 0.5040816326530613; 'recall': 0.34985835694050993; 'f1-score': 0.41304347826086957; 'support': 706}; 'accuracy': 0.7604912998976459; 'macro avg': {'precision': 0.6580219715907666; 'recall': 0.6203224368972213; 'f1-score': 0.6312967069829851; 'support': 2931}; 'weighted avg': {'precision': 0.7378020380685469; 'recall': 0.7604912998976459; 'f1-score': 0.744407131557838; 'support': 2931}}
l: 10,1,CNF,1,26374,2931,412,[64; 65],296,34.382514,0.757421,11,[X1 == 2 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 5505.500000 OR X13 == 17 OR X13 == 22 OR X13 == 25 OR X13 == 37 OR X13 == 41],{'0': {'precision': 0.8116068156834005; 'recall': 0.8849323278230036; 'f1-score': 0.8466849838728945; 'support': 20023}; '1': {'precision': 0.49273447820343463; 'recall': 0.3523854511100614; 'f1-score': 0.4109060864775544; 'support': 6351}; 'accuracy': 0.7566921968605445; 'macro avg': {'precision': 0.6521706469434176; 'recall': 0.6186588894665325; 'f1-score': 0.6287955351752245; 'support': 26374}; 'weighted avg': {'precision': 0.7348206544892221; 'recall': 0.7566921968605445; 'f1-score': 0.741747098934781; 'support': 26374}},{'0': {'precision': 0.811266447368421; 'recall': 0.8867415730337078; 'f1-score': 0.8473266051105862; 'support': 2225}; '1': {'precision': 0.49498997995991983; 'recall': 0.34985835694050993; 'f1-score': 0.4099585062240664; 'support': 706}; 'accuracy': 0.7574206755373593; 'macro avg': {'precision': 0.6531282136641704; 'recall': 0.6182999649871088; 'f1-score': 0.6286425556673263; 'support': 2931}; 'weighted avg': {'precision': 0.7350838523529307; 'recall': 0.7574206755373593; 'f1-score': 0.7419762544405476; 'support': 2931}}
l: 10,1,CNF,2,26374,2931,412,[64; 65],296,33.723192,0.701467,12,[X1 == 1 OR X1 == 6 OR X3 == 6 OR X3 == 9 OR X3 == 14 OR X10 >= 7073.500000 OR X13 == 1 OR X13 == 9 OR X13 == 22 OR X13 == 30 OR X13 == 31 OR X13 == 41],{'0': {'precision': 0.8344702387501375; 'recall': 0.7575787843979424; 'f1-score': 0.7941676919452371; 'support': 20023}; '1': {'precision': 0.40775988286969256; 'recall': 0.5262163438828531; 'f1-score': 0.45947618065580537; 'support': 6351}; 'accuracy': 0.7018654735724578; 'macro avg': {'precision': 0.621115060809915; 'recall': 0.6418975641403977; 'f1-score': 0.6268219363005212; 'support': 26374}; 'weighted avg': {'precision': 0.7317161070220451; 'recall': 0.7018654735724578; 'f1-score': 0.7135721892456397; 'support': 26374}},{'0': {'precision': 0.831532416502947; 'recall': 0.7608988764044944; 'f1-score': 0.7946491433935696; 'support': 2225}; '1': {'precision': 0.40558659217877097; 'recall': 0.5141643059490085; 'f1-score': 0.45346658338538415; 'support': 706}; 'accuracy': 0.701467076083248; 'macro avg': {'precision': 0.6185595043408589; 'recall': 0.6375315911767514; 'f1-score': 0.6240578633894769; 'support': 2931}; 'weighted avg': {'precision': 0.7289333881942236; 'recall': 0.701467076083248; 'f1-score': 0.7124673326239419; 'support': 2931}}
l: 10,1,CNF,3,26374,2931,412,[64; 65],296,32.329686,0.775844,8,[X1 == 1 OR X3 == 12 OR X4 >= 14.500000 OR X6 == 10 OR X10 >= 4243.500000 OR X13 == 1 OR X13 == 2 OR X13 == 41],{'0': {'precision': 0.8386063664596274; 'recall': 0.8631074264595715; 'f1-score': 0.8506805148778026; 'support': 20023}; '1': {'precision': 0.5246271245230663; 'recall': 0.47630294441820187; 'f1-score': 0.49929850623091526; 'support': 6351}; 'accuracy': 0.769962842193069; 'macro avg': {'precision': 0.6816167454913469; 'recall': 0.6697051854388867; 'f1-score': 0.674989510554359; 'support': 26374}; 'weighted avg': {'precision': 0.7629984887945368; 'recall': 0.769962842193069; 'f1-score': 0.7660658513107903; 'support': 26374}},{'0': {'precision': 0.8496877787689563; 'recall': 0.8561797752808988; 'f1-score': 0.8529214237743451; 'support': 2225}; '1': {'precision': 0.5355587808417998; 'recall': 0.5226628895184136; 'f1-score': 0.5290322580645161; 'support': 706}; 'accuracy': 0.7758444216990789; 'macro avg': {'precision': 0.692623279805378; 'recall': 0.6894213323996562; 'f1-score': 0.6909768409194306; 'support': 2931}; 'weighted avg': {'precision': 0.7740224520761646; 'recall': 0.7758444216990789; 'f1-score': 0.774905132068054; 'support': 2931}}
l: 10,1,CNF,4,26374,2931,412,[64; 65],296,32.283213,0.745821,9,[X0 >= 61.500000 OR X3 == 5 OR X3 == 10 OR X4 >= 13.500000 OR X5 == 1 OR X7 == 5 OR X10 >= 4932.500000 OR X12 >= 65.500000 OR X13 == 9],{'0': {'precision': 0.8332076988793407; 'recall': 0.8280477450931429; 'f1-score': 0.8306197084314413; 'support': 20023}; '1': {'precision': 0.46826254826254826; 'recall': 0.4774051330499134; 'f1-score': 0.47278964603149853; 'support': 6351}; 'accuracy': 0.7436111321756275; 'macro avg': {'precision': 0.6507351235709444; 'recall': 0.6527264390715282; 'f1-score': 0.6517046772314699; 'support': 26374}; 'weighted avg': {'precision': 0.7453269583179071; 'recall': 0.7436111321756275; 'f1-score': 0.7444523190971712; 'support': 26374}},{'0': {'precision': 0.836976320582878; 'recall': 0.826067415730337; 'f1-score': 0.8314860891201087; 'support': 2225}; '1': {'precision': 0.47346938775510206; 'recall': 0.49291784702549574; 'f1-score': 0.482997918112422; 'support': 706}; 'accuracy': 0.7458205390651654; 'macro avg': {'precision': 0.65522285416899; 'recall': 0.6594926313779164; 'f1-score': 0.6572420036162654; 'support': 2931}; 'weighted avg': {'precision': 0.7494171617372929; 'recall': 0.7458205390651654; 'f1-score': 0.7475445508289362; 'support': 2931}}
