l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,284,32,35,[8; 9],564,1.137126,0.781250,1,[X26 < 1.000000],{'0.0': {'precision': 0.8648648648648649; 'recall': 0.6274509803921569; 'f1-score': 0.7272727272727273; 'support': 102}; '1.0': {'precision': 0.819047619047619; 'recall': 0.945054945054945; 'f1-score': 0.8775510204081632; 'support': 182}; 'accuracy': 0.8309859154929577; 'macro avg': {'precision': 0.841956241956242; 'recall': 0.7862529627235509; 'f1-score': 0.8024118738404453; 'support': 284}; 'weighted avg': {'precision': 0.8355031087425454; 'recall': 0.8309859154929577; 'f1-score': 0.8235778306200842; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.45454545454545453; 'f1-score': 0.5882352941176471; 'support': 11}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.9523809523809523; 'f1-score': 0.8510638297872339; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8012820512820513; 'recall': 0.7034632034632035; 'f1-score': 0.7196495619524406; 'support': 32}; 'weighted avg': {'precision': 0.7912660256410257; 'recall': 0.78125; 'f1-score': 0.7607165206508135; 'support': 32}}
l: 5,3,CNF,7,285,31,4,[71; 72],564,17.648405,0.935484,9,[X9 >= 0.018290 OR X18 >= 0.000000 OR X20 >= 0.684590 OR X31 >= 0.324920] AND [X23 < 0.299610 OR X26 < -0.191490 OR X33 >= 0.311660] AND [X4 >= 0.067040 OR X33 < 0.000000],{'0.0': {'precision': 0.9714285714285714; 'recall': 0.6666666666666666; 'f1-score': 0.7906976744186046; 'support': 102}; '1.0': {'precision': 0.8418604651162791; 'recall': 0.9890710382513661; 'f1-score': 0.9095477386934674; 'support': 183}; 'accuracy': 0.8736842105263158; 'macro avg': {'precision': 0.9066445182724252; 'recall': 0.8278688524590163; 'f1-score': 0.850122706556036; 'support': 285}; 'weighted avg': {'precision': 0.8882322084280468; 'recall': 0.8736842105263158; 'f1-score': 0.8670119262161481; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.8181818181818182; 'f1-score': 0.9; 'support': 11}; '1.0': {'precision': 0.9090909090909091; 'recall': 1.0; 'f1-score': 0.9523809523809523; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9545454545454546; 'recall': 0.9090909090909092; 'f1-score': 0.9261904761904762; 'support': 31}; 'weighted avg': {'precision': 0.9413489736070381; 'recall': 0.9354838709677419; 'f1-score': 0.9337941628264209; 'support': 31}}
l: 5,3,CNF,8,285,31,4,[71; 72],564,304.595686,0.903226,8,[X26 < 1.000000] AND [X8 >= 0.526320 OR X16 < -0.094830 OR X23 < -0.250000 OR X30 >= 0.442770 OR X32 >= 0.743230] AND [X5 >= -0.227030 OR X7 < -0.018220],{'0.0': {'precision': 0.8217821782178217; 'recall': 0.8137254901960784; 'f1-score': 0.8177339901477833; 'support': 102}; '1.0': {'precision': 0.8967391304347826; 'recall': 0.9016393442622951; 'f1-score': 0.899182561307902; 'support': 183}; 'accuracy': 0.8701754385964913; 'macro avg': {'precision': 0.8592606543263022; 'recall': 0.8576824172291868; 'f1-score': 0.8584582757278426; 'support': 285}; 'weighted avg': {'precision': 0.8699124317466072; 'recall': 0.8701754385964913; 'f1-score': 0.8700325463663858; 'support': 285}},{'0.0': {'precision': 0.9; 'recall': 0.8181818181818182; 'f1-score': 0.8571428571428572; 'support': 11}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.9023809523809524; 'recall': 0.884090909090909; 'f1-score': 0.89198606271777; 'support': 31}; 'weighted avg': {'precision': 0.9030721966205837; 'recall': 0.9032258064516129; 'f1-score': 0.9021018320782285; 'support': 31}}
l: 5,3,CNF,9,285,31,4,[71; 72],564,311.977127,0.870968,7,[X13 >= -0.496390 OR X23 >= 0.712840] AND [X5 >= 0.090910 OR X12 >= 0.396990 OR X14 < -0.824170] AND [X11 < 0.000000 OR X26 < 1.000000],{'0.0': {'precision': 0.8762886597938144; 'recall': 0.8333333333333334; 'f1-score': 0.8542713567839196; 'support': 102}; '1.0': {'precision': 0.9095744680851063; 'recall': 0.9344262295081968; 'f1-score': 0.9218328840970351; 'support': 183}; 'accuracy': 0.8982456140350877; 'macro avg': {'precision': 0.8929315639394604; 'recall': 0.8838797814207651; 'f1-score': 0.8880521204404774; 'support': 285}; 'weighted avg': {'precision': 0.8976616524861176; 'recall': 0.8982456140350877; 'f1-score': 0.8976529690586569; 'support': 285}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.7999999999999999; 'support': 11}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.95; 'f1-score': 0.9047619047619048; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.8762626262626263; 'recall': 0.8386363636363636; 'f1-score': 0.8523809523809524; 'support': 31}; 'weighted avg': {'precision': 0.8725969371130662; 'recall': 0.8709677419354839; 'f1-score': 0.8675883256528417; 'support': 31}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'CNF', 'real_partition_size': [71, 72], 'n_partitions': 4}, (mean val acc cv) 0.826714 (+- 0.074642), (mean training time) 73.897501 (+- 117.762203)
l: 5,3,CNF,0,284,32,2,[142; 142],564,1000.399582,0.843750,12,[X26 < 1.000000] AND [X3 >= 0.070880 OR X5 < 0.000000 OR X11 >= 0.111470 OR X13 >= 0.030270 OR X17 >= 0.105910 OR X32 >= 0.563610] AND [X5 >= 0.222800 OR X13 < -0.023810 OR X19 < -0.420520 OR X30 >= 0.251640 OR X31 >= 0.324920],{'0.0': {'precision': 0.8703703703703703; 'recall': 0.9215686274509803; 'f1-score': 0.8952380952380952; 'support': 102}; '1.0': {'precision': 0.9545454545454546; 'recall': 0.9230769230769231; 'f1-score': 0.9385474860335197; 'support': 182}; 'accuracy': 0.9225352112676056; 'macro avg': {'precision': 0.9124579124579124; 'recall': 0.9223227752639518; 'f1-score': 0.9168927906358074; 'support': 284}; 'weighted avg': {'precision': 0.9243135581163751; 'recall': 0.9225352112676056; 'f1-score': 0.922992704832346; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 0.8181818181818182; 'f1-score': 0.7826086956521738; 'support': 11}; '1.0': {'precision': 0.9; 'recall': 0.8571428571428571; 'f1-score': 0.8780487804878048; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.825; 'recall': 0.8376623376623377; 'f1-score': 0.8303287380699893; 'support': 32}; 'weighted avg': {'precision': 0.8484375000000001; 'recall': 0.84375; 'f1-score': 0.8452412513255567; 'support': 32}}
l: 5,3,CNF,1,284,32,2,[142; 142],564,1000.447572,0.750000,10,[X7 >= 0.636360 OR X15 >= 0.402680 OR X20 >= 0.162450 OR X33 < -0.598670] AND [X4 >= 0.914040 OR X15 >= -0.047620 OR X25 >= -0.015050 OR X31 >= 0.020990 OR X32 >= 0.563610] AND [X26 < 1.000000],{'0.0': {'precision': 0.8623853211009175; 'recall': 0.9215686274509803; 'f1-score': 0.8909952606635071; 'support': 102}; '1.0': {'precision': 0.9542857142857143; 'recall': 0.9175824175824175; 'f1-score': 0.9355742296918768; 'support': 182}; 'accuracy': 0.9190140845070423; 'macro avg': {'precision': 0.9083355176933159; 'recall': 0.9195755225166989; 'f1-score': 0.913284745177692; 'support': 284}; 'weighted avg': {'precision': 0.9212792350432873; 'recall': 0.9190140845070423; 'f1-score': 0.9195634732098568; 'support': 284}},{'0.0': {'precision': 0.6153846153846154; 'recall': 0.7272727272727273; 'f1-score': 0.6666666666666667; 'support': 11}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.7619047619047619; 'f1-score': 0.8; 'support': 21}; 'accuracy': 0.75; 'macro avg': {'precision': 0.728744939271255; 'recall': 0.7445887445887446; 'f1-score': 0.7333333333333334; 'support': 32}; 'weighted avg': {'precision': 0.7641700404858299; 'recall': 0.75; 'f1-score': 0.7541666666666667; 'support': 32}}
l: 5,3,CNF,2,284,32,2,[142; 142],564,1000.449852,0.562500,9,[X14 >= 0.251920 OR X32 < 0.000000] AND [X11 < 0.000000 OR X15 < -0.047620 OR X19 < 0.000000 OR X24 < -0.510340] AND [X9 >= 0.096100 OR X20 >= -0.144260 OR X32 >= 0.409560],{'0.0': {'precision': 0.4930555555555556; 'recall': 0.696078431372549; 'f1-score': 0.5772357723577236; 'support': 102}; '1.0': {'precision': 0.7785714285714286; 'recall': 0.5989010989010989; 'f1-score': 0.6770186335403726; 'support': 182}; 'accuracy': 0.6338028169014085; 'macro avg': {'precision': 0.6358134920634921; 'recall': 0.6474897651368239; 'f1-score': 0.6271272029490481; 'support': 284}; 'weighted avg': {'precision': 0.6760269953051643; 'recall': 0.6338028169014085; 'f1-score': 0.6411811270592803; 'support': 284}},{'0.0': {'precision': 0.4117647058823529; 'recall': 0.6363636363636364; 'f1-score': 0.5; 'support': 11}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.5238095238095238; 'f1-score': 0.611111111111111; 'support': 21}; 'accuracy': 0.5625; 'macro avg': {'precision': 0.5725490196078431; 'recall': 0.5800865800865801; 'f1-score': 0.5555555555555556; 'support': 32}; 'weighted avg': {'precision': 0.6227941176470588; 'recall': 0.5625; 'f1-score': 0.5729166666666666; 'support': 32}}
l: 5,3,CNF,3,284,32,2,[142; 142],564,1000.462549,0.718750,12,[X5 >= 0.485900 OR X6 >= 1.000000 OR X7 >= 0.279550 OR X7 < -0.672730 OR X9 < -0.234040 OR X21 >= 0.113550] AND [X6 < 1.000000 OR X28 < 1.000000] AND [X10 < 0.000000 OR X14 >= 0.746280 OR X26 < 0.565880 OR X30 >= 0.597590],{'0.0': {'precision': 0.45714285714285713; 'recall': 0.6336633663366337; 'f1-score': 0.5311203319502075; 'support': 101}; '1.0': {'precision': 0.7430555555555556; 'recall': 0.5846994535519126; 'f1-score': 0.654434250764526; 'support': 183}; 'accuracy': 0.602112676056338; 'macro avg': {'precision': 0.6000992063492063; 'recall': 0.6091814099442732; 'f1-score': 0.5927772913573668; 'support': 284}; 'weighted avg': {'precision': 0.6413753353454058; 'recall': 0.602112676056338; 'f1-score': 0.6105796528763353; 'support': 284}},{'0.0': {'precision': 0.6; 'recall': 0.75; 'f1-score': 0.6666666666666665; 'support': 12}; '1.0': {'precision': 0.8235294117647058; 'recall': 0.7; 'f1-score': 0.7567567567567567; 'support': 20}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.7117647058823529; 'recall': 0.725; 'f1-score': 0.7117117117117115; 'support': 32}; 'weighted avg': {'precision': 0.7397058823529411; 'recall': 0.71875; 'f1-score': 0.7229729729729728; 'support': 32}}
l: 5,3,CNF,4,284,32,2,[142; 142],564,1000.396424,0.843750,9,[X3 >= 0.016310 OR X5 < 0.000000 OR X8 >= 0.809790 OR X17 >= -0.050570 OR X33 < -0.598670] AND [X5 >= 0.022800 OR X20 >= 0.162450] AND [X14 < -0.824170 OR X23 >= -0.913380],{'0.0': {'precision': 0.961038961038961; 'recall': 0.7326732673267327; 'f1-score': 0.8314606741573034; 'support': 101}; '1.0': {'precision': 0.8695652173913043; 'recall': 0.9836065573770492; 'f1-score': 0.923076923076923; 'support': 183}; 'accuracy': 0.8943661971830986; 'macro avg': {'precision': 0.9153020892151327; 'recall': 0.8581399123518909; 'f1-score': 0.8772687986171133; 'support': 284}; 'weighted avg': {'precision': 0.9020963727026189; 'recall': 0.8943661971830986; 'f1-score': 0.8904950880738188; 'support': 284}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.6666666666666666; 'f1-score': 0.761904761904762; 'support': 12}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.95; 'f1-score': 0.8837209302325583; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.857487922705314; 'recall': 0.8083333333333333; 'f1-score': 0.8228128460686601; 'support': 32}; 'weighted avg': {'precision': 0.8496376811594202; 'recall': 0.84375; 'f1-score': 0.8380398671096347; 'support': 32}}
l: 5,3,CNF,5,284,32,2,[142; 142],564,1000.449893,0.750000,6,[X23 < -0.250000 OR X32 >= 0.743230] AND [X19 >= 0.014080 OR X26 < 1.000000] AND [X2 >= 0.600000 OR X3 < -0.027360],{'0.0': {'precision': 0.4659090909090909; 'recall': 0.8118811881188119; 'f1-score': 0.592057761732852; 'support': 101}; '1.0': {'precision': 0.8240740740740741; 'recall': 0.48633879781420764; 'f1-score': 0.6116838487972508; 'support': 183}; 'accuracy': 0.602112676056338; 'macro avg': {'precision': 0.6449915824915825; 'recall': 0.6491099929665098; 'f1-score': 0.6018708052650514; 'support': 284}; 'weighted avg': {'precision': 0.6966984990752596; 'recall': 0.602112676056338; 'f1-score': 0.604704148820123; 'support': 284}},{'0.0': {'precision': 0.6111111111111112; 'recall': 0.9166666666666666; 'f1-score': 0.7333333333333334; 'support': 12}; '1.0': {'precision': 0.9285714285714286; 'recall': 0.65; 'f1-score': 0.7647058823529412; 'support': 20}; 'accuracy': 0.75; 'macro avg': {'precision': 0.7698412698412699; 'recall': 0.7833333333333333; 'f1-score': 0.7490196078431373; 'support': 32}; 'weighted avg': {'precision': 0.8095238095238095; 'recall': 0.75; 'f1-score': 0.7529411764705882; 'support': 32}}
l: 5,3,CNF,6,285,31,2,[142; 143],564,1000.395448,0.709677,14,[X12 >= 0.800000 OR X13 >= 0.084360 OR X27 >= 0.020330] AND [X3 >= 0.496380 OR X5 < 0.022800 OR X9 < -0.016220 OR X14 < -0.824170 OR X22 < -0.583150 OR X26 < -0.191490 OR X33 >= 0.714440] AND [X5 >= 0.222800 OR X9 < 0.000000 OR X29 < -0.050250 OR X32 >= 0.409560],{'0.0': {'precision': 0.5179856115107914; 'recall': 0.7058823529411765; 'f1-score': 0.5975103734439834; 'support': 102}; '1.0': {'precision': 0.7945205479452054; 'recall': 0.6338797814207651; 'f1-score': 0.7051671732522796; 'support': 183}; 'accuracy': 0.6596491228070176; 'macro avg': {'precision': 0.6562530797279984; 'recall': 0.6698810671809707; 'f1-score': 0.6513387733481315; 'support': 285}; 'weighted avg': {'precision': 0.6955501496423625; 'recall': 0.6596491228070176; 'f1-score': 0.6666373712156263; 'support': 285}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.6363636363636364; 'f1-score': 0.6086956521739131; 'support': 11}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.75; 'f1-score': 0.7692307692307692; 'support': 20}; 'accuracy': 0.7096774193548387; 'macro avg': {'precision': 0.6864035087719298; 'recall': 0.6931818181818181; 'f1-score': 0.6889632107023411; 'support': 31}; 'weighted avg': {'precision': 0.7163271080928127; 'recall': 0.7096774193548387; 'f1-score': 0.7122666954364009; 'support': 31}}
l: 5,3,CNF,7,285,31,2,[142; 143],564,1000.464394,0.354839,8,[X4 < 0.540400 OR X11 >= -0.111110 OR X32 < 0.168270] AND [X13 < 0.000000] AND [X8 >= 0.809790 OR X11 < -0.020280 OR X17 >= 0.027780 OR X23 < 0.000000],{'0.0': {'precision': 0.3761904761904762; 'recall': 0.7745098039215687; 'f1-score': 0.5064102564102565; 'support': 102}; '1.0': {'precision': 0.6933333333333334; 'recall': 0.28415300546448086; 'f1-score': 0.40310077519379844; 'support': 183}; 'accuracy': 0.45964912280701753; 'macro avg': {'precision': 0.5347619047619048; 'recall': 0.5293314046930248; 'f1-score': 0.45475551580202744; 'support': 285}; 'weighted avg': {'precision': 0.5798295739348371; 'recall': 0.45964912280701753; 'f1-score': 0.4400746947870571; 'support': 285}},{'0.0': {'precision': 0.32; 'recall': 0.7272727272727273; 'f1-score': 0.4444444444444444; 'support': 11}; '1.0': {'precision': 0.5; 'recall': 0.15; 'f1-score': 0.23076923076923075; 'support': 20}; 'accuracy': 0.3548387096774194; 'macro avg': {'precision': 0.41000000000000003; 'recall': 0.43863636363636366; 'f1-score': 0.3376068376068376; 'support': 31}; 'weighted avg': {'precision': 0.4361290322580645; 'recall': 0.3548387096774194; 'f1-score': 0.3065894678797904; 'support': 31}}
l: 5,3,CNF,8,285,31,2,[142; 143],564,1000.398510,0.774194,9,[X3 >= 0.136450 OR X12 < 0.800000 OR X26 < 1.000000] AND [X16 < -0.094830 OR X20 >= 0.162450 OR X23 < -0.503330 OR X26 < -0.191490] AND [X7 >= 0.279550 OR X14 >= 0.251920],{'0.0': {'precision': 0.9052631578947369; 'recall': 0.8431372549019608; 'f1-score': 0.8730964467005077; 'support': 102}; '1.0': {'precision': 0.9157894736842105; 'recall': 0.9508196721311475; 'f1-score': 0.9329758713136729; 'support': 183}; 'accuracy': 0.9122807017543859; 'macro avg': {'precision': 0.9105263157894736; 'recall': 0.8969784635165541; 'f1-score': 0.9030361590070903; 'support': 285}; 'weighted avg': {'precision': 0.9120221606648199; 'recall': 0.9122807017543859; 'f1-score': 0.9115453403994874; 'support': 285}},{'0.0': {'precision': 0.75; 'recall': 0.5454545454545454; 'f1-score': 0.631578947368421; 'support': 11}; '1.0': {'precision': 0.782608695652174; 'recall': 0.9; 'f1-score': 0.8372093023255814; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.7663043478260869; 'recall': 0.7227272727272727; 'f1-score': 0.7343941248470012; 'support': 31}; 'weighted avg': {'precision': 0.7710378681626928; 'recall': 0.7741935483870968; 'f1-score': 0.7642436925020729; 'support': 31}}
l: 5,3,CNF,9,285,31,2,[142; 143],564,608.296976,0.612903,14,[X3 >= 0.000000 OR X13 >= 0.525170 OR X22 >= 0.703010 OR X25 < -0.857030 OR X31 >= -0.054550] AND [X4 < 0.540400 OR X11 >= 0.111470 OR X29 < -0.836750 OR X32 >= 0.563610] AND [X5 >= 0.222800 OR X20 >= 0.684590 OR X23 < 0.299610 OR X29 >= 0.694010 OR X33 < 0.012270],{'0.0': {'precision': 0.4576271186440678; 'recall': 0.2647058823529412; 'f1-score': 0.3354037267080745; 'support': 102}; '1.0': {'precision': 0.668141592920354; 'recall': 0.825136612021858; 'f1-score': 0.7383863080684596; 'support': 183}; 'accuracy': 0.624561403508772; 'macro avg': {'precision': 0.562884355782211; 'recall': 0.5449212471873995; 'f1-score': 0.5368950173882671; 'support': 285}; 'weighted avg': {'precision': 0.5927995705477884; 'recall': 0.624561403508772; 'f1-score': 0.5941609631605324; 'support': 285}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.09090909090909091; 'f1-score': 0.14285714285714288; 'support': 11}; '1.0': {'precision': 0.6428571428571429; 'recall': 0.9; 'f1-score': 0.75; 'support': 20}; 'accuracy': 0.6129032258064516; 'macro avg': {'precision': 0.48809523809523814; 'recall': 0.4954545454545455; 'f1-score': 0.44642857142857145; 'support': 31}; 'weighted avg': {'precision': 0.5330261136712751; 'recall': 0.6129032258064516; 'f1-score': 0.5345622119815668; 'support': 31}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'CNF', 'real_partition_size': [142, 143], 'n_partitions': 2}, (mean val acc cv) 0.692036 (+- 0.140454), (mean training time) 961.216120 (+- 117.639718)
l: 5,3,DNF,0,284,32,35,[8; 9],564,1.516116,0.625000,12,[X2 >= 0.000000 AND X4 >= 0.000000 AND X7 < 0.636360 AND X8 >= 0.684210] OR [(NOT X0) AND X0 AND X5 >= -0.227030 AND X6 >= 0.348160] OR [X0 AND X2 < 0.000000 AND X2 >= 0.000000 AND X32 >= 0.906670],{'0.0': {'precision': 0.5246913580246914; 'recall': 0.8333333333333334; 'f1-score': 0.6439393939393939; 'support': 102}; '1.0': {'precision': 0.860655737704918; 'recall': 0.5769230769230769; 'f1-score': 0.6907894736842105; 'support': 182}; 'accuracy': 0.6690140845070423; 'macro avg': {'precision': 0.6926735478648047; 'recall': 0.7051282051282051; 'f1-score': 0.6673644338118022; 'support': 284}; 'weighted avg': {'precision': 0.7399924745803297; 'recall': 0.6690140845070423; 'f1-score': 0.6739630365927622; 'support': 284}},{'0.0': {'precision': 0.47058823529411764; 'recall': 0.7272727272727273; 'f1-score': 0.5714285714285714; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 0.5714285714285714; 'f1-score': 0.6666666666666666; 'support': 21}; 'accuracy': 0.625; 'macro avg': {'precision': 0.6352941176470588; 'recall': 0.6493506493506493; 'f1-score': 0.6190476190476191; 'support': 32}; 'weighted avg': {'precision': 0.6867647058823529; 'recall': 0.625; 'f1-score': 0.6339285714285714; 'support': 32}}
l: 5,3,DNF,1,284,32,35,[8; 9],564,2.815686,0.812500,14,[X0 AND X2 >= 0.328340 AND X3 < 0.070880 AND X3 >= -0.500000 AND X13 < 0.833970 AND X26 < 1.000000] OR [X0 AND X2 >= 0.600000 AND X3 >= -0.027360 AND X4 >= 0.067040 AND X7 >= -0.672730] OR [X2 < 0.000000 AND X2 >= 0.749160 AND X4 >= 0.540400],{'0.0': {'precision': 0.8317757009345794; 'recall': 0.8725490196078431; 'f1-score': 0.8516746411483254; 'support': 102}; '1.0': {'precision': 0.9265536723163842; 'recall': 0.9010989010989011; 'f1-score': 0.9136490250696379; 'support': 182}; 'accuracy': 0.8908450704225352; 'macro avg': {'precision': 0.8791646866254819; 'recall': 0.8868239603533721; 'f1-score': 0.8826618331089816; 'support': 284}; 'weighted avg': {'precision': 0.8925136966792571; 'recall': 0.8908450704225352; 'f1-score': 0.8913906195767721; 'support': 284}},{'0.0': {'precision': 0.7272727272727273; 'recall': 0.7272727272727273; 'f1-score': 0.7272727272727273; 'support': 11}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.8571428571428571; 'f1-score': 0.8571428571428571; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.7922077922077921; 'recall': 0.7922077922077921; 'f1-score': 0.7922077922077921; 'support': 32}; 'weighted avg': {'precision': 0.8125; 'recall': 0.8125; 'f1-score': 0.8125; 'support': 32}}
l: 5,3,DNF,2,284,32,35,[8; 9],564,1.568551,0.906250,13,[X0 AND X2 >= 0.328340 AND X4 >= 0.067040] OR [X2 < 0.000000 AND X2 >= 0.600000 AND X7 >= -0.104010 AND X9 >= -0.016220 AND X27 < -0.086690 AND X27 >= -0.570920] OR [(NOT X0) AND X0 AND X2 >= 0.871110 AND X32 >= 0.168270],{'0.0': {'precision': 0.9302325581395349; 'recall': 0.7843137254901961; 'f1-score': 0.851063829787234; 'support': 102}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.967032967032967; 'f1-score': 0.9263157894736841; 'support': 182}; 'accuracy': 0.9014084507042254; 'macro avg': {'precision': 0.9095607235142118; 'recall': 0.8756733462615816; 'f1-score': 0.8886898096304591; 'support': 284}; 'weighted avg': {'precision': 0.9037376715070785; 'recall': 0.9014084507042254; 'f1-score': 0.8992886771919308; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.7272727272727273; 'f1-score': 0.8421052631578948; 'support': 11}; '1.0': {'precision': 0.875; 'recall': 1.0; 'f1-score': 0.9333333333333333; 'support': 21}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9375; 'recall': 0.8636363636363636; 'f1-score': 0.8877192982456141; 'support': 32}; 'weighted avg': {'precision': 0.91796875; 'recall': 0.90625; 'f1-score': 0.9019736842105264; 'support': 32}}
l: 5,3,DNF,3,284,32,35,[8; 9],564,1.593265,0.625000,12,[X2 < 1.000000 AND X3 >= -0.500000 AND X6 < 0.928060] OR [X0 AND X2 >= 0.328340 AND X3 >= -0.027360 AND X4 >= 0.067040 AND X15 < 0.402680 AND X27 < 0.258350] OR [X0 AND X2 < 0.000000 AND X3 >= -0.500000],{'0.0': {'precision': 0.6216216216216216; 'recall': 0.45544554455445546; 'f1-score': 0.5257142857142857; 'support': 101}; '1.0': {'precision': 0.7380952380952381; 'recall': 0.8469945355191257; 'f1-score': 0.7888040712468194; 'support': 183}; 'accuracy': 0.7077464788732394; 'macro avg': {'precision': 0.6798584298584298; 'recall': 0.6512200400367906; 'f1-score': 0.6572591784805526; 'support': 284}; 'weighted avg': {'precision': 0.6966732829408886; 'recall': 0.7077464788732394; 'f1-score': 0.6952404503356013; 'support': 284}},{'0.0': {'precision': 0.5; 'recall': 0.5833333333333334; 'f1-score': 0.5384615384615384; 'support': 12}; '1.0': {'precision': 0.7222222222222222; 'recall': 0.65; 'f1-score': 0.6842105263157895; 'support': 20}; 'accuracy': 0.625; 'macro avg': {'precision': 0.6111111111111112; 'recall': 0.6166666666666667; 'f1-score': 0.611336032388664; 'support': 32}; 'weighted avg': {'precision': 0.6388888888888888; 'recall': 0.625; 'f1-score': 0.6295546558704453; 'support': 32}}
l: 5,3,DNF,4,284,32,35,[8; 9],564,1.501471,0.718750,11,[X0 AND X2 >= 0.000000 AND X4 >= 0.540400 AND X6 >= 0.554320] OR [X2 < 0.979050 AND X4 >= 0.067040 AND X21 < 0.041500] OR [(NOT X0) AND X0 AND X3 < 0.496380 AND X19 >= -0.157290],{'0.0': {'precision': 0.8260869565217391; 'recall': 0.7524752475247525; 'f1-score': 0.7875647668393783; 'support': 101}; '1.0': {'precision': 0.8697916666666666; 'recall': 0.912568306010929; 'f1-score': 0.8906666666666666; 'support': 183}; 'accuracy': 0.8556338028169014; 'macro avg': {'precision': 0.8479393115942029; 'recall': 0.8325217767678408; 'f1-score': 0.8391157167530224; 'support': 284}; 'weighted avg': {'precision': 0.8542487943968157; 'recall': 0.8556338028169014; 'f1-score': 0.8540001459534408; 'support': 284}},{'0.0': {'precision': 0.6363636363636364; 'recall': 0.5833333333333334; 'f1-score': 0.6086956521739131; 'support': 12}; '1.0': {'precision': 0.7619047619047619; 'recall': 0.8; 'f1-score': 0.7804878048780488; 'support': 20}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.699134199134199; 'recall': 0.6916666666666667; 'f1-score': 0.694591728525981; 'support': 32}; 'weighted avg': {'precision': 0.7148268398268398; 'recall': 0.71875; 'f1-score': 0.7160657476139979; 'support': 32}}
l: 5,3,DNF,5,284,32,35,[8; 9],564,1.492352,0.468750,11,[X0 AND X6 >= 0.348160 AND X9 >= 0.000000] OR [(NOT X0) AND X0 AND X3 >= -0.500000 AND X7 >= -0.018220] OR [X0 AND X2 < 0.000000 AND X2 >= 0.000000 AND X33 < 0.000000],{'0.0': {'precision': 0.5209580838323353; 'recall': 0.8613861386138614; 'f1-score': 0.6492537313432836; 'support': 101}; '1.0': {'precision': 0.8803418803418803; 'recall': 0.5628415300546448; 'f1-score': 0.6866666666666666; 'support': 183}; 'accuracy': 0.6690140845070423; 'macro avg': {'precision': 0.7006499820871078; 'recall': 0.712113834334253; 'f1-score': 0.667960199004975; 'support': 284}; 'weighted avg': {'precision': 0.7525328541184153; 'recall': 0.6690140845070423; 'f1-score': 0.6733613622030692; 'support': 284}},{'0.0': {'precision': 0.4074074074074074; 'recall': 0.9166666666666666; 'f1-score': 0.5641025641025641; 'support': 12}; '1.0': {'precision': 0.8; 'recall': 0.2; 'f1-score': 0.32000000000000006; 'support': 20}; 'accuracy': 0.46875; 'macro avg': {'precision': 0.6037037037037037; 'recall': 0.5583333333333333; 'f1-score': 0.4420512820512821; 'support': 32}; 'weighted avg': {'precision': 0.6527777777777778; 'recall': 0.46875; 'f1-score': 0.4115384615384616; 'support': 32}}
