lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,58,[8; 9],158,1.352684,0.698113,3,[(NOT X1) OR X5 >= 35.000000 OR X6 >= 71.600000],{'0.0': {'precision': 0.4206896551724138; 'recall': 0.45864661654135336; 'f1-score': 0.43884892086330934; 'support': 133}; '1.0': {'precision': 0.7770897832817337; 'recall': 0.7492537313432835; 'f1-score': 0.7629179331306991; 'support': 335}; 'accuracy': 0.6666666666666666; 'macro avg': {'precision': 0.5988897192270738; 'recall': 0.6039501739423184; 'f1-score': 0.6008834269970043; 'support': 468}; 'weighted avg': {'precision': 0.6758051314899826; 'recall': 0.6666666666666666; 'f1-score': 0.6708213975931716; 'support': 468}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.7894736842105263; 'f1-score': 0.7894736842105263; 'support': 38}; 'accuracy': 0.6981132075471698; 'macro avg': {'precision': 0.6280701754385964; 'recall': 0.6280701754385964; 'f1-score': 0.6280701754385964; 'support': 53}; 'weighted avg': {'precision': 0.6981132075471698; 'recall': 0.6981132075471698; 'f1-score': 0.6981132075471698; 'support': 53}}
5,3,DNF,0,468,53,14,[33; 34],158,2.068264,0.735849,11,[X5 >= 21.000000 AND X6 >= 34.000000 AND X9 < 0.900000] OR [X5 >= 30.000000 AND X6 >= 19.000000 AND X9 >= 0.800000] OR [X5 < 53.600000 AND X6 < 28.000000 AND X7 >= 6.600000 AND X8 >= 2.000000 AND X9 < 1.200000],{'0.0': {'precision': 0.44029850746268656; 'recall': 0.44360902255639095; 'f1-score': 0.4419475655430712; 'support': 133}; '1.0': {'precision': 0.7784431137724551; 'recall': 0.7761194029850746; 'f1-score': 0.7772795216741405; 'support': 335}; 'accuracy': 0.6816239316239316; 'macro avg': {'precision': 0.6093708106175708; 'recall': 0.6098642127707328; 'f1-score': 0.6096135436086059; 'support': 468}; 'weighted avg': {'precision': 0.6823464628339954; 'recall': 0.6816239316239316; 'f1-score': 0.6819821922608238; 'support': 468}},{'0.0': {'precision': 0.5294117647058824; 'recall': 0.6; 'f1-score': 0.5625; 'support': 15}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.7894736842105263; 'f1-score': 0.8108108108108109; 'support': 38}; 'accuracy': 0.7358490566037735; 'macro avg': {'precision': 0.6813725490196079; 'recall': 0.6947368421052631; 'f1-score': 0.6866554054054055; 'support': 53}; 'weighted avg': {'precision': 0.7473177950425454; 'recall': 0.7358490566037735; 'f1-score': 0.7405341662417134; 'support': 53}}
5,3,DNF,1,469,52,14,[33; 34],158,4.518708,0.692308,11,[X3 >= 0.200000 AND X5 >= 30.000000 AND X9 >= 0.930000] OR [X5 >= 18.000000 AND X8 < 4.100000 AND X9 < 0.800000] OR [X0 >= 23.000000 AND X2 < 1.000000 AND X4 < 282.000000 AND X5 < 53.600000 AND X8 < 3.900000],{'0.0': {'precision': 0.3197278911564626; 'recall': 0.35074626865671643; 'f1-score': 0.3345195729537367; 'support': 134}; '1.0': {'precision': 0.7298136645962733; 'recall': 0.7014925373134329; 'f1-score': 0.7153729071537291; 'support': 335}; 'accuracy': 0.6012793176972282; 'macro avg': {'precision': 0.5247707778763679; 'recall': 0.5261194029850746; 'f1-score': 0.5249462400537329; 'support': 469}; 'weighted avg': {'precision': 0.6126463007563274; 'recall': 0.6012793176972282; 'f1-score': 0.6065576688108741; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.5714285714285714; 'f1-score': 0.5; 'support': 14}; '1.0': {'precision': 0.8235294117647058; 'recall': 0.7368421052631579; 'f1-score': 0.7777777777777778; 'support': 38}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6339869281045751; 'recall': 0.6541353383458646; 'f1-score': 0.6388888888888888; 'support': 52}; 'weighted avg': {'precision': 0.7214680744092508; 'recall': 0.6923076923076923; 'f1-score': 0.702991452991453; 'support': 52}}
5,3,DNF,2,469,52,14,[33; 34],158,1.927150,0.634615,9,[X0 >= 35.000000 AND X7 < 7.900000 AND X9 < 1.200000] OR [X0 < 49.000000 AND X4 >= 167.600000 AND X6 < 34.000000] OR [X7 >= 6.000000 AND X8 < 4.100000 AND X8 >= 3.900000],{'0.0': {'precision': 0.36774193548387096; 'recall': 0.4253731343283582; 'f1-score': 0.3944636678200692; 'support': 134}; '1.0': {'precision': 0.7547770700636943; 'recall': 0.7074626865671642; 'f1-score': 0.7303543913713406; 'support': 335}; 'accuracy': 0.6268656716417911; 'macro avg': {'precision': 0.5612595027737827; 'recall': 0.5664179104477611; 'f1-score': 0.5624090295957049; 'support': 469}; 'weighted avg': {'precision': 0.6441956030408876; 'recall': 0.6268656716417911; 'f1-score': 0.6343856132138345; 'support': 469}},{'0.0': {'precision': 0.35294117647058826; 'recall': 0.42857142857142855; 'f1-score': 0.3870967741935484; 'support': 14}; '1.0': {'precision': 0.7714285714285715; 'recall': 0.7105263157894737; 'f1-score': 0.7397260273972601; 'support': 38}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5621848739495798; 'recall': 0.5695488721804511; 'f1-score': 0.5634114007954043; 'support': 52}; 'weighted avg': {'precision': 0.6587588881706529; 'recall': 0.6346153846153846; 'f1-score': 0.644787382303953; 'support': 52}}
5,3,DNF,3,469,52,14,[33; 34],158,3.083152,0.596154,10,[X0 >= 31.000000 AND X1 AND X4 >= 195.000000] OR [X0 < 60.000000 AND X2 >= 1.000000 AND X3 >= 0.200000 AND X9 < 1.200000] OR [X2 < 0.900000 AND X4 < 236.800000 AND X8 < 4.100000],{'0.0': {'precision': 0.5092592592592593; 'recall': 0.41353383458646614; 'f1-score': 0.4564315352697096; 'support': 133}; '1.0': {'precision': 0.7839335180055401; 'recall': 0.8422619047619048; 'f1-score': 0.812051649928264; 'support': 336}; 'accuracy': 0.720682302771855; 'macro avg': {'precision': 0.6465963886323998; 'recall': 0.6278978696741855; 'f1-score': 0.6342415925989868; 'support': 469}; 'weighted avg': {'precision': 0.7060408177640575; 'recall': 0.720682302771855; 'f1-score': 0.7112041547265843; 'support': 469}},{'0.0': {'precision': 0.2; 'recall': 0.13333333333333333; 'f1-score': 0.16; 'support': 15}; '1.0': {'precision': 0.6904761904761905; 'recall': 0.7837837837837838; 'f1-score': 0.7341772151898734; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.4452380952380952; 'recall': 0.45855855855855854; 'f1-score': 0.44708860759493674; 'support': 52}; 'weighted avg': {'precision': 0.548992673992674; 'recall': 0.5961538461538461; 'f1-score': 0.5685491723466407; 'support': 52}}
5,3,DNF,4,469,52,14,[33; 34],158,2.627042,0.673077,9,[X2 >= 0.900000 AND X3 >= 0.200000] OR [X0 >= 23.000000 AND X7 >= 6.000000 AND X9 < 0.900000 AND X9 >= 0.800000] OR [X4 >= 182.000000 AND X5 >= 21.000000 AND X8 < 3.000000],{'0.0': {'precision': 0.43243243243243246; 'recall': 0.48120300751879697; 'f1-score': 0.4555160142348755; 'support': 133}; '1.0': {'precision': 0.7850467289719626; 'recall': 0.75; 'f1-score': 0.7671232876712327; 'support': 336}; 'accuracy': 0.673773987206823; 'macro avg': {'precision': 0.6087395807021976; 'recall': 0.6156015037593985; 'f1-score': 0.6113196509530541; 'support': 469}; 'weighted avg': {'precision': 0.6850516299532898; 'recall': 0.673773987206823; 'f1-score': 0.6787570459504747; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.4; 'f1-score': 0.4137931034482759; 'support': 15}; '1.0': {'precision': 0.7631578947368421; 'recall': 0.7837837837837838; 'f1-score': 0.7733333333333334; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5958646616541353; 'recall': 0.5918918918918918; 'f1-score': 0.5935632183908046; 'support': 52}; 'weighted avg': {'precision': 0.6666425679583574; 'recall': 0.6730769230769231; 'f1-score': 0.6696198054818745; 'support': 52}}
5,3,DNF,5,469,52,14,[33; 34],158,2.646733,0.711538,10,[X2 >= 0.800000 AND X4 >= 167.600000 AND X5 >= 74.000000] OR [X0 >= 31.000000 AND X1 AND X5 >= 21.000000 AND X6 >= 19.000000 AND X8 >= 2.000000] OR [X2 >= 0.700000 AND X8 < 3.100000],{'0.0': {'precision': 0.48936170212765956; 'recall': 0.518796992481203; 'f1-score': 0.5036496350364963; 'support': 133}; '1.0': {'precision': 0.8048780487804879; 'recall': 0.7857142857142857; 'f1-score': 0.7951807228915663; 'support': 336}; 'accuracy': 0.7100213219616205; 'macro avg': {'precision': 0.6471198754540737; 'recall': 0.6522556390977443; 'f1-score': 0.6494151789640312; 'support': 469}; 'weighted avg': {'precision': 0.7154032639087903; 'recall': 0.7100213219616205; 'f1-score': 0.7125077278281883; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.4666666666666667; 'f1-score': 0.4827586206896552; 'support': 15}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.8108108108108109; 'f1-score': 0.8; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6447368421052632; 'recall': 0.6387387387387388; 'f1-score': 0.6413793103448276; 'support': 52}; 'weighted avg': {'precision': 0.7059716599190283; 'recall': 0.7115384615384616; 'f1-score': 0.7084880636604775; 'support': 52}}
5,3,DNF,6,469,52,14,[33; 34],158,3.346467,0.730769,8,[X0 >= 55.000000 AND X7 < 6.900000] OR [X0 >= 23.000000 AND X2 >= 0.800000 AND X7 >= 5.600000] OR [X0 < 35.000000 AND X7 < 7.900000 AND X9 < 1.200000],{'0.0': {'precision': 0.35714285714285715; 'recall': 0.2631578947368421; 'f1-score': 0.30303030303030304; 'support': 133}; '1.0': {'precision': 0.7358490566037735; 'recall': 0.8125; 'f1-score': 0.7722772277227722; 'support': 336}; 'accuracy': 0.6567164179104478; 'macro avg': {'precision': 0.5464959568733153; 'recall': 0.537828947368421; 'f1-score': 0.5376537653765376; 'support': 469}; 'weighted avg': {'precision': 0.6284547612342599; 'recall': 0.6567164179104478; 'f1-score': 0.6392072043025198; 'support': 469}},{'0.0': {'precision': 0.5454545454545454; 'recall': 0.4; 'f1-score': 0.4615384615384615; 'support': 15}; '1.0': {'precision': 0.7804878048780488; 'recall': 0.8648648648648649; 'f1-score': 0.8205128205128206; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6629711751662971; 'recall': 0.6324324324324324; 'f1-score': 0.6410256410256411; 'support': 52}; 'weighted avg': {'precision': 0.7126897492751152; 'recall': 0.7307692307692307; 'f1-score': 0.7169625246548323; 'support': 52}}
5,3,DNF,7,469,52,14,[33; 34],158,3.539325,0.673077,11,[X2 < 0.900000 AND X5 >= 18.000000 AND X9 < 1.060000] OR [X0 < 35.000000 AND X2 >= 0.700000 AND X5 >= 25.000000 AND X8 >= 2.700000 AND X9 < 0.930000] OR [X2 >= 0.800000 AND X3 >= 0.300000 AND X4 >= 182.000000],{'0.0': {'precision': 0.4567901234567901; 'recall': 0.556390977443609; 'f1-score': 0.5016949152542373; 'support': 133}; '1.0': {'precision': 0.8078175895765473; 'recall': 0.7380952380952381; 'f1-score': 0.771384136858476; 'support': 336}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.6323038565166686; 'recall': 0.6472431077694236; 'f1-score': 0.6365395260563567; 'support': 469}; 'weighted avg': {'precision': 0.7082724872440788; 'recall': 0.6865671641791045; 'f1-score': 0.6949051038662292; 'support': 469}},{'0.0': {'precision': 0.4583333333333333; 'recall': 0.7333333333333333; 'f1-score': 0.5641025641025641; 'support': 15}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.6486486486486487; 'f1-score': 0.7384615384615384; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6577380952380952; 'recall': 0.690990990990991; 'f1-score': 0.6512820512820512; 'support': 52}; 'weighted avg': {'precision': 0.7421016483516483; 'recall': 0.6730769230769231; 'f1-score': 0.6881656804733728; 'support': 52}}
5,3,DNF,8,469,52,14,[33; 34],158,1.886509,0.557692,10,[X7 < 6.200000 AND X8 < 3.600000 AND X9 < 0.546000] OR [X0 < 55.000000 AND X1 AND X3 < 0.600000 AND X7 < 6.900000] OR [X6 >= 23.000000 AND X8 >= 2.700000 AND X9 < 1.308000],{'0.0': {'precision': 0.3235294117647059; 'recall': 0.41353383458646614; 'f1-score': 0.36303630363036304; 'support': 133}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.6577380952380952; 'f1-score': 0.6960629921259843; 'support': 336}; 'accuracy': 0.5884861407249466; 'macro avg': {'precision': 0.5313299232736572; 'recall': 0.5356359649122807; 'f1-score': 0.5295496478781737; 'support': 469}; 'weighted avg': {'precision': 0.6212734282551436; 'recall': 0.5884861407249466; 'f1-score': 0.6016225879257335; 'support': 469}},{'0.0': {'precision': 0.3; 'recall': 0.4; 'f1-score': 0.34285714285714286; 'support': 15}; '1.0': {'precision': 0.71875; 'recall': 0.6216216216216216; 'f1-score': 0.6666666666666667; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.509375; 'recall': 0.5108108108108108; 'f1-score': 0.5047619047619047; 'support': 52}; 'weighted avg': {'precision': 0.5979567307692307; 'recall': 0.5576923076923077; 'f1-score': 0.5732600732600732; 'support': 52}}
5,3,DNF,9,469,52,14,[33; 34],158,3.277550,0.673077,12,[X4 >= 182.000000 AND X5 >= 25.000000 AND X7 < 7.900000 AND X9 < 1.200000] OR [X3 >= 0.200000 AND X5 < 25.000000 AND X7 >= 6.200000 AND X8 < 3.900000] OR [X0 < 60.000000 AND X6 >= 23.000000 AND X8 >= 2.500000 AND X9 >= 1.060000],{'0.0': {'precision': 0.39864864864864863; 'recall': 0.44360902255639095; 'f1-score': 0.4199288256227758; 'support': 133}; '1.0': {'precision': 0.7694704049844237; 'recall': 0.7351190476190477; 'f1-score': 0.7519025875190259; 'support': 336}; 'accuracy': 0.652452025586354; 'macro avg': {'precision': 0.5840595268165362; 'recall': 0.5893640350877193; 'f1-score': 0.5859157065709009; 'support': 469}; 'weighted avg': {'precision': 0.6643119964712934; 'recall': 0.652452025586354; 'f1-score': 0.6577607744439699; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.5333333333333333; 'f1-score': 0.4848484848484848; 'support': 15}; '1.0': {'precision': 0.7941176470588235; 'recall': 0.7297297297297297; 'f1-score': 0.7605633802816901; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.619281045751634; 'recall': 0.6315315315315315; 'f1-score': 0.6227059325650874; 'support': 52}; 'weighted avg': {'precision': 0.6932503770739065; 'recall': 0.6730769230769231; 'f1-score': 0.6810302373682655; 'support': 52}}
5,3,DNF,0,468,53,7,[66; 67],158,836.522583,0.754717,13,[X0 < 60.000000 AND X2 < 1.400000 AND X4 >= 167.600000 AND X5 >= 18.000000 AND X8 < 3.900000] OR [X0 >= 23.000000 AND X2 >= 0.900000 AND X4 >= 167.600000 AND X6 >= 19.000000] OR [X0 < 55.000000 AND X0 >= 31.000000 AND X7 < 7.900000 AND X8 >= 2.700000],{'0.0': {'precision': 0.48872180451127817; 'recall': 0.48872180451127817; 'f1-score': 0.48872180451127817; 'support': 133}; '1.0': {'precision': 0.7970149253731343; 'recall': 0.7970149253731343; 'f1-score': 0.7970149253731345; 'support': 335}; 'accuracy': 0.7094017094017094; 'macro avg': {'precision': 0.6428683649422062; 'recall': 0.6428683649422062; 'f1-score': 0.6428683649422063; 'support': 468}; 'weighted avg': {'precision': 0.7094017094017094; 'recall': 0.7094017094017094; 'f1-score': 0.7094017094017095; 'support': 468}},{'0.0': {'precision': 0.5625; 'recall': 0.6; 'f1-score': 0.5806451612903225; 'support': 15}; '1.0': {'precision': 0.8378378378378378; 'recall': 0.8157894736842105; 'f1-score': 0.8266666666666665; 'support': 38}; 'accuracy': 0.7547169811320755; 'macro avg': {'precision': 0.7001689189189189; 'recall': 0.7078947368421052; 'f1-score': 0.7036559139784946; 'support': 53}; 'weighted avg': {'precision': 0.7599120346761856; 'recall': 0.7547169811320755; 'f1-score': 0.7570379387299654; 'support': 53}}
5,3,DNF,1,469,52,7,[67; 67],158,1001.430308,0.538462,15,[X0 >= 23.000000 AND X2 < 1.000000 AND X4 < 282.000000 AND X4 >= 167.600000 AND X6 < 42.000000 AND X9 >= 0.800000] OR [X0 < 60.000000 AND X4 >= 167.600000 AND X5 >= 30.000000 AND X7 < 7.900000] OR [X2 >= 0.800000 AND X3 >= 0.200000 AND X5 < 53.600000 AND X6 < 71.600000 AND X6 >= 23.000000],{'0.0': {'precision': 0.4140127388535032; 'recall': 0.48507462686567165; 'f1-score': 0.4467353951890034; 'support': 134}; '1.0': {'precision': 0.7788461538461539; 'recall': 0.7253731343283583; 'f1-score': 0.7511591962905719; 'support': 335}; 'accuracy': 0.6567164179104478; 'macro avg': {'precision': 0.5964294463498285; 'recall': 0.6052238805970149; 'f1-score': 0.5989472957397877; 'support': 469}; 'weighted avg': {'precision': 0.6746080352768251; 'recall': 0.6567164179104478; 'f1-score': 0.6641809674044096; 'support': 469}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.42857142857142855; 'f1-score': 0.33333333333333326; 'support': 14}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.5789473684210527; 'f1-score': 0.6470588235294117; 'support': 38}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.5030303030303029; 'recall': 0.5037593984962406; 'f1-score': 0.4901960784313725; 'support': 52}; 'weighted avg': {'precision': 0.6093240093240092; 'recall': 0.5384615384615384; 'f1-score': 0.5625942684766213; 'support': 52}}
5,3,DNF,2,469,52,7,[67; 67],158,771.583009,0.576923,11,[X0 >= 45.000000 AND X2 < 1.400000 AND X9 < 1.200000] OR [X0 < 49.000000 AND X2 >= 0.800000 AND X4 >= 167.600000 AND X8 >= 3.600000 AND X9 >= 1.060000] OR [X0 >= 31.000000 AND X6 >= 19.000000 AND X8 < 3.600000],{'0.0': {'precision': 0.45185185185185184; 'recall': 0.4552238805970149; 'f1-score': 0.45353159851301117; 'support': 134}; '1.0': {'precision': 0.781437125748503; 'recall': 0.7791044776119403; 'f1-score': 0.7802690582959642; 'support': 335}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.6166444888001774; 'recall': 0.6171641791044776; 'f1-score': 0.6169003284044876; 'support': 469}; 'weighted avg': {'precision': 0.687269904635174; 'recall': 0.6865671641791045; 'f1-score': 0.6869154983579776; 'support': 469}},{'0.0': {'precision': 0.2777777777777778; 'recall': 0.35714285714285715; 'f1-score': 0.31250000000000006; 'support': 14}; '1.0': {'precision': 0.7352941176470589; 'recall': 0.6578947368421053; 'f1-score': 0.6944444444444445; 'support': 38}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5065359477124183; 'recall': 0.5075187969924813; 'f1-score': 0.5034722222222223; 'support': 52}; 'weighted avg': {'precision': 0.6121166415284063; 'recall': 0.5769230769230769; 'f1-score': 0.591613247863248; 'support': 52}}
5,3,DNF,3,469,52,7,[67; 67],158,888.790603,0.615385,11,[X2 >= 0.700000 AND X4 >= 150.000000 AND X5 < 30.000000 AND X8 < 4.100000 AND X8 >= 3.300000] OR [X2 >= 1.000000 AND X5 >= 21.000000] OR [X0 >= 23.000000 AND X4 < 512.600000 AND X8 < 3.100000 AND X8 >= 2.500000],{'0.0': {'precision': 0.45569620253164556; 'recall': 0.5413533834586466; 'f1-score': 0.49484536082474223; 'support': 133}; '1.0': {'precision': 0.8038585209003215; 'recall': 0.7440476190476191; 'f1-score': 0.7727975270479134; 'support': 336}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.6297773617159835; 'recall': 0.6427005012531328; 'f1-score': 0.6338214439363278; 'support': 469}; 'weighted avg': {'precision': 0.7051259231539805; 'recall': 0.6865671641791045; 'f1-score': 0.6939752709547753; 'support': 469}},{'0.0': {'precision': 0.3684210526315789; 'recall': 0.4666666666666667; 'f1-score': 0.4117647058823529; 'support': 15}; '1.0': {'precision': 0.7575757575757576; 'recall': 0.6756756756756757; 'f1-score': 0.7142857142857142; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5629984051036683; 'recall': 0.5711711711711711; 'f1-score': 0.5630252100840336; 'support': 52}; 'weighted avg': {'precision': 0.6453195926880138; 'recall': 0.6153846153846154; 'f1-score': 0.6270200387847447; 'support': 52}}
5,3,DNF,4,469,52,7,[67; 67],158,932.152051,0.576923,15,[X1 AND X2 >= 0.800000 AND X6 >= 28.000000 AND X9 < 1.308000] OR [X2 < 0.900000 AND X2 >= 0.700000 AND X4 < 512.600000 AND X4 >= 182.000000 AND X9 >= 0.546000] OR [X0 < 55.000000 AND X4 < 512.600000 AND X4 >= 150.000000 AND X5 >= 25.000000 AND X6 >= 23.000000 AND X8 >= 3.100000],{'0.0': {'precision': 0.4233128834355828; 'recall': 0.518796992481203; 'f1-score': 0.46621621621621623; 'support': 133}; '1.0': {'precision': 0.7908496732026143; 'recall': 0.7202380952380952; 'f1-score': 0.7538940809968847; 'support': 336}; 'accuracy': 0.6631130063965884; 'macro avg': {'precision': 0.6070812783190986; 'recall': 0.6195175438596492; 'f1-score': 0.6100551486065504; 'support': 469}; 'weighted avg': {'precision': 0.6866228223731575; 'recall': 0.6631130063965884; 'f1-score': 0.6723137909844563; 'support': 469}},{'0.0': {'precision': 0.29411764705882354; 'recall': 0.3333333333333333; 'f1-score': 0.3125; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.6756756756756757; 'f1-score': 0.6944444444444444; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5042016806722689; 'recall': 0.5045045045045045; 'f1-score': 0.5034722222222222; 'support': 52}; 'weighted avg': {'precision': 0.5930833872010344; 'recall': 0.5769230769230769; 'f1-score': 0.5842681623931624; 'support': 52}}
5,3,DNF,5,469,52,7,[67; 67],158,1001.453208,0.596154,11,[X3 >= 0.300000 AND X8 < 4.100000 AND X9 < 1.308000] OR [X0 >= 31.000000 AND X2 < 2.000000 AND X4 >= 195.000000 AND X9 < 1.200000] OR [X0 >= 31.000000 AND X5 < 53.600000 AND X7 < 7.900000 AND X9 >= 1.000000],{'0.0': {'precision': 0.4827586206896552; 'recall': 0.42105263157894735; 'f1-score': 0.4497991967871486; 'support': 133}; '1.0': {'precision': 0.7818696883852692; 'recall': 0.8214285714285714; 'f1-score': 0.8011611030478955; 'support': 336}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6323141545374622; 'recall': 0.6212406015037594; 'f1-score': 0.625480149917522; 'support': 469}; 'weighted avg': {'precision': 0.6970471467999458; 'recall': 0.7078891257995735; 'f1-score': 0.701521159481415; 'support': 469}},{'0.0': {'precision': 0.2; 'recall': 0.13333333333333333; 'f1-score': 0.16; 'support': 15}; '1.0': {'precision': 0.6904761904761905; 'recall': 0.7837837837837838; 'f1-score': 0.7341772151898734; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.4452380952380952; 'recall': 0.45855855855855854; 'f1-score': 0.44708860759493674; 'support': 52}; 'weighted avg': {'precision': 0.548992673992674; 'recall': 0.5961538461538461; 'f1-score': 0.5685491723466407; 'support': 52}}
5,3,DNF,6,469,52,7,[67; 67],158,936.636415,0.615385,10,[X0 < 60.000000 AND X0 >= 45.000000 AND X3 >= 0.200000 AND X5 >= 18.000000 AND X7 < 7.300000] OR [X8 < 4.100000 AND X9 < 1.200000 AND X9 >= 0.800000] OR [X1 AND X6 >= 54.000000],{'0.0': {'precision': 0.4918032786885246; 'recall': 0.45112781954887216; 'f1-score': 0.47058823529411764; 'support': 133}; '1.0': {'precision': 0.7896253602305475; 'recall': 0.8154761904761905; 'f1-score': 0.8023426061493412; 'support': 336}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.640714319459536; 'recall': 0.6333020050125313; 'f1-score': 0.6364654207217294; 'support': 469}; 'weighted avg': {'precision': 0.7051683520320634; 'recall': 0.7121535181236673; 'f1-score': 0.7082630084441285; 'support': 469}},{'0.0': {'precision': 0.3076923076923077; 'recall': 0.26666666666666666; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.717948717948718; 'recall': 0.7567567567567568; 'f1-score': 0.736842105263158; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5128205128205128; 'recall': 0.5117117117117117; 'f1-score': 0.5112781954887219; 'support': 52}; 'weighted avg': {'precision': 0.5996055226824458; 'recall': 0.6153846153846154; 'f1-score': 0.6067090803932911; 'support': 52}}
5,3,DNF,7,469,52,7,[67; 67],158,805.968316,0.538462,11,[X0 < 60.000000 AND X0 >= 23.000000 AND X4 >= 167.600000 AND X5 >= 25.000000] OR [X0 >= 31.000000 AND X2 >= 0.800000 AND X5 < 43.000000 AND X9 >= 1.200000] OR [X2 >= 0.800000 AND X4 >= 208.000000 AND X9 < 1.200000],{'0.0': {'precision': 0.4619883040935672; 'recall': 0.5939849624060151; 'f1-score': 0.5197368421052632; 'support': 133}; '1.0': {'precision': 0.8187919463087249; 'recall': 0.7261904761904762; 'f1-score': 0.7697160883280757; 'support': 336}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.640390125201146; 'recall': 0.6600877192982456; 'f1-score': 0.6447264652166694; 'support': 469}; 'weighted avg': {'precision': 0.7176088238895011; 'recall': 0.6886993603411514; 'f1-score': 0.6988264513395169; 'support': 469}},{'0.0': {'precision': 0.32; 'recall': 0.5333333333333333; 'f1-score': 0.4; 'support': 15}; '1.0': {'precision': 0.7407407407407407; 'recall': 0.5405405405405406; 'f1-score': 0.625; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.5303703703703704; 'recall': 0.536936936936937; 'f1-score': 0.5125; 'support': 52}; 'weighted avg': {'precision': 0.6193732193732193; 'recall': 0.5384615384615384; 'f1-score': 0.5600961538461539; 'support': 52}}
5,3,DNF,8,469,52,7,[67; 67],158,835.581532,0.596154,15,[X0 >= 23.000000 AND X4 < 328.000000 AND X5 >= 35.000000 AND X6 >= 28.000000 AND X8 >= 2.500000] OR [X1 AND X3 >= 0.200000 AND X4 >= 167.600000 AND X5 >= 25.000000] OR [X2 < 1.000000 AND X4 < 282.000000 AND X4 >= 150.000000 AND X5 < 30.000000 AND X5 >= 18.000000 AND X9 < 1.200000],{'0.0': {'precision': 0.42196531791907516; 'recall': 0.5488721804511278; 'f1-score': 0.4771241830065359; 'support': 133}; '1.0': {'precision': 0.7972972972972973; 'recall': 0.7023809523809523; 'f1-score': 0.7468354430379748; 'support': 336}; 'accuracy': 0.6588486140724946; 'macro avg': {'precision': 0.6096313076081862; 'recall': 0.6256265664160401; 'f1-score': 0.6119798130222553; 'support': 469}; 'weighted avg': {'precision': 0.6908598703094433; 'recall': 0.6588486140724946; 'f1-score': 0.6703501603424921; 'support': 469}},{'0.0': {'precision': 0.35; 'recall': 0.4666666666666667; 'f1-score': 0.4; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.6486486486486487; 'f1-score': 0.6956521739130435; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.55; 'recall': 0.5576576576576577; 'f1-score': 0.5478260869565217; 'support': 52}; 'weighted avg': {'precision': 0.6346153846153846; 'recall': 0.5961538461538461; 'f1-score': 0.6103678929765887; 'support': 52}}
