lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],262,95.889158,0.700785,6,[X3 == 2 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 12 OR X6 == 13],{'0': {'precision': 0.7893216503779308; 'recall': 0.8188083703740698; 'f1-score': 0.8037946756876012; 'support': 20023}; '1': {'precision': 0.3524897376405497; 'recall': 0.31097464966147065; 'f1-score': 0.33043332775639955; 'support': 6351}; 'accuracy': 0.6965192993099264; 'macro avg': {'precision': 0.5709056940092403; 'recall': 0.5648915100177703; 'f1-score': 0.5671140017220004; 'support': 26374}; 'weighted avg': {'precision': 0.6841301937238357; 'recall': 0.6965192993099264; 'f1-score': 0.6898067360231187; 'support': 26374}},{'0': {'precision': 0.7930434782608695; 'recall': 0.8197752808988764; 'f1-score': 0.8061878453038673; 'support': 2225}; '1': {'precision': 0.36450079239302696; 'recall': 0.32577903682719545; 'f1-score': 0.34405385190725507; 'support': 706}; 'accuracy': 0.7007847151142954; 'macro avg': {'precision': 0.5787721353269483; 'recall': 0.5727771588630359; 'f1-score': 0.5751208486055612; 'support': 2931}; 'weighted avg': {'precision': 0.6898189350255585; 'recall': 0.7007847151142954; 'f1-score': 0.6948720488732947; 'support': 2931}}
5,3,DNF,6,26375,2930,412,[64; 65],262,151.567010,0.785666,61,[X0 < 58.000000 AND X0 >= 26.000000 AND X1 != 0 AND X1 != 6 AND X1 != 7 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 10 AND X3 != 11 AND X3 != 14 AND X4 >= 7.000000 AND X5 != 0 AND X6 != 1 AND X6 != 4 AND X6 != 6 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 4 AND X9 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 20 AND X13 != 33] OR [X1 != 1 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 2 AND X3 != 7 AND X3 != 9 AND X3 != 15 AND X4 >= 10.000000 AND X5 != 4 AND X5 != 5 AND X6 != 1 AND X6 != 6 AND X6 != 8 AND X7 != 3 AND X9 AND X13 != 8 AND X13 != 22 AND X13 != 32 AND X13 != 38] OR [X1 != 0 AND X3 != 5 AND X4 >= 9.000000 AND X5 != 0 AND X6 != 5 AND X6 != 7 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X7 != 1 AND X7 != 3 AND X7 == 5 AND X13 != 4 AND X13 != 5 AND X13 != 21 AND X13 != 26 AND X13 != 28],{'0': {'precision': 0.8302824753763242; 'recall': 0.8925235978624582; 'f1-score': 0.8602787204852336; 'support': 20023}; '1': {'precision': 0.5563801278086993; 'recall': 0.42490554156171284; 'f1-score': 0.48183522270820317; 'support': 6352}; 'accuracy': 0.7799052132701422; 'macro avg': {'precision': 0.6933313015925118; 'recall': 0.6587145697120855; 'f1-score': 0.6710569715967184; 'support': 26375}; 'weighted avg': {'precision': 0.7643174436512227; 'recall': 0.7799052132701422; 'f1-score': 0.7691366125087522; 'support': 26375}},{'0': {'precision': 0.8339606859054789; 'recall': 0.8961797752808989; 'f1-score': 0.863951473136915; 'support': 2225}; '1': {'precision': 0.5714285714285714; 'recall': 0.4368794326241135; 'f1-score': 0.4951768488745981; 'support': 705}; 'accuracy': 0.7856655290102389; 'macro avg': {'precision': 0.7026946286670251; 'recall': 0.6665296039525062; 'f1-score': 0.6795641610057566; 'support': 2930}; 'weighted avg': {'precision': 0.7707916959033562; 'recall': 0.7856655290102389; 'f1-score': 0.7752190123502484; 'support': 2930}}
5,3,DNF,7,26375,2930,412,[64; 65],262,130.267157,0.766894,57,[X0 < 45.000000 AND X0 >= 41.000000 AND X1 != 1 AND X1 != 8 AND X3 != 0 AND X3 != 3 AND X3 != 8 AND X4 >= 7.000000 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 7 AND X6 != 9 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X13 != 11 AND X13 != 31] OR [X0 >= 50.000000 AND X1 != 7 AND X2 >= 106648.000000 AND X3 != 1 AND X3 != 5 AND X4 >= 10.000000 AND X5 == 2 AND X6 != 3 AND X6 != 13 AND X12 >= 40.000000 AND X13 != 3 AND X13 != 12 AND X13 != 23 AND X13 != 33] OR [X1 != 0 AND X1 != 2 AND X2 < 196338.000000 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X5 != 5 AND X5 == 2 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X12 >= 40.000000 AND X13 != 6 AND X13 != 10 AND X13 != 12 AND X13 != 26 AND X13 != 32 AND X13 != 33 AND X13 != 40],{'0': {'precision': 0.8312417437252312; 'recall': 0.8799380712180992; 'f1-score': 0.8548970135131856; 'support': 20023}; '1': {'precision': 0.5358177254296196; 'recall': 0.4368702770780856; 'f1-score': 0.48131124794033475; 'support': 6352}; 'accuracy': 0.7732322274881517; 'macro avg': {'precision': 0.6835297345774254; 'recall': 0.6584041741480924; 'f1-score': 0.6681041307267601; 'support': 26375}; 'weighted avg': {'precision': 0.7600935593000663; 'recall': 0.7732322274881517; 'f1-score': 0.7649248132129487; 'support': 26375}},{'0': {'precision': 0.8303341902313625; 'recall': 0.8710112359550561; 'f1-score': 0.8501864443957008; 'support': 2225}; '1': {'precision': 0.5184563758389261; 'recall': 0.43829787234042555; 'f1-score': 0.4750192159877018; 'support': 705}; 'accuracy': 0.7668941979522185; 'macro avg': {'precision': 0.6743952830351443; 'recall': 0.6546545541477409; 'f1-score': 0.6626028301917013; 'support': 2930}; 'weighted avg': {'precision': 0.7552919174850595; 'recall': 0.7668941979522185; 'f1-score': 0.7599158314169845; 'support': 2930}}
5,3,DNF,8,26375,2930,412,[64; 65],262,160.561033,0.808191,60,[X0 >= 45.000000 AND X1 != 8 AND X3 != 1 AND X3 != 3 AND X3 != 12 AND X4 >= 10.000000 AND X5 != 3 AND X5 != 5 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X7 != 3 AND X13 != 8 AND X13 != 10 AND X13 != 30 AND X13 != 32] OR [X0 >= 30.000000 AND X1 != 6 AND X1 != 8 AND X2 >= 196338.000000 AND X3 != 0 AND X3 != 7 AND X3 != 14 AND X4 >= 11.000000 AND X5 == 2 AND X6 != 0 AND X6 != 5 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X8 != 0 AND X13 != 6 AND X13 != 11 AND X13 != 32 AND X13 != 33 AND X13 != 37] OR [X0 < 58.000000 AND X1 != 7 AND X3 != 3 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X4 >= 9.000000 AND X5 != 0 AND X5 != 4 AND X5 == 2 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X6 == 10 AND X7 != 3 AND X8 != 0 AND X8 != 3 AND X13 != 1 AND X13 != 33 AND X13 != 41],{'0': {'precision': 0.8314041964491584; 'recall': 0.9003695565321614; 'f1-score': 0.8645136541274066; 'support': 20024}; '1': {'precision': 0.5746268656716418; 'recall': 0.42434262320894345; 'f1-score': 0.48818041844035864; 'support': 6351}; 'accuracy': 0.7857440758293839; 'macro avg': {'precision': 0.7030155310604; 'recall': 0.6623560898705525; 'f1-score': 0.6763470362838826; 'support': 26375}; 'weighted avg': {'precision': 0.7695731887612718; 'recall': 0.7857440758293839; 'f1-score': 0.7738940378298352; 'support': 26375}},{'0': {'precision': 0.8422570016474464; 'recall': 0.9195143884892086; 'f1-score': 0.8791917454858126; 'support': 2224}; '1': {'precision': 0.6434262948207171; 'recall': 0.45750708215297453; 'f1-score': 0.5347682119205298; 'support': 706}; 'accuracy': 0.8081911262798634; 'macro avg': {'precision': 0.7428416482340818; 'recall': 0.6885107353210915; 'f1-score': 0.7069799787031712; 'support': 2930}; 'weighted avg': {'precision': 0.7943476231424392; 'recall': 0.8081911262798634; 'f1-score': 0.7962009554868059; 'support': 2930}}
5,3,DNF,9,26375,2930,412,[64; 65],262,152.674683,0.735836,47,[X1 != 0 AND X1 != 2 AND X1 != 7 AND X3 != 1 AND X3 != 6 AND X3 != 7 AND X3 != 15 AND X6 != 1 AND X6 != 5 AND X6 != 7 AND X6 != 9 AND X6 != 10 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 == 4 AND X12 >= 55.000000 AND X13 != 0 AND X13 != 3] OR [X2 >= 259873.000000 AND X3 != 0 AND X5 != 3 AND X6 != 6 AND X6 != 8 AND X7 != 1 AND X7 != 3 AND X7 == 5 AND X13 != 4 AND X13 != 29 AND X13 != 30 AND X13 != 36] OR [X0 >= 33.000000 AND X2 < 259873.000000 AND X3 != 5 AND X3 != 8 AND X5 != 4 AND X5 != 5 AND X6 != 5 AND X6 != 8 AND X6 != 12 AND X6 != 14 AND X7 != 4 AND X12 < 55.000000 AND X12 >= 24.000000 AND X13 != 26 AND X13 != 27],{'0': {'precision': 0.8366871103451772; 'recall': 0.8243607670795046; 'f1-score': 0.8304782029029256; 'support': 20024}; '1': {'precision': 0.4708095094793861; 'recall': 0.49267831837505904; 'f1-score': 0.48149572978379623; 'support': 6351}; 'accuracy': 0.7444928909952606; 'macro avg': {'precision': 0.6537483099122816; 'recall': 0.6585195427272819; 'f1-score': 0.655986966343361; 'support': 26375}; 'weighted avg': {'precision': 0.7485851712703473; 'recall': 0.7444928909952606; 'f1-score': 0.7464445465321354; 'support': 26375}},{'0': {'precision': 0.8277576853526221; 'recall': 0.8232913669064749; 'f1-score': 0.8255184851217312; 'support': 2224}; '1': {'precision': 0.45264623955431754; 'recall': 0.4603399433427762; 'f1-score': 0.4564606741573034; 'support': 706}; 'accuracy': 0.7358361774744028; 'macro avg': {'precision': 0.6402019624534698; 'recall': 0.6418156551246256; 'f1-score': 0.6409895796395173; 'support': 2930}; 'weighted avg': {'precision': 0.7373724700851807; 'recall': 0.7358361774744028; 'f1-score': 0.7365919272579475; 'support': 2930}}
5,3,DNF,0,26374,2931,206,[128; 129],262,1000.077933,0.716820,86,[X0 >= 41.000000 AND X1 != 6 AND X1 != 8 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X5 != 3 AND X6 != 0 AND X6 != 1 AND X6 != 4 AND X6 != 6 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X13 != 3 AND X13 != 6 AND X13 != 31 AND X13 != 40] OR [X0 >= 26.000000 AND X1 != 6 AND X2 < 329054.000000 AND X2 >= 106648.000000 AND X3 != 7 AND X3 != 11 AND X3 != 12 AND X3 != 15 AND X4 >= 9.000000 AND X5 != 3 AND X6 != 0 AND X6 != 1 AND X6 != 6 AND X6 != 7 AND X6 != 12 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 26 AND X13 != 27 AND X13 != 31 AND X13 != 32 AND X13 != 36] OR [X0 < 58.000000 AND X1 != 1 AND X2 >= 65716.000000 AND X3 != 2 AND X3 != 3 AND X3 != 6 AND X3 != 7 AND X3 != 10 AND X3 != 12 AND X4 >= 7.000000 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X6 != 0 AND X6 != 2 AND X6 != 3 AND X6 != 4 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 12 AND X13 != 13 AND X13 != 18 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 31 AND X13 != 32 AND X13 != 36],{'0': {'precision': 0.8374318400513204; 'recall': 0.782350297158268; 'f1-score': 0.80895453019701; 'support': 20023}; '1': {'precision': 0.4316640584246218; 'recall': 0.5211777672807432; 'f1-score': 0.47221627790855264; 'support': 6351}; 'accuracy': 0.719458557670433; 'macro avg': {'precision': 0.6345479492379711; 'recall': 0.6517640322195055; 'f1-score': 0.6405854040527813; 'support': 26374}; 'weighted avg': {'precision': 0.7397207920073694; 'recall': 0.719458557670433; 'f1-score': 0.7278661613381342; 'support': 26374}},{'0': {'precision': 0.8354978354978355; 'recall': 0.7806741573033708; 'f1-score': 0.8071561338289963; 'support': 2225}; '1': {'precision': 0.4272300469483568; 'recall': 0.5155807365439093; 'f1-score': 0.46726572528883187; 'support': 706}; 'accuracy': 0.716820197884681; 'macro avg': {'precision': 0.6313639412230961; 'recall': 0.64812744692364; 'f1-score': 0.6372109295589141; 'support': 2931}; 'weighted avg': {'precision': 0.7371569761611135; 'recall': 0.716820197884681; 'f1-score': 0.7252855680052651; 'support': 2931}}
5,3,DNF,1,26374,2931,206,[128; 129],262,1020.740082,0.755374,84,[X0 >= 26.000000 AND X1 != 7 AND X1 != 8 AND X2 >= 158662.000000 AND X3 != 4 AND X3 != 5 AND X3 != 8 AND X3 != 15 AND X4 >= 9.000000 AND X5 != 5 AND X6 != 3 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 1 AND X9 AND X12 >= 24.000000 AND X13 != 2 AND X13 != 6 AND X13 != 21 AND X13 != 25] OR [X0 >= 26.000000 AND X1 != 0 AND X1 != 7 AND X2 < 329054.000000 AND X3 != 11 AND X3 != 15 AND X4 >= 7.000000 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 7 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 1 AND X8 != 3 AND X12 < 55.000000 AND X13 != 4 AND X13 != 8 AND X13 != 9 AND X13 != 31 AND X13 != 41] OR [X0 < 45.000000 AND X0 >= 33.000000 AND X1 != 2 AND X1 != 6 AND X2 < 259873.000000 AND X3 != 4 AND X3 != 5 AND X3 != 7 AND X3 != 13 AND X4 >= 7.000000 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 1 AND X12 >= 24.000000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 16 AND X13 != 18 AND X13 != 21 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.8424812227532958; 'recall': 0.8010787594266593; 'f1-score': 0.821258512108955; 'support': 20023}; '1': {'precision': 0.45698704839809134; 'recall': 0.5277908990710124; 'f1-score': 0.4898436358322373; 'support': 6351}; 'accuracy': 0.7352695836808979; 'macro avg': {'precision': 0.6497341355756936; 'recall': 0.6644348292488358; 'f1-score': 0.6555510739705961; 'support': 26374}; 'weighted avg': {'precision': 0.7496521675728187; 'recall': 0.7352695836808977; 'f1-score': 0.7414520406130335; 'support': 26374}},{'0': {'precision': 0.852996254681648; 'recall': 0.818876404494382; 'f1-score': 0.8355881678514102; 'support': 2225}; '1': {'precision': 0.4930817610062893; 'recall': 0.5552407932011332; 'f1-score': 0.5223184543637576; 'support': 706}; 'accuracy': 0.7553735926305015; 'macro avg': {'precision': 0.6730390078439686; 'recall': 0.6870585988477576; 'f1-score': 0.6789533111075838; 'support': 2931}; 'weighted avg': {'precision': 0.7663024189481771; 'recall': 0.7553735926305015; 'f1-score': 0.7601298199420677; 'support': 2931}}
5,3,DNF,2,26374,2931,206,[128; 129],262,997.876264,0.774139,83,[X0 >= 30.000000 AND X2 < 329054.000000 AND X2 >= 158662.000000 AND X3 != 1 AND X3 != 7 AND X3 != 8 AND X5 != 5 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X7 != 3 AND X8 != 2 AND X12 >= 48.000000 AND X13 != 2 AND X13 != 16 AND X13 != 33] OR [X0 >= 37.000000 AND X2 >= 65716.000000 AND X3 != 1 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X8 != 2 AND X12 >= 35.000000 AND X13 != 1 AND X13 != 3 AND X13 != 5 AND X13 != 6 AND X13 != 21 AND X13 != 26 AND X13 != 33 AND X13 != 40] OR [X0 < 58.000000 AND X0 >= 26.000000 AND X1 != 0 AND X1 != 1 AND X1 != 2 AND X1 != 7 AND X1 != 8 AND X2 >= 65716.000000 AND X3 != 1 AND X3 != 5 AND X3 != 7 AND X3 != 8 AND X3 != 9 AND X3 != 11 AND X4 >= 9.000000 AND X5 != 0 AND X5 != 5 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X12 < 48.000000 AND X13 != 1 AND X13 != 2 AND X13 != 5 AND X13 != 6 AND X13 != 26 AND X13 != 28 AND X13 != 33 AND X13 != 37 AND X13 != 40],{'0': {'precision': 0.8273315289692188; 'recall': 0.9007141786945013; 'f1-score': 0.8624647314810386; 'support': 20023}; '1': {'precision': 0.5654644808743169; 'recall': 0.40733742717682253; 'f1-score': 0.47354933186893644; 'support': 6351}; 'accuracy': 0.7819064229923409; 'macro avg': {'precision': 0.6963980049217678; 'recall': 0.6540258029356619; 'f1-score': 0.6680070316749875; 'support': 26374}; 'weighted avg': {'precision': 0.7642725457868907; 'recall': 0.7819064229923409; 'f1-score': 0.768811826994178; 'support': 26374}},{'0': {'precision': 0.8246780224345659; 'recall': 0.8921348314606742; 'f1-score': 0.8570811744386875; 'support': 2225}; '1': {'precision': 0.5419847328244275; 'recall': 0.40226628895184136; 'f1-score': 0.46178861788617886; 'support': 706}; 'accuracy': 0.7741385192766974; 'macro avg': {'precision': 0.6833313776294967; 'recall': 0.6472005602062578; 'f1-score': 0.6594348961624332; 'support': 2931}; 'weighted avg': {'precision': 0.7565847223783538; 'recall': 0.7741385192766974; 'f1-score': 0.7618657036348421; 'support': 2931}}
5,3,DNF,3,26374,2931,206,[128; 129],262,1010.320391,0.723303,83,[X0 >= 33.000000 AND X1 != 7 AND X2 >= 65716.000000 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 4 AND X5 != 6 AND X6 != 1 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 10 AND X6 != 13 AND X6 != 14 AND X7 != 3 AND X13 != 1 AND X13 != 19 AND X13 != 31] OR [X0 >= 26.000000 AND X1 != 0 AND X1 != 6 AND X3 != 0 AND X3 != 8 AND X3 != 9 AND X3 != 12 AND X6 != 1 AND X6 != 4 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 2 AND X9 AND X12 >= 24.000000 AND X13 != 1 AND X13 != 13 AND X13 != 19 AND X13 != 26 AND X13 != 31 AND X13 != 35 AND X13 != 40] OR [X1 != 0 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 8 AND X3 != 13 AND X3 != 14 AND X3 != 15 AND X4 >= 10.000000 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 0 AND X7 != 2 AND X7 != 3 AND X8 != 3 AND X12 < 48.000000 AND X12 >= 35.000000 AND X13 != 1 AND X13 != 8 AND X13 != 18 AND X13 != 26 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8111199128626597; 'recall': 0.8182090595814813; 'f1-score': 0.814649063921832; 'support': 20023}; '1': {'precision': 0.4106217616580311; 'recall': 0.3993071957172099; 'f1-score': 0.40488544743354354; 'support': 6351}; 'accuracy': 0.7173352544172291; 'macro avg': {'precision': 0.6108708372603454; 'recall': 0.6087581276493456; 'f1-score': 0.6097672556776877; 'support': 26374}; 'weighted avg': {'precision': 0.714677819956745; 'recall': 0.7173352544172291; 'f1-score': 0.715975797511082; 'support': 26374}},{'0': {'precision': 0.812555260831123; 'recall': 0.826067415730337; 'f1-score': 0.8192556273679519; 'support': 2225}; '1': {'precision': 0.42152466367713004; 'recall': 0.39943342776203966; 'f1-score': 0.4101818181818182; 'support': 706}; 'accuracy': 0.7233026270897305; 'macro avg': {'precision': 0.6170399622541265; 'recall': 0.6127504217461883; 'f1-score': 0.614718722774885; 'support': 2931}; 'weighted avg': {'precision': 0.7183663827721947; 'recall': 0.7233026270897305; 'f1-score': 0.7207206190822437; 'support': 2931}}
5,3,DNF,4,26374,2931,206,[128; 129],262,1021.637931,0.769362,71,[X0 >= 41.000000 AND X1 != 0 AND X1 != 6 AND X2 < 178356.000000 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 11 AND X5 != 4 AND X5 != 5 AND X6 != 4 AND X6 != 10 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X12 < 55.000000 AND X13 != 2 AND X13 != 35 AND X13 != 40] OR [X0 >= 30.000000 AND X2 >= 130856.000000 AND X3 != 5 AND X3 != 7 AND X4 >= 9.000000 AND X5 != 0 AND X5 != 4 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X12 < 55.000000 AND X13 != 6 AND X13 != 7] OR [X0 < 58.000000 AND X0 >= 37.000000 AND X1 != 8 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 9 AND X6 != 10 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 3 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 25 AND X13 != 28 AND X13 != 29 AND X13 != 34 AND X13 != 37 AND X13 != 38 AND X13 != 41],{'0': {'precision': 0.8430936496170003; 'recall': 0.8520201767966838; 'f1-score': 0.8475334095086691; 'support': 20023}; '1': {'precision': 0.517348102296791; 'recall': 0.500078727759408; 'f1-score': 0.5085668534827863; 'support': 6351}; 'accuracy': 0.7672707969970426; 'macro avg': {'precision': 0.6802208759568956; 'recall': 0.6760494522780459; 'f1-score': 0.6780501314957277; 'support': 26374}; 'weighted avg': {'precision': 0.7646523828000347; 'recall': 0.7672707969970426; 'f1-score': 0.7659084532138187; 'support': 26374}},{'0': {'precision': 0.8401405357927098; 'recall': 0.8597752808988764; 'f1-score': 0.8498445135495336; 'support': 2225}; '1': {'precision': 0.5229357798165137; 'recall': 0.48441926345609065; 'f1-score': 0.5029411764705882; 'support': 706}; 'accuracy': 0.7693619924940294; 'macro avg': {'precision': 0.6815381578046118; 'recall': 0.6720972721774836; 'f1-score': 0.6763928450100609; 'support': 2931}; 'weighted avg': {'precision': 0.7637343407332781; 'recall': 0.7693619924940294; 'f1-score': 0.7662847196301424; 'support': 2931}}
5,3,DNF,5,26375,2930,206,[128; 129],262,1014.058959,0.743003,89,[X0 >= 26.000000 AND X1 != 5 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 12 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 12 AND X6 != 13 AND X7 != 0 AND X7 != 2 AND X7 != 4 AND X13 != 20] OR [X0 < 58.000000 AND X0 >= 26.000000 AND X1 != 2 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 7 AND X3 != 8 AND X3 != 10 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 1 AND X8 != 3 AND X13 != 9 AND X13 != 12 AND X13 != 20 AND X13 != 21 AND X13 != 32 AND X13 != 34] OR [X0 >= 33.000000 AND X1 != 3 AND X1 != 8 AND X2 < 259873.000000 AND X3 != 1 AND X3 != 5 AND X3 != 7 AND X3 != 8 AND X3 != 9 AND X3 != 12 AND X3 != 13 AND X5 != 0 AND X5 != 6 AND X5 == 2 AND X6 != 3 AND X6 != 4 AND X6 != 6 AND X6 != 9 AND X6 != 10 AND X6 != 11 AND X7 != 2 AND X7 != 4 AND X12 >= 24.000000 AND X13 != 0 AND X13 != 4 AND X13 != 6 AND X13 != 9 AND X13 != 12 AND X13 != 13 AND X13 != 20 AND X13 != 21 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 32 AND X13 != 33 AND X13 != 34],{'0': {'precision': 0.8300814643467767; 'recall': 0.8244019377715627; 'f1-score': 0.8272319526923751; 'support': 20023}; '1': {'precision': 0.45815996301433193; 'recall': 0.46804156171284633; 'f1-score': 0.46304804921735065; 'support': 6352}; 'accuracy': 0.7385781990521327; 'macro avg': {'precision': 0.6441207136805542; 'recall': 0.6462217497422045; 'f1-score': 0.6451400009548629; 'support': 26375}; 'weighted avg': {'precision': 0.740510075665689; 'recall': 0.7385781990521327; 'f1-score': 0.7395240416071295; 'support': 26375}},{'0': {'precision': 0.8366880146386093; 'recall': 0.8220224719101124; 'f1-score': 0.8292904103377918; 'support': 2225}; '1': {'precision': 0.46774193548387094; 'recall': 0.49361702127659574; 'f1-score': 0.48033126293995854; 'support': 705}; 'accuracy': 0.7430034129692833; 'macro avg': {'precision': 0.6522149750612402; 'recall': 0.6578197465933541; 'f1-score': 0.6548108366388752; 'support': 2930}; 'weighted avg': {'precision': 0.7479142993471108; 'recall': 0.7430034129692833; 'f1-score': 0.7453258373290982; 'support': 2930}}
