lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],262,147.272694,0.711361,2,[X3 == 14 OR X6 == 12],{'0': {'precision': 0.7724980436483784; 'recall': 0.8874294561254558; 'f1-score': 0.8259848925043579; 'support': 20023}; '1': {'precision': 0.33155397390272834; 'recall': 0.17603527003621477; 'f1-score': 0.22997017381466625; 'support': 6351}; 'accuracy': 0.7161219382725411; 'macro avg': {'precision': 0.5520260087755533; 'recall': 0.5317323630808353; 'f1-score': 0.5279775331595121; 'support': 26374}; 'weighted avg': {'precision': 0.6663163576335673; 'recall': 0.7161219382725411; 'f1-score': 0.6824613663650453; 'support': 26374}},{'0': {'precision': 0.7726374060893634; 'recall': 0.8782022471910113; 'f1-score': 0.8220445940260833; 'support': 2225}; '1': {'precision': 0.32587064676616917; 'recall': 0.18555240793201133; 'f1-score': 0.2364620938628159; 'support': 706}; 'accuracy': 0.7113613101330604; 'macro avg': {'precision': 0.5492540264277663; 'recall': 0.5318773275615113; 'f1-score': 0.5292533439444496; 'support': 2931}; 'weighted avg': {'precision': 0.6650231679173486; 'recall': 0.7113613101330604; 'f1-score': 0.6809933333248664; 'support': 2931}}
10,1,DNF,8,26375,2930,3296,[8; 9],262,115.712271,0.736177,2,[X3 == 8 AND X7 != 3],{'0': {'precision': 0.7612786394772065; 'recall': 0.9657411106671994; 'f1-score': 0.8514066833971734; 'support': 20024}; '1': {'precision': 0.2949640287769784; 'recall': 0.0451897339001732; 'f1-score': 0.07837247405789187; 'support': 6351}; 'accuracy': 0.7440758293838863; 'macro avg': {'precision': 0.5281213341270925; 'recall': 0.5054654222836863; 'f1-score': 0.4648895787275326; 'support': 26375}; 'weighted avg': {'precision': 0.648991849238073; 'recall': 0.7440758293838863; 'f1-score': 0.6652629767236652; 'support': 26375}},{'0': {'precision': 0.7580932052650302; 'recall': 0.95818345323741; 'f1-score': 0.8464746772591857; 'support': 2224}; '1': {'precision': 0.2184873949579832; 'recall': 0.036827195467422094; 'f1-score': 0.06303030303030303; 'support': 706}; 'accuracy': 0.7361774744027304; 'macro avg': {'precision': 0.4882903001115067; 'recall': 0.49750532435241607; 'f1-score': 0.45475249014474434; 'support': 2930}; 'weighted avg': {'precision': 0.6280721465357555; 'recall': 0.7361774744027304; 'f1-score': 0.6576993434006222; 'support': 2930}}
10,1,DNF,9,26375,2930,3296,[8; 9],262,113.235967,0.738567,2,[X0 >= 37.000000 AND X2 < 65716.000000],{'0': {'precision': 0.764176597616572; 'recall': 0.9543048341989613; 'f1-score': 0.8487230735065512; 'support': 20024}; '1': {'precision': 0.3316289262235208; 'recall': 0.07148480554243426; 'f1-score': 0.11761658031088083; 'support': 6351}; 'accuracy': 0.7417251184834123; 'macro avg': {'precision': 0.5479027619200464; 'recall': 0.5128948198706977; 'f1-score': 0.483169826908716; 'support': 26375}; 'weighted avg': {'precision': 0.6600207583362964; 'recall': 0.7417251184834123; 'f1-score': 0.6726754019127805; 'support': 26375}},{'0': {'precision': 0.7607296137339056; 'recall': 0.9563848920863309; 'f1-score': 0.847410358565737; 'support': 2224}; '1': {'precision': 0.27611940298507465; 'recall': 0.05240793201133145; 'f1-score': 0.0880952380952381; 'support': 706}; 'accuracy': 0.7385665529010239; 'macro avg': {'precision': 0.51842450835949; 'recall': 0.5043964120488312; 'f1-score': 0.46775279833048755; 'support': 2930}; 'weighted avg': {'precision': 0.6439600544203647; 'recall': 0.7385665529010239; 'f1-score': 0.6644491042817192; 'support': 2930}}
10,1,DNF,0,26374,2931,1648,[16; 17],262,61.381717,0.648925,11,[X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X6 != 3 AND X6 != 12 AND X13 != 6],{'0': {'precision': 0.8651992617403786; 'recall': 0.6321230584827449; 'f1-score': 0.7305206048712917; 'support': 20023}; '1': {'precision': 0.3728395061728395; 'recall': 0.6894977168949772; 'f1-score': 0.4839743589743589; 'support': 6351}; 'accuracy': 0.6459391825282476; 'macro avg': {'precision': 0.619019383956609; 'recall': 0.660810387688861; 'f1-score': 0.6072474819228253; 'support': 26374}; 'weighted avg': {'precision': 0.7466364040923374; 'recall': 0.6459391825282476; 'f1-score': 0.6711509526497317; 'support': 26374}},{'0': {'precision': 0.8615477629987908; 'recall': 0.6404494382022472; 'f1-score': 0.7347254447022429; 'support': 2225}; '1': {'precision': 0.3735317149569303; 'recall': 0.6756373937677054; 'f1-score': 0.48108925869894104; 'support': 706}; 'accuracy': 0.6489252814738997; 'macro avg': {'precision': 0.6175397389778605; 'recall': 0.6580434159849763; 'f1-score': 0.607907351700592; 'support': 2931}; 'weighted avg': {'precision': 0.7439976674963843; 'recall': 0.6489252814738997; 'f1-score': 0.6736312286263878; 'support': 2931}}
10,1,DNF,1,26374,2931,1648,[16; 17],262,64.878499,0.761856,17,[X0 >= 41.000000 AND X1 != 8 AND X2 >= 130856.000000 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 6 AND X3 != 7 AND X3 != 11 AND X3 != 13 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X7 != 3 AND X8 != 3 AND X13 != 17],{'0': {'precision': 0.800874210781933; 'recall': 0.9059082055636019; 'f1-score': 0.8501593550806149; 'support': 20023}; '1': {'precision': 0.4942281879194631; 'recall': 0.2898756101401354; 'f1-score': 0.3654227868201667; 'support': 6351}; 'accuracy': 0.7575642678395389; 'macro avg': {'precision': 0.647551199350698; 'recall': 0.5978919078518686; 'f1-score': 0.6077910709503909; 'support': 26374}; 'weighted avg': {'precision': 0.7270322114189411; 'recall': 0.7575642678395389; 'f1-score': 0.7334322016332006; 'support': 26374}},{'0': {'precision': 0.8035785288270377; 'recall': 0.908314606741573; 'f1-score': 0.8527426160337552; 'support': 2225}; '1': {'precision': 0.5096153846153846; 'recall': 0.3002832861189802; 'f1-score': 0.3778966131907309; 'support': 706}; 'accuracy': 0.761856021835551; 'macro avg': {'precision': 0.6565969567212111; 'recall': 0.6042989464302766; 'f1-score': 0.615319614612243; 'support': 2931}; 'weighted avg': {'precision': 0.7327706203270625; 'recall': 0.761856021835551; 'f1-score': 0.7383648343868172; 'support': 2931}}
10,1,DNF,2,26374,2931,1648,[16; 17],262,65.688389,0.776527,18,[X0 >= 45.000000 AND X1 != 0 AND X1 != 6 AND X3 != 0 AND X3 != 3 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X4 >= 7.000000 AND X5 != 5 AND X6 != 5 AND X6 != 6 AND X6 != 12 AND X6 != 14 AND X9 AND X13 != 4 AND X13 != 29 AND X13 != 41],{'0': {'precision': 0.7974850809889173; 'recall': 0.9343754682115567; 'f1-score': 0.8605202032978405; 'support': 20023}; '1': {'precision': 0.5490734385724091; 'recall': 0.2519288301054952; 'f1-score': 0.3453858607663249; 'support': 6351}; 'accuracy': 0.7700386744521119; 'macro avg': {'precision': 0.6732792597806632; 'recall': 0.593152149158526; 'f1-score': 0.6029530320320827; 'support': 26374}; 'weighted avg': {'precision': 0.7376662313268546; 'recall': 0.7700386744521119; 'f1-score': 0.7364731035246679; 'support': 26374}},{'0': {'precision': 0.8005359877488515; 'recall': 0.9397752808988764; 'f1-score': 0.8645854868720282; 'support': 2225}; '1': {'precision': 0.5799373040752351; 'recall': 0.26203966005665724; 'f1-score': 0.36097560975609755; 'support': 706}; 'accuracy': 0.7765267826680314; 'macro avg': {'precision': 0.6902366459120433; 'recall': 0.6009074704777668; 'f1-score': 0.6127805483140629; 'support': 2931}; 'weighted avg': {'precision': 0.7473996279148108; 'recall': 0.7765267826680314; 'f1-score': 0.7432792523978395; 'support': 2931}}
10,1,DNF,3,26374,2931,1648,[16; 17],262,64.093303,0.729103,8,[X3 != 1 AND X3 != 5 AND X3 != 8 AND X3 != 13 AND X3 != 15 AND X5 != 0 AND X5 != 4 AND X12 >= 40.000000],{'0': {'precision': 0.8607742796751585; 'recall': 0.7728612096089497; 'f1-score': 0.8144522512565459; 'support': 20023}; '1': {'precision': 0.45831348261076704; 'recall': 0.6058888364037159; 'f1-score': 0.5218688546823083; 'support': 6351}; 'accuracy': 0.7326533707439145; 'macro avg': {'precision': 0.6595438811429628; 'recall': 0.6893750230063328; 'f1-score': 0.668160552969427; 'support': 26374}; 'weighted avg': {'precision': 0.7638595711684493; 'recall': 0.7326533707439145; 'f1-score': 0.7439966073783709; 'support': 26374}},{'0': {'precision': 0.8565022421524664; 'recall': 0.7725842696629214; 'f1-score': 0.8123818525519848; 'support': 2225}; '1': {'precision': 0.4523809523809524; 'recall': 0.5920679886685553; 'f1-score': 0.5128834355828221; 'support': 706}; 'accuracy': 0.7291026953258274; 'macro avg': {'precision': 0.6544415972667094; 'recall': 0.6823261291657383; 'f1-score': 0.6626326440674035; 'support': 2931}; 'weighted avg': {'precision': 0.7591601641658786; 'recall': 0.7291026953258274; 'f1-score': 0.7402406439609822; 'support': 2931}}
10,1,DNF,4,26374,2931,1648,[16; 17],262,63.518951,0.655408,10,[X0 < 58.000000 AND X2 >= 65716.000000 AND X3 != 3 AND X3 != 6 AND X3 != 11 AND X5 != 5 AND X6 != 8 AND X6 != 9 AND X7 != 3 AND X13 != 4],{'0': {'precision': 0.847066128531512; 'recall': 0.6813164860410528; 'f1-score': 0.7552037201062887; 'support': 20023}; '1': {'precision': 0.37861524978089395; 'recall': 0.6121870571563534; 'f1-score': 0.467870036101083; 'support': 6351}; 'accuracy': 0.6646697505118677; 'macro avg': {'precision': 0.6128406891562029; 'recall': 0.646751771598703; 'f1-score': 0.6115368781036858; 'support': 26374}; 'weighted avg': {'precision': 0.7342606560607008; 'recall': 0.6646697505118677; 'f1-score': 0.6860122350408052; 'support': 26374}},{'0': {'precision': 0.8391959798994975; 'recall': 0.6755056179775281; 'f1-score': 0.7485059760956174; 'support': 2225}; '1': {'precision': 0.36666666666666664; 'recall': 0.5920679886685553; 'f1-score': 0.4528710725893824; 'support': 706}; 'accuracy': 0.6554077106789492; 'macro avg': {'precision': 0.6029313232830821; 'recall': 0.6337868033230416; 'f1-score': 0.6006885243425; 'support': 2931}; 'weighted avg': {'precision': 0.7253762272067719; 'recall': 0.6554077106789492; 'f1-score': 0.6772953852135287; 'support': 2931}}
10,1,DNF,5,26375,2930,1648,[16; 17],262,65.777889,0.787031,16,[X0 >= 26.000000 AND X1 != 2 AND X3 != 0 AND X3 != 1 AND X3 != 4 AND X3 != 6 AND X3 != 11 AND X3 != 13 AND X3 != 15 AND X4 >= 9.000000 AND X5 != 0 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 8 AND X13 != 4],{'0': {'precision': 0.8357213322685207; 'recall': 0.8884782500124856; 'f1-score': 0.8612926652142339; 'support': 20023}; '1': {'precision': 0.561124213836478; 'recall': 0.4494647355163728; 'f1-score': 0.49912587412587406; 'support': 6352}; 'accuracy': 0.7827488151658768; 'macro avg': {'precision': 0.6984227730524994; 'recall': 0.6689714927644292; 'f1-score': 0.6802092696700539; 'support': 26375}; 'weighted avg': {'precision': 0.7695889760114464; 'recall': 0.7827488151658768; 'f1-score': 0.7740705436220724; 'support': 26375}},{'0': {'precision': 0.8367690366007573; 'recall': 0.8939325842696629; 'f1-score': 0.864406779661017; 'support': 2225}; '1': {'precision': 0.5732368896925859; 'recall': 0.44964539007092197; 'f1-score': 0.5039745627980922; 'support': 705}; 'accuracy': 0.7870307167235495; 'macro avg': {'precision': 0.7050029631466717; 'recall': 0.6717889871702925; 'f1-score': 0.6841906712295546; 'support': 2930}; 'weighted avg': {'precision': 0.7733594244607365; 'recall': 0.7870307167235495; 'f1-score': 0.7776816216786409; 'support': 2930}}
10,1,DNF,6,26375,2930,1648,[16; 17],262,63.592626,0.691809,13,[X0 >= 26.000000 AND X2 < 158662.000000 AND X3 != 3 AND X3 != 4 AND X3 != 10 AND X3 != 13 AND X5 != 5 AND X6 != 0 AND X6 != 6 AND X6 != 14 AND X8 == 4 AND X13 != 3 AND X13 != 4],{'0': {'precision': 0.7876334740501614; 'recall': 0.7920391549717825; 'f1-score': 0.7898301708252402; 'support': 20023}; '1': {'precision': 0.3326923076923077; 'recall': 0.32682619647355166; 'f1-score': 0.3297331639135959; 'support': 6352}; 'accuracy': 0.68; 'macro avg': {'precision': 0.5601628908712345; 'recall': 0.5594326757226671; 'f1-score': 0.559781667369418; 'support': 26375}; 'weighted avg': {'precision': 0.678068117132433; 'recall': 0.68; 'f1-score': 0.6790231115682634; 'support': 26375}},{'0': {'precision': 0.7922192749778957; 'recall': 0.8053932584269663; 'f1-score': 0.7987519500780033; 'support': 2225}; '1': {'precision': 0.35179640718562877; 'recall': 0.3333333333333333; 'f1-score': 0.3423160961398398; 'support': 705}; 'accuracy': 0.6918088737201366; 'macro avg': {'precision': 0.5720078410817622; 'recall': 0.5693632958801498; 'f1-score': 0.5705340231089215; 'support': 2930}; 'weighted avg': {'precision': 0.6862472197582546; 'recall': 0.6918088737201366; 'f1-score': 0.6889269408539742; 'support': 2930}}
10,1,DNF,7,26375,2930,1648,[16; 17],262,66.976341,0.751536,14,[X0 < 58.000000 AND X0 >= 33.000000 AND X1 != 2 AND X1 != 6 AND X3 != 1 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X3 != 13 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X8 != 0],{'0': {'precision': 0.8259973149213655; 'recall': 0.8603605853268741; 'f1-score': 0.8428288363218278; 'support': 20023}; '1': {'precision': 0.4933864830585251; 'recall': 0.428683879093199; 'f1-score': 0.45876505770364756; 'support': 6352}; 'accuracy': 0.7563981042654029; 'macro avg': {'precision': 0.6596918989899453; 'recall': 0.6445222322100366; 'f1-score': 0.6507969470127377; 'support': 26375}; 'weighted avg': {'precision': 0.7458932768552892; 'recall': 0.7563981042654029; 'f1-score': 0.7503331729367024; 'support': 26375}},{'0': {'precision': 0.8247288503253796; 'recall': 0.8543820224719101; 'f1-score': 0.8392935982339956; 'support': 2225}; '1': {'precision': 0.4816; 'recall': 0.4269503546099291; 'f1-score': 0.4526315789473684; 'support': 705}; 'accuracy': 0.7515358361774744; 'macro avg': {'precision': 0.6531644251626898; 'recall': 0.6406661885409196; 'f1-score': 0.645962588590682; 'support': 2930}; 'weighted avg': {'precision': 0.7421671303665425; 'recall': 0.7515358361774744; 'f1-score': 0.7462571737981348; 'support': 2930}}
10,1,DNF,8,26375,2930,1648,[16; 17],262,63.953316,0.668942,16,[X0 >= 33.000000 AND X1 != 1 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 13 AND X6 != 3 AND X6 != 11 AND X7 != 3 AND X13 != 6 AND X13 != 8 AND X13 != 18],{'0': {'precision': 0.8525423728813559; 'recall': 0.6531162604874151; 'f1-score': 0.7396222146815971; 'support': 20024}; '1': {'precision': 0.37054825555052107; 'recall': 0.6438356164383562; 'f1-score': 0.4703784654319568; 'support': 6351}; 'accuracy': 0.6508815165876777; 'macro avg': {'precision': 0.6115453142159385; 'recall': 0.6484759384628856; 'f1-score': 0.6050003400567769; 'support': 26375}; 'weighted avg': {'precision': 0.7364800168939387; 'recall': 0.6508815165876777; 'f1-score': 0.6747893406916647; 'support': 26375}},{'0': {'precision': 0.8632676709154113; 'recall': 0.6699640287769785; 'f1-score': 0.7544303797468355; 'support': 2224}; '1': {'precision': 0.3903654485049834; 'recall': 0.6657223796033994; 'f1-score': 0.4921465968586388; 'support': 706}; 'accuracy': 0.6689419795221843; 'macro avg': {'precision': 0.6268165597101973; 'recall': 0.6678432041901889; 'f1-score': 0.6232884883027372; 'support': 2930}; 'weighted avg': {'precision': 0.7493192173243662; 'recall': 0.6689419795221844; 'f1-score': 0.6912316252352085; 'support': 2930}}
10,1,DNF,9,26375,2930,1648,[16; 17],262,67.225052,0.762116,13,[X0 >= 45.000000 AND X1 != 8 AND X3 != 3 AND X3 != 6 AND X3 != 13 AND X5 != 0 AND X5 != 3 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11],{'0': {'precision': 0.8082490131131177; 'recall': 0.8895825009988014; 'f1-score': 0.8469676437724366; 'support': 20024}; '1': {'precision': 0.4900830258302583; 'recall': 0.3345929774838608; 'f1-score': 0.3976794235987648; 'support': 6351}; 'accuracy': 0.7559431279620853; 'macro avg': {'precision': 0.649166019471688; 'recall': 0.6120877392413311; 'f1-score': 0.6223235336856007; 'support': 26375}; 'weighted avg': {'precision': 0.7316358496919445; 'recall': 0.7559431279620853; 'f1-score': 0.7387807438170625; 'support': 26375}},{'0': {'precision': 0.811251528740318; 'recall': 0.8947841726618705; 'f1-score': 0.8509728458413514; 'support': 2224}; '1': {'precision': 0.5094339622641509; 'recall': 0.34419263456090654; 'f1-score': 0.41081994928148774; 'support': 706}; 'accuracy': 0.7621160409556313; 'macro avg': {'precision': 0.6603427455022345; 'recall': 0.6194884036113886; 'f1-score': 0.6308963975614196; 'support': 2930}; 'weighted avg': {'precision': 0.7385268864426477; 'recall': 0.7621160409556313; 'f1-score': 0.744915526738531; 'support': 2930}}
10,1,DNF,0,26374,2931,824,[32; 33],262,40.530652,0.742068,21,[X0 >= 33.000000 AND X1 != 6 AND X2 < 130856.000000 AND X3 != 0 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X5 != 4 AND X5 != 5 AND X6 != 1 AND X6 != 6 AND X6 != 9 AND X6 != 11 AND X7 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 26 AND X13 != 28 AND X13 != 31],{'0': {'precision': 0.7824723481798533; 'recall': 0.922139539529541; 'f1-score': 0.8465841357175606; 'support': 20023}; '1': {'precision': 0.4386028087864602; 'recall': 0.1917808219178082; 'f1-score': 0.2668711656441718; 'support': 6351}; 'accuracy': 0.7462652612421324; 'macro avg': {'precision': 0.6105375784831568; 'recall': 0.5569601807236746; 'f1-score': 0.5567276506808663; 'support': 26374}; 'weighted avg': {'precision': 0.6996667273150835; 'recall': 0.7462652612421324; 'f1-score': 0.7069861576734228; 'support': 26374}},{'0': {'precision': 0.7764395935265337; 'recall': 0.927191011235955; 'f1-score': 0.8451454321999181; 'support': 2225}; '1': {'precision': 0.40875912408759124; 'recall': 0.15864022662889518; 'f1-score': 0.2285714285714286; 'support': 706}; 'accuracy': 0.7420675537359263; 'macro avg': {'precision': 0.5925993588070625; 'recall': 0.5429156189324251; 'f1-score': 0.5368584303856734; 'support': 2931}; 'weighted avg': {'precision': 0.6878751406354066; 'recall': 0.7420675537359263; 'f1-score': 0.6966291420048606; 'support': 2931}}
10,1,DNF,1,26374,2931,824,[32; 33],262,37.509731,0.768338,20,[X0 >= 22.000000 AND X1 != 7 AND X1 != 8 AND X3 != 2 AND X3 != 3 AND X4 >= 9.000000 AND X6 != 0 AND X6 != 3 AND X6 != 6 AND X6 != 9 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X8 == 4 AND X9 AND X13 != 6 AND X13 != 7 AND X13 != 27 AND X13 != 31 AND X13 != 35],{'0': {'precision': 0.8452769547531763; 'recall': 0.8406332717375019; 'f1-score': 0.8429487179487181; 'support': 20023}; '1': {'precision': 0.506113604705154; 'recall': 0.5148795465281059; 'f1-score': 0.5104589447393069; 'support': 6351}; 'accuracy': 0.7621900356411617; 'macro avg': {'precision': 0.6756952797291651; 'recall': 0.6777564091328039; 'f1-score': 0.6767038313440125; 'support': 26374}; 'weighted avg': {'precision': 0.7636046094071921; 'recall': 0.7621900356411617; 'f1-score': 0.7628834055329689; 'support': 26374}},{'0': {'precision': 0.8447814451382694; 'recall': 0.8512359550561798; 'f1-score': 0.847996418177748; 'support': 2225}; '1': {'precision': 0.5195936139332366; 'recall': 0.5070821529745042; 'f1-score': 0.5132616487455197; 'support': 706}; 'accuracy': 0.7683384510406005; 'macro avg': {'precision': 0.6821875295357529; 'recall': 0.679159054015342; 'f1-score': 0.6806290334616338; 'support': 2931}; 'weighted avg': {'precision': 0.7664523394300629; 'recall': 0.7683384510406005; 'f1-score': 0.7673677087887499; 'support': 2931}}
10,1,DNF,2,26374,2931,824,[32; 33],262,38.826575,0.657796,19,[X1 != 6 AND X3 != 2 AND X3 != 3 AND X3 != 7 AND X3 != 13 AND X5 != 4 AND X6 != 4 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X13 != 4 AND X13 != 13 AND X13 != 18 AND X13 != 27 AND X13 != 28 AND X13 != 31 AND X13 != 33],{'0': {'precision': 0.8051700984780662; 'recall': 0.7186735254457374; 'f1-score': 0.7594669481461934; 'support': 20023}; '1': {'precision': 0.33745001176193834; 'recall': 0.45173988348291605; 'f1-score': 0.38631926210193224; 'support': 6351}; 'accuracy': 0.6543944794115417; 'macro avg': {'precision': 0.5713100551200023; 'recall': 0.5852067044643268; 'f1-score': 0.5728931051240629; 'support': 26374}; 'weighted avg': {'precision': 0.69254060463056; 'recall': 0.6543944794115417; 'f1-score': 0.6696109932638433; 'support': 26374}},{'0': {'precision': 0.8101522842639594; 'recall': 0.7173033707865168; 'f1-score': 0.7609058402860548; 'support': 2225}; '1': {'precision': 0.34547346514047866; 'recall': 0.4702549575070821; 'f1-score': 0.39832033593281346; 'support': 706}; 'accuracy': 0.6577959740702832; 'macro avg': {'precision': 0.577812874702219; 'recall': 0.5937791641467995; 'f1-score': 0.5796130881094341; 'support': 2931}; 'weighted avg': {'precision': 0.6982235069520599; 'recall': 0.6577959740702832; 'f1-score': 0.6735686290702962; 'support': 2931}}
10,1,DNF,3,26374,2931,824,[32; 33],262,38.517059,0.782327,21,[X0 >= 33.000000 AND X1 != 0 AND X1 != 3 AND X1 != 7 AND X1 != 8 AND X3 != 1 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 15 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 8 AND X7 != 3 AND X8 != 0 AND X9 AND X12 >= 35.000000 AND X13 != 25 AND X13 != 41],{'0': {'precision': 0.8444314641744548; 'recall': 0.8664036358188084; 'f1-score': 0.8552764562328986; 'support': 20023}; '1': {'precision': 0.5411663807890223; 'recall': 0.49677216186427336; 'f1-score': 0.518019867005993; 'support': 6351}; 'accuracy': 0.7773944035792826; 'macro avg': {'precision': 0.6927989224817386; 'recall': 0.6815878988415409; 'f1-score': 0.6866481616194458; 'support': 26374}; 'weighted avg': {'precision': 0.7714036130869869; 'recall': 0.7773944035792826; 'f1-score': 0.7740632690720555; 'support': 26374}},{'0': {'precision': 0.8427645788336933; 'recall': 0.8768539325842697; 'f1-score': 0.8594713656387665; 'support': 2225}; '1': {'precision': 0.5551948051948052; 'recall': 0.48441926345609065; 'f1-score': 0.5173978819969742; 'support': 706}; 'accuracy': 0.7823268509041282; 'macro avg': {'precision': 0.6989796920142493; 'recall': 0.6806365980201802; 'f1-score': 0.6884346238178704; 'support': 2931}; 'weighted avg': {'precision': 0.7734966633819517; 'recall': 0.7823268509041282; 'f1-score': 0.7770749550447352; 'support': 2931}}
10,1,DNF,4,26374,2931,824,[32; 33],262,37.125992,0.756738,22,[X0 >= 33.000000 AND X1 != 0 AND X1 != 8 AND X3 != 1 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X4 >= 7.000000 AND X5 != 0 AND X5 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X13 != 6 AND X13 != 10 AND X13 != 25 AND X13 != 41],{'0': {'precision': 0.8538071065989847; 'recall': 0.8400339609449133; 'f1-score': 0.8468645369181583; 'support': 20023}; '1': {'precision': 0.5200779142942763; 'recall': 0.5465281058101087; 'f1-score': 0.5329750479846449; 'support': 6351}; 'accuracy': 0.7693561841207249; 'macro avg': {'precision': 0.6869425104466305; 'recall': 0.693281033377511; 'f1-score': 0.6899197924514016; 'support': 26374}; 'weighted avg': {'precision': 0.7734433354483362; 'recall': 0.7693561841207249; 'f1-score': 0.7712782722553561; 'support': 26374}},{'0': {'precision': 0.8477460901563938; 'recall': 0.828314606741573; 'f1-score': 0.8379177085701296; 'support': 2225}; '1': {'precision': 0.4953764861294584; 'recall': 0.5311614730878187; 'f1-score': 0.5126452494873549; 'support': 706}; 'accuracy': 0.7567383145684067; 'macro avg': {'precision': 0.671561288142926; 'recall': 0.6797380399146958; 'f1-score': 0.6752814790287422; 'support': 2931}; 'weighted avg': {'precision': 0.7628696178114547; 'recall': 0.7567383145684067; 'f1-score': 0.7595682182554115; 'support': 2931}}
10,1,DNF,5,26375,2930,824,[32; 33],262,39.952471,0.773720,15,[X0 >= 30.000000 AND X1 != 2 AND X2 >= 65716.000000 AND X3 != 3 AND X3 != 5 AND X3 != 13 AND X4 >= 9.000000 AND X5 != 0 AND X5 != 4 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X8 != 2 AND X13 != 31],{'0': {'precision': 0.8559838750314941; 'recall': 0.8483743694751036; 'f1-score': 0.8521621350456505; 'support': 20023}; '1': {'precision': 0.5350689127105667; 'recall': 0.5500629722921915; 'f1-score': 0.5424623505666822; 'support': 6352}; 'accuracy': 0.7765308056872038; 'macro avg': {'precision': 0.6955263938710303; 'recall': 0.6992186708836475; 'f1-score': 0.6973122428061664; 'support': 26375}; 'weighted avg': {'precision': 0.7786966014518721; 'recall': 0.7765308056872038; 'f1-score': 0.777575858988384; 'support': 26375}},{'0': {'precision': 0.859245630174793; 'recall': 0.8395505617977528; 'f1-score': 0.8492839281654921; 'support': 2225}; '1': {'precision': 0.5277777777777778; 'recall': 0.5659574468085107; 'f1-score': 0.5462012320328543; 'support': 705}; 'accuracy': 0.7737201365187714; 'macro avg': {'precision': 0.6935117039762855; 'recall': 0.7027540043031317; 'f1-score': 0.6977425800991732; 'support': 2930}; 'weighted avg': {'precision': 0.779489713471757; 'recall': 0.7737201365187714; 'f1-score': 0.7763578869458642; 'support': 2930}}
10,1,DNF,6,26375,2930,824,[32; 33],262,38.459499,0.780205,20,[X0 >= 26.000000 AND X1 != 1 AND X2 < 329054.000000 AND X3 != 2 AND X3 != 4 AND X3 != 6 AND X3 != 13 AND X4 >= 10.000000 AND X5 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X8 == 4 AND X13 != 13 AND X13 != 27],{'0': {'precision': 0.8472856662018561; 'recall': 0.8800379563501973; 'f1-score': 0.8633512983831456; 'support': 20023}; '1': {'precision': 0.5693797059878093; 'recall': 0.5; 'f1-score': 0.5324392288348702; 'support': 6352}; 'accuracy': 0.7885118483412322; 'macro avg': {'precision': 0.7083326860948327; 'recall': 0.6900189781750987; 'f1-score': 0.6978952636090079; 'support': 26375}; 'weighted avg': {'precision': 0.78035642793533; 'recall': 0.7885118483412322; 'f1-score': 0.7836563802496614; 'support': 26375}},{'0': {'precision': 0.8365261813537676; 'recall': 0.8831460674157303; 'f1-score': 0.859204197638828; 'support': 2225}; '1': {'precision': 0.5524956970740104; 'recall': 0.4553191489361702; 'f1-score': 0.4992223950233282; 'support': 705}; 'accuracy': 0.7802047781569966; 'macro avg': {'precision': 0.694510939213889; 'recall': 0.6692326081759503; 'f1-score': 0.6792132963310782; 'support': 2930}; 'weighted avg': {'precision': 0.7681843754093209; 'recall': 0.7802047781569966; 'f1-score': 0.7725874157808325; 'support': 2930}}
