lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26373,2931,3296,[8; 9],262,124.897881,0.758444,4,[X1 == 5 OR X3 == 7 OR X3 == 14 OR X13 == 7],{'0': {'precision': 0.7787380086007277; 'recall': 0.9405683464016381; 'f1-score': 0.8520370077137106; 'support': 20023}; '1': {'precision': 0.4563727729556875; 'recall': 0.1573228346456693; 'f1-score': 0.23398524417379085; 'support': 6350}; 'accuracy': 0.7519811928866644; 'macro avg': {'precision': 0.6175553907782076; 'recall': 0.5489455905236537; 'f1-score': 0.5430111259437507; 'support': 26373}; 'weighted avg': {'precision': 0.701120018749516; 'recall': 0.7519811928866644; 'f1-score': 0.7032246352692223; 'support': 26373}},{'0': {'precision': 0.7797860568056068; 'recall': 0.9501123595505618; 'f1-score': 0.8565640194489466; 'support': 2225}; '1': {'precision': 0.4954545454545455; 'recall': 0.15439093484419264; 'f1-score': 0.23542116630669546; 'support': 706}; 'accuracy': 0.7584442169907881; 'macro avg': {'precision': 0.6376203011300761; 'recall': 0.5522516471973773; 'f1-score': 0.545992592877821; 'support': 2931}; 'weighted avg': {'precision': 0.7112981526725979; 'recall': 0.7584442169907881; 'f1-score': 0.7069472148367224; 'support': 2931}}
10,1,CNF,1,26373,2931,1648,[16; 17],262,70.429437,0.717503,4,[X3 == 4 OR X3 == 7 OR X6 == 10 OR X6 == 11],{'0': {'precision': 0.7918743884825048; 'recall': 0.8488238525695451; 'f1-score': 0.8193607482042136; 'support': 20023}; '1': {'precision': 0.3835030549898167; 'recall': 0.29653543307086616; 'f1-score': 0.3344582593250444; 'support': 6350}; 'accuracy': 0.7158457513365942; 'macro avg': {'precision': 0.5876887217361607; 'recall': 0.5726796428202057; 'f1-score': 0.576909503764629; 'support': 26373}; 'weighted avg': {'precision': 0.6935481469597896; 'recall': 0.7158457513365942; 'f1-score': 0.7026075989840747; 'support': 26373}},{'0': {'precision': 0.7926267281105991; 'recall': 0.8503370786516854; 'f1-score': 0.8204683434518647; 'support': 2225}; '1': {'precision': 0.38786764705882354; 'recall': 0.2988668555240793; 'f1-score': 0.3376; 'support': 706}; 'accuracy': 0.7175025588536336; 'macro avg': {'precision': 0.5902471875847113; 'recall': 0.5746019670878824; 'f1-score': 0.5790341717259324; 'support': 2931}; 'weighted avg': {'precision': 0.6951310231557872; 'recall': 0.7175025588536336; 'f1-score': 0.7041581931697029; 'support': 2931}}
10,1,CNF,2,26373,2931,1648,[16; 17],262,71.093527,0.667690,8,[X1 == 5 OR X1 == 6 OR X3 == 10 OR X3 == 12 OR X7 == 5 OR X13 == 18 OR X13 == 20 OR X13 != 39],{'0': {'precision': 0.8059876411676966; 'recall': 0.7556310243220297; 'f1-score': 0.7799974223482409; 'support': 20023}; '1': {'precision': 0.3562689119852651; 'recall': 0.42645669291338584; 'f1-score': 0.3882158985018995; 'support': 6350}; 'accuracy': 0.676373563872142; 'macro avg': {'precision': 0.5811282765764809; 'recall': 0.5910438586177078; 'f1-score': 0.5841066604250702; 'support': 26373}; 'weighted avg': {'precision': 0.6977059162858691; 'recall': 0.676373563872142; 'f1-score': 0.6856656179868005; 'support': 26373}},{'0': {'precision': 0.8020280057943022; 'recall': 0.7465168539325843; 'f1-score': 0.7732774674115456; 'support': 2225}; '1': {'precision': 0.34418604651162793; 'recall': 0.4192634560906516; 'f1-score': 0.37803320561941256; 'support': 706}; 'accuracy': 0.6676902081200955; 'macro avg': {'precision': 0.573107026152965; 'recall': 0.5828901550116179; 'f1-score': 0.5756553365154791; 'support': 2931}; 'weighted avg': {'precision': 0.6917460463082674; 'recall': 0.6676902081200955; 'f1-score': 0.6780736295318983; 'support': 2931}}
10,1,CNF,3,26373,2931,1648,[16; 17],262,68.916374,0.716138,2,[X3 == 14 OR X4 >= 11.000000],{'0': {'precision': 0.8507236620666442; 'recall': 0.7573790141337462; 'f1-score': 0.8013421754868028; 'support': 20023}; '1': {'precision': 0.43161343161343163; 'recall': 0.5809448818897638; 'f1-score': 0.49526750352419946; 'support': 6350}; 'accuracy': 0.714897812156372; 'macro avg': {'precision': 0.6411685468400379; 'recall': 0.669161948011755; 'f1-score': 0.6483048395055011; 'support': 26373}; 'weighted avg': {'precision': 0.7498117459638914; 'recall': 0.714897812156372; 'f1-score': 0.7276465713855427; 'support': 26373}},{'0': {'precision': 0.8505284348263714; 'recall': 0.7595505617977528; 'f1-score': 0.8024691358024691; 'support': 2225}; '1': {'precision': 0.4332627118644068; 'recall': 0.5793201133144475; 'f1-score': 0.49575757575757584; 'support': 706}; 'accuracy': 0.7161378369157284; 'macro avg': {'precision': 0.641895573345389; 'recall': 0.6694353375561002; 'f1-score': 0.6491133557800225; 'support': 2931}; 'weighted avg': {'precision': 0.7500202122364202; 'recall': 0.7161378369157284; 'f1-score': 0.7285904727551492; 'support': 2931}}
10,1,CNF,4,26374,2930,1648,[16; 17],262,67.323332,0.691126,6,[X1 == 1 OR X1 == 7 OR X3 == 10 OR X5 == 5 OR X6 == 10 OR X13 == 11],{'0': {'precision': 0.7904300714388455; 'recall': 0.8233531438845327; 'f1-score': 0.8065557729941291; 'support': 20023}; '1': {'precision': 0.35889070146818924; 'recall': 0.3117619272555503; 'f1-score': 0.33367037411526795; 'support': 6351}; 'accuracy': 0.7001592477439903; 'macro avg': {'precision': 0.5746603864535174; 'recall': 0.5675575355700415; 'f1-score': 0.5701130735546985; 'support': 26374}; 'weighted avg': {'precision': 0.686513087337699; 'recall': 0.7001592477439903; 'f1-score': 0.6926824444023475; 'support': 26374}},{'0': {'precision': 0.7889667250437828; 'recall': 0.8098876404494382; 'f1-score': 0.7992903082723442; 'support': 2225}; '1': {'precision': 0.34520123839009287; 'recall': 0.31631205673758866; 'f1-score': 0.3301258327165063; 'support': 705}; 'accuracy': 0.6911262798634812; 'macro avg': {'precision': 0.5670839817169379; 'recall': 0.5630998485935135; 'f1-score': 0.5647080704944252; 'support': 2930}; 'weighted avg': {'precision': 0.6821903878114104; 'recall': 0.6911262798634812; 'f1-score': 0.6864026102290453; 'support': 2930}}
10,1,CNF,5,26374,2930,1648,[16; 17],262,68.633706,0.658703,5,[X1 == 1 OR X2 < 65716.000000 OR X3 == 14 OR X6 == 12 OR X13 == 20],{'0': {'precision': 0.7752252252252252; 'recall': 0.7735604055336364; 'f1-score': 0.7743919206059545; 'support': 20023}; '1': {'precision': 0.29089771660932123; 'recall': 0.29286726499763815; 'f1-score': 0.29187916830129457; 'support': 6351}; 'accuracy': 0.6578069310684765; 'macro avg': {'precision': 0.5330614709172732; 'recall': 0.5332138352656373; 'f1-score': 0.5331355444536245; 'support': 26374}; 'weighted avg': {'precision': 0.6585965755240193; 'recall': 0.6578069310684765; 'f1-score': 0.6582002739127379; 'support': 26374}},{'0': {'precision': 0.7745405647691618; 'recall': 0.7766292134831461; 'f1-score': 0.7755834829443448; 'support': 2225}; '1': {'precision': 0.28898426323319026; 'recall': 0.2865248226950355; 'f1-score': 0.28774928774928776; 'support': 705}; 'accuracy': 0.658703071672355; 'macro avg': {'precision': 0.5317624140011761; 'recall': 0.5315770180890907; 'f1-score': 0.5316663853468162; 'support': 2930}; 'weighted avg': {'precision': 0.6577087584268887; 'recall': 0.658703071672355; 'f1-score': 0.6582035827352952; 'support': 2930}}
10,1,CNF,6,26374,2930,1648,[16; 17],262,72.972412,0.594881,7,[X0 >= 58.000000 OR X2 < 65716.000000 OR X3 == 10 OR X3 == 14 OR X6 == 11 OR X8 == 2 OR X13 == 1],{'0': {'precision': 0.7650502595824589; 'recall': 0.691804424911352; 'f1-score': 0.7265860631015763; 'support': 20023}; '1': {'precision': 0.25362844702467346; 'recall': 0.33018422295701466; 'f1-score': 0.28688692797044946; 'support': 6351}; 'accuracy': 0.6047243497383787; 'macro avg': {'precision': 0.5093393533035662; 'recall': 0.5109943239341833; 'f1-score': 0.5067364955360129; 'support': 26374}; 'weighted avg': {'precision': 0.6418971568466396; 'recall': 0.6047243497383787; 'f1-score': 0.6207041639881393; 'support': 26374}},{'0': {'precision': 0.7600200400801603; 'recall': 0.6817977528089888; 'f1-score': 0.71878701729448; 'support': 2225}; '1': {'precision': 0.24197002141327623; 'recall': 0.32056737588652484; 'f1-score': 0.27577791336180596; 'support': 705}; 'accuracy': 0.5948805460750853; 'macro avg': {'precision': 0.5009950307467183; 'recall': 0.5011825643477568; 'f1-score': 0.497282465328143; 'support': 2930}; 'weighted avg': {'precision': 0.6353697796159442; 'recall': 0.5948805460750853; 'f1-score': 0.6121926765871302; 'support': 2930}}
10,1,CNF,7,26374,2930,1648,[16; 17],262,75.155703,0.715358,5,[X0 >= 58.000000 OR X3 == 10 OR X5 == 1 OR X6 == 4 OR X13 == 21],{'0': {'precision': 0.8020691001366387; 'recall': 0.8208560155820807; 'f1-score': 0.8113538195729977; 'support': 20023}; '1': {'precision': 0.3901734104046243; 'recall': 0.36136041568256966; 'f1-score': 0.3752145835036377; 'support': 6351}; 'accuracy': 0.7102070220671873; 'macro avg': {'precision': 0.5961212552706314; 'recall': 0.5911082156323252; 'f1-score': 0.5932842015383177; 'support': 26374}; 'weighted avg': {'precision': 0.7028824191065324; 'recall': 0.7102070220671873; 'f1-score': 0.7063291631584794; 'support': 26374}},{'0': {'precision': 0.8081524147097917; 'recall': 0.8197752808988764; 'f1-score': 0.8139223560910308; 'support': 2225}; '1': {'precision': 0.40416047548291234; 'recall': 0.38581560283687943; 'f1-score': 0.39477503628447025; 'support': 705}; 'accuracy': 0.715358361774744; 'macro avg': {'precision': 0.606156445096352; 'recall': 0.6027954418678779; 'f1-score': 0.6043486961877506; 'support': 2930}; 'weighted avg': {'precision': 0.7109461631210716; 'recall': 0.715358361774744; 'f1-score': 0.7130695026904762; 'support': 2930}}
10,1,CNF,8,26374,2930,1648,[16; 17],262,72.882510,0.626962,8,[X0 >= 58.000000 OR X1 == 5 OR X1 == 7 OR X3 == 0 OR X3 == 4 OR X3 == 10 OR X12 >= 48.000000 OR X13 == 41],{'0': {'precision': 0.8172127672460784; 'recall': 0.6738413903316021; 'f1-score': 0.738634186396606; 'support': 20024}; '1': {'precision': 0.33782824698367636; 'recall': 0.5247244094488189; 'f1-score': 0.41102818725713935; 'support': 6350}; 'accuracy': 0.6379388791992113; 'macro avg': {'precision': 0.5775205071148773; 'recall': 0.5992828998902104; 'f1-score': 0.5748311868268727; 'support': 26374}; 'weighted avg': {'precision': 0.7017925919345498; 'recall': 0.6379388791992113; 'f1-score': 0.6597573344008673; 'support': 26374}},{'0': {'precision': 0.8143413007226237; 'recall': 0.6587230215827338; 'f1-score': 0.7283122048222719; 'support': 2224}; '1': {'precision': 0.32891246684350134; 'recall': 0.5269121813031161; 'f1-score': 0.40500816548720747; 'support': 706}; 'accuracy': 0.6269624573378839; 'macro avg': {'precision': 0.5716268837830625; 'recall': 0.592817601442925; 'f1-score': 0.5666601851547397; 'support': 2930}; 'weighted avg': {'precision': 0.6973744895558454; 'recall': 0.6269624573378839; 'f1-score': 0.6504102758903417; 'support': 2930}}
10,1,CNF,9,26374,2930,1648,[16; 17],262,71.710533,0.733447,8,[X1 == 1 OR X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 11 OR X6 == 14],{'0': {'precision': 0.8118297507268482; 'recall': 0.8506292449061127; 'f1-score': 0.8307767345445678; 'support': 20024}; '1': {'precision': 0.44539217504172074; 'recall': 0.37826771653543306; 'f1-score': 0.40909477986885806; 'support': 6350}; 'accuracy': 0.7368999772503223; 'macro avg': {'precision': 0.6286109628842844; 'recall': 0.6144484807207728; 'f1-score': 0.6199357572067129; 'support': 26374}; 'weighted avg': {'precision': 0.7236035201360936; 'recall': 0.7368999772503223; 'f1-score': 0.7292494572187638; 'support': 26374}},{'0': {'precision': 0.8048162230671736; 'recall': 0.8565647482014388; 'f1-score': 0.8298845567414505; 'support': 2224}; '1': {'precision': 0.433392539964476; 'recall': 0.34560906515580736; 'f1-score': 0.38455476753349094; 'support': 706}; 'accuracy': 0.7334470989761093; 'macro avg': {'precision': 0.6191043815158248; 'recall': 0.6010869066786231; 'f1-score': 0.6072196621374707; 'support': 2930}; 'weighted avg': {'precision': 0.7153195949885032; 'recall': 0.7334470989761093; 'f1-score': 0.7225798362019216; 'support': 2930}}
10,1,CNF,0,26373,2931,824,[32; 33],262,43.401637,0.714432,11,[X3 == 9 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X12 >= 55.000000 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 12 OR X13 == 23 OR X13 == 36],{'0': {'precision': 0.8433602549310477; 'recall': 0.7666183888528193; 'f1-score': 0.8031603181247384; 'support': 20023}; '1': {'precision': 0.42816935878609885; 'recall': 0.5510236220472441; 'f1-score': 0.48188954689436714; 'support': 6350}; 'accuracy': 0.7147082243203277; 'macro avg': {'precision': 0.6357648068585733; 'recall': 0.6588210054500316; 'f1-score': 0.6425249325095528; 'support': 26373}; 'weighted avg': {'precision': 0.7433920226282978; 'recall': 0.7147082243203277; 'f1-score': 0.7258058496413327; 'support': 26373}},{'0': {'precision': 0.8432245301681504; 'recall': 0.7662921348314606; 'f1-score': 0.802919708029197; 'support': 2225}; '1': {'precision': 0.42794279427942794; 'recall': 0.5509915014164306; 'f1-score': 0.48173374613003095; 'support': 706}; 'accuracy': 0.714431934493347; 'macro avg': {'precision': 0.6355836622237891; 'recall': 0.6586418181239456; 'f1-score': 0.642326727079614; 'support': 2931}; 'weighted avg': {'precision': 0.7431941973338146; 'recall': 0.714431934493347; 'f1-score': 0.7255545462752526; 'support': 2931}}
10,1,CNF,1,26373,2931,824,[32; 33],262,43.355306,0.754691,9,[X1 == 5 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 13 OR X13 == 0 OR X13 == 5 OR X13 == 10 OR X13 == 11],{'0': {'precision': 0.7995366038408412; 'recall': 0.8961694051840383; 'f1-score': 0.845099609099044; 'support': 20023}; '1': {'precision': 0.47099236641221376; 'recall': 0.291496062992126; 'f1-score': 0.3601167315175098; 'support': 6350}; 'accuracy': 0.7505782428999356; 'macro avg': {'precision': 0.6352644851265274; 'recall': 0.5938327340880821; 'f1-score': 0.6026081703082768; 'support': 26373}; 'weighted avg': {'precision': 0.720430855246757; 'recall': 0.7505782428999356; 'f1-score': 0.728327104164348; 'support': 26373}},{'0': {'precision': 0.7995226730310262; 'recall': 0.903370786516854; 'f1-score': 0.8482802278961806; 'support': 2225}; '1': {'precision': 0.4844124700239808; 'recall': 0.28611898016997167; 'f1-score': 0.3597506678539626; 'support': 706}; 'accuracy': 0.754691231661549; 'macro avg': {'precision': 0.6419675715275035; 'recall': 0.5947448833434128; 'f1-score': 0.6040154478750717; 'support': 2931}; 'weighted avg': {'precision': 0.7236210001129184; 'recall': 0.754691231661549; 'f1-score': 0.7306064410009893; 'support': 2931}}
10,1,CNF,2,26373,2931,824,[32; 33],262,43.268424,0.743091,8,[X1 == 5 OR X3 == 12 OR X5 == 1 OR X6 == 10 OR X6 == 13 OR X13 == 19 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.8171805107979414; 'recall': 0.8485241971732508; 'f1-score': 0.8325574557749791; 'support': 20023}; '1': {'precision': 0.45664636331064135; 'recall': 0.40141732283464565; 'f1-score': 0.4272544418370767; 'support': 6350}; 'accuracy': 0.7408713456944602; 'macro avg': {'precision': 0.6369134370542914; 'recall': 0.6249707600039482; 'f1-score': 0.6299059488060279; 'support': 26373}; 'weighted avg': {'precision': 0.7303723419682916; 'recall': 0.7408713456944602; 'f1-score': 0.7349699936544134; 'support': 26373}},{'0': {'precision': 0.8175150992234685; 'recall': 0.851685393258427; 'f1-score': 0.8342504952674444; 'support': 2225}; '1': {'precision': 0.46166394779771613; 'recall': 0.40084985835694054; 'f1-score': 0.4291129643669446; 'support': 706}; 'accuracy': 0.7430910951893551; 'macro avg': {'precision': 0.6395895235105924; 'recall': 0.6262676258076838; 'f1-score': 0.6316817298171945; 'support': 2931}; 'weighted avg': {'precision': 0.731800014642581; 'recall': 0.7430910951893551; 'f1-score': 0.7366636318024997; 'support': 2931}}
10,1,CNF,3,26373,2931,824,[32; 33],262,44.089017,0.680996,8,[X1 == 1 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X6 == 12 OR X13 == 11 OR X13 == 21],{'0': {'precision': 0.7884366603642153; 'recall': 0.7913899016131449; 'f1-score': 0.7899105206749583; 'support': 20023}; '1': {'precision': 0.3343426294820717; 'recall': 0.3303937007874016; 'f1-score': 0.3323564356435644; 'support': 6350}; 'accuracy': 0.680392825996284; 'macro avg': {'precision': 0.5613896449231435; 'recall': 0.5608918012002733; 'f1-score': 0.5611334781592613; 'support': 26373}; 'weighted avg': {'precision': 0.6791014654261494; 'recall': 0.680392825996284; 'f1-score': 0.6797422258298762; 'support': 26373}},{'0': {'precision': 0.7902790279027903; 'recall': 0.7892134831460674; 'f1-score': 0.789745896109737; 'support': 2225}; '1': {'precision': 0.3385049365303244; 'recall': 0.33994334277620397; 'f1-score': 0.3392226148409894; 'support': 706}; 'accuracy': 0.6809962470146708; 'macro avg': {'precision': 0.5643919822165573; 'recall': 0.5645784129611358; 'f1-score': 0.5644842554753632; 'support': 2931}; 'weighted avg': {'precision': 0.6814586565247756; 'recall': 0.6809962470146708; 'f1-score': 0.6812268116417275; 'support': 2931}}
10,1,CNF,4,26374,2930,824,[32; 33],262,42.592137,0.735836,10,[X3 == 2 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 4 OR X6 == 13 OR X13 == 11 OR X13 == 19 OR X13 == 21 OR X13 == 24],{'0': {'precision': 0.8266574243699559; 'recall': 0.8338410827548319; 'f1-score': 0.8302337145698656; 'support': 20023}; '1': {'precision': 0.46138902379796015; 'recall': 0.4487482286254133; 'f1-score': 0.4549808429118773; 'support': 6351}; 'accuracy': 0.7411086676272086; 'macro avg': {'precision': 0.6440232240839581; 'recall': 0.6412946556901227; 'f1-score': 0.6426072787408714; 'support': 26374}; 'weighted avg': {'precision': 0.73869884349361; 'recall': 0.7411086676272086; 'f1-score': 0.739870819753005; 'support': 26374}},{'0': {'precision': 0.8254822790489008; 'recall': 0.8269662921348314; 'f1-score': 0.8262236192186797; 'support': 2225}; '1': {'precision': 0.4507845934379458; 'recall': 0.4482269503546099; 'f1-score': 0.44950213371266007; 'support': 705}; 'accuracy': 0.7358361774744028; 'macro avg': {'precision': 0.6381334362434233; 'recall': 0.6375966212447206; 'f1-score': 0.6378628764656699; 'support': 2930}; 'weighted avg': {'precision': 0.7353246447978008; 'recall': 0.7358361774744028; 'f1-score': 0.7355790297027263; 'support': 2930}}
10,1,CNF,5,26374,2930,824,[32; 33],262,42.268123,0.626280,8,[X3 == 14 OR X6 == 1 OR X6 == 12 OR X13 == 0 OR X13 == 1 OR X13 == 3 OR X13 == 5 OR X13 == 9],{'0': {'precision': 0.7594078368445571; 'recall': 0.7327073865055187; 'f1-score': 0.7458187179096132; 'support': 20023}; '1': {'precision': 0.24138908575478385; 'recall': 0.26814674854353643; 'f1-score': 0.2540653438758765; 'support': 6351}; 'accuracy': 0.6208387047850156; 'macro avg': {'precision': 0.5003984612996705; 'recall': 0.5004270675245276; 'f1-score': 0.4999420308927448; 'support': 26374}; 'weighted avg': {'precision': 0.6346661560918783; 'recall': 0.6208387047850156; 'f1-score': 0.6274018801721346; 'support': 26374}},{'0': {'precision': 0.7584629460201281; 'recall': 0.7451685393258427; 'f1-score': 0.7517569712083426; 'support': 2225}; '1': {'precision': 0.23790322580645162; 'recall': 0.251063829787234; 'f1-score': 0.2443064182194617; 'support': 705}; 'accuracy': 0.6262798634812287; 'macro avg': {'precision': 0.49818308591328986; 'recall': 0.4981161845565384; 'f1-score': 0.4980316947139022; 'support': 2930}; 'weighted avg': {'precision': 0.6332088153885097; 'recall': 0.6262798634812287; 'f1-score': 0.6296570941239873; 'support': 2930}}
10,1,CNF,6,26374,2930,824,[32; 33],262,43.737252,0.722184,5,[X1 == 1 OR X3 == 7 OR X3 == 10 OR X4 >= 13.000000 OR X13 == 30],{'0': {'precision': 0.8476040421601652; 'recall': 0.7791539729311292; 'f1-score': 0.811938900309662; 'support': 20023}; '1': {'precision': 0.4450301204819277; 'recall': 0.5583372697213037; 'f1-score': 0.4952859836580767; 'support': 6351}; 'accuracy': 0.7259801319481307; 'macro avg': {'precision': 0.6463170813210464; 'recall': 0.6687456213262164; 'f1-score': 0.6536124419838694; 'support': 26374}; 'weighted avg': {'precision': 0.7506620926425158; 'recall': 0.7259801319481307; 'f1-score': 0.7356871874995377; 'support': 26374}},{'0': {'precision': 0.8463426607756505; 'recall': 0.7748314606741573; 'f1-score': 0.8090098545283904; 'support': 2225}; '1': {'precision': 0.43896976483762595; 'recall': 0.5560283687943263; 'f1-score': 0.490613266583229; 'support': 705}; 'accuracy': 0.7221843003412969; 'macro avg': {'precision': 0.6426562128066382; 'recall': 0.6654299147342417; 'f1-score': 0.6498115605558097; 'support': 2930}; 'weighted avg': {'precision': 0.7483229025380029; 'recall': 0.7221843003412969; 'f1-score': 0.7323990714221313; 'support': 2930}}
10,1,CNF,7,26374,2930,824,[32; 33],262,41.776025,0.643003,13,[X1 == 2 OR X1 == 5 OR X3 == 10 OR X3 == 14 OR X6 == 4 OR X6 == 13 OR X8 != 4 OR X13 == 0 OR X13 == 1 OR X13 == 2 OR X13 == 17 OR X13 == 18 OR X13 == 31],{'0': {'precision': 0.8150129103651789; 'recall': 0.662088598112171; 'f1-score': 0.7306346275730938; 'support': 20023}; '1': {'precision': 0.33062920459042344; 'recall': 0.5262163438828531; 'f1-score': 0.4061000060757033; 'support': 6351}; 'accuracy': 0.6293698339273527; 'macro avg': {'precision': 0.5728210574778012; 'recall': 0.5941524709975121; 'f1-score': 0.5683673168243986; 'support': 26374}; 'weighted avg': {'precision': 0.6983707280881079; 'recall': 0.6293698339273527; 'f1-score': 0.6524849581589007; 'support': 26374}},{'0': {'precision': 0.8195121951219512; 'recall': 0.6795505617977529; 'f1-score': 0.742997542997543; 'support': 2225}; '1': {'precision': 0.34285714285714286; 'recall': 0.5276595744680851; 'f1-score': 0.41564245810055866; 'support': 705}; 'accuracy': 0.6430034129692833; 'macro avg': {'precision': 0.581184668989547; 'recall': 0.603605068132919; 'f1-score': 0.5793200005490509; 'support': 2930}; 'weighted avg': {'precision': 0.7048221569490194; 'recall': 0.6430034129692833; 'f1-score': 0.6642312171093607; 'support': 2930}}
10,1,CNF,8,26374,2930,824,[32; 33],262,42.451645,0.723549,8,[X3 == 8 OR X3 == 10 OR X6 == 4 OR X6 == 11 OR X7 == 5 OR X13 == 0 OR X13 == 2 OR X13 == 17],{'0': {'precision': 0.8156705173279759; 'recall': 0.8110267678785458; 'f1-score': 0.8133420143236341; 'support': 20024}; '1': {'precision': 0.4146039603960396; 'recall': 0.4220472440944882; 'f1-score': 0.4182924925862338; 'support': 6350}; 'accuracy': 0.7173731705467505; 'macro avg': {'precision': 0.6151372388620078; 'recall': 0.616537005986517; 'f1-score': 0.615817253454934; 'support': 26374}; 'weighted avg': {'precision': 0.719106756179959; 'recall': 0.7173731705467505; 'f1-score': 0.7182269592302658; 'support': 26374}},{'0': {'precision': 0.8243119266055046; 'recall': 0.8080035971223022; 'f1-score': 0.8160762942779293; 'support': 2224}; '1': {'precision': 0.43066666666666664; 'recall': 0.45750708215297453; 'f1-score': 0.4436813186813187; 'support': 706}; 'accuracy': 0.7235494880546075; 'macro avg': {'precision': 0.6274892966360857; 'recall': 0.6327553396376384; 'f1-score': 0.629878806479624; 'support': 2930}; 'weighted avg': {'precision': 0.7294608844495934; 'recall': 0.7235494880546075; 'f1-score': 0.7263456278031145; 'support': 2930}}
10,1,CNF,9,26374,2930,824,[32; 33],262,43.227001,0.677474,9,[X1 == 2 OR X1 == 5 OR X3 == 7 OR X3 == 8 OR X3 == 14 OR X5 == 1 OR X6 == 10 OR X13 == 10 OR X13 == 17],{'0': {'precision': 0.8111992581908098; 'recall': 0.7864063124250898; 'f1-score': 0.7986104067349631; 'support': 20024}; '1': {'precision': 0.3856650387819592; 'recall': 0.42283464566929135; 'f1-score': 0.4033954326923077; 'support': 6350}; 'accuracy': 0.6988700993402593; 'macro avg': {'precision': 0.5984321484863845; 'recall': 0.6046204790471906; 'f1-score': 0.6010029197136354; 'support': 26374}; 'weighted avg': {'precision': 0.708744481014568; 'recall': 0.6988700993402593; 'f1-score': 0.7034555161165184; 'support': 26374}},{'0': {'precision': 0.7964765878535003; 'recall': 0.7724820143884892; 'f1-score': 0.7842958228714905; 'support': 2224}; '1': {'precision': 0.34540750323415265; 'recall': 0.3781869688385269; 'f1-score': 0.36105476673427994; 'support': 706}; 'accuracy': 0.6774744027303754; 'macro avg': {'precision': 0.5709420455438264; 'recall': 0.575334491613508; 'f1-score': 0.5726752948028853; 'support': 2930}; 'weighted avg': {'precision': 0.6877889517643333; 'recall': 0.6774744027303754; 'f1-score': 0.6823135069558349; 'support': 2930}}
10,1,CNF,0,26373,2931,412,[64; 65],262,31.482076,0.714773,7,[X3 == 2 OR X6 == 4 OR X7 == 5 OR X12 >= 55.000000 OR X13 == 0 OR X13 == 1 OR X13 == 25],{'0': {'precision': 0.8203729676380448; 'recall': 0.7887429456125455; 'f1-score': 0.8042470845852218; 'support': 20023}; '1': {'precision': 0.4060657118786858; 'recall': 0.4554330708661417; 'f1-score': 0.42933491686460806; 'support': 6350}; 'accuracy': 0.70848974329807; 'macro avg': {'precision': 0.6132193397583653; 'recall': 0.6220880082393436; 'f1-score': 0.6167910007249149; 'support': 26373}; 'weighted avg': {'precision': 0.7206174952203475; 'recall': 0.70848974329807; 'f1-score': 0.7139770256224228; 'support': 26373}},{'0': {'precision': 0.8302425106990015; 'recall': 0.7847191011235956; 'f1-score': 0.8068391866913124; 'support': 2225}; '1': {'precision': 0.4214975845410628; 'recall': 0.4943342776203966; 'f1-score': 0.4550195567144719; 'support': 706}; 'accuracy': 0.7147731149778233; 'macro avg': {'precision': 0.6258700476200321; 'recall': 0.6395266893719961; 'f1-score': 0.6309293717028921; 'support': 2931}; 'weighted avg': {'precision': 0.7317867215937456; 'recall': 0.7147731149778233; 'f1-score': 0.722095188477853; 'support': 2931}}
10,1,CNF,1,26373,2931,412,[64; 65],262,32.979031,0.703514,12,[X1 == 1 OR X1 == 2 OR X3 == 10 OR X6 == 4 OR X13 == 0 OR X13 == 2 OR X13 == 3 OR X13 == 5 OR X13 == 10 OR X13 == 11 OR X13 == 22 OR X13 == 41],{'0': {'precision': 0.8117735470941884; 'recall': 0.8092193976926535; 'f1-score': 0.8104944601455619; 'support': 20023}; '1': {'precision': 0.4043349446436925; 'recall': 0.40834645669291336; 'f1-score': 0.40633079996865934; 'support': 6350}; 'accuracy': 0.7126985932582566; 'macro avg': {'precision': 0.6080542458689404; 'recall': 0.6087829271927834; 'f1-score': 0.6084126300571107; 'support': 26373}; 'weighted avg': {'precision': 0.7136718853355469; 'recall': 0.7126985932582566; 'f1-score': 0.7131813276948232; 'support': 26373}},{'0': {'precision': 0.8051305130513051; 'recall': 0.8040449438202247; 'f1-score': 0.8045873622666966; 'support': 2225}; '1': {'precision': 0.385049365303244; 'recall': 0.386685552407932; 'f1-score': 0.3858657243816254; 'support': 706}; 'accuracy': 0.7035141589901057; 'macro avg': {'precision': 0.5950899391772746; 'recall': 0.5953652481140783; 'f1-score': 0.595226543324161; 'support': 2931}; 'weighted avg': {'precision': 0.7039441294586299; 'recall': 0.7035141589901057; 'f1-score': 0.7037284484670172; 'support': 2931}}
