lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,1,[468; 468],158,1000.481194,0.716981,9,[X0 >= 45.000000 OR X2 < 0.700000 OR X3 >= 1.000000 OR X3 < 0.200000 OR X4 >= 208.000000 OR X5 >= 35.000000 OR X6 < 19.000000 OR X7 < 5.600000 OR X9 >= 1.060000],{'0.0': {'precision': 0.9047619047619048; 'recall': 0.1417910447761194; 'f1-score': 0.24516129032258063; 'support': 134}; '1.0': {'precision': 0.7427293064876958; 'recall': 0.9940119760479041; 'f1-score': 0.8501920614596671; 'support': 334}; 'accuracy': 0.75; 'macro avg': {'precision': 0.8237456056248003; 'recall': 0.5679015104120118; 'f1-score': 0.5476766758911239; 'support': 468}; 'weighted avg': {'precision': 0.7891232555662085; 'recall': 0.75; 'f1-score': 0.6769567551939201; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.06666666666666667; 'f1-score': 0.11764705882352941; 'support': 15}; '1.0': {'precision': 0.7254901960784313; 'recall': 0.9736842105263158; 'f1-score': 0.8314606741573034; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6127450980392157; 'recall': 0.5201754385964913; 'f1-score': 0.4745538664904164; 'support': 53}; 'weighted avg': {'precision': 0.6616722160562337; 'recall': 0.7169811320754716; 'f1-score': 0.629437952836424; 'support': 53}}
5,3,CNF,0,468,53,1,[468; 468],158,1000.353684,0.716981,19,[X0 >= 49.000000 OR X2 >= 1.400000 OR X4 >= 282.000000 OR X6 < 19.000000 OR X7 >= 7.100000 OR X9 >= 0.930000] AND [X0 >= 66.000000 OR X0 < 40.000000 OR X2 >= 2.000000 OR X2 < 0.800000 OR X4 >= 236.800000 OR X7 >= 6.200000 OR X7 < 5.100000] AND [X2 >= 0.800000 OR X4 >= 236.800000 OR X5 >= 35.000000 OR X6 >= 34.000000 OR X6 < 19.000000 OR X7 < 6.000000],{'0.0': {'precision': 0.8888888888888888; 'recall': 0.29850746268656714; 'f1-score': 0.44692737430167595; 'support': 134}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.9850299401197605; 'f1-score': 0.869220607661823; 'support': 334}; 'accuracy': 0.7884615384615384; 'macro avg': {'precision': 0.8333333333333333; 'recall': 0.6417687014031639; 'f1-score': 0.6580739909817495; 'support': 468}; 'weighted avg': {'precision': 0.8095916429249762; 'recall': 0.7884615384615384; 'f1-score': 0.7483075878535758; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.26666666666666666; 'f1-score': 0.3478260869565218; 'support': 15}; '1.0': {'precision': 0.7555555555555555; 'recall': 0.8947368421052632; 'f1-score': 0.8192771084337349; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6277777777777778; 'recall': 0.5807017543859649; 'f1-score': 0.5835515976951283; 'support': 53}; 'weighted avg': {'precision': 0.6832285115303983; 'recall': 0.7169811320754716; 'f1-score': 0.6858475740533916; 'support': 53}}
5,3,CNF,1,469,52,1,[469; 469],158,1000.333711,0.730769,25,[X0 >= 45.000000 OR X2 >= 1.000000 OR X2 < 0.700000 OR X6 >= 42.000000 OR X6 < 34.000000 OR X7 < 6.000000] AND [X0 >= 66.000000 OR X0 < 31.000000 OR X2 < 0.700000 OR X3 >= 1.000000 OR X4 >= 282.000000 OR X4 < 182.000000 OR X5 < 18.000000 OR X6 >= 34.000000 OR X6 < 19.000000 OR X7 >= 7.900000 OR X7 < 5.100000 OR X9 >= 1.308000] AND [X0 >= 49.000000 OR (NOT X1) OR X2 < 0.700000 OR X3 < 0.200000 OR X4 >= 195.000000 OR X5 >= 35.000000 OR X8 < 3.000000],{'0.0': {'precision': 0.8235294117647058; 'recall': 0.3111111111111111; 'f1-score': 0.45161290322580644; 'support': 135}; '1.0': {'precision': 0.777511961722488; 'recall': 0.9730538922155688; 'f1-score': 0.8643617021276596; 'support': 334}; 'accuracy': 0.7825159914712153; 'macro avg': {'precision': 0.800520686743597; 'recall': 0.64208250166334; 'f1-score': 0.657987302676733; 'support': 469}; 'weighted avg': {'precision': 0.7907579228220604; 'recall': 0.7825159914712153; 'f1-score': 0.7455534124650794; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.21428571428571427; 'f1-score': 0.3; 'support': 14}; '1.0': {'precision': 0.7608695652173914; 'recall': 0.9210526315789473; 'f1-score': 0.8333333333333333; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6304347826086957; 'recall': 0.5676691729323308; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6906354515050168; 'recall': 0.7307692307692307; 'f1-score': 0.6897435897435897; 'support': 52}}
5,3,CNF,2,469,52,1,[469; 469],158,1001.322786,0.730769,22,[X0 >= 66.000000 OR X0 < 60.000000 OR X3 >= 0.600000 OR X4 < 150.000000 OR X5 < 21.000000 OR X6 >= 54.000000] AND [X0 >= 45.000000 OR X2 < 0.900000 OR X3 >= 0.600000 OR X4 >= 208.000000 OR X5 >= 53.600000 OR X7 >= 7.900000 OR X9 < 0.800000] AND [X2 >= 0.900000 OR X2 < 0.700000 OR X3 < 0.200000 OR X5 >= 35.000000 OR X6 >= 54.000000 OR X6 < 19.000000 OR X7 >= 7.900000 OR X7 < 5.100000 OR X9 >= 1.308000],{'0.0': {'precision': 0.7540983606557377; 'recall': 0.34328358208955223; 'f1-score': 0.47179487179487184; 'support': 134}; '1.0': {'precision': 0.7843137254901961; 'recall': 0.9552238805970149; 'f1-score': 0.8613728129205922; 'support': 335}; 'accuracy': 0.7803837953091685; 'macro avg': {'precision': 0.7692060430729668; 'recall': 0.6492537313432836; 'f1-score': 0.666583842357732; 'support': 469}; 'weighted avg': {'precision': 0.7756807641089223; 'recall': 0.7803837953091685; 'f1-score': 0.7500648297418149; 'support': 469}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.3333333333333333; 'f1-score': 0.4166666666666667; 'support': 15}; '1.0': {'precision': 0.7674418604651163; 'recall': 0.8918918918918919; 'f1-score': 0.825; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.661498708010336; 'recall': 0.6126126126126126; 'f1-score': 0.6208333333333333; 'support': 52}; 'weighted avg': {'precision': 0.7063208109719739; 'recall': 0.7307692307692307; 'f1-score': 0.7072115384615384; 'support': 52}}
5,3,CNF,3,469,52,1,[469; 469],158,1002.245222,0.615385,24,[X0 >= 66.000000 OR X4 < 150.000000 OR X5 >= 53.600000 OR X6 >= 71.600000 OR X7 >= 7.100000 OR X9 >= 1.308000 OR X9 < 1.060000] AND [X0 >= 66.000000 OR X3 >= 1.000000 OR X3 < 0.200000 OR X5 < 18.000000 OR X6 >= 71.600000 OR X7 >= 5.600000 OR X9 >= 1.000000 OR X9 < 0.700000] AND [X0 >= 66.000000 OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 195.000000 OR X5 < 18.000000 OR X6 >= 71.600000 OR X7 >= 7.900000 OR X7 < 6.000000 OR X9 < 0.700000],{'0.0': {'precision': 0.7361111111111112; 'recall': 0.39552238805970147; 'f1-score': 0.5145631067961166; 'support': 134}; '1.0': {'precision': 0.7959697732997482; 'recall': 0.9432835820895522; 'f1-score': 0.8633879781420765; 'support': 335}; 'accuracy': 0.7867803837953091; 'macro avg': {'precision': 0.7660404422054297; 'recall': 0.6694029850746268; 'f1-score': 0.6889755424690965; 'support': 469}; 'weighted avg': {'precision': 0.778867298388709; 'recall': 0.7867803837953091; 'f1-score': 0.763723729186088; 'support': 469}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.2; 'f1-score': 0.23076923076923075; 'support': 15}; '1.0': {'precision': 0.7073170731707317; 'recall': 0.7837837837837838; 'f1-score': 0.7435897435897435; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.4900221729490022; 'recall': 0.49189189189189186; 'f1-score': 0.4871794871794871; 'support': 52}; 'weighted avg': {'precision': 0.5819546307351184; 'recall': 0.6153846153846154; 'f1-score': 0.5956607495069033; 'support': 52}}
5,3,CNF,4,469,52,1,[469; 469],158,1035.680120,0.673077,25,[X2 >= 1.400000 OR X2 < 0.700000 OR X3 >= 0.600000 OR X4 >= 208.000000 OR X4 < 150.000000 OR X5 >= 25.000000 OR X6 >= 34.000000 OR X6 < 19.000000 OR X8 < 2.500000] AND [X0 >= 60.000000 OR X2 >= 1.400000 OR X2 < 0.700000 OR X3 < 0.200000 OR X4 >= 167.600000 OR X6 < 23.000000 OR X9 >= 1.060000] AND [X0 >= 66.000000 OR X2 >= 3.300000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X5 >= 43.000000 OR X5 < 21.000000 OR X8 < 2.500000 OR X9 >= 1.000000 OR X9 < 0.800000],{'0.0': {'precision': 0.8222222222222222; 'recall': 0.27611940298507465; 'f1-score': 0.4134078212290503; 'support': 134}; '1.0': {'precision': 0.7712264150943396; 'recall': 0.9761194029850746; 'f1-score': 0.8616600790513834; 'support': 335}; 'accuracy': 0.7761194029850746; 'macro avg': {'precision': 0.7967243186582809; 'recall': 0.6261194029850746; 'f1-score': 0.6375339501402169; 'support': 469}; 'weighted avg': {'precision': 0.7857966457023062; 'recall': 0.7761194029850746; 'f1-score': 0.7335880053878597; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.2; 'f1-score': 0.26086956521739135; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8648648648648649; 'f1-score': 0.7901234567901235; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5511363636363636; 'recall': 0.5324324324324324; 'f1-score': 0.5254965110037575; 'support': 52}; 'weighted avg': {'precision': 0.6256555944055944; 'recall': 0.6730769230769231; 'f1-score': 0.6374540649902969; 'support': 52}}
5,3,CNF,5,469,52,1,[469; 469],158,1055.348181,0.596154,28,[X0 >= 66.000000 OR X2 >= 0.900000 OR X3 < 0.200000 OR X4 >= 208.000000 OR X4 < 150.000000 OR X5 < 18.000000 OR X6 >= 71.600000 OR X7 >= 7.900000 OR X9 >= 1.308000] AND [X0 >= 66.000000 OR X0 < 35.000000 OR X2 < 0.800000 OR X3 >= 1.000000 OR X4 >= 512.600000 OR X5 >= 35.000000 OR X6 >= 42.000000 OR X7 >= 6.600000 OR X9 < 0.700000] AND [X0 >= 66.000000 OR X2 < 0.700000 OR X3 >= 0.300000 OR X3 < 0.200000 OR X4 >= 208.000000 OR X6 >= 105.000000 OR X6 < 19.000000 OR X7 < 6.000000 OR X9 >= 1.060000 OR X9 < 0.800000],{'0.0': {'precision': 0.7619047619047619; 'recall': 0.3582089552238806; 'f1-score': 0.4873096446700508; 'support': 134}; '1.0': {'precision': 0.7881773399014779; 'recall': 0.9552238805970149; 'f1-score': 0.863697705802969; 'support': 335}; 'accuracy': 0.7846481876332623; 'macro avg': {'precision': 0.7750410509031198; 'recall': 0.6567164179104478; 'f1-score': 0.6755036752365099; 'support': 469}; 'weighted avg': {'precision': 0.7806708890452733; 'recall': 0.7846481876332623; 'f1-score': 0.7561582597649923; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.6739130434782609; 'recall': 0.8378378378378378; 'f1-score': 0.746987951807229; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.33695652173913043; 'recall': 0.4189189189189189; 'f1-score': 0.3734939759036145; 'support': 52}; 'weighted avg': {'precision': 0.47951505016722407; 'recall': 0.5961538461538461; 'f1-score': 0.5315106580166822; 'support': 52}}
5,3,CNF,6,469,52,1,[469; 469],158,1039.759709,0.750000,22,[X0 >= 66.000000 OR X0 < 55.000000 OR X2 >= 2.000000 OR X2 < 0.700000 OR X4 >= 236.800000 OR X5 < 18.000000 OR X7 >= 6.600000] AND [X0 >= 45.000000 OR X2 < 0.700000 OR X3 >= 4.100000 OR X3 < 0.200000 OR X4 >= 282.000000 OR X5 >= 35.000000 OR X6 < 19.000000 OR X7 < 5.100000 OR X9 >= 1.308000] AND [X4 < 167.600000 OR X5 >= 53.600000 OR X5 < 25.000000 OR X7 >= 7.900000 OR X9 >= 1.308000 OR X9 < 1.060000],{'0.0': {'precision': 0.7162162162162162; 'recall': 0.39552238805970147; 'f1-score': 0.5096153846153847; 'support': 134}; '1.0': {'precision': 0.7949367088607595; 'recall': 0.9373134328358209; 'f1-score': 0.8602739726027397; 'support': 335}; 'accuracy': 0.7825159914712153; 'macro avg': {'precision': 0.7555764625384879; 'recall': 0.6664179104477612; 'f1-score': 0.6849446786090623; 'support': 469}; 'weighted avg': {'precision': 0.7724451395337472; 'recall': 0.7825159914712153; 'f1-score': 0.7600858046063526; 'support': 469}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.4666666666666667; 'f1-score': 0.5185185185185186; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.8648648648648649; 'f1-score': 0.8311688311688312; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6916666666666667; 'recall': 0.6657657657657658; 'f1-score': 0.6748436748436749; 'support': 52}; 'weighted avg': {'precision': 0.7375; 'recall': 0.75; 'f1-score': 0.7409812409812411; 'support': 52}}
5,3,CNF,7,469,52,1,[469; 469],158,1039.562267,0.692308,23,[X2 >= 0.800000 OR X4 < 150.000000 OR X5 < 25.000000 OR X6 >= 42.000000 OR X7 >= 6.900000 OR X9 >= 1.000000] AND [X0 >= 66.000000 OR (NOT X1) OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 208.000000 OR X4 < 167.600000 OR X5 >= 74.000000 OR X9 >= 1.308000 OR X9 < 0.700000] AND [X0 >= 66.000000 OR X2 >= 2.000000 OR X4 >= 182.000000 OR X5 >= 30.000000 OR X5 < 18.000000 OR X6 < 19.000000 OR X7 >= 7.900000 OR X7 < 5.600000],{'0.0': {'precision': 0.7333333333333333; 'recall': 0.3283582089552239; 'f1-score': 0.45360824742268047; 'support': 134}; '1.0': {'precision': 0.7799511002444988; 'recall': 0.9522388059701492; 'f1-score': 0.8575268817204301; 'support': 335}; 'accuracy': 0.7739872068230277; 'macro avg': {'precision': 0.756642216788916; 'recall': 0.6402985074626866; 'f1-score': 0.6555675645715553; 'support': 469}; 'weighted avg': {'precision': 0.7666317382698801; 'recall': 0.7739872068230277; 'f1-score': 0.7421215576353587; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.26666666666666666; 'f1-score': 0.33333333333333337; 'support': 15}; '1.0': {'precision': 0.7441860465116279; 'recall': 0.8648648648648649; 'f1-score': 0.8; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5943152454780362; 'recall': 0.5657657657657658; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6577221228384018; 'recall': 0.6923076923076923; 'f1-score': 0.6653846153846155; 'support': 52}}
5,3,CNF,8,469,52,1,[469; 469],158,1066.160542,0.730769,24,[X3 >= 1.000000 OR X4 >= 195.000000 OR X4 < 167.600000 OR X5 >= 35.000000 OR X6 < 19.000000 OR X9 < 0.900000] AND [X0 >= 66.000000 OR (NOT X1) OR X2 < 0.700000 OR X3 >= 0.300000 OR X4 >= 328.000000 OR X5 >= 30.000000 OR X7 >= 7.900000 OR X9 >= 1.200000 OR X9 < 0.700000] AND [X0 >= 45.000000 OR X2 >= 1.400000 OR X4 >= 236.800000 OR X4 < 150.000000 OR X5 >= 43.000000 OR X5 < 18.000000 OR X6 >= 42.000000 OR X6 < 19.000000 OR X7 < 6.200000],{'0.0': {'precision': 0.7352941176470589; 'recall': 0.373134328358209; 'f1-score': 0.4950495049504951; 'support': 134}; '1.0': {'precision': 0.7905236907730673; 'recall': 0.9462686567164179; 'f1-score': 0.861413043478261; 'support': 335}; 'accuracy': 0.7825159914712153; 'macro avg': {'precision': 0.7629089042100631; 'recall': 0.6597014925373135; 'f1-score': 0.678231274214378; 'support': 469}; 'weighted avg': {'precision': 0.7747438127370648; 'recall': 0.7825159914712153; 'f1-score': 0.7567377467560422; 'support': 469}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.13333333333333333; 'f1-score': 0.2222222222222222; 'support': 15}; '1.0': {'precision': 0.7346938775510204; 'recall': 0.972972972972973; 'f1-score': 0.8372093023255813; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.7006802721088435; 'recall': 0.5531531531531532; 'f1-score': 0.5297157622739017; 'support': 52}; 'weighted avg': {'precision': 0.7150706436420722; 'recall': 0.7307692307692307; 'f1-score': 0.659809183064997; 'support': 52}}
5,3,CNF,9,469,52,1,[469; 469],158,1039.339565,0.750000,24,[X0 >= 66.000000 OR X0 < 35.000000 OR (NOT X1) OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X4 < 167.600000 OR X5 >= 35.000000 OR X9 < 0.800000] AND [X0 >= 45.000000 OR X2 >= 0.800000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X6 >= 42.000000 OR X7 >= 7.900000] AND [X0 >= 45.000000 OR (NOT X1) OR X2 >= 1.400000 OR X2 < 0.700000 OR X3 < 0.200000 OR X4 >= 208.000000 OR X5 >= 43.000000 OR X6 >= 54.000000 OR X7 < 6.900000],{'0.0': {'precision': 0.7358490566037735; 'recall': 0.291044776119403; 'f1-score': 0.41711229946524064; 'support': 134}; '1.0': {'precision': 0.7716346153846154; 'recall': 0.9582089552238806; 'f1-score': 0.8548601864181092; 'support': 335}; 'accuracy': 0.767590618336887; 'macro avg': {'precision': 0.7537418359941945; 'recall': 0.6246268656716418; 'f1-score': 0.6359862429416749; 'support': 469}; 'weighted avg': {'precision': 0.7614101700186606; 'recall': 0.767590618336887; 'f1-score': 0.7297893615744325; 'support': 469}},{'0.0': {'precision': 1.0; 'recall': 0.13333333333333333; 'f1-score': 0.23529411764705882; 'support': 15}; '1.0': {'precision': 0.74; 'recall': 1.0; 'f1-score': 0.8505747126436781; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.87; 'recall': 0.5666666666666667; 'f1-score': 0.5429344151453684; 'support': 52}; 'weighted avg': {'precision': 0.815; 'recall': 0.75; 'f1-score': 0.6730899256254226; 'support': 52}}
5,3,DNF,0,468,53,1,[468; 468],158,1065.078764,0.660377,15,[X0 >= 23.000000 AND X1 AND X5 >= 21.000000 AND X6 >= 23.000000 AND X8 < 4.100000] OR [X0 < 60.000000 AND X4 >= 167.600000 AND X6 < 54.000000 AND X7 < 7.900000 AND X8 >= 2.500000 AND X9 < 1.200000] OR [X3 >= 0.200000 AND X4 >= 195.000000 AND X5 >= 18.000000 AND X6 >= 23.000000],{'0.0': {'precision': 0.518796992481203; 'recall': 0.5149253731343284; 'f1-score': 0.5168539325842697; 'support': 134}; '1.0': {'precision': 0.8059701492537313; 'recall': 0.8083832335329342; 'f1-score': 0.8071748878923767; 'support': 334}; 'accuracy': 0.7243589743589743; 'macro avg': {'precision': 0.6623835708674672; 'recall': 0.6616543033336313; 'f1-score': 0.6620144102383232; 'support': 468}; 'weighted avg': {'precision': 0.7237453565026228; 'recall': 0.7243589743589743; 'f1-score': 0.724048802398175; 'support': 468}},{'0.0': {'precision': 0.38461538461538464; 'recall': 0.3333333333333333; 'f1-score': 0.3571428571428571; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.7894736842105263; 'f1-score': 0.7692307692307692; 'support': 38}; 'accuracy': 0.660377358490566; 'macro avg': {'precision': 0.5673076923076923; 'recall': 0.5614035087719298; 'f1-score': 0.5631868131868132; 'support': 53}; 'weighted avg': {'precision': 0.6465892597968069; 'recall': 0.660377358490566; 'f1-score': 0.6526021148662656; 'support': 53}}
5,3,DNF,1,469,52,1,[469; 469],158,1057.507302,0.673077,12,[X2 >= 0.800000 AND X5 >= 21.000000 AND X8 < 4.100000 AND X9 < 1.308000] OR [X4 >= 208.000000 AND X6 >= 34.000000] OR [X0 < 55.000000 AND X2 < 1.000000 AND X4 >= 150.000000 AND X6 >= 19.000000 AND X8 < 4.100000 AND X8 >= 2.500000],{'0.0': {'precision': 0.5255474452554745; 'recall': 0.5333333333333333; 'f1-score': 0.5294117647058824; 'support': 135}; '1.0': {'precision': 0.8102409638554217; 'recall': 0.8053892215568862; 'f1-score': 0.8078078078078078; 'support': 334}; 'accuracy': 0.7270788912579957; 'macro avg': {'precision': 0.6678942045554481; 'recall': 0.6693612774451098; 'f1-score': 0.6686097862568451; 'support': 469}; 'weighted avg': {'precision': 0.7282929361134327; 'recall': 0.7270788912579957; 'f1-score': 0.7276724862326267; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.42857142857142855; 'f1-score': 0.4137931034482759; 'support': 14}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7631578947368421; 'f1-score': 0.7733333333333334; 'support': 38}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5918918918918918; 'recall': 0.5958646616541353; 'f1-score': 0.5935632183908046; 'support': 52}; 'weighted avg': {'precision': 0.6804573804573805; 'recall': 0.6730769230769231; 'f1-score': 0.6765340406719719; 'support': 52}}
5,3,DNF,2,469,52,1,[469; 469],158,1018.611633,0.692308,14,[X2 >= 0.800000 AND X4 >= 182.000000 AND X7 < 7.900000] OR [X1 AND X5 >= 30.000000 AND X7 >= 5.600000] OR [X1 AND X2 >= 0.700000 AND X3 < 1.600000 AND X5 < 43.000000 AND X5 >= 18.000000 AND X6 >= 28.000000 AND X8 < 4.100000 AND X8 >= 2.000000],{'0.0': {'precision': 0.5104895104895105; 'recall': 0.5447761194029851; 'f1-score': 0.5270758122743682; 'support': 134}; '1.0': {'precision': 0.8128834355828221; 'recall': 0.7910447761194029; 'f1-score': 0.8018154311649016; 'support': 335}; 'accuracy': 0.720682302771855; 'macro avg': {'precision': 0.6616864730361662; 'recall': 0.667910447761194; 'f1-score': 0.6644456217196348; 'support': 469}; 'weighted avg': {'precision': 0.7264851712704473; 'recall': 0.720682302771855; 'f1-score': 0.7233183971961777; 'support': 469}},{'0.0': {'precision': 0.46153846153846156; 'recall': 0.4; 'f1-score': 0.42857142857142855; 'support': 15}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.8108108108108109; 'f1-score': 0.7894736842105263; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6153846153846154; 'recall': 0.6054054054054054; 'f1-score': 0.6090225563909775; 'support': 52}; 'weighted avg': {'precision': 0.6804733727810651; 'recall': 0.6923076923076923; 'f1-score': 0.6853672643146328; 'support': 52}}
5,3,DNF,3,469,52,1,[469; 469],158,1009.547655,0.557692,13,[X0 >= 40.000000 AND X4 >= 182.000000 AND X5 >= 18.000000 AND X6 >= 19.000000 AND X7 >= 6.900000] OR [X0 < 60.000000 AND X4 >= 167.600000 AND X5 >= 25.000000 AND X8 < 3.900000] OR [X2 >= 0.800000 AND X4 >= 150.000000 AND X6 >= 28.000000 AND X7 < 7.900000],{'0.0': {'precision': 0.5212121212121212; 'recall': 0.6417910447761194; 'f1-score': 0.5752508361204013; 'support': 134}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.764179104477612; 'f1-score': 0.8012519561815337; 'support': 335}; 'accuracy': 0.7292110874200426; 'macro avg': {'precision': 0.681658692185008; 'recall': 0.7029850746268657; 'f1-score': 0.6882513961509675; 'support': 469}; 'weighted avg': {'precision': 0.7504215083162451; 'recall': 0.7292110874200426; 'f1-score': 0.7366802075926386; 'support': 469}},{'0.0': {'precision': 0.3181818181818182; 'recall': 0.4666666666666667; 'f1-score': 0.3783783783783784; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.5945945945945946; 'f1-score': 0.6567164179104478; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5257575757575758; 'recall': 0.5306306306306307; 'f1-score': 0.5175473981444131; 'support': 52}; 'weighted avg': {'precision': 0.6135780885780886; 'recall': 0.5576923076923077; 'f1-score': 0.5764265988146586; 'support': 52}}
5,3,DNF,4,469,52,1,[469; 469],158,1000.674395,0.653846,13,[X2 >= 0.900000 AND X4 >= 195.000000 AND X6 >= 19.000000] OR [X0 >= 23.000000 AND X5 >= 18.000000 AND X6 >= 23.000000 AND X7 < 7.900000 AND X8 < 4.100000] OR [X1 AND X2 >= 0.800000 AND X4 >= 167.600000 AND X6 < 105.000000 AND X7 < 7.900000],{'0.0': {'precision': 0.49557522123893805; 'recall': 0.417910447761194; 'f1-score': 0.4534412955465587; 'support': 134}; '1.0': {'precision': 0.7808988764044944; 'recall': 0.8298507462686567; 'f1-score': 0.8046309696092621; 'support': 335}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.6382370488217162; 'recall': 0.6238805970149254; 'f1-score': 0.6290361325779104; 'support': 469}; 'weighted avg': {'precision': 0.6993778320714782; 'recall': 0.7121535181236673; 'f1-score': 0.7042910627342039; 'support': 469}},{'0.0': {'precision': 0.4117647058823529; 'recall': 0.4666666666666667; 'f1-score': 0.43749999999999994; 'support': 15}; '1.0': {'precision': 0.7714285714285715; 'recall': 0.7297297297297297; 'f1-score': 0.75; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5915966386554622; 'recall': 0.5981981981981982; 'f1-score': 0.59375; 'support': 52}; 'weighted avg': {'precision': 0.6676793794440853; 'recall': 0.6538461538461539; 'f1-score': 0.6598557692307693; 'support': 52}}
5,3,DNF,5,469,52,1,[469; 469],158,1000.467283,0.557692,16,[X0 < 60.000000 AND X0 >= 40.000000 AND X2 >= 0.700000 AND X7 >= 5.100000 AND X8 < 3.900000 AND X9 < 1.200000] OR [X3 >= 0.200000 AND X4 >= 195.000000 AND X5 >= 21.000000 AND X6 >= 19.000000 AND X8 < 4.100000] OR [X1 AND X4 < 236.800000 AND X4 >= 167.600000 AND X6 >= 28.000000 AND X9 < 1.200000],{'0.0': {'precision': 0.5112359550561798; 'recall': 0.6791044776119403; 'f1-score': 0.5833333333333334; 'support': 134}; '1.0': {'precision': 0.852233676975945; 'recall': 0.7402985074626866; 'f1-score': 0.792332268370607; 'support': 335}; 'accuracy': 0.7228144989339019; 'macro avg': {'precision': 0.6817348160160623; 'recall': 0.7097014925373134; 'f1-score': 0.6878328008519702; 'support': 469}; 'weighted avg': {'precision': 0.7548057564274406; 'recall': 0.7228144989339019; 'f1-score': 0.732618286931386; 'support': 469}},{'0.0': {'precision': 0.3181818181818182; 'recall': 0.4666666666666667; 'f1-score': 0.3783783783783784; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.5945945945945946; 'f1-score': 0.6567164179104478; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5257575757575758; 'recall': 0.5306306306306307; 'f1-score': 0.5175473981444131; 'support': 52}; 'weighted avg': {'precision': 0.6135780885780886; 'recall': 0.5576923076923077; 'f1-score': 0.5764265988146586; 'support': 52}}
