l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,1,[468; 468],158,1000.292035,0.754717,7,[X0 >= 45.000000 OR (NOT X1) OR X2 >= 1.400000 OR X2 < 0.800000 OR X4 >= 195.000000 OR X7 >= 7.900000 OR X7 < 5.600000],{'0.0': {'precision': 0.9; 'recall': 0.13432835820895522; 'f1-score': 0.23376623376623376; 'support': 134}; '1.0': {'precision': 0.7410714285714286; 'recall': 0.9940119760479041; 'f1-score': 0.8491048593350384; 'support': 334}; 'accuracy': 0.7478632478632479; 'macro avg': {'precision': 0.8205357142857144; 'recall': 0.5641701671284297; 'f1-score': 0.5414355465506361; 'support': 468}; 'weighted avg': {'precision': 0.7865766178266179; 'recall': 0.7478632478632479; 'f1-score': 0.6729181588516626; 'support': 468}},{'0.0': {'precision': 1.0; 'recall': 0.13333333333333333; 'f1-score': 0.23529411764705882; 'support': 15}; '1.0': {'precision': 0.7450980392156863; 'recall': 1.0; 'f1-score': 0.8539325842696629; 'support': 38}; 'accuracy': 0.7547169811320755; 'macro avg': {'precision': 0.8725490196078431; 'recall': 0.5666666666666667; 'f1-score': 0.5446133509583608; 'support': 53}; 'weighted avg': {'precision': 0.8172401035886052; 'recall': 0.7547169811320755; 'f1-score': 0.6788462257915674; 'support': 53}}
l: 5,2,DNF,9,469,52,1,[469; 469],158,1000.341580,0.634615,6,[X4 >= 150.000000 AND X7 >= 5.100000 AND X8 < 4.100000] OR [X0 >= 31.000000 AND X6 >= 19.000000 AND X7 < 7.100000],{'0.0': {'precision': 0.5061728395061729; 'recall': 0.30597014925373134; 'f1-score': 0.3813953488372093; 'support': 134}; '1.0': {'precision': 0.7603092783505154; 'recall': 0.8805970149253731; 'f1-score': 0.8160442600276624; 'support': 335}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6332410589283441; 'recall': 0.5932835820895522; 'f1-score': 0.5987198044324359; 'support': 469}; 'weighted avg': {'precision': 0.6876988672521319; 'recall': 0.7164179104477612; 'f1-score': 0.6918588568303901; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.13333333333333333; 'f1-score': 0.1739130434782609; 'support': 15}; '1.0': {'precision': 0.7045454545454546; 'recall': 0.8378378378378378; 'f1-score': 0.7654320987654323; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.4772727272727273; 'recall': 0.48558558558558557; 'f1-score': 0.46967257112184657; 'support': 52}; 'weighted avg': {'precision': 0.5734265734265734; 'recall': 0.6346153846153846; 'f1-score': 0.594801602047979; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [469, 469], 'n_partitions': 1}, (mean val acc cv) 0.646843 (+- 0.053738), (mean training time) 1000.304869 (+- 0.054296)
l: 5,3,CNF,0,468,53,1,[468; 468],158,1000.375502,0.584906,22,[X2 < 0.900000 OR X3 >= 0.600000 OR X4 >= 512.600000 OR X4 < 167.600000 OR X5 >= 53.600000 OR X5 < 21.000000 OR X7 >= 7.900000 OR X9 < 0.900000] AND [X0 < 35.000000 OR X4 >= 208.000000 OR X5 >= 25.000000 OR X6 >= 28.000000 OR X6 < 19.000000 OR X8 >= 4.100000] AND [X0 >= 66.000000 OR (NOT X1) OR X2 < 0.700000 OR X4 >= 208.000000 OR X5 >= 43.000000 OR X6 >= 42.000000 OR X7 < 5.600000 OR X9 >= 1.308000],{'0.0': {'precision': 0.7195121951219512; 'recall': 0.44029850746268656; 'f1-score': 0.5462962962962963; 'support': 134}; '1.0': {'precision': 0.805699481865285; 'recall': 0.9311377245508982; 'f1-score': 0.8638888888888888; 'support': 334}; 'accuracy': 0.7905982905982906; 'macro avg': {'precision': 0.7626058384936181; 'recall': 0.6857181160067923; 'f1-score': 0.7050925925925926; 'support': 468}; 'weighted avg': {'precision': 0.7810219254045868; 'recall': 0.7905982905982906; 'f1-score': 0.7729542576764799; 'support': 468}},{'0.0': {'precision': 0.1111111111111111; 'recall': 0.06666666666666667; 'f1-score': 0.08333333333333334; 'support': 15}; '1.0': {'precision': 0.6818181818181818; 'recall': 0.7894736842105263; 'f1-score': 0.7317073170731707; 'support': 38}; 'accuracy': 0.5849056603773585; 'macro avg': {'precision': 0.3964646464646464; 'recall': 0.4280701754385965; 'f1-score': 0.40752032520325204; 'support': 53}; 'weighted avg': {'precision': 0.5202973127501429; 'recall': 0.5849056603773585; 'f1-score': 0.5482052462034054; 'support': 53}}
l: 5,3,CNF,1,469,52,1,[469; 469],158,1000.227881,0.673077,23,[X0 >= 45.000000 OR X2 < 0.800000 OR X4 >= 512.600000 OR X5 < 25.000000 OR X6 >= 105.000000 OR X6 < 23.000000 OR X8 < 3.300000 OR X9 >= 1.308000 OR X9 < 1.000000] AND [(NOT X1) OR X2 < 0.700000 OR X3 >= 1.000000 OR X4 >= 195.000000 OR X6 >= 42.000000 OR X7 < 6.200000 OR X8 < 3.000000 OR X9 >= 1.308000] AND [X0 >= 49.000000 OR X2 >= 1.400000 OR X5 < 21.000000 OR X6 >= 71.600000 OR X7 >= 6.200000 OR X9 >= 1.000000],{'0.0': {'precision': 0.725; 'recall': 0.42962962962962964; 'f1-score': 0.5395348837209302; 'support': 135}; '1.0': {'precision': 0.8020565552699229; 'recall': 0.9341317365269461; 'f1-score': 0.8630705394190872; 'support': 334}; 'accuracy': 0.7889125799573561; 'macro avg': {'precision': 0.7635282776349614; 'recall': 0.6818806830782879; 'f1-score': 0.7013027115700087; 'support': 469}; 'weighted avg': {'precision': 0.7798760969299664; 'recall': 0.7889125799573561; 'f1-score': 0.7699419391648202; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.14285714285714285; 'f1-score': 0.19047619047619047; 'support': 14}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.868421052631579; 'f1-score': 0.7951807228915663; 'support': 38}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5095238095238095; 'recall': 0.5056390977443609; 'f1-score': 0.49282845668387837; 'support': 52}; 'weighted avg': {'precision': 0.6128205128205128; 'recall': 0.6730769230769231; 'f1-score': 0.632375656472042; 'support': 52}}
l: 5,3,CNF,2,469,52,1,[469; 469],158,1001.211474,0.711538,22,[X0 >= 66.000000 OR X2 < 0.700000 OR X3 >= 0.300000 OR X4 < 150.000000 OR X6 >= 71.600000 OR X6 < 23.000000 OR X7 >= 7.100000 OR X9 >= 0.930000] AND [X0 >= 66.000000 OR X2 >= 1.400000 OR X4 >= 195.000000 OR X5 >= 74.000000 OR X6 < 23.000000 OR X7 >= 7.300000 OR X7 < 6.200000] AND [X0 >= 66.000000 OR X2 < 0.800000 OR X4 >= 195.000000 OR X6 >= 34.000000 OR X6 < 19.000000 OR X9 >= 1.308000 OR X9 < 0.800000],{'0.0': {'precision': 0.717948717948718; 'recall': 0.417910447761194; 'f1-score': 0.5283018867924528; 'support': 134}; '1.0': {'precision': 0.8005115089514067; 'recall': 0.9343283582089552; 'f1-score': 0.8622589531680442; 'support': 335}; 'accuracy': 0.7867803837953091; 'macro avg': {'precision': 0.7592301134500623; 'recall': 0.6761194029850746; 'f1-score': 0.6952804199802485; 'support': 469}; 'weighted avg': {'precision': 0.7769221400934956; 'recall': 0.7867803837953091; 'f1-score': 0.7668426484893038; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.2; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.918918918918919; 'f1-score': 0.8192771084337348; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6195652173913043; 'recall': 0.5594594594594595; 'f1-score': 0.5524956970740103; 'support': 52}; 'weighted avg': {'precision': 0.6701505016722407; 'recall': 0.7115384615384616; 'f1-score': 0.6653647557262014; 'support': 52}}
l: 5,3,CNF,3,469,52,1,[469; 469],158,1004.376732,0.692308,25,[X0 >= 49.000000 OR X2 >= 1.400000 OR X2 < 0.700000 OR X3 >= 0.600000 OR X6 >= 71.600000 OR X6 < 34.000000 OR X7 >= 7.900000 OR X7 < 5.600000] AND [X0 >= 66.000000 OR X0 < 31.000000 OR X3 >= 0.600000 OR X4 >= 236.800000 OR X5 >= 35.000000 OR X5 < 18.000000 OR X6 < 19.000000 OR X7 < 5.600000 OR X9 >= 1.308000 OR X9 < 0.800000] AND [X0 >= 66.000000 OR X0 < 49.000000 OR X3 < 0.200000 OR X4 >= 208.000000 OR X5 < 18.000000 OR X6 >= 34.000000 OR X9 >= 1.200000],{'0.0': {'precision': 0.7313432835820896; 'recall': 0.3656716417910448; 'f1-score': 0.4875621890547264; 'support': 134}; '1.0': {'precision': 0.7885572139303483; 'recall': 0.9462686567164179; 'f1-score': 0.8602442333785618; 'support': 335}; 'accuracy': 0.7803837953091685; 'macro avg': {'precision': 0.7599502487562189; 'recall': 0.6559701492537313; 'f1-score': 0.6739032112166441; 'support': 469}; 'weighted avg': {'precision': 0.7722103766879886; 'recall': 0.7803837953091685; 'f1-score': 0.7537636492860373; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.8918918918918919; 'f1-score': 0.8048780487804879; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5809523809523809; 'recall': 0.5459459459459459; 'f1-score': 0.5388026607538803; 'support': 52}; 'weighted avg': {'precision': 0.6454212454212455; 'recall': 0.6923076923076923; 'f1-score': 0.6513730172266758; 'support': 52}}
l: 5,3,CNF,4,469,52,1,[469; 469],158,1036.063308,0.653846,22,[X0 >= 66.000000 OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 208.000000 OR X5 >= 35.000000 OR X6 < 19.000000 OR X8 < 3.000000 OR X9 >= 1.308000 OR X9 < 0.900000] AND [X0 >= 66.000000 OR X0 < 55.000000 OR X3 >= 1.000000 OR X4 >= 195.000000 OR X4 < 150.000000 OR X9 < 0.930000] AND [X0 >= 66.000000 OR X0 < 23.000000 OR X2 < 0.700000 OR X4 >= 195.000000 OR X5 >= 53.600000 OR X7 >= 7.900000 OR X8 < 3.600000],{'0.0': {'precision': 0.7903225806451613; 'recall': 0.3656716417910448; 'f1-score': 0.5; 'support': 134}; '1.0': {'precision': 0.7911547911547911; 'recall': 0.9611940298507463; 'f1-score': 0.8679245283018869; 'support': 335}; 'accuracy': 0.7910447761194029; 'macro avg': {'precision': 0.7907386858999762; 'recall': 0.6634328358208955; 'f1-score': 0.6839622641509435; 'support': 469}; 'weighted avg': {'precision': 0.7909170167234684; 'recall': 0.7910447761194029; 'f1-score': 0.7628032345013478; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.2; 'f1-score': 0.25; 'support': 15}; '1.0': {'precision': 0.7209302325581395; 'recall': 0.8378378378378378; 'f1-score': 0.7749999999999999; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5271317829457364; 'recall': 0.518918918918919; 'f1-score': 0.5125; 'support': 52}; 'weighted avg': {'precision': 0.60912343470483; 'recall': 0.6538461538461539; 'f1-score': 0.6235576923076922; 'support': 52}}
l: 5,3,CNF,5,469,52,1,[469; 469],158,1073.704271,0.673077,24,[X0 >= 40.000000 OR (NOT X1) OR X2 >= 1.400000 OR X2 < 0.700000 OR X4 < 167.600000 OR X5 >= 74.000000 OR X7 >= 7.900000 OR X8 < 3.600000] AND [(NOT X1) OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X4 < 150.000000 OR X5 >= 35.000000 OR X5 < 18.000000 OR X9 >= 1.308000 OR X9 < 0.700000] AND [X0 >= 45.000000 OR X2 < 0.700000 OR X5 >= 35.000000 OR X6 >= 105.000000 OR X6 < 19.000000 OR X7 >= 7.100000 OR X7 < 6.000000],{'0.0': {'precision': 0.7384615384615385; 'recall': 0.3582089552238806; 'f1-score': 0.4824120603015075; 'support': 134}; '1.0': {'precision': 0.7871287128712872; 'recall': 0.9492537313432836; 'f1-score': 0.8606224627875507; 'support': 335}; 'accuracy': 0.7803837953091685; 'macro avg': {'precision': 0.7627951256664128; 'recall': 0.6537313432835821; 'f1-score': 0.6715172615445291; 'support': 469}; 'weighted avg': {'precision': 0.7732238058970733; 'recall': 0.7803837953091685; 'f1-score': 0.7525623477915383; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; '1.0': {'precision': 0.717391304347826; 'recall': 0.8918918918918919; 'f1-score': 0.7951807228915664; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5253623188405797; 'recall': 0.5126126126126126; 'f1-score': 0.4928284566838784; 'support': 52}; 'weighted avg': {'precision': 0.6066053511705685; 'recall': 0.6730769230769231; 'f1-score': 0.6207467231563618; 'support': 52}}
l: 5,3,CNF,6,469,52,1,[469; 469],158,1018.270875,0.673077,23,[X0 >= 66.000000 OR X2 >= 0.800000 OR X4 >= 512.600000 OR X5 >= 43.000000 OR X6 < 23.000000 OR X7 >= 7.900000 OR X7 < 6.200000] AND [X0 >= 66.000000 OR X0 < 31.000000 OR (NOT X1) OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X5 >= 35.000000 OR X5 < 18.000000 OR X6 >= 42.000000 OR X9 < 0.700000] AND [X2 < 0.700000 OR X3 >= 0.600000 OR X4 >= 182.000000 OR X5 >= 21.000000 OR X6 < 19.000000 OR X9 >= 1.308000],{'0.0': {'precision': 0.8333333333333334; 'recall': 0.3358208955223881; 'f1-score': 0.4787234042553192; 'support': 134}; '1.0': {'precision': 0.7855421686746988; 'recall': 0.9731343283582089; 'f1-score': 0.8693333333333334; 'support': 335}; 'accuracy': 0.7910447761194029; 'macro avg': {'precision': 0.809437751004016; 'recall': 0.6544776119402985; 'f1-score': 0.6740283687943263; 'support': 469}; 'weighted avg': {'precision': 0.7991967871485944; 'recall': 0.7910447761194029; 'f1-score': 0.7577304964539008; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.26666666666666666; 'f1-score': 0.32; 'support': 15}; '1.0': {'precision': 0.7380952380952381; 'recall': 0.8378378378378378; 'f1-score': 0.7848101265822786; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.569047619047619; 'recall': 0.5522522522522523; 'f1-score': 0.5524050632911393; 'support': 52}; 'weighted avg': {'precision': 0.6405677655677656; 'recall': 0.6730769230769231; 'f1-score': 0.650730282375852; 'support': 52}}
l: 5,3,CNF,7,469,52,1,[469; 469],158,1054.772443,0.673077,24,[X0 >= 45.000000 OR (NOT X1) OR X3 >= 4.100000 OR X4 >= 195.000000 OR X6 >= 192.000000 OR X7 >= 7.900000 OR X7 < 6.000000 OR X9 >= 1.308000 OR X9 < 0.700000] AND [X0 >= 45.000000 OR X3 >= 0.300000 OR X4 < 150.000000 OR X6 >= 105.000000 OR X7 >= 6.600000 OR X9 >= 0.930000] AND [X0 < 49.000000 OR X2 < 0.700000 OR X4 >= 208.000000 OR X5 >= 43.000000 OR X5 < 18.000000 OR X6 >= 34.000000 OR X8 < 2.000000 OR X9 >= 1.308000 OR X9 < 0.546000],{'0.0': {'precision': 0.7777777777777778; 'recall': 0.3656716417910448; 'f1-score': 0.49746192893401014; 'support': 134}; '1.0': {'precision': 0.7906403940886699; 'recall': 0.9582089552238806; 'f1-score': 0.8663967611336033; 'support': 335}; 'accuracy': 0.7889125799573561; 'macro avg': {'precision': 0.7842090859332238; 'recall': 0.6619402985074627; 'f1-score': 0.6819293450338068; 'support': 469}; 'weighted avg': {'precision': 0.7869653608569864; 'recall': 0.7889125799573561; 'f1-score': 0.7609868090765767; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.2; 'f1-score': 0.26086956521739135; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8648648648648649; 'f1-score': 0.7901234567901235; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5511363636363636; 'recall': 0.5324324324324324; 'f1-score': 0.5254965110037575; 'support': 52}; 'weighted avg': {'precision': 0.6256555944055944; 'recall': 0.6730769230769231; 'f1-score': 0.6374540649902969; 'support': 52}}
l: 5,3,CNF,8,469,52,1,[469; 469],158,1059.556563,0.673077,22,[X0 >= 66.000000 OR (NOT X1) OR X2 < 0.700000 OR X3 >= 0.600000 OR X4 >= 282.000000 OR X5 >= 25.000000 OR X7 >= 7.900000 OR X9 >= 1.308000] AND [X0 >= 45.000000 OR X2 < 0.700000 OR X3 >= 0.600000 OR X6 >= 42.000000 OR X6 < 34.000000 OR X9 < 0.700000] AND [X0 >= 66.000000 OR X0 < 40.000000 OR X2 >= 2.000000 OR X3 < 0.200000 OR X4 >= 195.000000 OR X4 < 167.600000 OR X5 >= 35.000000 OR X6 < 19.000000],{'0.0': {'precision': 0.7962962962962963; 'recall': 0.3208955223880597; 'f1-score': 0.4574468085106383; 'support': 134}; '1.0': {'precision': 0.7807228915662651; 'recall': 0.9671641791044776; 'f1-score': 0.864; 'support': 335}; 'accuracy': 0.7825159914712153; 'macro avg': {'precision': 0.7885095939312807; 'recall': 0.6440298507462686; 'f1-score': 0.6607234042553192; 'support': 469}; 'weighted avg': {'precision': 0.7851724357748454; 'recall': 0.7825159914712153; 'f1-score': 0.7478419452887537; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.2; 'f1-score': 0.26086956521739135; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8648648648648649; 'f1-score': 0.7901234567901235; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5511363636363636; 'recall': 0.5324324324324324; 'f1-score': 0.5254965110037575; 'support': 52}; 'weighted avg': {'precision': 0.6256555944055944; 'recall': 0.6730769230769231; 'f1-score': 0.6374540649902969; 'support': 52}}
l: 5,3,CNF,9,469,52,1,[469; 469],158,1030.658653,0.807692,23,[X0 >= 66.000000 OR X2 < 0.700000 OR X3 >= 1.000000 OR X3 < 0.200000 OR X4 >= 195.000000 OR X5 >= 35.000000 OR X6 >= 42.000000 OR X6 < 19.000000 OR X9 >= 1.308000] AND [X0 < 31.000000 OR X2 >= 0.800000 OR X2 < 0.700000 OR X3 < 0.200000 OR X4 >= 282.000000 OR X4 < 150.000000 OR X6 >= 71.600000] AND [X0 < 55.000000 OR (NOT X1) OR X4 >= 282.000000 OR X4 < 167.600000 OR X5 >= 74.000000 OR X8 < 2.700000 OR X9 < 0.900000],{'0.0': {'precision': 0.6794871794871795; 'recall': 0.39552238805970147; 'f1-score': 0.5; 'support': 134}; '1.0': {'precision': 0.7928388746803069; 'recall': 0.9253731343283582; 'f1-score': 0.8539944903581266; 'support': 335}; 'accuracy': 0.7739872068230277; 'macro avg': {'precision': 0.7361630270837431; 'recall': 0.6604477611940298; 'f1-score': 0.6769972451790633; 'support': 469}; 'weighted avg': {'precision': 0.7604526760536992; 'recall': 0.7739872068230277; 'f1-score': 0.7528532073986618; 'support': 469}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.4; 'f1-score': 0.5454545454545455; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.972972972972973; 'f1-score': 0.8780487804878049; 'support': 37}; 'accuracy': 0.8076923076923077; 'macro avg': {'precision': 0.8285714285714285; 'recall': 0.6864864864864866; 'f1-score': 0.7117516629711752; 'support': 52}; 'weighted avg': {'precision': 0.8164835164835165; 'recall': 0.8076923076923077; 'f1-score': 0.7821081357666724; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'CNF', 'real_partition_size': [469, 469], 'n_partitions': 1}, (mean val acc cv) 0.681567 (+- 0.052339), (mean training time) 1027.921770 (+- 26.035031)
l: 5,3,DNF,0,468,53,1,[468; 468],158,1043.199549,0.716981,11,[X0 >= 31.000000 AND X5 >= 30.000000 AND X6 >= 34.000000 AND X8 < 4.100000] OR [X0 >= 40.000000 AND X2 >= 0.700000 AND X4 >= 167.600000 AND X8 < 3.600000] OR [X2 >= 0.800000 AND X4 >= 195.000000 AND X6 >= 23.000000],{'0.0': {'precision': 0.484472049689441; 'recall': 0.582089552238806; 'f1-score': 0.528813559322034; 'support': 134}; '1.0': {'precision': 0.8175895765472313; 'recall': 0.7514970059880239; 'f1-score': 0.7831513260530423; 'support': 334}; 'accuracy': 0.7029914529914529; 'macro avg': {'precision': 0.6510308131183362; 'recall': 0.666793279113415; 'f1-score': 0.6559824426875381; 'support': 468}; 'weighted avg': {'precision': 0.7222097718486332; 'recall': 0.7029914529914529; 'f1-score': 0.7103281193394629; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.6666666666666666; 'f1-score': 0.5714285714285715; 'support': 15}; '1.0': {'precision': 0.8484848484848485; 'recall': 0.7368421052631579; 'f1-score': 0.7887323943661972; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6742424242424243; 'recall': 0.7017543859649122; 'f1-score': 0.6800804828973843; 'support': 53}; 'weighted avg': {'precision': 0.7498570611778159; 'recall': 0.7169811320754716; 'f1-score': 0.7272313124027183; 'support': 53}}
l: 5,3,DNF,1,469,52,1,[469; 469],158,1024.530744,0.673077,14,[X1 AND X4 < 282.000000 AND X5 >= 25.000000 AND X6 >= 19.000000 AND X8 >= 2.500000] OR [X0 >= 31.000000 AND X5 >= 21.000000 AND X8 >= 2.000000 AND X9 < 0.900000] OR [X0 >= 23.000000 AND X2 >= 0.800000 AND X4 >= 167.600000 AND X7 < 7.900000 AND X9 < 1.308000],{'0.0': {'precision': 0.4857142857142857; 'recall': 0.5037037037037037; 'f1-score': 0.49454545454545457; 'support': 135}; '1.0': {'precision': 0.7963525835866262; 'recall': 0.7844311377245509; 'f1-score': 0.7903469079939668; 'support': 334}; 'accuracy': 0.7036247334754797; 'macro avg': {'precision': 0.6410334346504559; 'recall': 0.6440674207141273; 'f1-score': 0.6424461812697106; 'support': 469}; 'weighted avg': {'precision': 0.7069364424080208; 'recall': 0.7036247334754797; 'f1-score': 0.7052015002849068; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.42857142857142855; 'f1-score': 0.4137931034482759; 'support': 14}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7631578947368421; 'f1-score': 0.7733333333333334; 'support': 38}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5918918918918918; 'recall': 0.5958646616541353; 'f1-score': 0.5935632183908046; 'support': 52}; 'weighted avg': {'precision': 0.6804573804573805; 'recall': 0.6730769230769231; 'f1-score': 0.6765340406719719; 'support': 52}}
l: 5,3,DNF,2,469,52,1,[469; 469],158,1051.198291,0.673077,14,[X0 >= 23.000000 AND X4 >= 195.000000 AND X8 >= 2.000000 AND X9 < 1.200000] OR [X2 >= 0.800000 AND X5 >= 18.000000 AND X6 >= 28.000000 AND X7 < 7.900000 AND X9 < 1.200000] OR [X0 < 60.000000 AND X2 >= 0.800000 AND X4 >= 182.000000 AND X6 >= 23.000000 AND X7 < 7.900000],{'0.0': {'precision': 0.47674418604651164; 'recall': 0.6119402985074627; 'f1-score': 0.5359477124183006; 'support': 134}; '1.0': {'precision': 0.8249158249158249; 'recall': 0.7313432835820896; 'f1-score': 0.7753164556962026; 'support': 335}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.6508300054811683; 'recall': 0.6716417910447761; 'f1-score': 0.6556320840572516; 'support': 469}; 'weighted avg': {'precision': 0.7254382138103068; 'recall': 0.697228144989339; 'f1-score': 0.7069253861882306; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.4; 'f1-score': 0.4137931034482759; 'support': 15}; '1.0': {'precision': 0.7631578947368421; 'recall': 0.7837837837837838; 'f1-score': 0.7733333333333334; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5958646616541353; 'recall': 0.5918918918918918; 'f1-score': 0.5935632183908046; 'support': 52}; 'weighted avg': {'precision': 0.6666425679583574; 'recall': 0.6730769230769231; 'f1-score': 0.6696198054818745; 'support': 52}}
l: 5,3,DNF,3,469,52,1,[469; 469],158,1024.691167,0.692308,10,[X2 < 1.000000 AND X4 >= 167.600000 AND X8 < 4.100000] OR [X0 >= 31.000000 AND X3 >= 0.300000 AND X4 < 195.000000 AND X7 >= 6.200000] OR [X4 >= 182.000000 AND X6 >= 28.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.4896551724137931; 'recall': 0.5298507462686567; 'f1-score': 0.5089605734767025; 'support': 134}; '1.0': {'precision': 0.8055555555555556; 'recall': 0.7791044776119403; 'f1-score': 0.7921092564491655; 'support': 335}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6476053639846744; 'recall': 0.6544776119402985; 'f1-score': 0.650534914962934; 'support': 469}; 'weighted avg': {'precision': 0.7152983032293377; 'recall': 0.7078891257995735; 'f1-score': 0.7112096327427474; 'support': 469}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7837837837837838; 'f1-score': 0.7837837837837838; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6252252252252253; 'recall': 0.6252252252252253; 'f1-score': 0.6252252252252253; 'support': 52}; 'weighted avg': {'precision': 0.6923076923076923; 'recall': 0.6923076923076923; 'f1-score': 0.6923076923076923; 'support': 52}}
l: 5,3,DNF,4,469,52,1,[469; 469],158,1000.267772,0.576923,10,[X0 < 45.000000 AND X4 >= 182.000000 AND X9 < 0.900000] OR [X0 >= 31.000000 AND X5 >= 25.000000 AND X8 < 4.100000 AND X8 >= 2.500000] OR [X2 >= 0.700000 AND X4 >= 182.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.5071428571428571; 'recall': 0.5298507462686567; 'f1-score': 0.5182481751824817; 'support': 134}; '1.0': {'precision': 0.8085106382978723; 'recall': 0.7940298507462686; 'f1-score': 0.8012048192771084; 'support': 335}; 'accuracy': 0.7185501066098081; 'macro avg': {'precision': 0.6578267477203648; 'recall': 0.6619402985074627; 'f1-score': 0.659726497229795; 'support': 469}; 'weighted avg': {'precision': 0.722405557967868; 'recall': 0.7185501066098081; 'f1-score': 0.7203600638215009; 'support': 469}},{'0.0': {'precision': 0.3157894736842105; 'recall': 0.4; 'f1-score': 0.35294117647058826; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.6486486486486487; 'f1-score': 0.6857142857142857; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5215311004784688; 'recall': 0.5243243243243243; 'f1-score': 0.519327731092437; 'support': 52}; 'weighted avg': {'precision': 0.6085756348914244; 'recall': 0.5769230769230769; 'f1-score': 0.589722042663219; 'support': 52}}
