lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,1,[26374; 26374],296,1068.119129,0.821563,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8228152270140382; 'recall': 0.974779004145233; 'f1-score': 0.8923738112655449; 'support': 20023}; '1': {'precision': 0.8096494534489257; 'recall': 0.3382144544166273; 'f1-score': 0.4771212794313638; 'support': 6351}; 'accuracy': 0.8214908622127853; 'macro avg': {'precision': 0.816232340231482; 'recall': 0.6564967292809302; 'f1-score': 0.6847475453484544; 'support': 26374}; 'weighted avg': {'precision': 0.8196448384528784; 'recall': 0.8214908622127853; 'f1-score': 0.7923787847364298; 'support': 26374}},{'0': {'precision': 0.8208898944193062; 'recall': 0.9784269662921349; 'f1-score': 0.892761943817921; 'support': 2225}; '1': {'precision': 0.8279569892473119; 'recall': 0.3271954674220963; 'f1-score': 0.4690355329949238; 'support': 706}; 'accuracy': 0.8215626066189013; 'macro avg': {'precision': 0.824423441833309; 'recall': 0.6528112168571156; 'f1-score': 0.6808987384064223; 'support': 2931}; 'weighted avg': {'precision': 0.822592169734411; 'recall': 0.8215626066189013; 'f1-score': 0.7906975132341488; 'support': 2931}}
10,3,CNF,2,26374,2931,1,[26374; 26374],296,1030.116999,0.750938,53,[X1 == 1 OR X1 == 2 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X3 == 15 OR X6 == 5 OR X6 == 7 OR X6 == 14 OR X7 == 5 OR X10 >= 6618.500000 OR X13 == 2 OR X13 == 5 OR X13 == 11 OR X13 == 18 OR X13 == 19 OR X13 == 21 OR X13 == 22 OR X13 == 24 OR X13 == 30 OR X13 == 33 OR X13 == 34 OR X13 == 41] AND [X1 == 1 OR X1 == 5 OR X4 >= 10.500000 OR X6 == 4 OR X6 == 11 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 2168.500000 OR X13 == 0 OR X13 == 1 OR X13 == 2 OR X13 == 20 OR X13 == 21 OR X13 == 33 OR X13 == 34] AND [X1 == 1 OR X1 == 5 OR X3 == 8 OR X4 >= 12.500000 OR X6 == 4 OR X6 == 11 OR X7 == 5 OR X8 == 1 OR X10 >= 5119.000000 OR X11 >= 2218.500000 OR X13 == 2 OR X13 == 20 OR X13 == 21 OR X13 == 33 OR X13 == 34],{'0': {'precision': 0.8472193929517213; 'recall': 0.8308445287918893; 'f1-score': 0.8389520663657681; 'support': 20023}; '1': {'precision': 0.4973285841495993; 'recall': 0.5276334435521965; 'f1-score': 0.5120330048132019; 'support': 6351}; 'accuracy': 0.7578296807461894; 'macro avg': {'precision': 0.6722739885506603; 'recall': 0.6792389861720429; 'f1-score': 0.675492535589485; 'support': 26374}; 'weighted avg': {'precision': 0.7629638182682347; 'recall': 0.7578296807461894; 'f1-score': 0.7602282110567384; 'support': 26374}},{'0': {'precision': 0.8449469312413475; 'recall': 0.8229213483146067; 'f1-score': 0.8337887067395263; 'support': 2225}; '1': {'precision': 0.48429319371727747; 'recall': 0.5240793201133145; 'f1-score': 0.5034013605442178; 'support': 706}; 'accuracy': 0.7509382463323098; 'macro avg': {'precision': 0.6646200624793125; 'recall': 0.6735003342139606; 'f1-score': 0.668595033641872; 'support': 2931}; 'weighted avg': {'precision': 0.7580750313123152; 'recall': 0.7509382463323098; 'f1-score': 0.7542071760626625; 'support': 2931}}
10,3,CNF,3,26374,2931,1,[26374; 26374],296,1031.768462,0.757762,56,[X1 == 1 OR X3 == 3 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 6 OR X6 == 13 OR X7 == 5 OR X8 == 0 OR X10 >= 5119.000000 OR X11 >= 1551.500000 OR X12 >= 49.500000 OR X13 == 2 OR X13 == 20 OR X13 == 31 OR X13 == 41] AND [X1 == 1 OR X1 == 2 OR X3 == 7 OR X3 == 14 OR X5 == 3 OR X6 == 13 OR X6 == 14 OR X7 == 5 OR X10 >= 5505.500000 OR X11 >= 1975.500000 OR X13 == 2 OR X13 == 10 OR X13 == 14 OR X13 == 20 OR X13 == 22 OR X13 == 24 OR X13 == 34 OR X13 == 37 OR X13 == 41] AND [X0 >= 54.500000 OR X1 == 1 OR X1 == 5 OR X1 == 6 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X6 == 13 OR X6 == 14 OR X7 == 5 OR X8 == 0 OR X10 >= 7073.500000 OR X11 >= 2218.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 10 OR X13 == 14 OR X13 == 20 OR X13 == 22 OR X13 == 24 OR X13 == 41],{'0': {'precision': 0.8224421822958202; 'recall': 0.8755930679718323; 'f1-score': 0.8481857764876632; 'support': 20023}; '1': {'precision': 0.5074154637136642; 'recall': 0.4040308612816879; 'f1-score': 0.449859747545582; 'support': 6351}; 'accuracy': 0.7620383711230757; 'macro avg': {'precision': 0.6649288230047422; 'recall': 0.6398119646267602; 'f1-score': 0.6490227620166227; 'support': 26374}; 'weighted avg': {'precision': 0.746582066662421; 'recall': 0.7620383711230757; 'f1-score': 0.7522667422186423; 'support': 26374}},{'0': {'precision': 0.8230277185501066; 'recall': 0.8674157303370786; 'f1-score': 0.8446389496717723; 'support': 2225}; '1': {'precision': 0.49658703071672355; 'recall': 0.4121813031161473; 'f1-score': 0.4504643962848297; 'support': 706}; 'accuracy': 0.7577618560218355; 'macro avg': {'precision': 0.6598073746334151; 'recall': 0.6397985167266129; 'f1-score': 0.6475516729783011; 'support': 2931}; 'weighted avg': {'precision': 0.7443968329785036; 'recall': 0.7577618560218355; 'f1-score': 0.7496927761162686; 'support': 2931}}
10,3,CNF,4,26374,2931,1,[26374; 26374],296,1028.014632,0.806209,42,[X0 >= 43.500000 OR X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 11 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1551.500000 OR X13 == 1 OR X13 == 3 OR X13 == 11] AND [X1 == 5 OR X1 == 7 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 14 OR X10 >= 3048.000000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 11 OR X13 == 18 OR X13 == 19 OR X13 == 24] AND [X1 == 5 OR X1 == 7 OR X3 == 9 OR X3 == 10 OR X5 == 1 OR X6 == 3 OR X6 == 11 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1551.500000 OR X13 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 12 OR X13 == 22 OR X13 == 32 OR X13 == 41],{'0': {'precision': 0.8262912860154603; 'recall': 0.9395694950806572; 'f1-score': 0.8792970484447664; 'support': 20023}; '1': {'precision': 0.6644481419855796; 'recall': 0.37726342308297905; 'f1-score': 0.4812694586722908; 'support': 6351}; 'accuracy': 0.8041631910214605; 'macro avg': {'precision': 0.74536971400052; 'recall': 0.6584164590818181; 'f1-score': 0.6802832535585286; 'support': 26374}; 'weighted avg': {'precision': 0.787318592918707; 'recall': 0.8041631910214605; 'f1-score': 0.7834498799210312; 'support': 26374}},{'0': {'precision': 0.8270825108566917; 'recall': 0.9415730337078652; 'f1-score': 0.8806221101303069; 'support': 2225}; '1': {'precision': 0.6733668341708543; 'recall': 0.37960339943342775; 'f1-score': 0.4855072463768116; 'support': 706}; 'accuracy': 0.8062094848174685; 'macro avg': {'precision': 0.750224672513773; 'recall': 0.6605882165706465; 'f1-score': 0.6830646782535592; 'support': 2931}; 'weighted avg': {'precision': 0.7900564897921399; 'recall': 0.8062094848174685; 'f1-score': 0.7854494407990317; 'support': 2931}}
10,3,CNF,5,26375,2930,1,[26375; 26375],296,1033.622885,0.800341,46,[X3 == 8 OR X5 == 1 OR X6 == 4 OR X10 >= 4243.500000 OR X11 >= 2384.500000 OR X12 >= 49.500000 OR X13 == 0 OR X13 == 1 OR X13 == 2 OR X13 == 10 OR X13 == 22 OR X13 == 25 OR X13 == 30 OR X13 == 31 OR X13 == 36 OR X13 == 38 OR X13 == 41] AND [X1 == 2 OR X3 == 12 OR X3 == 14 OR X5 == 0 OR X5 == 1 OR X6 == 12 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 2 OR X13 == 22 OR X13 == 30 OR X13 == 31 OR X13 == 33 OR X13 == 34 OR X13 == 36 OR X13 == 37] AND [X1 == 6 OR X3 == 12 OR X3 == 14 OR X6 == 8 OR X7 == 0 OR X7 == 5 OR X8 == 1 OR X10 >= 6618.500000 OR X11 >= 2384.500000 OR X13 == 36],{'0': {'precision': 0.8324706305981906; 'recall': 0.9236877590770614; 'f1-score': 0.8757102272727273; 'support': 20023}; '1': {'precision': 0.6325156325156325; 'recall': 0.4140428211586902; 'f1-score': 0.500475737392959; 'support': 6352}; 'accuracy': 0.8009478672985783; 'macro avg': {'precision': 0.7324931315569115; 'recall': 0.6688652901178758; 'f1-score': 0.6880929823328432; 'support': 26375}; 'weighted avg': {'precision': 0.7843146439509713; 'recall': 0.8009478672985783; 'f1-score': 0.7853409578995979; 'support': 26375}},{'0': {'precision': 0.8317152103559871; 'recall': 0.9240449438202247; 'f1-score': 0.875452416436023; 'support': 2225}; '1': {'precision': 0.631004366812227; 'recall': 0.4099290780141844; 'f1-score': 0.49699054170249357; 'support': 705}; 'accuracy': 0.8003412969283277; 'macro avg': {'precision': 0.731359788584107; 'recall': 0.6669870109172046; 'f1-score': 0.6862214790692582; 'support': 2930}; 'weighted avg': {'precision': 0.7834213043155943; 'recall': 0.8003412969283277; 'f1-score': 0.7843890643243718; 'support': 2930}}
10,3,CNF,6,26375,2930,1,[26375; 26375],296,1029.398901,0.772355,41,[X0 >= 27.500000 OR X3 == 14 OR X5 == 1 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 7 OR X13 == 17 OR X13 == 19 OR X13 == 31] AND [X1 == 7 OR X3 == 7 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 11 OR X6 == 14 OR X10 >= 5316.500000 OR X11 >= 1820.500000 OR X13 == 1 OR X13 == 11 OR X13 == 19 OR X13 == 22 OR X13 == 34 OR X13 == 36 OR X13 == 41] AND [X3 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 11 OR X6 == 14 OR X7 == 5 OR X8 == 1 OR X10 >= 5505.500000 OR X11 >= 1820.500000 OR X13 == 11 OR X13 == 22 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.8378807564602281; 'recall': 0.8695999600459472; 'f1-score': 0.8534457406136653; 'support': 20023}; '1': {'precision': 0.5332499106185199; 'recall': 0.46961586901763225; 'f1-score': 0.4994140298007701; 'support': 6352}; 'accuracy': 0.7732701421800948; 'macro avg': {'precision': 0.685565333539374; 'recall': 0.6696079145317897; 'f1-score': 0.6764298852072177; 'support': 26375}; 'weighted avg': {'precision': 0.7645152537953359; 'recall': 0.7732701421800948; 'f1-score': 0.7681828239469919; 'support': 26375}},{'0': {'precision': 0.8369377162629758; 'recall': 0.8696629213483146; 'f1-score': 0.8529865549922856; 'support': 2225}; '1': {'precision': 0.5307443365695793; 'recall': 0.4652482269503546; 'f1-score': 0.4958427815570673; 'support': 705}; 'accuracy': 0.7723549488054607; 'macro avg': {'precision': 0.6838410264162775; 'recall': 0.6674555741493347; 'f1-score': 0.6744146682746764; 'support': 2930}; 'weighted avg': {'precision': 0.7632631999886261; 'recall': 0.7723549488054607; 'f1-score': 0.7670526436367126; 'support': 2930}}
10,3,CNF,7,26375,2930,1,[26375; 26375],296,1029.106071,0.749488,54,[X1 == 5 OR X1 == 6 OR X3 == 10 OR X3 == 14 OR X6 == 4 OR X6 == 13 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1551.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 5 OR X13 == 20 OR X13 == 22 OR X13 == 24 OR X13 == 30 OR X13 == 31] AND [X1 == 6 OR X3 == 10 OR X3 == 14 OR X6 == 4 OR X6 == 13 OR X6 == 14 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1551.500000 OR X13 == 1 OR X13 == 5 OR X13 == 20 OR X13 == 22 OR X13 == 24 OR X13 == 30 OR X13 == 31] AND [X0 >= 54.500000 OR X1 == 5 OR X1 == 6 OR X3 == 10 OR X6 == 13 OR X6 == 14 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1551.500000 OR X13 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 5 OR X13 == 8 OR X13 == 10 OR X13 == 20 OR X13 == 22 OR X13 == 24 OR X13 == 30 OR X13 == 31 OR X13 == 41],{'0': {'precision': 0.8427385892116183; 'recall': 0.8114668131648604; 'f1-score': 0.8268071139607663; 'support': 20023}; '1': {'precision': 0.4679351656095842; 'recall': 0.5226700251889169; 'f1-score': 0.4937904365285937; 'support': 6352}; 'accuracy': 0.741914691943128; 'macro avg': {'precision': 0.6553368774106012; 'recall': 0.6670684191768886; 'f1-score': 0.6602987752446801; 'support': 26375}; 'weighted avg': {'precision': 0.7524731353075378; 'recall': 0.741914691943128; 'f1-score': 0.746605334432836; 'support': 26375}},{'0': {'precision': 0.8475524475524475; 'recall': 0.8170786516853933; 'f1-score': 0.8320366132723112; 'support': 2225}; '1': {'precision': 0.48152866242038217; 'recall': 0.5361702127659574; 'f1-score': 0.5073825503355704; 'support': 705}; 'accuracy': 0.7494880546075086; 'macro avg': {'precision': 0.6645405549864148; 'recall': 0.6766244322256754; 'f1-score': 0.6697095818039408; 'support': 2930}; 'weighted avg': {'precision': 0.759481878092343; 'recall': 0.7494880546075086; 'f1-score': 0.7539201919854844; 'support': 2930}}
10,3,CNF,8,26375,2930,1,[26375; 26375],296,1030.302560,0.735836,33,[X1 == 2 OR X3 == 9 OR X6 == 13 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 7 OR X13 == 8 OR X13 == 18 OR X13 == 34 OR X13 == 36 OR X13 == 41] AND [X1 == 2 OR X3 == 9 OR X6 == 13 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 7 OR X13 == 8 OR X13 == 18 OR X13 == 34 OR X13 == 36 OR X13 == 41] AND [X1 == 2 OR X3 == 9 OR X6 == 13 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 7 OR X13 == 8 OR X13 == 18 OR X13 == 34 OR X13 == 36 OR X13 == 41],{'0': {'precision': 0.8426034244390088; 'recall': 0.7913503795445466; 'f1-score': 0.8161730620654134; 'support': 20024}; '1': {'precision': 0.44801162637072267; 'recall': 0.5339316643048339; 'f1-score': 0.4872126436781609; 'support': 6351}; 'accuracy': 0.7293649289099526; 'macro avg': {'precision': 0.6453075254048657; 'recall': 0.6626410219246902; 'f1-score': 0.6516928528717871; 'support': 26375}; 'weighted avg': {'precision': 0.7475872155468121; 'recall': 0.7293649289099526; 'f1-score': 0.7369606405610555; 'support': 26375}},{'0': {'precision': 0.8397375820056232; 'recall': 0.8057553956834532; 'f1-score': 0.8223955943093163; 'support': 2224}; '1': {'precision': 0.457286432160804; 'recall': 0.5155807365439093; 'f1-score': 0.48468708388814913; 'support': 706}; 'accuracy': 0.7358361774744028; 'macro avg': {'precision': 0.6485120070832135; 'recall': 0.6606680661136812; 'f1-score': 0.6535413390987327; 'support': 2930}; 'weighted avg': {'precision': 0.7475838237153698; 'recall': 0.7358361774744028; 'f1-score': 0.741022826951861; 'support': 2930}}
10,3,CNF,9,26375,2930,1,[26375; 26375],296,1031.594421,0.785324,53,[X1 == 1 OR X3 == 3 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X10 >= 5119.000000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 8 OR X13 == 9 OR X13 == 20 OR X13 == 24 OR X13 == 30 OR X13 == 31 OR X13 == 35] AND [X3 == 3 OR X3 == 7 OR X4 >= 13.500000 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 5 OR X13 == 8 OR X13 == 18 OR X13 == 20 OR X13 == 24 OR X13 == 30 OR X13 == 31 OR X13 == 35 OR X13 == 41] AND [X1 == 6 OR X3 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 5 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 2384.500000 OR X13 == 5 OR X13 == 8 OR X13 == 18 OR X13 == 20 OR X13 == 24 OR X13 == 30 OR X13 == 31 OR X13 == 35 OR X13 == 41],{'0': {'precision': 0.8280149745966664; 'recall': 0.9278365960846984; 'f1-score': 0.8750883142574538; 'support': 20024}; '1': {'precision': 0.6329692659385319; 'recall': 0.39237915288930875; 'f1-score': 0.484447900466563; 'support': 6351}; 'accuracy': 0.7989004739336493; 'macro avg': {'precision': 0.7304921202675991; 'recall': 0.6601078744870036; 'f1-score': 0.6797681073620084; 'support': 26375}; 'weighted avg': {'precision': 0.7810487074615835; 'recall': 0.7989004739336493; 'f1-score': 0.7810235837177022; 'support': 26375}},{'0': {'precision': 0.8224828143954711; 'recall': 0.914568345323741; 'f1-score': 0.866084734937194; 'support': 2224}; '1': {'precision': 0.5842450765864332; 'recall': 0.3781869688385269; 'f1-score': 0.45915735167669813; 'support': 706}; 'accuracy': 0.7853242320819113; 'macro avg': {'precision': 0.7033639454909522; 'recall': 0.6463776570811339; 'f1-score': 0.662621043306946; 'support': 2930}; 'weighted avg': {'precision': 0.7650780898585494; 'recall': 0.7853242320819113; 'f1-score': 0.7680332903699892; 'support': 2930}}
10,3,DNF,0,26374,2931,1,[26374; 26374],296,1018.634547,0.759809,170,[X0 < 61.500000 AND X0 >= 23.500000 AND X1 != 1 AND X1 != 5 AND X1 != 6 AND X1 != 8 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X3 != 14 AND X3 != 15 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 3 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X8 != 3 AND X10 < 4973.500000 AND X11 < 1978.500000 AND X12 < 49.500000 AND X13 != 0 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 12 AND X13 != 13 AND X13 != 18 AND X13 != 19 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 36 AND X13 != 37 AND X13 != 38 AND X13 != 40 AND X13 != 41] OR [X0 < 43.500000 AND X0 >= 29.500000 AND X1 != 1 AND X1 != 3 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 8 AND X3 != 15 AND X5 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 11 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X11 < 1978.500000 AND X12 >= 34.500000 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 12 AND X13 != 14 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 38 AND X13 != 40 AND X13 != 41] OR [X0 < 43.500000 AND X0 >= 29.500000 AND X1 != 1 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 12 AND X3 != 15 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 6 AND X6 != 0 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X13 != 0 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 14 AND X13 != 18 AND X13 != 20 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 28 AND X13 != 31 AND X13 != 33 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8025928367391783; 'recall': 0.9121010837536833; 'f1-score': 0.8538501098695591; 'support': 20023}; '1': {'precision': 0.513677811550152; 'recall': 0.29270980947882225; 'f1-score': 0.3729187562688065; 'support': 6351}; 'accuracy': 0.7629483582315917; 'macro avg': {'precision': 0.6581353241446651; 'recall': 0.6024054466162527; 'f1-score': 0.6133844330691828; 'support': 26374}; 'weighted avg': {'precision': 0.7330205562744969; 'recall': 0.7629483582315917; 'f1-score': 0.7380392724266843; 'support': 26374}},{'0': {'precision': 0.8016660055533519; 'recall': 0.908314606741573; 'f1-score': 0.8516645596291614; 'support': 2225}; '1': {'precision': 0.5024390243902439; 'recall': 0.29178470254957506; 'f1-score': 0.36917562724014336; 'support': 706}; 'accuracy': 0.7598089389286933; 'macro avg': {'precision': 0.652052514971798; 'recall': 0.600049654645574; 'f1-score': 0.6104200934346524; 'support': 2931}; 'weighted avg': {'precision': 0.7295901786338178; 'recall': 0.7598089389286933; 'f1-score': 0.7354457993880674; 'support': 2931}}
10,3,DNF,1,26374,2931,1,[26374; 26374],296,1018.016557,0.796656,138,[X0 >= 23.500000 AND X1 != 0 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X3 != 13 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 13 AND X13 != 15 AND X13 != 17 AND X13 != 19 AND X13 != 22 AND X13 != 25 AND X13 != 26 AND X13 != 35 AND X13 != 40] OR [X0 >= 27.500000 AND X1 != 5 AND X1 != 6 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 11 AND X3 != 13 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 13 AND X7 != 1 AND X7 != 2 AND X8 != 0 AND X8 != 2 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 13 AND X13 != 15 AND X13 != 16 AND X13 != 17 AND X13 != 19 AND X13 != 22 AND X13 != 23 AND X13 != 26 AND X13 != 28 AND X13 != 29 AND X13 != 33 AND X13 != 35 AND X13 != 40 AND X13 != 41] OR [X0 >= 23.500000 AND X1 != 0 AND X3 != 0 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X3 != 12 AND X3 != 13 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 6 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 13 AND X13 != 15 AND X13 != 16 AND X13 != 17 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 29 AND X13 != 32 AND X13 != 35 AND X13 != 37 AND X13 != 40],{'0': {'precision': 0.8359763968283238; 'recall': 0.9056584927333566; 'f1-score': 0.8694234687762196; 'support': 20023}; '1': {'precision': 0.5965399401964973; 'recall': 0.43977326405290507; 'f1-score': 0.506299283966283; 'support': 6351}; 'accuracy': 0.793470842496398; 'macro avg': {'precision': 0.7162581685124105; 'recall': 0.6727158783931309; 'f1-score': 0.6878613763712513; 'support': 26374}; 'weighted avg': {'precision': 0.7783188198180588; 'recall': 0.793470842496398; 'f1-score': 0.7819812265024687; 'support': 26374}},{'0': {'precision': 0.8383880348982136; 'recall': 0.9069662921348315; 'f1-score': 0.8713298791018999; 'support': 2225}; '1': {'precision': 0.6049618320610687; 'recall': 0.4490084985835694; 'f1-score': 0.5154471544715448; 'support': 706}; 'accuracy': 0.7966564312521324; 'macro avg': {'precision': 0.7216749334796411; 'recall': 0.6779873953592004; 'f1-score': 0.6933885167867223; 'support': 2931}; 'weighted avg': {'precision': 0.7821618666269669; 'recall': 0.7966564312521324; 'f1-score': 0.7856071893751748; 'support': 2931}}
