lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,1,[26374; 26374],296,1049.288651,0.818833,5,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 1 OR X13 == 41],{'0': {'precision': 0.8232389313299286; 'recall': 0.9741297507865954; 'f1-score': 0.8923506267728063; 'support': 20023}; '1': {'precision': 0.8067885117493473; 'recall': 0.34057628719886635; 'f1-score': 0.4789636846767051; 'support': 6351}; 'accuracy': 0.8215666944718283; 'macro avg': {'precision': 0.815013721539638; 'recall': 0.6573530189927308; 'f1-score': 0.6856571557247557; 'support': 26374}; 'weighted avg': {'precision': 0.8192775824728622; 'recall': 0.8215666944718283; 'f1-score': 0.7928048442122414; 'support': 26374}},{'0': {'precision': 0.8203479576399395; 'recall': 0.9748314606741573; 'f1-score': 0.8909426987060999; 'support': 2225}; '1': {'precision': 0.8048780487804879; 'recall': 0.3271954674220963; 'f1-score': 0.4652567975830816; 'support': 706}; 'accuracy': 0.8188331627430911; 'macro avg': {'precision': 0.8126130032102137; 'recall': 0.6510134640481268; 'f1-score': 0.6780997481445907; 'support': 2931}; 'weighted avg': {'precision': 0.8166216677543126; 'recall': 0.8188331627430911; 'f1-score': 0.7884062789883071; 'support': 2931}}
10,2,DNF,8,26375,2930,1,[26375; 26375],296,1017.092209,0.810239,69,[X0 < 61.500000 AND X0 >= 43.500000 AND X1 != 1 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 10 AND X6 != 12 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 1 AND X9 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 20 AND X13 != 33] OR [X0 < 61.500000 AND X0 >= 29.500000 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 4 AND X13 != 9 AND X13 != 19 AND X13 != 20 AND X13 != 24 AND X13 != 31 AND X13 != 33 AND X13 != 41],{'0': {'precision': 0.8131260650899871; 'recall': 0.9769776268477827; 'f1-score': 0.8875530249756142; 'support': 20024}; '1': {'precision': 0.8009499136442142; 'recall': 0.2920799874035585; 'f1-score': 0.42806045921310726; 'support': 6351}; 'accuracy': 0.8120568720379147; 'macro avg': {'precision': 0.8070379893671007; 'recall': 0.6345288071256706; 'f1-score': 0.6578067420943607; 'support': 26375}; 'weighted avg': {'precision': 0.810194093987348; 'recall': 0.8120568720379147; 'f1-score': 0.7769089572919106; 'support': 26375}},{'0': {'precision': 0.8118922961854899; 'recall': 0.9761690647482014; 'f1-score': 0.8864842792976725; 'support': 2224}; '1': {'precision': 0.79296875; 'recall': 0.28753541076487255; 'f1-score': 0.4220374220374221; 'support': 706}; 'accuracy': 0.8102389078498293; 'macro avg': {'precision': 0.8024305230927449; 'recall': 0.631852237756537; 'f1-score': 0.6542608506675474; 'support': 2930}; 'weighted avg': {'precision': 0.807332561166051; 'recall': 0.8102389078498293; 'f1-score': 0.7745731935551001; 'support': 2930}}
10,2,DNF,9,26375,2930,1,[26375; 26375],296,1016.475790,0.730717,107,[X0 >= 23.500000 AND X1 != 1 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 0 AND X6 != 6 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 1551.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 16 AND X13 != 18 AND X13 != 19 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 36 AND X13 != 40] OR [X0 >= 23.500000 AND X1 != 0 AND X1 != 1 AND X1 != 8 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 3726.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 11 AND X13 != 13 AND X13 != 16 AND X13 != 19 AND X13 != 21 AND X13 != 23 AND X13 != 24 AND X13 != 27 AND X13 != 28 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 36 AND X13 != 40],{'0': {'precision': 0.8486824083712267; 'recall': 0.7736216540151818; 'f1-score': 0.8094155759333281; 'support': 20024}; '1': {'precision': 0.441886234917508; 'recall': 0.5651078570303889; 'f1-score': 0.49595799074138047; 'support': 6351}; 'accuracy': 0.7234123222748815; 'macro avg': {'precision': 0.6452843216443673; 'recall': 0.6693647555227853; 'f1-score': 0.6526867833373543; 'support': 26375}; 'weighted avg': {'precision': 0.7507274321587312; 'recall': 0.7234123222748815; 'f1-score': 0.7339361778838851; 'support': 26375}},{'0': {'precision': 0.8582126809785322; 'recall': 0.772931654676259; 'f1-score': 0.8133427963094393; 'support': 2224}; '1': {'precision': 0.4552319309600863; 'recall': 0.5977337110481586; 'f1-score': 0.516840171463564; 'support': 706}; 'accuracy': 0.730716723549488; 'macro avg': {'precision': 0.6567223059693093; 'recall': 0.6853326828622088; 'f1-score': 0.6650914838865016; 'support': 2930}; 'weighted avg': {'precision': 0.761112199916067; 'recall': 0.730716723549488; 'f1-score': 0.7418988191281465; 'support': 2930}}
10,3,CNF,0,26374,2931,1,[26374; 26374],296,1028.264788,0.591266,41,[X3 == 12 OR X4 >= 14.500000 OR X5 != 5 OR X10 >= 4668.500000 OR X11 >= 2218.500000] AND [X1 != 4 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 5 OR X6 == 7 OR X6 == 13 OR X10 >= 7073.500000 OR X11 >= 2384.500000 OR X13 == 1 OR X13 == 8 OR X13 == 9 OR X13 == 10 OR X13 == 12 OR X13 == 17 OR X13 == 19 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 24 OR X13 == 29 OR X13 == 31 OR X13 == 32 OR X13 == 34 OR X13 == 37] AND [X1 == 7 OR X3 == 14 OR X6 != 8 OR X10 >= 7073.500000 OR X11 >= 2218.500000 OR X13 == 9 OR X13 == 12 OR X13 == 23 OR X13 == 24 OR X13 == 35],{'0': {'precision': 0.822364391206697; 'recall': 0.6034560255705939; 'f1-score': 0.6961055421131468; 'support': 20023}; '1': {'precision': 0.3202636760551323; 'recall': 0.589041095890411; 'f1-score': 0.41492901508429464; 'support': 6351}; 'accuracy': 0.5999848335481914; 'macro avg': {'precision': 0.5713140336309146; 'recall': 0.5962485607305024; 'f1-score': 0.5555172785987207; 'support': 26374}; 'weighted avg': {'precision': 0.7014558584878229; 'recall': 0.5999848335481914; 'f1-score': 0.6283967333181123; 'support': 26374}},{'0': {'precision': 0.820737039350406; 'recall': 0.590561797752809; 'f1-score': 0.6868792472556194; 'support': 2225}; '1': {'precision': 0.3150375939849624; 'recall': 0.5934844192634561; 'f1-score': 0.41159135559921417; 'support': 706}; 'accuracy': 0.591265779597407; 'macro avg': {'precision': 0.5678873166676842; 'recall': 0.5920231085081326; 'f1-score': 0.5492353014274168; 'support': 2931}; 'weighted avg': {'precision': 0.6989274834213705; 'recall': 0.591265779597407; 'f1-score': 0.6205697107460929; 'support': 2931}}
10,3,CNF,1,26374,2931,1,[26374; 26374],296,1029.279305,0.778233,53,[X0 >= 54.500000 OR X6 == 11 OR X10 >= 3048.000000 OR X12 >= 41.500000 OR X13 == 1 OR X13 == 9 OR X13 == 17 OR X13 == 19 OR X13 == 20 OR X13 == 23 OR X13 == 24 OR X13 == 27 OR X13 == 30 OR X13 == 31 OR X13 == 36] AND [X1 == 7 OR X4 >= 12.500000 OR X6 == 7 OR X6 == 10 OR X6 == 11 OR X10 >= 4932.500000 OR X11 >= 1568.500000 OR X13 == 1 OR X13 == 5 OR X13 == 9 OR X13 == 11 OR X13 == 12 OR X13 == 19 OR X13 == 23 OR X13 == 24 OR X13 == 27] AND [X1 == 1 OR X1 == 5 OR X1 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 15 OR X6 == 11 OR X6 == 12 OR X6 == 13 OR X7 == 5 OR X8 == 1 OR X8 == 2 OR X10 >= 5119.000000 OR X11 >= 1551.500000 OR X13 == 5 OR X13 == 7 OR X13 == 9 OR X13 == 10 OR X13 == 12 OR X13 == 18 OR X13 == 22 OR X13 == 34],{'0': {'precision': 0.8334867452135494; 'recall': 0.9044598711481796; 'f1-score': 0.8675241311585351; 'support': 20023}; '1': {'precision': 0.5882479552303056; 'recall': 0.430325932923949; 'f1-score': 0.49704464854051106; 'support': 6351}; 'accuracy': 0.7902858876165921; 'macro avg': {'precision': 0.7108673502219275; 'recall': 0.6673929020360643; 'f1-score': 0.6822843898495231; 'support': 26374}; 'weighted avg': {'precision': 0.7744319353559782; 'recall': 0.7902858876165921; 'f1-score': 0.7783106939056696; 'support': 26374}},{'0': {'precision': 0.826627955205309; 'recall': 0.8957303370786517; 'f1-score': 0.859792924935289; 'support': 2225}; '1': {'precision': 0.5538461538461539; 'recall': 0.40793201133144474; 'f1-score': 0.4698205546492659; 'support': 706}; 'accuracy': 0.7782326850904129; 'macro avg': {'precision': 0.6902370545257315; 'recall': 0.6518311742050482; 'f1-score': 0.6648067397922774; 'support': 2931}; 'weighted avg': {'precision': 0.760922069241623; 'recall': 0.7782326850904129; 'f1-score': 0.7658589456033436; 'support': 2931}}
10,3,CNF,2,26374,2931,1,[26374; 26374],296,1027.099044,0.740703,56,[X0 >= 61.500000 OR X3 == 9 OR X3 == 10 OR X5 == 0 OR X6 == 13 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 9 OR X13 == 17 OR X13 == 19 OR X13 == 24 OR X13 == 30 OR X13 == 38 OR X13 == 40 OR X13 == 41] AND [X1 == 6 OR X3 == 9 OR X3 == 10 OR X6 == 2 OR X6 == 5 OR X7 == 5 OR X8 == 2 OR X8 == 3 OR X10 >= 5119.000000 OR X11 >= 2384.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 9 OR X13 == 12 OR X13 == 17 OR X13 == 21 OR X13 == 30 OR X13 == 31 OR X13 == 40 OR X13 == 41] AND [X1 == 1 OR X3 == 5 OR X3 == 9 OR X3 == 10 OR X3 == 14 OR X7 == 1 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 2384.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 12 OR X13 == 17 OR X13 == 21 OR X13 == 30 OR X13 == 31 OR X13 == 38 OR X13 == 40 OR X13 == 41],{'0': {'precision': 0.8424524844232683; 'recall': 0.8035758877291115; 'f1-score': 0.822555084095905; 'support': 20023}; '1': {'precision': 0.45938144329896907; 'recall': 0.5262163438828531; 'f1-score': 0.49053280493174806; 'support': 6351}; 'accuracy': 0.7367862288617578; 'macro avg': {'precision': 0.6509169638611186; 'recall': 0.6648961158059823; 'f1-score': 0.6565439445138266; 'support': 26374}; 'weighted avg': {'precision': 0.7502069326609105; 'recall': 0.7367862288617578; 'f1-score': 0.7426023467420126; 'support': 26374}},{'0': {'precision': 0.8440582433067167; 'recall': 0.8076404494382022; 'f1-score': 0.8254478640330731; 'support': 2225}; '1': {'precision': 0.46633416458852867; 'recall': 0.5297450424929179; 'f1-score': 0.4960212201591512; 'support': 706}; 'accuracy': 0.7407028317980211; 'macro avg': {'precision': 0.6551962039476227; 'recall': 0.66869274596556; 'f1-score': 0.6607345420961122; 'support': 2931}; 'weighted avg': {'precision': 0.7530745518788625; 'recall': 0.7407028317980211; 'f1-score': 0.7460977410119237; 'support': 2931}}
10,3,CNF,3,26374,2931,1,[26374; 26374],296,1029.607652,0.726714,45,[X1 == 5 OR X3 == 7 OR X3 == 14 OR X5 == 1 OR X6 == 7 OR X6 == 11 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 0 OR X13 == 3 OR X13 == 10 OR X13 == 14 OR X13 == 30 OR X13 == 35] AND [X1 == 5 OR X3 == 7 OR X3 == 14 OR X5 == 1 OR X6 == 1 OR X6 == 7 OR X6 == 11 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 0 OR X13 == 3 OR X13 == 10 OR X13 == 14] AND [X1 == 5 OR X3 == 7 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 7 OR X6 == 11 OR X7 == 5 OR X10 >= 6618.500000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 10 OR X13 == 14 OR X13 == 30],{'0': {'precision': 0.8322826030323556; 'recall': 0.7977825500674225; 'f1-score': 0.8146674826601388; 'support': 20023}; '1': {'precision': 0.4361509539061412; 'recall': 0.4931506849315068; 'f1-score': 0.4629027490393142; 'support': 6351}; 'accuracy': 0.7244255706377493; 'macro avg': {'precision': 0.6342167784692484; 'recall': 0.6454666174994647; 'f1-score': 0.6387851158497265; 'support': 26374}; 'weighted avg': {'precision': 0.7368919871378918; 'recall': 0.7244255706377493; 'f1-score': 0.7299606568761904; 'support': 26374}},{'0': {'precision': 0.8364839319470699; 'recall': 0.7955056179775281; 'f1-score': 0.8154803040774016; 'support': 2225}; '1': {'precision': 0.44171779141104295; 'recall': 0.509915014164306; 'f1-score': 0.47337278106508873; 'support': 706}; 'accuracy': 0.7267144319344934; 'macro avg': {'precision': 0.6391008616790564; 'recall': 0.652710316070917; 'f1-score': 0.6444265425712452; 'support': 2931}; 'weighted avg': {'precision': 0.7413952607705312; 'recall': 0.7267144319344934; 'f1-score': 0.7330756943037091; 'support': 2931}}
10,3,CNF,4,26374,2931,1,[26374; 26374],296,1027.586253,0.757421,51,[X3 == 10 OR X5 == 1 OR X6 == 2 OR X6 == 3 OR X6 == 4 OR X6 == 10 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1975.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 11 OR X13 == 12 OR X13 == 17 OR X13 == 22 OR X13 == 23 OR X13 == 41] AND [X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 3 OR X6 == 4 OR X7 == 1 OR X7 == 5 OR X10 >= 4932.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 11 OR X13 == 12 OR X13 == 14 OR X13 == 17 OR X13 == 23 OR X13 == 34 OR X13 == 41] AND [X0 >= 35.500000 OR X1 == 6 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 3 OR X13 == 10 OR X13 == 11 OR X13 == 17 OR X13 == 20 OR X13 == 23 OR X13 == 41],{'0': {'precision': 0.8646902947996025; 'recall': 0.7822504120261699; 'f1-score': 0.8214070325405772; 'support': 20023}; '1': {'precision': 0.4721549636803874; 'recall': 0.6140765233821446; 'f1-score': 0.5338443638354664; 'support': 6351}; 'accuracy': 0.7417532418290741; 'macro avg': {'precision': 0.668422629239995; 'recall': 0.6981634677041573; 'f1-score': 0.6776256981880218; 'support': 26374}; 'weighted avg': {'precision': 0.7701656914804952; 'recall': 0.7417532418290741; 'f1-score': 0.752160406736901; 'support': 26374}},{'0': {'precision': 0.8725393700787402; 'recall': 0.7968539325842696; 'f1-score': 0.8329809725158563; 'support': 2225}; '1': {'precision': 0.4972191323692992; 'recall': 0.6331444759206799; 'f1-score': 0.5570093457943925; 'support': 706}; 'accuracy': 0.7574206755373593; 'macro avg': {'precision': 0.6848792512240197; 'recall': 0.7149992042524748; 'f1-score': 0.6949951591551244; 'support': 2931}; 'weighted avg': {'precision': 0.7821347000607035; 'recall': 0.7574206755373593; 'f1-score': 0.7665067424014402; 'support': 2931}}
10,3,CNF,5,26375,2930,1,[26375; 26375],296,1034.871094,0.778157,57,[X3 == 8 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X7 == 0 OR X10 >= 7073.500000 OR X11 >= 2218.500000 OR X13 == 2 OR X13 == 10 OR X13 == 11 OR X13 == 35 OR X13 == 36 OR X13 == 41] AND [X0 >= 43.500000 OR X1 == 2 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 0 OR X13 == 2 OR X13 == 11 OR X13 == 20 OR X13 == 21 OR X13 == 23 OR X13 == 24 OR X13 == 41] AND [X1 == 1 OR X1 == 5 OR X1 == 6 OR X3 == 0 OR X3 == 7 OR X3 == 10 OR X3 == 11 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 3 OR X6 == 11 OR X6 == 12 OR X8 == 0 OR X10 >= 4243.500000 OR X11 >= 2168.500000 OR X12 >= 65.500000 OR X13 == 11 OR X13 == 18 OR X13 == 19 OR X13 == 20 OR X13 == 22 OR X13 == 23 OR X13 == 24 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.8643998778377278; 'recall': 0.8481246566448584; 'f1-score': 0.8561849302982177; 'support': 20023}; '1': {'precision': 0.5480754941298855; 'recall': 0.5806045340050378; 'f1-score': 0.5638712636648573; 'support': 6352}; 'accuracy': 0.783696682464455; 'macro avg': {'precision': 0.7062376859838067; 'recall': 0.714364595324948; 'f1-score': 0.7100280969815376; 'support': 26375}; 'weighted avg': {'precision': 0.7882181722334732; 'recall': 0.783696682464455; 'f1-score': 0.7857858246885455; 'support': 26375}},{'0': {'precision': 0.8561736770691994; 'recall': 0.8507865168539326; 'f1-score': 0.8534715960324617; 'support': 2225}; '1': {'precision': 0.5382475660639777; 'recall': 0.548936170212766; 'f1-score': 0.5435393258426967; 'support': 705}; 'accuracy': 0.7781569965870307; 'macro avg': {'precision': 0.6972106215665885; 'recall': 0.6998613435333493; 'f1-score': 0.6985054609375791; 'support': 2930}; 'weighted avg': {'precision': 0.7796760974587281; 'recall': 0.7781569965870307; 'f1-score': 0.7788974491096685; 'support': 2930}}
10,3,CNF,6,26375,2930,1,[26375; 26375],296,1034.459612,0.794881,38,[X0 >= 54.500000 OR X1 == 2 OR X1 == 5 OR X3 == 10 OR X3 == 12 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 10 OR X13 == 11 OR X13 == 15 OR X13 == 19 OR X13 == 36] AND [X1 == 5 OR X3 == 1 OR X3 == 12 OR X4 >= 14.500000 OR X6 == 11 OR X6 == 12 OR X10 >= 5505.500000 OR X11 >= 1551.500000 OR X12 < 34.500000 OR X13 == 10 OR X13 == 15 OR X13 == 19 OR X13 == 34] AND [X1 == 5 OR X4 >= 13.500000 OR X6 == 11 OR X6 == 12 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 10 OR X13 == 15 OR X13 == 19],{'0': {'precision': 0.8418680297397769; 'recall': 0.9048094691105228; 'f1-score': 0.8722047035601664; 'support': 20023}; '1': {'precision': 0.6074150360453141; 'recall': 0.4642632241813602; 'f1-score': 0.5262782189702864; 'support': 6352}; 'accuracy': 0.7987109004739337; 'macro avg': {'precision': 0.7246415328925455; 'recall': 0.6845363466459415; 'f1-score': 0.6992414612652265; 'support': 26375}; 'weighted avg': {'precision': 0.7854037485664223; 'recall': 0.7987109004739337; 'f1-score': 0.7888938019444349; 'support': 26375}},{'0': {'precision': 0.8420387531592249; 'recall': 0.8984269662921348; 'f1-score': 0.8693194172646227; 'support': 2225}; '1': {'precision': 0.5935251798561151; 'recall': 0.46808510638297873; 'f1-score': 0.5233941316415545; 'support': 705}; 'accuracy': 0.7948805460750853; 'macro avg': {'precision': 0.71778196650767; 'recall': 0.6832560363375568; 'f1-score': 0.6963567744530885; 'support': 2930}; 'weighted avg': {'precision': 0.7822428251118896; 'recall': 0.7948805460750853; 'f1-score': 0.7860848348877412; 'support': 2930}}
10,3,CNF,7,26375,2930,1,[26375; 26375],296,1028.873585,0.748805,65,[X0 >= 61.500000 OR X1 == 1 OR X1 == 5 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 1 OR X6 == 11 OR X7 == 1 OR X10 >= 57.000000 OR X11 >= 2384.500000 OR X13 == 0 OR X13 == 1 OR X13 == 2 OR X13 == 5 OR X13 == 9 OR X13 == 12 OR X13 == 19 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 32 OR X13 == 34 OR X13 == 35 OR X13 == 36 OR X13 == 37 OR X13 == 41] AND [X1 == 1 OR X1 == 5 OR X3 == 10 OR X5 == 1 OR X6 == 1 OR X6 == 10 OR X6 == 11 OR X10 >= 7073.500000 OR X11 >= 2218.500000 OR X13 == 1 OR X13 == 2 OR X13 == 4 OR X13 == 5 OR X13 == 9 OR X13 == 10 OR X13 == 12 OR X13 == 21 OR X13 == 22 OR X13 == 32 OR X13 == 34 OR X13 == 35 OR X13 == 41] AND [X1 == 2 OR X1 == 5 OR X4 >= 10.500000 OR X5 == 1 OR X6 == 10 OR X10 >= 7073.500000 OR X11 >= 2384.500000 OR X13 == 1 OR X13 == 5 OR X13 == 9 OR X13 == 10 OR X13 == 21 OR X13 == 22 OR X13 == 32 OR X13 == 34 OR X13 == 35],{'0': {'precision': 0.8208777040255957; 'recall': 0.8585127103830594; 'f1-score': 0.8392735084464408; 'support': 20023}; '1': {'precision': 0.47865292602134707; 'recall': 0.40947732997481107; 'f1-score': 0.44137111827592057; 'support': 6352}; 'accuracy': 0.7503696682464455; 'macro avg': {'precision': 0.6497653150234713; 'recall': 0.6339950201789353; 'f1-score': 0.6403223133611806; 'support': 26375}; 'weighted avg': {'precision': 0.7384582996698427; 'recall': 0.7503696682464455; 'f1-score': 0.7434450351814874; 'support': 26375}},{'0': {'precision': 0.8202150537634408; 'recall': 0.8570786516853932; 'f1-score': 0.8382417582417581; 'support': 2225}; '1': {'precision': 0.4743801652892562; 'recall': 0.40709219858156026; 'f1-score': 0.43816793893129774; 'support': 705}; 'accuracy': 0.7488054607508532; 'macro avg': {'precision': 0.6472976095263485; 'recall': 0.6320854251334768; 'f1-score': 0.6382048485865279; 'support': 2930}; 'weighted avg': {'precision': 0.737002222236376; 'recall': 0.7488054607508532; 'f1-score': 0.7419782624691047; 'support': 2930}}
10,3,CNF,8,26375,2930,1,[26375; 26375],296,1029.359466,0.771331,45,[X1 == 1 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 13 OR X6 == 14 OR X7 == 5 OR X10 >= 4932.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 10 OR X13 == 22 OR X13 == 24 OR X13 == 29 OR X13 == 36] AND [X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 11 OR X6 == 13 OR X6 == 14 OR X7 == 5 OR X10 >= 3048.000000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 10 OR X13 == 22 OR X13 == 24 OR X13 == 36] AND [X1 == 1 OR X3 == 11 OR X4 >= 14.500000 OR X5 == 1 OR X7 == 5 OR X10 >= 4401.000000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 10 OR X13 == 22 OR X13 == 23 OR X13 == 24 OR X13 == 36],{'0': {'precision': 0.8373445552981228; 'recall': 0.8843887335197763; 'f1-score': 0.8602239331600807; 'support': 20024}; '1': {'precision': 0.5570225794106392; 'recall': 0.45835301527318534; 'f1-score': 0.5028936684806081; 'support': 6351}; 'accuracy': 0.7818009478672986; 'macro avg': {'precision': 0.6971835673543809; 'recall': 0.6713708743964808; 'f1-score': 0.6815588008203444; 'support': 26375}; 'weighted avg': {'precision': 0.7698440863365528; 'recall': 0.7818009478672986; 'f1-score': 0.7741801602319545; 'support': 26375}},{'0': {'precision': 0.8251046025104602; 'recall': 0.8866906474820144; 'f1-score': 0.8547897702644127; 'support': 2224}; '1': {'precision': 0.5333333333333333; 'recall': 0.40793201133144474; 'f1-score': 0.4622792937399679; 'support': 706}; 'accuracy': 0.7713310580204779; 'macro avg': {'precision': 0.6792189679218967; 'recall': 0.6473113294067296; 'f1-score': 0.6585345320021903; 'support': 2930}; 'weighted avg': {'precision': 0.7548006721217055; 'recall': 0.7713310580204779; 'f1-score': 0.7602121605626182; 'support': 2930}}
