lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,1,[26374; 26374],296,1048.742740,0.828386,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8215397559949517; 'recall': 0.9752784298057234; 'f1-score': 0.8918320279496723; 'support': 20023}; '1': {'precision': 0.8099078341013825; 'recall': 0.33207368918280583; 'f1-score': 0.47102177554438857; 'support': 6351}; 'accuracy': 0.8203912944566618; 'macro avg': {'precision': 0.815723795048167; 'recall': 0.6536760594942647; 'f1-score': 0.6814269017470305; 'support': 26374}; 'weighted avg': {'precision': 0.8187387271049062; 'recall': 0.8203912944566618; 'f1-score': 0.7904986726366384; 'support': 26374}},{'0': {'precision': 0.8278750952018279; 'recall': 0.9770786516853932; 'f1-score': 0.8963100391671819; 'support': 2225}; '1': {'precision': 0.8327868852459016; 'recall': 0.3597733711048159; 'f1-score': 0.5024727992087042; 'support': 706}; 'accuracy': 0.8283862163084271; 'macro avg': {'precision': 0.8303309902238647; 'recall': 0.6684260113951046; 'f1-score': 0.6993914191879431; 'support': 2931}; 'weighted avg': {'precision': 0.8290582148780872; 'recall': 0.8283862163084271; 'f1-score': 0.8014451154514926; 'support': 2931}}
10,2,DNF,6,26375,2930,1,[26375; 26375],296,1018.761600,0.790785,88,[X0 >= 27.500000 AND X1 != 0 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X3 != 13 AND X3 != 15 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 12 AND X7 != 2 AND X7 != 4 AND X8 != 2 AND X8 != 3 AND X13 != 1 AND X13 != 2 AND X13 != 4 AND X13 != 10 AND X13 != 12 AND X13 != 18 AND X13 != 26 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 35 AND X13 != 40 AND X13 != 41] OR [X0 >= 35.500000 AND X1 != 0 AND X1 != 1 AND X1 != 6 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 9 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 7 AND X6 != 11 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X9 AND X10 < 4973.500000 AND X11 < 2450.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 4 AND X13 != 5 AND X13 != 7 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 22 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 41],{'0': {'precision': 0.8431963639736574; 'recall': 0.9080057933376617; 'f1-score': 0.8744018275820609; 'support': 20023}; '1': {'precision': 0.6172865156866819; 'recall': 0.46772670025188917; 'f1-score': 0.5321988356471116; 'support': 6352}; 'accuracy': 0.8019715639810426; 'macro avg': {'precision': 0.7302414398301696; 'recall': 0.6878662467947755; 'f1-score': 0.7033003316145863; 'support': 26375}; 'weighted avg': {'precision': 0.7887895637340794; 'recall': 0.8019715639810426; 'f1-score': 0.791987670055206; 'support': 26375}},{'0': {'precision': 0.8358333333333333; 'recall': 0.9015730337078651; 'f1-score': 0.8674594594594595; 'support': 2225}; '1': {'precision': 0.5867924528301887; 'recall': 0.44113475177304967; 'f1-score': 0.5036437246963563; 'support': 705}; 'accuracy': 0.7907849829351535; 'macro avg': {'precision': 0.7113128930817609; 'recall': 0.6713538927404574; 'f1-score': 0.6855515920779078; 'support': 2930}; 'weighted avg': {'precision': 0.7759105276149999; 'recall': 0.7907849829351535; 'f1-score': 0.7799201785693612; 'support': 2930}}
10,2,DNF,7,26375,2930,1,[26375; 26375],296,1015.312375,0.793857,83,[X0 >= 29.500000 AND X1 != 0 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 8 AND X3 != 10 AND X3 != 13 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X12 >= 34.500000 AND X13 != 1 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 18 AND X13 != 19 AND X13 != 21 AND X13 != 24 AND X13 != 27 AND X13 != 31 AND X13 != 32 AND X13 != 34 AND X13 != 35 AND X13 != 38 AND X13 != 40 AND X13 != 41] OR [X0 < 43.500000 AND X0 >= 27.500000 AND X1 != 1 AND X1 != 7 AND X3 != 7 AND X3 != 8 AND X3 != 10 AND X4 >= 8.500000 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 8 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 3 AND X9 AND X12 < 65.500000 AND X12 >= 41.500000 AND X13 != 6 AND X13 != 9 AND X13 != 10 AND X13 != 16 AND X13 != 18 AND X13 != 20 AND X13 != 21 AND X13 != 27 AND X13 != 31 AND X13 != 34 AND X13 != 35],{'0': {'precision': 0.8461320085166785; 'recall': 0.8931229086550467; 'f1-score': 0.8689926624228583; 'support': 20023}; '1': {'precision': 0.5916030534351145; 'recall': 0.4880352644836272; 'f1-score': 0.5348516218081436; 'support': 6352}; 'accuracy': 0.795563981042654; 'macro avg': {'precision': 0.7188675309758965; 'recall': 0.690579086569337; 'f1-score': 0.701922142115501; 'support': 26375}; 'weighted avg': {'precision': 0.7848327507848075; 'recall': 0.795563981042654; 'f1-score': 0.7885200978736766; 'support': 26375}},{'0': {'precision': 0.8480034349506226; 'recall': 0.8876404494382022; 'f1-score': 0.8673693456302151; 'support': 2225}; '1': {'precision': 0.5840266222961731; 'recall': 0.4978723404255319; 'f1-score': 0.5375191424196017; 'support': 705}; 'accuracy': 0.7938566552901024; 'macro avg': {'precision': 0.7160150286233978; 'recall': 0.692756394931867; 'f1-score': 0.7024442440249083; 'support': 2930}; 'weighted avg': {'precision': 0.784486829857999; 'recall': 0.7938566552901024; 'f1-score': 0.7880026585095725; 'support': 2930}}
10,2,DNF,8,26375,2930,1,[26375; 26375],296,1015.039113,0.820478,69,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 0 AND X1 != 1 AND X1 != 2 AND X1 != 6 AND X1 != 7 AND X3 != 8 AND X4 >= 9.500000 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 11 AND X13 != 19 AND X13 != 22 AND X13 != 23 AND X13 != 26 AND X13 != 33 AND X13 != 40] OR [X0 < 61.500000 AND X0 >= 29.500000 AND X3 != 7 AND X3 != 8 AND X4 >= 10.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 11 AND X7 != 2 AND X7 != 3 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 9 AND X13 != 11 AND X13 != 19 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 30 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8216417594513357; 'recall': 0.9692369157011587; 'f1-score': 0.8893573146981327; 'support': 20024}; '1': {'precision': 0.7763253449527959; 'recall': 0.33663989922846793; 'f1-score': 0.46963207029104886; 'support': 6351}; 'accuracy': 0.8169099526066351; 'macro avg': {'precision': 0.7989835522020658; 'recall': 0.6529384074648132; 'f1-score': 0.6794946924945908; 'support': 26375}; 'weighted avg': {'precision': 0.8107297386558769; 'recall': 0.8169099526066351; 'f1-score': 0.7882890672202412; 'support': 26375}},{'0': {'precision': 0.8245412844036697; 'recall': 0.9698741007194245; 'f1-score': 0.8913223140495868; 'support': 2224}; '1': {'precision': 0.7866242038216561; 'recall': 0.34985835694050993; 'f1-score': 0.48431372549019613; 'support': 706}; 'accuracy': 0.8204778156996587; 'macro avg': {'precision': 0.8055827441126628; 'recall': 0.6598662288299673; 'f1-score': 0.6878180197698915; 'support': 2930}; 'weighted avg': {'precision': 0.8154049503112119; 'recall': 0.8204778156996587; 'f1-score': 0.793251302608314; 'support': 2930}}
10,2,DNF,9,26375,2930,1,[26375; 26375],296,1019.574342,0.812287,60,[X0 >= 35.500000 AND X1 != 0 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X5 == 2 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X11 < 1978.500000 AND X12 >= 34.500000 AND X13 != 33] OR [X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 7 AND X3 != 7 AND X3 != 8 AND X3 != 15 AND X4 >= 9.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 3 AND X13 != 9 AND X13 != 19 AND X13 != 23 AND X13 != 26 AND X13 != 30 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8241702344114281; 'recall': 0.9709848182181382; 'f1-score': 0.8915739997707212; 'support': 20024}; '1': {'precision': 0.7913074712643678; 'recall': 0.3468745079515037; 'f1-score': 0.48232074438970984; 'support': 6351}; 'accuracy': 0.8207014218009479; 'macro avg': {'precision': 0.8077388528378979; 'recall': 0.6589296630848209; 'f1-score': 0.6869473720802155; 'support': 26375}; 'weighted avg': {'precision': 0.8162570056437701; 'recall': 0.8207014218009479; 'f1-score': 0.793027367546084; 'support': 26375}},{'0': {'precision': 0.8165658093797277; 'recall': 0.970773381294964; 'f1-score': 0.8870172555464255; 'support': 2224}; '1': {'precision': 0.7727272727272727; 'recall': 0.3130311614730878; 'f1-score': 0.4455645161290322; 'support': 706}; 'accuracy': 0.8122866894197952; 'macro avg': {'precision': 0.7946465410535002; 'recall': 0.6419022713840259; 'f1-score': 0.6662908858377289; 'support': 2930}; 'weighted avg': {'precision': 0.8060026671010132; 'recall': 0.8122866894197952; 'f1-score': 0.7806467319871491; 'support': 2930}}
10,3,CNF,0,26374,2931,1,[26374; 26374],296,1028.409692,0.797680,32,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X10 >= 7073.500000 OR X11 >= 1820.500000 OR X13 == 2 OR X13 == 18 OR X13 == 24 OR X13 == 35] AND [X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 18 OR X13 == 24 OR X13 == 27 OR X13 == 35] AND [X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 18 OR X13 == 24 OR X13 == 27 OR X13 == 35],{'0': {'precision': 0.8455361809283983; 'recall': 0.8887779054087799; 'f1-score': 0.8666179693206719; 'support': 20023}; '1': {'precision': 0.5819410550028159; 'recall': 0.48811210832939694; 'f1-score': 0.5309128275389622; 'support': 6351}; 'accuracy': 0.7922954424812315; 'macro avg': {'precision': 0.7137386179656071; 'recall': 0.6884450068690884; 'f1-score': 0.698765398429817; 'support': 26374}; 'weighted avg': {'precision': 0.7820610673789414; 'recall': 0.7922954424812315; 'f1-score': 0.7857783789871753; 'support': 26374}},{'0': {'precision': 0.8526361279170268; 'recall': 0.8867415730337078; 'f1-score': 0.8693544833663803; 'support': 2225}; '1': {'precision': 0.5915721231766613; 'recall': 0.5169971671388102; 'f1-score': 0.5517762660619805; 'support': 706}; 'accuracy': 0.7976799727055612; 'macro avg': {'precision': 0.7221041255468441; 'recall': 0.701869370086259; 'f1-score': 0.7105653747141805; 'support': 2931}; 'weighted avg': {'precision': 0.7897527477236805; 'recall': 0.7976799727055612; 'f1-score': 0.7928583313988246; 'support': 2931}}
10,3,CNF,1,26374,2931,1,[26374; 26374],296,1029.580295,0.733197,70,[X1 == 2 OR X1 == 7 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X5 == 3 OR X6 == 3 OR X7 == 5 OR X11 >= 1820.500000 OR X12 >= 41.500000 OR X13 == 0 OR X13 == 1 OR X13 == 11 OR X13 == 17 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 29 OR X13 == 35] AND [X1 == 0 OR X1 == 5 OR X1 == 6 OR X1 == 7 OR X3 == 7 OR X4 >= 14.500000 OR X5 == 0 OR X5 == 1 OR X5 == 6 OR X6 == 4 OR X6 == 8 OR X6 == 12 OR X10 >= 7073.500000 OR X11 >= 2168.500000 OR X13 == 0 OR X13 == 3 OR X13 == 5 OR X13 == 10 OR X13 == 11 OR X13 == 14 OR X13 == 18 OR X13 == 20 OR X13 == 22 OR X13 == 23 OR X13 == 29 OR X13 == 35 OR X13 == 36 OR X13 == 38 OR X13 == 41] AND [X0 >= 61.500000 OR X1 == 0 OR X1 == 5 OR X3 == 5 OR X3 == 8 OR X4 >= 12.500000 OR X5 == 1 OR X6 == 10 OR X6 == 12 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 5 OR X13 == 11 OR X13 == 12 OR X13 == 19 OR X13 == 20 OR X13 == 21 OR X13 == 23 OR X13 == 38],{'0': {'precision': 0.8353448275862069; 'recall': 0.8227038905258952; 'f1-score': 0.8289761719044864; 'support': 20023}; '1': {'precision': 0.46648632401562967; 'recall': 0.4887419304046607; 'f1-score': 0.47735486351403306; 'support': 6351}; 'accuracy': 0.7422840676423751; 'macro avg': {'precision': 0.6509155758009183; 'recall': 0.655722910465278; 'f1-score': 0.6531655177092597; 'support': 26374}; 'weighted avg': {'precision': 0.746521730741711; 'recall': 0.7422840676423751; 'f1-score': 0.7443038836817; 'support': 26374}},{'0': {'precision': 0.8263229308005428; 'recall': 0.821123595505618; 'f1-score': 0.8237150586113615; 'support': 2225}; '1': {'precision': 0.44722222222222224; 'recall': 0.45609065155807366; 'f1-score': 0.45161290322580644; 'support': 706}; 'accuracy': 0.7331968611395429; 'macro avg': {'precision': 0.6367725765113825; 'recall': 0.6386071235318458; 'f1-score': 0.637663980918584; 'support': 2931}; 'weighted avg': {'precision': 0.7350076458273956; 'recall': 0.7331968611395429; 'f1-score': 0.7340855390950867; 'support': 2931}}
10,3,CNF,2,26374,2931,1,[26374; 26374],296,1028.757297,0.774480,49,[X1 == 1 OR X1 == 2 OR X1 == 5 OR X1 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X10 >= 5505.500000 OR X11 >= 1881.500000 OR X13 == 15 OR X13 == 19 OR X13 == 20 OR X13 == 24 OR X13 == 25 OR X13 == 31 OR X13 == 34 OR X13 == 41] AND [X1 == 5 OR X3 == 7 OR X3 == 8 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X10 >= 4668.500000 OR X11 >= 1881.500000 OR X13 == 10 OR X13 == 15 OR X13 == 20 OR X13 == 24 OR X13 == 25 OR X13 == 31 OR X13 == 36 OR X13 == 37 OR X13 == 41] AND [X1 == 1 OR X1 == 5 OR X1 == 7 OR X3 == 8 OR X3 == 12 OR X4 >= 14.500000 OR X6 == 11 OR X7 == 5 OR X10 >= 5505.500000 OR X11 >= 1881.500000 OR X13 == 15 OR X13 == 31 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.8364596097652937; 'recall': 0.8863806622384258; 'f1-score': 0.8606968793191242; 'support': 20023}; '1': {'precision': 0.558766485647789; 'recall': 0.4536293497087073; 'f1-score': 0.5007386808029896; 'support': 6351}; 'accuracy': 0.7821718358989914; 'macro avg': {'precision': 0.6976130477065413; 'recall': 0.6700050059735665; 'f1-score': 0.6807177800610569; 'support': 26374}; 'weighted avg': {'precision': 0.7695896229877752; 'recall': 0.7821718358989914; 'f1-score': 0.7740170234468268; 'support': 26374}},{'0': {'precision': 0.8330494037478705; 'recall': 0.8791011235955056; 'f1-score': 0.8554559370216488; 'support': 2225}; '1': {'precision': 0.5385934819897084; 'recall': 0.4447592067988669; 'f1-score': 0.48719937936384794; 'support': 706}; 'accuracy': 0.7744796997611737; 'macro avg': {'precision': 0.6858214428687894; 'recall': 0.6619301651971863; 'f1-score': 0.6713276581927483; 'support': 2931}; 'weighted avg': {'precision': 0.7621227982339631; 'recall': 0.7744796997611737; 'f1-score': 0.7667527197898483; 'support': 2931}}
10,3,CNF,3,26374,2931,1,[26374; 26374],296,1027.592507,0.798704,53,[X1 == 5 OR X3 == 10 OR X5 == 1 OR X5 == 2 OR X10 >= 4668.500000 OR X11 >= 2384.500000 OR X13 == 19 OR X13 == 24 OR X13 == 30 OR X13 == 31] AND [X1 == 7 OR X3 == 0 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 4 OR X6 == 10 OR X6 == 14 OR X8 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 11 OR X13 == 19 OR X13 == 20 OR X13 == 22 OR X13 == 36 OR X13 == 41] AND [X1 == 1 OR X1 == 6 OR X1 == 7 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 6 OR X6 == 7 OR X6 == 10 OR X6 == 14 OR X8 == 1 OR X10 >= 4668.500000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 7 OR X13 == 9 OR X13 == 11 OR X13 == 19 OR X13 == 20 OR X13 == 22 OR X13 == 31 OR X13 == 36 OR X13 == 41],{'0': {'precision': 0.8523097565650757; 'recall': 0.8882784797482894; 'f1-score': 0.869922476828642; 'support': 20023}; '1': {'precision': 0.593715946240465; 'recall': 0.5147220910092899; 'f1-score': 0.5514042337859493; 'support': 6351}; 'accuracy': 0.7983241070751498; 'macro avg': {'precision': 0.7230128514027703; 'recall': 0.7015002853787897; 'f1-score': 0.7106633553072956; 'support': 26374}; 'weighted avg': {'precision': 0.7900389865123115; 'recall': 0.7983241070751498; 'f1-score': 0.7932215834653245; 'support': 26374}},{'0': {'precision': 0.8504072010287184; 'recall': 0.891685393258427; 'f1-score': 0.8705572619569988; 'support': 2225}; '1': {'precision': 0.596989966555184; 'recall': 0.5056657223796034; 'f1-score': 0.5475460122699387; 'support': 706}; 'accuracy': 0.7987035141589901; 'macro avg': {'precision': 0.7236985837919512; 'recall': 0.6986755578190151; 'f1-score': 0.7090516371134687; 'support': 2931}; 'weighted avg': {'precision': 0.7893657245570994; 'recall': 0.7987035141589901; 'f1-score': 0.7927524368873761; 'support': 2931}}
10,3,CNF,4,26374,2931,1,[26374; 26374],296,1030.153649,0.763562,66,[X1 == 2 OR X1 == 5 OR X3 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X5 == 6 OR X6 == 12 OR X7 == 5 OR X8 == 0 OR X10 >= 3048.000000 OR X11 >= 1820.500000 OR X13 == 1 OR X13 == 5 OR X13 == 18 OR X13 == 22 OR X13 == 23 OR X13 == 24 OR X13 == 29 OR X13 == 34 OR X13 == 35] AND [X0 >= 54.500000 OR X1 == 2 OR X1 == 5 OR X1 == 7 OR X3 == 5 OR X3 == 11 OR X3 == 12 OR X5 == 1 OR X6 == 13 OR X10 >= 3048.000000 OR X11 >= 1881.500000 OR X13 == 0 OR X13 == 5 OR X13 == 10 OR X13 == 11 OR X13 == 19 OR X13 == 24 OR X13 == 29 OR X13 == 34] AND [X1 == 5 OR X1 == 7 OR X3 == 5 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 4 OR X6 == 11 OR X6 == 13 OR X7 == 5 OR X10 >= 57.000000 OR X11 >= 1881.500000 OR X13 == 0 OR X13 == 1 OR X13 == 5 OR X13 == 9 OR X13 == 11 OR X13 == 12 OR X13 == 18 OR X13 == 19 OR X13 == 22 OR X13 == 29 OR X13 == 34 OR X13 == 35],{'0': {'precision': 0.8427568922305765; 'recall': 0.8396843629825701; 'f1-score': 0.8412178220298703; 'support': 20023}; '1': {'precision': 0.5003113325031133; 'recall': 0.5060620374744135; 'f1-score': 0.5031702544031311; 'support': 6351}; 'accuracy': 0.7593463259270493; 'macro avg': {'precision': 0.6715341123668449; 'recall': 0.6728732002284918; 'f1-score': 0.6721940382165007; 'support': 26374}; 'weighted avg': {'precision': 0.7602941732714076; 'recall': 0.7593463259270493; 'f1-score': 0.759814163047637; 'support': 26374}},{'0': {'precision': 0.8475499092558983; 'recall': 0.8395505617977528; 'f1-score': 0.8435312711673063; 'support': 2225}; '1': {'precision': 0.5089408528198074; 'recall': 0.5240793201133145; 'f1-score': 0.5163991625959525; 'support': 706}; 'accuracy': 0.7635619242579325; 'macro avg': {'precision': 0.6782453810378528; 'recall': 0.6818149409555336; 'f1-score': 0.6799652168816295; 'support': 2931}; 'weighted avg': {'precision': 0.7659879870983138; 'recall': 0.7635619242579325; 'f1-score': 0.7647338407164787; 'support': 2931}}
10,3,CNF,5,26375,2930,1,[26375; 26375],296,1026.238974,0.792833,40,[X1 == 1 OR X1 == 5 OR X3 == 10 OR X3 == 12 OR X6 == 4 OR X6 == 13 OR X6 == 14 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1820.500000 OR X12 >= 41.500000 OR X13 == 9 OR X13 == 34] AND [X1 == 1 OR X1 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X6 == 4 OR X6 == 13 OR X6 == 14 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1820.500000 OR X12 >= 49.500000 OR X13 == 2 OR X13 == 9 OR X13 == 22 OR X13 == 34 OR X13 == 41] AND [X1 == 5 OR X3 == 14 OR X5 == 2 OR X10 >= 7073.500000 OR X11 >= 2384.500000 OR X12 >= 65.500000 OR X13 == 12 OR X13 == 21 OR X13 == 35 OR X13 == 36],{'0': {'precision': 0.8989993402243237; 'recall': 0.8166108974679119; 'f1-score': 0.8558268561409019; 'support': 20023}; '1': {'precision': 0.551484060095273; 'recall': 0.7107997481108312; 'f1-score': 0.6210881078478574; 'support': 6352}; 'accuracy': 0.7911279620853081; 'macro avg': {'precision': 0.7252417001597984; 'recall': 0.7637053227893715; 'f1-score': 0.7384574819943797; 'support': 26375}; 'weighted avg': {'precision': 0.8153058024279358; 'recall': 0.7911279620853081; 'f1-score': 0.799293755509341; 'support': 26375}},{'0': {'precision': 0.9000989119683481; 'recall': 0.8179775280898877; 'f1-score': 0.8570755827643042; 'support': 2225}; '1': {'precision': 0.5539647577092511; 'recall': 0.7134751773049646; 'f1-score': 0.6236825790452573; 'support': 705}; 'accuracy': 0.7928327645051194; 'macro avg': {'precision': 0.7270318348387996; 'recall': 0.7657263526974261; 'f1-score': 0.7403790809047808; 'support': 2930}; 'weighted avg': {'precision': 0.8168140728036166; 'recall': 0.7928327645051194; 'f1-score': 0.8009178805042605; 'support': 2930}}
10,3,CNF,6,26375,2930,1,[26375; 26375],296,1030.162676,0.747099,53,[X3 == 7 OR X3 == 10 OR X5 == 1 OR X6 == 2 OR X6 == 4 OR X6 == 11 OR X7 == 5 OR X8 == 0 OR X8 == 3 OR X10 >= 57.000000 OR X12 >= 49.500000 OR X13 == 0 OR X13 == 1 OR X13 == 9 OR X13 == 19 OR X13 == 21 OR X13 == 31 OR X13 == 32 OR X13 == 34 OR X13 == 35] AND [X1 == 2 OR X3 == 7 OR X3 == 8 OR X3 == 9 OR X3 == 12 OR X3 == 14 OR X3 == 15 OR X5 == 1 OR X6 == 11 OR X8 == 1 OR X10 >= 4668.500000 OR X11 >= 1881.500000 OR X13 == 5 OR X13 == 10 OR X13 == 12 OR X13 == 20 OR X13 == 30 OR X13 == 36] AND [X1 == 5 OR X1 == 7 OR X3 == 12 OR X6 == 4 OR X6 == 11 OR X8 == 3 OR X10 >= 3048.000000 OR X12 >= 41.500000 OR X13 == 1 OR X13 == 21 OR X13 == 24 OR X13 == 25 OR X13 == 32 OR X13 == 34 OR X13 == 36],{'0': {'precision': 0.8550590652285568; 'recall': 0.8314438395844779; 'f1-score': 0.8430861165269794; 'support': 20023}; '1': {'precision': 0.5112237509051412; 'recall': 0.5557304785894207; 'f1-score': 0.5325488421211435; 'support': 6352}; 'accuracy': 0.765042654028436; 'macro avg': {'precision': 0.683141408066849; 'recall': 0.6935871590869493; 'f1-score': 0.6878174793240615; 'support': 26375}; 'weighted avg': {'precision': 0.7722517887704587; 'recall': 0.765042654028436; 'f1-score': 0.7682981443174678; 'support': 26375}},{'0': {'precision': 0.8425669436749769; 'recall': 0.8202247191011236; 'f1-score': 0.8312457299020724; 'support': 2225}; '1': {'precision': 0.47643979057591623; 'recall': 0.5163120567375886; 'f1-score': 0.49557522123893805; 'support': 705}; 'accuracy': 0.747098976109215; 'macro avg': {'precision': 0.6595033671254465; 'recall': 0.668268387919356; 'f1-score': 0.6634104755705053; 'support': 2930}; 'weighted avg': {'precision': 0.7544715024002883; 'recall': 0.747098976109215; 'f1-score': 0.7504785938585536; 'support': 2930}}
