l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],296,1074.953578,0.827021,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8213428751841717; 'recall': 0.9744294061828896; 'f1-score': 0.8913609575585911; 'support': 20023}; '1': {'precision': 0.8045055364642993; 'recall': 0.331758778145174; 'f1-score': 0.4697881828316611; 'support': 6351}; 'accuracy': 0.8196708879957534; 'macro avg': {'precision': 0.8129242058242355; 'recall': 0.6530940921640318; 'f1-score': 0.6805745701951261; 'support': 26374}; 'weighted avg': {'precision': 0.8172883541327608; 'recall': 0.8196708879957534; 'f1-score': 0.7898439827997099; 'support': 26374}},{'0': {'precision': 0.8273628048780488; 'recall': 0.9757303370786516; 'f1-score': 0.8954423592493298; 'support': 2225}; '1': {'precision': 0.8241042345276873; 'recall': 0.358356940509915; 'f1-score': 0.4995064165844027; 'support': 706}; 'accuracy': 0.827021494370522; 'macro avg': {'precision': 0.8257335197028681; 'recall': 0.6670436387942833; 'f1-score': 0.6974743879168662; 'support': 2931}; 'weighted avg': {'precision': 0.8265779018867984; 'recall': 0.827021494370522; 'f1-score': 0.8000719138308929; 'support': 2931}}
l: 10,2,DNF,9,26375,2930,1,[26375; 26375],296,1014.815815,0.801024,74,[X0 >= 29.500000 AND X1 != 0 AND X1 != 1 AND X1 != 2 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X9 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 12 AND X13 != 15 AND X13 != 17 AND X13 != 21 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 40] OR [X0 >= 29.500000 AND X1 != 0 AND X1 != 2 AND X4 >= 12.500000 AND X5 != 0 AND X5 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 1 AND X8 != 3 AND X9 AND X12 >= 39.500000 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 15 AND X13 != 18 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 38],{'0': {'precision': 0.8373483064662199; 'recall': 0.9234918098282061; 'f1-score': 0.8783129096608719; 'support': 20024}; '1': {'precision': 0.642973665812165; 'recall': 0.43441977641316326; 'f1-score': 0.5185115579778237; 'support': 6351}; 'accuracy': 0.8057251184834123; 'macro avg': {'precision': 0.7401609861391925; 'recall': 0.6789557931206847; 'f1-score': 0.6984122338193478; 'support': 26375}; 'weighted avg': {'precision': 0.7905436299621857; 'recall': 0.8057251184834123; 'f1-score': 0.7916741083513349; 'support': 26375}},{'0': {'precision': 0.833943833943834; 'recall': 0.9213129496402878; 'f1-score': 0.8754539628284554; 'support': 2224}; '1': {'precision': 0.6300211416490487; 'recall': 0.42209631728045327; 'f1-score': 0.5055131467345209; 'support': 706}; 'accuracy': 0.8010238907849829; 'macro avg': {'precision': 0.7319824877964414; 'recall': 0.6717046334603705; 'f1-score': 0.6904835547814882; 'support': 2930}; 'weighted avg': {'precision': 0.7848075128652954; 'recall': 0.8010238907849829; 'f1-score': 0.7863146399061627; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.784443 (+- 0.026713), (mean training time) 1017.689534 (+- 2.688270)
l: 10,3,CNF,0,26374,2931,1,[26374; 26374],296,1028.772705,0.692255,41,[X1 == 5 OR X3 == 6 OR X3 == 10 OR X3 == 14 OR X6 == 4 OR X6 == 13 OR X11 >= 2384.500000 OR X12 >= 49.500000 OR X13 == 2 OR X13 == 5 OR X13 == 11 OR X13 == 17 OR X13 == 24 OR X13 == 30 OR X13 == 41] AND [X1 == 5 OR X3 == 10 OR X3 == 14 OR X6 == 4 OR X6 == 13 OR X10 >= 4668.500000 OR X11 >= 2384.500000 OR X12 >= 49.500000 OR X13 == 2 OR X13 == 11 OR X13 == 17 OR X13 == 24 OR X13 == 41] AND [X1 == 5 OR X3 == 6 OR X4 >= 14.500000 OR X6 == 4 OR X6 == 13 OR X10 >= 7073.500000 OR X12 >= 41.500000 OR X13 == 2 OR X13 == 11 OR X13 == 17 OR X13 == 24 OR X13 == 30 OR X13 == 41],{'0': {'precision': 0.8492239467849224; 'recall': 0.7459921090745643; 'f1-score': 0.7942677868765289; 'support': 20023}; '1': {'precision': 0.42105862265224814; 'recall': 0.5824279641001417; 'f1-score': 0.4887684989429176; 'support': 6351}; 'accuracy': 0.7066049897626451; 'macro avg': {'precision': 0.6351412847185853; 'recall': 0.664210036587353; 'f1-score': 0.6415181429097232; 'support': 26374}; 'weighted avg': {'precision': 0.7461194509342128; 'recall': 0.7066049897626451; 'f1-score': 0.720701927406355; 'support': 26374}},{'0': {'precision': 0.8490765171503958; 'recall': 0.7231460674157303; 'f1-score': 0.7810679611650484; 'support': 2225}; '1': {'precision': 0.40540540540540543; 'recall': 0.5949008498583569; 'f1-score': 0.48220436280137774; 'support': 706}; 'accuracy': 0.6922552030023883; 'macro avg': {'precision': 0.6272409612779006; 'recall': 0.6590234586370436; 'f1-score': 0.631636161983213; 'support': 2931}; 'weighted avg': {'precision': 0.7422079382039736; 'recall': 0.6922552030023883; 'f1-score': 0.7090796635039254; 'support': 2931}}
l: 10,3,CNF,1,26374,2931,1,[26374; 26374],296,1029.332545,0.706926,68,[X1 == 1 OR X1 == 2 OR X3 == 7 OR X3 == 8 OR X3 == 14 OR X6 == 4 OR X6 == 11 OR X6 == 12 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 < 34.500000 OR X13 == 2 OR X13 == 4 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 14 OR X13 == 17 OR X13 == 19 OR X13 == 22 OR X13 == 30 OR X13 == 31 OR X13 == 36] AND [X1 == 1 OR X1 == 2 OR X1 == 5 OR X3 == 7 OR X3 == 8 OR X3 == 9 OR X3 == 10 OR X6 == 4 OR X6 == 11 OR X10 >= 7073.500000 OR X11 >= 1975.500000 OR X13 == 0 OR X13 == 2 OR X13 == 9 OR X13 == 17 OR X13 == 19 OR X13 == 20 OR X13 == 22 OR X13 == 34] AND [X0 < 29.500000 OR X1 == 5 OR X3 == 14 OR X5 == 3 OR X6 == 0 OR X6 == 1 OR X6 == 3 OR X6 == 4 OR X6 == 7 OR X6 == 11 OR X6 == 14 OR X7 == 5 OR X8 == 0 OR X8 == 1 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X13 == 0 OR X13 == 4 OR X13 == 8 OR X13 == 10 OR X13 == 14 OR X13 == 22 OR X13 == 24 OR X13 == 31 OR X13 == 36],{'0': {'precision': 0.8424332671519965; 'recall': 0.762872696399141; 'f1-score': 0.8006814310051108; 'support': 20023}; '1': {'precision': 0.4239262314972094; 'recall': 0.5501495827428752; 'f1-score': 0.4788597272664976; 'support': 6351}; 'accuracy': 0.7116478349890043; 'macro avg': {'precision': 0.633179749324603; 'recall': 0.6565111395710082; 'f1-score': 0.6397705791358042; 'support': 26374}; 'weighted avg': {'precision': 0.7416545387284145; 'recall': 0.7116478349890043; 'f1-score': 0.7231850466703897; 'support': 26374}},{'0': {'precision': 0.8470528455284553; 'recall': 0.7492134831460674; 'f1-score': 0.7951347483901741; 'support': 2225}; '1': {'precision': 0.4205607476635514; 'recall': 0.5736543909348442; 'f1-score': 0.4853205512282804; 'support': 706}; 'accuracy': 0.7069259638348686; 'macro avg': {'precision': 0.6338067965960034; 'recall': 0.6614339370404558; 'f1-score': 0.6402276498092272; 'support': 2931}; 'weighted avg': {'precision': 0.7443222344426067; 'recall': 0.7069259638348686; 'f1-score': 0.7205087425231331; 'support': 2931}}
l: 10,3,CNF,2,26374,2931,1,[26374; 26374],296,1027.214314,0.764585,53,[X1 == 7 OR X3 == 8 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 3 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 8 OR X13 == 10 OR X13 == 19 OR X13 == 20 OR X13 == 37 OR X13 == 41] AND [X0 >= 54.500000 OR X1 == 6 OR X1 == 7 OR X3 == 8 OR X3 == 14 OR X5 == 1 OR X5 == 3 OR X5 == 6 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 0 OR X13 == 5 OR X13 == 8 OR X13 == 9 OR X13 == 10 OR X13 == 17 OR X13 == 19 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 36 OR X13 == 37 OR X13 == 38 OR X13 == 41] AND [X1 == 1 OR X1 == 7 OR X3 == 12 OR X4 >= 14.500000 OR X6 == 3 OR X6 == 4 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 27 OR X13 == 41],{'0': {'precision': 0.8291846702987037; 'recall': 0.8817360035958648; 'f1-score': 0.8546532736294326; 'support': 20023}; '1': {'precision': 0.5340417158598977; 'recall': 0.42733427806644625; 'f1-score': 0.4747660281640864; 'support': 6351}; 'accuracy': 0.7723136422234018; 'macro avg': {'precision': 0.6816131930793007; 'recall': 0.6545351408311555; 'f1-score': 0.6647096508967595; 'support': 26374}; 'weighted avg': {'precision': 0.7581126712223082; 'recall': 0.7723136422234018; 'f1-score': 0.7631743968587336; 'support': 26374}},{'0': {'precision': 0.8231578947368421; 'recall': 0.8786516853932584; 'f1-score': 0.85; 'support': 2225}; '1': {'precision': 0.5143884892086331; 'recall': 0.40509915014164305; 'f1-score': 0.45324881141045953; 'support': 706}; 'accuracy': 0.7645854657113613; 'macro avg': {'precision': 0.6687731919727375; 'recall': 0.6418754177674507; 'f1-score': 0.6516244057052297; 'support': 2931}; 'weighted avg': {'precision': 0.7487835514059259; 'recall': 0.7645854657113613; 'f1-score': 0.7544331835058972; 'support': 2931}}
l: 10,3,CNF,3,26374,2931,1,[26374; 26374],296,1027.973180,0.781303,25,[X3 == 12 OR X5 == 2 OR X10 >= 4668.500000 OR X13 == 22] AND [X1 == 5 OR X1 == 7 OR X3 == 10 OR X6 == 3 OR X6 == 4 OR X6 == 10 OR X6 == 11 OR X7 == 5 OR X10 >= 4668.500000 OR X13 == 1 OR X13 == 2 OR X13 == 7 OR X13 == 11 OR X13 == 22 OR X13 == 30 OR X13 == 35 OR X13 == 41] AND [X3 == 12 OR X5 == 2 OR X10 >= 4668.500000 OR X13 == 22],{'0': {'precision': 0.8971702317290553; 'recall': 0.8043749687858962; 'f1-score': 0.8482422646477945; 'support': 20023}; '1': {'precision': 0.5349085727855616; 'recall': 0.7093371122657849; 'f1-score': 0.6098964326812427; 'support': 6351}; 'accuracy': 0.7814893455676044; 'macro avg': {'precision': 0.7160394022573084; 'recall': 0.7568560405258405; 'f1-score': 0.7290693486645186; 'support': 26374}; 'weighted avg': {'precision': 0.8099356902886168; 'recall': 0.7814893455676044; 'f1-score': 0.7908473158793267; 'support': 26374}},{'0': {'precision': 0.8916913946587537; 'recall': 0.8103370786516854; 'f1-score': 0.8490699317165057; 'support': 2225}; '1': {'precision': 0.5357535753575358; 'recall': 0.6898016997167139; 'f1-score': 0.6030959752321983; 'support': 706}; 'accuracy': 0.7813033094506994; 'macro avg': {'precision': 0.7137224850081447; 'recall': 0.7500693891841996; 'f1-score': 0.726082953474352; 'support': 2931}; 'weighted avg': {'precision': 0.8059554340901218; 'recall': 0.7813033094506994; 'f1-score': 0.7898213430853487; 'support': 2931}}
l: 10,3,CNF,4,26374,2931,1,[26374; 26374],296,1030.710872,0.800751,28,[X1 == 1 OR X3 == 10 OR X3 == 12 OR X6 == 12 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 0 OR X13 == 10 OR X13 == 20 OR X13 == 34] AND [X1 == 1 OR X3 == 10 OR X6 == 4 OR X6 == 12 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 9 OR X13 == 17 OR X13 == 31] AND [X0 >= 43.500000 OR X1 == 1 OR X3 == 10 OR X3 == 12 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 5 OR X13 == 10 OR X13 == 20],{'0': {'precision': 0.829695885509839; 'recall': 0.9265344853418569; 'f1-score': 0.8754453436519358; 'support': 20023}; '1': {'precision': 0.6335326357747882; 'recall': 0.4004093843489214; 'f1-score': 0.4906898215147129; 'support': 6351}; 'accuracy': 0.7998407522560097; 'macro avg': {'precision': 0.7316142606423136; 'recall': 0.6634719348453891; 'f1-score': 0.6830675825833243; 'support': 26374}; 'weighted avg': {'precision': 0.782458727738272; 'recall': 0.7998407522560097; 'f1-score': 0.7827941598689107; 'support': 26374}},{'0': {'precision': 0.8307134220072552; 'recall': 0.9262921348314607; 'f1-score': 0.8759031024224393; 'support': 2225}; '1': {'precision': 0.6355555555555555; 'recall': 0.40509915014164305; 'f1-score': 0.49480968858131485; 'support': 706}; 'accuracy': 0.8007505970658478; 'macro avg': {'precision': 0.7331344887814053; 'recall': 0.6656956424865519; 'f1-score': 0.6853563955018771; 'support': 2931}; 'weighted avg': {'precision': 0.7837050788769583; 'recall': 0.8007505970658478; 'f1-score': 0.7841078277135228; 'support': 2931}}
l: 10,3,CNF,5,26375,2930,1,[26375; 26375],296,1031.161393,0.775768,51,[X1 == 7 OR X3 == 7 OR X4 >= 12.500000 OR X6 == 4 OR X6 == 11 OR X6 == 14 OR X10 >= 7073.500000 OR X11 >= 2384.500000 OR X12 >= 65.500000 OR X13 == 5 OR X13 == 29 OR X13 == 35] AND [X1 == 7 OR X3 == 5 OR X3 == 7 OR X3 == 9 OR X3 == 12 OR X3 == 14 OR X6 == 11 OR X6 == 14 OR X10 >= 5505.500000 OR X11 >= 2450.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 3 OR X13 == 5 OR X13 == 11 OR X13 == 12 OR X13 == 17 OR X13 == 22 OR X13 == 29 OR X13 == 35 OR X13 == 36 OR X13 == 41] AND [X1 == 1 OR X3 == 1 OR X4 >= 14.500000 OR X6 == 3 OR X6 == 11 OR X7 == 2 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X12 >= 41.500000 OR X13 == 3 OR X13 == 5 OR X13 == 10 OR X13 == 12 OR X13 == 18 OR X13 == 21 OR X13 == 29 OR X13 == 33],{'0': {'precision': 0.8451737643151058; 'recall': 0.8514208660040953; 'f1-score': 0.8482858138030552; 'support': 20023}; '1': {'precision': 0.5204706640876854; 'recall': 0.5083438287153652; 'f1-score': 0.5143357757247531; 'support': 6352}; 'accuracy': 0.7687962085308057; 'macro avg': {'precision': 0.6828222142013955; 'recall': 0.6798823473597302; 'f1-score': 0.6813107947639041; 'support': 26375}; 'weighted avg': {'precision': 0.7669741778641267; 'recall': 0.7687962085308057; 'f1-score': 0.7678592491822637; 'support': 26375}},{'0': {'precision': 0.8475177304964538; 'recall': 0.8593258426966293; 'f1-score': 0.8533809417540728; 'support': 2225}; '1': {'precision': 0.5356083086053413; 'recall': 0.5120567375886524; 'f1-score': 0.52356780275562; 'support': 705}; 'accuracy': 0.7757679180887372; 'macro avg': {'precision': 0.6915630195508975; 'recall': 0.6856912901426409; 'f1-score': 0.6884743722548463; 'support': 2930}; 'weighted avg': {'precision': 0.7724678525328926; 'recall': 0.7757679180887372; 'f1-score': 0.774023172814172; 'support': 2930}}
l: 10,3,CNF,6,26375,2930,1,[26375; 26375],296,1030.523149,0.665870,54,[X3 == 8 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 3 OR X6 == 5 OR X6 == 6 OR X6 == 14 OR X10 >= 7073.500000 OR X11 >= 1862.000000 OR X13 == 5 OR X13 == 9 OR X13 == 10 OR X13 == 20 OR X13 == 32 OR X13 == 34 OR X13 == 41] AND [X0 >= 61.500000 OR X1 == 5 OR X3 == 14 OR X5 == 1 OR X6 == 3 OR X6 == 6 OR X6 == 14 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 0 OR X13 == 3 OR X13 == 5 OR X13 == 9 OR X13 == 10 OR X13 == 17 OR X13 == 22 OR X13 == 36] AND [X1 == 5 OR X3 == 12 OR X4 >= 14.500000 OR X5 == 1 OR X6 == 3 OR X6 == 5 OR X6 == 6 OR X6 == 13 OR X6 == 14 OR X8 == 3 OR X10 >= 5119.000000 OR X11 >= 1568.500000 OR X13 == 5 OR X13 == 9 OR X13 == 10 OR X13 == 20 OR X13 == 21 OR X13 == 32],{'0': {'precision': 0.8224487445289104; 'recall': 0.7132297857463916; 'f1-score': 0.7639553855618263; 'support': 20023}; '1': {'precision': 0.3627788258794806; 'recall': 0.5146410579345088; 'f1-score': 0.425567922931719; 'support': 6352}; 'accuracy': 0.6654028436018957; 'macro avg': {'precision': 0.5926137852041955; 'recall': 0.6139354218404502; 'f1-score': 0.5947616542467726; 'support': 26375}; 'weighted avg': {'precision': 0.7117445426991027; 'recall': 0.6654028436018957; 'f1-score': 0.6824601376897337; 'support': 26375}},{'0': {'precision': 0.8198151950718686; 'recall': 0.717752808988764; 'f1-score': 0.7653965971722982; 'support': 2225}; '1': {'precision': 0.3604887983706721; 'recall': 0.502127659574468; 'f1-score': 0.4196799051570836; 'support': 705}; 'accuracy': 0.6658703071672355; 'macro avg': {'precision': 0.5901519967212704; 'recall': 0.609940234281616; 'f1-score': 0.5925382511646909; 'support': 2930}; 'weighted avg': {'precision': 0.7092946798246523; 'recall': 0.6658703071672355; 'f1-score': 0.6822122054075451; 'support': 2930}}
l: 10,3,CNF,7,26375,2930,1,[26375; 26375],296,1027.672642,0.767577,46,[X0 >= 61.500000 OR X1 == 5 OR X3 == 15 OR X5 == 1 OR X10 >= 4668.500000 OR X11 >= 1820.500000 OR X13 == 1 OR X13 == 3 OR X13 == 5 OR X13 == 7 OR X13 == 14 OR X13 == 18 OR X13 == 20 OR X13 == 24 OR X13 == 36] AND [X0 >= 61.500000 OR X1 == 5 OR X3 == 15 OR X5 == 1 OR X10 >= 4668.500000 OR X11 >= 1568.500000 OR X13 == 1 OR X13 == 3 OR X13 == 5 OR X13 == 7 OR X13 == 14 OR X13 == 18 OR X13 == 20 OR X13 == 24 OR X13 == 36] AND [X1 == 5 OR X1 == 6 OR X3 == 10 OR X5 == 1 OR X6 == 4 OR X6 == 13 OR X8 == 1 OR X10 >= 4668.500000 OR X13 == 5 OR X13 == 7 OR X13 == 11 OR X13 == 14 OR X13 == 20 OR X13 == 30 OR X13 == 34 OR X13 == 36],{'0': {'precision': 0.8146557569730121; 'recall': 0.9000149827698147; 'f1-score': 0.8552107061503417; 'support': 20023}; '1': {'precision': 0.5293841090738128; 'recall': 0.3545340050377834; 'f1-score': 0.4246652838016217; 'support': 6352}; 'accuracy': 0.7686445497630332; 'macro avg': {'precision': 0.6720199330234125; 'recall': 0.6272744939037991; 'f1-score': 0.6399379949759817; 'support': 26375}; 'weighted avg': {'precision': 0.7459526097708997; 'recall': 0.7686445497630332; 'f1-score': 0.7515206768514197; 'support': 26375}},{'0': {'precision': 0.8169129720853858; 'recall': 0.8943820224719101; 'f1-score': 0.8538940141600515; 'support': 2225}; '1': {'precision': 0.5242914979757085; 'recall': 0.36737588652482267; 'f1-score': 0.43202668890742285; 'support': 705}; 'accuracy': 0.7675767918088737; 'macro avg': {'precision': 0.6706022350305472; 'recall': 0.6308789544983664; 'f1-score': 0.6429603515337372; 'support': 2930}; 'weighted avg': {'precision': 0.7465040508405658; 'recall': 0.7675767918088737; 'f1-score': 0.7523866884593338; 'support': 2930}}
l: 10,3,CNF,8,26375,2930,1,[26375; 26375],296,1027.932295,0.773379,55,[X1 == 1 OR X1 == 7 OR X3 == 3 OR X3 == 8 OR X3 == 9 OR X5 == 1 OR X5 == 5 OR X6 == 1 OR X6 == 7 OR X6 == 12 OR X7 == 2 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 3 OR X13 == 8 OR X13 == 9 OR X13 == 10 OR X13 == 31 OR X13 == 34 OR X13 == 41] AND [X3 == 3 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X6 == 10 OR X6 == 12 OR X6 == 13 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 5 OR X13 == 9 OR X13 == 13 OR X13 == 20 OR X13 == 22 OR X13 == 41] AND [X1 == 1 OR X1 == 5 OR X1 == 7 OR X3 == 3 OR X3 == 9 OR X3 == 14 OR X5 == 1 OR X7 == 5 OR X10 >= 4668.500000 OR X11 >= 1881.500000 OR X13 == 3 OR X13 == 5 OR X13 == 9 OR X13 == 10 OR X13 == 13 OR X13 == 31 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.8468856845547792; 'recall': 0.8535257690771074; 'f1-score': 0.8501927620942669; 'support': 20024}; '1': {'precision': 0.5264772360348725; 'recall': 0.5134624468587624; 'f1-score': 0.5198884017536868; 'support': 6351}; 'accuracy': 0.7716398104265403; 'macro avg': {'precision': 0.6866814602948259; 'recall': 0.6834941079679349; 'f1-score': 0.6850405819239769; 'support': 26375}; 'weighted avg': {'precision': 0.7697325449699479; 'recall': 0.7716398104265403; 'f1-score': 0.7706567244630622; 'support': 26375}},{'0': {'precision': 0.851985559566787; 'recall': 0.8489208633093526; 'f1-score': 0.8504504504504504; 'support': 2224}; '1': {'precision': 0.5294117647058824; 'recall': 0.5354107648725213; 'f1-score': 0.532394366197183; 'support': 706}; 'accuracy': 0.7733788395904437; 'macro avg': {'precision': 0.6906986621363347; 'recall': 0.6921658140909369; 'f1-score': 0.6914224083238167; 'support': 2930}; 'weighted avg': {'precision': 0.7742595871532038; 'recall': 0.7733788395904437; 'f1-score': 0.7738130458488097; 'support': 2930}}
l: 10,3,CNF,9,26375,2930,1,[26375; 26375],296,1030.445055,0.753242,64,[X1 == 7 OR X3 == 5 OR X3 == 9 OR X3 == 10 OR X3 == 14 OR X6 == 1 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 41.500000 OR X13 == 10 OR X13 == 15 OR X13 == 20 OR X13 == 21 OR X13 == 25 OR X13 == 29 OR X13 == 33] AND [X1 == 1 OR X3 == 5 OR X3 == 10 OR X6 == 0 OR X6 == 10 OR X6 == 11 OR X6 == 13 OR X7 == 2 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X12 >= 41.500000 OR X13 == 1 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 15 OR X13 == 20 OR X13 == 21 OR X13 == 25 OR X13 == 33] AND [X0 >= 61.500000 OR X3 == 1 OR X3 == 14 OR X6 == 0 OR X6 == 5 OR X6 == 7 OR X6 == 13 OR X7 == 2 OR X8 == 0 OR X8 == 3 OR X10 >= 4243.500000 OR X11 >= 1820.500000 OR X13 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 7 OR X13 == 10 OR X13 == 11 OR X13 == 12 OR X13 == 15 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 23 OR X13 == 29 OR X13 == 32 OR X13 == 33 OR X13 == 36],{'0': {'precision': 0.8182914945942183; 'recall': 0.8806931681981622; 'f1-score': 0.848346361996392; 'support': 20024}; '1': {'precision': 0.5047678275290216; 'recall': 0.3834041883168005; 'f1-score': 0.4357941834451901; 'support': 6351}; 'accuracy': 0.7609478672985782; 'macro avg': {'precision': 0.6615296610616199; 'recall': 0.6320486782574813; 'f1-score': 0.6420702727207911; 'support': 26375}; 'weighted avg': {'precision': 0.7427961842802443; 'recall': 0.7609478672985782; 'f1-score': 0.7490053615801388; 'support': 26375}},{'0': {'precision': 0.8115400581154005; 'recall': 0.8790467625899281; 'f1-score': 0.8439456075976688; 'support': 2224}; '1': {'precision': 0.4836852207293666; 'recall': 0.35694050991501414; 'f1-score': 0.41075794621026895; 'support': 706}; 'accuracy': 0.7532423208191126; 'macro avg': {'precision': 0.6476126394223836; 'recall': 0.6179936362524712; 'f1-score': 0.6273517769039689; 'support': 2930}; 'weighted avg': {'precision': 0.7325415887657283; 'recall': 0.7532423208191126; 'f1-score': 0.7395666011336742; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 3, 'rule_type': 'CNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.748166 (+- 0.041872), (mean training time) 1029.173815 (+- 1.378837)
