l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],296,1067.362235,0.816445,4,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 10],{'0': {'precision': 0.8225922023182297; 'recall': 0.9746791190131349; 'f1-score': 0.8922007863216604; 'support': 20023}; '1': {'precision': 0.8086070215175538; 'recall': 0.3372697213037317; 'f1-score': 0.476; 'support': 6351}; 'accuracy': 0.8211875331766133; 'macro avg': {'precision': 0.8155996119178918; 'recall': 0.6559744201584332; 'f1-score': 0.6841003931608303; 'support': 26374}; 'weighted avg': {'precision': 0.819224496120266; 'recall': 0.8211875331766133; 'f1-score': 0.7919774150496174; 'support': 26374}},{'0': {'precision': 0.8186626369474878; 'recall': 0.9739325842696629; 'f1-score': 0.8895730706075533; 'support': 2225}; '1': {'precision': 0.795774647887324; 'recall': 0.32011331444759206; 'f1-score': 0.45656565656565656; 'support': 706}; 'accuracy': 0.8164448993517571; 'macro avg': {'precision': 0.8072186424174059; 'recall': 0.6470229493586275; 'f1-score': 0.673069363586605; 'support': 2931}; 'weighted avg': {'precision': 0.8131495286989462; 'recall': 0.8164448993517571; 'f1-score': 0.7852730930184781; 'support': 2931}}
l: 10,2,DNF,9,26375,2930,1,[26375; 26375],296,1017.382571,0.768942,102,[X0 < 61.500000 AND X0 >= 27.500000 AND X1 != 6 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 13 AND X3 != 14 AND X3 != 15 AND X5 != 3 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X7 != 2 AND X7 != 5 AND X8 != 0 AND X11 < 1978.500000 AND X13 != 1 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 14 AND X13 != 16 AND X13 != 18 AND X13 != 19 AND X13 != 21 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 36 AND X13 != 38 AND X13 != 40 AND X13 != 41] OR [X0 >= 23.500000 AND X1 != 2 AND X1 != 3 AND X3 != 0 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 8 AND X3 != 13 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X11 < 1568.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 10 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 18 AND X13 != 19 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 38 AND X13 != 41],{'0': {'precision': 0.8670563230605739; 'recall': 0.8149220934878146; 'f1-score': 0.8401812377715993; 'support': 20024}; '1': {'precision': 0.5094639311714096; 'recall': 0.6060462919225319; 'f1-score': 0.5535739968358981; 'support': 6351}; 'accuracy': 0.7646255924170616; 'macro avg': {'precision': 0.6882601271159918; 'recall': 0.7104841927051733; 'f1-score': 0.6968776173037488; 'support': 26375}; 'weighted avg': {'precision': 0.780949430894201; 'recall': 0.7646255924170616; 'f1-score': 0.7711673008168074; 'support': 26375}},{'0': {'precision': 0.8738521024649589; 'recall': 0.8129496402877698; 'f1-score': 0.8423014209177732; 'support': 2224}; '1': {'precision': 0.5168408826945412; 'recall': 0.6303116147308782; 'f1-score': 0.5679642629227823; 'support': 706}; 'accuracy': 0.7689419795221843; 'macro avg': {'precision': 0.6953464925797501; 'recall': 0.721630627509324; 'f1-score': 0.7051328419202778; 'support': 2930}; 'weighted avg': {'precision': 0.7878282385885375; 'recall': 0.7689419795221843; 'f1-score': 0.7761983377967959; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.768434 (+- 0.024209), (mean training time) 1016.771475 (+- 1.195147)
l: 10,3,CNF,0,26374,2931,1,[26374; 26374],296,1029.366562,0.762880,53,[X1 == 1 OR X1 == 5 OR X1 == 7 OR X5 == 1 OR X6 == 4 OR X6 == 7 OR X6 == 8 OR X6 == 11 OR X6 == 12 OR X6 == 13 OR X10 >= 6618.500000 OR X11 >= 1881.500000 OR X13 == 0 OR X13 == 1 OR X13 == 19 OR X13 == 22 OR X13 == 30 OR X13 == 31] AND [X0 >= 54.500000 OR X1 == 1 OR X3 == 5 OR X5 == 1 OR X6 == 11 OR X6 == 13 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X12 >= 41.500000 OR X13 == 1 OR X13 == 30] AND [X1 == 7 OR X3 == 5 OR X3 == 7 OR X3 == 9 OR X3 == 14 OR X5 == 1 OR X6 == 12 OR X6 == 13 OR X10 >= 5505.500000 OR X11 >= 2218.500000 OR X12 >= 65.500000 OR X13 == 0 OR X13 == 1 OR X13 == 8 OR X13 == 10 OR X13 == 11 OR X13 == 17 OR X13 == 18 OR X13 == 19 OR X13 == 22 OR X13 == 30 OR X13 == 31 OR X13 == 32 OR X13 == 36],{'0': {'precision': 0.8290492116579073; 'recall': 0.8666034060830046; 'f1-score': 0.8474104461211633; 'support': 20023}; '1': {'precision': 0.5093681116825863; 'recall': 0.43662415367658636; 'f1-score': 0.4701992369648156; 'support': 6351}; 'accuracy': 0.7630621066201562; 'macro avg': {'precision': 0.6692086616702468; 'recall': 0.6516137798797954; 'f1-score': 0.6588048415429895; 'support': 26374}; 'weighted avg': {'precision': 0.7520682961371952; 'recall': 0.7630621066201562; 'f1-score': 0.7565759731799346; 'support': 26374}},{'0': {'precision': 0.8349387040280211; 'recall': 0.8570786516853932; 'f1-score': 0.8458638278997561; 'support': 2225}; '1': {'precision': 0.508500772797527; 'recall': 0.4660056657223796; 'f1-score': 0.4863266814486326; 'support': 706}; 'accuracy': 0.7628795632889799; 'macro avg': {'precision': 0.671719738412774; 'recall': 0.6615421587038864; 'f1-score': 0.6660952546741944; 'support': 2931}; 'weighted avg': {'precision': 0.7563084824487891; 'recall': 0.7628795632889799; 'f1-score': 0.7592608850834841; 'support': 2931}}
l: 10,3,CNF,1,26374,2931,1,[26374; 26374],296,1029.073479,0.764244,59,[X3 == 14 OR X5 == 0 OR X6 == 4 OR X6 == 7 OR X6 == 10 OR X6 == 11 OR X6 == 14 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 2218.500000 OR X13 == 1 OR X13 == 2 OR X13 == 10 OR X13 == 20 OR X13 == 22 OR X13 == 24 OR X13 == 30 OR X13 == 41] AND [X1 == 2 OR X3 == 7 OR X3 == 15 OR X4 >= 14.500000 OR X6 == 10 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1820.500000 OR X13 == 1 OR X13 == 7 OR X13 == 8 OR X13 == 10 OR X13 == 17 OR X13 == 18 OR X13 == 22 OR X13 == 24 OR X13 == 31 OR X13 == 32 OR X13 == 33 OR X13 == 35 OR X13 == 41] AND [X1 == 0 OR X1 == 1 OR X3 == 7 OR X3 == 9 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X6 == 6 OR X6 == 14 OR X8 == 1 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X13 == 10 OR X13 == 11 OR X13 == 13 OR X13 == 14 OR X13 == 20 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.8403257650542941; 'recall': 0.8502721869849673; 'f1-score': 0.8452697167539657; 'support': 20023}; '1': {'precision': 0.5096499836440955; 'recall': 0.4906313966304519; 'f1-score': 0.49995988768551947; 'support': 6351}; 'accuracy': 0.7636687646925002; 'macro avg': {'precision': 0.6749878743491948; 'recall': 0.6704517918077096; 'f1-score': 0.6726148022197426; 'support': 26374}; 'weighted avg': {'precision': 0.7606972715479557; 'recall': 0.7636687646925002; 'f1-score': 0.7621172664463255; 'support': 26374}},{'0': {'precision': 0.8408888888888889; 'recall': 0.8503370786516854; 'f1-score': 0.845586592178771; 'support': 2225}; '1': {'precision': 0.5110132158590308; 'recall': 0.49291784702549574; 'f1-score': 0.501802451333814; 'support': 706}; 'accuracy': 0.764244285226885; 'macro avg': {'precision': 0.6759510523739598; 'recall': 0.6716274628385905; 'f1-score': 0.6736945217562924; 'support': 2931}; 'weighted avg': {'precision': 0.7614306066783534; 'recall': 0.764244285226885; 'f1-score': 0.7627781297302757; 'support': 2931}}
l: 10,3,CNF,2,26374,2931,1,[26374; 26374],296,1028.046849,0.740362,54,[X1 == 6 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 11 OR X3 == 14 OR X5 == 1 OR X5 == 5 OR X6 == 4 OR X6 == 11 OR X6 == 12 OR X10 >= 7073.500000 OR X13 == 1 OR X13 == 5 OR X13 == 20 OR X13 == 30 OR X13 == 31 OR X13 == 33 OR X13 == 34 OR X13 == 35 OR X13 == 41] AND [X1 == 5 OR X3 == 14 OR X5 == 1 OR X5 == 2 OR X10 >= 7073.500000 OR X11 >= 2384.500000 OR X12 >= 41.500000 OR X13 == 21] AND [X1 == 1 OR X1 == 6 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 0 OR X6 == 4 OR X6 == 12 OR X6 == 14 OR X8 == 0 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 5 OR X13 == 10 OR X13 == 20 OR X13 == 21 OR X13 == 30 OR X13 == 31 OR X13 == 32 OR X13 == 34 OR X13 == 35 OR X13 == 41],{'0': {'precision': 0.8772948462729485; 'recall': 0.7923388103680767; 'f1-score': 0.8326554176398038; 'support': 20023}; '1': {'precision': 0.49843184559710496; 'recall': 0.6506062037474414; 'f1-score': 0.5644423195136945; 'support': 6351}; 'accuracy': 0.7582088420414044; 'macro avg': {'precision': 0.6878633459350267; 'recall': 0.721472507057759; 'f1-score': 0.6985488685767491; 'support': 26374}; 'weighted avg': {'precision': 0.786062613115586; 'recall': 0.7582088420414044; 'f1-score': 0.7680682717309951; 'support': 26374}},{'0': {'precision': 0.866; 'recall': 0.7784269662921348; 'f1-score': 0.8198816568047337; 'support': 2225}; '1': {'precision': 0.47046186895810954; 'recall': 0.6203966005665722; 'f1-score': 0.5351252290775809; 'support': 706}; 'accuracy': 0.7403616513135448; 'macro avg': {'precision': 0.6682309344790548; 'recall': 0.6994117834293535; 'f1-score': 0.6775034429411573; 'support': 2931}; 'weighted avg': {'precision': 0.7707253768285313; 'recall': 0.7403616513135448; 'f1-score': 0.7512914016101346; 'support': 2931}}
l: 10,3,CNF,3,26374,2931,1,[26374; 26374],296,1030.542806,0.749232,50,[X1 == 2 OR X3 == 7 OR X3 == 9 OR X3 == 14 OR X6 == 12 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 0 OR X13 == 5 OR X13 == 8 OR X13 == 10 OR X13 == 12 OR X13 == 17 OR X13 == 20 OR X13 == 34 OR X13 == 37 OR X13 == 41] AND [X3 == 7 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 2168.500000 OR X13 == 0 OR X13 == 11 OR X13 == 12 OR X13 == 34 OR X13 == 37 OR X13 == 41] AND [X1 == 1 OR X3 == 9 OR X3 == 14 OR X6 == 11 OR X6 == 12 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1975.500000 OR X12 >= 49.500000 OR X13 == 0 OR X13 == 5 OR X13 == 8 OR X13 == 10 OR X13 == 12 OR X13 == 20 OR X13 == 21 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.8487527628670666; 'recall': 0.8054737052389752; 'f1-score': 0.8265470852017937; 'support': 20023}; '1': {'precision': 0.47164948453608246; 'recall': 0.5474728389230042; 'f1-score': 0.5067405086351381; 'support': 6351}; 'accuracy': 0.743345719268977; 'macro avg': {'precision': 0.6602011237015746; 'recall': 0.6764732720809897; 'f1-score': 0.6666437969184659; 'support': 26374}; 'weighted avg': {'precision': 0.7579442802447841; 'recall': 0.743345719268977; 'f1-score': 0.7495359542480199; 'support': 26374}},{'0': {'precision': 0.8564593301435407; 'recall': 0.8044943820224719; 'f1-score': 0.8296639629200464; 'support': 2225}; '1': {'precision': 0.4827586206896552; 'recall': 0.5750708215297451; 'f1-score': 0.5248868778280543; 'support': 706}; 'accuracy': 0.7492323439099283; 'macro avg': {'precision': 0.6696089754165979; 'recall': 0.6897826017761085; 'f1-score': 0.6772754203740503; 'support': 2931}; 'weighted avg': {'precision': 0.7664447614385106; 'recall': 0.7492323439099283; 'f1-score': 0.7562512634744829; 'support': 2931}}
l: 10,3,CNF,4,26374,2931,1,[26374; 26374],296,1030.683917,0.736950,57,[X0 >= 43.500000 OR X1 == 6 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X6 == 7 OR X6 == 13 OR X8 == 0 OR X10 >= 4668.500000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 8 OR X13 == 21 OR X13 == 23 OR X13 == 30 OR X13 == 37 OR X13 == 40 OR X13 == 41] AND [X1 == 1 OR X1 == 7 OR X6 == 7 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 41.500000 OR X13 == 5 OR X13 == 10 OR X13 == 11 OR X13 == 13 OR X13 == 19 OR X13 == 22 OR X13 == 23 OR X13 == 24 OR X13 == 25 OR X13 == 30 OR X13 == 35 OR X13 == 40] AND [X1 == 1 OR X1 == 5 OR X1 == 7 OR X3 == 8 OR X3 == 9 OR X4 >= 13.500000 OR X6 == 7 OR X6 == 13 OR X8 == 0 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 2 OR X13 == 5 OR X13 == 7 OR X13 == 9 OR X13 == 11 OR X13 == 19 OR X13 == 22 OR X13 == 23 OR X13 == 35],{'0': {'precision': 0.8388847023360965; 'recall': 0.8339409678869301; 'f1-score': 0.8364055299539171; 'support': 20023}; '1': {'precision': 0.48601020250425103; 'recall': 0.49504015115729805; 'f1-score': 0.49048361934477375; 'support': 6351}; 'accuracy': 0.7523318419655721; 'macro avg': {'precision': 0.6624474524201738; 'recall': 0.664490559522114; 'f1-score': 0.6634445746493455; 'support': 26374}; 'weighted avg': {'precision': 0.7539106389239462; 'recall': 0.7523318419655721; 'f1-score': 0.7531056871436241; 'support': 26374}},{'0': {'precision': 0.8334862385321101; 'recall': 0.8166292134831461; 'f1-score': 0.8249716231555051; 'support': 2225}; '1': {'precision': 0.4567243675099867; 'recall': 0.48583569405099153; 'f1-score': 0.4708304735758408; 'support': 706}; 'accuracy': 0.736949846468782; 'macro avg': {'precision': 0.6451053030210484; 'recall': 0.6512324537670688; 'f1-score': 0.647901048365673; 'support': 2931}; 'weighted avg': {'precision': 0.7427343173647204; 'recall': 0.736949846468782; 'f1-score': 0.73966843257098; 'support': 2931}}
l: 10,3,CNF,5,26375,2930,1,[26375; 26375],296,1029.322076,0.773720,37,[X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 13 OR X7 == 0 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 15] AND [X1 == 1 OR X4 >= 13.500000 OR X5 == 1 OR X6 == 3 OR X6 == 12 OR X6 == 13 OR X8 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 0 OR X13 == 10 OR X13 == 12 OR X13 == 15 OR X13 == 30 OR X13 == 31 OR X13 == 34] AND [X1 == 1 OR X4 >= 10.500000 OR X6 == 3 OR X10 >= 57.000000 OR X11 >= 2384.500000 OR X12 >= 41.500000 OR X13 == 0 OR X13 == 1 OR X13 == 9 OR X13 == 15 OR X13 == 34 OR X13 == 35 OR X13 == 38],{'0': {'precision': 0.8641994266994267; 'recall': 0.843180342606003; 'f1-score': 0.8535605045628049; 'support': 20023}; '1': {'precision': 0.5408685480333382; 'recall': 0.5823362720403022; 'f1-score': 0.5608369342733682; 'support': 6352}; 'accuracy': 0.7803601895734598; 'macro avg': {'precision': 0.7025339873663825; 'recall': 0.7127583073231527; 'f1-score': 0.7071987194180865; 'support': 26375}; 'weighted avg': {'precision': 0.7863303180250383; 'recall': 0.7803601895734598; 'f1-score': 0.7830626801655156; 'support': 26375}},{'0': {'precision': 0.8652946679139383; 'recall': 0.8314606741573034; 'f1-score': 0.8480403392161359; 'support': 2225}; '1': {'precision': 0.5265151515151515; 'recall': 0.5914893617021276; 'f1-score': 0.5571142284569138; 'support': 705}; 'accuracy': 0.7737201365187714; 'macro avg': {'precision': 0.6959049097145449; 'recall': 0.7114750179297156; 'f1-score': 0.7025772838365248; 'support': 2930}; 'weighted avg': {'precision': 0.7837794600432405; 'recall': 0.7737201365187714; 'f1-score': 0.7780393466955723; 'support': 2930}}
l: 10,3,CNF,6,26375,2930,1,[26375; 26375],296,1028.905114,0.808874,48,[X1 == 1 OR X1 == 2 OR X1 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 4 OR X6 == 10 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 11 OR X13 == 31 OR X13 == 33 OR X13 == 41] AND [X0 >= 43.500000 OR X1 == 5 OR X3 == 7 OR X3 == 14 OR X5 == 1 OR X7 == 5 OR X8 == 1 OR X10 >= 3048.000000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 10 OR X13 == 11 OR X13 == 20 OR X13 == 30 OR X13 == 36 OR X13 == 41] AND [X1 == 6 OR X3 == 8 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 1 OR X6 == 13 OR X6 == 14 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 41.500000 OR X13 == 10 OR X13 == 11 OR X13 == 17 OR X13 == 31],{'0': {'precision': 0.8564274601322442; 'recall': 0.879738300953903; 'f1-score': 0.8679263876228721; 'support': 20023}; '1': {'precision': 0.5853280523506114; 'recall': 0.5351070528967254; 'f1-score': 0.5590920305946213; 'support': 6352}; 'accuracy': 0.796739336492891; 'macro avg': {'precision': 0.7208777562414278; 'recall': 0.7074226769253142; 'f1-score': 0.7135092091087467; 'support': 26375}; 'weighted avg': {'precision': 0.7911374719529483; 'recall': 0.796739336492891; 'f1-score': 0.793548536026912; 'support': 26375}},{'0': {'precision': 0.8665785997357992; 'recall': 0.8844943820224719; 'f1-score': 0.8754448398576512; 'support': 2225}; '1': {'precision': 0.6100151745068285; 'recall': 0.5702127659574469; 'f1-score': 0.589442815249267; 'support': 705}; 'accuracy': 0.8088737201365188; 'macro avg': {'precision': 0.7382968871213138; 'recall': 0.7273535739899594; 'f1-score': 0.732443827553459; 'support': 2930}; 'weighted avg': {'precision': 0.8048457619247329; 'recall': 0.8088737201365188; 'f1-score': 0.8066286530491492; 'support': 2930}}
l: 10,3,CNF,7,26375,2930,1,[26375; 26375],296,1030.663936,0.775427,53,[X1 == 5 OR X1 == 6 OR X3 == 8 OR X3 == 9 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 2 OR X6 == 11 OR X6 == 12 OR X10 >= 4668.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 3 OR X13 == 9 OR X13 == 10 OR X13 == 17 OR X13 == 19 OR X13 == 22 OR X13 == 30 OR X13 == 33 OR X13 == 36 OR X13 == 37] AND [X1 == 5 OR X1 == 6 OR X3 == 12 OR X3 == 14 OR X6 == 3 OR X6 == 11 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 18 OR X13 == 22 OR X13 == 30 OR X13 == 36 OR X13 == 41] AND [X1 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X6 == 2 OR X6 == 11 OR X7 == 5 OR X10 >= 3048.000000 OR X12 >= 41.500000 OR X13 == 1 OR X13 == 9 OR X13 == 18 OR X13 == 19 OR X13 == 22 OR X13 == 30],{'0': {'precision': 0.8321977350688408; 'recall': 0.8844828447285622; 'f1-score': 0.8575440635289561; 'support': 20023}; '1': {'precision': 0.5459363957597173; 'recall': 0.43781486146095716; 'f1-score': 0.4859339507251441; 'support': 6352}; 'accuracy': 0.7769099526066351; 'macro avg': {'precision': 0.689067065414279; 'recall': 0.6611488530947597; 'f1-score': 0.6717390071270501; 'support': 26375}; 'weighted avg': {'precision': 0.7632562364037583; 'recall': 0.7769099526066351; 'f1-score': 0.7680476678311432; 'support': 26375}},{'0': {'precision': 0.8225607245780157; 'recall': 0.8979775280898876; 'f1-score': 0.8586162440911044; 'support': 2225}; '1': {'precision': 0.5469061876247505; 'recall': 0.38865248226950355; 'f1-score': 0.4543946932006634; 'support': 705}; 'accuracy': 0.7754266211604095; 'macro avg': {'precision': 0.6847334561013831; 'recall': 0.6433150051796956; 'f1-score': 0.6565054686458839; 'support': 2930}; 'weighted avg': {'precision': 0.7562342916250969; 'recall': 0.7754266211604095; 'f1-score': 0.7613547446447695; 'support': 2930}}
l: 10,3,CNF,8,26375,2930,1,[26375; 26375],296,1030.830295,0.798976,41,[X0 >= 54.500000 OR X1 == 1 OR X3 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 14 OR X7 == 5 OR X8 == 1 OR X10 >= 3048.000000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 10 OR X13 == 30 OR X13 == 41] AND [X0 >= 61.500000 OR X3 == 10 OR X6 == 10 OR X6 == 13 OR X7 == 5 OR X10 >= 3048.000000 OR X11 >= 1820.500000 OR X12 >= 41.500000 OR X13 == 0 OR X13 == 1 OR X13 == 17 OR X13 == 18 OR X13 == 30] AND [X1 == 7 OR X3 == 2 OR X3 == 9 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X6 == 10 OR X6 == 13 OR X10 >= 3048.000000 OR X11 >= 1820.500000 OR X13 == 0 OR X13 == 7 OR X13 == 17],{'0': {'precision': 0.8511047994993501; 'recall': 0.8829404714342789; 'f1-score': 0.8667303968429052; 'support': 20024}; '1': {'precision': 0.5815780078543378; 'recall': 0.5129900803023146; 'f1-score': 0.5451351125240527; 'support': 6351}; 'accuracy': 0.7938578199052133; 'macro avg': {'precision': 0.716341403676844; 'recall': 0.6979652758682968; 'f1-score': 0.7059327546834789; 'support': 26375}; 'weighted avg': {'precision': 0.7862037699737588; 'recall': 0.7938578199052133; 'f1-score': 0.789291471697539; 'support': 26375}},{'0': {'precision': 0.8447912273302404; 'recall': 0.9006294964028777; 'f1-score': 0.8718171926006528; 'support': 2224}; '1': {'precision': 0.6046511627906976; 'recall': 0.47875354107648727; 'f1-score': 0.5343873517786562; 'support': 706}; 'accuracy': 0.798976109215017; 'macro avg': {'precision': 0.7247211950604691; 'recall': 0.6896915187396825; 'f1-score': 0.7031022721896545; 'support': 2930}; 'weighted avg': {'precision': 0.7869281264548419; 'recall': 0.798976109215017; 'f1-score': 0.7905115722524174; 'support': 2930}}
l: 10,3,CNF,9,26375,2930,1,[26375; 26375],296,1029.014041,0.764846,56,[X0 >= 43.500000 OR X3 == 7 OR X3 == 9 OR X3 == 10 OR X3 == 14 OR X6 == 14 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 7 OR X13 == 10 OR X13 == 11 OR X13 == 19 OR X13 == 24 OR X13 == 41] AND [X1 == 2 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X6 == 12 OR X6 == 14 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 2384.500000 OR X13 == 1 OR X13 == 9 OR X13 == 12 OR X13 == 18 OR X13 == 35 OR X13 == 41] AND [X1 == 1 OR X1 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 10 OR X6 == 12 OR X6 == 14 OR X10 >= 4243.500000 OR X11 >= 2384.500000 OR X13 == 0 OR X13 == 1 OR X13 == 10 OR X13 == 11 OR X13 == 12 OR X13 == 17 OR X13 == 18 OR X13 == 19 OR X13 == 24 OR X13 == 27 OR X13 == 31 OR X13 == 41],{'0': {'precision': 0.837002457002457; 'recall': 0.8506292449061127; 'f1-score': 0.8437608361817012; 'support': 20024}; '1': {'precision': 0.5035684647302905; 'recall': 0.47772004408754526; 'f1-score': 0.4903038138332256; 'support': 6351}; 'accuracy': 0.7608341232227488; 'macro avg': {'precision': 0.6702854608663738; 'recall': 0.664174644496829; 'f1-score': 0.6670323250074633; 'support': 26375}; 'weighted avg': {'precision': 0.7567128158680293; 'recall': 0.7608341232227488; 'f1-score': 0.7586497253215999; 'support': 26375}},{'0': {'precision': 0.8397521027003099; 'recall': 0.8529676258992805; 'f1-score': 0.8463082757082312; 'support': 2224}; '1': {'precision': 0.5126676602086438; 'recall': 0.48725212464589235; 'f1-score': 0.49963689179375453; 'support': 706}; 'accuracy': 0.7648464163822526; 'macro avg': {'precision': 0.6762098814544768; 'recall': 0.6701098752725865; 'f1-score': 0.6729725837509929; 'support': 2930}; 'weighted avg': {'precision': 0.7609392643388367; 'recall': 0.7648464163822526; 'f1-score': 0.7627758535090433; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 3, 'rule_type': 'CNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.767551 (+- 0.022015), (mean training time) 1029.644907 (+- 0.913051)
