l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,3296,[8; 9],262,109.907713,0.749232,5,[X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 11],{'0': {'precision': 0.8425615356829558; 'recall': 0.8154622184487839; 'f1-score': 0.8287904167301151; 'support': 20023}; '1': {'precision': 0.47176554681915656; 'recall': 0.5196032120925839; 'f1-score': 0.4945301963135022; 'support': 6351}; 'accuracy': 0.7442177902479715; 'macro avg': {'precision': 0.6571635412510561; 'recall': 0.6675327152706838; 'f1-score': 0.6616603065218086; 'support': 26374}; 'weighted avg': {'precision': 0.7532718820364104; 'recall': 0.7442177902479715; 'f1-score': 0.7482987711751782; 'support': 26374}},{'0': {'precision': 0.8433179723502304; 'recall': 0.8224719101123595; 'f1-score': 0.832764505119454; 'support': 2225}; '1': {'precision': 0.480946123521682; 'recall': 0.5184135977337111; 'f1-score': 0.49897750511247446; 'support': 706}; 'accuracy': 0.7492323439099283; 'macro avg': {'precision': 0.6621320479359563; 'recall': 0.6704427539230353; 'f1-score': 0.6658710051159642; 'support': 2931}; 'weighted avg': {'precision': 0.7560322250718424; 'recall': 0.7492323439099283; 'f1-score': 0.7523640881952207; 'support': 2931}}
l: 10,1,DNF,3,26374,2931,412,[64; 65],262,27.145715,0.753327,23,[X0 >= 37.000000 AND X1 != 0 AND X1 != 1 AND X1 != 5 AND X1 != 6 AND X1 != 8 AND X3 != 4 AND X3 != 6 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X8 == 4 AND X13 != 6 AND X13 != 9 AND X13 != 18 AND X13 != 20 AND X13 != 26 AND X13 != 31 AND X13 != 33],{'0': {'precision': 0.8241125834219943; 'recall': 0.851071268041752; 'f1-score': 0.8373750030711776; 'support': 20023}; '1': {'precision': 0.4764747191011236; 'recall': 0.42733427806644625; 'f1-score': 0.45056860629202294; 'support': 6351}; 'accuracy': 0.7490331386972018; 'macro avg': {'precision': 0.6502936512615589; 'recall': 0.6392027730540991; 'f1-score': 0.6439718046816003; 'support': 26374}; 'weighted avg': {'precision': 0.7403995297971423; 'recall': 0.7490331386972018; 'f1-score': 0.7442299577255943; 'support': 26374}},{'0': {'precision': 0.83348134991119; 'recall': 0.8435955056179776; 'f1-score': 0.8385079294170203; 'support': 2225}; '1': {'precision': 0.48748159057437407; 'recall': 0.4688385269121813; 'f1-score': 0.47797833935018047; 'support': 706}; 'accuracy': 0.7533265097236438; 'macro avg': {'precision': 0.660481470242782; 'recall': 0.6562170162650794; 'f1-score': 0.6582431343836004; 'support': 2931}; 'weighted avg': {'precision': 0.7501392038546251; 'recall': 0.7533265097236438; 'f1-score': 0.7516659333108487; 'support': 2931}}
l: 10,1,DNF,4,26374,2931,412,[64; 65],262,27.773270,0.783350,30,[X0 < 58.000000 AND X0 >= 30.000000 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X2 < 329054.000000 AND X3 != 0 AND X3 != 6 AND X3 != 11 AND X3 != 13 AND X4 >= 7.000000 AND X5 != 3 AND X5 != 4 AND X6 != 0 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 1 AND X8 != 3 AND X13 != 1 AND X13 != 19 AND X13 != 27 AND X13 != 28 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 41],{'0': {'precision': 0.8188461021204106; 'recall': 0.9122509114518303; 'f1-score': 0.8630285849279471; 'support': 20023}; '1': {'precision': 0.5679862306368331; 'recall': 0.3637222484648087; 'f1-score': 0.4434632367057017; 'support': 6351}; 'accuracy': 0.780162281034352; 'macro avg': {'precision': 0.6934161663786218; 'recall': 0.6379865799583195; 'f1-score': 0.6532459108168244; 'support': 26374}; 'weighted avg': {'precision': 0.7584377058289039; 'recall': 0.780162281034352; 'f1-score': 0.761995009188223; 'support': 26374}},{'0': {'precision': 0.8205645161290323; 'recall': 0.9146067415730337; 'f1-score': 0.8650371944739639; 'support': 2225}; '1': {'precision': 0.5787139689578714; 'recall': 0.3696883852691218; 'f1-score': 0.45116681071737247; 'support': 706}; 'accuracy': 0.7833503923575571; 'macro avg': {'precision': 0.6996392425434519; 'recall': 0.6421475634210777; 'f1-score': 0.6581020025956682; 'support': 2931}; 'weighted avg': {'precision': 0.7623091472096056; 'recall': 0.7833503923575571; 'f1-score': 0.7653468188573983; 'support': 2931}}
l: 10,1,DNF,5,26375,2930,412,[64; 65],262,27.840341,0.748123,29,[X0 >= 26.000000 AND X1 != 2 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 6 AND X3 != 13 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X12 >= 24.000000 AND X13 != 6 AND X13 != 9 AND X13 != 13 AND X13 != 18 AND X13 != 25 AND X13 != 26 AND X13 != 34],{'0': {'precision': 0.8549239564232554; 'recall': 0.7916895570094391; 'f1-score': 0.8220925709840529; 'support': 20023}; '1': {'precision': 0.46750925571300905; 'recall': 0.5765113350125944; 'f1-score': 0.516320056397603; 'support': 6352}; 'accuracy': 0.7398672985781991; 'macro avg': {'precision': 0.6612166060681322; 'recall': 0.6841004460110167; 'f1-score': 0.669206313690828; 'support': 26375}; 'weighted avg': {'precision': 0.7616212766540996; 'recall': 0.7398672985781991; 'f1-score': 0.74845211552801; 'support': 26375}},{'0': {'precision': 0.8586589483839846; 'recall': 0.8; 'f1-score': 0.8282922289436947; 'support': 2225}; '1': {'precision': 0.4807467911318553; 'recall': 0.5843971631205673; 'f1-score': 0.5275288092189501; 'support': 705}; 'accuracy': 0.7481228668941979; 'macro avg': {'precision': 0.6697028697579199; 'recall': 0.6921985815602837; 'f1-score': 0.6779105190813224; 'support': 2930}; 'weighted avg': {'precision': 0.7677278661782675; 'recall': 0.7481228668941979; 'f1-score': 0.7559242388734062; 'support': 2930}}
l: 10,1,DNF,6,26375,2930,412,[64; 65],262,27.197891,0.739590,27,[X0 >= 26.000000 AND X1 != 0 AND X1 != 7 AND X2 >= 130856.000000 AND X3 != 5 AND X3 != 7 AND X3 != 10 AND X3 != 13 AND X3 != 15 AND X4 >= 9.000000 AND X6 != 3 AND X6 != 9 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X13 != 11 AND X13 != 13 AND X13 != 18 AND X13 != 23 AND X13 != 31 AND X13 != 32 AND X13 != 37],{'0': {'precision': 0.7986155387558065; 'recall': 0.8757928382360286; 'f1-score': 0.8354255496534145; 'support': 20023}; '1': {'precision': 0.4369481548562373; 'recall': 0.3038413098236776; 'f1-score': 0.35843625220540437; 'support': 6352}; 'accuracy': 0.7380473933649289; 'macro avg': {'precision': 0.6177818468060219; 'recall': 0.5898170740298531; 'f1-score': 0.5969309009294095; 'support': 26375}; 'weighted avg': {'precision': 0.7115136914560884; 'recall': 0.7380473933649289; 'f1-score': 0.720550250415888; 'support': 26375}},{'0': {'precision': 0.796672077922078; 'recall': 0.8822471910112359; 'f1-score': 0.837278737470676; 'support': 2225}; '1': {'precision': 0.43776824034334766; 'recall': 0.28936170212765955; 'f1-score': 0.34842015371477375; 'support': 705}; 'accuracy': 0.7395904436860068; 'macro avg': {'precision': 0.6172201591327128; 'recall': 0.5858044465694477; 'f1-score': 0.5928494455927249; 'support': 2930}; 'weighted avg': {'precision': 0.7103146699039875; 'recall': 0.7395904436860068; 'f1-score': 0.7196523546898189; 'support': 2930}}
l: 10,1,DNF,7,26375,2930,412,[64; 65],262,27.721514,0.765529,28,[X0 < 58.000000 AND X0 >= 26.000000 AND X1 != 8 AND X2 < 219632.000000 AND X3 != 0 AND X3 != 4 AND X3 != 5 AND X5 != 1 AND X5 != 4 AND X5 != 5 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X13 != 4 AND X13 != 6 AND X13 != 9 AND X13 != 12 AND X13 != 13 AND X13 != 23 AND X13 != 25 AND X13 != 32 AND X13 != 37 AND X13 != 38],{'0': {'precision': 0.8237209741363035; 'recall': 0.8716476052539579; 'f1-score': 0.8470068670985902; 'support': 20023}; '1': {'precision': 0.5045305571621361; 'recall': 0.4119962216624685; 'f1-score': 0.45359216569893407; 'support': 6352}; 'accuracy': 0.7609478672985782; 'macro avg': {'precision': 0.6641257656492199; 'recall': 0.6418219134582133; 'f1-score': 0.6502995163987622; 'support': 26375}; 'weighted avg': {'precision': 0.7468490299232263; 'recall': 0.7609478672985782; 'f1-score': 0.7522591824240645; 'support': 26375}},{'0': {'precision': 0.8233809924306139; 'recall': 0.88; 'f1-score': 0.8507495111883554; 'support': 2225}; '1': {'precision': 0.5163043478260869; 'recall': 0.40425531914893614; 'f1-score': 0.45346062052505964; 'support': 705}; 'accuracy': 0.7655290102389078; 'macro avg': {'precision': 0.6698426701283504; 'recall': 0.642127659574468; 'f1-score': 0.6521050658567076; 'support': 2930}; 'weighted avg': {'precision': 0.749493949957511; 'recall': 0.7655290102389078; 'f1-score': 0.7551561091686887; 'support': 2930}}
l: 10,1,DNF,8,26375,2930,412,[64; 65],262,27.844694,0.790785,34,[X0 >= 26.000000 AND X1 != 2 AND X1 != 7 AND X2 >= 65716.000000 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 7 AND X3 != 8 AND X4 >= 9.000000 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 3 AND X8 != 2 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 10 AND X13 != 12 AND X13 != 22 AND X13 != 23 AND X13 != 25 AND X13 != 27 AND X13 != 33 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.8489285888612291; 'recall': 0.8685577307231322; 'f1-score': 0.8586309891140678; 'support': 20024}; '1': {'precision': 0.5529891304347826; 'recall': 0.5126751692646827; 'f1-score': 0.5320696135305172; 'support': 6351}; 'accuracy': 0.7828625592417061; 'macro avg': {'precision': 0.7009588596480059; 'recall': 0.6906164499939075; 'f1-score': 0.6953503013222925; 'support': 26375}; 'weighted avg': {'precision': 0.7776674893174809; 'recall': 0.7828625592417061; 'f1-score': 0.7799962480209444; 'support': 26375}},{'0': {'precision': 0.8509803921568627; 'recall': 0.8781474820143885; 'f1-score': 0.8643505200265545; 'support': 2224}; '1': {'precision': 0.573228346456693; 'recall': 0.5155807365439093; 'f1-score': 0.5428784489187174; 'support': 706}; 'accuracy': 0.7907849829351535; 'macro avg': {'precision': 0.7121043693067779; 'recall': 0.696864109279149; 'f1-score': 0.703614484472636; 'support': 2930}; 'weighted avg': {'precision': 0.7840544726127262; 'recall': 0.7907849829351535; 'f1-score': 0.7868900141555194; 'support': 2930}}
l: 10,1,DNF,9,26375,2930,412,[64; 65],262,28.198845,0.706143,29,[X0 >= 22.000000 AND X1 != 1 AND X1 != 5 AND X2 >= 65716.000000 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X4 >= 9.000000 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 13 AND X7 != 2 AND X7 != 4 AND X8 != 3 AND X12 < 55.000000 AND X12 >= 35.000000 AND X13 != 6 AND X13 != 28 AND X13 != 33 AND X13 != 40 AND X13 == 39],{'0': {'precision': 0.8008544036560529; 'recall': 0.8051338393927288; 'f1-score': 0.8029884198729923; 'support': 20024}; '1': {'precision': 0.37508007687379885; 'recall': 0.3687608250669186; 'f1-score': 0.3718936085748312; 'support': 6351}; 'accuracy': 0.7000568720379147; 'macro avg': {'precision': 0.5879672402649259; 'recall': 0.5869473322298236; 'f1-score': 0.5874410142239117; 'support': 26375}; 'weighted avg': {'precision': 0.6983295600771299; 'recall': 0.7000568720379147; 'f1-score': 0.699182423795092; 'support': 26375}},{'0': {'precision': 0.8035634743875278; 'recall': 0.8111510791366906; 'f1-score': 0.8073394495412844; 'support': 2224}; '1': {'precision': 0.38686131386861317; 'recall': 0.37535410764872523; 'f1-score': 0.38102084831056793; 'support': 706}; 'accuracy': 0.7061433447098976; 'macro avg': {'precision': 0.5952123941280705; 'recall': 0.593252593392708; 'f1-score': 0.5941801489259262; 'support': 2930}; 'weighted avg': {'precision': 0.7031567421942331; 'recall': 0.7061433447098976; 'f1-score': 0.7046155818044633; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [64, 65], 'n_partitions': 412}, (mean val acc cv) 0.759118 (+- 0.026490), (mean training time) 27.600756 (+- 0.487659)
l: 10,1,DNF,0,26374,2931,206,[128; 129],262,56.552979,0.789833,32,[X0 < 58.000000 AND X0 >= 33.000000 AND X3 != 2 AND X3 != 5 AND X3 != 13 AND X5 != 0 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X12 >= 35.000000 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 13 AND X13 != 14 AND X13 != 18 AND X13 != 20 AND X13 != 25 AND X13 != 26 AND X13 != 31 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8432173545569799; 'recall': 0.896868601108725; 'f1-score': 0.869215876089061; 'support': 20023}; '1': {'precision': 0.5932637384282057; 'recall': 0.47425602267359473; 'f1-score': 0.527126356317816; 'support': 6351}; 'accuracy': 0.7951012360658224; 'macro avg': {'precision': 0.7182405464925927; 'recall': 0.6855623118911599; 'f1-score': 0.6981711162034385; 'support': 26374}; 'weighted avg': {'precision': 0.7830271893930363; 'recall': 0.7951012360658224; 'f1-score': 0.7868388934521013; 'support': 26374}},{'0': {'precision': 0.8436565570269116; 'recall': 0.8876404494382022; 'f1-score': 0.8650897941305299; 'support': 2225}; '1': {'precision': 0.576271186440678; 'recall': 0.48158640226628896; 'f1-score': 0.5246913580246912; 'support': 706}; 'accuracy': 0.7898328215626066; 'macro avg': {'precision': 0.7099638717337948; 'recall': 0.6846134258522456; 'f1-score': 0.6948905760776105; 'support': 2931}; 'weighted avg': {'precision': 0.7792505278103026; 'recall': 0.7898328215626066; 'f1-score': 0.7830968579685639; 'support': 2931}}
l: 10,1,DNF,1,26374,2931,206,[128; 129],262,59.201434,0.765609,37,[X0 >= 30.000000 AND X1 != 0 AND X1 != 7 AND X3 != 0 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 1 AND X9 AND X12 < 55.000000 AND X12 >= 40.000000 AND X13 != 6 AND X13 != 7 AND X13 != 13 AND X13 != 17 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 30 AND X13 != 31 AND X13 != 38 AND X13 != 41],{'0': {'precision': 0.8260446134582387; 'recall': 0.8895769864655646; 'f1-score': 0.8566344442841342; 'support': 20023}; '1': {'precision': 0.540428185408439; 'recall': 0.4093843489214297; 'f1-score': 0.46586633219853074; 'support': 6351}; 'accuracy': 0.7739440357928262; 'macro avg': {'precision': 0.6832363994333388; 'recall': 0.6494806676934972; 'f1-score': 0.6612503882413324; 'support': 26374}; 'weighted avg': {'precision': 0.7572666527945442; 'recall': 0.7739440357928262; 'f1-score': 0.7625353967427804; 'support': 26374}},{'0': {'precision': 0.8236531986531986; 'recall': 0.8795505617977528; 'f1-score': 0.8506846337752664; 'support': 2225}; '1': {'precision': 0.5171171171171172; 'recall': 0.4065155807365439; 'f1-score': 0.4551942902458367; 'support': 706}; 'accuracy': 0.7656090071647902; 'macro avg': {'precision': 0.6703851578851578; 'recall': 0.6430330712671484; 'f1-score': 0.6529394620105515; 'support': 2931}; 'weighted avg': {'precision': 0.7498168037147908; 'recall': 0.7656090071647902; 'f1-score': 0.7554215213454549; 'support': 2931}}
l: 10,1,DNF,2,26374,2931,206,[128; 129],262,60.932329,0.763562,28,[X1 != 7 AND X3 != 1 AND X3 != 4 AND X3 != 6 AND X3 != 13 AND X4 >= 7.000000 AND X5 != 5 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 3 AND X9 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 7 AND X13 != 11 AND X13 != 13 AND X13 != 18 AND X13 != 22 AND X13 != 26 AND X13 != 28 AND X13 != 33],{'0': {'precision': 0.8542126379137412; 'recall': 0.8506717275133596; 'f1-score': 0.8524385056176963; 'support': 20023}; '1': {'precision': 0.5352813179981349; 'recall': 0.5422768068020785; 'f1-score': 0.5387563551036371; 'support': 6351}; 'accuracy': 0.7764085842117237; 'macro avg': {'precision': 0.6947469779559381; 'recall': 0.6964742671577191; 'f1-score': 0.6955974303606667; 'support': 26374}; 'weighted avg': {'precision': 0.7774122734341774; 'recall': 0.7764085842117237; 'f1-score': 0.7769021691531938; 'support': 26374}},{'0': {'precision': 0.8447344734473448; 'recall': 0.8435955056179776; 'f1-score': 0.8441646053519226; 'support': 2225}; '1': {'precision': 0.5091678420310296; 'recall': 0.5113314447592068; 'f1-score': 0.5102473498233215; 'support': 706}; 'accuracy': 0.7635619242579325; 'macro avg': {'precision': 0.6769511577391871; 'recall': 0.6774634751885922; 'f1-score': 0.677205977587622; 'support': 2931}; 'weighted avg': {'precision': 0.7639053906155745; 'recall': 0.7635619242579325; 'f1-score': 0.7637328133344568; 'support': 2931}}
l: 10,1,DNF,3,26374,2931,206,[128; 129],262,52.713424,0.785056,39,[X0 >= 33.000000 AND X1 != 0 AND X1 != 5 AND X1 != 7 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X4 >= 9.000000 AND X5 != 4 AND X5 != 5 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X9 AND X12 >= 35.000000 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 10 AND X13 != 12 AND X13 != 13 AND X13 != 17 AND X13 != 18 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 41],{'0': {'precision': 0.8257396986748956; 'recall': 0.9087549318283974; 'f1-score': 0.8652607051998383; 'support': 20023}; '1': {'precision': 0.578838174273859; 'recall': 0.39537080774681155; 'f1-score': 0.469828795958462; 'support': 6351}; 'accuracy': 0.7851292940016683; 'macro avg': {'precision': 0.7022889364743773; 'recall': 0.6520628697876045; 'f1-score': 0.6675447505791502; 'support': 26374}; 'weighted avg': {'precision': 0.7662844934928609; 'recall': 0.7851292940016683; 'f1-score': 0.7700385904052687; 'support': 26374}},{'0': {'precision': 0.8272466146901929; 'recall': 0.9060674157303371; 'f1-score': 0.8648648648648648; 'support': 2225}; '1': {'precision': 0.5769230769230769; 'recall': 0.40368271954674223; 'f1-score': 0.475; 'support': 706}; 'accuracy': 0.7850562947799385; 'macro avg': {'precision': 0.7020848458066349; 'recall': 0.6548750676385396; 'f1-score': 0.6699324324324324; 'support': 2931}; 'weighted avg': {'precision': 0.7669503275310036; 'recall': 0.7850562947799385; 'f1-score': 0.7709567807316016; 'support': 2931}}
l: 10,1,DNF,4,26374,2931,206,[128; 129],262,59.587065,0.757421,37,[X0 >= 37.000000 AND X1 != 6 AND X2 >= 130856.000000 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X4 >= 7.000000 AND X5 != 0 AND X5 != 3 AND X6 != 4 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X12 >= 35.000000 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 18 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 28 AND X13 != 29 AND X13 != 30 AND X13 != 32 AND X13 != 35 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.7969976410036457; 'recall': 0.9280327623233282; 'f1-score': 0.8575384189394988; 'support': 20023}; '1': {'precision': 0.5289310232101994; 'recall': 0.254763029444182; 'f1-score': 0.34388947927736446; 'support': 6351}; 'accuracy': 0.7659058163342686; 'macro avg': {'precision': 0.6629643321069225; 'recall': 0.5913978958837551; 'f1-score': 0.6007139491084317; 'support': 26374}; 'weighted avg': {'precision': 0.7324457683409408; 'recall': 0.7659058163342686; 'f1-score': 0.7338490121072315; 'support': 26374}},{'0': {'precision': 0.7909300538047656; 'recall': 0.9249438202247191; 'f1-score': 0.8527035425730268; 'support': 2225}; '1': {'precision': 0.49240121580547114; 'recall': 0.22946175637393768; 'f1-score': 0.3130434782608696; 'support': 706}; 'accuracy': 0.7574206755373593; 'macro avg': {'precision': 0.6416656348051184; 'recall': 0.5772027882993284; 'f1-score': 0.5828735104169482; 'support': 2931}; 'weighted avg': {'precision': 0.7190223910181733; 'recall': 0.7574206755373593; 'f1-score': 0.722713776143691; 'support': 2931}}
l: 10,1,DNF,5,26375,2930,206,[128; 129],262,63.404314,0.775768,32,[X0 >= 37.000000 AND X1 != 8 AND X2 >= 106648.000000 AND X3 != 0 AND X3 != 3 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 3 AND X6 != 5 AND X6 != 7 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 1 AND X13 != 3 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 24 AND X13 != 28 AND X13 != 29 AND X13 != 33 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.818842885061128; 'recall': 0.8998152125056186; 'f1-score': 0.8574215961547612; 'support': 20023}; '1': {'precision': 0.541171088746569; 'recall': 0.37248110831234255; 'f1-score': 0.44125326370757184; 'support': 6352}; 'accuracy': 0.7728151658767772; 'macro avg': {'precision': 0.6800069869038485; 'recall': 0.6361481604089806; 'f1-score': 0.6493374299311665; 'support': 26375}; 'weighted avg': {'precision': 0.7519700414520255; 'recall': 0.7728151658767772; 'f1-score': 0.757194060696769; 'support': 26375}},{'0': {'precision': 0.8221035332785538; 'recall': 0.8993258426966292; 'f1-score': 0.858982614294913; 'support': 2225}; '1': {'precision': 0.5483870967741935; 'recall': 0.38581560283687943; 'f1-score': 0.4529558701082431; 'support': 705}; 'accuracy': 0.7757679180887372; 'macro avg': {'precision': 0.6852453150263736; 'recall': 0.6425707227667543; 'f1-score': 0.655969242201578; 'support': 2930}; 'weighted avg': {'precision': 0.7562434350752862; 'recall': 0.7757679180887372; 'f1-score': 0.7612867594650146; 'support': 2930}}
l: 10,1,DNF,6,26375,2930,206,[128; 129],262,60.634569,0.766553,35,[X1 != 1 AND X1 != 8 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 8 AND X3 != 11 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X6 != 3 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X12 >= 24.000000 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 10 AND X13 != 12 AND X13 != 18 AND X13 != 22 AND X13 != 27 AND X13 != 30 AND X13 != 34 AND X13 != 38],{'0': {'precision': 0.8433629181702916; 'recall': 0.86370673725216; 'f1-score': 0.8534136050729108; 'support': 20023}; '1': {'precision': 0.5350144828761288; 'recall': 0.49433249370277077; 'f1-score': 0.5138695687750594; 'support': 6352}; 'accuracy': 0.7747488151658768; 'macro avg': {'precision': 0.6891887005232102; 'recall': 0.6790196154774654; 'f1-score': 0.6836415869239851; 'support': 26375}; 'weighted avg': {'precision': 0.7691020931091154; 'recall': 0.7747488151658768; 'f1-score': 0.7716398147956045; 'support': 26375}},{'0': {'precision': 0.8413823659725299; 'recall': 0.8534831460674157; 'f1-score': 0.8473895582329317; 'support': 2225}; '1': {'precision': 0.5156017830609212; 'recall': 0.4921985815602837; 'f1-score': 0.5036284470246735; 'support': 705}; 'accuracy': 0.7665529010238907; 'macro avg': {'precision': 0.6784920745167256; 'recall': 0.6728408638138497; 'f1-score': 0.6755090026288026; 'support': 2930}; 'weighted avg': {'precision': 0.7629948878316821; 'recall': 0.7665529010238907; 'f1-score': 0.7646757072425487; 'support': 2930}}
l: 10,1,DNF,7,26375,2930,206,[128; 129],262,57.519687,0.763481,33,[X0 >= 26.000000 AND X3 != 1 AND X3 != 5 AND X3 != 13 AND X4 >= 9.000000 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X8 != 0 AND X8 != 3 AND X9 AND X12 >= 24.000000 AND X13 != 1 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 26 AND X13 != 27 AND X13 != 32 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8309779269272581; 'recall': 0.8780402537082356; 'f1-score': 0.8538610976202041; 'support': 20023}; '1': {'precision': 0.532004599463396; 'recall': 0.43702770780856426; 'f1-score': 0.4798617113223855; 'support': 6352}; 'accuracy': 0.7718293838862559; 'macro avg': {'precision': 0.681491263195327; 'recall': 0.6575339807584; 'f1-score': 0.6668614044712948; 'support': 26375}; 'weighted avg': {'precision': 0.7589749477405111; 'recall': 0.7718293838862559; 'f1-score': 0.7637892833353228; 'support': 26375}},{'0': {'precision': 0.8273504273504273; 'recall': 0.8701123595505618; 'f1-score': 0.8481927710843373; 'support': 2225}; '1': {'precision': 0.5101694915254237; 'recall': 0.4269503546099291; 'f1-score': 0.4648648648648649; 'support': 705}; 'accuracy': 0.763481228668942; 'macro avg': {'precision': 0.6687599594379254; 'recall': 0.6485313570802455; 'f1-score': 0.6565288179746012; 'support': 2930}; 'weighted avg': {'precision': 0.7510321475700084; 'recall': 0.763481228668942; 'f1-score': 0.755958582045181; 'support': 2930}}
