l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,3296,[8; 9],262,264.908865,0.601160,5,[X0 >= 45.000000 OR X1 == 2 OR X1 == 5 OR X3 == 12 OR X6 == 3],{'0': {'precision': 0.835547810934437; 'recall': 0.5747390500923938; 'f1-score': 0.6810273405136702; 'support': 20023}; '1': {'precision': 0.3242599793667169; 'recall': 0.6433632498819084; 'f1-score': 0.4311945968763191; 'support': 6351}; 'accuracy': 0.5912641237582468; 'macro avg': {'precision': 0.5799038951505769; 'recall': 0.6090511499871512; 'f1-score': 0.5561109686949947; 'support': 26374}; 'weighted avg': {'precision': 0.7124269715362952; 'recall': 0.5912641237582468; 'f1-score': 0.6208662820909502; 'support': 26374}},{'0': {'precision': 0.8346007604562737; 'recall': 0.5919101123595506; 'f1-score': 0.692611096502761; 'support': 2225}; '1': {'precision': 0.3288987435328899; 'recall': 0.6303116147308782; 'f1-score': 0.43224866440019427; 'support': 706}; 'accuracy': 0.6011600136472194; 'macro avg': {'precision': 0.5817497519945818; 'recall': 0.6111108635452144; 'f1-score': 0.5624298804514776; 'support': 2931}; 'weighted avg': {'precision': 0.712790585107277; 'recall': 0.6011600136472194; 'f1-score': 0.6298967065114911; 'support': 2931}}
l: 5,3,CNF,0,26374,2931,1648,[16; 17],262,91.239499,0.726032,20,[X1 == 7 OR X2 >= 329054.000000 OR X2 < 65716.000000 OR X3 == 7 OR X12 >= 55.000000 OR X13 == 11] AND [X3 == 4 OR X3 == 10 OR X5 == 1 OR X7 == 0 OR X7 == 5 OR X8 != 4] AND [X0 >= 22.000000 OR X0 < 41.000000 OR X1 == 1 OR X3 == 6 OR X3 == 8 OR X3 == 12 OR X6 == 12 OR X7 == 3],{'0': {'precision': 0.8032957174559705; 'recall': 0.8496728761923787; 'f1-score': 0.8258336973933306; 'support': 20023}; '1': {'precision': 0.42059672762271416; 'recall': 0.34404030861281687; 'f1-score': 0.3784860557768924; 'support': 6351}; 'accuracy': 0.7279138545537271; 'macro avg': {'precision': 0.6119462225393424; 'recall': 0.5968565924025978; 'f1-score': 0.6021598765851115; 'support': 26374}; 'weighted avg': {'precision': 0.7111397576307255; 'recall': 0.7279138545537271; 'f1-score': 0.7181099970859824; 'support': 26374}},{'0': {'precision': 0.8022959183673469; 'recall': 0.8480898876404495; 'f1-score': 0.8245575704610005; 'support': 2225}; '1': {'precision': 0.4162348877374784; 'recall': 0.3413597733711048; 'f1-score': 0.37509727626459144; 'support': 706}; 'accuracy': 0.7260320709655408; 'macro avg': {'precision': 0.6092654030524127; 'recall': 0.5947248305057771; 'f1-score': 0.599827423362796; 'support': 2931}; 'weighted avg': {'precision': 0.7093040768031412; 'recall': 0.7260320709655408; 'f1-score': 0.7162945313266899; 'support': 2931}}
l: 5,3,CNF,1,26374,2931,1648,[16; 17],262,92.284351,0.673831,23,[X3 == 2 OR X3 == 10 OR X3 == 14 OR X5 == 0 OR X5 == 2 OR X6 == 4] AND [X0 < 37.000000 OR X1 == 2 OR X3 == 7 OR X6 == 3 OR X6 == 10 OR X12 < 35.000000 OR X13 == 5] AND [X1 == 2 OR X1 != 4 OR X2 >= 329054.000000 OR X3 == 6 OR X3 == 8 OR X6 == 4 OR X6 == 8 OR X6 == 12 OR X7 == 3 OR X13 == 41],{'0': {'precision': 0.7854855923159018; 'recall': 0.7719123008540179; 'f1-score': 0.7786397984886649; 'support': 20023}; '1': {'precision': 0.3180528594893236; 'recall': 0.3353802550779405; 'f1-score': 0.32648681790312695; 'support': 6351}; 'accuracy': 0.6667930537650717; 'macro avg': {'precision': 0.5517692259026127; 'recall': 0.5536462779659792; 'f1-score': 0.5525633081958959; 'support': 26374}; 'weighted avg': {'precision': 0.672925294819064; 'recall': 0.6667930537650717; 'f1-score': 0.6697589469038181; 'support': 26374}},{'0': {'precision': 0.7930715935334873; 'recall': 0.771685393258427; 'f1-score': 0.7822323462414578; 'support': 2225}; '1': {'precision': 0.3368146214099217; 'recall': 0.3654390934844193; 'f1-score': 0.35054347826086957; 'support': 706}; 'accuracy': 0.6738314568406687; 'macro avg': {'precision': 0.5649431074717045; 'recall': 0.5685622433714231; 'f1-score': 0.5663879122511637; 'support': 2931}; 'weighted avg': {'precision': 0.6831714153283569; 'recall': 0.6738314568406687; 'f1-score': 0.6782499713542878; 'support': 2931}}
l: 5,3,CNF,2,26374,2931,1648,[16; 17],262,91.073627,0.739338,27,[X1 == 1 OR X1 == 6 OR X2 < 106648.000000 OR X3 == 0 OR X6 == 7 OR X6 == 13 OR X7 == 0 OR X13 == 2 OR X13 == 5 OR X13 == 18] AND [X0 >= 50.000000 OR X1 == 2 OR X1 == 7 OR X6 == 4 OR X13 == 6 OR X13 == 7 OR X13 == 8 OR X13 == 20] AND [X2 >= 106648.000000 OR X3 == 10 OR X3 == 14 OR X6 == 4 OR X7 == 5 OR X13 == 0 OR X13 == 29 OR X13 == 30 OR X13 == 31],{'0': {'precision': 0.8216257742353675; 'recall': 0.8546171902312341; 'f1-score': 0.837796817625459; 'support': 20023}; '1': {'precision': 0.47521182621236707; 'recall': 0.41505274759880334; 'f1-score': 0.44309968061859134; 'support': 6351}; 'accuracy': 0.7487677257905513; 'macro avg': {'precision': 0.6484188002238673; 'recall': 0.6348349689150187; 'f1-score': 0.6404482491220251; 'support': 26374}; 'weighted avg': {'precision': 0.7382074461890311; 'recall': 0.7487677257905513; 'f1-score': 0.7427516399076074; 'support': 26374}},{'0': {'precision': 0.8196936542669584; 'recall': 0.8417977528089887; 'f1-score': 0.83059866962306; 'support': 2225}; '1': {'precision': 0.4551083591331269; 'recall': 0.4164305949008499; 'f1-score': 0.43491124260355024; 'support': 706}; 'accuracy': 0.739338109860116; 'macro avg': {'precision': 0.6374010067000426; 'recall': 0.6291141738549193; 'f1-score': 0.6327549561133051; 'support': 2931}; 'weighted avg': {'precision': 0.7318747466025145; 'recall': 0.739338109860116; 'f1-score': 0.7352880850185652; 'support': 2931}}
l: 5,3,CNF,3,26374,2931,1648,[16; 17],262,92.071904,0.730467,23,[X0 < 33.000000 OR X1 == 5 OR X2 >= 329054.000000 OR X3 == 3 OR X3 == 6 OR X3 == 12 OR X5 == 1 OR X6 == 12 OR X7 == 5 OR X13 == 21] AND [X3 == 10 OR X5 == 2 OR X13 == 41] AND [X2 < 130856.000000 OR X3 == 8 OR X3 == 10 OR X5 == 0 OR X6 == 3 OR X6 == 14 OR X13 == 9 OR X13 == 22 OR X13 == 33 OR X13 != 41],{'0': {'precision': 0.8234738985744797; 'recall': 0.8279978025270939; 'f1-score': 0.8257296543480426; 'support': 20023}; '1': {'precision': 0.4481653581156866; 'recall': 0.4404030861281688; 'f1-score': 0.4442503176620076; 'support': 6351}; 'accuracy': 0.7346629256085538; 'macro avg': {'precision': 0.6358196283450832; 'recall': 0.6342004443276313; 'f1-score': 0.6349899860050251; 'support': 26374}; 'weighted avg': {'precision': 0.7330975984131923; 'recall': 0.7346629256085538; 'f1-score': 0.7338673935118779; 'support': 26374}},{'0': {'precision': 0.8193146417445483; 'recall': 0.8274157303370786; 'f1-score': 0.823345259391771; 'support': 2225}; '1': {'precision': 0.43859649122807015; 'recall': 0.42492917847025496; 'f1-score': 0.4316546762589928; 'support': 706}; 'accuracy': 0.7304674172637325; 'macro avg': {'precision': 0.6289555664863092; 'recall': 0.6261724544036668; 'f1-score': 0.6274999678253819; 'support': 2931}; 'weighted avg': {'precision': 0.7276097579968056; 'recall': 0.7304674172637325; 'f1-score': 0.7289974082516341; 'support': 2931}}
l: 5,3,CNF,4,26374,2931,1648,[16; 17],262,91.556233,0.701126,28,[X1 == 7 OR X3 == 7 OR X3 == 12 OR X8 == 2 OR X13 == 5 OR X13 == 20] AND [X0 >= 33.000000 OR X1 == 0 OR X3 == 3 OR X3 == 14 OR X5 == 6 OR X6 == 3 OR X6 == 4 OR X6 == 14 OR X13 == 2 OR X13 == 11 OR X13 == 36] AND [X0 >= 26.000000 OR X1 == 5 OR X1 == 7 OR X2 >= 158662.000000 OR X3 == 2 OR X3 == 6 OR X6 == 13 OR X7 == 5 OR X12 >= 48.000000 OR X13 == 8 OR X13 == 23],{'0': {'precision': 0.7773233866618731; 'recall': 0.8638565649503072; 'f1-score': 0.8183086930810172; 'support': 20023}; '1': {'precision': 0.3386705482775352; 'recall': 0.21980790426704455; 'f1-score': 0.26659027976701993; 'support': 6351}; 'accuracy': 0.7087662091453705; 'macro avg': {'precision': 0.5579969674697041; 'recall': 0.5418322346086759; 'f1-score': 0.5424494864240186; 'support': 26374}; 'weighted avg': {'precision': 0.6716934413908133; 'recall': 0.7087662091453705; 'f1-score': 0.6854519537560305; 'support': 26374}},{'0': {'precision': 0.7731875253138922; 'recall': 0.8579775280898876; 'f1-score': 0.8133787814230933; 'support': 2225}; '1': {'precision': 0.31601731601731603; 'recall': 0.20679886685552407; 'f1-score': 0.24999999999999994; 'support': 706}; 'accuracy': 0.7011258955987717; 'macro avg': {'precision': 0.5446024206656042; 'recall': 0.5323881974727058; 'f1-score': 0.5316893907115466; 'support': 2931}; 'weighted avg': {'precision': 0.6630673725457643; 'recall': 0.7011258955987717; 'f1-score': 0.6776758064368416; 'support': 2931}}
l: 5,3,CNF,5,26375,2930,1648,[16; 17],262,94.294485,0.682594,26,[X0 < 37.000000 OR X2 < 178356.000000 OR X3 == 0 OR X3 == 14 OR X6 == 10 OR X6 == 12 OR X13 == 2 OR X13 == 20] AND [X1 == 1 OR X1 == 2 OR X1 == 5 OR X1 == 7 OR X5 == 1 OR X5 == 2 OR X6 == 8 OR X6 == 11 OR X13 == 5] AND [X0 >= 33.000000 OR X1 == 5 OR X1 == 6 OR X3 == 4 OR X3 == 7 OR X3 == 8 OR X6 == 4 OR X6 == 14 OR X13 != 39],{'0': {'precision': 0.8573856050491564; 'recall': 0.705588573140888; 'f1-score': 0.7741157776499275; 'support': 20023}; '1': {'precision': 0.4043649590785086; 'recall': 0.6300377833753149; 'f1-score': 0.4925841590251707; 'support': 6352}; 'accuracy': 0.6873933649289099; 'macro avg': {'precision': 0.6308752820638325; 'recall': 0.6678131782581014; 'f1-score': 0.6333499683375491; 'support': 26375}; 'weighted avg': {'precision': 0.7482827749750122; 'recall': 0.6873933649289099; 'f1-score': 0.7063133571189529; 'support': 26375}},{'0': {'precision': 0.8603227601558152; 'recall': 0.6948314606741574; 'f1-score': 0.7687717553455992; 'support': 2225}; '1': {'precision': 0.4007060900264784; 'recall': 0.6439716312056738; 'f1-score': 0.49401523394994556; 'support': 705}; 'accuracy': 0.6825938566552902; 'macro avg': {'precision': 0.6305144250911467; 'recall': 0.6694015459399156; 'f1-score': 0.6313934946477724; 'support': 2930}; 'weighted avg': {'precision': 0.7497324009608723; 'recall': 0.6825938566552902; 'f1-score': 0.7026613978084197; 'support': 2930}}
l: 5,3,CNF,6,26375,2930,1648,[16; 17],262,92.727700,0.745051,31,[X0 < 33.000000 OR X1 == 1 OR X1 == 5 OR X2 >= 259873.000000 OR X2 < 65716.000000 OR X5 == 1 OR X6 == 4 OR X6 == 14 OR X13 == 9 OR X13 == 17 OR X13 == 20 OR X13 == 21 OR X13 == 24] AND [X3 == 2 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X12 >= 55.000000 OR X13 == 7 OR X13 == 23 OR X13 == 30 OR X13 == 33] AND [X0 < 37.000000 OR X1 == 2 OR X1 != 4 OR X2 >= 130856.000000 OR X6 == 3 OR X6 == 5 OR X6 == 10 OR X13 == 19 OR X13 != 41],{'0': {'precision': 0.7861837809602576; 'recall': 0.9020126854117765; 'f1-score': 0.8401246627593264; 'support': 20023}; '1': {'precision': 0.42328042328042326; 'recall': 0.22670025188916876; 'f1-score': 0.2952634816485544; 'support': 6352}; 'accuracy': 0.7393744075829384; 'macro avg': {'precision': 0.6047321021203405; 'recall': 0.5643564686504726; 'f1-score': 0.5676940722039404; 'support': 26375}; 'weighted avg': {'precision': 0.6987842689988432; 'recall': 0.7393744075829384; 'f1-score': 0.7089034979284021; 'support': 26375}},{'0': {'precision': 0.7893500391542678; 'recall': 0.9060674157303371; 'f1-score': 0.8436911487758945; 'support': 2225}; '1': {'precision': 0.4441489361702128; 'recall': 0.23687943262411348; 'f1-score': 0.3089731729879741; 'support': 705}; 'accuracy': 0.7450511945392492; 'macro avg': {'precision': 0.6167494876622404; 'recall': 0.5714734241772252; 'f1-score': 0.5763321608819343; 'support': 2930}; 'weighted avg': {'precision': 0.7062897055011077; 'recall': 0.7450511945392492; 'f1-score': 0.7150303389020092; 'support': 2930}}
l: 5,3,CNF,7,26375,2930,1648,[16; 17],262,91.563767,0.711604,27,[X0 < 50.000000 OR X1 == 4 OR X2 < 219632.000000 OR X5 == 3 OR X6 == 4 OR X13 == 11 OR X13 == 22 OR X13 == 41] AND [X3 == 14 OR X6 == 1 OR X7 == 0 OR X13 == 31 OR X13 != 39] AND [X1 == 0 OR X1 == 7 OR X2 < 65716.000000 OR X3 == 1 OR X3 == 7 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X7 == 1 OR X13 == 10 OR X13 == 11 OR X13 == 24 OR X13 == 30],{'0': {'precision': 0.823956158663883; 'recall': 0.7884432902162513; 'f1-score': 0.8058086415026924; 'support': 20023}; '1': {'precision': 0.4128898128898129; 'recall': 0.46898614609571787; 'f1-score': 0.4391538291442471; 'support': 6352}; 'accuracy': 0.7115071090047393; 'macro avg': {'precision': 0.618422985776848; 'recall': 0.6287147181559846; 'f1-score': 0.6224812353234698; 'support': 26375}; 'weighted avg': {'precision': 0.7249573556930056; 'recall': 0.7115071090047393; 'f1-score': 0.7175056512429446; 'support': 26375}},{'0': {'precision': 0.82639545884579; 'recall': 0.7851685393258427; 'f1-score': 0.8052546669739572; 'support': 2225}; '1': {'precision': 0.41421568627450983; 'recall': 0.4794326241134752; 'f1-score': 0.4444444444444445; 'support': 705}; 'accuracy': 0.71160409556314; 'macro avg': {'precision': 0.62030557256015; 'recall': 0.632300581719659; 'f1-score': 0.6248495557092009; 'support': 2930}; 'weighted avg': {'precision': 0.7272190971861474; 'recall': 0.71160409556314; 'f1-score': 0.7184385554096888; 'support': 2930}}
l: 5,3,CNF,8,26375,2930,1648,[16; 17],262,91.084817,0.768259,28,[X3 == 10 OR X5 == 2 OR X13 == 9 OR X13 == 21] AND [X0 >= 50.000000 OR X1 == 1 OR X1 == 5 OR X3 == 9 OR X5 == 0 OR X5 == 1 OR X8 == 2 OR X12 >= 48.000000 OR X12 < 35.000000 OR X13 == 10 OR X13 == 30] AND [X0 < 58.000000 OR X1 == 1 OR X1 == 7 OR X3 == 5 OR X3 == 6 OR X3 == 14 OR X4 < 7.000000 OR X5 == 3 OR X7 == 5 OR X13 == 2 OR X13 == 24 OR X13 == 34 OR X13 == 37],{'0': {'precision': 0.8618348911284006; 'recall': 0.8242608869356772; 'f1-score': 0.8426292278238673; 'support': 20024}; '1': {'precision': 0.5128737541528239; 'recall': 0.5833726972130373; 'f1-score': 0.5458563535911602; 'support': 6351}; 'accuracy': 0.7662559241706162; 'macro avg': {'precision': 0.6873543226406122; 'recall': 0.7038167920743572; 'f1-score': 0.6942427907075137; 'support': 26375}; 'weighted avg': {'precision': 0.7778063724200825; 'recall': 0.7662559241706162; 'f1-score': 0.7711674449138418; 'support': 26375}},{'0': {'precision': 0.8649031648559282; 'recall': 0.8232913669064749; 'f1-score': 0.8435844275512555; 'support': 2224}; '1': {'precision': 0.5166051660516605; 'recall': 0.5949008498583569; 'f1-score': 0.5529953917050691; 'support': 706}; 'accuracy': 0.768259385665529; 'macro avg': {'precision': 0.6907541654537943; 'recall': 0.7090961083824159; 'f1-score': 0.6982899096281623; 'support': 2930}; 'weighted avg': {'precision': 0.7809788006389271; 'recall': 0.768259385665529; 'f1-score': 0.7735653629412188; 'support': 2930}}
l: 5,3,CNF,9,26375,2930,1648,[16; 17],262,93.858643,0.715017,26,[X0 >= 22.000000 OR X1 == 5 OR X3 == 9 OR X6 == 11 OR X6 == 14 OR X13 == 22] AND [X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 4 OR X6 == 5 OR X6 == 10 OR X13 == 36] AND [X0 >= 22.000000 OR X1 == 0 OR X1 == 6 OR X2 >= 106648.000000 OR X3 == 2 OR X3 == 7 OR X3 == 10 OR X3 == 14 OR X6 == 1 OR X6 == 8 OR X6 == 13 OR X13 == 2 OR X13 == 8],{'0': {'precision': 0.8398429208236043; 'recall': 0.7903515781062724; 'f1-score': 0.8143459915611814; 'support': 20024}; '1': {'precision': 0.44257070774133583; 'recall': 0.5247992442135097; 'f1-score': 0.4801901743264659; 'support': 6351}; 'accuracy': 0.7264075829383886; 'macro avg': {'precision': 0.6412068142824701; 'recall': 0.657575411159891; 'f1-score': 0.6472680829438237; 'support': 26375}; 'weighted avg': {'precision': 0.7441812781587517; 'recall': 0.7264075829383886; 'f1-score': 0.733882537712549; 'support': 26375}},{'0': {'precision': 0.8346987951807229; 'recall': 0.7787769784172662; 'f1-score': 0.8057687834380088; 'support': 2224}; '1': {'precision': 0.4245614035087719; 'recall': 0.5141643059490085; 'f1-score': 0.46508648302370276; 'support': 706}; 'accuracy': 0.7150170648464164; 'macro avg': {'precision': 0.6296300993447475; 'recall': 0.6464706421831374; 'f1-score': 0.6354276332308558; 'support': 2930}; 'weighted avg': {'precision': 0.7358738810099388; 'recall': 0.7150170648464164; 'f1-score': 0.7236794646351078; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 1648}, (mean val acc cv) 0.719332 (+- 0.027303), (mean training time) 92.175503 (+- 1.081115)
l: 5,3,CNF,0,26374,2931,824,[32; 33],262,79.094842,0.748209,36,[X0 >= 58.000000 OR X0 < 33.000000 OR X1 == 1 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X5 == 6 OR X6 == 4 OR X6 == 5 OR X6 == 10 OR X6 == 11 OR X6 == 12 OR X6 == 13 OR X13 == 2 OR X13 == 24 OR X13 == 31] AND [X1 == 5 OR X1 == 7 OR X3 == 0 OR X3 == 2 OR X3 == 10 OR X3 == 12 OR X6 == 0 OR X6 == 1 OR X6 == 3 OR X6 == 6 OR X6 == 11 OR X7 == 0 OR X13 == 11] AND [X0 >= 33.000000 OR X6 == 7 OR X6 == 14 OR X7 == 5 OR X13 == 1 OR X13 == 5 OR X13 == 17],{'0': {'precision': 0.8602861478430522; 'recall': 0.7927882934625181; 'f1-score': 0.8251591942820012; 'support': 20023}; '1': {'precision': 0.4762686190355971; 'recall': 0.5940796724925209; 'f1-score': 0.5286905345757725; 'support': 6351}; 'accuracy': 0.74493819670888; 'macro avg': {'precision': 0.6682773834393246; 'recall': 0.6934339829775196; 'f1-score': 0.6769248644288869; 'support': 26374}; 'weighted avg': {'precision': 0.7678126767936798; 'recall': 0.74493819670888; 'f1-score': 0.753767958299812; 'support': 26374}},{'0': {'precision': 0.8593523441275979; 'recall': 0.7991011235955057; 'f1-score': 0.8281322775966465; 'support': 2225}; '1': {'precision': 0.4814385150812065; 'recall': 0.5878186968838527; 'f1-score': 0.5293367346938775; 'support': 706}; 'accuracy': 0.7482088024564995; 'macro avg': {'precision': 0.6703954296044021; 'recall': 0.6934599102396792; 'f1-score': 0.6787345061452621; 'support': 2931}; 'weighted avg': {'precision': 0.768322946888856; 'recall': 0.7482088024564995; 'f1-score': 0.7561603726872794; 'support': 2931}}
l: 5,3,CNF,1,26374,2931,824,[32; 33],262,80.460076,0.716479,38,[X3 == 1 OR X3 == 3 OR X3 == 4 OR X3 == 10 OR X4 >= 13.000000 OR X6 == 6 OR X6 == 7 OR X6 == 10 OR X6 == 13 OR X13 == 2 OR X13 == 5 OR X13 == 11 OR X13 == 30] AND [X1 == 5 OR X1 == 6 OR X3 == 0 OR X3 == 8 OR X3 == 11 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X6 == 5 OR X7 != 4 OR X12 >= 48.000000 OR X13 == 22 OR X13 == 30] AND [X1 == 0 OR X2 >= 219632.000000 OR X3 == 12 OR X3 == 14 OR X6 == 3 OR X6 == 4 OR X6 == 11 OR X6 == 13 OR X13 == 0 OR X13 == 19 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.8158095528765451; 'recall': 0.8009788742945613; 'f1-score': 0.808326193236228; 'support': 20023}; '1': {'precision': 0.40655249441548774; 'recall': 0.42985356636750116; 'f1-score': 0.4178784631868973; 'support': 6351}; 'accuracy': 0.7116099188594828; 'macro avg': {'precision': 0.6111810236460165; 'recall': 0.6154162203310312; 'f1-score': 0.6131023282115626; 'support': 26374}; 'weighted avg': {'precision': 0.7172582683430586; 'recall': 0.7116099188594828; 'f1-score': 0.7143042953995973; 'support': 26374}},{'0': {'precision': 0.8176845943482224; 'recall': 0.8062921348314607; 'f1-score': 0.811948404616429; 'support': 2225}; '1': {'precision': 0.4151967435549525; 'recall': 0.43342776203966005; 'f1-score': 0.42411642411642414; 'support': 706}; 'accuracy': 0.7164790174002047; 'macro avg': {'precision': 0.6164406689515874; 'recall': 0.6198599484355604; 'f1-score': 0.6180324143664266; 'support': 2931}; 'weighted avg': {'precision': 0.7207359683980182; 'recall': 0.7164790174002047; 'f1-score': 0.7185299882967418; 'support': 2931}}
l: 5,3,CNF,2,26374,2931,824,[32; 33],262,77.857725,0.707608,31,[X2 < 65716.000000 OR X3 == 5 OR X3 == 14 OR X4 >= 13.000000 OR X6 == 10 OR X13 == 12 OR X13 == 21 OR X13 == 24 OR X13 == 27] AND [X0 >= 50.000000 OR X0 < 26.000000 OR X1 == 1 OR X1 == 5 OR X3 == 6 OR X6 == 5 OR X6 == 11 OR X6 == 13 OR X8 == 1 OR X13 == 3 OR X13 == 20 OR X13 == 29 OR X13 == 31 OR X13 == 37] AND [X0 < 30.000000 OR X2 < 158662.000000 OR X3 == 12 OR X5 == 1 OR X6 == 3 OR X6 == 6 OR X7 == 0 OR X7 == 5],{'0': {'precision': 0.7817934165720772; 'recall': 0.8599610447984818; 'f1-score': 0.8190163622526637; 'support': 20023}; '1': {'precision': 0.35525408139802256; 'recall': 0.2432687765706188; 'f1-score': 0.288785046728972; 'support': 6351}; 'accuracy': 0.7114582543413969; 'macro avg': {'precision': 0.5685237489850499; 'recall': 0.5516149106845503; 'f1-score': 0.5539007044908179; 'support': 26374}; 'weighted avg': {'precision': 0.6790804675430934; 'recall': 0.7114582543413969; 'f1-score': 0.6913338307864104; 'support': 26374}},{'0': {'precision': 0.7794117647058824; 'recall': 0.8575280898876404; 'f1-score': 0.8166060346672374; 'support': 2225}; '1': {'precision': 0.34368530020703936; 'recall': 0.23512747875354106; 'f1-score': 0.2792262405382675; 'support': 706}; 'accuracy': 0.7076083248038212; 'macro avg': {'precision': 0.5615485324564609; 'recall': 0.5463277843205907; 'f1-score': 0.5479161376027524; 'support': 2931}; 'weighted avg': {'precision': 0.6744568401285425; 'recall': 0.7076083248038212; 'f1-score': 0.6871655247201024; 'support': 2931}}
l: 5,3,CNF,3,26374,2931,824,[32; 33],262,84.148263,0.709655,37,[X0 >= 45.000000 OR X2 >= 259873.000000 OR X3 == 10 OR X6 == 1 OR X6 == 10 OR X13 == 2 OR X13 == 41] AND [X1 == 2 OR X1 == 5 OR X2 < 219632.000000 OR X3 == 2 OR X3 == 7 OR X3 == 9 OR X5 == 1 OR X5 == 6 OR X6 == 4 OR X6 == 5 OR X6 == 7 OR X6 == 12 OR X6 == 13 OR X6 == 14 OR (NOT X9) OR X13 == 21 OR X13 == 31 OR X13 == 33 OR X13 == 36] AND [X1 == 6 OR X3 == 10 OR X3 == 14 OR X5 == 5 OR X6 == 11 OR X6 == 12 OR X7 == 0 OR X7 == 2 OR X13 == 9 OR X13 == 40 OR X13 == 41],{'0': {'precision': 0.8386140747925424; 'recall': 0.7772561554212656; 'f1-score': 0.8067701718462456; 'support': 20023}; '1': {'precision': 0.4293756397134084; 'recall': 0.5284207211462761; 'f1-score': 0.47377708759793885; 'support': 6351}; 'accuracy': 0.7173352544172291; 'macro avg': {'precision': 0.6339948572529754; 'recall': 0.6528384382837709; 'f1-score': 0.6402736297220922; 'support': 26374}; 'weighted avg': {'precision': 0.7400672748688456; 'recall': 0.7173352544172291; 'f1-score': 0.7265836594453585; 'support': 26374}},{'0': {'precision': 0.8351219512195122; 'recall': 0.7694382022471911; 'f1-score': 0.80093567251462; 'support': 2225}; '1': {'precision': 0.4177071509648127; 'recall': 0.5212464589235127; 'f1-score': 0.463768115942029; 'support': 706}; 'accuracy': 0.7096554077106789; 'macro avg': {'precision': 0.6264145510921624; 'recall': 0.6453423305853518; 'f1-score': 0.6323518942283245; 'support': 2931}; 'weighted avg': {'precision': 0.7345778198719114; 'recall': 0.7096554077106789; 'f1-score': 0.7197209693620272; 'support': 2931}}
l: 5,3,CNF,4,26374,2931,824,[32; 33],262,86.475959,0.751621,31,[X0 >= 37.000000 OR X1 == 0 OR X1 == 1 OR X3 == 8 OR X3 == 12 OR X5 == 3 OR X6 == 1 OR X6 == 7 OR X6 == 11 OR X6 == 12 OR X6 == 14 OR X8 == 1 OR X13 == 9 OR X13 == 31] AND [X3 == 7 OR X3 == 10 OR X3 == 14 OR X6 == 3 OR X6 == 6 OR X6 == 8 OR X6 == 10 OR X7 == 5 OR X12 >= 48.000000 OR X13 == 7 OR X13 == 33] AND [X3 == 10 OR X5 == 1 OR X6 == 4 OR X6 == 14 OR X7 == 0 OR X13 == 5],{'0': {'precision': 0.8363468005263415; 'recall': 0.8570643759676372; 'f1-score': 0.8465788564944995; 'support': 20023}; '1': {'precision': 0.5111870196413322; 'recall': 0.47126436781609193; 'f1-score': 0.49041455022120267; 'support': 6351}; 'accuracy': 0.7641616743762797; 'macro avg': {'precision': 0.6737669100838368; 'recall': 0.6641643718918646; 'f1-score': 0.668496703357851; 'support': 26374}; 'weighted avg': {'precision': 0.7580465893941396; 'recall': 0.7641616743762797; 'f1-score': 0.7608125901283167; 'support': 26374}},{'0': {'precision': 0.8295904887714664; 'recall': 0.8467415730337079; 'f1-score': 0.8380782918149466; 'support': 2225}; '1': {'precision': 0.48333333333333334; 'recall': 0.4518413597733711; 'f1-score': 0.4670571010248902; 'support': 706}; 'accuracy': 0.7516206073012623; 'macro avg': {'precision': 0.6564619110523998; 'recall': 0.6492914664035395; 'f1-score': 0.6525676964199184; 'support': 2931}; 'weighted avg': {'precision': 0.7461863428351573; 'recall': 0.7516206073012623; 'f1-score': 0.7487091479398938; 'support': 2931}}
