lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,284,32,35,[8; 9],564,1.018992,0.812500,2,[X4 >= 0.067040 OR X7 < -0.018220],{'0.0': {'precision': 0.9444444444444444; 'recall': 0.3333333333333333; 'f1-score': 0.49275362318840576; 'support': 102}; '1.0': {'precision': 0.7258064516129032; 'recall': 0.989010989010989; 'f1-score': 0.8372093023255814; 'support': 182}; 'accuracy': 0.7535211267605634; 'macro avg': {'precision': 0.8351254480286738; 'recall': 0.6611721611721612; 'f1-score': 0.6649814627569937; 'support': 284}; 'weighted avg': {'precision': 0.8043313645312737; 'recall': 0.7535211267605634; 'f1-score': 0.7134963471425113; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7777777777777778; 'recall': 1.0; 'f1-score': 0.8750000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.75; 'support': 32}; 'weighted avg': {'precision': 0.8541666666666666; 'recall': 0.8125; 'f1-score': 0.7890625000000001; 'support': 32}}
10,1,CNF,9,285,31,35,[8; 9],564,1.206340,0.741935,1,[X2 >= 0.328340],{'0.0': {'precision': 0.8571428571428571; 'recall': 0.47058823529411764; 'f1-score': 0.6075949367088607; 'support': 102}; '1.0': {'precision': 0.7641921397379913; 'recall': 0.9562841530054644; 'f1-score': 0.8495145631067961; 'support': 183}; 'accuracy': 0.7824561403508772; 'macro avg': {'precision': 0.8106674984404242; 'recall': 0.7134361941497911; 'f1-score': 0.7285547499078284; 'support': 285}; 'weighted avg': {'precision': 0.7974587122828908; 'recall': 0.7824561403508772; 'f1-score': 0.7629328020801666; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.2727272727272727; 'f1-score': 0.42857142857142855; 'support': 11}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 20}; 'accuracy': 0.7419354838709677; 'macro avg': {'precision': 0.8571428571428572; 'recall': 0.6363636363636364; 'f1-score': 0.6309523809523809; 'support': 31}; 'weighted avg': {'precision': 0.815668202764977; 'recall': 0.7419354838709677; 'f1-score': 0.6897081413210445; 'support': 31}}
10,1,CNF,0,284,32,17,[16; 17],564,0.919944,0.500000,2,[X5 >= 0.022800 OR X6 >= 1.000000],{'0.0': {'precision': 0.45794392523364486; 'recall': 0.4803921568627451; 'f1-score': 0.46889952153110054; 'support': 102}; '1.0': {'precision': 0.7005649717514124; 'recall': 0.6813186813186813; 'f1-score': 0.6908077994428969; 'support': 182}; 'accuracy': 0.6091549295774648; 'macro avg': {'precision': 0.5792544484925286; 'recall': 0.5808554190907133; 'f1-score': 0.5798536604869987; 'support': 284}; 'weighted avg': {'precision': 0.6134264268753128; 'recall': 0.6091549295774648; 'f1-score': 0.6111083475168293; 'support': 284}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.45454545454545453; 'f1-score': 0.3846153846153846; 'support': 11}; '1.0': {'precision': 0.6470588235294118; 'recall': 0.5238095238095238; 'f1-score': 0.5789473684210527; 'support': 21}; 'accuracy': 0.5; 'macro avg': {'precision': 0.4901960784313726; 'recall': 0.48917748917748916; 'f1-score': 0.4817813765182186; 'support': 32}; 'weighted avg': {'precision': 0.5392156862745099; 'recall': 0.5; 'f1-score': 0.5121457489878543; 'support': 32}}
10,1,CNF,1,284,32,17,[16; 17],564,0.772869,0.937500,1,[X26 < 1.000000],{'0.0': {'precision': 0.8529411764705882; 'recall': 0.5686274509803921; 'f1-score': 0.6823529411764706; 'support': 102}; '1.0': {'precision': 0.7962962962962963; 'recall': 0.945054945054945; 'f1-score': 0.864321608040201; 'support': 182}; 'accuracy': 0.8098591549295775; 'macro avg': {'precision': 0.8246187363834423; 'recall': 0.7568411980176686; 'f1-score': 0.7733372746083358; 'support': 284}; 'weighted avg': {'precision': 0.816640584246218; 'recall': 0.8098591549295775; 'f1-score': 0.7989666643074527; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.8181818181818182; 'f1-score': 0.9; 'support': 11}; '1.0': {'precision': 0.9130434782608695; 'recall': 1.0; 'f1-score': 0.9545454545454545; 'support': 21}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9565217391304348; 'recall': 0.9090909090909092; 'f1-score': 0.9272727272727272; 'support': 32}; 'weighted avg': {'precision': 0.9429347826086956; 'recall': 0.9375; 'f1-score': 0.9357954545454545; 'support': 32}}
10,1,CNF,2,284,32,17,[16; 17],564,0.862043,0.656250,2,[X9 < -0.016220 OR X28 >= 0.078100],{'0.0': {'precision': 0.6142857142857143; 'recall': 0.4215686274509804; 'f1-score': 0.5; 'support': 102}; '1.0': {'precision': 0.7242990654205608; 'recall': 0.8516483516483516; 'f1-score': 0.7828282828282828; 'support': 182}; 'accuracy': 0.6971830985915493; 'macro avg': {'precision': 0.6692923898531375; 'recall': 0.636608489549666; 'f1-score': 0.6414141414141414; 'support': 284}; 'weighted avg': {'precision': 0.6847872280411441; 'recall': 0.6971830985915493; 'f1-score': 0.6812491108265756; 'support': 284}},{'0.0': {'precision': 0.5; 'recall': 0.2727272727272727; 'f1-score': 0.3529411764705882; 'support': 11}; '1.0': {'precision': 0.6923076923076923; 'recall': 0.8571428571428571; 'f1-score': 0.7659574468085107; 'support': 21}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.5961538461538461; 'recall': 0.5649350649350648; 'f1-score': 0.5594493116395495; 'support': 32}; 'weighted avg': {'precision': 0.6262019230769231; 'recall': 0.65625; 'f1-score': 0.6239831038798499; 'support': 32}}
10,1,CNF,3,284,32,17,[16; 17],564,0.785514,0.843750,1,[X2 >= 0.328340],{'0.0': {'precision': 0.86; 'recall': 0.42574257425742573; 'f1-score': 0.5695364238410596; 'support': 101}; '1.0': {'precision': 0.7521367521367521; 'recall': 0.9617486338797814; 'f1-score': 0.8441247002398081; 'support': 183}; 'accuracy': 0.7711267605633803; 'macro avg': {'precision': 0.806068376068376; 'recall': 0.6937456040686035; 'f1-score': 0.7068305620404338; 'support': 284}; 'weighted avg': {'precision': 0.790496569158541; 'recall': 0.7711267605633803; 'f1-score': 0.7464718272951828; 'support': 284}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.6666666666666666; 'f1-score': 0.761904761904762; 'support': 12}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.95; 'f1-score': 0.8837209302325583; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.857487922705314; 'recall': 0.8083333333333333; 'f1-score': 0.8228128460686601; 'support': 32}; 'weighted avg': {'precision': 0.8496376811594202; 'recall': 0.84375; 'f1-score': 0.8380398671096347; 'support': 32}}
10,1,CNF,4,284,32,17,[16; 17],564,0.871592,0.593750,4,[X3 >= 0.070880 OR X7 < -0.672730 OR X9 >= 0.018290 OR X26 < -0.191490],{'0.0': {'precision': 0.34065934065934067; 'recall': 0.3069306930693069; 'f1-score': 0.3229166666666667; 'support': 101}; '1.0': {'precision': 0.6373056994818653; 'recall': 0.6721311475409836; 'f1-score': 0.6542553191489361; 'support': 183}; 'accuracy': 0.5422535211267606; 'macro avg': {'precision': 0.488982520070603; 'recall': 0.4895309203051452; 'f1-score': 0.48858599290780136; 'support': 284}; 'weighted avg': {'precision': 0.5318082268020239; 'recall': 0.5422535211267606; 'f1-score': 0.5364200941464389; 'support': 284}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.4166666666666667; 'f1-score': 0.43478260869565216; 'support': 12}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.7; 'f1-score': 0.6829268292682926; 'support': 20}; 'accuracy': 0.59375; 'macro avg': {'precision': 0.5606060606060606; 'recall': 0.5583333333333333; 'f1-score': 0.5588547189819724; 'support': 32}; 'weighted avg': {'precision': 0.587121212121212; 'recall': 0.59375; 'f1-score': 0.5898727465535525; 'support': 32}}
10,1,CNF,5,284,32,17,[16; 17],564,0.775129,0.687500,2,[X6 >= 0.839040 OR X7 >= 0.090910],{'0.0': {'precision': 0.6129032258064516; 'recall': 0.5643564356435643; 'f1-score': 0.5876288659793815; 'support': 101}; '1.0': {'precision': 0.7696335078534031; 'recall': 0.8032786885245902; 'f1-score': 0.786096256684492; 'support': 183}; 'accuracy': 0.7183098591549296; 'macro avg': {'precision': 0.6912683668299273; 'recall': 0.6838175620840772; 'f1-score': 0.6868625613319368; 'support': 284}; 'weighted avg': {'precision': 0.7138949216324803; 'recall': 0.7183098591549296; 'f1-score': 0.7155145437928858; 'support': 284}},{'0.0': {'precision': 0.625; 'recall': 0.4166666666666667; 'f1-score': 0.5; 'support': 12}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.85; 'f1-score': 0.7727272727272727; 'support': 20}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.6666666666666667; 'recall': 0.6333333333333333; 'f1-score': 0.6363636363636364; 'support': 32}; 'weighted avg': {'precision': 0.6770833333333334; 'recall': 0.6875; 'f1-score': 0.6704545454545454; 'support': 32}}
10,1,CNF,6,285,31,17,[16; 17],564,0.774853,0.354839,3,[X3 < -0.105260 OR X18 < 0.360870 OR X21 < -0.021790],{'0.0': {'precision': 0.2328767123287671; 'recall': 0.16666666666666666; 'f1-score': 0.19428571428571428; 'support': 102}; '1.0': {'precision': 0.5990566037735849; 'recall': 0.6939890710382514; 'f1-score': 0.6430379746835443; 'support': 183}; 'accuracy': 0.5052631578947369; 'macro avg': {'precision': 0.41596665805117605; 'recall': 0.430327868852459; 'f1-score': 0.4186618444846293; 'support': 285}; 'weighted avg': {'precision': 0.46800274788807117; 'recall': 0.5052631578947369; 'f1-score': 0.4824319025411631; 'support': 285}},{'0.0': {'precision': 0.09090909090909091; 'recall': 0.09090909090909091; 'f1-score': 0.09090909090909091; 'support': 11}; '1.0': {'precision': 0.5; 'recall': 0.5; 'f1-score': 0.5; 'support': 20}; 'accuracy': 0.3548387096774194; 'macro avg': {'precision': 0.29545454545454547; 'recall': 0.29545454545454547; 'f1-score': 0.29545454545454547; 'support': 31}; 'weighted avg': {'precision': 0.3548387096774194; 'recall': 0.3548387096774194; 'f1-score': 0.3548387096774194; 'support': 31}}
10,1,CNF,7,285,31,17,[16; 17],564,0.979788,0.709677,3,[X8 >= 0.987200 OR X11 >= 0.028250 OR X21 < 0.000000],{'0.0': {'precision': 0.6; 'recall': 0.35294117647058826; 'f1-score': 0.4444444444444445; 'support': 102}; '1.0': {'precision': 0.7066666666666667; 'recall': 0.8688524590163934; 'f1-score': 0.7794117647058822; 'support': 183}; 'accuracy': 0.6842105263157895; 'macro avg': {'precision': 0.6533333333333333; 'recall': 0.6108968177434908; 'f1-score': 0.6119281045751633; 'support': 285}; 'weighted avg': {'precision': 0.6684912280701754; 'recall': 0.6842105263157895; 'f1-score': 0.6595287237702099; 'support': 285}},{'0.0': {'precision': 0.75; 'recall': 0.2727272727272727; 'f1-score': 0.39999999999999997; 'support': 11}; '1.0': {'precision': 0.7037037037037037; 'recall': 0.95; 'f1-score': 0.8085106382978724; 'support': 20}; 'accuracy': 0.7096774193548387; 'macro avg': {'precision': 0.7268518518518519; 'recall': 0.6113636363636363; 'f1-score': 0.6042553191489362; 'support': 31}; 'weighted avg': {'precision': 0.720131421744325; 'recall': 0.7096774193548387; 'f1-score': 0.6635552505147564; 'support': 31}}
10,1,CNF,8,285,31,17,[16; 17],564,0.908434,0.612903,3,[X17 >= 0.720730 OR X22 < -0.583150 OR X25 < 0.000000],{'0.0': {'precision': 0.40625; 'recall': 0.38235294117647056; 'f1-score': 0.393939393939394; 'support': 102}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.6885245901639344; 'f1-score': 0.6774193548387096; 'support': 183}; 'accuracy': 0.5789473684210527; 'macro avg': {'precision': 0.5364583333333333; 'recall': 0.5354387656702024; 'f1-score': 0.5356793743890518; 'support': 285}; 'weighted avg': {'precision': 0.5734649122807017; 'recall': 0.5789473684210527; 'f1-score': 0.5759633688326387; 'support': 285}},{'0.0': {'precision': 0.46153846153846156; 'recall': 0.5454545454545454; 'f1-score': 0.4999999999999999; 'support': 11}; '1.0': {'precision': 0.7222222222222222; 'recall': 0.65; 'f1-score': 0.6842105263157895; 'support': 20}; 'accuracy': 0.6129032258064516; 'macro avg': {'precision': 0.5918803418803419; 'recall': 0.5977272727272727; 'f1-score': 0.5921052631578947; 'support': 31}; 'weighted avg': {'precision': 0.6297215329473395; 'recall': 0.6129032258064516; 'f1-score': 0.6188455008488963; 'support': 31}}
10,1,CNF,9,285,31,17,[16; 17],564,0.800031,0.903226,3,[X5 >= 0.090910 OR X20 >= 0.162450 OR X21 < -0.145500],{'0.0': {'precision': 0.9736842105263158; 'recall': 0.3627450980392157; 'f1-score': 0.5285714285714286; 'support': 102}; '1.0': {'precision': 0.7368421052631579; 'recall': 0.994535519125683; 'f1-score': 0.8465116279069768; 'support': 183}; 'accuracy': 0.7684210526315789; 'macro avg': {'precision': 0.8552631578947368; 'recall': 0.6786403085824494; 'f1-score': 0.6875415282392027; 'support': 285}; 'weighted avg': {'precision': 0.821606648199446; 'recall': 0.7684210526315789; 'f1-score': 0.7327225039342542; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.7272727272727273; 'f1-score': 0.8421052631578948; 'support': 11}; '1.0': {'precision': 0.8695652173913043; 'recall': 1.0; 'f1-score': 0.9302325581395349; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.9347826086956521; 'recall': 0.8636363636363636; 'f1-score': 0.8861689106487148; 'support': 31}; 'weighted avg': {'precision': 0.9158485273492286; 'recall': 0.9032258064516129; 'f1-score': 0.8989615825008884; 'support': 31}}
10,1,CNF,0,284,32,8,[35; 36],564,0.664492,0.593750,4,[X5 >= 0.222800 OR X9 < -0.073980 OR X23 < -0.503330 OR X31 >= 0.020990],{'0.0': {'precision': 0.4827586206896552; 'recall': 0.4117647058823529; 'f1-score': 0.4444444444444445; 'support': 102}; '1.0': {'precision': 0.6954314720812182; 'recall': 0.7527472527472527; 'f1-score': 0.7229551451187334; 'support': 182}; 'accuracy': 0.6302816901408451; 'macro avg': {'precision': 0.5890950463854367; 'recall': 0.5822559793148028; 'f1-score': 0.583699794781589; 'support': 284}; 'weighted avg': {'precision': 0.6190489691166429; 'recall': 0.6302816901408451; 'f1-score': 0.6229266540314887; 'support': 284}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.5454545454545454; 'f1-score': 0.4799999999999999; 'support': 11}; '1.0': {'precision': 0.7222222222222222; 'recall': 0.6190476190476191; 'f1-score': 0.6666666666666666; 'support': 21}; 'accuracy': 0.59375; 'macro avg': {'precision': 0.5753968253968254; 'recall': 0.5822510822510822; 'f1-score': 0.5733333333333333; 'support': 32}; 'weighted avg': {'precision': 0.6212797619047619; 'recall': 0.59375; 'f1-score': 0.6025; 'support': 32}}
10,1,CNF,1,284,32,8,[35; 36],564,0.474736,0.562500,3,[X5 < 0.000000 OR X13 >= 0.084360 OR X25 < -0.015050],{'0.0': {'precision': 0.5925925925925926; 'recall': 0.3137254901960784; 'f1-score': 0.4102564102564103; 'support': 102}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.8791208791208791; 'f1-score': 0.7766990291262136; 'support': 182}; 'accuracy': 0.676056338028169; 'macro avg': {'precision': 0.644122383252818; 'recall': 0.5964231846584788; 'f1-score': 0.5934777196913119; 'support': 284}; 'weighted avg': {'precision': 0.6586378172416139; 'recall': 0.676056338028169; 'f1-score': 0.6450893561518477; 'support': 284}},{'0.0': {'precision': 0.2; 'recall': 0.09090909090909091; 'f1-score': 0.12500000000000003; 'support': 11}; '1.0': {'precision': 0.6296296296296297; 'recall': 0.8095238095238095; 'f1-score': 0.7083333333333334; 'support': 21}; 'accuracy': 0.5625; 'macro avg': {'precision': 0.41481481481481486; 'recall': 0.45021645021645024; 'f1-score': 0.4166666666666667; 'support': 32}; 'weighted avg': {'precision': 0.4819444444444445; 'recall': 0.5625; 'f1-score': 0.5078125; 'support': 32}}
10,1,CNF,2,284,32,8,[35; 36],564,0.647263,0.718750,3,[X8 < 0.000000 OR X14 >= 0.251920 OR X33 < -0.598670],{'0.0': {'precision': 0.68; 'recall': 0.5; 'f1-score': 0.576271186440678; 'support': 102}; '1.0': {'precision': 0.7559808612440191; 'recall': 0.8681318681318682; 'f1-score': 0.8081841432225064; 'support': 182}; 'accuracy': 0.7359154929577465; 'macro avg': {'precision': 0.7179904306220095; 'recall': 0.6840659340659341; 'f1-score': 0.6922276648315921; 'support': 284}; 'weighted avg': {'precision': 0.7286919603746883; 'recall': 0.7359154929577465; 'f1-score': 0.7248914615614273; 'support': 284}},{'0.0': {'precision': 0.625; 'recall': 0.45454545454545453; 'f1-score': 0.5263157894736842; 'support': 11}; '1.0': {'precision': 0.75; 'recall': 0.8571428571428571; 'f1-score': 0.7999999999999999; 'support': 21}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.6875; 'recall': 0.6558441558441558; 'f1-score': 0.6631578947368421; 'support': 32}; 'weighted avg': {'precision': 0.70703125; 'recall': 0.71875; 'f1-score': 0.7059210526315789; 'support': 32}}
10,1,CNF,3,284,32,8,[35; 36],564,0.487357,0.875000,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9607843137254902; 'recall': 0.48514851485148514; 'f1-score': 0.644736842105263; 'support': 101}; '1.0': {'precision': 0.776824034334764; 'recall': 0.9890710382513661; 'f1-score': 0.8701923076923078; 'support': 183}; 'accuracy': 0.8098591549295775; 'macro avg': {'precision': 0.8688041740301271; 'recall': 0.7371097765514256; 'f1-score': 0.7574645748987854; 'support': 284}; 'weighted avg': {'precision': 0.8422465280617476; 'recall': 0.8098591549295775; 'f1-score': 0.790012723099732; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.6666666666666666; 'f1-score': 0.8; 'support': 12}; '1.0': {'precision': 0.8333333333333334; 'recall': 1.0; 'f1-score': 0.9090909090909091; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.9166666666666667; 'recall': 0.8333333333333333; 'f1-score': 0.8545454545454545; 'support': 32}; 'weighted avg': {'precision': 0.8958333333333334; 'recall': 0.875; 'f1-score': 0.8681818181818182; 'support': 32}}
10,1,CNF,4,284,32,8,[35; 36],564,0.577013,0.656250,4,[X14 < -0.132540 OR X15 < -0.156160 OR X26 < -0.191490 OR X32 >= 0.743230],{'0.0': {'precision': 0.4; 'recall': 0.4158415841584158; 'f1-score': 0.4077669902912621; 'support': 101}; '1.0': {'precision': 0.6703910614525139; 'recall': 0.6557377049180327; 'f1-score': 0.6629834254143645; 'support': 183}; 'accuracy': 0.5704225352112676; 'macro avg': {'precision': 0.535195530726257; 'recall': 0.5357896445382243; 'f1-score': 0.5353752078528133; 'support': 284}; 'weighted avg': {'precision': 0.574230860020458; 'recall': 0.5704225352112676; 'f1-score': 0.5722198340501626; 'support': 284}},{'0.0': {'precision': 0.5333333333333333; 'recall': 0.6666666666666666; 'f1-score': 0.5925925925925926; 'support': 12}; '1.0': {'precision': 0.7647058823529411; 'recall': 0.65; 'f1-score': 0.7027027027027027; 'support': 20}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.6490196078431372; 'recall': 0.6583333333333333; 'f1-score': 0.6476476476476476; 'support': 32}; 'weighted avg': {'precision': 0.6779411764705883; 'recall': 0.65625; 'f1-score': 0.6614114114114114; 'support': 32}}
10,1,CNF,5,284,32,8,[35; 36],564,0.519943,0.687500,4,[X7 >= 0.090910 OR X12 >= 0.800000 OR X21 < 0.000000 OR X29 >= 0.015470],{'0.0': {'precision': 0.7692307692307693; 'recall': 0.297029702970297; 'f1-score': 0.4285714285714286; 'support': 101}; '1.0': {'precision': 0.710204081632653; 'recall': 0.9508196721311475; 'f1-score': 0.8130841121495328; 'support': 183}; 'accuracy': 0.7183098591549296; 'macro avg': {'precision': 0.7397174254317112; 'recall': 0.6239246875507223; 'f1-score': 0.6208277703604808; 'support': 284}; 'weighted avg': {'precision': 0.7311959670108563; 'recall': 0.7183098591549296; 'f1-score': 0.6763384042573197; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 0.25; 'f1-score': 0.375; 'support': 12}; '1.0': {'precision': 0.6785714285714286; 'recall': 0.95; 'f1-score': 0.7916666666666667; 'support': 20}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.7142857142857143; 'recall': 0.6; 'f1-score': 0.5833333333333334; 'support': 32}; 'weighted avg': {'precision': 0.7053571428571429; 'recall': 0.6875; 'f1-score': 0.6354166666666667; 'support': 32}}
10,1,CNF,6,285,31,8,[35; 36],564,0.604828,0.709677,2,[X11 >= 0.351470 OR X20 >= 0.162450],{'0.0': {'precision': 0.8852459016393442; 'recall': 0.5294117647058824; 'f1-score': 0.6625766871165645; 'support': 102}; '1.0': {'precision': 0.7857142857142857; 'recall': 0.9617486338797814; 'f1-score': 0.8648648648648648; 'support': 183}; 'accuracy': 0.8070175438596491; 'macro avg': {'precision': 0.835480093676815; 'recall': 0.7455801992928319; 'f1-score': 0.7637207759907146; 'support': 285}; 'weighted avg': {'precision': 0.8213361272032539; 'recall': 0.8070175438596491; 'f1-score': 0.7924669907233678; 'support': 285}},{'0.0': {'precision': 0.75; 'recall': 0.2727272727272727; 'f1-score': 0.39999999999999997; 'support': 11}; '1.0': {'precision': 0.7037037037037037; 'recall': 0.95; 'f1-score': 0.8085106382978724; 'support': 20}; 'accuracy': 0.7096774193548387; 'macro avg': {'precision': 0.7268518518518519; 'recall': 0.6113636363636363; 'f1-score': 0.6042553191489362; 'support': 31}; 'weighted avg': {'precision': 0.720131421744325; 'recall': 0.7096774193548387; 'f1-score': 0.6635552505147564; 'support': 31}}
10,1,CNF,7,285,31,8,[35; 36],564,0.584834,0.645161,2,[X15 >= 0.162280 OR X32 >= 0.409560],{'0.0': {'precision': 0.6222222222222222; 'recall': 0.5490196078431373; 'f1-score': 0.5833333333333334; 'support': 102}; '1.0': {'precision': 0.764102564102564; 'recall': 0.8142076502732241; 'f1-score': 0.7883597883597883; 'support': 183}; 'accuracy': 0.7192982456140351; 'macro avg': {'precision': 0.6931623931623931; 'recall': 0.6816136290581807; 'f1-score': 0.6858465608465608; 'support': 285}; 'weighted avg': {'precision': 0.7133243364822311; 'recall': 0.7192982456140351; 'f1-score': 0.7149818991924255; 'support': 285}},{'0.0': {'precision': 0.5; 'recall': 0.45454545454545453; 'f1-score': 0.47619047619047616; 'support': 11}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.75; 'f1-score': 0.7317073170731706; 'support': 20}; 'accuracy': 0.6451612903225806; 'macro avg': {'precision': 0.6071428571428572; 'recall': 0.6022727272727273; 'f1-score': 0.6039488966318234; 'support': 31}; 'weighted avg': {'precision': 0.6382488479262672; 'recall': 0.6451612903225806; 'f1-score': 0.6410400509535049; 'support': 31}}
10,1,CNF,8,285,31,8,[35; 36],564,0.601727,0.870968,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9615384615384616; 'recall': 0.49019607843137253; 'f1-score': 0.6493506493506493; 'support': 102}; '1.0': {'precision': 0.776824034334764; 'recall': 0.9890710382513661; 'f1-score': 0.8701923076923078; 'support': 183}; 'accuracy': 0.8105263157894737; 'macro avg': {'precision': 0.8691812479366128; 'recall': 0.7396335583413693; 'f1-score': 0.7597714785214786; 'support': 285}; 'weighted avg': {'precision': 0.8429323556497714; 'recall': 0.8105263157894737; 'f1-score': 0.7911542404963458; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.6363636363636364; 'f1-score': 0.7777777777777778; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 1.0; 'f1-score': 0.9090909090909091; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.9166666666666667; 'recall': 0.8181818181818181; 'f1-score': 0.8434343434343434; 'support': 31}; 'weighted avg': {'precision': 0.8924731182795699; 'recall': 0.8709677419354839; 'f1-score': 0.862495927012056; 'support': 31}}
10,1,CNF,9,285,31,8,[35; 36],564,0.512151,0.870968,1,[X26 < 1.000000],{'0.0': {'precision': 0.8676470588235294; 'recall': 0.5784313725490197; 'f1-score': 0.6941176470588235; 'support': 102}; '1.0': {'precision': 0.8018433179723502; 'recall': 0.9508196721311475; 'f1-score': 0.8699999999999999; 'support': 183}; 'accuracy': 0.8175438596491228; 'macro avg': {'precision': 0.8347451883979398; 'recall': 0.7646255223400835; 'f1-score': 0.7820588235294117; 'support': 285}; 'weighted avg': {'precision': 0.8253941304875091; 'recall': 0.8175438596491228; 'f1-score': 0.8070526315789474; 'support': 285}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.7999999999999999; 'support': 11}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.95; 'f1-score': 0.9047619047619048; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.8762626262626263; 'recall': 0.8386363636363636; 'f1-score': 0.8523809523809524; 'support': 31}; 'weighted avg': {'precision': 0.8725969371130662; 'recall': 0.8709677419354839; 'f1-score': 0.8675883256528417; 'support': 31}}
10,1,CNF,0,284,32,4,[71; 71],564,1.227886,0.843750,3,[X6 >= 0.839040 OR X16 < -0.094830 OR X20 >= 0.162450],{'0.0': {'precision': 0.8421052631578947; 'recall': 0.47058823529411764; 'f1-score': 0.6037735849056604; 'support': 102}; '1.0': {'precision': 0.762114537444934; 'recall': 0.9505494505494505; 'f1-score': 0.8459657701711492; 'support': 182}; 'accuracy': 0.778169014084507; 'macro avg': {'precision': 0.8021099003014143; 'recall': 0.710568842921784; 'f1-score': 0.7248696775384047; 'support': 284}; 'weighted avg': {'precision': 0.7908436009052227; 'recall': 0.778169014084507; 'f1-score': 0.7589812529279103; 'support': 284}},{'0.0': {'precision': 0.875; 'recall': 0.6363636363636364; 'f1-score': 0.7368421052631579; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.9523809523809523; 'f1-score': 0.888888888888889; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8541666666666667; 'recall': 0.7943722943722944; 'f1-score': 0.8128654970760234; 'support': 32}; 'weighted avg': {'precision': 0.84765625; 'recall': 0.84375; 'f1-score': 0.8366228070175439; 'support': 32}}
10,1,CNF,1,284,32,4,[71; 71],564,1.022031,0.750000,1,[X6 >= 0.037590],{'0.0': {'precision': 0.9636363636363636; 'recall': 0.5196078431372549; 'f1-score': 0.6751592356687898; 'support': 102}; '1.0': {'precision': 0.7860262008733624; 'recall': 0.989010989010989; 'f1-score': 0.875912408759124; 'support': 182}; 'accuracy': 0.8204225352112676; 'macro avg': {'precision': 0.874831282254863; 'recall': 0.7543094160741219; 'f1-score': 0.7755358222139569; 'support': 284}; 'weighted avg': {'precision': 0.8498157663727502; 'recall': 0.8204225352112676; 'f1-score': 0.8038109170154123; 'support': 284}},{'0.0': {'precision': 0.7142857142857143; 'recall': 0.45454545454545453; 'f1-score': 0.5555555555555556; 'support': 11}; '1.0': {'precision': 0.76; 'recall': 0.9047619047619048; 'f1-score': 0.8260869565217391; 'support': 21}; 'accuracy': 0.75; 'macro avg': {'precision': 0.7371428571428571; 'recall': 0.6796536796536796; 'f1-score': 0.6908212560386473; 'support': 32}; 'weighted avg': {'precision': 0.7442857142857143; 'recall': 0.75; 'f1-score': 0.7330917874396136; 'support': 32}}
