lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],296,98.693101,0.726714,1,[X3 == 9],{'0': {'precision': 0.7940069812774831; 'recall': 0.8747440443489987; 'f1-score': 0.8324224133833944; 'support': 20023}; '1': {'precision': 0.41877172653534184; 'recall': 0.28452212250039366; 'f1-score': 0.3388336771048191; 'support': 6351}; 'accuracy': 0.7326154546143929; 'macro avg': {'precision': 0.6063893539064125; 'recall': 0.5796330834246961; 'f1-score': 0.5856280452441067; 'support': 26374}; 'weighted avg': {'precision': 0.703648328708008; 'recall': 0.7326154546143929; 'f1-score': 0.7135636106191102; 'support': 26374}},{'0': {'precision': 0.7937293729372937; 'recall': 0.8647191011235955; 'f1-score': 0.8277048827704884; 'support': 2225}; '1': {'precision': 0.40631163708086787; 'recall': 0.29178470254957506; 'f1-score': 0.3396537510305029; 'support': 706}; 'accuracy': 0.7267144319344934; 'macro avg': {'precision': 0.6000205050090808; 'recall': 0.5782519018365853; 'f1-score': 0.5836793169004957; 'support': 2931}; 'weighted avg': {'precision': 0.7004107371424672; 'recall': 0.7267144319344934; 'f1-score': 0.7101463365376567; 'support': 2931}}
10,1,DNF,5,26375,2930,412,[64; 65],296,20.307830,0.811263,31,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 1 AND X1 != 6 AND X1 != 8 AND X3 != 1 AND X3 != 4 AND X3 != 6 AND X3 != 11 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 6 AND X6 != 1 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X8 != 2 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 22 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 31 AND X13 != 35],{'0': {'precision': 0.8328101174993273; 'recall': 0.9274334515307396; 'f1-score': 0.8775785071241228; 'support': 20023}; '1': {'precision': 0.6436104979151337; 'recall': 0.41309823677581864; 'f1-score': 0.5032121967590373; 'support': 6352}; 'accuracy': 0.803563981042654; 'macro avg': {'precision': 0.7382103077072305; 'recall': 0.6702658441532792; 'f1-score': 0.69039535194158; 'support': 26375}; 'weighted avg': {'precision': 0.7872443930026904; 'recall': 0.803563981042654; 'f1-score': 0.787418325003212; 'support': 26375}},{'0': {'precision': 0.8423423423423423; 'recall': 0.9244943820224719; 'f1-score': 0.8815084636811655; 'support': 2225}; '1': {'precision': 0.6557377049180327; 'recall': 0.45390070921985815; 'f1-score': 0.5364626990779546; 'support': 705}; 'accuracy': 0.8112627986348123; 'macro avg': {'precision': 0.7490400236301875; 'recall': 0.689197545621165; 'f1-score': 0.70898558137956; 'support': 2930}; 'weighted avg': {'precision': 0.7974425916992917; 'recall': 0.8112627986348123; 'f1-score': 0.7984855066691302; 'support': 2930}}
10,1,DNF,6,26375,2930,412,[64; 65],296,20.418483,0.771331,28,[X1 != 5 AND X1 != 6 AND X1 != 7 AND X1 != 8 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 11 AND X4 >= 9.500000 AND X6 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X7 != 3 AND X7 != 4 AND X9 AND X12 < 65.500000 AND X13 != 3 AND X13 != 4 AND X13 != 9 AND X13 != 12 AND X13 != 21 AND X13 != 25 AND X13 != 27 AND X13 != 28],{'0': {'precision': 0.8172455847147567; 'recall': 0.9036108475253458; 'f1-score': 0.8582609933115127; 'support': 20023}; '1': {'precision': 0.54438149197356; 'recall': 0.3630352644836272; 'f1-score': 0.43558745749905553; 'support': 6352}; 'accuracy': 0.7734218009478673; 'macro avg': {'precision': 0.6808135383441584; 'recall': 0.6333230560044865; 'f1-score': 0.6469242254052842; 'support': 26375}; 'weighted avg': {'precision': 0.7515306001804598; 'recall': 0.7734218009478673; 'f1-score': 0.7564667829046604; 'support': 26375}},{'0': {'precision': 0.8208832026413537; 'recall': 0.8939325842696629; 'f1-score': 0.8558519793459552; 'support': 2225}; '1': {'precision': 0.534516765285996; 'recall': 0.3843971631205674; 'f1-score': 0.44719471947194717; 'support': 705}; 'accuracy': 0.7713310580204779; 'macro avg': {'precision': 0.6776999839636748; 'recall': 0.6391648736951152; 'f1-score': 0.6515233494089512; 'support': 2930}; 'weighted avg': {'precision': 0.7519793329022659; 'recall': 0.7713310580204779; 'f1-score': 0.7575231847346325; 'support': 2930}}
10,1,DNF,7,26375,2930,412,[64; 65],296,20.265283,0.746758,35,[X0 >= 27.500000 AND X1 != 2 AND X1 != 7 AND X1 != 8 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 7 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 3 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X11 < 1978.500000 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 11 AND X13 != 13 AND X13 != 26 AND X13 != 31 AND X13 != 32 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.8324698615124041; 'recall': 0.8345902212455676; 'f1-score': 0.8335286929196698; 'support': 20023}; '1': {'precision': 0.4743691477543247; 'recall': 0.4705604534005038; 'f1-score': 0.4724571247925393; 'support': 6352}; 'accuracy': 0.7469194312796209; 'macro avg': {'precision': 0.6534195046333644; 'recall': 0.6525753373230356; 'f1-score': 0.6529929088561046; 'support': 26375}; 'weighted avg': {'precision': 0.7462269900890365; 'recall': 0.7469194312796209; 'f1-score': 0.7465703383891094; 'support': 26375}},{'0': {'precision': 0.8350655219159512; 'recall': 0.830561797752809; 'f1-score': 0.832807570977918; 'support': 2225}; '1': {'precision': 0.47419804741980476; 'recall': 0.48226950354609927; 'f1-score': 0.4781997187060478; 'support': 705}; 'accuracy': 0.7467576791808874; 'macro avg': {'precision': 0.654631784667878; 'recall': 0.6564156506494542; 'f1-score': 0.6555036448419829; 'support': 2930}; 'weighted avg': {'precision': 0.748235634707834; 'recall': 0.7467576791808874; 'f1-score': 0.7474838386053348; 'support': 2930}}
10,1,DNF,8,26375,2930,412,[64; 65],296,20.333036,0.753925,33,[X0 < 61.500000 AND X0 >= 35.500000 AND X3 != 0 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 13 AND X4 >= 8.500000 AND X5 != 3 AND X6 != 5 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X12 >= 34.500000 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 11 AND X13 != 13 AND X13 != 16 AND X13 != 25 AND X13 != 28 AND X13 != 29 AND X13 != 32 AND X13 != 35 AND X13 != 38 AND X13 != 40 AND X13 == 39],{'0': {'precision': 0.8310794435558141; 'recall': 0.8562724730323612; 'f1-score': 0.8434878858688969; 'support': 20024}; '1': {'precision': 0.49895543175487467; 'recall': 0.45126751692646827; 'f1-score': 0.4739148408433237; 'support': 6351}; 'accuracy': 0.7587488151658768; 'macro avg': {'precision': 0.6650174376553444; 'recall': 0.6537699949794147; 'f1-score': 0.6587013633561103; 'support': 26375}; 'weighted avg': {'precision': 0.7511052407521074; 'recall': 0.7587488151658768; 'f1-score': 0.7544960978515541; 'support': 26375}},{'0': {'precision': 0.8235040895393887; 'recall': 0.8601618705035972; 'f1-score': 0.8414339124697602; 'support': 2224}; '1': {'precision': 0.4876441515650741; 'recall': 0.4192634560906516; 'f1-score': 0.4508758568164509; 'support': 706}; 'accuracy': 0.7539249146757679; 'macro avg': {'precision': 0.6555741205522314; 'recall': 0.6397126632971244; 'f1-score': 0.6461548846431056; 'support': 2930}; 'weighted avg': {'precision': 0.7425767461230522; 'recall': 0.7539249146757679; 'f1-score': 0.7473267495717273; 'support': 2930}}
10,1,DNF,9,26375,2930,412,[64; 65],296,20.023477,0.814676,28,[X0 >= 23.500000 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X4 >= 10.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 3 AND X6 != 5 AND X6 != 7 AND X6 != 9 AND X7 != 2 AND X7 != 3 AND X13 != 6 AND X13 != 11 AND X13 != 16 AND X13 != 17 AND X13 != 22 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 31 AND X13 != 35 AND X13 != 38],{'0': {'precision': 0.841312533620226; 'recall': 0.9372752696763883; 'f1-score': 0.8867050930737976; 'support': 20024}; '1': {'precision': 0.6911728546840423; 'recall': 0.44260746339159185; 'f1-score': 0.5396429257055098; 'support': 6351}; 'accuracy': 0.8181611374407582; 'macro avg': {'precision': 0.7662426941521341; 'recall': 0.6899413665339901; 'f1-score': 0.7131740093896537; 'support': 26375}; 'weighted avg': {'precision': 0.8051594681823605; 'recall': 0.8181611374407582; 'f1-score': 0.8031338390470301; 'support': 26375}},{'0': {'precision': 0.8390480032271077; 'recall': 0.935251798561151; 'f1-score': 0.8845417818413778; 'support': 2224}; '1': {'precision': 0.6807095343680709; 'recall': 0.4348441926345609; 'f1-score': 0.5306828003457217; 'support': 706}; 'accuracy': 0.8146757679180887; 'macro avg': {'precision': 0.7598787687975893; 'recall': 0.685047995597856; 'f1-score': 0.7076122910935497; 'support': 2930}; 'weighted avg': {'precision': 0.8008954574883773; 'recall': 0.8146757679180887; 'f1-score': 0.7992774675287726; 'support': 2930}}
10,1,DNF,0,26374,2931,206,[128; 129],296,32.153710,0.775844,35,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 0 AND X1 != 1 AND X1 != 6 AND X1 != 8 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 13 AND X4 < 14.500000 AND X5 != 0 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X7 != 3 AND X7 != 4 AND X12 < 65.500000 AND X13 != 0 AND X13 != 4 AND X13 != 6 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 20 AND X13 != 22 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 31],{'0': {'precision': 0.8295565585593969; 'recall': 0.8903760675223493; 'f1-score': 0.8588909765380354; 'support': 20023}; '1': {'precision': 0.5504812615195577; 'recall': 0.4232404345772319; 'f1-score': 0.4785472672244971; 'support': 6351}; 'accuracy': 0.7778873132630622; 'macro avg': {'precision': 0.6900189100394774; 'recall': 0.6568082510497906; 'f1-score': 0.6687191218812663; 'support': 26374}; 'weighted avg': {'precision': 0.7623537371633244; 'recall': 0.7778873132630622; 'f1-score': 0.767302180835818; 'support': 26374}},{'0': {'precision': 0.8308016877637131; 'recall': 0.8849438202247191; 'f1-score': 0.857018498367791; 'support': 2225}; '1': {'precision': 0.5436720142602496; 'recall': 0.43201133144475923; 'f1-score': 0.48145224940805054; 'support': 706}; 'accuracy': 0.7758444216990789; 'macro avg': {'precision': 0.6872368510119813; 'recall': 0.6584775758347392; 'f1-score': 0.6692353738879208; 'support': 2931}; 'weighted avg': {'precision': 0.7616397807376315; 'recall': 0.7758444216990789; 'f1-score': 0.7665545707780343; 'support': 2931}}
10,1,DNF,1,26374,2931,206,[128; 129],296,32.025401,0.820198,32,[X0 >= 27.500000 AND X1 != 6 AND X1 != 8 AND X3 != 0 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 15 AND X4 >= 9.500000 AND X5 != 5 AND X5 != 6 AND X5 == 2 AND X6 != 1 AND X6 != 7 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X11 < 1978.500000 AND X13 != 1 AND X13 != 4 AND X13 != 6 AND X13 != 11 AND X13 != 12 AND X13 != 26 AND X13 != 27 AND X13 != 35 AND X13 != 40 AND X13 == 39],{'0': {'precision': 0.8212135445578377; 'recall': 0.9604954302552066; 'f1-score': 0.8854104323005387; 'support': 20023}; '1': {'precision': 0.7323181049069374; 'recall': 0.34073374271768225; 'f1-score': 0.4650762948635289; 'support': 6351}; 'accuracy': 0.8112535072419808; 'macro avg': {'precision': 0.7767658247323875; 'recall': 0.6506145864864444; 'f1-score': 0.6752433635820339; 'support': 26374}; 'weighted avg': {'precision': 0.7998070481135036; 'recall': 0.8112535072419808; 'f1-score': 0.7841917280136482; 'support': 26374}},{'0': {'precision': 0.8288148721920992; 'recall': 0.9617977528089887; 'f1-score': 0.8903682130226752; 'support': 2225}; '1': {'precision': 0.7564469914040115; 'recall': 0.37393767705382436; 'f1-score': 0.5004739336492892; 'support': 706}; 'accuracy': 0.8201978846809962; 'macro avg': {'precision': 0.7926309317980553; 'recall': 0.6678677149314065; 'f1-score': 0.6954210733359822; 'support': 2931}; 'weighted avg': {'precision': 0.8113833731008709; 'recall': 0.8201978846809962; 'f1-score': 0.7964530437160869; 'support': 2931}}
10,1,DNF,2,26374,2931,206,[128; 129],296,30.952354,0.823269,29,[X0 >= 27.500000 AND X1 != 0 AND X1 != 6 AND X1 != 8 AND X3 != 2 AND X3 != 4 AND X3 != 6 AND X3 != 13 AND X4 >= 9.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X7 != 3 AND X8 != 0 AND X8 != 3 AND X12 >= 39.500000 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 12 AND X13 != 13 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 40],{'0': {'precision': 0.8486596225718636; 'recall': 0.918593617340059; 'f1-score': 0.8822429009976976; 'support': 20023}; '1': {'precision': 0.6532652627100617; 'recall': 0.48354589828373484; 'f1-score': 0.5557365182772348; 'support': 6351}; 'accuracy': 0.8138318040494427; 'macro avg': {'precision': 0.7509624426409627; 'recall': 0.701069757811897; 'f1-score': 0.7189897096374662; 'support': 26374}; 'weighted avg': {'precision': 0.8016076175865636; 'recall': 0.8138318040494427; 'f1-score': 0.8036184209545619; 'support': 26374}},{'0': {'precision': 0.8487944421740907; 'recall': 0.9334831460674158; 'f1-score': 0.8891267123287672; 'support': 2225}; '1': {'precision': 0.6942148760330579; 'recall': 0.47592067988668557; 'f1-score': 0.5647058823529412; 'support': 706}; 'accuracy': 0.8232685090412828; 'macro avg': {'precision': 0.7715046591035744; 'recall': 0.7047019129770506; 'f1-score': 0.7269162973408542; 'support': 2931}; 'weighted avg': {'precision': 0.8115603331002015; 'recall': 0.8232685090412828; 'f1-score': 0.8109823568313488; 'support': 2931}}
10,1,DNF,3,26374,2931,206,[128; 129],296,31.126565,0.798704,38,[X1 != 0 AND X1 != 2 AND X1 != 3 AND X1 != 7 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X5 != 0 AND X5 != 5 AND X6 != 1 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X9 AND X13 != 0 AND X13 != 4 AND X13 != 6 AND X13 != 10 AND X13 != 13 AND X13 != 14 AND X13 != 16 AND X13 != 18 AND X13 != 20 AND X13 != 22 AND X13 != 28 AND X13 != 33 AND X13 != 34 AND X13 != 35],{'0': {'precision': 0.8349052326108642; 'recall': 0.9195924686610398; 'f1-score': 0.8752049813437269; 'support': 20023}; '1': {'precision': 0.6273148148148148; 'recall': 0.4267044559911825; 'f1-score': 0.5079186580451691; 'support': 6351}; 'accuracy': 0.8009024038826117; 'macro avg': {'precision': 0.7311100237128395; 'recall': 0.6731484623261111; 'f1-score': 0.691561819694448; 'support': 26374}; 'weighted avg': {'precision': 0.7849163517652319; 'recall': 0.8009024038826117; 'f1-score': 0.7867604739019608; 'support': 26374}},{'0': {'precision': 0.8313741386299148; 'recall': 0.9217977528089888; 'f1-score': 0.8742540494458653; 'support': 2225}; '1': {'precision': 0.625; 'recall': 0.41076487252124644; 'f1-score': 0.4957264957264957; 'support': 706}; 'accuracy': 0.7987035141589901; 'macro avg': {'precision': 0.7281870693149575; 'recall': 0.6662813126651176; 'f1-score': 0.6849902725861805; 'support': 2931}; 'weighted avg': {'precision': 0.7816640936375164; 'recall': 0.7987035141589901; 'f1-score': 0.7830768222449526; 'support': 2931}}
10,1,DNF,4,26374,2931,206,[128; 129],296,34.786288,0.781303,25,[X0 >= 27.500000 AND X3 != 0 AND X3 != 4 AND X3 != 5 AND X3 != 8 AND X3 != 13 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 21 AND X13 != 25 AND X13 != 26 AND X13 != 31],{'0': {'precision': 0.8723292836196062; 'recall': 0.8319432652449683; 'f1-score': 0.8516577622127355; 'support': 20023}; '1': {'precision': 0.5376477054135752; 'recall': 0.6161234451267517; 'f1-score': 0.5742167437082693; 'support': 6351}; 'accuracy': 0.7799727003867445; 'macro avg': {'precision': 0.7049884945165907; 'recall': 0.72403335518586; 'f1-score': 0.7129372529605024; 'support': 26374}; 'weighted avg': {'precision': 0.7917361728595204; 'recall': 0.7799727003867445; 'f1-score': 0.7848484838127255; 'support': 26374}},{'0': {'precision': 0.8742911153119093; 'recall': 0.8314606741573034; 'f1-score': 0.8523381709283576; 'support': 2225}; '1': {'precision': 0.5398773006134969; 'recall': 0.623229461756374; 'f1-score': 0.5785667324128864; 'support': 706}; 'accuracy': 0.7813033094506994; 'macro avg': {'precision': 0.7070842079627031; 'recall': 0.7273450679568387; 'f1-score': 0.715452451670622; 'support': 2931}; 'weighted avg': {'precision': 0.7937397153879656; 'recall': 0.7813033094506994; 'f1-score': 0.7863939076762515; 'support': 2931}}
10,1,DNF,5,26375,2930,206,[128; 129],296,34.997427,0.813652,30,[X0 >= 29.500000 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 4 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 == 4 AND X13 != 3 AND X13 != 10 AND X13 != 12 AND X13 != 18 AND X13 != 21 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 31 AND X13 != 33 AND X13 != 37],{'0': {'precision': 0.8265159747880896; 'recall': 0.9496079508565151; 'f1-score': 0.8837965975643767; 'support': 20023}; '1': {'precision': 0.700593471810089; 'recall': 0.37169395465994964; 'f1-score': 0.4857025303435507; 'support': 6352}; 'accuracy': 0.8104265402843602; 'macro avg': {'precision': 0.7635547232990894; 'recall': 0.6606509527582324; 'f1-score': 0.6847495639539637; 'support': 26375}; 'weighted avg': {'precision': 0.7961895391893687; 'recall': 0.8104265402843602; 'f1-score': 0.7879219619250711; 'support': 26375}},{'0': {'precision': 0.8316870802054523; 'recall': 0.946067415730337; 'f1-score': 0.885197645079899; 'support': 2225}; '1': {'precision': 0.6992481203007519; 'recall': 0.39574468085106385; 'f1-score': 0.5054347826086956; 'support': 705}; 'accuracy': 0.8136518771331058; 'macro avg': {'precision': 0.7654676002531021; 'recall': 0.6709060482907004; 'f1-score': 0.6953162138442972; 'support': 2930}; 'weighted avg': {'precision': 0.7998203680099528; 'recall': 0.8136518771331058; 'f1-score': 0.7938212566695924; 'support': 2930}}
10,1,DNF,6,26375,2930,206,[128; 129],296,31.936422,0.795904,40,[X0 < 61.500000 AND X1 != 2 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 7 AND X3 != 13 AND X4 >= 9.500000 AND X5 != 3 AND X5 != 4 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X12 >= 34.500000 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 17 AND X13 != 22 AND X13 != 27 AND X13 != 29 AND X13 != 34 AND X13 != 37 AND X13 != 38],{'0': {'precision': 0.8327267764534619; 'recall': 0.9141986715277431; 'f1-score': 0.8715629091774789; 'support': 20023}; '1': {'precision': 0.6089232870475757; 'recall': 0.4211272040302267; 'f1-score': 0.4979060027919963; 'support': 6352}; 'accuracy': 0.7954502369668246; 'macro avg': {'precision': 0.7208250317505188; 'recall': 0.6676629377789849; 'f1-score': 0.6847344559847376; 'support': 26375}; 'weighted avg': {'precision': 0.7788272593082035; 'recall': 0.7954502369668246; 'f1-score': 0.7815735757420065; 'support': 26375}},{'0': {'precision': 0.8360181743081372; 'recall': 0.9096629213483146; 'f1-score': 0.8712871287128713; 'support': 2225}; '1': {'precision': 0.6051080550098232; 'recall': 0.4368794326241135; 'f1-score': 0.5074135090609556; 'support': 705}; 'accuracy': 0.7959044368600683; 'macro avg': {'precision': 0.7205631146589802; 'recall': 0.6732711769862141; 'f1-score': 0.6893503188869134; 'support': 2930}; 'weighted avg': {'precision': 0.7804578896305566; 'recall': 0.7959044368600683; 'f1-score': 0.7837339198887755; 'support': 2930}}
10,1,DNF,7,26375,2930,206,[128; 129],296,31.012131,0.781911,36,[X0 >= 29.500000 AND X1 != 1 AND X1 != 6 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 5 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 == 2 AND X6 != 1 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 11 AND X7 != 2 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X13 != 1 AND X13 != 4 AND X13 != 6 AND X13 != 9 AND X13 != 13 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 30 AND X13 != 32 AND X13 != 33 AND X13 != 40],{'0': {'precision': 0.8502288440938748; 'recall': 0.8720970883483994; 'f1-score': 0.8610241364857868; 'support': 20023}; '1': {'precision': 0.5612472160356348; 'recall': 0.5157430730478589; 'f1-score': 0.5375338419886783; 'support': 6352}; 'accuracy': 0.7862748815165876; 'macro avg': {'precision': 0.7057380300647548; 'recall': 0.6939200806981292; 'f1-score': 0.6992789892372325; 'support': 26375}; 'weighted avg': {'precision': 0.7806322070729861; 'recall': 0.7862748815165876; 'f1-score': 0.7831166350395068; 'support': 26375}},{'0': {'precision': 0.8462882096069869; 'recall': 0.8710112359550561; 'f1-score': 0.8584717607973423; 'support': 2225}; '1': {'precision': 0.5515625; 'recall': 0.500709219858156; 'f1-score': 0.524907063197026; 'support': 705}; 'accuracy': 0.7819112627986348; 'macro avg': {'precision': 0.6989253548034935; 'recall': 0.6858602279066061; 'f1-score': 0.6916894119971841; 'support': 2930}; 'weighted avg': {'precision': 0.7753729791384115; 'recall': 0.7819112627986348; 'f1-score': 0.7782113130812253; 'support': 2930}}
10,1,DNF,8,26375,2930,206,[128; 129],296,33.604948,0.810922,38,[X0 < 61.500000 AND X1 != 0 AND X1 != 6 AND X1 != 8 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X13 != 1 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 16 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28],{'0': {'precision': 0.8557290933821116; 'recall': 0.9111566120655213; 'f1-score': 0.8825734671665255; 'support': 20024}; '1': {'precision': 0.64800158290463; 'recall': 0.5156668241221855; 'f1-score': 0.5743095133713284; 'support': 6351}; 'accuracy': 0.8159241706161138; 'macro avg': {'precision': 0.7518653381433708; 'recall': 0.7134117180938534; 'f1-score': 0.7284414902689269; 'support': 26375}; 'weighted avg': {'precision': 0.8057090964515908; 'recall': 0.8159241706161138; 'f1-score': 0.8083446758659265; 'support': 26375}},{'0': {'precision': 0.8505457598656591; 'recall': 0.9109712230215827; 'f1-score': 0.8797221016066001; 'support': 2224}; '1': {'precision': 0.6386861313868614; 'recall': 0.49575070821529743; 'f1-score': 0.5582137161084529; 'support': 706}; 'accuracy': 0.8109215017064847; 'macro avg': {'precision': 0.7446159456262602; 'recall': 0.7033609656184401; 'f1-score': 0.7189679088575265; 'support': 2930}; 'weighted avg': {'precision': 0.7994969893175254; 'recall': 0.8109215017064847; 'f1-score': 0.802252845578719; 'support': 2930}}
10,1,DNF,9,26375,2930,206,[128; 129],296,33.731987,0.767918,32,[X0 >= 29.500000 AND X1 != 5 AND X1 != 6 AND X1 != 8 AND X3 != 1 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 15 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X7 != 2 AND X7 != 3 AND X9 AND X12 >= 39.500000 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 14 AND X13 != 20 AND X13 != 21 AND X13 != 26 AND X13 != 28 AND X13 != 29],{'0': {'precision': 0.8304634505004507; 'recall': 0.8743008389932081; 'f1-score': 0.8518185135628269; 'support': 20024}; '1': {'precision': 0.5245561012466944; 'recall': 0.4372539757518501; 'f1-score': 0.47694289394589956; 'support': 6351}; 'accuracy': 0.7690616113744075; 'macro avg': {'precision': 0.6775097758735725; 'recall': 0.6557774073725291; 'f1-score': 0.6643807037543632; 'support': 26375}; 'weighted avg': {'precision': 0.7568021206384372; 'recall': 0.7690616113744075; 'f1-score': 0.7615498856884343; 'support': 26375}},{'0': {'precision': 0.8279524214103653; 'recall': 0.8763489208633094; 'f1-score': 0.8514635211882917; 'support': 2224}; '1': {'precision': 0.5225694444444444; 'recall': 0.4263456090651558; 'f1-score': 0.469578783151326; 'support': 706}; 'accuracy': 0.7679180887372014; 'macro avg': {'precision': 0.6752609329274049; 'recall': 0.6513472649642326; 'f1-score': 0.6605211521698089; 'support': 2930}; 'weighted avg': {'precision': 0.7543686733769387; 'recall': 0.7679180887372014; 'f1-score': 0.7594462430128318; 'support': 2930}}
