lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],296,605.178223,0.476629,3,[X0 < 29.500000 OR X3 == 1 OR X13 == 10],{'0': {'precision': 0.6724013541262002; 'recall': 0.6051041302502123; 'f1-score': 0.6369801798012723; 'support': 20023}; '1': {'precision': 0.05362058647516457; 'recall': 0.07054007242953865; 'f1-score': 0.060927512579899354; 'support': 6351}; 'accuracy': 0.47637825130810646; 'macro avg': {'precision': 0.36301097030068236; 'recall': 0.33782210133987545; 'f1-score': 0.34895384619058584; 'support': 26374}; 'weighted avg': {'precision': 0.5233956418583711; 'recall': 0.47637825130810646; 'f1-score': 0.4982636222247599; 'support': 26374}},{'0': {'precision': 0.6740554156171285; 'recall': 0.6013483146067415; 'f1-score': 0.6356294536817102; 'support': 2225}; '1': {'precision': 0.06236786469344609; 'recall': 0.08356940509915015; 'f1-score': 0.07142857142857142; 'support': 706}; 'accuracy': 0.47662913681337427; 'macro avg': {'precision': 0.3682116401552873; 'recall': 0.34245885985294583; 'f1-score': 0.3535290125551408; 'support': 2931}; 'weighted avg': {'precision': 0.5267161420067157; 'recall': 0.47662913681337427; 'f1-score': 0.4997284564552632; 'support': 2931}}
5,3,CNF,6,26375,2930,206,[128; 129],296,1068.512712,0.806143,36,[X1 == 5 OR X5 == 1 OR X6 == 3 OR X7 == 0 OR X7 == 5 OR X10 >= 7073.500000] AND [X1 == 5 OR X1 == 6 OR X3 == 8 OR X3 == 12 OR X6 == 1 OR X6 == 13 OR X8 == 1 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 18 OR X13 == 19] AND [X0 >= 61.500000 OR X1 == 5 OR X3 == 7 OR X4 >= 13.500000 OR X5 == 1 OR X5 == 4 OR X6 == 1 OR X6 == 7 OR X6 == 13 OR X10 >= 7073.500000 OR X11 >= 2218.500000 OR X12 < 34.500000 OR X13 == 14 OR X13 == 18 OR X13 == 19 OR X13 == 20 OR X13 == 37 OR X13 == 41],{'0': {'precision': 0.837748191827521; 'recall': 0.9082055636018579; 'f1-score': 0.8715552360412174; 'support': 20023}; '1': {'precision': 0.6062553556126821; 'recall': 0.44552896725440805; 'f1-score': 0.5136116152450091; 'support': 6352}; 'accuracy': 0.7967772511848341; 'macro avg': {'precision': 0.7220017737201015; 'recall': 0.6768672654281329; 'f1-score': 0.6925834256431133; 'support': 26375}; 'weighted avg': {'precision': 0.7819968175853729; 'recall': 0.7967772511848341; 'f1-score': 0.7853501979635865; 'support': 26375}},{'0': {'precision': 0.8462181362306728; 'recall': 0.9101123595505618; 'f1-score': 0.8770030316154179; 'support': 2225}; '1': {'precision': 0.62756052141527; 'recall': 0.47801418439716314; 'f1-score': 0.5426731078904992; 'support': 705}; 'accuracy': 0.8061433447098976; 'macro avg': {'precision': 0.7368893288229714; 'recall': 0.6940632719738624; 'f1-score': 0.7098380697529585; 'support': 2930}; 'weighted avg': {'precision': 0.7936059797648505; 'recall': 0.8061433447098976; 'f1-score': 0.7965584595246098; 'support': 2930}}
5,3,CNF,7,26375,2930,206,[128; 129],296,1128.231281,0.753242,49,[X1 == 5 OR X1 == 6 OR X3 == 6 OR X3 == 8 OR X3 == 10 OR X3 == 11 OR X4 >= 14.500000 OR X5 == 0 OR X5 == 1 OR X6 == 1 OR X6 == 4 OR X6 == 7 OR X6 == 11 OR X10 >= 7073.500000 OR X13 == 14] AND [X1 == 5 OR X1 == 6 OR X3 == 2 OR X3 == 8 OR X3 == 10 OR X3 == 15 OR X7 == 5 OR X10 >= 7073.500000 OR X12 >= 49.500000 OR X13 == 10 OR X13 == 14 OR X13 == 17 OR X13 == 18 OR X13 == 19 OR X13 == 20 OR X13 == 30 OR X13 == 38 OR X13 == 41] AND [X1 == 7 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 3 OR X6 == 10 OR X7 == 0 OR X7 == 5 OR X10 >= 7073.500000 OR X13 == 10 OR X13 == 14 OR X13 == 18 OR X13 == 19 OR X13 == 31 OR X13 == 38 OR X13 == 41],{'0': {'precision': 0.8491181567947803; 'recall': 0.8319432652449683; 'f1-score': 0.84044297570697; 'support': 20023}; '1': {'precision': 0.5019979280745893; 'recall': 0.5340050377833753; 'f1-score': 0.517507056220917; 'support': 6352}; 'accuracy': 0.7601895734597156; 'macro avg': {'precision': 0.6755580424346848; 'recall': 0.6829741515141718; 'f1-score': 0.6789750159639435; 'support': 26375}; 'weighted avg': {'precision': 0.765519760858073; 'recall': 0.7601895734597156; 'f1-score': 0.7626689866804143; 'support': 26375}},{'0': {'precision': 0.8413636363636363; 'recall': 0.8319101123595506; 'f1-score': 0.8366101694915254; 'support': 2225}; '1': {'precision': 0.4876712328767123; 'recall': 0.5049645390070922; 'f1-score': 0.49616724738675955; 'support': 705}; 'accuracy': 0.7532423208191126; 'macro avg': {'precision': 0.6645174346201743; 'recall': 0.6684373256833214; 'f1-score': 0.6663887084391424; 'support': 2930}; 'weighted avg': {'precision': 0.7562601740911853; 'recall': 0.7532423208191126; 'f1-score': 0.7546947223639282; 'support': 2930}}
5,3,CNF,8,26375,2930,206,[128; 129],296,1150.467683,0.746758,42,[X0 >= 35.500000 OR X1 == 1 OR X3 == 7 OR X6 == 4 OR X10 >= 4401.000000 OR X11 >= 1820.500000 OR X13 == 0 OR X13 == 6 OR X13 == 36] AND [X1 == 1 OR X1 == 7 OR X3 == 7 OR X3 == 12 OR X5 == 4 OR X6 == 4 OR X6 == 13 OR X7 == 5 OR X10 >= 3120.000000 OR X11 >= 1923.000000 OR X13 == 0 OR X13 == 3 OR X13 == 5 OR X13 == 12 OR X13 == 22 OR X13 == 23 OR X13 == 24] AND [X1 == 1 OR X3 == 7 OR X3 == 12 OR X6 == 10 OR X6 == 13 OR X10 >= 57.000000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 0 OR X13 == 5 OR X13 == 12 OR X13 == 17 OR X13 == 22 OR X13 == 23 OR X13 == 24 OR X13 == 36],{'0': {'precision': 0.8412554243616914; 'recall': 0.8326008789452657; 'f1-score': 0.8369057778223985; 'support': 20024}; '1': {'precision': 0.48879060545981395; 'recall': 0.50464493780507; 'f1-score': 0.49659126123334363; 'support': 6351}; 'accuracy': 0.7536303317535545; 'macro avg': {'precision': 0.6650230149107527; 'recall': 0.6686229083751678; 'f1-score': 0.6667485195278711; 'support': 26375}; 'weighted avg': {'precision': 0.7563832323296223; 'recall': 0.7536303317535545; 'f1-score': 0.7549593325197601; 'support': 26375}},{'0': {'precision': 0.8308035714285714; 'recall': 0.8367805755395683; 'f1-score': 0.8337813620071685; 'support': 2224}; '1': {'precision': 0.47391304347826085; 'recall': 0.4631728045325779; 'f1-score': 0.4684813753581662; 'support': 706}; 'accuracy': 0.7467576791808874; 'macro avg': {'precision': 0.6523583074534162; 'recall': 0.6499766900360731; 'f1-score': 0.6511313686826673; 'support': 2930}; 'weighted avg': {'precision': 0.7448087889258685; 'recall': 0.7467576791808874; 'f1-score': 0.7457602730739958; 'support': 2930}}
5,3,CNF,9,26375,2930,206,[128; 129],296,1060.106302,0.797952,40,[X1 == 0 OR X3 == 12 OR X5 == 6 OR X6 == 1 OR X6 == 13 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 5 OR X13 == 21 OR X13 == 22 OR X13 == 29] AND [X3 == 11 OR X5 == 2 OR X6 == 13 OR X8 == 2 OR X10 >= 4932.500000 OR X11 >= 1881.500000 OR X13 == 5 OR X13 == 14 OR X13 == 18 OR X13 == 20 OR X13 == 21 OR X13 == 25] AND [X1 == 7 OR X3 == 6 OR X3 == 9 OR X6 == 4 OR X6 == 10 OR X6 == 13 OR X7 == 5 OR X10 >= 5316.500000 OR X11 >= 1881.500000 OR X13 == 5 OR X13 == 10 OR X13 == 14 OR X13 == 18 OR X13 == 20 OR X13 == 21 OR X13 == 36],{'0': {'precision': 0.8495303723981686; 'recall': 0.8988713543747503; 'f1-score': 0.8735046468175972; 'support': 20024}; '1': {'precision': 0.6096761757902853; 'recall': 0.4980318060148008; 'f1-score': 0.548227749371696; 'support': 6351}; 'accuracy': 0.8023507109004739; 'macro avg': {'precision': 0.729603274094227; 'recall': 0.6984515801947755; 'f1-score': 0.7108661980946467; 'support': 26375}; 'weighted avg': {'precision': 0.7917743912547878; 'recall': 0.8023507109004739; 'f1-score': 0.7951792031899605; 'support': 26375}},{'0': {'precision': 0.8448858833474218; 'recall': 0.8988309352517986; 'f1-score': 0.8710239651416122; 'support': 2224}; '1': {'precision': 0.601063829787234; 'recall': 0.4801699716713881; 'f1-score': 0.5338582677165353; 'support': 706}; 'accuracy': 0.7979522184300342; 'macro avg': {'precision': 0.722974856567328; 'recall': 0.6895004534615934; 'f1-score': 0.7024411164290738; 'support': 2930}; 'weighted avg': {'precision': 0.7861355864827485; 'recall': 0.7979522184300342; 'f1-score': 0.7897819916323616; 'support': 2930}}
5,3,DNF,0,26374,2931,3296,[8; 9],296,193.709545,0.513818,25,[X0 >= 29.500000 AND X3 != 13 AND X13 != 5] OR [X0 < 21.500000 AND X0 >= 29.500000 AND X1 != 0 AND X1 != 7 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 12 AND X6 != 8 AND X6 == 4 AND X11 < 2450.500000 AND X13 != 0] OR [X0 < 21.500000 AND X0 >= 43.500000 AND X1 != 0 AND X1 != 1 AND X3 != 6 AND X3 != 7 AND X5 == 2 AND X13 != 31 AND X13 != 32 AND X13 != 35],{'0': {'precision': 0.9475467436315723; 'recall': 0.37711631623632824; 'f1-score': 0.539511288939697; 'support': 20023}; '1': {'precision': 0.3223580548763923; 'recall': 0.9341835931349394; 'f1-score': 0.47931814509613835; 'support': 6351}; 'accuracy': 0.511261090467885; 'macro avg': {'precision': 0.6349523992539823; 'recall': 0.6556499546856338; 'f1-score': 0.5094147170179177; 'support': 26374}; 'weighted avg': {'precision': 0.7969979697525948; 'recall': 0.511261090467885; 'f1-score': 0.52501645855559; 'support': 26374}},{'0': {'precision': 0.9405286343612335; 'recall': 0.3838202247191011; 'f1-score': 0.5451643791892754; 'support': 2225}; '1': {'precision': 0.3222936233316856; 'recall': 0.9235127478753541; 'f1-score': 0.4778307072187614; 'support': 706}; 'accuracy': 0.5138178096212896; 'macro avg': {'precision': 0.6314111288464596; 'recall': 0.6536664862972276; 'f1-score': 0.5114975432040184; 'support': 2931}; 'weighted avg': {'precision': 0.7916122516294488; 'recall': 0.5138178096212896; 'f1-score': 0.5289454872032014; 'support': 2931}}
5,3,DNF,1,26374,2931,3296,[8; 9],296,153.633866,0.649266,27,[X0 >= 21.500000 AND X1 != 8 AND X1 == 1 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 11 AND X6 != 8] OR [X0 < 23.500000 AND X6 != 8 AND X6 != 9 AND X13 != 4] OR [X0 < 23.500000 AND X0 >= 29.500000 AND X1 != 2 AND X1 != 4 AND X5 != 5 AND X6 != 5 AND X6 != 6 AND X6 == 3 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X13 != 0 AND X13 != 18 AND X13 != 26],{'0': {'precision': 0.7324636535336232; 'recall': 0.832842231433851; 'f1-score': 0.779434447300771; 'support': 20023}; '1': {'precision': 0.07208206265594677; 'recall': 0.040938434892142966; 'f1-score': 0.05221932114882506; 'support': 6351}; 'accuracy': 0.6421475695760976; 'macro avg': {'precision': 0.40227285809478497; 'recall': 0.436890333162997; 'f1-score': 0.4158268842247981; 'support': 26374}; 'weighted avg': {'precision': 0.5734402409430369; 'recall': 0.6421475695760976; 'f1-score': 0.6043171626192283; 'support': 26374}},{'0': {'precision': 0.7346138769110153; 'recall': 0.8422471910112359; 'f1-score': 0.7847571189279732; 'support': 2225}; '1': {'precision': 0.07631578947368421; 'recall': 0.04107648725212465; 'f1-score': 0.053406998158379376; 'support': 706}; 'accuracy': 0.649266461958376; 'macro avg': {'precision': 0.40546483319234977; 'recall': 0.4416618391316803; 'f1-score': 0.41908205854317626; 'support': 2931}; 'weighted avg': {'precision': 0.5760473638674275; 'recall': 0.649266461958376; 'f1-score': 0.6085943126286442; 'support': 2931}}
5,3,DNF,2,26374,2931,3296,[8; 9],296,138.879938,0.716820,20,[X1 != 2 AND X3 != 4 AND X3 == 9 AND X13 != 26] OR [X0 >= 35.500000 AND X1 == 6 AND X3 != 3 AND X3 != 11 AND X5 != 3 AND X12 >= 34.500000] OR [X0 < 21.500000 AND X0 >= 43.500000 AND X1 != 0 AND X3 != 1 AND X3 != 15 AND X5 == 2 AND X6 != 13 AND X7 != 1 AND X12 < 65.500000 AND X12 >= 49.500000],{'0': {'precision': 0.795653761869978; 'recall': 0.8703990411027318; 'f1-score': 0.8313497269062895; 'support': 20023}; '1': {'precision': 0.41946308724832215; 'recall': 0.29522909777987716; 'f1-score': 0.3465483781535902; 'support': 6351}; 'accuracy': 0.7318950481534845; 'macro avg': {'precision': 0.6075584245591501; 'recall': 0.5828140694413044; 'f1-score': 0.5889490525299399; 'support': 26374}; 'weighted avg': {'precision': 0.7050650390929197; 'recall': 0.7318950481534845; 'f1-score': 0.7146069739705045; 'support': 26374}},{'0': {'precision': 0.7907461442267611; 'recall': 0.8525842696629213; 'f1-score': 0.8205017301038063; 'support': 2225}; '1': {'precision': 0.38345864661654133; 'recall': 0.28895184135977336; 'f1-score': 0.32956381260096934; 'support': 706}; 'accuracy': 0.716820197884681; 'macro avg': {'precision': 0.5871023954216512; 'recall': 0.5707680555113473; 'f1-score': 0.5750327713523878; 'support': 2931}; 'weighted avg': {'precision': 0.6926414109231736; 'recall': 0.716820197884681; 'f1-score': 0.7022478339055795; 'support': 2931}}
5,3,DNF,3,26374,2931,3296,[8; 9],296,182.595502,0.659161,19,[X3 != 3 AND X3 != 5 AND X3 != 13 AND X3 == 9 AND X6 != 7 AND X13 != 8] OR [X0 >= 35.500000 AND X1 != 0 AND X1 != 6 AND X3 != 3 AND X3 != 6 AND X5 != 0] OR [X0 < 23.500000 AND X0 >= 23.500000 AND X1 == 6 AND X3 != 1 AND X3 != 2 AND X3 != 13 AND X7 != 4],{'0': {'precision': 0.8900946982788415; 'recall': 0.6431104230135344; 'f1-score': 0.7467091910698753; 'support': 20023}; '1': {'precision': 0.399848828420257; 'recall': 0.7496457250826641; 'f1-score': 0.5215248110417352; 'support': 6351}; 'accuracy': 0.6687646925001896; 'macro avg': {'precision': 0.6449717633495492; 'recall': 0.6963780740480993; 'f1-score': 0.6341170010558053; 'support': 26374}; 'weighted avg': {'precision': 0.7720408755946877; 'recall': 0.6687646925001896; 'f1-score': 0.6924835901917863; 'support': 26374}},{'0': {'precision': 0.8914431673052363; 'recall': 0.6274157303370786; 'f1-score': 0.7364811395410182; 'support': 2225}; '1': {'precision': 0.39267399267399267; 'recall': 0.7592067988668555; 'f1-score': 0.5176243360695316; 'support': 706}; 'accuracy': 0.6591606960081884; 'macro avg': {'precision': 0.6420585799896145; 'recall': 0.693311264601967; 'f1-score': 0.6270527378052749; 'support': 2931}; 'weighted avg': {'precision': 0.7713029294036129; 'recall': 0.6591606960081884; 'f1-score': 0.6837643523520487; 'support': 2931}}
5,3,DNF,4,26374,2931,3296,[8; 9],296,140.707785,0.746844,24,[X0 < 54.500000 AND X0 >= 43.500000 AND X1 != 0 AND X1 != 4 AND X3 != 3 AND X3 != 6 AND X3 != 13 AND X6 != 6 AND X13 != 18] OR [X0 < 21.500000 AND X0 >= 23.500000 AND X3 != 4 AND X3 != 13 AND X5 != 5 AND X6 != 5 AND X6 == 3 AND X13 != 0] OR [X0 < 21.500000 AND X0 >= 23.500000 AND X1 == 6 AND X3 != 1 AND X3 != 4 AND X13 != 8 AND X13 != 29],{'0': {'precision': 0.7761418635864481; 'recall': 0.9530539879138991; 'f1-score': 0.8555480833893746; 'support': 20023}; '1': {'precision': 0.4739787353105764; 'recall': 0.13336482443709652; 'f1-score': 0.20815925288768738; 'support': 6351}; 'accuracy': 0.755668461363464; 'macro avg': {'precision': 0.6250602994485123; 'recall': 0.5432094061754977; 'f1-score': 0.531853668138531; 'support': 26374}; 'weighted avg': {'precision': 0.7033793691722501; 'recall': 0.755668461363464; 'f1-score': 0.6996533968603607; 'support': 26374}},{'0': {'precision': 0.7689517591585057; 'recall': 0.952808988764045; 'f1-score': 0.8510638297872339; 'support': 2225}; '1': {'precision': 0.39655172413793105; 'recall': 0.09773371104815864; 'f1-score': 0.15681818181818183; 'support': 706}; 'accuracy': 0.7468440805185943; 'macro avg': {'precision': 0.5827517416482184; 'recall': 0.5252713499061018; 'f1-score': 0.5039410058027078; 'support': 2931}; 'weighted avg': {'precision': 0.6792504883551874; 'recall': 0.7468440805185943; 'f1-score': 0.6838385048243711; 'support': 2931}}
5,3,DNF,5,26375,2930,3296,[8; 9],296,186.925523,0.741980,30,[X0 >= 43.500000 AND X1 != 5 AND X3 != 2 AND X3 != 3 AND X3 != 6 AND X3 != 13 AND X3 == 12 AND X6 != 2 AND X13 != 26] OR [X0 >= 27.500000 AND X1 != 2 AND X1 != 4 AND X3 != 0 AND X3 != 5 AND X3 != 11 AND X3 != 13 AND X6 != 8 AND X6 != 12 AND X7 != 3 AND X11 < 2384.500000] OR [X0 < 23.500000 AND X0 >= 43.500000 AND X1 != 5 AND X3 != 0 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 == 8 AND X7 != 3],{'0': {'precision': 0.7907479463899697; 'recall': 0.9134495330370075; 'f1-score': 0.8476815053414595; 'support': 20023}; '1': {'precision': 0.46594761171032356; 'recall': 0.2380352644836272; 'f1-score': 0.31509846827133475; 'support': 6352}; 'accuracy': 0.7507867298578199; 'macro avg': {'precision': 0.6283477790501466; 'recall': 0.5757423987603173; 'f1-score': 0.5813899868063971; 'support': 26375}; 'weighted avg': {'precision': 0.7125249425649418; 'recall': 0.7507867298578199; 'f1-score': 0.7194173365653672; 'support': 26375}},{'0': {'precision': 0.7870261821023837; 'recall': 0.9051685393258427; 'f1-score': 0.8419732441471572; 'support': 2225}; '1': {'precision': 0.431266846361186; 'recall': 0.22695035460992907; 'f1-score': 0.2973977695167286; 'support': 705}; 'accuracy': 0.7419795221843003; 'macro avg': {'precision': 0.6091465142317849; 'recall': 0.5660594469678859; 'f1-score': 0.5696855068319429; 'support': 2930}; 'weighted avg': {'precision': 0.701425386301174; 'recall': 0.7419795221843003; 'f1-score': 0.7109405787497333; 'support': 2930}}
5,3,DNF,6,26375,2930,3296,[8; 9],296,180.575171,0.739249,23,[X1 != 2 AND X1 != 8 AND X3 != 3 AND X3 != 13 AND X5 != 6 AND X5 == 5 AND X13 == 39] OR [X0 < 21.500000 AND X0 >= 23.500000 AND X1 != 0 AND X1 != 2 AND X1 != 5 AND X1 == 6 AND X3 != 1 AND X3 != 8 AND X6 != 13] OR [X0 < 21.500000 AND X1 != 1 AND X1 == 4 AND X3 != 0 AND X3 != 3 AND X7 == 0 AND X13 != 25],{'0': {'precision': 0.7542498440424205; 'recall': 0.9661389402187485; 'f1-score': 0.8471458912657923; 'support': 20023}; '1': {'precision': 0.06740027510316368; 'recall': 0.007714105793450882; 'f1-score': 0.01384376324339596; 'support': 6352}; 'accuracy': 0.7353175355450237; 'macro avg': {'precision': 0.4108250595727921; 'recall': 0.4869265230060997; 'f1-score': 0.43049482725459415; 'support': 26375}; 'weighted avg': {'precision': 0.5888330303210116; 'recall': 0.7353175355450237; 'f1-score': 0.6464583038838676; 'support': 26375}},{'0': {'precision': 0.7551519385260217; 'recall': 0.971685393258427; 'f1-score': 0.8498427672955976; 'support': 2225}; '1': {'precision': 0.05970149253731343; 'recall': 0.005673758865248227; 'f1-score': 0.010362694300518135; 'support': 705}; 'accuracy': 0.7392491467576792; 'macro avg': {'precision': 0.40742671553166754; 'recall': 0.4886795760618376; 'f1-score': 0.4301027307980579; 'support': 2930}; 'weighted avg': {'precision': 0.5878165923068956; 'recall': 0.7392491467576792; 'f1-score': 0.6478518282302287; 'support': 2930}}
5,3,DNF,7,26375,2930,3296,[8; 9],296,139.953571,0.765529,24,[X0 < 23.500000 AND X0 >= 43.500000 AND X1 != 7 AND X3 != 5 AND X3 != 9 AND X6 != 9] OR [X0 >= 29.500000 AND X1 != 0 AND X1 != 1 AND X3 == 11 AND X5 == 2 AND X6 != 1 AND X6 != 8 AND X13 == 41] OR [X0 >= 43.500000 AND X3 != 0 AND X3 != 3 AND X3 != 5 AND X3 != 11 AND X3 != 13 AND X3 != 15 AND X6 != 1 AND X6 != 12 AND X13 != 3],{'0': {'precision': 0.7927541208791209; 'recall': 0.9223393097937372; 'f1-score': 0.852651261571135; 'support': 20023}; '1': {'precision': 0.4949658980188373; 'recall': 0.23992443324937027; 'f1-score': 0.32318948149719007; 'support': 6352}; 'accuracy': 0.7579905213270142; 'macro avg': {'precision': 0.643860009448979; 'recall': 0.5811318715215538; 'f1-score': 0.5879203715341625; 'support': 26375}; 'weighted avg': {'precision': 0.7210365553205039; 'recall': 0.7579905213270142; 'f1-score': 0.7251387979870706; 'support': 26375}},{'0': {'precision': 0.7955418908531898; 'recall': 0.9303370786516854; 'f1-score': 0.8576755748912367; 'support': 2225}; '1': {'precision': 0.5274390243902439; 'recall': 0.2453900709219858; 'f1-score': 0.33494675701839305; 'support': 705}; 'accuracy': 0.7655290102389078; 'macro avg': {'precision': 0.6614904576217169; 'recall': 0.5878635747868356; 'f1-score': 0.5963111659548148; 'support': 2930}; 'weighted avg': {'precision': 0.7310324980694435; 'recall': 0.7655290102389078; 'f1-score': 0.7318995282699552; 'support': 2930}}
5,3,DNF,8,26375,2930,3296,[8; 9],296,150.007593,0.662799,22,[X3 != 2 AND X5 != 3 AND X5 != 6 AND X6 == 1] OR [X1 != 6 AND X1 == 2 AND X3 != 4 AND X3 != 6 AND X3 != 15 AND X5 != 3 AND X6 != 6 AND X7 != 2] OR [X0 < 23.500000 AND X0 >= 43.500000 AND X3 != 8 AND X5 == 2 AND X6 != 2 AND X6 != 8 AND X6 != 9 AND X12 >= 41.500000 AND X13 != 12 AND X13 == 39],{'0': {'precision': 0.7521941608454236; 'recall': 0.8388933280063924; 'f1-score': 0.7931816035508548; 'support': 20024}; '1': {'precision': 0.20207766510017314; 'recall': 0.12864115887261848; 'f1-score': 0.15720608043101789; 'support': 6351}; 'accuracy': 0.667867298578199; 'macro avg': {'precision': 0.47713591297279834; 'recall': 0.48376724343950545; 'f1-score': 0.47519384199093634; 'support': 26375}; 'weighted avg': {'precision': 0.6197281944197142; 'recall': 0.667867298578199; 'f1-score': 0.6400411088652024; 'support': 26375}},{'0': {'precision': 0.7489927477840451; 'recall': 0.8358812949640287; 'f1-score': 0.7900552486187846; 'support': 2224}; '1': {'precision': 0.18526785714285715; 'recall': 0.11756373937677053; 'f1-score': 0.1438474870017331; 'support': 706}; 'accuracy': 0.6627986348122867; 'macro avg': {'precision': 0.4671303024634511; 'recall': 0.47672251717039965; 'f1-score': 0.46695136781025887; 'support': 2930}; 'weighted avg': {'precision': 0.6131600608240865; 'recall': 0.6627986348122867; 'f1-score': 0.6343478494032084; 'support': 2930}}
5,3,DNF,9,26375,2930,3296,[8; 9],296,147.798982,0.687031,22,[X0 < 21.500000 AND X0 >= 29.500000 AND X3 != 0 AND X3 != 1 AND X3 != 5 AND X3 == 8 AND X6 != 7 AND X13 != 6] OR [X0 < 23.500000 AND X0 >= 61.500000 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X13 != 9] OR [X0 >= 35.500000 AND X3 != 0 AND X3 != 5 AND X3 != 13 AND X6 != 5 AND X6 != 13 AND X11 < 1978.500000 AND X12 >= 39.500000],{'0': {'precision': 0.8627511401454456; 'recall': 0.6991110667199361; 'f1-score': 0.7723586206896551; 'support': 20024}; '1': {'precision': 0.4063454527539659; 'recall': 0.6493465595969139; 'f1-score': 0.49987878787878787; 'support': 6351}; 'accuracy': 0.687127962085308; 'macro avg': {'precision': 0.6345482964497058; 'recall': 0.674228813158425; 'f1-score': 0.6361187042842215; 'support': 26375}; 'weighted avg': {'precision': 0.7528503810696812; 'recall': 0.687127962085308; 'f1-score': 0.7067465100476904; 'support': 26375}},{'0': {'precision': 0.8632573652028905; 'recall': 0.6982913669064749; 'f1-score': 0.7720606512552822; 'support': 2224}; '1': {'precision': 0.40671971706454463; 'recall': 0.6515580736543909; 'f1-score': 0.5008165487207403; 'support': 706}; 'accuracy': 0.6870307167235495; 'macro avg': {'precision': 0.6349885411337176; 'recall': 0.6749247202804329; 'f1-score': 0.6364385999880113; 'support': 2930}; 'weighted avg': {'precision': 0.7532520479381559; 'recall': 0.6870307167235495; 'f1-score': 0.7067028572657305; 'support': 2930}}
5,3,DNF,0,26374,2931,1648,[16; 17],296,96.021997,0.792221,39,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 0 AND X1 != 2 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 13 AND X3 == 9 AND X5 != 4 AND X6 != 6 AND X7 != 1 AND X13 != 12] OR [X0 >= 27.500000 AND X1 == 4 AND X3 != 3 AND X3 != 13 AND X6 != 6 AND X6 != 8 AND X6 == 4 AND X11 < 1978.500000 AND X12 >= 41.500000 AND X13 != 18 AND X13 != 23 AND X13 != 26 AND X13 != 36] OR [X3 != 1 AND X3 != 2 AND X3 != 6 AND X3 != 8 AND X3 != 15 AND X5 != 3 AND X5 != 5 AND X6 != 5 AND X6 != 12 AND X6 == 10 AND X8 != 0 AND X9 AND X13 != 3],{'0': {'precision': 0.8202574047954866; 'recall': 0.9294311541727014; 'f1-score': 0.871438271171361; 'support': 20023}; '1': {'precision': 0.6166576234400434; 'recall': 0.35789639426861913; 'f1-score': 0.4529241805320315; 'support': 6351}; 'accuracy': 0.791802532797452; 'macro avg': {'precision': 0.7184575141177649; 'recall': 0.6436637742206602; 'f1-score': 0.6621812258516963; 'support': 26374}; 'weighted avg': {'precision': 0.7712294905091281; 'recall': 0.791802532797452; 'f1-score': 0.7706578438698374; 'support': 26374}},{'0': {'precision': 0.8186119873817035; 'recall': 0.9330337078651686; 'f1-score': 0.8720856962822937; 'support': 2225}; '1': {'precision': 0.6227848101265823; 'recall': 0.34844192634560905; 'f1-score': 0.4468664850136239; 'support': 706}; 'accuracy': 0.7922210849539406; 'macro avg': {'precision': 0.7206983987541429; 'recall': 0.6407378171053888; 'f1-score': 0.6594760906479589; 'support': 2931}; 'weighted avg': {'precision': 0.7714424250677779; 'recall': 0.7922210849539406; 'f1-score': 0.7696616897467493; 'support': 2931}}
