lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],296,607.465236,0.803139,4,[X3 == 12 OR X3 == 14 OR X10 >= 4243.500000 OR X13 == 30],{'0': {'precision': 0.8198108726628957; 'recall': 0.9482095590071418; 'f1-score': 0.879347876429994; 'support': 20023}; '1': {'precision': 0.6774494556765164; 'recall': 0.34293811998110535; 'f1-score': 0.4553627430482961; 'support': 6351}; 'accuracy': 0.8024569651929931; 'macro avg': {'precision': 0.748630164169706; 'recall': 0.6455738394941235; 'f1-score': 0.667355309739145; 'support': 26374}; 'weighted avg': {'precision': 0.7855294834431908; 'recall': 0.8024569651929931; 'f1-score': 0.7772499928284484; 'support': 26374}},{'0': {'precision': 0.8174114021571649; 'recall': 0.9537078651685393; 'f1-score': 0.8803152872847957; 'support': 2225}; '1': {'precision': 0.6925373134328359; 'recall': 0.3286118980169972; 'f1-score': 0.4457252641690682; 'support': 706}; 'accuracy': 0.8031388604571819; 'macro avg': {'precision': 0.7549743577950003; 'recall': 0.6411598815927683; 'f1-score': 0.6630202757269319; 'support': 2931}; 'weighted avg': {'precision': 0.7873325530819768; 'recall': 0.8031388604571819; 'f1-score': 0.775634101232355; 'support': 2931}}
5,3,DNF,7,26375,2930,1648,[16; 17],296,134.283498,0.774403,41,[X1 != 5 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X3 != 3 AND X3 != 4 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 8 AND X6 != 14 AND X6 == 10 AND X13 != 6 AND X13 != 41] OR [X0 >= 35.500000 AND X1 != 6 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X4 >= 8.500000 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X7 == 0 AND X11 < 2218.500000 AND X12 >= 34.500000 AND X13 != 8 AND X13 == 39] OR [X0 >= 43.500000 AND X1 != 1 AND X1 != 4 AND X3 != 1 AND X6 != 9 AND X6 != 11 AND X7 != 2 AND X7 != 3 AND X13 != 0 AND X13 != 20 AND X13 != 26 AND X13 != 41],{'0': {'precision': 0.8532368934030984; 'recall': 0.8306947010937422; 'f1-score': 0.8418149150998305; 'support': 20023}; '1': {'precision': 0.5073390495567505; 'recall': 0.5495906801007556; 'f1-score': 0.5276203430816896; 'support': 6352}; 'accuracy': 0.7629952606635071; 'macro avg': {'precision': 0.6802879714799244; 'recall': 0.690142690597249; 'f1-score': 0.6847176290907601; 'support': 26375}; 'weighted avg': {'precision': 0.769932889455724; 'recall': 0.7629952606635071; 'f1-score': 0.7661461408264947; 'support': 26375}},{'0': {'precision': 0.8570776255707763; 'recall': 0.8435955056179776; 'f1-score': 0.8502831257078144; 'support': 2225}; '1': {'precision': 0.5297297297297298; 'recall': 0.5560283687943263; 'f1-score': 0.5425605536332181; 'support': 705}; 'accuracy': 0.7744027303754266; 'macro avg': {'precision': 0.693403677650253; 'recall': 0.699811937206152; 'f1-score': 0.6964218396705162; 'support': 2930}; 'weighted avg': {'precision': 0.778313029472504; 'recall': 0.7744027303754266; 'f1-score': 0.7762406638263842; 'support': 2930}}
5,3,DNF,8,26375,2930,1648,[16; 17],296,89.209928,0.732423,41,[X0 < 54.500000 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 13 AND X3 != 14 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 8 AND X6 != 13 AND X6 == 4 AND X7 != 2 AND X11 < 2218.500000 AND X12 < 41.500000 AND X13 != 28 AND X13 == 41] OR [X0 >= 54.500000 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X5 != 0 AND X6 != 10 AND X6 != 12 AND X7 != 4 AND X13 != 17 AND X13 != 28] OR [X0 < 21.500000 AND X0 >= 35.500000 AND X1 != 2 AND X3 != 1 AND X3 != 5 AND X6 != 5 AND X9 AND X13 != 9 AND X13 != 12 AND X13 != 19 AND X13 != 32],{'0': {'precision': 0.7649688320209974; 'recall': 0.9315321614063125; 'f1-score': 0.8400738605656639; 'support': 20024}; '1': {'precision': 0.311401305876444; 'recall': 0.0976224216658794; 'f1-score': 0.14864540877487412; 'support': 6351}; 'accuracy': 0.7307298578199052; 'macro avg': {'precision': 0.5381850689487206; 'recall': 0.5145772915360959; 'f1-score': 0.494359634670269; 'support': 26375}; 'weighted avg': {'precision': 0.6557514914126918; 'recall': 0.7307298578199052; 'f1-score': 0.6735805109041167; 'support': 26375}},{'0': {'precision': 0.7650957290132547; 'recall': 0.9343525179856115; 'f1-score': 0.8412955465587044; 'support': 2224}; '1': {'precision': 0.3177570093457944; 'recall': 0.09631728045325778; 'f1-score': 0.14782608695652175; 'support': 706}; 'accuracy': 0.7324232081911263; 'macro avg': {'precision': 0.5414263691795246; 'recall': 0.5153348992194347; 'f1-score': 0.4945608167576131; 'support': 2930}; 'weighted avg': {'precision': 0.6573069453664195; 'recall': 0.7324232081911263; 'f1-score': 0.6742001750641171; 'support': 2930}}
5,3,DNF,9,26375,2930,1648,[16; 17],296,88.288436,0.663823,40,[X1 != 6 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 3 AND X3 != 10 AND X3 != 13 AND X4 < 12.500000 AND X5 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 == 14 AND X12 >= 41.500000] OR [X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X3 != 15 AND X4 >= 12.500000 AND X6 != 6 AND X6 != 12 AND X6 != 14 AND X7 != 3 AND X8 != 0 AND X9 AND X13 != 8 AND X13 != 33] OR [X0 >= 23.500000 AND X3 != 6 AND X6 != 3 AND X6 != 8 AND X6 != 10 AND X7 != 1 AND X8 != 0 AND X13 != 26 AND X13 == 39],{'0': {'precision': 0.8774832145082024; 'recall': 0.63309029165002; 'f1-score': 0.7355168112326304; 'support': 20024}; '1': {'precision': 0.3840543259557344; 'recall': 0.721303731695796; 'f1-score': 0.501230920728705; 'support': 6351}; 'accuracy': 0.6543317535545023; 'macro avg': {'precision': 0.6307687702319684; 'recall': 0.677197011672908; 'f1-score': 0.6183738659806677; 'support': 26375}; 'weighted avg': {'precision': 0.7586674089651986; 'recall': 0.6543317535545023; 'f1-score': 0.6791016570870216; 'support': 26375}},{'0': {'precision': 0.8879148403256105; 'recall': 0.637589928057554; 'f1-score': 0.7422140800837478; 'support': 2224}; '1': {'precision': 0.3953488372093023; 'recall': 0.7464589235127479; 'f1-score': 0.5169200588523786; 'support': 706}; 'accuracy': 0.6638225255972696; 'macro avg': {'precision': 0.6416318387674564; 'recall': 0.6920244257851509; 'f1-score': 0.6295670694680632; 'support': 2930}; 'weighted avg': {'precision': 0.7692282880388823; 'recall': 0.6638225255972696; 'f1-score': 0.687928216947452; 'support': 2930}}
5,3,DNF,0,26374,2931,824,[32; 33],296,62.425841,0.728420,50,[X0 >= 43.500000 AND X1 != 2 AND X1 != 8 AND X3 != 4 AND X3 != 6 AND X3 != 7 AND X3 != 15 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X8 != 1 AND X13 != 12 AND X13 != 23 AND X13 != 41] OR [X0 >= 27.500000 AND X1 != 0 AND X1 != 7 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X3 != 7 AND X3 != 8 AND X3 != 9 AND X5 != 3 AND X5 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X11 >= 1551.500000 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 22] OR [X0 >= 43.500000 AND X1 != 6 AND X3 != 6 AND X3 != 11 AND X4 < 13.500000 AND X4 >= 8.500000 AND X5 == 2 AND X6 != 1 AND X6 != 6 AND X6 != 11 AND X6 != 12 AND X7 != 2 AND X8 != 0 AND X9 AND X12 < 41.500000 AND X13 != 9],{'0': {'precision': 0.8093905620109082; 'recall': 0.852319832192978; 'f1-score': 0.83030067140216; 'support': 20023}; '1': {'precision': 0.44091510682548685; 'recall': 0.36718626987875924; 'f1-score': 0.40068728522336766; 'support': 6351}; 'accuracy': 0.7354970804580269; 'macro avg': {'precision': 0.6251528344181976; 'recall': 0.6097530510358686; 'f1-score': 0.6154939783127639; 'support': 26374}; 'weighted avg': {'precision': 0.7206597052624965; 'recall': 0.7354970804580269; 'f1-score': 0.7268474744801341; 'support': 26374}},{'0': {'precision': 0.804950917626974; 'recall': 0.8476404494382023; 'f1-score': 0.8257443082311734; 'support': 2225}; '1': {'precision': 0.42346938775510207; 'recall': 0.3526912181303116; 'f1-score': 0.3848531684698609; 'support': 706}; 'accuracy': 0.7284203343568748; 'macro avg': {'precision': 0.6142101526910381; 'recall': 0.6001658337842569; 'f1-score': 0.6052987383505172; 'support': 2931}; 'weighted avg': {'precision': 0.7130621560815829; 'recall': 0.7284203343568748; 'f1-score': 0.7195453506496359; 'support': 2931}}
5,3,DNF,1,26374,2931,824,[32; 33],296,98.646910,0.683726,51,[X0 >= 29.500000 AND X1 != 0 AND X1 != 1 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 6 AND X3 != 9 AND X5 != 4 AND X5 == 2 AND X6 != 3 AND X6 != 8 AND X6 != 10 AND X6 != 14 AND X7 != 3 AND X11 < 2168.500000 AND X13 != 2 AND X13 != 7 AND X13 != 26 AND X13 != 31] OR [X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 10 AND X3 != 11 AND X5 != 3 AND X5 == 2 AND X6 != 7 AND X6 == 3 AND X7 != 1 AND X7 != 2 AND X8 != 0 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 7 AND X13 != 22 AND X13 != 28 AND X13 == 39] OR [X3 != 0 AND X3 != 2 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X6 != 5 AND X6 != 13 AND (NOT X9) AND X13 != 4 AND X13 != 7 AND X13 != 13 AND X13 != 19],{'0': {'precision': 0.8062773347054284; 'recall': 0.7826000099885132; 'f1-score': 0.7942622535354048; 'support': 20023}; '1': {'precision': 0.37267617812364895; 'recall': 0.4071799716580066; 'f1-score': 0.38916478555304734; 'support': 6351}; 'accuracy': 0.6921968605444756; 'macro avg': {'precision': 0.5894767564145387; 'recall': 0.5948899908232599; 'f1-score': 0.591713519544226; 'support': 26374}; 'weighted avg': {'precision': 0.7018638613812879; 'recall': 0.6921968605444756; 'f1-score': 0.6967126205955416; 'support': 26374}},{'0': {'precision': 0.8046948356807512; 'recall': 0.7703370786516854; 'f1-score': 0.7871412169919634; 'support': 2225}; '1': {'precision': 0.3620474406991261; 'recall': 0.41076487252124644; 'f1-score': 0.38487060384870597; 'support': 706}; 'accuracy': 0.6837256908904811; 'macro avg': {'precision': 0.5833711381899387; 'recall': 0.590550975586466; 'f1-score': 0.5860059104203347; 'support': 2931}; 'weighted avg': {'precision': 0.6980728428943208; 'recall': 0.6837256908904811; 'f1-score': 0.6902449178179138; 'support': 2931}}
5,3,DNF,2,26374,2931,824,[32; 33],296,80.701071,0.793245,54,[X1 != 2 AND X1 != 4 AND X3 != 5 AND X3 != 7 AND X3 != 13 AND X3 != 14 AND X3 != 15 AND X5 == 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 14 AND X8 != 3 AND X13 != 40 AND X13 != 41] OR [X1 != 1 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X3 != 9 AND X4 >= 9.500000 AND X5 != 3 AND X5 != 5 AND X5 == 2 AND X6 != 0 AND X6 != 8 AND X6 != 9 AND X7 != 2 AND X11 < 1568.500000 AND X12 < 49.500000 AND X13 != 2 AND X13 != 12 AND X13 != 30] OR [X0 >= 29.500000 AND X1 != 5 AND X1 != 7 AND X3 != 1 AND X3 != 4 AND X3 != 6 AND X3 != 8 AND X3 == 9 AND X4 >= 9.500000 AND X5 != 6 AND X6 != 1 AND X6 != 11 AND X7 != 3 AND X7 == 0 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 7 AND X13 != 8 AND X13 != 13 AND X13 != 25],{'0': {'precision': 0.8342185663924795; 'recall': 0.8863806622384258; 'f1-score': 0.8595089350573878; 'support': 20023}; '1': {'precision': 0.5538340851147284; 'recall': 0.44465438513619904; 'f1-score': 0.4932751091703057; 'support': 6351}; 'accuracy': 0.780010616516266; 'macro avg': {'precision': 0.6940263257536039; 'recall': 0.6655175236873124; 'f1-score': 0.6763920221138467; 'support': 26374}; 'weighted avg': {'precision': 0.7667004864427184; 'recall': 0.780010616516266; 'f1-score': 0.7713178746111582; 'support': 26374}},{'0': {'precision': 0.8452025586353945; 'recall': 0.8907865168539326; 'f1-score': 0.8673960612691466; 'support': 2225}; '1': {'precision': 0.5853242320819113; 'recall': 0.48583569405099153; 'f1-score': 0.5309597523219814; 'support': 706}; 'accuracy': 0.7932446264073695; 'macro avg': {'precision': 0.7152633953586529; 'recall': 0.6883111054524621; 'f1-score': 0.699177906795564; 'support': 2931}; 'weighted avg': {'precision': 0.782604776804361; 'recall': 0.7932446264073695; 'f1-score': 0.7863574962344492; 'support': 2931}}
5,3,DNF,3,26374,2931,824,[32; 33],296,134.640963,0.688161,48,[X0 >= 29.500000 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 9 AND X5 != 0 AND X5 != 5 AND X6 != 3 AND X6 != 8 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 3 AND X9 AND X12 < 41.500000 AND X13 != 4 AND X13 != 5 AND X13 != 11 AND X13 != 20 AND X13 != 26] OR [X0 < 29.500000 AND X1 != 2 AND X3 != 4 AND X5 != 4 AND X6 != 9 AND X8 != 2 AND X12 < 49.500000 AND X13 != 7 AND X13 != 9 AND X13 != 14 AND X13 != 22 AND X13 != 26] OR [X0 < 43.500000 AND X1 != 5 AND X1 != 6 AND X3 != 8 AND X4 >= 10.500000 AND X5 != 0 AND X6 != 0 AND X6 != 1 AND X6 != 5 AND X6 != 7 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X11 < 1568.500000 AND X13 != 24 AND X13 != 33],{'0': {'precision': 0.7991508491508491; 'recall': 0.7990311142186486; 'f1-score': 0.7990909771995105; 'support': 20023}; '1': {'precision': 0.3666981429021089; 'recall': 0.36687135884112737; 'f1-score': 0.36678473042109405; 'support': 6351}; 'accuracy': 0.6949647379995451; 'macro avg': {'precision': 0.582924496026479; 'recall': 0.582951236529888; 'f1-score': 0.5829378538103023; 'support': 26374}; 'weighted avg': {'precision': 0.695013928798011; 'recall': 0.6949647379995451; 'f1-score': 0.6949893250690137; 'support': 26374}},{'0': {'precision': 0.798633257403189; 'recall': 0.7878651685393259; 'f1-score': 0.793212669683258; 'support': 2225}; '1': {'precision': 0.358695652173913; 'recall': 0.37393767705382436; 'f1-score': 0.36615811373092927; 'support': 706}; 'accuracy': 0.6881610371886728; 'macro avg': {'precision': 0.578664454788551; 'recall': 0.5809014227965751; 'f1-score': 0.5796853917070937; 'support': 2931}; 'weighted avg': {'precision': 0.6926639809474165; 'recall': 0.6881610371886728; 'f1-score': 0.6903465773931372; 'support': 2931}}
5,3,DNF,4,26374,2931,824,[32; 33],296,71.104429,0.725009,39,[X0 < 35.500000 AND X1 != 1 AND X1 == 4 AND X3 != 3 AND X3 != 8 AND X3 != 15 AND X4 >= 9.500000 AND X6 != 5 AND X6 != 6 AND X12 < 49.500000 AND X13 != 8 AND X13 != 13 AND X13 != 33] OR [X0 >= 54.500000 AND X3 != 4 AND X4 >= 9.500000 AND X6 != 7 AND X6 != 8 AND X9 AND X13 != 12 AND X13 != 24 AND X13 != 26] OR [X0 < 43.500000 AND X1 != 1 AND X3 != 8 AND X3 != 9 AND X3 != 11 AND X4 >= 8.500000 AND X5 != 3 AND X5 == 2 AND X6 != 0 AND X6 != 4 AND X6 != 5 AND X7 != 3 AND X8 != 0 AND X8 == 4 AND X11 < 1568.500000 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.7859910050318386; 'recall': 0.8815362333316685; 'f1-score': 0.8310263653483992; 'support': 20023}; '1': {'precision': 0.39443451621138625; 'recall': 0.2432687765706188; 'f1-score': 0.3009349435138294; 'support': 6351}; 'accuracy': 0.7278380222946842; 'macro avg': {'precision': 0.5902127606216124; 'recall': 0.5624025049511436; 'f1-score': 0.5659806544311143; 'support': 26374}; 'weighted avg': {'precision': 0.6917021121639121; 'recall': 0.7278380222946842; 'f1-score': 0.7033775210293215; 'support': 26374}},{'0': {'precision': 0.7821073558648112; 'recall': 0.8840449438202247; 'f1-score': 0.829957805907173; 'support': 2225}; '1': {'precision': 0.3798076923076923; 'recall': 0.2237960339943343; 'f1-score': 0.2816399286987522; 'support': 706}; 'accuracy': 0.7250085295121119; 'macro avg': {'precision': 0.5809575240862517; 'recall': 0.5539204889072795; 'f1-score': 0.5557988673029626; 'support': 2931}; 'weighted avg': {'precision': 0.685204059218163; 'recall': 0.7250085295121119; 'f1-score': 0.6978826024581299; 'support': 2931}}
5,3,DNF,5,26375,2930,824,[32; 33],296,204.756126,0.718089,40,[X0 >= 43.500000 AND X3 != 1 AND X3 != 4 AND X3 != 14 AND X4 >= 9.500000 AND X5 != 1 AND X5 != 4 AND X5 != 6 AND X6 != 6 AND X6 != 12 AND X8 != 0 AND X8 != 2 AND X13 != 35] OR [X0 < 35.500000 AND X0 >= 29.500000 AND X1 != 0 AND X1 != 2 AND X3 != 0 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 9 AND X3 != 15 AND X5 != 6 AND X6 != 6 AND X6 != 7 AND X8 != 3 AND X13 != 0] OR [X0 < 54.500000 AND X1 != 2 AND X3 != 6 AND X3 != 7 AND X3 != 13 AND X3 == 11 AND X6 != 5 AND X6 != 11 AND X6 != 12 AND X6 == 14 AND X7 == 0 AND X13 != 0],{'0': {'precision': 0.8012343352492226; 'recall': 0.8493732207960845; 'f1-score': 0.8246018085286916; 'support': 20023}; '1': {'precision': 0.41425519518353077; 'recall': 0.33579974811083124; 'f1-score': 0.37092426745500395; 'support': 6352}; 'accuracy': 0.7256872037914692; 'macro avg': {'precision': 0.6077447652163767; 'recall': 0.5925864844534579; 'f1-score': 0.5977630379918477; 'support': 26375}; 'weighted avg': {'precision': 0.7080365533460083; 'recall': 0.7256872037914692; 'f1-score': 0.7153407756983574; 'support': 26375}},{'0': {'precision': 0.794278502313841; 'recall': 0.8485393258426966; 'f1-score': 0.8205128205128207; 'support': 2225}; '1': {'precision': 0.39059674502712477; 'recall': 0.30638297872340425; 'f1-score': 0.34340222575516693; 'support': 705}; 'accuracy': 0.7180887372013652; 'macro avg': {'precision': 0.5924376236704829; 'recall': 0.5774611522830504; 'f1-score': 0.5819575231339938; 'support': 2930}; 'weighted avg': {'precision': 0.6971468849462181; 'recall': 0.7180887372013652; 'f1-score': 0.7057131722861497; 'support': 2930}}
5,3,DNF,6,26375,2930,824,[32; 33],296,107.059103,0.739249,59,[X0 < 54.500000 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X3 != 4 AND X3 != 6 AND X3 != 13 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X6 != 0 AND X6 != 4 AND X6 != 6 AND X6 != 14 AND X8 != 1 AND X13 != 6 AND X13 != 10 AND X13 != 24] OR [X0 >= 35.500000 AND X3 != 0 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 7 AND X3 != 15 AND X5 != 3 AND X5 != 6 AND X6 != 5 AND X6 != 7 AND X6 == 4 AND X8 != 0 AND X8 != 3 AND X13 != 8 AND X13 != 23 AND X13 != 29] OR [X0 < 21.500000 AND X1 != 5 AND X3 != 0 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 8 AND X3 != 12 AND X3 != 13 AND X5 != 0 AND X5 != 4 AND X6 != 3 AND X6 != 5 AND X6 != 14 AND X8 != 3 AND X10 >= 4932.500000 AND X12 >= 41.500000 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 13 AND X13 != 31 AND X13 != 34],{'0': {'precision': 0.8452343504246619; 'recall': 0.8051740498426809; 'f1-score': 0.8247180090544032; 'support': 20023}; '1': {'precision': 0.4656896315573209; 'recall': 0.535264483627204; 'f1-score': 0.4980590346444005; 'support': 6352}; 'accuracy': 0.7401706161137441; 'macro avg': {'precision': 0.6554619909909913; 'recall': 0.6702192667349425; 'f1-score': 0.6613885218494018; 'support': 26375}; 'weighted avg': {'precision': 0.7538270308324212; 'recall': 0.7401706161137441; 'f1-score': 0.7460473813595279; 'support': 26375}},{'0': {'precision': 0.843441466854725; 'recall': 0.8062921348314607; 'f1-score': 0.8244485294117647; 'support': 2225}; '1': {'precision': 0.46326276463262767; 'recall': 0.5276595744680851; 'f1-score': 0.493368700265252; 'support': 705}; 'accuracy': 0.7392491467576792; 'macro avg': {'precision': 0.6533521157436764; 'recall': 0.6669758546497728; 'f1-score': 0.6589086148385084; 'support': 2930}; 'weighted avg': {'precision': 0.7519650214395104; 'recall': 0.7392491467576792; 'f1-score': 0.7447859766649075; 'support': 2930}}
5,3,DNF,7,26375,2930,824,[32; 33],296,173.385343,0.733447,52,[X0 >= 21.500000 AND X1 != 0 AND X3 != 3 AND X3 != 6 AND X3 != 8 AND X5 != 3 AND X6 != 1 AND X6 != 3 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X8 != 0 AND X11 >= 1820.500000 AND X13 != 24 AND X13 != 33 AND X13 != 35] OR [X1 != 7 AND X1 == 4 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 12 AND X5 != 4 AND X6 != 1 AND X7 != 1 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X13 != 2 AND X13 != 17 AND X13 != 41] OR [X0 < 21.500000 AND X0 >= 43.500000 AND X3 != 0 AND X3 != 5 AND X3 != 8 AND X3 != 15 AND X5 != 5 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 3 AND X9 AND X12 < 49.500000 AND X12 >= 39.500000 AND X13 != 9 AND X13 != 13 AND X13 != 23 AND X13 != 26 AND X13 != 40],{'0': {'precision': 0.8296843177189409; 'recall': 0.8138141137691655; 'f1-score': 0.821672591584096; 'support': 20023}; '1': {'precision': 0.4464736451373422; 'recall': 0.4733942065491184; 'f1-score': 0.4595400015282341; 'support': 6352}; 'accuracy': 0.731829383886256; 'macro avg': {'precision': 0.6380789814281416; 'recall': 0.6436041601591419; 'f1-score': 0.6406062965561651; 'support': 26375}; 'weighted avg': {'precision': 0.7373941113781518; 'recall': 0.731829383886256; 'f1-score': 0.7344587067676095; 'support': 26375}},{'0': {'precision': 0.8318014705882353; 'recall': 0.8134831460674158; 'f1-score': 0.8225403317427857; 'support': 2225}; '1': {'precision': 0.4496021220159151; 'recall': 0.4808510638297872; 'f1-score': 0.4647018505825908; 'support': 705}; 'accuracy': 0.7334470989761093; 'macro avg': {'precision': 0.6407017963020751; 'recall': 0.6471671049486015; 'f1-score': 0.6436210911626883; 'support': 2930}; 'weighted avg': {'precision': 0.7398388286962606; 'recall': 0.7334470989761093; 'f1-score': 0.7364392637503155; 'support': 2930}}
5,3,DNF,8,26375,2930,824,[32; 33],296,89.088873,0.745734,54,[X0 < 43.500000 AND X1 != 0 AND X1 != 2 AND X1 != 4 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X5 == 2 AND X6 != 1 AND X6 != 6 AND X6 != 7 AND X6 != 12 AND X7 != 2 AND X12 >= 34.500000 AND X13 != 5 AND X13 != 33 AND X13 != 39] OR [X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 7 AND X3 != 4 AND X3 != 6 AND X3 != 7 AND X5 != 6 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 10 AND X6 != 11 AND X6 != 13 AND X7 != 1 AND X7 != 3 AND X8 == 4 AND X11 < 1881.500000 AND X12 < 41.500000 AND X13 != 8 AND X13 != 9 AND X13 == 39] OR [X1 != 0 AND X1 != 2 AND X3 != 0 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X5 != 0 AND X6 != 6 AND X6 != 7 AND X6 != 13 AND X8 != 1 AND X8 != 2 AND X12 >= 49.500000 AND X13 == 39],{'0': {'precision': 0.8119507091374099; 'recall': 0.8720035956851778; 'f1-score': 0.8409063545955839; 'support': 20024}; '1': {'precision': 0.47371663244353185; 'recall': 0.3632498819083609; 'f1-score': 0.4111932982800107; 'support': 6351}; 'accuracy': 0.7494976303317535; 'macro avg': {'precision': 0.6428336707904708; 'recall': 0.6176267387967693; 'f1-score': 0.6260498264377974; 'support': 26375}; 'weighted avg': {'precision': 0.7305052258736063; 'recall': 0.7494976303317535; 'f1-score': 0.7374330798786093; 'support': 26375}},{'0': {'precision': 0.808768267223382; 'recall': 0.8709532374100719; 'f1-score': 0.8387096774193548; 'support': 2224}; '1': {'precision': 0.4635514018691589; 'recall': 0.35127478753541075; 'f1-score': 0.3996776792908944; 'support': 706}; 'accuracy': 0.7457337883959044; 'macro avg': {'precision': 0.6361598345462705; 'recall': 0.6111140124727413; 'f1-score': 0.6191936783551246; 'support': 2930}; 'weighted avg': {'precision': 0.725586319462262; 'recall': 0.7457337883959044; 'f1-score': 0.7329224451058076; 'support': 2930}}
5,3,DNF,9,26375,2930,824,[32; 33],296,85.866182,0.761775,48,[X1 != 6 AND X1 == 4 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X3 != 15 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 14 AND X7 != 1 AND X7 == 0 AND X11 < 1978.500000 AND X13 != 16 AND X13 != 32 AND X13 != 33 AND X13 != 41] OR [X0 >= 29.500000 AND X1 != 1 AND X1 != 2 AND X3 != 1 AND X4 >= 9.500000 AND X6 != 4 AND X6 != 13 AND X6 == 10 AND X7 != 2 AND X8 != 3 AND X13 != 3 AND X13 != 9 AND X13 != 31 AND X13 != 40] OR [X0 >= 35.500000 AND X1 != 6 AND X3 != 0 AND X3 != 4 AND X3 != 14 AND X4 >= 9.500000 AND X6 != 3 AND X6 != 5 AND X6 != 8 AND X6 != 10 AND X7 != 2 AND X7 != 3 AND X8 != 3 AND X13 != 4 AND X13 != 22],{'0': {'precision': 0.8518480440034956; 'recall': 0.8275569316819816; 'f1-score': 0.8395268130810345; 'support': 20024}; '1': {'precision': 0.501155735336608; 'recall': 0.5462131947724768; 'f1-score': 0.5227152866721917; 'support': 6351}; 'accuracy': 0.7598104265402844; 'macro avg': {'precision': 0.6765018896700518; 'recall': 0.6868850632272292; 'f1-score': 0.6811210498766131; 'support': 26375}; 'weighted avg': {'precision': 0.767402665715594; 'recall': 0.7598104265402844; 'f1-score': 0.763239798702928; 'support': 26375}},{'0': {'precision': 0.861954459203036; 'recall': 0.8169964028776978; 'f1-score': 0.8388734995383195; 'support': 2224}; '1': {'precision': 0.5048661800486618; 'recall': 0.5878186968838527; 'f1-score': 0.543193717277487; 'support': 706}; 'accuracy': 0.7617747440273037; 'macro avg': {'precision': 0.683410319625849; 'recall': 0.7024075498807753; 'f1-score': 0.6910336084079032; 'support': 2930}; 'weighted avg': {'precision': 0.7759120274340982; 'recall': 0.7617747440273037; 'f1-score': 0.7676277909116479; 'support': 2930}}
