l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,1.548115,0.603774,3,[X2 >= 1.400000 OR X2 < 0.800000 OR X6 < 19.000000],{'0.0': {'precision': 0.3945578231292517; 'recall': 0.43283582089552236; 'f1-score': 0.4128113879003559; 'support': 134}; '1.0': {'precision': 0.7632398753894081; 'recall': 0.7335329341317365; 'f1-score': 0.7480916030534351; 'support': 334}; 'accuracy': 0.6474358974358975; 'macro avg': {'precision': 0.5788988492593299; 'recall': 0.5831843775136294; 'f1-score': 0.5804514954768956; 'support': 468}; 'weighted avg': {'precision': 0.6576770655542351; 'recall': 0.6474358974358974; 'f1-score': 0.6520925670908013; 'support': 468}},{'0.0': {'precision': 0.3125; 'recall': 0.3333333333333333; 'f1-score': 0.3225806451612903; 'support': 15}; '1.0': {'precision': 0.7297297297297297; 'recall': 0.7105263157894737; 'f1-score': 0.7200000000000001; 'support': 38}; 'accuracy': 0.6037735849056604; 'macro avg': {'precision': 0.5211148648648649; 'recall': 0.5219298245614035; 'f1-score': 0.5212903225806452; 'support': 53}; 'weighted avg': {'precision': 0.6116458439571646; 'recall': 0.6037735849056604; 'f1-score': 0.607522824102252; 'support': 53}}
l: 10,1,CNF,6,469,52,7,[67; 67],158,0.465804,0.730769,6,[X2 < 0.700000 OR X3 >= 1.000000 OR X3 < 0.200000 OR X5 >= 43.000000 OR X6 >= 34.000000 OR X9 < 0.700000],{'0.0': {'precision': 0.4634146341463415; 'recall': 0.4253731343283582; 'f1-score': 0.443579766536965; 'support': 134}; '1.0': {'precision': 0.7774566473988439; 'recall': 0.8029850746268656; 'f1-score': 0.790014684287812; 'support': 335}; 'accuracy': 0.6950959488272921; 'macro avg': {'precision': 0.6204356407725927; 'recall': 0.6141791044776119; 'f1-score': 0.6167972254123885; 'support': 469}; 'weighted avg': {'precision': 0.6877303578981291; 'recall': 0.6950959488272921; 'f1-score': 0.6910332792161414; 'support': 469}},{'0.0': {'precision': 0.5384615384615384; 'recall': 0.4666666666666667; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.7948717948717948; 'recall': 0.8378378378378378; 'f1-score': 0.8157894736842105; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6666666666666666; 'recall': 0.6522522522522523; 'f1-score': 0.6578947368421053; 'support': 52}; 'weighted avg': {'precision': 0.7209072978303748; 'recall': 0.7307692307692307; 'f1-score': 0.7246963562753036; 'support': 52}}
l: 10,1,CNF,7,469,52,7,[67; 67],158,0.621388,0.634615,7,[X0 >= 45.000000 OR X2 < 0.700000 OR X5 < 25.000000 OR X6 >= 105.000000 OR X6 < 19.000000 OR X9 >= 1.060000 OR X9 < 0.800000],{'0.0': {'precision': 0.5111111111111111; 'recall': 0.17164179104477612; 'f1-score': 0.2569832402234637; 'support': 134}; '1.0': {'precision': 0.7382075471698113; 'recall': 0.9343283582089552; 'f1-score': 0.8247694334650856; 'support': 335}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6246593291404612; 'recall': 0.5529850746268656; 'f1-score': 0.5408763368442746; 'support': 469}; 'weighted avg': {'precision': 0.6733228511530399; 'recall': 0.7164179104477612; 'f1-score': 0.6625448068246222; 'support': 469}},{'0.0': {'precision': 0.16666666666666666; 'recall': 0.06666666666666667; 'f1-score': 0.09523809523809522; 'support': 15}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.8648648648648649; 'f1-score': 0.7710843373493975; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.43115942028985504; 'recall': 0.4657657657657658; 'f1-score': 0.4331612162937464; 'support': 52}; 'weighted avg': {'precision': 0.5430602006688964; 'recall': 0.6346153846153846; 'f1-score': 0.5761286905865218; 'support': 52}}
l: 10,1,CNF,8,469,52,7,[67; 67],158,0.427060,0.673077,6,[X0 >= 55.000000 OR X2 >= 1.400000 OR X3 >= 1.600000 OR X4 >= 282.000000 OR X4 < 150.000000 OR X6 >= 105.000000],{'0.0': {'precision': 0.47101449275362317; 'recall': 0.48507462686567165; 'f1-score': 0.4779411764705882; 'support': 134}; '1.0': {'precision': 0.7915407854984894; 'recall': 0.7820895522388059; 'f1-score': 0.7867867867867867; 'support': 335}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.6312776391260563; 'recall': 0.6335820895522388; 'f1-score': 0.6323639816286875; 'support': 469}; 'weighted avg': {'precision': 0.6999618447142418; 'recall': 0.697228144989339; 'f1-score': 0.6985451838393014; 'support': 469}},{'0.0': {'precision': 0.4166666666666667; 'recall': 0.3333333333333333; 'f1-score': 0.3703703703703704; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.8108108108108109; 'f1-score': 0.7792207792207791; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5833333333333334; 'recall': 0.5720720720720721; 'f1-score': 0.5747955747955747; 'support': 52}; 'weighted avg': {'precision': 0.6538461538461539; 'recall': 0.6730769230769231; 'f1-score': 0.6612831612831612; 'support': 52}}
l: 10,1,CNF,9,469,52,7,[67; 67],158,0.626396,0.730769,6,[X0 >= 45.000000 OR X2 >= 3.300000 OR X3 >= 0.600000 OR X5 < 21.000000 OR X6 >= 54.000000 OR X7 < 5.100000],{'0.0': {'precision': 0.5584415584415584; 'recall': 0.3208955223880597; 'f1-score': 0.4075829383886255; 'support': 134}; '1.0': {'precision': 0.7678571428571429; 'recall': 0.8985074626865671; 'f1-score': 0.8280605226960109; 'support': 335}; 'accuracy': 0.7334754797441365; 'macro avg': {'precision': 0.6631493506493507; 'recall': 0.6097014925373134; 'f1-score': 0.6178217305423183; 'support': 469}; 'weighted avg': {'precision': 0.7080241187384045; 'recall': 0.7334754797441365; 'f1-score': 0.707924070036758; 'support': 469}},{'0.0': {'precision': 0.5454545454545454; 'recall': 0.4; 'f1-score': 0.4615384615384615; 'support': 15}; '1.0': {'precision': 0.7804878048780488; 'recall': 0.8648648648648649; 'f1-score': 0.8205128205128206; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6629711751662971; 'recall': 0.6324324324324324; 'f1-score': 0.6410256410256411; 'support': 52}; 'weighted avg': {'precision': 0.7126897492751152; 'recall': 0.7307692307692307; 'f1-score': 0.7169625246548323; 'support': 52}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [67, 67], 'n_partitions': 7}, (mean val acc cv) 0.687155 (+- 0.029633), (mean training time) 0.515408 (+- 0.076308)
l: 10,1,CNF,0,468,53,3,[156; 156],158,13.942295,0.698113,7,[X0 >= 66.000000 OR (NOT X1) OR X3 >= 1.000000 OR X4 >= 208.000000 OR X4 < 150.000000 OR X9 >= 1.308000 OR X9 < 0.900000],{'0.0': {'precision': 0.6071428571428571; 'recall': 0.2537313432835821; 'f1-score': 0.3578947368421053; 'support': 134}; '1.0': {'precision': 0.7572815533980582; 'recall': 0.9341317365269461; 'f1-score': 0.836461126005362; 'support': 334}; 'accuracy': 0.7393162393162394; 'macro avg': {'precision': 0.6822122052704577; 'recall': 0.5939315399052641; 'f1-score': 0.5971779314237337; 'support': 468}; 'weighted avg': {'precision': 0.7142931232737058; 'recall': 0.7393162393162394; 'f1-score': 0.699435706885968; 'support': 468}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.8947368421052632; 'f1-score': 0.8095238095238095; 'support': 38}; 'accuracy': 0.6981132075471698; 'macro avg': {'precision': 0.5838509316770186; 'recall': 0.5473684210526316; 'f1-score': 0.5411255411255411; 'support': 53}; 'weighted avg': {'precision': 0.6512363764209539; 'recall': 0.6981132075471698; 'f1-score': 0.6576002613738463; 'support': 53}}
l: 10,1,CNF,1,469,52,3,[156; 157],158,12.572548,0.653846,9,[X0 >= 66.000000 OR X2 >= 1.400000 OR X2 < 0.700000 OR X3 >= 1.000000 OR X6 >= 71.600000 OR X6 < 19.000000 OR X8 >= 4.100000 OR X8 < 3.000000 OR X9 < 0.900000],{'0.0': {'precision': 0.5606060606060606; 'recall': 0.2740740740740741; 'f1-score': 0.36815920398009944; 'support': 135}; '1.0': {'precision': 0.7568238213399504; 'recall': 0.9131736526946108; 'f1-score': 0.8276797829036635; 'support': 334}; 'accuracy': 0.7292110874200426; 'macro avg': {'precision': 0.6587149409730055; 'recall': 0.5936238633843425; 'f1-score': 0.5979194934418814; 'support': 469}; 'weighted avg': {'precision': 0.7003432292310482; 'recall': 0.7292110874200426; 'f1-score': 0.6954084009107399; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.14285714285714285; 'f1-score': 0.18181818181818182; 'support': 14}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8421052631578947; 'f1-score': 0.7804878048780488; 'support': 38}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.48863636363636365; 'recall': 0.49248120300751874; 'f1-score': 0.48115299334811534; 'support': 52}; 'weighted avg': {'precision': 0.5987762237762237; 'recall': 0.6538461538461539; 'f1-score': 0.6193075217465461; 'support': 52}}
l: 10,1,CNF,2,469,52,3,[156; 157],158,10.690010,0.692308,6,[X0 >= 45.000000 OR X3 >= 1.000000 OR X4 >= 195.000000 OR X5 >= 35.000000 OR X6 < 19.000000 OR X7 < 5.600000],{'0.0': {'precision': 0.8055555555555556; 'recall': 0.21641791044776118; 'f1-score': 0.34117647058823525; 'support': 134}; '1.0': {'precision': 0.7575057736720554; 'recall': 0.9791044776119403; 'f1-score': 0.8541666666666667; 'support': 335}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.7815306646138055; 'recall': 0.5977611940298507; 'f1-score': 0.597671568627451; 'support': 469}; 'weighted avg': {'precision': 0.7712342827816269; 'recall': 0.7611940298507462; 'f1-score': 0.7075980392156863; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.06666666666666667; 'f1-score': 0.1111111111111111; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.9459459459459459; 'f1-score': 0.813953488372093; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5238095238095238; 'recall': 0.5063063063063064; 'f1-score': 0.46253229974160204; 'support': 52}; 'weighted avg': {'precision': 0.6043956043956045; 'recall': 0.6923076923076923; 'f1-score': 0.6112104949314252; 'support': 52}}
l: 10,1,CNF,3,469,52,3,[156; 157],158,9.164720,0.711538,7,[X0 >= 49.000000 OR X2 < 0.700000 OR X4 >= 236.800000 OR X5 >= 35.000000 OR X6 >= 54.000000 OR X6 < 19.000000 OR X9 < 0.800000],{'0.0': {'precision': 0.6206896551724138; 'recall': 0.26865671641791045; 'f1-score': 0.37500000000000006; 'support': 134}; '1.0': {'precision': 0.7615571776155717; 'recall': 0.9343283582089552; 'f1-score': 0.8391420911528149; 'support': 335}; 'accuracy': 0.744136460554371; 'macro avg': {'precision': 0.6911234163939928; 'recall': 0.6014925373134328; 'f1-score': 0.6070710455764075; 'support': 469}; 'weighted avg': {'precision': 0.7213093140603837; 'recall': 0.744136460554371; 'f1-score': 0.7065300651091535; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.13333333333333333; 'f1-score': 0.2105263157894737; 'support': 15}; '1.0': {'precision': 0.7291666666666666; 'recall': 0.9459459459459459; 'f1-score': 0.8235294117647058; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6145833333333333; 'recall': 0.5396396396396397; 'f1-score': 0.5170278637770898; 'support': 52}; 'weighted avg': {'precision': 0.6630608974358974; 'recall': 0.7115384615384616; 'f1-score': 0.6467015956180042; 'support': 52}}
l: 10,1,CNF,4,469,52,3,[156; 157],158,6.612567,0.750000,7,[X0 >= 66.000000 OR X2 >= 1.400000 OR X3 >= 0.600000 OR X4 >= 282.000000 OR X5 >= 74.000000 OR X9 >= 1.308000 OR X9 < 1.060000],{'0.0': {'precision': 0.6122448979591837; 'recall': 0.22388059701492538; 'f1-score': 0.3278688524590164; 'support': 134}; '1.0': {'precision': 0.7523809523809524; 'recall': 0.9432835820895522; 'f1-score': 0.8370860927152317; 'support': 335}; 'accuracy': 0.7377398720682303; 'macro avg': {'precision': 0.682312925170068; 'recall': 0.5835820895522388; 'f1-score': 0.582477472587124; 'support': 469}; 'weighted avg': {'precision': 0.7123420796890184; 'recall': 0.7377398720682303; 'f1-score': 0.6915954526420274; 'support': 469}},{'0.0': {'precision': 0.625; 'recall': 0.3333333333333333; 'f1-score': 0.43478260869565216; 'support': 15}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.918918918918919; 'f1-score': 0.8395061728395061; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6988636363636364; 'recall': 0.6261261261261262; 'f1-score': 0.6371443907675791; 'support': 52}; 'weighted avg': {'precision': 0.7301136363636365; 'recall': 0.75; 'f1-score': 0.7227589908749329; 'support': 52}}
l: 10,1,CNF,5,469,52,3,[156; 157],158,13.810577,0.653846,9,[X0 >= 66.000000 OR X0 < 23.000000 OR X2 >= 2.000000 OR X3 < 0.200000 OR X4 >= 282.000000 OR X4 < 150.000000 OR X6 >= 71.600000 OR X8 >= 4.100000 OR X9 >= 1.308000],{'0.0': {'precision': 0.5145631067961165; 'recall': 0.39552238805970147; 'f1-score': 0.44725738396624476; 'support': 134}; '1.0': {'precision': 0.7786885245901639; 'recall': 0.8507462686567164; 'f1-score': 0.8131241084165477; 'support': 335}; 'accuracy': 0.720682302771855; 'macro avg': {'precision': 0.6466258156931401; 'recall': 0.6231343283582089; 'f1-score': 0.6301907461913963; 'support': 469}; 'weighted avg': {'precision': 0.7032241195061504; 'recall': 0.720682302771855; 'f1-score': 0.708590758573604; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.2; 'f1-score': 0.25; 'support': 15}; '1.0': {'precision': 0.7209302325581395; 'recall': 0.8378378378378378; 'f1-score': 0.7749999999999999; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5271317829457364; 'recall': 0.518918918918919; 'f1-score': 0.5125; 'support': 52}; 'weighted avg': {'precision': 0.60912343470483; 'recall': 0.6538461538461539; 'f1-score': 0.6235576923076922; 'support': 52}}
l: 10,1,CNF,6,469,52,3,[156; 157],158,13.735003,0.634615,4,[X3 < 0.200000 OR X4 >= 195.000000 OR X8 < 2.700000 OR X9 < 1.060000],{'0.0': {'precision': 0.5614035087719298; 'recall': 0.23880597014925373; 'f1-score': 0.3350785340314136; 'support': 134}; '1.0': {'precision': 0.7524271844660194; 'recall': 0.9253731343283582; 'f1-score': 0.8299866131191432; 'support': 335}; 'accuracy': 0.7292110874200426; 'macro avg': {'precision': 0.6569153466189745; 'recall': 0.582089552238806; 'f1-score': 0.5825325735752784; 'support': 469}; 'weighted avg': {'precision': 0.6978489914105652; 'recall': 0.7292110874200426; 'f1-score': 0.6885843048083633; 'support': 469}},{'0.0': {'precision': 0.16666666666666666; 'recall': 0.06666666666666667; 'f1-score': 0.09523809523809522; 'support': 15}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.8648648648648649; 'f1-score': 0.7710843373493975; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.43115942028985504; 'recall': 0.4657657657657658; 'f1-score': 0.4331612162937464; 'support': 52}; 'weighted avg': {'precision': 0.5430602006688964; 'recall': 0.6346153846153846; 'f1-score': 0.5761286905865218; 'support': 52}}
l: 10,1,CNF,7,469,52,3,[156; 157],158,15.369274,0.692308,10,[X0 >= 45.000000 OR X2 >= 2.000000 OR X2 < 0.700000 OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 208.000000 OR X5 >= 74.000000 OR X5 < 18.000000 OR X6 < 19.000000 OR X7 < 5.100000],{'0.0': {'precision': 0.7358490566037735; 'recall': 0.291044776119403; 'f1-score': 0.41711229946524064; 'support': 134}; '1.0': {'precision': 0.7716346153846154; 'recall': 0.9582089552238806; 'f1-score': 0.8548601864181092; 'support': 335}; 'accuracy': 0.767590618336887; 'macro avg': {'precision': 0.7537418359941945; 'recall': 0.6246268656716418; 'f1-score': 0.6359862429416749; 'support': 469}; 'weighted avg': {'precision': 0.7614101700186606; 'recall': 0.767590618336887; 'f1-score': 0.7297893615744325; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.06666666666666667; 'f1-score': 0.1111111111111111; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.9459459459459459; 'f1-score': 0.813953488372093; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5238095238095238; 'recall': 0.5063063063063064; 'f1-score': 0.46253229974160204; 'support': 52}; 'weighted avg': {'precision': 0.6043956043956045; 'recall': 0.6923076923076923; 'f1-score': 0.6112104949314252; 'support': 52}}
l: 10,1,CNF,8,469,52,3,[156; 157],158,11.701227,0.634615,8,[X0 >= 66.000000 OR X2 >= 1.400000 OR X3 >= 1.000000 OR X4 >= 195.000000 OR X7 >= 7.900000 OR X7 < 5.600000 OR X8 < 2.500000 OR X9 < 0.800000],{'0.0': {'precision': 0.5542168674698795; 'recall': 0.34328358208955223; 'f1-score': 0.423963133640553; 'support': 134}; '1.0': {'precision': 0.772020725388601; 'recall': 0.8895522388059701; 'f1-score': 0.826629680998613; 'support': 335}; 'accuracy': 0.7334754797441365; 'macro avg': {'precision': 0.6631187964292402; 'recall': 0.6164179104477612; 'f1-score': 0.625296407319583; 'support': 469}; 'weighted avg': {'precision': 0.7097910516975376; 'recall': 0.7334754797441365; 'f1-score': 0.7115820960391673; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.13333333333333333; 'f1-score': 0.1739130434782609; 'support': 15}; '1.0': {'precision': 0.7045454545454546; 'recall': 0.8378378378378378; 'f1-score': 0.7654320987654323; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.4772727272727273; 'recall': 0.48558558558558557; 'f1-score': 0.46967257112184657; 'support': 52}; 'weighted avg': {'precision': 0.5734265734265734; 'recall': 0.6346153846153846; 'f1-score': 0.594801602047979; 'support': 52}}
l: 10,1,CNF,9,469,52,3,[156; 157],158,8.582844,0.692308,7,[X0 >= 40.000000 OR X2 >= 7.920000 OR X2 < 0.700000 OR X4 >= 512.600000 OR X6 >= 105.000000 OR X6 < 23.000000 OR X9 >= 1.308000],{'0.0': {'precision': 0.4927536231884058; 'recall': 0.2537313432835821; 'f1-score': 0.3349753694581281; 'support': 134}; '1.0': {'precision': 0.75; 'recall': 0.8955223880597015; 'f1-score': 0.816326530612245; 'support': 335}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.6213768115942029; 'recall': 0.5746268656716418; 'f1-score': 0.5756509500351865; 'support': 469}; 'weighted avg': {'precision': 0.6765010351966874; 'recall': 0.7121535181236673; 'f1-score': 0.6787976274253545; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.26666666666666666; 'f1-score': 0.33333333333333337; 'support': 15}; '1.0': {'precision': 0.7441860465116279; 'recall': 0.8648648648648649; 'f1-score': 0.8; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5943152454780362; 'recall': 0.5657657657657658; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6577221228384018; 'recall': 0.6923076923076923; 'f1-score': 0.6653846153846155; 'support': 52}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [156, 157], 'n_partitions': 3}, (mean val acc cv) 0.681350 (+- 0.034852), (mean training time) 11.618106 (+- 2.661350)
l: 10,1,DNF,0,468,53,58,[8; 9],158,1.583068,0.660377,1,[X0 >= 31.000000],{'0.0': {'precision': 0.45652173913043476; 'recall': 0.31343283582089554; 'f1-score': 0.37168141592920356; 'support': 134}; '1.0': {'precision': 0.7553191489361702; 'recall': 0.8502994011976048; 'f1-score': 0.8; 'support': 334}; 'accuracy': 0.6965811965811965; 'macro avg': {'precision': 0.6059204440333025; 'recall': 0.5818661185092502; 'f1-score': 0.5858407079646017; 'support': 468}; 'weighted avg': {'precision': 0.6697660444191434; 'recall': 0.6965811965811965; 'f1-score': 0.6773617729369942; 'support': 468}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.2; 'f1-score': 0.25; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8421052631578947; 'f1-score': 0.7804878048780488; 'support': 38}; 'accuracy': 0.660377358490566; 'macro avg': {'precision': 0.5303030303030303; 'recall': 0.5210526315789473; 'f1-score': 0.5152439024390244; 'support': 53}; 'weighted avg': {'precision': 0.6157804459691253; 'recall': 0.660377358490566; 'f1-score': 0.6303497468936953; 'support': 53}}
l: 10,1,DNF,1,469,52,58,[8; 9],158,1.620607,0.692308,1,[X2 >= 0.800000],{'0.0': {'precision': 0.45544554455445546; 'recall': 0.34074074074074073; 'f1-score': 0.3898305084745763; 'support': 135}; '1.0': {'precision': 0.7581521739130435; 'recall': 0.8353293413173652; 'f1-score': 0.7948717948717948; 'support': 334}; 'accuracy': 0.6929637526652452; 'macro avg': {'precision': 0.6067988592337494; 'recall': 0.588035041029053; 'f1-score': 0.5923511516731855; 'support': 469}; 'weighted avg': {'precision': 0.6710191356115309; 'recall': 0.6929637526652452; 'f1-score': 0.6782820855676914; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.42857142857142855; 'f1-score': 0.42857142857142855; 'support': 14}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.7894736842105263; 'f1-score': 0.7894736842105263; 'support': 38}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6090225563909775; 'recall': 0.6090225563909775; 'f1-score': 0.6090225563909775; 'support': 52}; 'weighted avg': {'precision': 0.6923076923076923; 'recall': 0.6923076923076923; 'f1-score': 0.6923076923076923; 'support': 52}}
l: 10,1,DNF,2,469,52,58,[8; 9],158,1.539515,0.692308,1,[X9 < 1.200000],{'0.0': {'precision': 0.4148936170212766; 'recall': 0.291044776119403; 'f1-score': 0.34210526315789475; 'support': 134}; '1.0': {'precision': 0.7466666666666667; 'recall': 0.835820895522388; 'f1-score': 0.7887323943661971; 'support': 335}; 'accuracy': 0.6801705756929638; 'macro avg': {'precision': 0.5807801418439716; 'recall': 0.5634328358208955; 'f1-score': 0.565418828762046; 'support': 469}; 'weighted avg': {'precision': 0.6518743667679838; 'recall': 0.6801705756929638; 'f1-score': 0.6611246425923964; 'support': 469}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7837837837837838; 'f1-score': 0.7837837837837838; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6252252252252253; 'recall': 0.6252252252252253; 'f1-score': 0.6252252252252253; 'support': 52}; 'weighted avg': {'precision': 0.6923076923076923; 'recall': 0.6923076923076923; 'f1-score': 0.6923076923076923; 'support': 52}}
l: 10,1,DNF,3,469,52,58,[8; 9],158,1.473075,0.576923,2,[X1 AND X6 >= 23.000000],{'0.0': {'precision': 0.39759036144578314; 'recall': 0.4925373134328358; 'f1-score': 0.44; 'support': 134}; '1.0': {'precision': 0.7755775577557755; 'recall': 0.7014925373134329; 'f1-score': 0.7366771159874609; 'support': 335}; 'accuracy': 0.6417910447761194; 'macro avg': {'precision': 0.5865839596007794; 'recall': 0.5970149253731343; 'f1-score': 0.5883385579937305; 'support': 469}; 'weighted avg': {'precision': 0.6675812159529205; 'recall': 0.6417910447761194; 'f1-score': 0.6519122257053291; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.4666666666666667; 'f1-score': 0.3888888888888889; 'support': 15}; '1.0': {'precision': 0.7419354838709677; 'recall': 0.6216216216216216; 'f1-score': 0.676470588235294; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5376344086021505; 'recall': 0.5441441441441441; 'f1-score': 0.5326797385620915; 'support': 52}; 'weighted avg': {'precision': 0.6240694789081886; 'recall': 0.5769230769230769; 'f1-score': 0.5935143288084463; 'support': 52}}
l: 10,1,DNF,4,469,52,58,[8; 9],158,1.400617,0.653846,2,[X2 >= 0.700000 AND X4 >= 150.000000],{'0.0': {'precision': 0.43373493975903615; 'recall': 0.26865671641791045; 'f1-score': 0.33179723502304154; 'support': 134}; '1.0': {'precision': 0.7461139896373057; 'recall': 0.8597014925373134; 'f1-score': 0.7988904299583911; 'support': 335}; 'accuracy': 0.6908315565031983; 'macro avg': {'precision': 0.589924464698171; 'recall': 0.5641791044776119; 'f1-score': 0.5653438324907163; 'support': 469}; 'weighted avg': {'precision': 0.6568628325292286; 'recall': 0.6908315565031983; 'f1-score': 0.665435231405434; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.2; 'f1-score': 0.25; 'support': 15}; '1.0': {'precision': 0.7209302325581395; 'recall': 0.8378378378378378; 'f1-score': 0.7749999999999999; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5271317829457364; 'recall': 0.518918918918919; 'f1-score': 0.5125; 'support': 52}; 'weighted avg': {'precision': 0.60912343470483; 'recall': 0.6538461538461539; 'f1-score': 0.6235576923076922; 'support': 52}}
l: 10,1,DNF,5,469,52,58,[8; 9],158,1.553916,0.750000,1,[X0 >= 31.000000],{'0.0': {'precision': 0.42696629213483145; 'recall': 0.2835820895522388; 'f1-score': 0.34080717488789236; 'support': 134}; '1.0': {'precision': 0.7473684210526316; 'recall': 0.8477611940298507; 'f1-score': 0.7944055944055943; 'support': 335}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.5871673565937315; 'recall': 0.5656716417910448; 'f1-score': 0.5676063846467434; 'support': 469}; 'weighted avg': {'precision': 0.6558249556475458; 'recall': 0.6865671641791045; 'f1-score': 0.6648060459719651; 'support': 469}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.4666666666666667; 'f1-score': 0.5185185185185186; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.8648648648648649; 'f1-score': 0.8311688311688312; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6916666666666667; 'recall': 0.6657657657657658; 'f1-score': 0.6748436748436749; 'support': 52}; 'weighted avg': {'precision': 0.7375; 'recall': 0.75; 'f1-score': 0.7409812409812411; 'support': 52}}
l: 10,1,DNF,6,469,52,58,[8; 9],158,1.476975,0.750000,1,[X6 >= 28.000000],{'0.0': {'precision': 0.4198473282442748; 'recall': 0.41044776119402987; 'f1-score': 0.4150943396226415; 'support': 134}; '1.0': {'precision': 0.7662721893491125; 'recall': 0.7731343283582089; 'f1-score': 0.7696879643387815; 'support': 335}; 'accuracy': 0.6695095948827292; 'macro avg': {'precision': 0.5930597587966936; 'recall': 0.5917910447761194; 'f1-score': 0.5923911519807115; 'support': 469}; 'weighted avg': {'precision': 0.6672936576048732; 'recall': 0.6695095948827292; 'f1-score': 0.66837550013417; 'support': 469}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.6666666666666666; 'f1-score': 0.606060606060606; 'support': 15}; '1.0': {'precision': 0.8529411764705882; 'recall': 0.7837837837837838; 'f1-score': 0.8169014084507041; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.7042483660130718; 'recall': 0.7252252252252251; 'f1-score': 0.711481007255655; 'support': 52}; 'weighted avg': {'precision': 0.767156862745098; 'recall': 0.75; 'f1-score': 0.7560819462227912; 'support': 52}}
