l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,1.917161,0.566038,2,[X2 >= 1.400000 OR X2 < 0.800000],{'0.0': {'precision': 0.3712574850299401; 'recall': 0.46616541353383456; 'f1-score': 0.41333333333333333; 'support': 133}; '1.0': {'precision': 0.7641196013289037; 'recall': 0.6865671641791045; 'f1-score': 0.7232704402515723; 'support': 335}; 'accuracy': 0.6239316239316239; 'macro avg': {'precision': 0.5676885431794219; 'recall': 0.5763662888564696; 'f1-score': 0.5683018867924527; 'support': 468}; 'weighted avg': {'precision': 0.6524728887909503; 'recall': 0.6239316239316239; 'f1-score': 0.6351900231145514; 'support': 468}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.5333333333333333; 'f1-score': 0.4102564102564102; 'support': 15}; '1.0': {'precision': 0.7586206896551724; 'recall': 0.5789473684210527; 'f1-score': 0.6567164179104478; 'support': 38}; 'accuracy': 0.5660377358490566; 'macro avg': {'precision': 0.5459770114942528; 'recall': 0.5561403508771929; 'f1-score': 0.533486414083429; 'support': 53}; 'weighted avg': {'precision': 0.6382563435263501; 'recall': 0.5660377358490566; 'f1-score': 0.5869635855555314; 'support': 53}}
l: 10,1,CNF,9,469,52,58,[8; 9],158,1.474966,0.673077,2,[X6 >= 34.000000 OR X7 < 6.000000],{'0.0': {'precision': 0.4084507042253521; 'recall': 0.43609022556390975; 'f1-score': 0.4218181818181818; 'support': 133}; '1.0': {'precision': 0.7706422018348624; 'recall': 0.75; 'f1-score': 0.7601809954751132; 'support': 336}; 'accuracy': 0.6609808102345416; 'macro avg': {'precision': 0.5895464530301073; 'recall': 0.5930451127819549; 'f1-score': 0.5909995886466475; 'support': 469}; 'weighted avg': {'precision': 0.6679311801247029; 'recall': 0.6609808102345416; 'f1-score': 0.6642273617515058; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.4; 'f1-score': 0.4137931034482759; 'support': 15}; '1.0': {'precision': 0.7631578947368421; 'recall': 0.7837837837837838; 'f1-score': 0.7733333333333334; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5958646616541353; 'recall': 0.5918918918918918; 'f1-score': 0.5935632183908046; 'support': 52}; 'weighted avg': {'precision': 0.6666425679583574; 'recall': 0.6730769230769231; 'f1-score': 0.6696198054818745; 'support': 52}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [8, 9], 'n_partitions': 58}, (mean val acc cv) 0.619884 (+- 0.081799), (mean training time) 1.510999 (+- 0.085373)
l: 10,1,CNF,0,468,53,29,[16; 17],158,0.822769,0.490566,5,[X0 < 23.000000 OR X2 >= 3.300000 OR X7 >= 7.300000 OR X8 < 2.500000 OR X9 < 0.800000],{'0.0': {'precision': 0.35911602209944754; 'recall': 0.48872180451127817; 'f1-score': 0.4140127388535032; 'support': 133}; '1.0': {'precision': 0.7630662020905923; 'recall': 0.6537313432835821; 'f1-score': 0.7041800643086816; 'support': 335}; 'accuracy': 0.6068376068376068; 'macro avg': {'precision': 0.5610911120950199; 'recall': 0.5712265738974301; 'f1-score': 0.5590964015810924; 'support': 468}; 'weighted avg': {'precision': 0.6482683945290063; 'recall': 0.6068376068376068; 'f1-score': 0.6217179825019749; 'support': 468}},{'0.0': {'precision': 0.2692307692307692; 'recall': 0.4666666666666667; 'f1-score': 0.3414634146341463; 'support': 15}; '1.0': {'precision': 0.7037037037037037; 'recall': 0.5; 'f1-score': 0.5846153846153846; 'support': 38}; 'accuracy': 0.49056603773584906; 'macro avg': {'precision': 0.48646723646723644; 'recall': 0.48333333333333334; 'f1-score': 0.4630393996247655; 'support': 53}; 'weighted avg': {'precision': 0.5807396656453261; 'recall': 0.49056603773584906; 'f1-score': 0.5157987893376758; 'support': 53}}
l: 10,1,CNF,1,469,52,29,[16; 17],158,0.817604,0.711538,6,[X0 >= 66.000000 OR X2 >= 1.400000 OR X5 >= 74.000000 OR X5 < 18.000000 OR X7 >= 7.100000 OR X9 < 0.800000],{'0.0': {'precision': 0.45454545454545453; 'recall': 0.3358208955223881; 'f1-score': 0.38626609442060084; 'support': 134}; '1.0': {'precision': 0.7594594594594595; 'recall': 0.8388059701492537; 'f1-score': 0.7971631205673759; 'support': 335}; 'accuracy': 0.6950959488272921; 'macro avg': {'precision': 0.607002457002457; 'recall': 0.5873134328358209; 'f1-score': 0.5917146074939884; 'support': 469}; 'weighted avg': {'precision': 0.6723411723411724; 'recall': 0.6950959488272921; 'f1-score': 0.6797639702397259; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.2857142857142857; 'f1-score': 0.34782608695652173; 'support': 14}; '1.0': {'precision': 0.7674418604651163; 'recall': 0.868421052631579; 'f1-score': 0.8148148148148148; 'support': 38}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6059431524547804; 'recall': 0.5770676691729324; 'f1-score': 0.5813204508856682; 'support': 52}; 'weighted avg': {'precision': 0.68048101769032; 'recall': 0.7115384615384616; 'f1-score': 0.6890870803914282; 'support': 52}}
l: 10,1,CNF,2,469,52,29,[16; 17],158,0.806301,0.576923,5,[X2 < 0.700000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X5 >= 53.600000 OR X8 >= 3.300000],{'0.0': {'precision': 0.44086021505376344; 'recall': 0.30597014925373134; 'f1-score': 0.3612334801762115; 'support': 134}; '1.0': {'precision': 0.7526595744680851; 'recall': 0.844776119402985; 'f1-score': 0.7960618846694796; 'support': 335}; 'accuracy': 0.6908315565031983; 'macro avg': {'precision': 0.5967598947609243; 'recall': 0.5753731343283581; 'f1-score': 0.5786476824228455; 'support': 469}; 'weighted avg': {'precision': 0.6635740432068503; 'recall': 0.6908315565031983; 'f1-score': 0.671825197671403; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.6818181818181818; 'recall': 0.7894736842105263; 'f1-score': 0.7317073170731707; 'support': 38}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.3409090909090909; 'recall': 0.39473684210526316; 'f1-score': 0.36585365853658536; 'support': 52}; 'weighted avg': {'precision': 0.4982517482517482; 'recall': 0.5769230769230769; 'f1-score': 0.5347091932457786; 'support': 52}}
l: 10,1,CNF,3,469,52,29,[16; 17],158,0.810506,0.826923,4,[X0 >= 66.000000 OR X4 >= 195.000000 OR X4 < 150.000000 OR X5 < 18.000000],{'0.0': {'precision': 0.38738738738738737; 'recall': 0.3233082706766917; 'f1-score': 0.35245901639344257; 'support': 133}; '1.0': {'precision': 0.7486033519553073; 'recall': 0.7976190476190477; 'f1-score': 0.7723342939481268; 'support': 336}; 'accuracy': 0.6631130063965884; 'macro avg': {'precision': 0.5679953696713473; 'recall': 0.5604636591478697; 'f1-score': 0.5623966551707846; 'support': 469}; 'weighted avg': {'precision': 0.646168973943509; 'recall': 0.6631130063965884; 'f1-score': 0.6532651853878432; 'support': 469}},{'0.0': {'precision': 0.75; 'recall': 0.6; 'f1-score': 0.6666666666666665; 'support': 15}; '1.0': {'precision': 0.85; 'recall': 0.918918918918919; 'f1-score': 0.8831168831168831; 'support': 37}; 'accuracy': 0.8269230769230769; 'macro avg': {'precision': 0.8; 'recall': 0.7594594594594595; 'f1-score': 0.7748917748917747; 'support': 52}; 'weighted avg': {'precision': 0.8211538461538462; 'recall': 0.8269230769230769; 'f1-score': 0.8206793206793207; 'support': 52}}
l: 10,1,CNF,4,469,52,29,[16; 17],158,0.900394,0.673077,7,[X0 < 35.000000 OR (NOT X1) OR X3 >= 0.600000 OR X4 >= 512.600000 OR X4 < 150.000000 OR X5 >= 74.000000 OR X6 >= 42.000000],{'0.0': {'precision': 0.43243243243243246; 'recall': 0.24060150375939848; 'f1-score': 0.30917874396135264; 'support': 133}; '1.0': {'precision': 0.7443037974683544; 'recall': 0.875; 'f1-score': 0.8043775649794801; 'support': 336}; 'accuracy': 0.6950959488272921; 'macro avg': {'precision': 0.5883681149503934; 'recall': 0.5578007518796992; 'f1-score': 0.5567781544704163; 'support': 469}; 'weighted avg': {'precision': 0.6558626640999586; 'recall': 0.6950959488272921; 'f1-score': 0.6639480485713544; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.2; 'f1-score': 0.26086956521739135; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8648648648648649; 'f1-score': 0.7901234567901235; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5511363636363636; 'recall': 0.5324324324324324; 'f1-score': 0.5254965110037575; 'support': 52}; 'weighted avg': {'precision': 0.6256555944055944; 'recall': 0.6730769230769231; 'f1-score': 0.6374540649902969; 'support': 52}}
l: 10,1,CNF,5,469,52,29,[16; 17],158,0.851543,0.576923,3,[(NOT X1) OR X5 >= 43.000000 OR X7 >= 7.100000],{'0.0': {'precision': 0.34782608695652173; 'recall': 0.3609022556390977; 'f1-score': 0.3542435424354244; 'support': 133}; '1.0': {'precision': 0.743202416918429; 'recall': 0.7321428571428571; 'f1-score': 0.7376311844077962; 'support': 336}; 'accuracy': 0.6268656716417911; 'macro avg': {'precision': 0.5455142519374754; 'recall': 0.5465225563909775; 'f1-score': 0.5459373634216103; 'support': 469}; 'weighted avg': {'precision': 0.6310807711083359; 'recall': 0.6268656716417911; 'f1-score': 0.6289093157887653; 'support': 469}},{'0.0': {'precision': 0.23076923076923078; 'recall': 0.2; 'f1-score': 0.21428571428571427; 'support': 15}; '1.0': {'precision': 0.6923076923076923; 'recall': 0.7297297297297297; 'f1-score': 0.7105263157894737; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.46153846153846156; 'recall': 0.4648648648648649; 'f1-score': 0.462406015037594; 'support': 52}; 'weighted avg': {'precision': 0.5591715976331361; 'recall': 0.5769230769230769; 'f1-score': 0.56737998843262; 'support': 52}}
l: 10,1,CNF,6,469,52,29,[16; 17],158,0.715883,0.692308,5,[X0 < 55.000000 OR X2 >= 3.300000 OR X4 >= 328.000000 OR X7 >= 6.900000 OR X9 < 0.900000],{'0.0': {'precision': 0.48717948717948717; 'recall': 0.14285714285714285; 'f1-score': 0.2209302325581395; 'support': 133}; '1.0': {'precision': 0.7348837209302326; 'recall': 0.9404761904761905; 'f1-score': 0.825065274151436; 'support': 336}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.6110316040548599; 'recall': 0.5416666666666666; 'f1-score': 0.5229977533547878; 'support': 469}; 'weighted avg': {'precision': 0.66463923673226; 'recall': 0.7142857142857143; 'f1-score': 0.6537433966846804; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7058823529411765; 'recall': 0.972972972972973; 'f1-score': 0.8181818181818183; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.35294117647058826; 'recall': 0.4864864864864865; 'f1-score': 0.40909090909090917; 'support': 52}; 'weighted avg': {'precision': 0.5022624434389141; 'recall': 0.6923076923076923; 'f1-score': 0.5821678321678323; 'support': 52}}
l: 10,1,CNF,7,469,52,29,[16; 17],158,0.804186,0.596154,3,[X2 >= 0.900000 OR X4 < 150.000000 OR X6 < 19.000000],{'0.0': {'precision': 0.45528455284552843; 'recall': 0.42105263157894735; 'f1-score': 0.43749999999999994; 'support': 133}; '1.0': {'precision': 0.7774566473988439; 'recall': 0.8005952380952381; 'f1-score': 0.7888563049853373; 'support': 336}; 'accuracy': 0.6929637526652452; 'macro avg': {'precision': 0.6163706001221861; 'recall': 0.6108239348370927; 'f1-score': 0.6131781524926686; 'support': 469}; 'weighted avg': {'precision': 0.6860944116299933; 'recall': 0.6929637526652452; 'f1-score': 0.6892179498402417; 'support': 469}},{'0.0': {'precision': 0.2; 'recall': 0.13333333333333333; 'f1-score': 0.16; 'support': 15}; '1.0': {'precision': 0.6904761904761905; 'recall': 0.7837837837837838; 'f1-score': 0.7341772151898734; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.4452380952380952; 'recall': 0.45855855855855854; 'f1-score': 0.44708860759493674; 'support': 52}; 'weighted avg': {'precision': 0.548992673992674; 'recall': 0.5961538461538461; 'f1-score': 0.5685491723466407; 'support': 52}}
l: 10,1,CNF,8,469,52,29,[16; 17],158,0.785075,0.538462,2,[X0 >= 40.000000 OR X5 < 30.000000],{'0.0': {'precision': 0.2777777777777778; 'recall': 0.22556390977443608; 'f1-score': 0.24896265560165973; 'support': 133}; '1.0': {'precision': 0.7146814404432132; 'recall': 0.7678571428571429; 'f1-score': 0.7403156384505022; 'support': 336}; 'accuracy': 0.6140724946695096; 'macro avg': {'precision': 0.4962296091104955; 'recall': 0.4967105263157895; 'f1-score': 0.49463914702608097; 'support': 469}; 'weighted avg': {'precision': 0.5907833868515227; 'recall': 0.6140724946695096; 'f1-score': 0.600976732866502; 'support': 469}},{'0.0': {'precision': 0.23529411764705882; 'recall': 0.26666666666666666; 'f1-score': 0.25; 'support': 15}; '1.0': {'precision': 0.6857142857142857; 'recall': 0.6486486486486487; 'f1-score': 0.6666666666666667; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.4605042016806723; 'recall': 0.45765765765765765; 'f1-score': 0.45833333333333337; 'support': 52}; 'weighted avg': {'precision': 0.5557853910795086; 'recall': 0.5384615384615384; 'f1-score': 0.546474358974359; 'support': 52}}
l: 10,1,CNF,9,469,52,29,[16; 17],158,0.733181,0.692308,4,[X2 >= 1.400000 OR X2 < 0.700000 OR X7 >= 6.600000 OR X7 < 5.100000],{'0.0': {'precision': 0.43820224719101125; 'recall': 0.2932330827067669; 'f1-score': 0.3513513513513513; 'support': 133}; '1.0': {'precision': 0.7526315789473684; 'recall': 0.8511904761904762; 'f1-score': 0.7988826815642458; 'support': 336}; 'accuracy': 0.6929637526652452; 'macro avg': {'precision': 0.5954169130691899; 'recall': 0.5722117794486216; 'f1-score': 0.5751170164577986; 'support': 469}; 'weighted avg': {'precision': 0.6634650520313866; 'recall': 0.6929637526652452; 'f1-score': 0.6719708118023802; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.8918918918918919; 'f1-score': 0.8048780487804879; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5809523809523809; 'recall': 0.5459459459459459; 'f1-score': 0.5388026607538803; 'support': 52}; 'weighted avg': {'precision': 0.6454212454212455; 'recall': 0.6923076923076923; 'f1-score': 0.6513730172266758; 'support': 52}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.637518 (+- 0.094384), (mean training time) 0.804744 (+- 0.050269)
l: 10,1,CNF,0,468,53,14,[33; 34],158,0.461246,0.679245,7,[X3 >= 1.000000 OR X3 < 0.200000 OR X4 >= 195.000000 OR X5 >= 74.000000 OR X5 < 18.000000 OR X6 < 23.000000 OR X7 < 5.100000],{'0.0': {'precision': 0.5373134328358209; 'recall': 0.2706766917293233; 'f1-score': 0.36; 'support': 133}; '1.0': {'precision': 0.7581047381546134; 'recall': 0.9074626865671642; 'f1-score': 0.8260869565217391; 'support': 335}; 'accuracy': 0.7264957264957265; 'macro avg': {'precision': 0.6477090854952172; 'recall': 0.5890696891482438; 'f1-score': 0.5930434782608696; 'support': 468}; 'weighted avg': {'precision': 0.6953584911302556; 'recall': 0.7264957264957265; 'f1-score': 0.6936306205871423; 'support': 468}},{'0.0': {'precision': 0.375; 'recall': 0.2; 'f1-score': 0.26086956521739135; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.868421052631579; 'f1-score': 0.7951807228915663; 'support': 38}; 'accuracy': 0.6792452830188679; 'macro avg': {'precision': 0.5541666666666667; 'recall': 0.5342105263157895; 'f1-score': 0.5280251440544788; 'support': 53}; 'weighted avg': {'precision': 0.6319182389937106; 'recall': 0.6792452830188679; 'f1-score': 0.643960583927177; 'support': 53}}
l: 10,1,CNF,1,469,52,14,[33; 34],158,0.455450,0.750000,6,[(NOT X1) OR X4 >= 195.000000 OR X4 < 150.000000 OR X5 >= 53.600000 OR X6 >= 42.000000 OR X9 < 0.800000],{'0.0': {'precision': 0.47058823529411764; 'recall': 0.1791044776119403; 'f1-score': 0.2594594594594595; 'support': 134}; '1.0': {'precision': 0.7368421052631579; 'recall': 0.9194029850746268; 'f1-score': 0.8180610889774237; 'support': 335}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6037151702786377; 'recall': 0.5492537313432836; 'f1-score': 0.5387602742184416; 'support': 469}; 'weighted avg': {'precision': 0.6607695709862892; 'recall': 0.7078891257995735; 'f1-score': 0.6584606234008624; 'support': 469}},{'0.0': {'precision': 0.6; 'recall': 0.21428571428571427; 'f1-score': 0.3157894736842105; 'support': 14}; '1.0': {'precision': 0.7659574468085106; 'recall': 0.9473684210526315; 'f1-score': 0.8470588235294116; 'support': 38}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6829787234042553; 'recall': 0.5808270676691729; 'f1-score': 0.581424148606811; 'support': 52}; 'weighted avg': {'precision': 0.7212765957446808; 'recall': 0.75; 'f1-score': 0.7040247678018574; 'support': 52}}
l: 10,1,CNF,2,469,52,14,[33; 34],158,0.520539,0.711538,7,[X0 >= 66.000000 OR X0 < 40.000000 OR X2 >= 2.000000 OR X4 >= 282.000000 OR X5 >= 53.600000 OR X5 < 18.000000 OR X7 >= 7.300000],{'0.0': {'precision': 0.46511627906976744; 'recall': 0.29850746268656714; 'f1-score': 0.36363636363636365; 'support': 134}; '1.0': {'precision': 0.7545691906005222; 'recall': 0.8626865671641791; 'f1-score': 0.8050139275766017; 'support': 335}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.6098427348351448; 'recall': 0.5805970149253732; 'f1-score': 0.5843251456064826; 'support': 469}; 'weighted avg': {'precision': 0.6718683587345923; 'recall': 0.7014925373134329; 'f1-score': 0.6789060521651052; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.07142857142857142; 'f1-score': 0.11764705882352941; 'support': 14}; '1.0': {'precision': 0.7346938775510204; 'recall': 0.9473684210526315; 'f1-score': 0.8275862068965517; 'support': 38}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.5340136054421769; 'recall': 0.5093984962406015; 'f1-score': 0.4726166328600406; 'support': 52}; 'weighted avg': {'precision': 0.6266352694924124; 'recall': 0.7115384615384616; 'f1-score': 0.6364487439538149; 'support': 52}}
l: 10,1,CNF,3,469,52,14,[33; 34],158,0.506208,0.692308,6,[X0 >= 49.000000 OR X2 < 0.700000 OR X3 >= 4.100000 OR X8 < 3.100000 OR X9 >= 1.060000 OR X9 < 0.900000],{'0.0': {'precision': 0.36; 'recall': 0.13533834586466165; 'f1-score': 0.19672131147540983; 'support': 133}; '1.0': {'precision': 0.7255369928400954; 'recall': 0.9047619047619048; 'f1-score': 0.8052980132450333; 'support': 336}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.5427684964200477; 'recall': 0.5200501253132832; 'f1-score': 0.5010096623602216; 'support': 469}; 'weighted avg': {'precision': 0.6218772486018593; 'recall': 0.6865671641791045; 'f1-score': 0.6327165605043937; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7058823529411765; 'recall': 0.972972972972973; 'f1-score': 0.8181818181818183; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.35294117647058826; 'recall': 0.4864864864864865; 'f1-score': 0.40909090909090917; 'support': 52}; 'weighted avg': {'precision': 0.5022624434389141; 'recall': 0.6923076923076923; 'f1-score': 0.5821678321678323; 'support': 52}}
l: 10,1,CNF,4,469,52,14,[33; 34],158,0.539813,0.730769,5,[X0 >= 45.000000 OR X5 >= 74.000000 OR X5 < 18.000000 OR X6 >= 71.600000 OR X6 < 28.000000],{'0.0': {'precision': 0.4057971014492754; 'recall': 0.21052631578947367; 'f1-score': 0.27722772277227725; 'support': 133}; '1.0': {'precision': 0.7375; 'recall': 0.8779761904761905; 'f1-score': 0.8016304347826086; 'support': 336}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.5716485507246377; 'recall': 0.5442512531328321; 'f1-score': 0.539429078777443; 'support': 469}; 'weighted avg': {'precision': 0.6434349989184512; 'recall': 0.6886993603411514; 'f1-score': 0.652919217943858; 'support': 469}},{'0.0': {'precision': 0.5454545454545454; 'recall': 0.4; 'f1-score': 0.4615384615384615; 'support': 15}; '1.0': {'precision': 0.7804878048780488; 'recall': 0.8648648648648649; 'f1-score': 0.8205128205128206; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6629711751662971; 'recall': 0.6324324324324324; 'f1-score': 0.6410256410256411; 'support': 52}; 'weighted avg': {'precision': 0.7126897492751152; 'recall': 0.7307692307692307; 'f1-score': 0.7169625246548323; 'support': 52}}
l: 10,1,CNF,5,469,52,14,[33; 34],158,0.543608,0.634615,6,[X3 >= 1.000000 OR X3 < 0.200000 OR X4 < 167.600000 OR X5 >= 35.000000 OR X6 < 23.000000 OR X9 >= 1.308000],{'0.0': {'precision': 0.4375; 'recall': 0.21052631578947367; 'f1-score': 0.2842639593908629; 'support': 133}; '1.0': {'precision': 0.7407407407407407; 'recall': 0.8928571428571429; 'f1-score': 0.8097165991902834; 'support': 336}; 'accuracy': 0.6993603411513859; 'macro avg': {'precision': 0.5891203703703703; 'recall': 0.5516917293233083; 'f1-score': 0.5469902792905732; 'support': 469}; 'weighted avg': {'precision': 0.6547470978441128; 'recall': 0.6993603411513859; 'f1-score': 0.6607076416352238; 'support': 469}},{'0.0': {'precision': 0.16666666666666666; 'recall': 0.06666666666666667; 'f1-score': 0.09523809523809522; 'support': 15}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.8648648648648649; 'f1-score': 0.7710843373493975; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.43115942028985504; 'recall': 0.4657657657657658; 'f1-score': 0.4331612162937464; 'support': 52}; 'weighted avg': {'precision': 0.5430602006688964; 'recall': 0.6346153846153846; 'f1-score': 0.5761286905865218; 'support': 52}}
l: 10,1,CNF,6,469,52,14,[33; 34],158,0.460052,0.673077,7,[X2 < 0.700000 OR X3 >= 1.000000 OR X4 >= 208.000000 OR X5 >= 74.000000 OR X6 >= 42.000000 OR X8 < 3.100000 OR X9 >= 1.308000],{'0.0': {'precision': 0.5774647887323944; 'recall': 0.3082706766917293; 'f1-score': 0.4019607843137255; 'support': 133}; '1.0': {'precision': 0.7688442211055276; 'recall': 0.9107142857142857; 'f1-score': 0.8337874659400545; 'support': 336}; 'accuracy': 0.7398720682302772; 'macro avg': {'precision': 0.673154504918961; 'recall': 0.6094924812030075; 'f1-score': 0.61787412512689; 'support': 469}; 'weighted avg': {'precision': 0.7145724417758331; 'recall': 0.7398720682302772; 'f1-score': 0.7113291532400506; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.2; 'f1-score': 0.26086956521739135; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8648648648648649; 'f1-score': 0.7901234567901235; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5511363636363636; 'recall': 0.5324324324324324; 'f1-score': 0.5254965110037575; 'support': 52}; 'weighted avg': {'precision': 0.6256555944055944; 'recall': 0.6730769230769231; 'f1-score': 0.6374540649902969; 'support': 52}}
l: 10,1,CNF,7,469,52,14,[33; 34],158,0.492656,0.730769,6,[X2 >= 2.000000 OR X2 < 0.700000 OR X3 >= 1.600000 OR X4 >= 208.000000 OR X5 >= 74.000000 OR X6 >= 28.000000],{'0.0': {'precision': 0.5238095238095238; 'recall': 0.3308270676691729; 'f1-score': 0.40552995391705066; 'support': 133}; '1.0': {'precision': 0.7688311688311689; 'recall': 0.8809523809523809; 'f1-score': 0.8210818307905686; 'support': 336}; 'accuracy': 0.7249466950959488; 'macro avg': {'precision': 0.6463203463203464; 'recall': 0.6058897243107769; 'f1-score': 0.6133058923538096; 'support': 469}; 'weighted avg': {'precision': 0.6993474187504038; 'recall': 0.7249466950959488; 'f1-score': 0.7032387612294217; 'support': 469}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.26666666666666666; 'f1-score': 0.36363636363636365; 'support': 15}; '1.0': {'precision': 0.7555555555555555; 'recall': 0.918918918918919; 'f1-score': 0.8292682926829269; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6634920634920635; 'recall': 0.5927927927927928; 'f1-score': 0.5964523281596452; 'support': 52}; 'weighted avg': {'precision': 0.7024420024420024; 'recall': 0.7307692307692307; 'f1-score': 0.6949513900733414; 'support': 52}}
l: 10,1,CNF,8,469,52,14,[33; 34],158,0.490801,0.711538,6,[X0 >= 66.000000 OR X0 < 23.000000 OR X3 >= 4.100000 OR X6 >= 28.000000 OR X8 < 2.700000 OR X9 < 0.900000],{'0.0': {'precision': 0.44; 'recall': 0.24812030075187969; 'f1-score': 0.3173076923076923; 'support': 133}; '1.0': {'precision': 0.7461928934010152; 'recall': 0.875; 'f1-score': 0.8054794520547947; 'support': 336}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.5930964467005077; 'recall': 0.5615601503759399; 'f1-score': 0.5613935721812435; 'support': 469}; 'weighted avg': {'precision': 0.6593620728843095; 'recall': 0.697228144989339; 'f1-score': 0.6670426843653179; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.2; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.918918918918919; 'f1-score': 0.8192771084337348; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6195652173913043; 'recall': 0.5594594594594595; 'f1-score': 0.5524956970740103; 'support': 52}; 'weighted avg': {'precision': 0.6701505016722407; 'recall': 0.7115384615384616; 'f1-score': 0.6653647557262014; 'support': 52}}
l: 10,1,CNF,9,469,52,14,[33; 34],158,0.478523,0.615385,6,[(NOT X1) OR X2 >= 1.400000 OR X3 >= 1.000000 OR X4 < 182.000000 OR X6 >= 42.000000 OR X9 >= 1.308000],{'0.0': {'precision': 0.4727272727272727; 'recall': 0.19548872180451127; 'f1-score': 0.276595744680851; 'support': 133}; '1.0': {'precision': 0.7415458937198067; 'recall': 0.9136904761904762; 'f1-score': 0.8186666666666667; 'support': 336}; 'accuracy': 0.7100213219616205; 'macro avg': {'precision': 0.6071365832235397; 'recall': 0.5545895989974937; 'f1-score': 0.5476312056737589; 'support': 469}; 'weighted avg': {'precision': 0.6653137474681926; 'recall': 0.7100213219616205; 'f1-score': 0.6649450619244204; 'support': 469}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.2; 'f1-score': 0.23076923076923075; 'support': 15}; '1.0': {'precision': 0.7073170731707317; 'recall': 0.7837837837837838; 'f1-score': 0.7435897435897435; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.4900221729490022; 'recall': 0.49189189189189186; 'f1-score': 0.4871794871794871; 'support': 52}; 'weighted avg': {'precision': 0.5819546307351184; 'recall': 0.6153846153846154; 'f1-score': 0.5956607495069033; 'support': 52}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [33, 34], 'n_partitions': 14}, (mean val acc cv) 0.692925 (+- 0.040999), (mean training time) 0.494890 (+- 0.030607)
