l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,1.420558,0.641509,4,[X0 < 23.000000 OR X2 >= 2.000000 OR X6 >= 192.000000 OR X8 < 3.000000],{'0.0': {'precision': 0.37894736842105264; 'recall': 0.5373134328358209; 'f1-score': 0.4444444444444444; 'support': 134}; '1.0': {'precision': 0.7769784172661871; 'recall': 0.6467065868263473; 'f1-score': 0.7058823529411765; 'support': 334}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5779628928436199; 'recall': 0.5920100098310841; 'f1-score': 0.5751633986928104; 'support': 468}; 'weighted avg': {'precision': 0.6630122622549733; 'recall': 0.6153846153846154; 'f1-score': 0.6310261996536507; 'support': 468}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.3333333333333333; 'f1-score': 0.3448275862068965; 'support': 15}; '1.0': {'precision': 0.7435897435897436; 'recall': 0.7631578947368421; 'f1-score': 0.7532467532467534; 'support': 38}; 'accuracy': 0.6415094339622641; 'macro avg': {'precision': 0.5503663003663004; 'recall': 0.5482456140350878; 'f1-score': 0.5490371697268249; 'support': 53}; 'weighted avg': {'precision': 0.634217983274587; 'recall': 0.6415094339622641; 'f1-score': 0.6376564229524542; 'support': 53}}
l: 5,2,DNF,3,469,52,29,[16; 17],158,0.770823,0.461538,4,[X9 >= 0.930000] OR [X3 >= 0.200000 AND X5 < 25.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.19230769230769232; 'recall': 0.26119402985074625; 'f1-score': 0.22151898734177214; 'support': 134}; '1.0': {'precision': 0.6550522648083623; 'recall': 0.5611940298507463; 'f1-score': 0.6045016077170419; 'support': 335}; 'accuracy': 0.47547974413646055; 'macro avg': {'precision': 0.4236799785580273; 'recall': 0.41119402985074627; 'f1-score': 0.413010297529407; 'support': 469}; 'weighted avg': {'precision': 0.5228395298081709; 'recall': 0.47547974413646055; 'f1-score': 0.49507800189553625; 'support': 469}},{'0.0': {'precision': 0.15789473684210525; 'recall': 0.2; 'f1-score': 0.17647058823529413; 'support': 15}; '1.0': {'precision': 0.6363636363636364; 'recall': 0.5675675675675675; 'f1-score': 0.6000000000000001; 'support': 37}; 'accuracy': 0.46153846153846156; 'macro avg': {'precision': 0.3971291866028708; 'recall': 0.38378378378378375; 'f1-score': 0.3882352941176471; 'support': 52}; 'weighted avg': {'precision': 0.49834376150165627; 'recall': 0.46153846153846156; 'f1-score': 0.4778280542986426; 'support': 52}}
l: 5,2,DNF,4,469,52,29,[16; 17],158,0.756291,0.480769,7,[X0 >= 45.000000 AND X6 >= 28.000000 AND X7 < 6.900000] OR [X0 < 49.000000 AND X6 < 105.000000 AND X8 >= 2.000000 AND X9 >= 0.546000],{'0.0': {'precision': 0.25903614457831325; 'recall': 0.3208955223880597; 'f1-score': 0.2866666666666666; 'support': 134}; '1.0': {'precision': 0.6996699669966997; 'recall': 0.6328358208955224; 'f1-score': 0.664576802507837; 'support': 335}; 'accuracy': 0.5437100213219617; 'macro avg': {'precision': 0.4793530557875065; 'recall': 0.47686567164179106; 'f1-score': 0.4756217345872518; 'support': 469}; 'weighted avg': {'precision': 0.5737745891628749; 'recall': 0.5437100213219617; 'f1-score': 0.5566024779817883; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.4; 'f1-score': 0.3076923076923077; 'support': 15}; '1.0': {'precision': 0.6785714285714286; 'recall': 0.5135135135135135; 'f1-score': 0.5846153846153848; 'support': 37}; 'accuracy': 0.4807692307692308; 'macro avg': {'precision': 0.4642857142857143; 'recall': 0.45675675675675675; 'f1-score': 0.44615384615384623; 'support': 52}; 'weighted avg': {'precision': 0.554945054945055; 'recall': 0.4807692307692308; 'f1-score': 0.504733727810651; 'support': 52}}
l: 5,2,DNF,5,469,52,29,[16; 17],158,0.773899,0.634615,7,[X1 AND X2 >= 0.800000 AND X4 >= 182.000000 AND X6 >= 23.000000] OR [X2 >= 0.700000 AND X4 >= 167.600000 AND X9 < 1.060000],{'0.0': {'precision': 0.44642857142857145; 'recall': 0.5597014925373134; 'f1-score': 0.49668874172185434; 'support': 134}; '1.0': {'precision': 0.8039867109634552; 'recall': 0.7223880597014926; 'f1-score': 0.7610062893081762; 'support': 335}; 'accuracy': 0.67590618336887; 'macro avg': {'precision': 0.6252076411960134; 'recall': 0.6410447761194029; 'f1-score': 0.6288475155150153; 'support': 469}; 'weighted avg': {'precision': 0.701827242524917; 'recall': 0.67590618336887; 'f1-score': 0.6854869899977984; 'support': 469}},{'0.0': {'precision': 0.3888888888888889; 'recall': 0.4666666666666667; 'f1-score': 0.42424242424242425; 'support': 15}; '1.0': {'precision': 0.7647058823529411; 'recall': 0.7027027027027027; 'f1-score': 0.7323943661971832; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.576797385620915; 'recall': 0.5846846846846847; 'f1-score': 0.5783183952198038; 'support': 52}; 'weighted avg': {'precision': 0.6562971342383107; 'recall': 0.6346153846153846; 'f1-score': 0.6435043829410028; 'support': 52}}
l: 5,2,DNF,6,469,52,29,[16; 17],158,0.756873,0.442308,7,[X0 >= 31.000000 AND X3 < 1.600000 AND X7 < 7.900000 AND X8 < 3.600000] OR [X0 >= 66.000000 AND X4 < 328.000000 AND X7 >= 6.000000],{'0.0': {'precision': 0.2988929889298893; 'recall': 0.6044776119402985; 'f1-score': 0.39999999999999997; 'support': 134}; '1.0': {'precision': 0.7323232323232324; 'recall': 0.43283582089552236; 'f1-score': 0.5440900562851781; 'support': 335}; 'accuracy': 0.48187633262260127; 'macro avg': {'precision': 0.5156081106265609; 'recall': 0.5186567164179104; 'f1-score': 0.4720450281425891; 'support': 469}; 'weighted avg': {'precision': 0.6084860199251344; 'recall': 0.48187633262260127; 'f1-score': 0.5029214687751272; 'support': 469}},{'0.0': {'precision': 0.23076923076923078; 'recall': 0.4; 'f1-score': 0.29268292682926833; 'support': 15}; '1.0': {'precision': 0.6538461538461539; 'recall': 0.4594594594594595; 'f1-score': 0.5396825396825398; 'support': 37}; 'accuracy': 0.4423076923076923; 'macro avg': {'precision': 0.4423076923076923; 'recall': 0.4297297297297298; 'f1-score': 0.41618273325590405; 'support': 52}; 'weighted avg': {'precision': 0.5318047337278107; 'recall': 0.4423076923076923; 'f1-score': 0.4684326513594807; 'support': 52}}
l: 5,2,DNF,7,469,52,29,[16; 17],158,0.768280,0.596154,6,[X2 >= 0.700000 AND X7 < 7.300000 AND X9 < 1.308000] OR [X2 < 0.900000 AND X4 >= 182.000000 AND X5 < 53.600000],{'0.0': {'precision': 0.3140495867768595; 'recall': 0.2835820895522388; 'f1-score': 0.2980392156862745; 'support': 134}; '1.0': {'precision': 0.7241379310344828; 'recall': 0.7522388059701492; 'f1-score': 0.7379209370424596; 'support': 335}; 'accuracy': 0.6183368869936035; 'macro avg': {'precision': 0.5190937589056711; 'recall': 0.517910447761194; 'f1-score': 0.517980076364367; 'support': 469}; 'weighted avg': {'precision': 0.6069698326751618; 'recall': 0.6183368869936035; 'f1-score': 0.6122404452264067; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.4; 'f1-score': 0.3636363636363636; 'support': 15}; '1.0': {'precision': 0.7352941176470589; 'recall': 0.6756756756756757; 'f1-score': 0.7042253521126761; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.5343137254901961; 'recall': 0.5378378378378379; 'f1-score': 0.5339308578745199; 'support': 52}; 'weighted avg': {'precision': 0.6193438914027148; 'recall': 0.5961538461538461; 'f1-score': 0.6059785285137398; 'support': 52}}
l: 5,2,DNF,8,469,52,29,[16; 17],158,0.760480,0.730769,7,[X0 >= 31.000000 AND X5 >= 21.000000 AND X6 >= 28.000000 AND X7 >= 6.200000] OR [X2 >= 0.700000 AND X4 >= 182.000000 AND X5 < 53.600000],{'0.0': {'precision': 0.3709677419354839; 'recall': 0.5149253731343284; 'f1-score': 0.43125; 'support': 134}; '1.0': {'precision': 0.7703180212014135; 'recall': 0.6507462686567164; 'f1-score': 0.7055016181229774; 'support': 335}; 'accuracy': 0.6119402985074627; 'macro avg': {'precision': 0.5706428815684487; 'recall': 0.5828358208955224; 'f1-score': 0.5683758090614888; 'support': 469}; 'weighted avg': {'precision': 0.6562179414111478; 'recall': 0.6119402985074627; 'f1-score': 0.6271440129449839; 'support': 469}},{'0.0': {'precision': 0.5294117647058824; 'recall': 0.6; 'f1-score': 0.5625; 'support': 15}; '1.0': {'precision': 0.8285714285714286; 'recall': 0.7837837837837838; 'f1-score': 0.8055555555555555; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6789915966386555; 'recall': 0.6918918918918919; 'f1-score': 0.6840277777777777; 'support': 52}; 'weighted avg': {'precision': 0.7422753716871363; 'recall': 0.7307692307692307; 'f1-score': 0.7354433760683761; 'support': 52}}
l: 5,2,DNF,9,469,52,29,[16; 17],158,0.744559,0.442308,6,[X0 < 23.000000 AND X5 < 43.000000 AND X7 < 6.600000] OR [X0 >= 31.000000 AND X8 < 4.100000 AND X9 < 1.308000],{'0.0': {'precision': 0.4316546762589928; 'recall': 0.44776119402985076; 'f1-score': 0.4395604395604396; 'support': 134}; '1.0': {'precision': 0.7757575757575758; 'recall': 0.764179104477612; 'f1-score': 0.7699248120300752; 'support': 335}; 'accuracy': 0.673773987206823; 'macro avg': {'precision': 0.6037061260082843; 'recall': 0.6059701492537314; 'f1-score': 0.6047426257952574; 'support': 469}; 'weighted avg': {'precision': 0.6774424616151234; 'recall': 0.673773987206823; 'f1-score': 0.675534991324465; 'support': 469}},{'0.0': {'precision': 0.0625; 'recall': 0.06666666666666667; 'f1-score': 0.06451612903225808; 'support': 15}; '1.0': {'precision': 0.6111111111111112; 'recall': 0.5945945945945946; 'f1-score': 0.6027397260273972; 'support': 37}; 'accuracy': 0.4423076923076923; 'macro avg': {'precision': 0.3368055555555556; 'recall': 0.33063063063063064; 'f1-score': 0.3336279275298277; 'support': 52}; 'weighted avg': {'precision': 0.45285790598290604; 'recall': 0.4423076923076923; 'f1-score': 0.44748291920187633; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.541691 (+- 0.127690), (mean training time) 0.759760 (+- 0.012621)
l: 5,2,DNF,0,468,53,14,[33; 34],158,5.696685,0.660377,6,[X4 < 195.000000 AND X5 < 140.200000 AND X8 >= 3.300000] OR [X2 >= 0.700000 AND X3 >= 0.300000 AND X4 >= 150.000000],{'0.0': {'precision': 0.37349397590361444; 'recall': 0.4626865671641791; 'f1-score': 0.41333333333333333; 'support': 134}; '1.0': {'precision': 0.7615894039735099; 'recall': 0.688622754491018; 'f1-score': 0.7232704402515724; 'support': 334}; 'accuracy': 0.6239316239316239; 'macro avg': {'precision': 0.5675416899385621; 'recall': 0.5756546608275985; 'f1-score': 0.5683018867924529; 'support': 468}; 'weighted avg': {'precision': 0.6504680634577706; 'recall': 0.6239316239316239; 'f1-score': 0.6345277643390852; 'support': 468}},{'0.0': {'precision': 0.42105263157894735; 'recall': 0.5333333333333333; 'f1-score': 0.47058823529411764; 'support': 15}; '1.0': {'precision': 0.7941176470588235; 'recall': 0.7105263157894737; 'f1-score': 0.7499999999999999; 'support': 38}; 'accuracy': 0.660377358490566; 'macro avg': {'precision': 0.6075851393188854; 'recall': 0.6219298245614036; 'f1-score': 0.6102941176470588; 'support': 53}; 'weighted avg': {'precision': 0.6885332087154623; 'recall': 0.660377358490566; 'f1-score': 0.6709211986681465; 'support': 53}}
l: 5,2,DNF,1,469,52,14,[33; 34],158,8.571611,0.538462,9,[X0 >= 23.000000 AND X2 >= 0.800000 AND X4 >= 150.000000 AND X5 < 74.000000 AND X7 < 7.300000] OR [X1 AND X6 >= 34.000000 AND X7 >= 6.000000 AND X9 < 1.308000],{'0.0': {'precision': 0.4; 'recall': 0.5777777777777777; 'f1-score': 0.4727272727272727; 'support': 135}; '1.0': {'precision': 0.791970802919708; 'recall': 0.6497005988023952; 'f1-score': 0.7138157894736843; 'support': 334}; 'accuracy': 0.6289978678038379; 'macro avg': {'precision': 0.595985401459854; 'recall': 0.6137391882900864; 'f1-score': 0.5932715311004785; 'support': 469}; 'weighted avg': {'precision': 0.6791433863010287; 'recall': 0.6289978678038379; 'f1-score': 0.6444193081074464; 'support': 469}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.42857142857142855; 'f1-score': 0.33333333333333326; 'support': 14}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.5789473684210527; 'f1-score': 0.6470588235294117; 'support': 38}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.5030303030303029; 'recall': 0.5037593984962406; 'f1-score': 0.4901960784313725; 'support': 52}; 'weighted avg': {'precision': 0.6093240093240092; 'recall': 0.5384615384615384; 'f1-score': 0.5625942684766213; 'support': 52}}
l: 5,2,DNF,2,469,52,14,[33; 34],158,2.512283,0.557692,7,[X0 >= 31.000000 AND X7 >= 6.900000] OR [X6 < 105.000000 AND X6 >= 23.000000 AND X7 < 7.900000 AND X7 >= 5.100000 AND X8 < 3.600000],{'0.0': {'precision': 0.35233160621761656; 'recall': 0.5074626865671642; 'f1-score': 0.4159021406727828; 'support': 134}; '1.0': {'precision': 0.7608695652173914; 'recall': 0.6268656716417911; 'f1-score': 0.6873977086743045; 'support': 335}; 'accuracy': 0.5927505330490405; 'macro avg': {'precision': 0.5566005857175039; 'recall': 0.5671641791044777; 'f1-score': 0.5516499246735437; 'support': 469}; 'weighted avg': {'precision': 0.6441444340745985; 'recall': 0.5927505330490405; 'f1-score': 0.6098275463881554; 'support': 469}},{'0.0': {'precision': 0.2777777777777778; 'recall': 0.3333333333333333; 'f1-score': 0.303030303030303; 'support': 15}; '1.0': {'precision': 0.7058823529411765; 'recall': 0.6486486486486487; 'f1-score': 0.676056338028169; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.49183006535947715; 'recall': 0.49099099099099097; 'f1-score': 0.489543320529236; 'support': 52}; 'weighted avg': {'precision': 0.5823906485671192; 'recall': 0.5576923076923077; 'f1-score': 0.5684526740864768; 'support': 52}}
l: 5,2,DNF,3,469,52,14,[33; 34],158,2.414940,0.634615,9,[X0 >= 23.000000 AND X4 >= 195.000000 AND X5 >= 21.000000 AND X7 < 7.900000] OR [X2 >= 0.700000 AND X4 >= 150.000000 AND X6 < 71.600000 AND X6 >= 19.000000 AND X7 >= 5.600000],{'0.0': {'precision': 0.35443037974683544; 'recall': 0.417910447761194; 'f1-score': 0.3835616438356164; 'support': 134}; '1.0': {'precision': 0.7491961414790996; 'recall': 0.6955223880597015; 'f1-score': 0.7213622291021672; 'support': 335}; 'accuracy': 0.6162046908315565; 'macro avg': {'precision': 0.5518132606129675; 'recall': 0.5567164179104478; 'f1-score': 0.5524619364688919; 'support': 469}; 'weighted avg': {'precision': 0.6364059238413099; 'recall': 0.6162046908315565; 'f1-score': 0.6248477761688669; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.26666666666666666; 'f1-score': 0.2962962962962963; 'support': 15}; '1.0': {'precision': 0.725; 'recall': 0.7837837837837838; 'f1-score': 0.7532467532467533; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5291666666666667; 'recall': 0.5252252252252252; 'f1-score': 0.5247715247715248; 'support': 52}; 'weighted avg': {'precision': 0.6120192307692307; 'recall': 0.6346153846153846; 'f1-score': 0.6214341214341215; 'support': 52}}
l: 5,2,DNF,4,469,52,14,[33; 34],158,4.331671,0.634615,7,[X0 >= 23.000000 AND X4 >= 182.000000 AND X6 >= 34.000000] OR [X4 >= 167.600000 AND X5 >= 18.000000 AND X6 < 54.000000 AND X8 < 3.600000],{'0.0': {'precision': 0.4263959390862944; 'recall': 0.6268656716417911; 'f1-score': 0.5075528700906345; 'support': 134}; '1.0': {'precision': 0.8161764705882353; 'recall': 0.6626865671641791; 'f1-score': 0.7314662273476112; 'support': 335}; 'accuracy': 0.652452025586354; 'macro avg': {'precision': 0.6212862048372648; 'recall': 0.6447761194029851; 'f1-score': 0.6195095487191229; 'support': 469}; 'weighted avg': {'precision': 0.7048106044448236; 'recall': 0.652452025586354; 'f1-score': 0.6674909824170465; 'support': 469}},{'0.0': {'precision': 0.4230769230769231; 'recall': 0.7333333333333333; 'f1-score': 0.5365853658536585; 'support': 15}; '1.0': {'precision': 0.8461538461538461; 'recall': 0.5945945945945946; 'f1-score': 0.6984126984126985; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.6346153846153846; 'recall': 0.663963963963964; 'f1-score': 0.6174990321331785; 'support': 52}; 'weighted avg': {'precision': 0.724112426035503; 'recall': 0.6346153846153846; 'f1-score': 0.6517317370975909; 'support': 52}}
l: 5,2,DNF,5,469,52,14,[33; 34],158,4.255154,0.615385,7,[X0 < 60.000000 AND X2 >= 0.900000 AND X4 >= 150.000000 AND X5 >= 18.000000] OR [X0 >= 45.000000 AND X1 AND X9 < 1.200000],{'0.0': {'precision': 0.4502923976608187; 'recall': 0.5746268656716418; 'f1-score': 0.5049180327868852; 'support': 134}; '1.0': {'precision': 0.8087248322147651; 'recall': 0.7194029850746269; 'f1-score': 0.7614533965244866; 'support': 335}; 'accuracy': 0.6780383795309168; 'macro avg': {'precision': 0.6295086149377919; 'recall': 0.6470149253731343; 'f1-score': 0.6331857146556858; 'support': 469}; 'weighted avg': {'precision': 0.7063155651993519; 'recall': 0.6780383795309168; 'f1-score': 0.6881575783137432; 'support': 469}},{'0.0': {'precision': 0.35294117647058826; 'recall': 0.4; 'f1-score': 0.37500000000000006; 'support': 15}; '1.0': {'precision': 0.7428571428571429; 'recall': 0.7027027027027027; 'f1-score': 0.7222222222222223; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5478991596638656; 'recall': 0.5513513513513514; 'f1-score': 0.5486111111111112; 'support': 52}; 'weighted avg': {'precision': 0.6303813833225599; 'recall': 0.6153846153846154; 'f1-score': 0.6220619658119659; 'support': 52}}
l: 5,2,DNF,6,469,52,14,[33; 34],158,6.858524,0.634615,6,[X0 >= 23.000000 AND X8 < 2.700000 AND X9 < 1.308000] OR [X7 >= 6.200000 AND X8 >= 2.000000 AND X9 < 1.200000],{'0.0': {'precision': 0.36645962732919257; 'recall': 0.44029850746268656; 'f1-score': 0.4; 'support': 134}; '1.0': {'precision': 0.7564935064935064; 'recall': 0.6955223880597015; 'f1-score': 0.7247278382581649; 'support': 335}; 'accuracy': 0.6226012793176973; 'macro avg': {'precision': 0.5614765669113495; 'recall': 0.567910447761194; 'f1-score': 0.5623639191290825; 'support': 469}; 'weighted avg': {'precision': 0.6450552553037024; 'recall': 0.6226012793176973; 'f1-score': 0.6319484558986892; 'support': 469}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.3333333333333333; 'f1-score': 0.3448275862068965; 'support': 15}; '1.0': {'precision': 0.7368421052631579; 'recall': 0.7567567567567568; 'f1-score': 0.7466666666666667; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5469924812030075; 'recall': 0.545045045045045; 'f1-score': 0.5457471264367816; 'support': 52}; 'weighted avg': {'precision': 0.6273134759976865; 'recall': 0.6346153846153846; 'f1-score': 0.6307515473032714; 'support': 52}}
l: 5,2,DNF,7,469,52,14,[33; 34],158,5.416979,0.673077,7,[X0 >= 31.000000 AND X7 < 7.300000] OR [X0 < 66.000000 AND X0 >= 23.000000 AND X2 < 2.000000 AND X2 >= 0.900000 AND X7 >= 6.600000],{'0.0': {'precision': 0.3865546218487395; 'recall': 0.34328358208955223; 'f1-score': 0.36363636363636365; 'support': 134}; '1.0': {'precision': 0.7485714285714286; 'recall': 0.7820895522388059; 'f1-score': 0.764963503649635; 'support': 335}; 'accuracy': 0.6567164179104478; 'macro avg': {'precision': 0.5675630252100841; 'recall': 0.5626865671641791; 'f1-score': 0.5642999336429992; 'support': 469}; 'weighted avg': {'precision': 0.6451380552220889; 'recall': 0.6567164179104478; 'f1-score': 0.650298606502986; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.5333333333333333; 'f1-score': 0.4848484848484848; 'support': 15}; '1.0': {'precision': 0.7941176470588235; 'recall': 0.7297297297297297; 'f1-score': 0.7605633802816901; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.619281045751634; 'recall': 0.6315315315315315; 'f1-score': 0.6227059325650874; 'support': 52}; 'weighted avg': {'precision': 0.6932503770739065; 'recall': 0.6730769230769231; 'f1-score': 0.6810302373682655; 'support': 52}}
l: 5,2,DNF,8,469,52,14,[33; 34],158,4.120952,0.788462,5,[X0 >= 49.000000 AND X6 >= 23.000000 AND X7 < 7.900000] OR [X0 < 66.000000 AND X4 >= 167.600000],{'0.0': {'precision': 0.5135135135135135; 'recall': 0.2835820895522388; 'f1-score': 0.3653846153846153; 'support': 134}; '1.0': {'precision': 0.7569620253164557; 'recall': 0.8925373134328358; 'f1-score': 0.8191780821917808; 'support': 335}; 'accuracy': 0.7185501066098081; 'macro avg': {'precision': 0.6352377694149847; 'recall': 0.5880597014925373; 'f1-score': 0.592281348788198; 'support': 469}; 'weighted avg': {'precision': 0.6874053076584722; 'recall': 0.7185501066098081; 'f1-score': 0.6895228059611621; 'support': 469}},{'0.0': {'precision': 0.7; 'recall': 0.4666666666666667; 'f1-score': 0.56; 'support': 15}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.918918918918919; 'f1-score': 0.860759493670886; 'support': 37}; 'accuracy': 0.7884615384615384; 'macro avg': {'precision': 0.7547619047619047; 'recall': 0.6927927927927928; 'f1-score': 0.710379746835443; 'support': 52}; 'weighted avg': {'precision': 0.7779304029304028; 'recall': 0.7884615384615384; 'f1-score': 0.7740019474196689; 'support': 52}}
l: 5,2,DNF,9,469,52,14,[33; 34],158,3.762376,0.519231,4,[X5 >= 35.000000 AND X8 < 4.100000] OR [X0 >= 45.000000 AND X7 >= 6.000000],{'0.0': {'precision': 0.49375; 'recall': 0.5895522388059702; 'f1-score': 0.5374149659863945; 'support': 134}; '1.0': {'precision': 0.8220064724919094; 'recall': 0.7582089552238805; 'f1-score': 0.7888198757763976; 'support': 335}; 'accuracy': 0.7100213219616205; 'macro avg': {'precision': 0.6578782362459548; 'recall': 0.6738805970149253; 'f1-score': 0.663117420881396; 'support': 469}; 'weighted avg': {'precision': 0.7282189089227925; 'recall': 0.7100213219616205; 'f1-score': 0.7169899015506824; 'support': 469}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.4; 'f1-score': 0.3243243243243243; 'support': 15}; '1.0': {'precision': 0.7; 'recall': 0.5675675675675675; 'f1-score': 0.626865671641791; 'support': 37}; 'accuracy': 0.5192307692307693; 'macro avg': {'precision': 0.48636363636363633; 'recall': 0.4837837837837838; 'f1-score': 0.4755949979830576; 'support': 52}; 'weighted avg': {'precision': 0.5767482517482517; 'recall': 0.5192307692307693; 'f1-score': 0.5395941291463678; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [33, 34], 'n_partitions': 14}, (mean val acc cv) 0.625653 (+- 0.073386), (mean training time) 4.794117 (+- 1.806185)
l: 5,2,DNF,0,468,53,7,[66; 67],158,333.519412,0.660377,6,[X3 >= 0.200000 AND X5 >= 25.000000] OR [X0 >= 35.000000 AND X1 AND X8 < 3.600000 AND X8 >= 2.000000],{'0.0': {'precision': 0.49122807017543857; 'recall': 0.417910447761194; 'f1-score': 0.45161290322580644; 'support': 134}; '1.0': {'precision': 0.7796610169491526; 'recall': 0.8263473053892215; 'f1-score': 0.8023255813953488; 'support': 334}; 'accuracy': 0.7094017094017094; 'macro avg': {'precision': 0.6354445435622955; 'recall': 0.6221288765752078; 'f1-score': 0.6269692423105776; 'support': 468}; 'weighted avg': {'precision': 0.6970755150951404; 'recall': 0.7094017094017094; 'f1-score': 0.701907848757061; 'support': 468}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.2; 'f1-score': 0.25; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8421052631578947; 'f1-score': 0.7804878048780488; 'support': 38}; 'accuracy': 0.660377358490566; 'macro avg': {'precision': 0.5303030303030303; 'recall': 0.5210526315789473; 'f1-score': 0.5152439024390244; 'support': 53}; 'weighted avg': {'precision': 0.6157804459691253; 'recall': 0.660377358490566; 'f1-score': 0.6303497468936953; 'support': 53}}
l: 5,2,DNF,1,469,52,7,[67; 67],158,101.658746,0.711538,7,[X2 >= 0.800000 AND X3 >= 0.200000 AND X4 >= 167.600000 AND X6 >= 19.000000] OR [X2 < 1.000000 AND X6 < 34.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.4444444444444444; 'recall': 0.35555555555555557; 'f1-score': 0.3950617283950617; 'support': 135}; '1.0': {'precision': 0.7590027700831025; 'recall': 0.8203592814371258; 'f1-score': 0.7884892086330935; 'support': 334}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.6017236072637735; 'recall': 0.5879574184963406; 'f1-score': 0.5917754685140776; 'support': 469}; 'weighted avg': {'precision': 0.668458262703105; 'recall': 0.6865671641791045; 'f1-score': 0.6752424925731055; 'support': 469}},{'0.0': {'precision': 0.46153846153846156; 'recall': 0.42857142857142855; 'f1-score': 0.4444444444444445; 'support': 14}; '1.0': {'precision': 0.7948717948717948; 'recall': 0.8157894736842105; 'f1-score': 0.8051948051948051; 'support': 38}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6282051282051282; 'recall': 0.6221804511278195; 'f1-score': 0.6248196248196248; 'support': 52}; 'weighted avg': {'precision': 0.7051282051282051; 'recall': 0.7115384615384616; 'f1-score': 0.708069708069708; 'support': 52}}
l: 5,2,DNF,2,469,52,7,[67; 67],158,189.140028,0.711538,7,[X0 < 60.000000 AND X2 >= 0.800000 AND X5 < 21.000000 AND X8 >= 2.500000] OR [X4 >= 167.600000 AND X5 >= 18.000000 AND X6 >= 23.000000],{'0.0': {'precision': 0.427536231884058; 'recall': 0.44029850746268656; 'f1-score': 0.4338235294117648; 'support': 134}; '1.0': {'precision': 0.7734138972809668; 'recall': 0.764179104477612; 'f1-score': 0.7687687687687688; 'support': 335}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.6004750645825123; 'recall': 0.6022388059701492; 'f1-score': 0.6012961490902667; 'support': 469}; 'weighted avg': {'precision': 0.6745917071675641; 'recall': 0.6716417910447762; 'f1-score': 0.673070128952482; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.5333333333333333; 'f1-score': 0.5161290322580646; 'support': 15}; '1.0': {'precision': 0.8055555555555556; 'recall': 0.7837837837837838; 'f1-score': 0.7945205479452055; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6527777777777778; 'recall': 0.6585585585585585; 'f1-score': 0.655324790101635; 'support': 52}; 'weighted avg': {'precision': 0.7174145299145299; 'recall': 0.7115384615384616; 'f1-score': 0.7142153030354533; 'support': 52}}
