l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,1.352684,0.698113,3,[(NOT X1) OR X5 >= 35.000000 OR X6 >= 71.600000],{'0.0': {'precision': 0.4206896551724138; 'recall': 0.45864661654135336; 'f1-score': 0.43884892086330934; 'support': 133}; '1.0': {'precision': 0.7770897832817337; 'recall': 0.7492537313432835; 'f1-score': 0.7629179331306991; 'support': 335}; 'accuracy': 0.6666666666666666; 'macro avg': {'precision': 0.5988897192270738; 'recall': 0.6039501739423184; 'f1-score': 0.6008834269970043; 'support': 468}; 'weighted avg': {'precision': 0.6758051314899826; 'recall': 0.6666666666666666; 'f1-score': 0.6708213975931716; 'support': 468}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.7894736842105263; 'f1-score': 0.7894736842105263; 'support': 38}; 'accuracy': 0.6981132075471698; 'macro avg': {'precision': 0.6280701754385964; 'recall': 0.6280701754385964; 'f1-score': 0.6280701754385964; 'support': 53}; 'weighted avg': {'precision': 0.6981132075471698; 'recall': 0.6981132075471698; 'f1-score': 0.6981132075471698; 'support': 53}}
l: 5,2,DNF,4,469,52,14,[33; 34],158,2.744114,0.596154,8,[X4 >= 182.000000 AND X9 < 1.060000] OR [X0 < 66.000000 AND X0 >= 23.000000 AND X2 < 0.900000 AND X4 < 328.000000 AND X7 < 7.900000 AND X9 >= 1.060000],{'0.0': {'precision': 0.39325842696629215; 'recall': 0.5263157894736842; 'f1-score': 0.45016077170418006; 'support': 133}; '1.0': {'precision': 0.7835051546391752; 'recall': 0.6785714285714286; 'f1-score': 0.7272727272727272; 'support': 336}; 'accuracy': 0.6353944562899787; 'macro avg': {'precision': 0.5883817908027337; 'recall': 0.6024436090225564; 'f1-score': 0.5887167494884537; 'support': 469}; 'weighted avg': {'precision': 0.6728381721647755; 'recall': 0.6353944562899787; 'f1-score': 0.6486887398726915; 'support': 469}},{'0.0': {'precision': 0.35; 'recall': 0.4666666666666667; 'f1-score': 0.4; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.6486486486486487; 'f1-score': 0.6956521739130435; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.55; 'recall': 0.5576576576576577; 'f1-score': 0.5478260869565217; 'support': 52}; 'weighted avg': {'precision': 0.6346153846153846; 'recall': 0.5961538461538461; 'f1-score': 0.6103678929765887; 'support': 52}}
l: 5,2,DNF,5,469,52,14,[33; 34],158,2.633614,0.557692,8,[X0 >= 35.000000 AND X3 >= 0.200000 AND X7 >= 6.000000 AND X8 >= 2.500000] OR [X0 < 55.000000 AND X1 AND X4 < 512.600000 AND X4 >= 167.600000],{'0.0': {'precision': 0.3493975903614458; 'recall': 0.43609022556390975; 'f1-score': 0.3879598662207358; 'support': 133}; '1.0': {'precision': 0.7524752475247525; 'recall': 0.6785714285714286; 'f1-score': 0.7136150234741784; 'support': 336}; 'accuracy': 0.6098081023454158; 'macro avg': {'precision': 0.5509364189430992; 'recall': 0.5573308270676691; 'f1-score': 0.5507874448474571; 'support': 469}; 'weighted avg': {'precision': 0.6381696432545609; 'recall': 0.6098081023454158; 'f1-score': 0.6212650535067843; 'support': 469}},{'0.0': {'precision': 0.21428571428571427; 'recall': 0.2; 'f1-score': 0.20689655172413796; 'support': 15}; '1.0': {'precision': 0.6842105263157895; 'recall': 0.7027027027027027; 'f1-score': 0.6933333333333334; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.4492481203007519; 'recall': 0.4513513513513514; 'f1-score': 0.45011494252873563; 'support': 52}; 'weighted avg': {'precision': 0.5486552920763448; 'recall': 0.5576923076923077; 'f1-score': 0.5530150309460655; 'support': 52}}
l: 5,2,DNF,6,469,52,14,[33; 34],158,5.440708,0.673077,8,[X6 >= 23.000000 AND X8 < 4.100000 AND X9 < 1.200000] OR [X0 < 60.000000 AND X4 >= 236.800000 AND X5 < 74.000000 AND X8 < 4.100000 AND X9 >= 0.546000],{'0.0': {'precision': 0.4451219512195122; 'recall': 0.5488721804511278; 'f1-score': 0.4915824915824916; 'support': 133}; '1.0': {'precision': 0.8032786885245902; 'recall': 0.7291666666666666; 'f1-score': 0.7644305772230888; 'support': 336}; 'accuracy': 0.6780383795309168; 'macro avg': {'precision': 0.6242003198720512; 'recall': 0.6390194235588973; 'f1-score': 0.6280065344027902; 'support': 469}; 'weighted avg': {'precision': 0.7017118525724039; 'recall': 0.6780383795309168; 'f1-score': 0.6870557469668002; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.5333333333333333; 'f1-score': 0.4848484848484848; 'support': 15}; '1.0': {'precision': 0.7941176470588235; 'recall': 0.7297297297297297; 'f1-score': 0.7605633802816901; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.619281045751634; 'recall': 0.6315315315315315; 'f1-score': 0.6227059325650874; 'support': 52}; 'weighted avg': {'precision': 0.6932503770739065; 'recall': 0.6730769230769231; 'f1-score': 0.6810302373682655; 'support': 52}}
l: 5,2,DNF,7,469,52,14,[33; 34],158,2.581948,0.538462,7,[X0 < 55.000000 AND X4 >= 150.000000 AND X5 >= 21.000000 AND X9 < 1.000000] OR [X0 >= 31.000000 AND X4 >= 167.600000 AND X6 >= 19.000000],{'0.0': {'precision': 0.4444444444444444; 'recall': 0.48120300751879697; 'f1-score': 0.4620938628158845; 'support': 133}; '1.0': {'precision': 0.7876923076923077; 'recall': 0.7619047619047619; 'f1-score': 0.7745839636913767; 'support': 336}; 'accuracy': 0.6823027718550106; 'macro avg': {'precision': 0.6160683760683761; 'recall': 0.6215538847117794; 'f1-score': 0.6183389132536306; 'support': 469}; 'weighted avg': {'precision': 0.6903533613981375; 'recall': 0.6823027718550106; 'f1-score': 0.6859673679207148; 'support': 469}},{'0.0': {'precision': 0.32; 'recall': 0.5333333333333333; 'f1-score': 0.4; 'support': 15}; '1.0': {'precision': 0.7407407407407407; 'recall': 0.5405405405405406; 'f1-score': 0.625; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.5303703703703704; 'recall': 0.536936936936937; 'f1-score': 0.5125; 'support': 52}; 'weighted avg': {'precision': 0.6193732193732193; 'recall': 0.5384615384615384; 'f1-score': 0.5600961538461539; 'support': 52}}
l: 5,2,DNF,8,469,52,14,[33; 34],158,2.337443,0.634615,6,[X0 < 55.000000 AND X0 >= 23.000000 AND X1] OR [X5 >= 18.000000 AND X7 < 7.900000 AND X8 < 3.300000],{'0.0': {'precision': 0.45161290322580644; 'recall': 0.42105263157894735; 'f1-score': 0.43579766536964976; 'support': 133}; '1.0': {'precision': 0.7768115942028986; 'recall': 0.7976190476190477; 'f1-score': 0.7870778267254039; 'support': 336}; 'accuracy': 0.6908315565031983; 'macro avg': {'precision': 0.6142122487143525; 'recall': 0.6093358395989975; 'f1-score': 0.6114377460475269; 'support': 469}; 'weighted avg': {'precision': 0.684591069895962; 'recall': 0.6908315565031983; 'f1-score': 0.6874610645498916; 'support': 469}},{'0.0': {'precision': 0.3888888888888889; 'recall': 0.4666666666666667; 'f1-score': 0.42424242424242425; 'support': 15}; '1.0': {'precision': 0.7647058823529411; 'recall': 0.7027027027027027; 'f1-score': 0.7323943661971832; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.576797385620915; 'recall': 0.5846846846846847; 'f1-score': 0.5783183952198038; 'support': 52}; 'weighted avg': {'precision': 0.6562971342383107; 'recall': 0.6346153846153846; 'f1-score': 0.6435043829410028; 'support': 52}}
l: 5,2,DNF,9,469,52,14,[33; 34],158,3.399483,0.673077,8,[X1 AND X4 < 328.000000 AND X6 >= 34.000000 AND X9 < 1.200000] OR [X0 >= 31.000000 AND X3 >= 0.200000 AND X7 >= 6.000000 AND X9 < 1.308000],{'0.0': {'precision': 0.3817204301075269; 'recall': 0.5338345864661654; 'f1-score': 0.445141065830721; 'support': 133}; '1.0': {'precision': 0.7809187279151943; 'recall': 0.6577380952380952; 'f1-score': 0.7140549273021002; 'support': 336}; 'accuracy': 0.6226012793176973; 'macro avg': {'precision': 0.5813195790113606; 'recall': 0.5957863408521303; 'f1-score': 0.5795979965664106; 'support': 469}; 'weighted avg': {'precision': 0.667713240477199; 'recall': 0.6226012793176973; 'f1-score': 0.6377957725564852; 'support': 469}},{'0.0': {'precision': 0.4583333333333333; 'recall': 0.7333333333333333; 'f1-score': 0.5641025641025641; 'support': 15}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.6486486486486487; 'f1-score': 0.7384615384615384; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6577380952380952; 'recall': 0.690990990990991; 'f1-score': 0.6512820512820512; 'support': 52}; 'weighted avg': {'precision': 0.7421016483516483; 'recall': 0.6730769230769231; 'f1-score': 0.6881656804733728; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [33, 34], 'n_partitions': 14}, (mean val acc cv) 0.602504 (+- 0.065785), (mean training time) 4.222757 (+- 2.456780)
l: 5,2,DNF,0,468,53,7,[66; 67],158,137.495931,0.716981,5,[X4 >= 195.000000 AND X6 >= 23.000000 AND X7 < 7.900000] OR [X0 >= 45.000000 AND X2 >= 0.800000],{'0.0': {'precision': 0.49032258064516127; 'recall': 0.5714285714285714; 'f1-score': 0.5277777777777778; 'support': 133}; '1.0': {'precision': 0.8178913738019169; 'recall': 0.764179104477612; 'f1-score': 0.7901234567901235; 'support': 335}; 'accuracy': 0.7094017094017094; 'macro avg': {'precision': 0.654106977223539; 'recall': 0.6678038379530917; 'f1-score': 0.6589506172839507; 'support': 468}; 'weighted avg': {'precision': 0.7248002424133517; 'recall': 0.7094017094017094; 'f1-score': 0.7155679539938801; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.4666666666666667; 'f1-score': 0.4827586206896552; 'support': 15}; '1.0': {'precision': 0.7948717948717948; 'recall': 0.8157894736842105; 'f1-score': 0.8051948051948051; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6474358974358974; 'recall': 0.6412280701754386; 'f1-score': 0.6439767129422301; 'support': 53}; 'weighted avg': {'precision': 0.7114175133043057; 'recall': 0.7169811320754716; 'f1-score': 0.7139392812782533; 'support': 53}}
l: 5,2,DNF,1,469,52,7,[67; 67],158,99.312356,0.673077,6,[X0 >= 40.000000 AND X2 >= 0.800000] OR [X0 < 60.000000 AND X4 >= 182.000000 AND X5 >= 18.000000 AND X8 < 3.600000],{'0.0': {'precision': 0.49693251533742333; 'recall': 0.6044776119402985; 'f1-score': 0.5454545454545455; 'support': 134}; '1.0': {'precision': 0.826797385620915; 'recall': 0.755223880597015; 'f1-score': 0.7893915756630264; 'support': 335}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.6618649504791692; 'recall': 0.6798507462686567; 'f1-score': 0.667423060558786; 'support': 469}; 'weighted avg': {'precision': 0.7325502798256317; 'recall': 0.7121535181236673; 'f1-score': 0.7196952813177462; 'support': 469}},{'0.0': {'precision': 0.42105263157894735; 'recall': 0.5714285714285714; 'f1-score': 0.48484848484848486; 'support': 14}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.7105263157894737; 'f1-score': 0.7605633802816901; 'support': 38}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6196172248803828; 'recall': 0.6409774436090225; 'f1-score': 0.6227059325650874; 'support': 52}; 'weighted avg': {'precision': 0.7112624217887376; 'recall': 0.6730769230769231; 'f1-score': 0.6863324468958272; 'support': 52}}
l: 5,2,DNF,2,469,52,7,[67; 67],158,80.814529,0.653846,6,[X0 >= 45.000000 AND X2 >= 0.800000 AND X4 < 208.000000 AND X8 < 4.100000] OR [X2 >= 0.700000 AND X5 >= 30.000000],{'0.0': {'precision': 0.4011627906976744; 'recall': 0.5149253731343284; 'f1-score': 0.4509803921568627; 'support': 134}; '1.0': {'precision': 0.7811447811447811; 'recall': 0.6925373134328359; 'f1-score': 0.7341772151898734; 'support': 335}; 'accuracy': 0.6417910447761194; 'macro avg': {'precision': 0.5911537859212278; 'recall': 0.6037313432835821; 'f1-score': 0.5925788036733681; 'support': 469}; 'weighted avg': {'precision': 0.6725784981598935; 'recall': 0.6417910447761194; 'f1-score': 0.6532638371804418; 'support': 469}},{'0.0': {'precision': 0.3888888888888889; 'recall': 0.5; 'f1-score': 0.43750000000000006; 'support': 14}; '1.0': {'precision': 0.7941176470588235; 'recall': 0.7105263157894737; 'f1-score': 0.7499999999999999; 'support': 38}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5915032679738562; 'recall': 0.6052631578947368; 'f1-score': 0.59375; 'support': 52}; 'weighted avg': {'precision': 0.6850175967823027; 'recall': 0.6538461538461539; 'f1-score': 0.6658653846153846; 'support': 52}}
l: 5,2,DNF,3,469,52,7,[67; 67],158,171.308201,0.557692,8,[X5 >= 35.000000 AND X8 < 4.100000] OR [X1 AND X3 < 1.600000 AND X4 < 328.000000 AND X6 < 105.000000 AND X6 >= 28.000000 AND X9 < 1.308000],{'0.0': {'precision': 0.45320197044334976; 'recall': 0.6917293233082706; 'f1-score': 0.5476190476190476; 'support': 133}; '1.0': {'precision': 0.8458646616541353; 'recall': 0.6696428571428571; 'f1-score': 0.7475083056478405; 'support': 336}; 'accuracy': 0.67590618336887; 'macro avg': {'precision': 0.6495333160487425; 'recall': 0.6806860902255638; 'f1-score': 0.647563676633444; 'support': 469}; 'weighted avg': {'precision': 0.7345125551913753; 'recall': 0.67590618336887; 'f1-score': 0.6908232921769888; 'support': 469}},{'0.0': {'precision': 0.2777777777777778; 'recall': 0.3333333333333333; 'f1-score': 0.303030303030303; 'support': 15}; '1.0': {'precision': 0.7058823529411765; 'recall': 0.6486486486486487; 'f1-score': 0.676056338028169; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.49183006535947715; 'recall': 0.49099099099099097; 'f1-score': 0.489543320529236; 'support': 52}; 'weighted avg': {'precision': 0.5823906485671192; 'recall': 0.5576923076923077; 'f1-score': 0.5684526740864768; 'support': 52}}
l: 5,2,DNF,4,469,52,7,[67; 67],158,54.299907,0.557692,7,[X5 >= 43.000000 AND X9 < 1.308000] OR [X2 >= 0.800000 AND X4 >= 167.600000 AND X5 < 43.000000 AND X6 >= 19.000000 AND X9 >= 0.546000],{'0.0': {'precision': 0.44919786096256686; 'recall': 0.631578947368421; 'f1-score': 0.525; 'support': 133}; '1.0': {'precision': 0.8262411347517731; 'recall': 0.6934523809523809; 'f1-score': 0.7540453074433657; 'support': 336}; 'accuracy': 0.67590618336887; 'macro avg': {'precision': 0.63771949785717; 'recall': 0.662515664160401; 'f1-score': 0.6395226537216829; 'support': 469}; 'weighted avg': {'precision': 0.7193184153190132; 'recall': 0.67590618336887; 'f1-score': 0.6890921605564411; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.26666666666666666; 'f1-score': 0.2580645161290323; 'support': 15}; '1.0': {'precision': 0.6944444444444444; 'recall': 0.6756756756756757; 'f1-score': 0.684931506849315; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.4722222222222222; 'recall': 0.47117117117117113; 'f1-score': 0.4714980114891737; 'support': 52}; 'weighted avg': {'precision': 0.5662393162393162; 'recall': 0.5576923076923077; 'f1-score': 0.561796797987695; 'support': 52}}
l: 5,2,DNF,5,469,52,7,[67; 67],158,135.966969,0.576923,9,[X4 >= 167.600000 AND X5 >= 18.000000 AND X8 < 3.600000] OR [X2 >= 0.700000 AND X4 < 512.600000 AND X5 < 53.600000 AND X6 < 54.000000 AND X7 >= 6.600000 AND X8 >= 3.300000],{'0.0': {'precision': 0.4178082191780822; 'recall': 0.45864661654135336; 'f1-score': 0.43727598566308246; 'support': 133}; '1.0': {'precision': 0.7770897832817337; 'recall': 0.7470238095238095; 'f1-score': 0.7617602427921093; 'support': 336}; 'accuracy': 0.6652452025586354; 'macro avg': {'precision': 0.597449001229908; 'recall': 0.6028352130325815; 'f1-score': 0.5995181142275958; 'support': 469}; 'weighted avg': {'precision': 0.6752039665956235; 'recall': 0.6652452025586354; 'f1-score': 0.6697423191286539; 'support': 469}},{'0.0': {'precision': 0.18181818181818182; 'recall': 0.13333333333333333; 'f1-score': 0.15384615384615383; 'support': 15}; '1.0': {'precision': 0.6829268292682927; 'recall': 0.7567567567567568; 'f1-score': 0.7179487179487181; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.43237250554323725; 'recall': 0.44504504504504505; 'f1-score': 0.43589743589743596; 'support': 52}; 'weighted avg': {'precision': 0.538376257888453; 'recall': 0.5769230769230769; 'f1-score': 0.5552268244575937; 'support': 52}}
l: 5,2,DNF,6,469,52,7,[67; 67],158,109.257693,0.730769,7,[X0 >= 23.000000 AND X1 AND X5 >= 18.000000 AND X6 >= 23.000000 AND X8 >= 2.700000] OR [X4 >= 182.000000 AND X6 < 192.000000],{'0.0': {'precision': 0.4247787610619469; 'recall': 0.3609022556390977; 'f1-score': 0.3902439024390244; 'support': 133}; '1.0': {'precision': 0.7612359550561798; 'recall': 0.8065476190476191; 'f1-score': 0.7832369942196531; 'support': 336}; 'accuracy': 0.6801705756929638; 'macro avg': {'precision': 0.5930073580590633; 'recall': 0.5837249373433584; 'f1-score': 0.5867404483293388; 'support': 469}; 'weighted avg': {'precision': 0.6658227209384122; 'recall': 0.6801705756929638; 'f1-score': 0.6717911920729075; 'support': 469}},{'0.0': {'precision': 0.5454545454545454; 'recall': 0.4; 'f1-score': 0.4615384615384615; 'support': 15}; '1.0': {'precision': 0.7804878048780488; 'recall': 0.8648648648648649; 'f1-score': 0.8205128205128206; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6629711751662971; 'recall': 0.6324324324324324; 'f1-score': 0.6410256410256411; 'support': 52}; 'weighted avg': {'precision': 0.7126897492751152; 'recall': 0.7307692307692307; 'f1-score': 0.7169625246548323; 'support': 52}}
l: 5,2,DNF,7,469,52,7,[67; 67],158,77.753141,0.461538,6,[X0 >= 23.000000 AND X1 AND X4 >= 167.600000 AND X8 < 4.100000 AND X9 < 1.200000] OR [X5 >= 53.600000],{'0.0': {'precision': 0.4973544973544973; 'recall': 0.706766917293233; 'f1-score': 0.5838509316770186; 'support': 133}; '1.0': {'precision': 0.8607142857142858; 'recall': 0.7172619047619048; 'f1-score': 0.7824675324675326; 'support': 336}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.6790343915343915; 'recall': 0.7120144110275689; 'f1-score': 0.6831592320722757; 'support': 469}; 'weighted avg': {'precision': 0.7576719576719578; 'recall': 0.7142857142857143; 'f1-score': 0.7261434217955959; 'support': 469}},{'0.0': {'precision': 0.30303030303030304; 'recall': 0.6666666666666666; 'f1-score': 0.41666666666666663; 'support': 15}; '1.0': {'precision': 0.7368421052631579; 'recall': 0.3783783783783784; 'f1-score': 0.5; 'support': 37}; 'accuracy': 0.46153846153846156; 'macro avg': {'precision': 0.5199362041467305; 'recall': 0.5225225225225225; 'f1-score': 0.4583333333333333; 'support': 52}; 'weighted avg': {'precision': 0.6117040853882959; 'recall': 0.46153846153846156; 'f1-score': 0.47596153846153844; 'support': 52}}
l: 5,2,DNF,8,469,52,7,[67; 67],158,63.212174,0.653846,6,[X1 AND X4 >= 195.000000 AND X5 >= 18.000000] OR [X0 < 49.000000 AND X8 < 4.100000 AND X9 >= 1.000000],{'0.0': {'precision': 0.39361702127659576; 'recall': 0.556390977443609; 'f1-score': 0.46105919003115264; 'support': 133}; '1.0': {'precision': 0.7900355871886121; 'recall': 0.6607142857142857; 'f1-score': 0.719611021069692; 'support': 336}; 'accuracy': 0.6311300639658849; 'macro avg': {'precision': 0.591826304232604; 'recall': 0.6085526315789473; 'f1-score': 0.5903351055504223; 'support': 469}; 'weighted avg': {'precision': 0.6776183819299806; 'recall': 0.6311300639658849; 'f1-score': 0.6462903525662256; 'support': 469}},{'0.0': {'precision': 0.43478260869565216; 'recall': 0.6666666666666666; 'f1-score': 0.5263157894736841; 'support': 15}; '1.0': {'precision': 0.8275862068965517; 'recall': 0.6486486486486487; 'f1-score': 0.7272727272727273; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.631184407796102; 'recall': 0.6576576576576576; 'f1-score': 0.6267942583732057; 'support': 52}; 'weighted avg': {'precision': 0.7142774766462922; 'recall': 0.6538461538461539; 'f1-score': 0.6693043798306957; 'support': 52}}
l: 5,2,DNF,9,469,52,7,[67; 67],158,174.201026,0.519231,8,[X0 >= 23.000000 AND X2 >= 0.700000 AND X3 < 0.600000 AND X5 < 25.000000 AND X6 < 42.000000 AND X8 >= 2.500000] OR [X5 >= 30.000000 AND X6 >= 19.000000],{'0.0': {'precision': 0.4491525423728814; 'recall': 0.39849624060150374; 'f1-score': 0.42231075697211157; 'support': 133}; '1.0': {'precision': 0.7720797720797721; 'recall': 0.8065476190476191; 'f1-score': 0.7889374090247452; 'support': 336}; 'accuracy': 0.6908315565031983; 'macro avg': {'precision': 0.6106161572263267; 'recall': 0.6025219298245614; 'f1-score': 0.6056240829984284; 'support': 469}; 'weighted avg': {'precision': 0.6805033935061763; 'recall': 0.6908315565031983; 'f1-score': 0.6849686569501178; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.3333333333333333; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.6875; 'recall': 0.5945945945945946; 'f1-score': 0.6376811594202898; 'support': 37}; 'accuracy': 0.5192307692307693; 'macro avg': {'precision': 0.46875; 'recall': 0.463963963963964; 'f1-score': 0.4616977225672878; 'support': 52}; 'weighted avg': {'precision': 0.5612980769230769; 'recall': 0.5192307692307693; 'f1-score': 0.5361522535435579; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [67, 67], 'n_partitions': 7}, (mean val acc cv) 0.610160 (+- 0.084083), (mean training time) 110.362193 (+- 40.752294)
l: 5,2,DNF,0,468,53,3,[156; 156],158,1002.277750,0.679245,8,[X0 < 60.000000 AND X7 < 7.900000 AND X8 < 4.100000 AND X8 >= 2.000000] OR [X0 >= 23.000000 AND X2 >= 0.800000 AND X4 < 236.800000 AND X5 >= 18.000000],{'0.0': {'precision': 0.31496062992125984; 'recall': 0.3007518796992481; 'f1-score': 0.3076923076923077; 'support': 133}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.7402985074626866; 'f1-score': 0.7337278106508875; 'support': 335}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5211166785969936; 'recall': 0.5205251935809674; 'f1-score': 0.5207100591715976; 'support': 468}; 'weighted avg': {'precision': 0.6100985628544684; 'recall': 0.6153846153846154; 'f1-score': 0.6126536185707784; 'support': 468}},{'0.0': {'precision': 0.4; 'recall': 0.26666666666666666; 'f1-score': 0.32; 'support': 15}; '1.0': {'precision': 0.7441860465116279; 'recall': 0.8421052631578947; 'f1-score': 0.7901234567901234; 'support': 38}; 'accuracy': 0.6792452830188679; 'macro avg': {'precision': 0.5720930232558139; 'recall': 0.5543859649122806; 'f1-score': 0.5550617283950617; 'support': 53}; 'weighted avg': {'precision': 0.6467749012724879; 'recall': 0.6792452830188679; 'f1-score': 0.6570696482646168; 'support': 53}}
l: 5,2,DNF,1,469,52,3,[156; 157],158,1002.213270,0.384615,6,[X0 >= 40.000000 AND X3 < 1.600000 AND X7 < 7.100000 AND X9 < 1.060000] OR [X4 >= 167.600000 AND X9 >= 1.060000],{'0.0': {'precision': 0.2693877551020408; 'recall': 0.4925373134328358; 'f1-score': 0.3482849604221636; 'support': 134}; '1.0': {'precision': 0.6964285714285714; 'recall': 0.46567164179104475; 'f1-score': 0.5581395348837209; 'support': 335}; 'accuracy': 0.47334754797441364; 'macro avg': {'precision': 0.4829081632653061; 'recall': 0.4791044776119403; 'f1-score': 0.45321224765294227; 'support': 469}; 'weighted avg': {'precision': 0.5744169096209912; 'recall': 0.47334754797441364; 'f1-score': 0.4981810850375617; 'support': 469}},{'0.0': {'precision': 0.2; 'recall': 0.42857142857142855; 'f1-score': 0.27272727272727276; 'support': 14}; '1.0': {'precision': 0.6363636363636364; 'recall': 0.3684210526315789; 'f1-score': 0.4666666666666667; 'support': 38}; 'accuracy': 0.38461538461538464; 'macro avg': {'precision': 0.4181818181818182; 'recall': 0.39849624060150374; 'f1-score': 0.36969696969696975; 'support': 52}; 'weighted avg': {'precision': 0.5188811188811189; 'recall': 0.38461538461538464; 'f1-score': 0.41445221445221453; 'support': 52}}
l: 5,2,DNF,2,469,52,3,[156; 157],158,1002.224324,0.538462,4,[X7 < 6.200000 AND X7 >= 5.100000] OR [X0 < 66.000000 AND X7 >= 7.100000],{'0.0': {'precision': 0.2358974358974359; 'recall': 0.34328358208955223; 'f1-score': 0.27963525835866265; 'support': 134}; '1.0': {'precision': 0.6788321167883211; 'recall': 0.5552238805970149; 'f1-score': 0.6108374384236452; 'support': 335}; 'accuracy': 0.4946695095948827; 'macro avg': {'precision': 0.45736477634287853; 'recall': 0.44925373134328356; 'f1-score': 0.44523634839115395; 'support': 469}; 'weighted avg': {'precision': 0.5522793508194968; 'recall': 0.4946695095948827; 'f1-score': 0.5162082441193645; 'support': 469}},{'0.0': {'precision': 0.3076923076923077; 'recall': 0.5714285714285714; 'f1-score': 0.4; 'support': 14}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.5263157894736842; 'f1-score': 0.625; 'support': 38}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.5384615384615385; 'recall': 0.5488721804511278; 'f1-score': 0.5125; 'support': 52}; 'weighted avg': {'precision': 0.6449704142011835; 'recall': 0.5384615384615384; 'f1-score': 0.5644230769230769; 'support': 52}}
l: 5,2,DNF,3,469,52,3,[156; 157],158,1002.224890,0.596154,5,[X5 >= 30.000000 AND X6 >= 23.000000] OR [X0 < 60.000000 AND X5 < 21.000000 AND X7 < 6.000000],{'0.0': {'precision': 0.430939226519337; 'recall': 0.5864661654135338; 'f1-score': 0.4968152866242038; 'support': 133}; '1.0': {'precision': 0.8090277777777778; 'recall': 0.6934523809523809; 'f1-score': 0.7467948717948718; 'support': 336}; 'accuracy': 0.6631130063965884; 'macro avg': {'precision': 0.6199835021485574; 'recall': 0.6399592731829573; 'f1-score': 0.6218050792095378; 'support': 469}; 'weighted avg': {'precision': 0.7018086363761304; 'recall': 0.6631130063965884; 'f1-score': 0.6759051386867719; 'support': 469}},{'0.0': {'precision': 0.35; 'recall': 0.4666666666666667; 'f1-score': 0.4; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.6486486486486487; 'f1-score': 0.6956521739130435; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.55; 'recall': 0.5576576576576577; 'f1-score': 0.5478260869565217; 'support': 52}; 'weighted avg': {'precision': 0.6346153846153846; 'recall': 0.5961538461538461; 'f1-score': 0.6103678929765887; 'support': 52}}
