l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,1.684230,0.754717,3,[X0 >= 49.000000 OR X2 >= 1.000000 OR X5 >= 43.000000],{'0.0': {'precision': 0.49056603773584906; 'recall': 0.39097744360902253; 'f1-score': 0.4351464435146443; 'support': 133}; '1.0': {'precision': 0.7762430939226519; 'recall': 0.8388059701492537; 'f1-score': 0.8063127690100431; 'support': 335}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6334045658292504; 'recall': 0.6148917068791382; 'f1-score': 0.6207296062623437; 'support': 468}; 'weighted avg': {'precision': 0.6950570929122998; 'recall': 0.7115384615384616; 'f1-score': 0.7008317406107096; 'support': 468}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.4666666666666667; 'f1-score': 0.5185185185185186; 'support': 15}; '1.0': {'precision': 0.8048780487804879; 'recall': 0.868421052631579; 'f1-score': 0.8354430379746836; 'support': 38}; 'accuracy': 0.7547169811320755; 'macro avg': {'precision': 0.6941056910569106; 'recall': 0.6675438596491228; 'f1-score': 0.6769807782466011; 'support': 53}; 'weighted avg': {'precision': 0.7421767142199724; 'recall': 0.7547169811320755; 'f1-score': 0.7457474192606746; 'support': 53}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [67, 67], 'n_partitions': 7}, (mean val acc cv) 0.644884 (+- 0.079974), (mean training time) 32.210111 (+- 6.435893)
l: 5,2,CNF,0,468,53,3,[156; 156],158,1002.332320,0.641509,10,[X0 >= 60.000000 OR X4 < 167.600000 OR X6 >= 192.000000 OR X9 < 1.200000] AND [X2 >= 3.300000 OR X4 >= 236.800000 OR X6 >= 71.600000 OR X7 >= 7.900000 OR X7 < 5.600000 OR X9 >= 1.060000],{'0.0': {'precision': 0.4418604651162791; 'recall': 0.42857142857142855; 'f1-score': 0.4351145038167939; 'support': 133}; '1.0': {'precision': 0.775811209439528; 'recall': 0.7850746268656716; 'f1-score': 0.7804154302670623; 'support': 335}; 'accuracy': 0.6837606837606838; 'macro avg': {'precision': 0.6088358372779035; 'recall': 0.6068230277185501; 'f1-score': 0.6077649670419281; 'support': 468}; 'weighted avg': {'precision': 0.6809064038946729; 'recall': 0.6837606837606838; 'f1-score': 0.6822850387758537; 'support': 468}},{'0.0': {'precision': 0.375; 'recall': 0.4; 'f1-score': 0.38709677419354843; 'support': 15}; '1.0': {'precision': 0.7567567567567568; 'recall': 0.7368421052631579; 'f1-score': 0.7466666666666667; 'support': 38}; 'accuracy': 0.6415094339622641; 'macro avg': {'precision': 0.5658783783783784; 'recall': 0.5684210526315789; 'f1-score': 0.5668817204301075; 'support': 53}; 'weighted avg': {'precision': 0.64871239163692; 'recall': 0.6415094339622641; 'f1-score': 0.6449016027591804; 'support': 53}}
l: 5,2,CNF,1,469,52,3,[156; 157],158,1002.280378,0.711538,11,[X3 >= 1.600000 OR X4 >= 208.000000 OR X5 >= 21.000000 OR X8 < 2.500000 OR X9 < 0.546000] AND [X2 >= 7.920000 OR X2 < 0.800000 OR X5 >= 140.200000 OR X5 < 21.000000 OR X6 >= 105.000000 OR X9 < 0.546000],{'0.0': {'precision': 0.3760330578512397; 'recall': 0.6791044776119403; 'f1-score': 0.48404255319148937; 'support': 134}; '1.0': {'precision': 0.8105726872246696; 'recall': 0.5492537313432836; 'f1-score': 0.6548042704626335; 'support': 335}; 'accuracy': 0.5863539445628998; 'macro avg': {'precision': 0.5933028725379547; 'recall': 0.6141791044776119; 'f1-score': 0.5694234118270614; 'support': 469}; 'weighted avg': {'precision': 0.6864185074036895; 'recall': 0.5863539445628998; 'f1-score': 0.6060152083851637; 'support': 469}},{'0.0': {'precision': 0.4782608695652174; 'recall': 0.7857142857142857; 'f1-score': 0.5945945945945946; 'support': 14}; '1.0': {'precision': 0.896551724137931; 'recall': 0.6842105263157895; 'f1-score': 0.7761194029850746; 'support': 38}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6874062968515742; 'recall': 0.7349624060150376; 'f1-score': 0.6853569987898347; 'support': 52}; 'weighted avg': {'precision': 0.7839349555991236; 'recall': 0.7115384615384616; 'f1-score': 0.7272473391876377; 'support': 52}}
l: 5,2,CNF,2,469,52,3,[156; 157],158,1002.267314,0.596154,21,[X0 >= 66.000000 OR X2 >= 2.000000 OR X3 >= 1.000000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X4 < 150.000000 OR X5 >= 74.000000 OR X6 >= 105.000000 OR X6 < 19.000000 OR X7 < 5.600000 OR X9 >= 1.308000 OR X9 < 0.700000] AND [X0 >= 66.000000 OR X0 < 35.000000 OR X2 >= 7.920000 OR X2 < 0.900000 OR X3 >= 4.100000 OR X5 < 18.000000 OR X7 >= 6.200000 OR X8 < 2.000000 OR X9 < 0.546000],{'0.0': {'precision': 0.5887850467289719; 'recall': 0.4701492537313433; 'f1-score': 0.5228215767634855; 'support': 134}; '1.0': {'precision': 0.8038674033149171; 'recall': 0.8686567164179104; 'f1-score': 0.8350071736011478; 'support': 335}; 'accuracy': 0.7547974413646056; 'macro avg': {'precision': 0.6963262250219445; 'recall': 0.6694029850746268; 'f1-score': 0.6789143751823167; 'support': 469}; 'weighted avg': {'precision': 0.7424153014332184; 'recall': 0.7547974413646056; 'f1-score': 0.7458112887903872; 'support': 469}},{'0.0': {'precision': 0.1111111111111111; 'recall': 0.07142857142857142; 'f1-score': 0.08695652173913043; 'support': 14}; '1.0': {'precision': 0.6976744186046512; 'recall': 0.7894736842105263; 'f1-score': 0.7407407407407408; 'support': 38}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.4043927648578811; 'recall': 0.43045112781954886; 'f1-score': 0.41384863123993565; 'support': 52}; 'weighted avg': {'precision': 0.5397535281256212; 'recall': 0.5961538461538461; 'f1-score': 0.5647219125479996; 'support': 52}}
l: 5,2,CNF,3,469,52,3,[156; 157],158,1002.291952,0.557692,11,[X2 < 0.700000 OR X3 >= 1.000000 OR X5 >= 53.600000 OR X5 < 18.000000 OR X6 < 19.000000 OR X7 < 5.100000 OR X9 < 0.800000] AND [X2 >= 7.920000 OR X6 >= 105.000000 OR X7 >= 7.100000 OR X9 >= 0.800000],{'0.0': {'precision': 0.39593908629441626; 'recall': 0.5864661654135338; 'f1-score': 0.4727272727272728; 'support': 133}; '1.0': {'precision': 0.7977941176470589; 'recall': 0.6458333333333334; 'f1-score': 0.7138157894736842; 'support': 336}; 'accuracy': 0.6289978678038379; 'macro avg': {'precision': 0.5968666019707376; 'recall': 0.6161497493734336; 'f1-score': 0.5932715311004785; 'support': 469}; 'weighted avg': {'precision': 0.683835228158996; 'recall': 0.6289978678038379; 'f1-score': 0.645447404127687; 'support': 469}},{'0.0': {'precision': 0.34615384615384615; 'recall': 0.6; 'f1-score': 0.43902439024390244; 'support': 15}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.5405405405405406; 'f1-score': 0.6349206349206349; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5576923076923077; 'recall': 0.5702702702702702; 'f1-score': 0.5369725125822686; 'support': 52}; 'weighted avg': {'precision': 0.647189349112426; 'recall': 0.5576923076923077; 'f1-score': 0.5784121028023467; 'support': 52}}
l: 5,2,CNF,4,469,52,3,[156; 157],158,1002.210318,0.557692,9,[X3 >= 4.100000 OR X4 >= 150.000000 OR X6 < 105.000000 OR X7 >= 6.600000] AND [X2 >= 1.400000 OR X3 >= 4.100000 OR X4 >= 512.600000 OR X5 >= 74.000000 OR X7 < 5.100000],{'0.0': {'precision': 0.45662100456621; 'recall': 0.7518796992481203; 'f1-score': 0.5681818181818182; 'support': 133}; '1.0': {'precision': 0.868; 'recall': 0.6458333333333334; 'f1-score': 0.7406143344709897; 'support': 336}; 'accuracy': 0.67590618336887; 'macro avg': {'precision': 0.6623105022831051; 'recall': 0.6988565162907268; 'f1-score': 0.6543980763264039; 'support': 469}; 'weighted avg': {'precision': 0.751340284876985; 'recall': 0.67590618336887; 'f1-score': 0.6917155611949559; 'support': 469}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.6666666666666666; 'f1-score': 0.46511627906976744; 'support': 15}; '1.0': {'precision': 0.7916666666666666; 'recall': 0.5135135135135135; 'f1-score': 0.6229508196721311; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5744047619047619; 'recall': 0.5900900900900901; 'f1-score': 0.5440335493709493; 'support': 52}; 'weighted avg': {'precision': 0.6663232600732599; 'recall': 0.5576923076923077; 'f1-score': 0.5774216252676031; 'support': 52}}
l: 5,2,CNF,5,469,52,3,[156; 157],158,1002.307074,0.615385,7,[X3 >= 4.100000 OR X5 >= 25.000000] AND [X0 < 35.000000 OR X2 >= 2.000000 OR X4 >= 195.000000 OR X4 < 150.000000 OR X6 < 23.000000],{'0.0': {'precision': 0.4658385093167702; 'recall': 0.5639097744360902; 'f1-score': 0.5102040816326531; 'support': 133}; '1.0': {'precision': 0.8116883116883117; 'recall': 0.7440476190476191; 'f1-score': 0.7763975155279503; 'support': 336}; 'accuracy': 0.6929637526652452; 'macro avg': {'precision': 0.6387634105025409; 'recall': 0.6539786967418546; 'f1-score': 0.6433007985803016; 'support': 469}; 'weighted avg': {'precision': 0.7136115020605611; 'recall': 0.6929637526652452; 'f1-score': 0.7009098253188362; 'support': 469}},{'0.0': {'precision': 0.3076923076923077; 'recall': 0.26666666666666666; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.717948717948718; 'recall': 0.7567567567567568; 'f1-score': 0.736842105263158; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5128205128205128; 'recall': 0.5117117117117117; 'f1-score': 0.5112781954887219; 'support': 52}; 'weighted avg': {'precision': 0.5996055226824458; 'recall': 0.6153846153846154; 'f1-score': 0.6067090803932911; 'support': 52}}
l: 5,2,CNF,6,469,52,3,[156; 157],158,1002.212535,0.692308,10,[X0 >= 40.000000 OR X0 < 35.000000 OR X3 >= 4.100000 OR X4 < 150.000000 OR X6 >= 105.000000 OR X9 < 0.546000] AND [X2 >= 0.900000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X9 < 0.546000],{'0.0': {'precision': 0.5; 'recall': 0.45112781954887216; 'f1-score': 0.4743083003952569; 'support': 133}; '1.0': {'precision': 0.7908309455587392; 'recall': 0.8214285714285714; 'f1-score': 0.805839416058394; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6454154727793696; 'recall': 0.6362781954887218; 'f1-score': 0.6400738582268255; 'support': 469}; 'weighted avg': {'precision': 0.7083564983107385; 'recall': 0.7164179104477612; 'f1-score': 0.7118231295270567; 'support': 469}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7837837837837838; 'f1-score': 0.7837837837837838; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6252252252252253; 'recall': 0.6252252252252253; 'f1-score': 0.6252252252252253; 'support': 52}; 'weighted avg': {'precision': 0.6923076923076923; 'recall': 0.6923076923076923; 'f1-score': 0.6923076923076923; 'support': 52}}
l: 5,2,CNF,7,469,52,3,[156; 157],158,1002.211115,0.519231,11,[X0 < 35.000000 OR X2 >= 7.920000 OR X2 < 0.700000 OR X5 >= 74.000000 OR X6 >= 105.000000 OR X9 < 0.800000] AND [X3 >= 4.100000 OR X4 < 150.000000 OR X6 >= 71.600000 OR X7 >= 6.900000 OR X9 >= 0.800000],{'0.0': {'precision': 0.4174757281553398; 'recall': 0.6466165413533834; 'f1-score': 0.5073746312684365; 'support': 133}; '1.0': {'precision': 0.8212927756653993; 'recall': 0.6428571428571429; 'f1-score': 0.7212020033388983; 'support': 336}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.6193842519103695; 'recall': 0.6447368421052632; 'f1-score': 0.6142883173036674; 'support': 469}; 'weighted avg': {'precision': 0.7067774935356809; 'recall': 0.6439232409381663; 'f1-score': 0.6605643903636927; 'support': 469}},{'0.0': {'precision': 0.2222222222222222; 'recall': 0.26666666666666666; 'f1-score': 0.2424242424242424; 'support': 15}; '1.0': {'precision': 0.6764705882352942; 'recall': 0.6216216216216216; 'f1-score': 0.6478873239436619; 'support': 37}; 'accuracy': 0.5192307692307693; 'macro avg': {'precision': 0.4493464052287582; 'recall': 0.44414414414414416; 'f1-score': 0.44515578318395216; 'support': 52}; 'weighted avg': {'precision': 0.5454374057315234; 'recall': 0.5192307692307693; 'f1-score': 0.530926819659214; 'support': 52}}
l: 5,2,CNF,8,469,52,3,[156; 157],158,1002.188701,0.538462,13,[X0 >= 66.000000 OR X2 >= 3.300000 OR X4 >= 236.800000 OR X6 >= 192.000000 OR X7 >= 7.900000 OR X9 >= 1.308000 OR X9 < 0.700000] AND [X0 >= 66.000000 OR X2 >= 7.920000 OR X3 >= 1.000000 OR X4 >= 512.600000 OR X5 < 25.000000 OR X9 >= 1.060000],{'0.0': {'precision': 0.44761904761904764; 'recall': 0.706766917293233; 'f1-score': 0.5481049562682216; 'support': 133}; '1.0': {'precision': 0.8494208494208494; 'recall': 0.6547619047619048; 'f1-score': 0.7394957983193277; 'support': 336}; 'accuracy': 0.6695095948827292; 'macro avg': {'precision': 0.6485199485199485; 'recall': 0.6807644110275689; 'f1-score': 0.6438003772937746; 'support': 469}; 'weighted avg': {'precision': 0.73547705488004; 'recall': 0.6695095948827292; 'f1-score': 0.6852207834093126; 'support': 469}},{'0.0': {'precision': 0.30434782608695654; 'recall': 0.4666666666666667; 'f1-score': 0.3684210526315789; 'support': 15}; '1.0': {'precision': 0.7241379310344828; 'recall': 0.5675675675675675; 'f1-score': 0.6363636363636365; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.5142428785607196; 'recall': 0.5171171171171172; 'f1-score': 0.5023923444976077; 'support': 52}; 'weighted avg': {'precision': 0.6030446315303887; 'recall': 0.5384615384615384; 'f1-score': 0.5590725064409277; 'support': 52}}
l: 5,2,CNF,9,469,52,3,[156; 157],158,1002.244152,0.557692,16,[X0 >= 66.000000 OR X2 < 0.700000 OR X3 >= 4.100000 OR X4 >= 512.600000 OR X6 >= 192.000000 OR X7 >= 7.900000 OR X8 >= 3.900000 OR X9 >= 1.308000] AND [X0 >= 66.000000 OR X2 >= 7.920000 OR X3 >= 4.100000 OR X4 >= 512.600000 OR X4 < 182.000000 OR X5 < 30.000000 OR X6 < 28.000000 OR X7 < 5.100000],{'0.0': {'precision': 0.3551020408163265; 'recall': 0.6541353383458647; 'f1-score': 0.46031746031746035; 'support': 133}; '1.0': {'precision': 0.7946428571428571; 'recall': 0.5297619047619048; 'f1-score': 0.6357142857142857; 'support': 336}; 'accuracy': 0.5650319829424307; 'macro avg': {'precision': 0.5748724489795918; 'recall': 0.5919486215538847; 'f1-score': 0.5480158730158731; 'support': 469}; 'weighted avg': {'precision': 0.6699969540054828; 'recall': 0.5650319829424307; 'f1-score': 0.5859748874674248; 'support': 469}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.6666666666666666; 'f1-score': 0.46511627906976744; 'support': 15}; '1.0': {'precision': 0.7916666666666666; 'recall': 0.5135135135135135; 'f1-score': 0.6229508196721311; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5744047619047619; 'recall': 0.5900900900900901; 'f1-score': 0.5440335493709493; 'support': 52}; 'weighted avg': {'precision': 0.6663232600732599; 'recall': 0.5576923076923077; 'f1-score': 0.5774216252676031; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [156, 157], 'n_partitions': 3}, (mean val acc cv) 0.598766 (+- 0.062130), (mean training time) 1002.254586 (+- 0.045922)
l: 5,2,DNF,0,468,53,58,[8; 9],158,1.264418,0.490566,4,[X0 >= 66.000000] OR [X0 >= 45.000000 AND X2 >= 0.800000 AND X9 < 0.900000],{'0.0': {'precision': 0.34492753623188405; 'recall': 0.8947368421052632; 'f1-score': 0.4979079497907949; 'support': 133}; '1.0': {'precision': 0.8861788617886179; 'recall': 0.3253731343283582; 'f1-score': 0.4759825327510917; 'support': 335}; 'accuracy': 0.48717948717948717; 'macro avg': {'precision': 0.615553199010251; 'recall': 0.6100549882168107; 'f1-score': 0.4869452412709433; 'support': 468}; 'weighted avg': {'precision': 0.732361711576982; 'recall': 0.48717948717948717; 'f1-score': 0.48221347391835784; 'support': 468}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.8; 'f1-score': 0.47058823529411764; 'support': 15}; '1.0': {'precision': 0.8235294117647058; 'recall': 0.3684210526315789; 'f1-score': 0.509090909090909; 'support': 38}; 'accuracy': 0.49056603773584906; 'macro avg': {'precision': 0.5784313725490196; 'recall': 0.5842105263157895; 'f1-score': 0.48983957219251334; 'support': 53}; 'weighted avg': {'precision': 0.6847946725860156; 'recall': 0.49056603773584906; 'f1-score': 0.49819392594087375; 'support': 53}}
l: 5,2,DNF,1,469,52,58,[8; 9],158,1.290533,0.442308,6,[X0 < 23.000000 AND X5 < 43.000000 AND X6 >= 28.000000 AND X7 >= 6.000000] OR [X0 < 55.000000 AND X1],{'0.0': {'precision': 0.2914798206278027; 'recall': 0.48507462686567165; 'f1-score': 0.36414565826330536; 'support': 134}; '1.0': {'precision': 0.7195121951219512; 'recall': 0.5283582089552239; 'f1-score': 0.6092943201376937; 'support': 335}; 'accuracy': 0.5159914712153518; 'macro avg': {'precision': 0.5054960078748769; 'recall': 0.5067164179104477; 'f1-score': 0.4867199892004995; 'support': 469}; 'weighted avg': {'precision': 0.597217230980766; 'recall': 0.5159914712153518; 'f1-score': 0.5392518453164399; 'support': 469}},{'0.0': {'precision': 0.2222222222222222; 'recall': 0.42857142857142855; 'f1-score': 0.29268292682926833; 'support': 14}; '1.0': {'precision': 0.68; 'recall': 0.4473684210526316; 'f1-score': 0.5396825396825397; 'support': 38}; 'accuracy': 0.4423076923076923; 'macro avg': {'precision': 0.45111111111111113; 'recall': 0.43796992481203006; 'f1-score': 0.416182733255904; 'support': 52}; 'weighted avg': {'precision': 0.5567521367521369; 'recall': 0.4423076923076923; 'f1-score': 0.4731826439143512; 'support': 52}}
l: 5,2,DNF,2,469,52,58,[8; 9],158,1.279200,0.653846,3,[X0 >= 23.000000] OR [X5 < 18.000000 AND X9 < 1.000000],{'0.0': {'precision': 0.4634146341463415; 'recall': 0.1417910447761194; 'f1-score': 0.21714285714285714; 'support': 134}; '1.0': {'precision': 0.7313084112149533; 'recall': 0.9343283582089552; 'f1-score': 0.8204456094364351; 'support': 335}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.5973615226806473; 'recall': 0.5380597014925373; 'f1-score': 0.5187942332896461; 'support': 469}; 'weighted avg': {'precision': 0.6547673320524927; 'recall': 0.7078891257995735; 'f1-score': 0.6480733944954128; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.14285714285714285; 'f1-score': 0.18181818181818182; 'support': 14}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8421052631578947; 'f1-score': 0.7804878048780488; 'support': 38}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.48863636363636365; 'recall': 0.49248120300751874; 'f1-score': 0.48115299334811534; 'support': 52}; 'weighted avg': {'precision': 0.5987762237762237; 'recall': 0.6538461538461539; 'f1-score': 0.6193075217465461; 'support': 52}}
l: 5,2,DNF,3,469,52,58,[8; 9],158,1.241926,0.423077,5,[X0 < 55.000000 AND X2 >= 0.800000] OR [X0 >= 55.000000 AND (NOT X1) AND X5 < 53.600000],{'0.0': {'precision': 0.31413612565445026; 'recall': 0.45112781954887216; 'f1-score': 0.37037037037037035; 'support': 133}; '1.0': {'precision': 0.737410071942446; 'recall': 0.6101190476190477; 'f1-score': 0.6677524429967426; 'support': 336}; 'accuracy': 0.5650319829424307; 'macro avg': {'precision': 0.5257730987984481; 'recall': 0.5306234335839599; 'f1-score': 0.5190614066835565; 'support': 469}; 'weighted avg': {'precision': 0.6173771618010742; 'recall': 0.5650319829424307; 'f1-score': 0.5834202134459804; 'support': 469}},{'0.0': {'precision': 0.17391304347826086; 'recall': 0.26666666666666666; 'f1-score': 0.2105263157894737; 'support': 15}; '1.0': {'precision': 0.6206896551724138; 'recall': 0.4864864864864865; 'f1-score': 0.5454545454545455; 'support': 37}; 'accuracy': 0.4230769230769231; 'macro avg': {'precision': 0.39730134932533734; 'recall': 0.3765765765765766; 'f1-score': 0.3779904306220096; 'support': 52}; 'weighted avg': {'precision': 0.4918117864144851; 'recall': 0.4230769230769231; 'f1-score': 0.4488406330511594; 'support': 52}}
l: 5,2,DNF,4,469,52,58,[8; 9],158,1.261424,0.653846,5,[X5 >= 18.000000 AND X8 >= 2.500000] OR [X0 < 23.000000 AND X0 >= 23.000000 AND X4 >= 236.800000],{'0.0': {'precision': 0.2803030303030303; 'recall': 0.2781954887218045; 'f1-score': 0.27924528301886786; 'support': 133}; '1.0': {'precision': 0.7151335311572701; 'recall': 0.7172619047619048; 'f1-score': 0.7161961367013373; 'support': 336}; 'accuracy': 0.5927505330490405; 'macro avg': {'precision': 0.4977182807301502; 'recall': 0.4977286967418546; 'f1-score': 0.4977207098601026; 'support': 469}; 'weighted avg': {'precision': 0.5918233891239782; 'recall': 0.5927505330490405; 'f1-score': 0.5922847005824281; 'support': 469}},{'0.0': {'precision': 0.36363636363636365; 'recall': 0.26666666666666666; 'f1-score': 0.30769230769230765; 'support': 15}; '1.0': {'precision': 0.7317073170731707; 'recall': 0.8108108108108109; 'f1-score': 0.7692307692307694; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5476718403547671; 'recall': 0.5387387387387388; 'f1-score': 0.5384615384615385; 'support': 52}; 'weighted avg': {'precision': 0.6255330035817841; 'recall': 0.6538461538461539; 'f1-score': 0.636094674556213; 'support': 52}}
l: 5,2,DNF,5,469,52,58,[8; 9],158,1.236504,0.461538,6,[X2 < 1.400000 AND X4 < 282.000000 AND X4 >= 167.600000] OR [X0 >= 40.000000 AND X2 >= 0.900000 AND X8 < 3.600000],{'0.0': {'precision': 0.3442622950819672; 'recall': 0.47368421052631576; 'f1-score': 0.39873417721518983; 'support': 133}; '1.0': {'precision': 0.7552447552447552; 'recall': 0.6428571428571429; 'f1-score': 0.6945337620578778; 'support': 336}; 'accuracy': 0.5948827292110874; 'macro avg': {'precision': 0.5497535251633612; 'recall': 0.5582706766917294; 'f1-score': 0.5466339696365338; 'support': 469}; 'weighted avg': {'precision': 0.6386974904224721; 'recall': 0.5948827292110874; 'f1-score': 0.6106502976995035; 'support': 469}},{'0.0': {'precision': 0.24; 'recall': 0.4; 'f1-score': 0.3; 'support': 15}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.4864864864864865; 'f1-score': 0.5625; 'support': 37}; 'accuracy': 0.46153846153846156; 'macro avg': {'precision': 0.4533333333333333; 'recall': 0.44324324324324327; 'f1-score': 0.43125; 'support': 52}; 'weighted avg': {'precision': 0.5435897435897435; 'recall': 0.46153846153846156; 'f1-score': 0.48677884615384615; 'support': 52}}
l: 5,2,DNF,6,469,52,58,[8; 9],158,1.257602,0.634615,6,[X0 >= 40.000000 AND X5 >= 18.000000] OR [X0 < 35.000000 AND X0 >= 31.000000 AND X4 < 282.000000 AND X7 < 6.200000],{'0.0': {'precision': 0.385; 'recall': 0.5789473684210527; 'f1-score': 0.4624624624624625; 'support': 133}; '1.0': {'precision': 0.79182156133829; 'recall': 0.6339285714285714; 'f1-score': 0.7041322314049586; 'support': 336}; 'accuracy': 0.6183368869936035; 'macro avg': {'precision': 0.588410780669145; 'recall': 0.606437969924812; 'f1-score': 0.5832973469337106; 'support': 469}; 'weighted avg': {'precision': 0.6764542528990733; 'recall': 0.6183368869936035; 'f1-score': 0.6355990133466388; 'support': 469}},{'0.0': {'precision': 0.4090909090909091; 'recall': 0.6; 'f1-score': 0.4864864864864865; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.6486486486486487; 'f1-score': 0.7164179104477612; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.6045454545454546; 'recall': 0.6243243243243244; 'f1-score': 0.6014521984671238; 'support': 52}; 'weighted avg': {'precision': 0.6872377622377622; 'recall': 0.6346153846153846; 'f1-score': 0.6500915381512395; 'support': 52}}
l: 5,2,DNF,7,469,52,58,[8; 9],158,1.268299,0.480769,5,[X7 >= 6.000000] OR [X0 < 23.000000 AND X0 >= 31.000000 AND X1 AND X5 >= 25.000000],{'0.0': {'precision': 0.2608695652173913; 'recall': 0.2706766917293233; 'f1-score': 0.2656826568265682; 'support': 133}; '1.0': {'precision': 0.7069486404833837; 'recall': 0.6964285714285714; 'f1-score': 0.7016491754122939; 'support': 336}; 'accuracy': 0.5756929637526652; 'macro avg': {'precision': 0.48390910285038746; 'recall': 0.48355263157894735; 'f1-score': 0.48366591611943105; 'support': 469}; 'weighted avg': {'precision': 0.5804486042139232; 'recall': 0.5756929637526652; 'f1-score': 0.5780168790969388; 'support': 469}},{'0.0': {'precision': 0.16666666666666666; 'recall': 0.2; 'f1-score': 0.1818181818181818; 'support': 15}; '1.0': {'precision': 0.6470588235294118; 'recall': 0.5945945945945946; 'f1-score': 0.619718309859155; 'support': 37}; 'accuracy': 0.4807692307692308; 'macro avg': {'precision': 0.4068627450980392; 'recall': 0.39729729729729735; 'f1-score': 0.4007682458386684; 'support': 52}; 'weighted avg': {'precision': 0.5084841628959276; 'recall': 0.4807692307692308; 'f1-score': 0.4934009652319512; 'support': 52}}
l: 5,2,DNF,8,469,52,58,[8; 9],158,1.233246,0.615385,4,[X0 >= 31.000000 AND X6 < 42.000000] OR [X1 AND X5 >= 30.000000],{'0.0': {'precision': 0.3979591836734694; 'recall': 0.2932330827067669; 'f1-score': 0.3376623376623376; 'support': 133}; '1.0': {'precision': 0.7466307277628033; 'recall': 0.8244047619047619; 'f1-score': 0.7835926449787836; 'support': 336}; 'accuracy': 0.673773987206823; 'macro avg': {'precision': 0.5722949557181363; 'recall': 0.5588189223057644; 'f1-score': 0.5606274913205606; 'support': 469}; 'weighted avg': {'precision': 0.6477537227225444; 'recall': 0.673773987206823; 'f1-score': 0.6571347966353137; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.3333333333333333; 'f1-score': 0.3333333333333333; 'support': 15}; '1.0': {'precision': 0.7297297297297297; 'recall': 0.7297297297297297; 'f1-score': 0.7297297297297297; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5315315315315315; 'recall': 0.5315315315315315; 'f1-score': 0.5315315315315315; 'support': 52}; 'weighted avg': {'precision': 0.6153846153846154; 'recall': 0.6153846153846154; 'f1-score': 0.6153846153846154; 'support': 52}}
